категорія	categoría	категорія	categoría	N;INAN;NOM;FEM;SG	N
прийшов	veu	прийти	vir	V;PFV;MASC;IND;SG;PST;FIN	V
компаній	empresas	компанія	empresa	N;INAN;GEN;FEM;PL	N
компаній	corporacións	компанія	corporación	N;INAN;GEN;FEM;PL	N
компаній	empresas	компанія	empresa	N;INAN;GEN;FEM;PL	N
компаній	compañías	компанія	compañía	N;INAN;GEN;FEM;PL	N
законів	leis	закон	lei	N;INAN;GEN;MASC;PL	N
продовжив	continuou	продовжити	continuar	V;PFV;MASC;IND;SG;PST;FIN	V
стадії	fases	стадія	fase	N;INAN;NOM;FEM;PL	N
захопили	capturado	захопити	capturado	V;PFV;IND;PL;PST;FIN	V
захопили	capturados	захопити	capturar	V;PFV;IND;PL;PST;FIN	V
знайшов	atopei	знайти	atopar	V;PFV;MASC;IND;SG;PST;FIN	V
знайшов	atopamos	знайти	atopar	V;PFV;MASC;IND;SG;PST;FIN	V
знайшов	atoparon	знайти	atopar	V;PFV;MASC;IND;SG;PST;FIN	V
знайшов	atopou	знайти	atopar	V;PFV;MASC;IND;SG;PST;FIN	V
флот	negro	флот	negro	N;INAN;NOM;MASC;SG	N
флот	frota	флот	frota	N;INAN;NOM;MASC;SG	N
відкрив	descubrimos	відкрити	descubrir	V;PFV;MASC;IND;SG;PST;FIN	V
відкрив	descuberto	відкрити	descuberto	V;PFV;MASC;IND;SG;PST;FIN	V
відкрив	descubriu	відкрити	descubriu	V;PFV;MASC;IND;SG;PST;FIN	V
відкрив	descubrín	відкрити	descubrín	V;PFV;MASC;IND;SG;PST;FIN	V
відкрив	revelou	відкрити	revelar	V;PFV;MASC;IND;SG;PST;FIN	V
тема	tema	тема	tema	N;INAN;NOM;FEM;SG	N
тема	asunto	тема	asunto	N;INAN;NOM;FEM;SG	N
тема	suxeito	тема	suxeito	N;INAN;NOM;FEM;SG	N
тема	tema	тема	tema	N;INAN;NOM;FEM;SG	N
тема	materia	тема	materia	N;INAN;NOM;FEM;SG	N
розповідає	fala	розповідати	falar	V;IPFV;IND;SG;3;PRS;FIN	V
розповідає	di	розповідати	dicir	V;IPFV;IND;SG;3;PRS;FIN	V
пошук	procura	пошук	procura	N;INAN;NOM;MASC;SG	N
графство	condado	графство	condado	N;INAN;NOM;NEUT;SG	N
терміни	termos	термін	ter	N;INAN;NOM;MASC;PL	N
терміни	funcionamento	термін	funcionamento	N;INAN;NOM;MASC;PL	N
запаси	subministración	запас	subministración	N;INAN;NOM;MASC;PL	N
дівчина	moza	дівчина	mozo	N;ANIM;NOM;FEM;SG	N
дівчина	moza	дівчина	mozo	N;ANIM;NOM;FEM;SG	N
дівчина	rapaza	дівчина	rapaza	N;ANIM;NOM;FEM;SG	N
дівчина	nena	дівчина	nena	N;ANIM;NOM;FEM;SG	N
рейтинг	cualificación	рейтинг	cualificación	N;INAN;NOM;MASC;SG	N
кафедра	catedral	кафедра	catedral	N;INAN;NOM;FEM;SG	N
туди	alí	туди	alí	ADV	ADV
туди	aí	туди	aí	ADV	ADV
сфери	esfera	сфера	esfera	N;INAN;NOM;FEM;PL	N
лідер	líder	лідер	líder	N;ANIM;NOM;MASC;SG	N
берег	costa	берег	costa	N;INAN;NOM;MASC;SG	N
берег	costa	берег	costa	N;INAN;NOM;MASC;SG	N
берег	marfil	берег	marfil	N;INAN;NOM;MASC;SG	N
берег	na	берег	na	N;INAN;NOM;MASC;SG	N
робітників	traballadores	робітник	traballador	N;ANIM;ACC;MASC;PL	N
робітників	obreiros	робітник	obreiro	N;ANIM;ACC;MASC;PL	N
знайдено	atopei	знайти	atopar	V;PFV;IND;0;FIN	V
знайдено	atopamos	знайти	atopar	V;PFV;IND;0;FIN	V
знайдено	atoparon	знайти	atopar	V;PFV;IND;0;FIN	V
знайдено	atopou	знайти	atopar	V;PFV;IND;0;FIN	V
наказ	orde	наказ	orde	N;INAN;NOM;MASC;SG	N
наказ	xiro	наказ	xiro	N;INAN;NOM;MASC;SG	N
наказ	postal	наказ	postal	N;INAN;NOM;MASC;SG	N
зона	zona	зона	zona	N;INAN;NOM;FEM;SG	N
палива	combustible	палива	combustible	N;INAN;NOM;NEUT;SG	N
швидше	axiña	швидше	axiña	ADV;CMPR	ADV
швидше	máis	швидше	máis	ADV;CMPR	ADV
швидше	axiña	швидше	axiña	ADV;CMPR	ADV
травень	maio	травень	maio	N;INAN;NOM;MASC;SG	N
повна	completo	повний	completo	ADJ;NOM;FEM;SG	ADJ
самостійно	si	самостійно	si	ADV	ADV
полон	prisioneiro	полон	prisioneiro	N;INAN;NOM;MASC;SG	N
курси	cursos	курс	curso	N;INAN;NOM;MASC;PL	N
моя	meu	мій	meu	DET;NOM;FEM;SG;1	DET
моя	miña	мій	meu	DET;NOM;FEM;SG;1	DET
моя	o	мій	o	DET;NOM;FEM;SG;1	DET
моя	a	мій	o	DET;NOM;FEM;SG;1	DET
моя	meus	мій	meu	DET;NOM;FEM;SG;1	DET
цілей	obxectivos	ціль	obxectivo	N;INAN;GEN;FEM;PL	N
цілей	brancos	ціль	branco	N;INAN;GEN;FEM;PL	N
рішень	decisións	рішення	decisión	N;INAN;GEN;NEUT;PL	N
американської	estadounidense	американський	estadounidense	ADJ;GEN;FEM;SG	ADJ
американської	americana	американський	americano	ADJ;GEN;FEM;SG	ADJ
американської	americano	американський	americano	ADJ;GEN;FEM;SG	ADJ
вимірювання	medida	вимірювання	medida	N;INAN;NOM;NEUT;SG	N
насіння	sementes	насіння	semente	N;INAN;NOM;NEUT;SG	N
насіння	semente	насіння	semente	N;INAN;NOM;NEUT;SG	N
насіння	sementes	насіння	semente	N;INAN;NOM;NEUT;SG	N
замовлення	ordes	замовлення	orde	N;INAN;NOM;NEUT;SG	N
замовлення	orde	замовлення	orde	N;INAN;NOM;NEUT;SG	N
замовлення	encargos	замовлення	encargo	N;INAN;NOM;NEUT;SG	N
думаю	penso	думати	penso	V;IPFV;IND;SG;1;PRS;FIN	V
думаю	pensar	думати	pensar	V;IPFV;IND;SG;1;PRS;FIN	V
думаю	creo	думати	creo	V;IPFV;IND;SG;1;PRS;FIN	V
якби	se	якби	se	CONJ	CONJ
якби	se	якби	se	CONJ	CONJ
танків	tanques	танок	tanque	N;INAN;GEN;MASC;PL	N
вересень	setembro	вересень	setembro	N;INAN;NOM;MASC;SG	N
повертається	volve	повертатися	volver	V;IPFV;IND;SG;3;PRS;FIN	V
проведено	perdín	провести	perder	V;PFV;IND;0;FIN	V
проведено	tiña	провести	ter	V;PFV;IND;0;FIN	V
проведено	atopo	провести	atopo	V;PFV;IND;0;FIN	V
десять	10	десять	10	NUM;NOM	NUM
похід	campaña	похід	campaña	N;INAN;NOM;MASC;SG	N
економічний	económico	економічний	económico	ADJ;NOM;MASC;SG	ADJ
економічний	económicas	економічний	económico	ADJ;NOM;MASC;SG	ADJ
економічний	económica	економічний	económico	ADJ;NOM;MASC;SG	ADJ
далеко	moito	далеко	moito	ADV	ADV
далеко	lonxe	далеко	lonxe	ADV	ADV
комісія	comisión	комісія	comisión	N;INAN;NOM;FEM;SG	N
конкурс	canción	конкурс	canción	N;INAN;NOM;MASC;SG	N
конкурс	cantiga	конкурс	cantiga	N;INAN;NOM;MASC;SG	N
вірність	lealdade	вірність	lealdade	N;INAN;NOM;FEM;SG	N
показує	demostra	показувати	demostrar	V;IPFV;IND;SG;3;PRS;FIN	V
працівник	traballador	працівник	traballador	N;ANIM;NOM;MASC;SG	N
працівник	obreiro	працівник	obreiro	N;ANIM;NOM;MASC;SG	N
працівник	obreiros	працівник	obreiro	N;ANIM;NOM;MASC;SG	N
працівник	parado	працівник	parado	N;ANIM;NOM;MASC;SG	N
установ	institucións	установа	institución	N;INAN;GEN;FEM;PL	N
знаки	pratos	знак	prato	N;INAN;NOM;MASC;PL	N
знаки	sinais	знак	sinal	N;INAN;NOM;MASC;PL	N
стосунки	relación	стосунок	relación	N;INAN;NOM;MASC;PL	N
інтерес	interese	інтерес	interese	N;INAN;NOM;MASC;SG	N
тиск	presión	тиск	presión	N;INAN;NOM;MASC;SG	N
потреби	necesidades	потреба	necesidade	N;INAN;NOM;FEM;PL	N
релігії	relixión	релігія	relixión	N;INAN;NOM;FEM;PL	N
партій	festas	партати	festa	N;INAN;GEN;FEM;PL	N
партій	partidos	партати	partido	N;INAN;GEN;FEM;PL	N
вчені	científicos	вченя	científico	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ
здобула	gañei	здобути	gañer	V;PFV;FEM;IND;SG;PST;FIN	V
оригінальна	orixinal	оригінальний	orixinal	ADJ;NOM;FEM;SG	ADJ
оригінальна	orixinais	оригінальний	orixinal	ADJ;NOM;FEM;SG	ADJ
мозку	cerebrais	мозок	cerebral	N;INAN;GEN;MASC;SG	N
мозку	cerebro	мозок	cerebro	N;INAN;GEN;MASC;SG	N
інструмент	ferramenta	інструмент	ferramenta	N;INAN;NOM;MASC;SG	N
інструмент	ferramentas	інструмент	ferramenta	N;INAN;NOM;MASC;SG	N
ліва	esquerda	лівий	esquerda	N;INAN;NOM;FEM;SG	N
випадок	caso	випадок	caso	N;INAN;NOM;MASC;SG	N
співпраці	cooperación	співпраця	cooperación	N;INAN;NOM;FEM;SG	N
додаткові	adicional	додатковий	adicional	ADJ;NOM;PL	ADJ
потреб	necesidades	потреб	necesidade	N;INAN;GEN;FEM;PL	N
ставлення	actitude	ставлення	actitude	N;INAN;NOM;NEUT;SG	N
ставлення	atrancos	ставлення	atranco	N;INAN;NOM;NEUT;SG	N
народи	xente	народ	xente	N;INAN;NOM;MASC;PL	N
народи	fronte	народ	fronte	N;INAN;NOM;MASC;PL	N
апарат	vehículo	апарат	vehículo	N;INAN;NOM;MASC;SG	N
набір	conxunto	набір	conxunto	N;INAN;NOM;MASC;SG	N
відпочинку	tempo	відпочинок	tempo	N;INAN;GEN;MASC;SG	N
відпочинку	ocio	відпочинок	ocio	N;INAN;GEN;MASC;SG	N
виборців	votantes	виборець	votante	N;ANIM;ACC;MASC;PL	N
посібник	guía	посібник	guía	N;INAN;NOM;MASC;SG	N
сила	fortaleza	сила	fortalezar	N;INAN;NOM;FEM;SG	N
сила	forzas	сила	forza	N;INAN;NOM;FEM;SG	N
сила	forza	сила	forza	N;INAN;NOM;FEM;SG	N
сила	forza	сила	forza	N;INAN;NOM;FEM;SG	N
сила	policía	сила	policía	N;INAN;NOM;FEM;SG	N
сила	exército	сила	exército	N;INAN;NOM;FEM;SG	N
сімей	familias	сім’я	familia	N;INAN;GEN;FEM;PL	N
вимагає	ten	вимагати	ter	V;IPFV;IND;SG;3;PRS;FIN	V
вимагає	necesita	вимагати	necesitar	V;IPFV;IND;SG;3;PRS;FIN	V
вимагає	require	вимагати	requirir	V;IPFV;IND;SG;3;PRS;FIN	V
виставки	exposición	виставка	exposición	N;INAN;NOM;FEM;PL	N
лісах	bosques	ліс	bosque	N;INAN;ESS;MASC;PL	N
німці	alemáns	німець	alemán	N;ANIM;NOM;MASC;PL	N
британські	británico	британський	británico	ADJ;NOM;PL	ADJ
британські	británica	британський	británico	ADJ;NOM;PL	ADJ
британські	británicos	британський	británico	ADJ;NOM;PL	ADJ
британські	británicas	британський	británico	ADJ;NOM;PL	ADJ
британські	inglesa	британський	inglesa	ADJ;NOM;PL	ADJ
рук	mans	рука	man	N;INAN;GEN;FEM;PL	N
рук	man	рука	man	N;INAN;GEN;FEM;PL	N
провести	gastar	провести	gastar	V;PFV;NFIN	V
провести	pasar	провести	pasar	V;PFV;NFIN	V
помилки	erros	помилка	erro	N;INAN;NOM;FEM;PL	N
помилки	culpa	помилка	culpa	N;INAN;NOM;FEM;PL	N
стають	ser	ставати	ser	V;IPFV;IND;PL;3;PRS;FIN	V
телефон	teléfono	телефон	teléfono	N;INAN;NOM;MASC;SG	N
телефон	teléfono	телефон	teléfono	N;INAN;NOM;MASC;SG	N
чітко	claramente	чітко	claramente	ADV	ADV
навантаження	tráfico	навантаження	tráfico	N;INAN;NOM;NEUT;SG	N
сестра	irmá	сестра	irmán	N;ANIM;NOM;FEM;SG	N
жовтень	outubro	жовтень	outubro	N;INAN;NOM;MASC;SG	N
місії	misións	місія	misión	N;INAN;NOM;FEM;PL	N
вершини	picos	вершина	pico	N;INAN;NOM;FEM;PL	N
вершини	xemelgos	вершина	xemelgo	N;INAN;NOM;FEM;PL	N
випромінювання	radiación	випромінювання	radiación	N;INAN;NOM;NEUT;SG	N
ракети	mísiles	ракета	mísil	N;INAN;NOM;FEM;PL	N
ракети	foguete	ракета	foguete	N;INAN;NOM;FEM;PL	N
червень	xuño	червень	xuño	N;INAN;NOM;MASC;SG	N
випробування	ensaios	випробування	ensalo	N;INAN;NOM;NEUT;SG	N
випробування	xuízos	випробування	xuízo	N;INAN;NOM;NEUT;SG	N
випробування	probas	випробування	proba	N;INAN;NOM;NEUT;SG	N
третя	terceira	третій	terceiro	ADJ;NOM;FEM;SG	ADJ
третя	terceiro	третій	terceiro	ADJ;NOM;FEM;SG	ADJ
вісім	8	вісім	8	NUM;NOM	NUM
принципи	principios	принцип	principio	N;INAN;NOM;MASC;PL	N
принципи	conceptos	принцип	concepto	N;INAN;NOM;MASC;PL	N
фотографії	fotos	фотографія	foto	N;INAN;NOM;FEM;PL	N
фотографії	fotografías	фотографія	fotografía	N;INAN;NOM;FEM;PL	N
фотографії	foto	фотографія	foto	N;INAN;NOM;FEM;PL	N
фотографії	fotografía	фотографія	fotografía	N;INAN;NOM;FEM;PL	N
фотографії	foto	фотографія	foto	N;INAN;NOM;FEM;PL	N
нагадує	lémbrame	нагадувати	lémbrame	V;IPFV;IND;SG;3;PRS;FIN	V
нагадує	lembra	нагадувати	lembra	V;IPFV;IND;SG;3;PRS;FIN	V
глава	capítulo	глава	capítulo	N;ANIM;NOM;MASC;SG	N
ліс	bosque	ліс	bosque	N;INAN;NOM;MASC;SG	N
вчених	científicos	вчений	científico	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	ADJ
приклади	exemplos	приклад	exemplo	N;INAN;NOM;MASC;PL	N
зал	corredor	зал	corredor	N;INAN;NOM;MASC;SG	N
зал	concello	зал	concello	N;INAN;NOM;MASC;SG	N
зал	sede	зал	sede	N;INAN;NOM;MASC;SG	N
пройшли	viaxou	пройти	viaxar	V;PFV;IND;PL;PST;FIN	V
одяг	roupa	одяг	roupa	N;INAN;NOM;MASC;SG	N
одяг	roupa	одяг	roupa	N;INAN;NOM;MASC;SG	N
одяг	roupas	одяг	roupa	N;INAN;NOM;MASC;SG	N
зверху	enriba	зверху	enriba	ADV	ADV
співробітник	colega	співробітник	colego	N;ANIM;NOM;MASC;SG	N
музикант	músico	музикант	músico	N;ANIM;NOM;MASC;SG	N
харчування	comida	харчування	comida	N;INAN;NOM;NEUT;SG	N
харчування	alimentos	харчування	alimento	N;INAN;NOM;NEUT;SG	N
персонажі	idiogramas	персонаж	idiograma	N;ANIM;NOM;MASC;PL	N
персонажі	personaxes	персонаж	personaxe	N;ANIM;NOM;MASC;PL	N
якийсь	algúns	якийсь	algún	DET;NOM;MASC;SG	DET
якийсь	algunhas	якийсь	algún	DET;NOM;MASC;SG	DET
якийсь	un	якийсь	un	DET;NOM;MASC;SG	DET
присутні	actual	присутній	actual	ADJ;NOM;PL	ADJ
присутні	presente	присутній	presente	ADJ;NOM;PL	ADJ
присутні	presentes	присутній	presente	ADJ;NOM;PL	ADJ
написано	escrita	написати	escribir	V;PFV;IND;0;FIN	V
додати	engadir	додати	engadir	V;PFV;NFIN	V
сфера	esfera	сфера	esfera	N;INAN;NOM;FEM;SG	N
знаю	sabes	знати	saber	V;IPFV;IND;SG;1;PRS;FIN	V
знаю	sabe	знати	saber	V;IPFV;IND;SG;1;PRS;FIN	V
знаю	sei	знати	saber	V;IPFV;IND;SG;1;PRS;FIN	V
знаю	sabemos	знати	saber	V;IPFV;IND;SG;1;PRS;FIN	V
кров	sangue	кров	sangue	N;INAN;NOM;FEM;SG	N
герцог	duque	герцог	duque	N;ANIM;NOM;MASC;SG	N
січень	xaneiro	січеня	xaneiro	N;INAN;NOM;NEUT;SG	N
хоче	quere	хотіти	querer	V;IPFV;IND;SG;3;PRS;FIN	V
американські	estadounidense	американський	estadounidense	ADJ;NOM;PL	ADJ
американські	americana	американський	americano	ADJ;NOM;PL	ADJ
американські	americano	американський	americano	ADJ;NOM;PL	ADJ
послуги	servizos	послуга	servizo	N;INAN;NOM;FEM;PL	N
інструментів	instrumentos	інструмент	instrumento	N;INAN;GEN;MASC;PL	N
клітини	célula	клітина	célula	N;INAN;NOM;FEM;PL	N
клітини	cela	клітина	celar	N;INAN;NOM;FEM;PL	N
кандидатів	candidatos	кандидат	candidato	N;ANIM;ACC;MASC;PL	N
середовище	entorno	середовище	entornar	N;INAN;NOM;NEUT;SG	N
середовище	ambiente	середовище	ambiente	N;INAN;NOM;NEUT;SG	N
середовище	medio	середовище	medio	N;INAN;NOM;NEUT;SG	N
технологія	tecnoloxía	технологія	tecnoloxía	N;INAN;NOM;FEM;SG	N
планування	planificación	планування	planificación	N;INAN;NOM;NEUT;SG	N
папа	papa	пап	papa	N;ANIM;NOM;MASC;SG	N
визначити	determinar	визначити	determinar	V;PFV;NFIN	V
визначити	determinan	визначити	determinar	V;PFV;NFIN	V
визначити	han	визначити	haber	V;PFV;NFIN	V
визначити	definir	визначити	definir	V;PFV;NFIN	V
опору	resistencia	опорий	resistencia	N;INAN;NOM;MASC;SG	N
польська	polaca	польський	polacar	ADJ;NOM;FEM;SG	ADJ
зростає	crece	зростати	crecer	V;IPFV;IND;SG;3;PRS;FIN	V
шлюб	casamento	шлюб	casamento	N;INAN;NOM;MASC;SG	N
шлюб	matrimonio	шлюб	matrimonio	N;INAN;NOM;MASC;SG	N
грудень	decembro	грудень	decembro	N;INAN;NOM;MASC;SG	N
моделей	modelos	модель	modelo	N;INAN;GEN;FEM;PL	N
частка	partículas	частка	partícula	N;INAN;NOM;FEM;SG	N
частка	partícula	частка	partícula	N;INAN;NOM;FEM;SG	N
частка	fracción	частка	fracción	N;INAN;NOM;FEM;SG	N
напис	etiqueta	напис	etiqueta	N;INAN;NOM;MASC;SG	N
автоматично	automaticamente	автоматично	automaticamente	ADV	ADV
колекції	colección	колекція	colección	N;INAN;NOM;FEM;PL	N
березень	marzo	березень	marzo	N;INAN;NOM;MASC;SG	N
березень	marcha	березень	marcha	N;INAN;NOM;MASC;SG	N
обличчя	rostros	обличчя	rostro	N;INAN;NOM;NEUT;SG	N
обличчя	caras	обличчя	cara	N;INAN;NOM;NEUT;SG	N
обличчя	cara	обличчя	cara	N;INAN;NOM;NEUT;SG	N
обличчя	rostro	обличчя	rostro	N;INAN;NOM;NEUT;SG	N
річний	anual	річний	anual	ADJ;NOM;MASC;SG	ADJ
сторіччя	séculos	сторіччя	século	N;INAN;NOM;NEUT;SG	N
зразок	mostra	зразок	mostra	N;INAN;NOM;MASC;SG	N
концерт	concerto	концерт	concerto	N;INAN;NOM;MASC;SG	N
концерт	balde	концерт	balde	N;INAN;NOM;MASC;SG	N
концерт	espectáculo	концерт	espectáculo	N;INAN;NOM;MASC;SG	N
вирішили	decidiron	вирішити	decidir	V;PFV;IND;PL;PST;FIN	V
вирішили	decidimos	вирішити	decidir	V;PFV;IND;PL;PST;FIN	V
вирішили	decidiu	вирішити	decidir	V;PFV;IND;PL;PST;FIN	V
вирішили	decidín	вирішити	decidir	V;PFV;IND;PL;PST;FIN	V
зазнав	sufriron	зазнати	sufrir	V;PFV;MASC;IND;SG;PST;FIN	V
зазнав	sofre	зазнати	sofrer	V;PFV;MASC;IND;SG;PST;FIN	V
зазнав	sufrín	зазнати	sufrín	V;PFV;MASC;IND;SG;PST;FIN	V
золото	ouro	золото	ouro	N;INAN;NOM;NEUT;SG	N
шляхи	formas	шлях	forma	N;INAN;NOM;MASC;PL	N
