per	pour	per	pour	ADP	ADP
parlamento	parlement	parlamento	parlement	N;MASC;SG	N;MASC;SG
caduta	tomber	cadere	tomber	V;FEM;SG;PST;V.PTCP	V;NFIN
caduta	tombé	cadere	tomber	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
caduta	tombée	cadere	tomber	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
caduta	tomba	cadere	tomber	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
caduta	tombée	cadere	tomber	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
caduta	déchu	cadere	déchoir	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
caduta	tombé	cadere	tomber	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
caduta	tomber	cadere	tomber	V;FEM;SG;PST;V.PTCP	V;NFIN
visione	vision	visione	vision	N;FEM;SG	N;FEM;SG
sviluppato	développée	sviluppare	développer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
sviluppato	développé	sviluppare	développer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
rivolta	révolte	rivolta	révolte	N;FEM;SG	N;FEM;SG
rivolta	insurrection	rivolta	insurrection	N;FEM;SG	N;FEM;SG
rivolta	soulèvement	rivolta	soulèvement	N;FEM;SG	N;MASC;SG
rivolta	révolte	rivolta	révolte	N;FEM;SG	N;FEM;SG
rivolta	émeute	rivolta	émeute	N;FEM;SG	N;FEM;SG
talvolta	quelquefois	talvolta	quelquefois	ADV	ADV
talvolta	parfois	talvolta	parfois	ADV	ADV
capitolo	chapitre	capitolo	chapitre	N;MASC;SG	N;MASC;SG
sovrano	souverain	sovrano	souverain	N;MASC;SG	N;MASC;SG
dvd	dvd	dvd	DVD	N;MASC	N;MASC;SG
dvd	dvd	dvd	DVD	N;MASC	N;MASC;SG
cercare	chercher	cercare	chercher	V;NFIN	V;NFIN
cercare	rechercher	cercare	rechercher	V;NFIN	V;NFIN
cercare	recherchez	cercare	rechercher	V;NFIN	V;IMP;PL;2;PRS;FIN
prodotta	produite	produrre	produire	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
consenso	consensus	consenso	consensus	N;MASC;SG	N;MASC;SG
consenso	consentement	consenso	consentement	N;MASC;SG	N;MASC;SG
notizie	nouveautés	notizia	nouveauté	N;FEM;PL	N;FEM;PL
notizie	actualités	notizia	actualité	N;FEM;PL	N;FEM;PL
concorso	compétition	concorso	compétition	N;MASC;SG	N;FEM;SG
concorso	concurrence	concorso	concurrence	N;MASC;SG	N;FEM;SG
concorso	concours	concorso	concours	N;MASC;SG	N;MASC;SG
concorso	concours	concorso	concours	N;MASC;SG	N;MASC;SG
greca	grecque	greca	grec	ADJ;FEM;SG	ADJ;FEM;SG
greca	grec	greca	grec	ADJ;FEM;SG	ADJ;MASC;SG
partenza	départ	partenza	départ	N;FEM;SG	N;MASC;SG
partenza	depart	partenza	depart	N;FEM;SG	N;MASC;SG
sam	sam	sam	sam	N;SG	N;MASC;SG
figure	chiffres	figura	chiffre	N;FEM;PL	N;MASC;PL
rischio	risque	rischio	risque	N;MASC;SG	N;MASC;SG
monti	montagnes	monte	montagne	N;MASC;PL	N;FEM;PL
monti	monts	monte	mont	N;MASC;PL	N;MASC;PL
nazione	pays	nazione	pays	N;FEM;SG	N;MASC;SG
nazione	nation	nazione	nation	N;FEM;SG	N;FEM;SG
primavera	printemps	primavera	printemps	N;FEM;SG	N;MASC;SG
primavera	ressort	primavera	ressort	N;FEM;SG	N;MASC;SG
agente	officier	agente	officier	N;SG	N;MASC;SG
agente	mandataire	agente	mandataire	N;SG	N;MASC;SG
agente	agent	agente	agent	N;SG	N;MASC;SG
nazionalità	nationalité	nazionalità	nationalité	N;FEM	N;FEM;SG
nazionalità	nationalités	nazionalità	nationalité	N;FEM	N;FEM;PL
nazionalità	nationalités	nazionalità	nationalité	N;FEM	N;FEM;PL
college	collège	college	collège	N;MASC	N;MASC;SG
college	université	college	université	N;MASC	N;FEM;SG
umano	humaine	umano	humain	ADJ;MASC;SG	ADJ;FEM;SG
umano	humain	umano	humain	ADJ;MASC;SG	ADJ;MASC;SG
sardegna	sardaigne	sardegna	sardaigner	N;FEM;SG	N;FEM;SG
indipendenza	indépendance	indipendenza	indépendance	N;FEM;SG	N;FEM;SG
materiali	matériaux	materiale	matériau	N;MASC;PL	N;MASC;PL
materiali	matières	materiale	matière	N;MASC;PL	N;FEM;PL
materiali	matériaux	materiale	matériau	N;MASC;PL	N;MASC;PL
materiali	materiaux	materiale	materiau	N;MASC;PL	N;MASC;PL
eccentricità	excentricité	eccentricità	excentricité	N;FEM	N;FEM;SG
banda	groupe	banda	groupe	N;FEM;SG	N;MASC;SG
banda	orchestre	banda	orchestre	N;FEM;SG	N;MASC;SG
banda	bande	banda	bande	N;FEM;SG	N;FEM;SG
commercio	commerce	commercio	commerce	N;MASC;SG	N;MASC;SG
commercio	commerce	commercio	commerce	N;MASC;SG	N;MASC;SG
commercio	échange	commercio	échange	N;MASC;SG	N;MASC;SG
png	npc	png	npc	N	N;MASC;SG
png	png	png	png	N	N;MASC;SG
nove	neuf	nove	neuf	NUM	NUM
ali	wings	ala	wing	N;FEM;PL	N;MASC;PL
ali	ailes	ala	aile	N;FEM;PL	N;FEM;PL
completa	complète	completo	complet	ADJ;FEM;SG	ADJ;FEM;SG
completa	complet	completo	complet	ADJ;FEM;SG	ADJ;MASC;SG
riserva	réserve	riserva	réserve	N;FEM;SG	N;FEM;SG
ferrovia	rail	ferrovia	rail	N;FEM;SG	N;MASC;SG
televisione	téléviseur	televisione	téléviseur	N;FEM;SG	N;MASC;SG
televisione	télévision	televisione	télévision	N;FEM;SG	N;FEM;SG
televisione	télé	televisione	télé	N;FEM;SG	N;FEM;SG
sceneggiatura	scénario	sceneggiatura	scénario	N;FEM;SG	N;MASC;SG
sceneggiatura	scénario	sceneggiatura	scénario	N;FEM;SG	N;MASC;SG
sceneggiatura	script	sceneggiatura	script	N;FEM;SG	N;MASC;SG
fiori	fleurs	fiore	fleur	N;MASC;PL	N;FEM;PL
fiori	fleurs	fiore	fleur	N;MASC;PL	N;FEM;PL
vergine	puceau	vergine	puceau	N;FEM;SG	N;MASC;SG
spettacolo	spectacle	spettacolo	spectacle	N;MASC;SG	N;MASC;SG
byte	byte	byte	byte	N;MASC	N;MASC;SG
byte	octet	byte	octet	N;MASC	N;MASC;SG
byte	octets	byte	octet	N;MASC	N;MASC;PL
byte	bytes	byte	byte	N;MASC	N;MASC;PL
byte	octets	byte	octet	N;MASC	N;MASC;PL
posizioni	positions	posizione	position	N;FEM;PL	N;FEM;PL
polonia	pologne	polonia	pologne	N;FEM;SG	N;FEM;SG
toscana	toscane	toscano	toscane	ADJ;FEM;SG	ADJ;FEM;SG
fanteria	infanterie	fanteria	infanterie	N;FEM;SG	N;FEM;SG
piero	pierre	piero	pierre	N;MASC;SG	N;FEM;SG
admin	admin	admin	admin	N	N;MASC;SG
admin	administrateur	admin	administrateur	N	N;MASC;SG
ricorda	mémoriser	ricordare	mémoriser	V;IND;SG;2;PRS;FIN	V;NFIN
costruire	bâtir	costruire	bâtir	V;NFIN	V;NFIN
costruire	construire	costruire	construire	V;NFIN	V;NFIN
costruire	construire	costruire	construire	V;NFIN	V;NFIN
canto	chant	canto	chant	N;MASC;SG	N;MASC;SG
canto	chant	canto	chant	N;MASC;SG	N;MASC;SG
canto	chanson	canto	chanson	N;MASC;SG	N;FEM;SG
mancanza	manque	mancanza	manque	N;FEM;SG	N;MASC;SG
modifica	édition	modifica	édition	N;FEM;SG	N;FEM;SG
marino	marin	marino	marin	N;MASC;SG	N;MASC;SG
marino	marine	marino	marine	N;MASC;SG	N;FEM;SG
coro	refrain	coro	refrain	N;MASC;SG	N;MASC;SG
coro	choeur	coro	choeur	N;MASC;SG	N;MASC;SG
coro	chœur	coro	chœur	N;MASC;SG	N;MASC;SG
coro	chœur	coro	chœur	N;MASC;SG	N;MASC;SG
coro	chorale	coro	chorale	N;MASC;SG	N;FEM;SG
coro	choeur	coro	choeur	N;MASC;SG	N;MASC;SG
frase	phrase	frase	phrase	N;FEM;SG	N;FEM;SG
frase	phrase	frase	phrase	N;FEM;SG	N;FEM;SG
frase	sentence	frase	sentence	N;FEM;SG	N;FEM;SG
frase	peine	frase	peine	N;FEM;SG	N;FEM;SG
industria	industrie	industria	industrie	N;FEM;SG	N;FEM;SG
uccidere	tuez	uccidere	tuer	V;NFIN	V;IMP;PL;2;PRS;FIN
uccidere	tuer	uccidere	tuer	V;NFIN	V;NFIN
uccidere	tue	uccidere	tuer	V;NFIN	V;IND;SG;3;PRS;FIN
uccidere	tuer	uccidere	tuer	V;NFIN	V;NFIN
leggera	légère	leggero	léger	ADJ;FEM;SG	ADJ;FEM;SG
leggera	léger	leggero	léger	ADJ;FEM;SG	ADJ;MASC;SG
leggera	léger	leggero	léger	ADJ;FEM;SG	ADJ;MASC;SG
leggera	légère	leggero	léger	ADJ;FEM;SG	ADJ;FEM;SG
lord	seigneur	lord	seigneur	N;MASC	N;MASC;SG
atp	atp	atp	atp	N;MASC;SG	N;MASC;SG
comunicazione	communication	comunicazione	communication	N;FEM;SG	N;FEM;SG
hockey	hockey	hockey	hockey	N;MASC	N;MASC;SG
rugby	rugby	rugby	rugby	N;MASC	N;MASC;SG
scrittrice	rédacteur	scrittore	rédacteur	N;FEM;SG	N;MASC;SG
scrittrice	auteur	scrittore	auteur	N;FEM;SG	N;MASC;SG
scrittrice	écrivain	scrittore	écrivain	N;FEM;SG	N;MASC;SG
scrittrice	scénariste	scrittore	scénariste	N;FEM;SG	N;MASC;SG
norvegese	norvégien	norvegese	norvégien	ADJ;SG	ADJ;MASC;SG
norvegese	norvégienne	norvegese	norvégien	ADJ;SG	ADJ;FEM;SG
johnson	johnson	johnson	johnson	N;MASC;SG	N;MASC;SG
racconto	récit	racconto	récit	N;MASC;SG	N;MASC;SG
racconto	conte	racconto	conte	N;MASC;SG	N;MASC;SG
umani	humains	umano	humain	ADJ;MASC;PL	ADJ;MASC;PL
umani	humains	umano	humain	ADJ;MASC;PL	ADJ;MASC;PL
vescovi	évêques	vescovo	évêque	N;MASC;PL	N;MASC;PL
vescovi	évêques	vescovo	évêque	N;MASC;PL	N;MASC;PL
potente	puissant	potente	puissant	ADJ;SG	ADJ;MASC;SG
potente	puissante	potente	puissant	ADJ;SG	ADJ;FEM;SG
esclusivamente	exclusivement	esclusivamente	exclusivement	ADV	ADV
elezione	élection	elezione	élection	N;FEM;SG	N;FEM;SG
elezione	election	elezione	election	N;FEM;SG	N;FEM;SG
tribù	tribu	tribù	tribu	N;FEM	N;FEM;SG
tribù	tribus	tribù	tribu	N;FEM	N;FEM;PL
personalità	personnalités	personalità	personnalité	N;FEM	N;FEM;PL
personalità	personnalité	personalità	personnalité	N;FEM	N;FEM;SG
finalista	finaliste	finalista	finaliste	N;SG	N;MASC;SG
indicare	indiquez	indicare	indiquer	V;NFIN	V;IMP;PL;2;PRS;FIN
indicare	indiquer	indicare	indiquer	V;NFIN	V;NFIN
interpretazione	interprétation	interpretazione	interprétation	N;FEM;SG	N;FEM;SG
interpretazione	interprétation	interpretazione	interprétation	N;FEM;SG	N;FEM;SG
interpretazione	interprète	interpretazione	interprète	N;FEM;SG	N;MASC;SG
christian	christianisme	christian	christianisme	N;FEM;SG	N;MASC;SG
definizione	définition	definizione	définition	N;FEM;SG	N;FEM;SG
definizione	définition	definizione	définition	N;FEM;SG	N;FEM;SG
partecipare	participez	partecipare	participer	V;NFIN	V;IMP;PL;2;PRS;FIN
partecipare	participer	partecipare	participer	V;NFIN	V;NFIN
convento	couvent	convento	couvent	N;MASC;SG	N;MASC;SG
interpretata	interprété	interpretare	interpréter	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
interpretata	interprétée	interpretare	interpréter	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
portale	portail	portale	portail	N;MASC;SG	N;MASC;SG
province	provinces	provincia	province	N;FEM;PL	N;FEM;PL
province	comtés	provincia	comté	N;FEM;PL	N;MASC;PL
legato	allié	legare	allié	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
centri	centres	centro	centre	N;MASC;PL	N;MASC;PL
centri	centres	centro	centre	N;MASC;PL	N;MASC;PL
protagonisti	protagonistes	protagonista	protagoniste	N;MASC;PL	N;MASC;PL
assegnato	attribué	assegnare	attribuer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
assegnato	assignée	assegnare	assigné	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
assegnato	affecté	assegnare	affecter	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
assegnato	assigné	assegnare	assigner	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
assegnato	alloué	assegnare	allouer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
assegnato	allouée	assegnare	alloué	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
assegnato	attribué	assegnare	attribuer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
elettrica	électrique	elettrico	électrique	ADJ;FEM;SG	ADJ;MASC;SG
elettrica	electrique	elettrico	electrique	ADJ;FEM;SG	ADJ;MASC;SG
elettrica	électrique	elettrico	électrique	ADJ;FEM;SG	ADJ;MASC;SG
elettrica	electrique	elettrico	electrique	ADJ;FEM;SG	ADJ;MASC;SG
errore	erreur	errore	erreur	N;MASC;SG	N;FEM;SG
errore	error	errore	error	N;MASC;SG	N;MASC;SG
errore	erreur	errore	erreur	N;MASC;SG	N;FEM;SG
recente	récent	recente	récent	ADJ;SG	ADJ;MASC;SG
recente	récente	recente	récent	ADJ;SG	ADJ;FEM;SG
semi	semences	seme	semence	N;MASC;PL	N;FEM;PL
semi	graines	seme	graine	N;MASC;PL	N;FEM;PL
originariamente	initialement	originariamente	initialement	ADV	ADV
universo	univers	universo	univers	N;MASC;SG	N;MASC;SG
domenica	dimanche	domenica	dimanche	N;FEM;SG	N;MASC;SG
pressione	pression	pressione	pression	N;FEM;SG	N;FEM;SG
limite	limite	limite	limite	N;MASC;SG	N;FEM;SG
presa	pris	prendere	prendre	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
presa	prise	prendere	prendre	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
medici	médecins	medico	médecin	N;MASC;PL	N;MASC;PL
medici	docteurs	medico	docteur	N;MASC;PL	N;MASC;PL
medici	médecins	medico	médecin	N;MASC;PL	N;MASC;PL
collega	confrère	collega	confrère	N;SG	N;MASC;SG
collega	collègue	collega	collègue	N;SG	N;FEM;SG
collega	collègue	collega	collègue	N;SG	N;FEM;SG
chilometri	kilomètres	chilometro	kilomètre	N;MASC;PL	N;MASC;PL
chilometri	milles	chilometro	mille	N;MASC;PL	N;MASC;PL
chilometri	kilomètres	chilometro	kilomètre	N;MASC;PL	N;MASC;PL
chilometri	miles	chilometro	mile	N;MASC;PL	N;MASC;PL
chilometri	kilomètres	chilometro	kilomètre	N;MASC;PL	N;MASC;PL
volontà	volonté	volontà	volonté	N;FEM	N;FEM;SG
sicuramente	assurément	sicuramente	assurément	ADV	ADV
sicuramente	certainement	sicuramente	certainement	ADV	ADV
sicuramente	assurément	sicuramente	assurément	ADV	ADV
sicuramente	certainement	sicuramente	certainement	ADV	ADV
sicuramente	définitivement	sicuramente	définitivement	ADV	ADV
sicuramente	sûrement	sicuramente	sûrement	ADV	ADV
sicuramente	surement	sicuramente	surement	ADV	ADV
assenza	absence	assenza	absence	N;FEM;SG	N;FEM;SG
porte	portes	porta	porte	N;FEM;PL	N;FEM;PL
indipendente	indépendant	indipendente	indépendant	ADJ;SG	ADJ;MASC;SG
indipendente	indépendante	indipendente	indépendant	ADJ;SG	ADJ;FEM;SG
caratteristica	fonctionnalité	caratteristica	fonctionnalité	N;FEM;SG	N;FEM;SG
abilità	aptitudes	abilità	aptitude	N;FEM	N;FEM;PL
abilità	compétences	abilità	compétence	N;FEM	N;FEM;PL
abilità	compétence	abilità	compétence	N;FEM	N;FEM;SG
abilità	habileté	abilità	habileté	N;FEM	N;FEM;SG
abilità	compétences	abilità	compétence	N;FEM	N;FEM;PL
abilità	aptitudes	abilità	aptitude	N;FEM	N;FEM;PL
abilità	capacité	abilità	capacité	N;FEM	N;FEM;SG
abilità	aptitude	abilità	aptitude	N;FEM	N;FEM;SG
governatore	gouverneure	governatore	gouverneur	N;MASC;SG	N;FEM;SG
governatore	gouverneur	governatore	gouverneur	N;MASC;SG	N;MASC;SG
blue	bleu	blue	bleu	N	N;MASC;SG
umana	humaine	umano	humain	ADJ;FEM;SG	ADJ;FEM;SG
umana	humain	umano	humain	ADJ;FEM;SG	ADJ;MASC;SG
monumento	monument	monumento	monument	N;MASC;SG	N;MASC;SG
classica	classique	classico	classique	ADJ;FEM;SG	ADJ;MASC;SG
classica	classique	classico	classique	ADJ;FEM;SG	ADJ;MASC;SG
creata	créée	creare	créer	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
creata	créé	creare	créer	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
creata	crée	creare	créer	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
patria	patrie	patria	patrie	N;FEM;SG	N;FEM;SG
patria	patrie	patria	patrie	N;FEM;SG	N;FEM;SG
patria	patrie	patria	patrie	N;FEM;SG	N;FEM;SG
dipinto	peinture	dipinto	peinture	N;MASC;SG	N;FEM;SG
carico	chargement	carico	chargement	N;MASC;SG	N;MASC;SG
carico	charge	carico	charge	N;MASC;SG	N;FEM;SG
carico	cargaison	carico	cargaison	N;MASC;SG	N;FEM;SG
carico	fret	carico	fret	N;MASC;SG	N;MASC;SG
carico	chargement	carico	chargement	N;MASC;SG	N;MASC;SG
fenomeno	phénomène	fenomeno	phénomène	N;MASC;SG	N;MASC;SG
roger	roger	rogere	roger	N	N;MASC;SG
interamente	entièrement	interamente	entièrement	ADV	ADV
alleanza	pacte	alleanza	pacte	N;FEM;SG	N;MASC;SG
alleanza	alliance	alleanza	alliance	N;FEM;SG	N;FEM;SG
forti	forts	forte	fort	ADJ;PL	ADJ;MASC;PL
copie	exemplaires	copia	exemplaire	N;FEM;PL	N;MASC;PL
copie	copies	copia	copie	N;FEM;PL	N;FEM;PL
condizione	état	condizione	état	N;FEM;SG	N;MASC;SG
condizione	condition	condizione	condition	N;FEM;SG	N;FEM;SG
regime	régime	regime	régime	N;MASC;SG	N;MASC;SG
prevalentemente	principalement	prevalentemente	principalement	ADV	ADV
prevalentemente	majoritairement	prevalentemente	majoritairement	ADV	ADV
lancio	lancement	lancio	lancement	N;MASC;SG	N;MASC;SG
lancio	lancement	lancio	lancement	N;MASC;SG	N;MASC;SG
industriale	industrielle	industriale	industriel	ADJ;SG	ADJ;FEM;SG
industriale	industriel	industriale	industriel	ADJ;SG	ADJ;MASC;SG
aspetti	aspects	aspetto	aspect	N;MASC;PL	N;MASC;PL
citato	citée	citare	citer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
citato	cité	citare	citer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
citato	citée	citare	citer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
pista	piste	pista	piste	N;FEM;SG	N;FEM;SG
pista	morceau	pista	morceau	N;FEM;SG	N;MASC;SG
rivela	dévoiler	rivelare	dévoiler	V;IND;SG;3;PRS;FIN	V;NFIN
rivela	révéler	rivelare	révéler	V;IND;SG;3;PRS;FIN	V;NFIN
rivela	révèle	rivelare	révéler	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cinematografiche	cinématographiques	cinematografico	cinématographique	ADJ;FEM;PL	ADJ;MASC;PL
tenere	maintenir	tenere	maintenir	V;NFIN	V;NFIN
tenere	garder	tenere	garder	V;NFIN	V;NFIN
tenere	conserver	tenere	conserver	V;NFIN	V;NFIN
centrocampista	milieu	centrocampista	milieu	N;SG	N;MASC;SG
linguaggio	langue	linguaggio	langue	N;MASC;SG	N;FEM;SG
linguaggio	langage	linguaggio	langage	N;MASC;SG	N;MASC;SG
facilmente	facilement	facilmente	facilement	ADV	ADV
facilmente	aisément	facilmente	aisément	ADV	ADV
espressione	expression	espressione	expression	N;FEM;SG	N;FEM;SG
iso	iso	iso	iso	N	N;MASC;SG
solista	soliste	solista	soliste	N;SG	N;MASC;SG
appartiene	appartient	appartenere	appartenir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
manifestazione	manifestation	manifestazione	manifestation	N;FEM;SG	N;FEM;SG
pieno	complète	pieno	complet	ADJ;MASC;SG	ADJ;FEM;SG
pieno	pleine	pieno	plein	ADJ;MASC;SG	ADJ;FEM;SG
pieno	plein	pieno	plein	ADJ;MASC;SG	ADJ;MASC;SG
pieno	complet	pieno	complet	ADJ;MASC;SG	ADJ;MASC;SG
giustizia	justice	giustizia	justice	N;FEM;SG	N;FEM;SG
venti	vingt	venti	vingt	NUM	NUM
collezione	ramassage	collezione	ramassage	N;FEM;SG	N;MASC;SG
collezione	recouvrement	collezione	recouvrement	N;FEM;SG	N;MASC;SG
collezione	recueil	collezione	recueil	N;FEM;SG	N;MASC;SG
collezione	collection	collezione	collection	N;FEM;SG	N;FEM;SG
collezione	collecte	collezione	collecte	N;FEM;SG	N;FEM;SG
ritiro	ramassage	ritiro	ramassage	N;MASC;SG	N;MASC;SG
ritiro	pickup	ritiro	pickup	N;MASC;SG	N;MASC;SG
ritiro	cueillette	ritiro	cueillette	N;MASC;SG	N;FEM;SG
ritiro	retraite	ritiro	retraite	N;MASC;SG	N;FEM;SG
ritiro	sevrage	ritiro	sevrage	N;MASC;SG	N;MASC;SG
ritiro	retrait	ritiro	retrait	N;MASC;SG	N;MASC;SG
ritiro	rétractation	ritiro	rétractation	N;MASC;SG	N;FEM;SG
ritiro	désistement	ritiro	désistement	N;MASC;SG	N;MASC;SG
firma	signature	firma	signature	N;FEM;SG	N;FEM;SG
firma	signe	firma	signe	N;FEM;SG	N;MASC;SG
firma	panneau	firma	panneau	N;FEM;SG	N;MASC;SG
firma	signature	firma	signature	N;FEM;SG	N;FEM;SG
adesso	désormais	adesso	désormais	ADV	ADV
adesso	maintenant	adesso	maintenant	ADV	ADV
siti	sites	sito	site	N;MASC;PL	N;MASC;PL
poesia	poème	poesia	poème	N;FEM;SG	N;MASC;SG
poesia	poésie	poesia	poésie	N;FEM;SG	N;FEM;SG
occhio	oeil	occhio	oeil	N;MASC;SG	N;MASC;SG
occhio	œil	occhio	œil	N;MASC;SG	N;MASC;SG
cavaliere	chevalier	cavaliere	chevalier	N;MASC;SG	N;MASC;SG
cavaliere	cavalier	cavaliere	cavalier	N;MASC;SG	N;MASC;SG
inizi	débuts	inizio	début	N;MASC;PL	N;MASC;PL
segreto	secret	segreto	secret	ADJ;MASC;SG	ADJ;MASC;SG
segreto	secrète	segreto	secret	ADJ;MASC;SG	ADJ;FEM;SG
racconta	raconte	raccontare	raconter	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
santuario	sanctuaire	santuario	sanctuaire	N;MASC;SG	N;MASC;SG
santuario	sanctuaire	santuario	sanctuaire	N;MASC;SG	N;MASC;SG
santuario	autel	santuario	autel	N;MASC;SG	N;MASC;SG
miss	miss	miss	miss	N;FEM	N;FEM;SG
miss	melle	miss	melle	N;FEM	N;FEM;SG
miss	mlle	miss	mlle	N;FEM	N;FEM;SG
racconti	contes	racconto	conte	N;MASC;PL	N;MASC;PL
racconti	récits	racconto	récit	N;MASC;PL	N;MASC;PL
gas	gaz	gas	gaz	N;MASC	N;MASC;SG
gas	gaz	gas	gaz	N;MASC	N;MASC;SG
lady	madame	lady	Monsieur	N;FEM	N;FEM;SG
lady	dame	lady	dame	N;FEM	N;FEM;SG
relativa	relatif	relativo	relatif	ADJ;FEM;SG	ADJ;MASC;SG
relativa	relative	relativo	relatif	ADJ;FEM;SG	ADJ;FEM;SG
latina	latine	latino	latin	ADJ;FEM;SG	ADJ;FEM;SG
latina	latino	latino	latino	ADJ;FEM;SG	ADJ;MASC;SG
latina	latine	latino	latin	ADJ;FEM;SG	ADJ;FEM;SG
manga	manga	manga	manga	N;MASC	N;MASC;SG
manga	mangas	manga	manga	N;MASC	N;MASC;PL
superiori	supérieurs	superiore	supérieur	ADJ;CMPR;PL	ADJ;MASC;PL
superiori	supérieurs	superiore	supérieur	ADJ;CMPR;PL	ADJ;MASC;PL
prestito	emprunt	prestito	emprunt	N;MASC;SG	N;MASC;SG
general	général	general	général	N;FEM;SG	N;MASC;SG
aerei	avions	aereo	avion	N;MASC;PL	N;MASC;PL
aerei	aéronefs	aereo	aéronef	N;MASC;PL	N;MASC;PL
aerei	avions	aereo	avion	N;MASC;PL	N;MASC;PL
aerei	avions	aereo	avion	N;MASC;PL	N;MASC;PL
signora	madame	signore	Monsieur	N;FEM;SG	N;FEM;SG
signora	madame	signore	Monsieur	N;FEM;SG	N;FEM;SG
signora	dame	signore	dame	N;FEM;SG	N;FEM;SG
signora	mme	signore	son	N;FEM;SG	N;FEM;SG
fondatore	fondateur	fondatore	fondateur	N;MASC;SG	N;MASC;SG
sindaco	bourgmestre	sindaco	bourgmestre	N;MASC;SG	N;MASC;SG
sindaco	maire	sindaco	maire	N;MASC;SG	N;MASC;SG
visita	visite	visita	visite	N;FEM;SG	N;FEM;SG
dinastia	dynastie	dinastia	dynastie	N;FEM;SG	N;FEM;SG
identità	identités	identità	identité	N;FEM	N;FEM;PL
identità	identité	identità	identité	N;FEM	N;FEM;SG
dimensione	dimension	dimensione	dimension	N;FEM;SG	N;FEM;SG
dimensione	taille	dimensione	taille	N;FEM;SG	N;FEM;SG
dimensione	pointure	dimensione	pointure	N;FEM;SG	N;FEM;SG
martino	martine	martino	martine	N;MASC;SG	N;FEM;SG
finalmente	enfin	finalmente	enfin	ADV	ADV
finalmente	finalement	finalmente	finalement	ADV	ADV
sacro	sainte	sacro	saint	ADJ;MASC;SG	ADJ;FEM;SG
emilia	emilie	emilia	emilier	N;FEM;SG	N;FEM;SG
mezzi	moyens	mezzo	moyen	N;MASC;PL	N;MASC;PL
salute	sante	salute	sante	N;FEM;SG	N;FEM;SG
salute	santé	salute	santé	N;FEM;SG	N;FEM;SG
fondamentale	fondamentale	fondamentale	fondamental	ADJ;SG	ADJ;FEM;SG
fondamentale	fondamental	fondamentale	fondamental	ADJ;SG	ADJ;MASC;SG
chiara	claire	chiaro	clair	ADJ;FEM;SG	ADJ;FEM;SG
chiara	limpide	chiaro	limpide	ADJ;FEM;SG	ADJ;MASC;SG
chiara	clair	chiaro	clair	ADJ;FEM;SG	ADJ;MASC;SG
cori	chœurs	coro	chœur	N;MASC;PL	N;MASC;PL
cori	chorales	coro	choral	N;MASC;PL	N;FEM;PL
maurizio	maurice	maurizio	maurice	N;MASC;SG	N;MASC;SG
maurizio	caroline	maurizio	caroline	N;MASC;SG	N;FEM;SG
maurizio	maurice	maurizio	maurice	N;MASC;SG	N;MASC;SG
oriente	orientale	oriente	oriental	ADJ;SG	ADJ;FEM;SG
proprietario	propriétaire	proprietario	propriétaire	N;MASC;SG	N;MASC;SG
principi	principes	principio	principe	N;MASC;PL	N;MASC;PL
principi	princes	principio	prince	N;MASC;PL	N;MASC;PL
animale	animale	animale	animal	ADJ;SG	ADJ;FEM;SG
volumi	volumes	volume	volume	N;MASC;PL	N;MASC;PL
