dan	та	dan	та	CONJ	CONJ
pelabuhan	гавань	penlabuhan	гавання	N;SG	N;INAN;NOM;FEM;SG
pelabuhan	гавань	penlabuhan	гавання	N;SG	N;INAN;NOM;FEM;SG
pelabuhan	порт	penlabuhan	порт	N;SG	N;INAN;NOM;MASC;SG
agresif	агресивний	agresif	агресивний	ADJ;SG	ADJ;NOM;MASC;SG
genre	жанр	genre	жанр	N	N;INAN;NOM;MASC;SG
genre	жанрів	genre	жанр	N	N;INAN;GEN;MASC;PL
jembatan	місток	jembatan	місток	N;SG	N;INAN;NOM;MASC;SG
yayasan	фундамент	yayasan	фундамент	N;SG	N;INAN;NOM;MASC;SG
yayasan	фонд	yayasan	фонд	N;SG	N;INAN;NOM;MASC;SG
keamanan	безпека	keamanan	безпека	N;SG	N;INAN;NOM;FEM;SG
keamanan	безпеки	keamanan	безпека	N;SG	N;INAN;GEN;FEM;SG
keamanan	безпека	keamanan	безпека	N;SG	N;INAN;NOM;FEM;SG
pendiri	засновник	pendiri	засновник	N;SG	N;ANIM;NOM;MASC;SG
perbedaan	судження	perbedaan	судження	N;SG	N;INAN;NOM;NEUT;SG
perbedaan	різниця	perbedaan	різниця	N;SG	N;INAN;NOM;FEM;SG
perbedaan	різниці	perbedaan	різник	N;SG	N;INAN;NOM;FEM;SG
pintu	вивіз	pintu	вивіз	N;SG	N;INAN;NOM;MASC;SG
pembuat	автор	penbuat	автор	N;SG	N;ANIM;NOM;MASC;SG
pembuat	автора	penbuat	автор	N;SG	N;ANIM;NOM;MASC;SG
pembuat	автором	penbuat	автор	N;SG	N;ANIM;INS;MASC;SG
pembuat	творець	penbuat	творець	N;SG	N;ANIM;NOM;MASC;SG
pembuat	автор	penbuat	автор	N;SG	N;ANIM;NOM;MASC;SG
pembuat	творця	penbuat	творець	N;SG	N;ANIM;ACC;MASC;SG
kiri	ліва	kiri	лівий	N;SG	N;INAN;NOM;FEM;SG
tumbuh	росте	tumbuh	рости	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
tumbuh	виріс	tumbuh	виріс	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
tumbuh	рости	tumbuh	рости	V;SG;ACT	V;IPFV;NFIN
tumbuh	росте	tumbuh	рости	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
tumbuh	зростати	tumbuh	зростати	V;SG;ACT	V;IPFV;NFIN
tumbuh	зростає	tumbuh	зростати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menciptakan	створює	menciptakan	створювати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
teluk	затока	teluk	затока	N;SG	N;INAN;NOM;FEM;SG
teluk	затоці	teluk	заток	N;SG	N;INAN;NOM;MASC;SG
teluk	губа	teluk	губа	N;SG	N;INAN;NOM;FEM;SG
teluk	затока	teluk	затока	N;SG	N;INAN;NOM;FEM;SG
difusi	дифузія	difusi	дифузія	N;SG	N;INAN;NOM;FEM;SG
jasa	служба	jasa	служба	N;SG	N;INAN;NOM;FEM;SG
jasa	послуга	jasa	послуга	N;SG	N;INAN;NOM;FEM;SG
jasa	сервіс	jasa	сервес	N;SG	N;INAN;NOM;MASC;SG
membuka	відкриває	menbuka	відкривати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
membuka	відкривається	menbuka	відкриватися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
swasta	приватна	swasta	приватний	ADJ;SG	ADJ;NOM;FEM;SG
swasta	особисте	swasta	особистий	ADJ;SG	ADJ;NOM;NEUT;SG
swasta	приватний	swasta	приватний	ADJ;SG	ADJ;NOM;MASC;SG
pegunungan	гора	pegunungan	гора	N;SG	N;INAN;NOM;FEM;SG
kelahiran	різдво	kelahiran	різдво	N;SG	N;INAN;NOM;NEUT;SG
kelahiran	вертеп	kelahiran	вертеп	N;SG	N;INAN;NOM;MASC;SG
kelahiran	народження	kelahiran	народження	N;SG	N;INAN;NOM;NEUT;SG
bendera	прапором	bendera	прапір	N;SG	N;INAN;INS;MASC;SG
bendera	прапорець	bendera	прапорець	N;SG	N;INAN;NOM;MASC;SG
bendera	прапор	bendera	прапор	N;SG	N;INAN;NOM;MASC;SG
bendera	прапора	bendera	прапор	N;SG	N;INAN;NOM;MASC;SG
berbasis	засновано	berbasis	засновати	V;SG;ACT	V;PFV;IND;0;FIN
pelayanan	служба	penlayanan	служба	N;SG	N;INAN;NOM;FEM;SG
pelayanan	послуга	penlayanan	послуга	N;SG	N;INAN;NOM;FEM;SG
pelayanan	сервіс	penlayanan	сервес	N;SG	N;INAN;NOM;MASC;SG
pelayanan	міністерства	penlayanan	міністерство	N;SG	N;INAN;NOM;NEUT;SG
pelayanan	міністерство	penlayanan	міністерство	N;SG	N;INAN;NOM;NEUT;SG
fitur	функціональність	fitur	функціональність	N;SG	N;INAN;NOM;FEM;SG
fitur	можливість	fitur	можливість	N;SG	N;INAN;NOM;FEM;SG
aplikasi	програма	aplikasi	програма	N;SG	N;INAN;NOM;FEM;SG
aplikasi	застосунок	aplikasi	застосунок	N;SG	N;INAN;NOM;MASC;SG
aplikasi	додаток	aplikasi	додаток	N;SG	N;INAN;NOM;MASC;SG
aplikasi	застосунок	aplikasi	застосунок	N;SG	N;INAN;NOM;MASC;SG
aplikasi	додаток	aplikasi	додаток	N;SG	N;INAN;NOM;MASC;SG
tersedia	доступний	tersedia	доступний	ADJ;SG	ADJ;NOM;MASC;SG
tersedia	наявний	tersedia	наявний	ADJ;SG	ADJ;NOM;MASC;SG
kemenangan	перемога	kemenangan	перемога	N;SG	N;INAN;NOM;FEM;SG
kemenangan	тріумф	kemenangan	тріумф	N;SG	N;INAN;NOM;MASC;SG
sipil	цивільний	sipil	цивільний	ADJ;SG	ADJ;NOM;MASC;SG
sipil	громадянська	sipil	громадянський	ADJ;SG	ADJ;NOM;FEM;SG
sipil	цивільний	sipil	цивільний	ADJ;SG	ADJ;NOM;MASC;SG
artinya	сенс	arti	сенс	N;SG	N;INAN;NOM;MASC;SG
artinya	значення	arti	значення	N;SG	N;INAN;NOM;NEUT;SG
misi	місія	misi	місія	N;SG	N;INAN;NOM;FEM;SG
satelit	супутник	satelit	супутник	N;SG	N;INAN;NOM;MASC;SG
kejadian	повторення	kejadian	повторення	N;SG	N;INAN;NOM;NEUT;SG
kejadian	інцидент	kejadian	інцидент	N;SG	N;INAN;NOM;MASC;SG
sukses	успішне	sukses	успішний	ADJ;SG	ADJ;NOM;NEUT;SG
sukses	успішний	sukses	успішний	ADJ;SG	ADJ;NOM;MASC;SG
massa	маси	massa	маса	N	N;INAN;NOM;FEM;PL
massa	маса	massa	маса	N	N;INAN;NOM;FEM;SG
melanjutkan	продовжуючи	menlanjutkan	продовжувати	V;SG;ACT	V;IPFV;PRS;V.CVB
dibagi	розділив	dibagi	розділити	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
jawab	відповідь	jawab	відповідь	N;SG;ACT	N;INAN;NOM;FEM;SG
petani	фермер	petani	фермер	N;SG	N;ANIM;NOM;MASC;SG
bar	барів	bar	бар	N	N;INAN;GEN;MASC;PL
bar	смужки	bar	смужка	N	N;INAN;NOM;FEM;PL
bar	бари	bar	бар	N	N;INAN;NOM;MASC;PL
bar	гратами	bar	грат	N	N;INAN;INS;MASC;PL
bar	бруси	bar	брус	N	N;INAN;NOM;MASC;PL
bar	бар	bar	бар	N	N;INAN;NOM;MASC;SG
bar	смужка	bar	смужка	N	N;INAN;NOM;FEM;SG
membunuh	вбити	menbunuh	вбити	V;SG;ACT	V;PFV;NFIN
membunuh	убити	menbunuh	убити	V;SG;ACT	V;PFV;NFIN
membunuh	вбити	menbunuh	вбити	V;SG;ACT	V;PFV;NFIN
berkata	кажу	berkata	казати	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
berkata	кажеш	berkata	казати	V;SG;ACT	V;IPFV;IND;SG;2;PRS;FIN
berkata	сказала	berkata	сказати	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN
berkata	сказав	berkata	сказати	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
berkata	казав	berkata	казати	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN
berkata	каже	berkata	казати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
desain	проектування	desain	проектування	N;SG	N;INAN;NOM;NEUT;SG
desain	дизайн	desain	дизайн	N;SG	N;INAN;NOM;MASC;SG
desain	розробка	desain	розробка	N;SG	N;INAN;NOM;FEM;SG
dibuka	відкрито	dibuka	відкрито	V;SG;PASS	V;PFV;IND;0;FIN
dibuka	відкриває	dibuka	відкривати	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN
puncak	пік	puncak	пік	N;SG	N;INAN;NOM;MASC;SG
insting	інстинкт	insting	інстинкт	N;SG	N;INAN;NOM;MASC;SG
profil	профілю	profil	профіль	N;SG	N;INAN;GEN;MASC;SG
profil	профіль	profil	профіль	N;SG	N;INAN;NOM;MASC;SG
profil	профілювання	profil	профілювання	N;SG	N;INAN;NOM;NEUT;SG
system	система	system	система	N	N;INAN;NOM;FEM;SG
system	системи	system	система	N	N;INAN;NOM;FEM;PL
pembagian	ділення	penbagian	ділення	N;SG	N;INAN;NOM;NEUT;SG
pembagian	дивізіон	penbagian	дивізіон	N;SG	N;INAN;NOM;MASC;SG
pembagian	поділ	penbagian	поділ	N;SG	N;INAN;NOM;MASC;SG
pembagian	поділ	penbagian	поділ	N;SG	N;INAN;NOM;MASC;SG
tindakan	дія	tindakan	дія	N;SG	N;INAN;NOM;FEM;SG
sekretaris	секретар	sekretaris	секретар	N;SG	N;ANIM;NOM;MASC;SG
gadis	дівчинка	gadis	дівчинка	N;SG	N;ANIM;NOM;FEM;SG
gadis	дівча	gadis	дівча	N;SG	N;ANIM;NOM;NEUT;SG
gadis	дівчина	gadis	дівчина	N;SG	N;ANIM;NOM;FEM;SG
gadis	дівчину	gadis	дівчина	N;SG	N;ANIM;ACC;FEM;SG
entertainment	розваги	entertainment	розвага	N	N;INAN;NOM;FEM;PL
fifa	фіфа	fifa	фіфа	N	N;INAN;NOM;FEM;PL
olimpiade	олімпіада	olimpiade	олімпіада	N;SG	N;INAN;NOM;FEM;SG
olimpiade	олімпіада	olimpiade	олімпіада	N;SG	N;INAN;NOM;FEM;SG
penampilan	вигляд	pentampilan	вигляд	N;SG	N;INAN;NOM;MASC;SG
satuan	юніт	satuan	юніт	N;SG	N;INAN;NOM;MASC;SG
satuan	одиниця	satuan	одиниця	N;SG	N;INAN;NOM;FEM;SG
efek	ефект	efek	ефект	N;SG	N;INAN;NOM;MASC;SG
calon	кандидат	calon	кандидат	N;SG	N;ANIM;NOM;MASC;SG
merujuk	посилається	menrujuk	посилатися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
upaya	спробу	upaya	спроба	N;SG	N;INAN;ACC;FEM;SG
upaya	спроба	upaya	спроба	N;SG	N;INAN;NOM;FEM;SG
pembuatan	створення	penbuatan	створення	N;SG	N;INAN;NOM;NEUT;SG
pembuatan	витвір	penbuatan	витвір	N;SG	N;INAN;NOM;MASC;SG
ajaran	доктрина	ajaran	доктрина	N;SG	N;INAN;NOM;FEM;SG
uskup	єпископа	uskup	єпископ	N;SG	N;ANIM;ACC;MASC;SG
uskup	єпископ	uskup	єпископ	N;SG	N;ANIM;NOM;MASC;SG
harga	ціна	harga	ціна	N;SG	N;INAN;NOM;FEM;SG
kebutuhan	потреба	kebutuhan	потреба	N;SG	N;INAN;NOM;FEM;SG
kebutuhan	необхідність	kebutuhan	необхідність	N;SG	N;INAN;NOM;FEM;SG
menyediakan	надати	mensediakan	надати	V;SG;ACT	V;PFV;NFIN
menyediakan	надає	mensediakan	надавати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menyediakan	закладено	mensediakan	закласти	V;SG;ACT	V;PFV;IND;0;FIN
menyediakan	забезпечує	mensediakan	забезпечувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
remaja	підлітка	remaja	підліток	N;SG	N;ANIM;ACC;MASC;SG
remaja	підліток	remaja	підлітка	N;SG	N;ANIM;NOM;MASC;SG
terminal	термінала	terminal	термінал	N	N;INAN;NOM;MASC;SG
terminal	термінал	terminal	термінал	N	N;INAN;NOM;MASC;SG
terminal	термінали	terminal	термінал	N	N;INAN;NOM;MASC;PL
biaya	плату	biaya	плата	N;SG	N;INAN;ACC;FEM;SG
biaya	звинувачення	biaya	звинувачення	N;SG	N;INAN;NOM;NEUT;SG
biaya	заряд	biaya	заряд	N;SG	N;INAN;NOM;MASC;SG
biaya	вартість	biaya	вартість	N;SG	N;INAN;NOM;FEM;SG
terbagi	розділив	terbagi	розділити	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
artis	художниця	artis	художниця	N;SG	N;ANIM;NOM;FEM;SG
artis	митець	artis	митець	N;SG	N;ANIM;NOM;MASC;SG
artis	виконавець	artis	виконавець	N;SG	N;ANIM;NOM;MASC;SG
artis	художник	artis	художник	N;SG	N;ANIM;NOM;MASC;SG
memenuhi	зустрічає	menpenuhi	зустрічати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
rekaman	матеріал	rekaman	матеріал	N;SG	N;INAN;NOM;MASC;SG
rekaman	запис	rekaman	запис	N;SG	N;INAN;NOM;MASC;SG
rekaman	стрічку	rekaman	стрічка	N;SG	N;INAN;ACC;FEM;SG
rekaman	стрічка	rekaman	стрічка	N;SG	N;INAN;NOM;FEM;SG
rekaman	плівка	rekaman	плівка	N;SG	N;INAN;NOM;FEM;SG
tahap	стадія	tahap	стадія	N;SG	N;INAN;NOM;FEM;SG
game	гра	game	гра	N;SG	N;INAN;NOM;FEM;SG
game	гру	game	гра	N;SG	N;INAN;ACC;FEM;SG
pertemuan	засідання	pertemuan	засідання	N;SG	N;INAN;NOM;NEUT;SG
pertemuan	нарада	pertemuan	нарада	N;SG	N;INAN;NOM;FEM;SG
pertemuan	зустріч	pertemuan	зустріч	N;SG	N;INAN;NOM;FEM;SG
administrasi	адміністрація	administrasi	адміністрація	N;SG	N;INAN;NOM;FEM;SG
administrasi	адміністрування	administrasi	адміністрування	N;SG	N;INAN;NOM;NEUT;SG
langit	небом	langit	небо	N;SG	N;INAN;INS;NEUT;SG
langit	небо	langit	небо	N;SG	N;INAN;NOM;NEUT;SG
langit	небо	langit	небо	N;SG	N;INAN;NOM;NEUT;SG
indah	красивий	indah	красивий	ADJ;SG	ADJ;NOM;MASC;SG
indah	красива	indah	красиво	ADJ;SG	ADJ;NOM;FEM;SG
indah	чудовий	indah	чудовий	ADJ;SG	ADJ;NOM;MASC;SG
mencakup	охоплює	mencakup	охоплювати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mencakup	входить	mencakup	входити	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mencakup	включає	mencakup	включати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
dibawah	під	dibawah	під	ADP;SG;PASS	ADP;ACC
debut	дебют	debut	дебют	N;SG	N;INAN;NOM;MASC;SG
perwakilan	представлення	perwakilan	представлення	N;SG	N;INAN;NOM;NEUT;SG
perwakilan	представник	perwakilan	представник	N;SG	N;ANIM;NOM;MASC;SG
perwakilan	представника	perwakilan	представник	N;SG	N;ANIM;ACC;MASC;SG
pagi	ранку	pagi	ранок	N;SG	N;INAN;GEN;MASC;SG
pagi	ранок	pagi	ранок	N;SG	N;INAN;NOM;MASC;SG
dilihat	бачив	dilihat	бачити	V;SG;PASS	V;IPFV;MASC;IND;SG;PST;FIN
percaya	вірити	percaya	вірити	V;SG;ACT	V;IPFV;NFIN
percaya	вірю	percaya	вір	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
percaya	вірити	percaya	вірити	V;SG;ACT	V;IPFV;NFIN
lengkap	завершене	lengkap	завершений	ADJ;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
lengkap	повний	lengkap	повний	ADJ;SG	ADJ;NOM;MASC;SG
lengkap	завершений	lengkap	завершений	ADJ;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
meski	хоча	meski	хоча	CONJ	CONJ
volume	гучність	volume	гучність	N;SG	N;INAN;NOM;FEM;SG
tari	танець	tari	танець	N;SG	N;INAN;NOM;MASC;SG
tari	танок	tari	танка	N;SG	N;INAN;NOM;MASC;SG
bukti	доказ	bukti	доказ	N;SG	N;INAN;NOM;MASC;SG
adipati	герцог	adipati	герцог	N	N;ANIM;NOM;MASC;SG
kopi	кава	kopi	кава	N;SG	N;INAN;NOM;FEM;SG
region	регіони	region	регіон	N	N;INAN;NOM;MASC;PL
region	регіонів	region	регіон	N	N;INAN;GEN;MASC;PL
region	регіонах	region	регіон	N	N;INAN;ESS;MASC;PL
region	областях	region	область	N	N;INAN;ESS;FEM;PL
region	ділянку	region	ділянка	N	N;INAN;ACC;FEM;SG
region	регіон	region	регіон	N	N;INAN;NOM;MASC;SG
diterima	отримано	diterima	отримати	V;SG;PASS	V;PFV;IND;0;FIN
diterima	отримала	diterima	отримати	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
diterima	влаштовує	diterima	влаштовувати	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN
diterima	прийнято	diterima	прийнято	V;SG;PASS	V;PFV;IND;0;FIN
ibrani	іврит	ibrani	іврит	N	N;INAN;NOM;MASC;SG
kompleks	комплекс	kompleks	комплекс	N;SG	N;INAN;NOM;MASC;SG
hujan	дощ	hujan	дощ	N;SG	N;INAN;NOM;MASC;SG
hujan	дощ	hujan	дощ	N;SG	N;INAN;NOM;MASC;SG
makam	кладовище	makam	кладовище	N;SG	N;INAN;NOM;NEUT;SG
makam	цвинтар	makam	цвинтар	N;SG	N;INAN;NOM;MASC;SG
makam	могила	makam	могила	N;SG	N;INAN;NOM;FEM;SG
makam	гробниця	makam	гробниця	N;SG	N;INAN;NOM;FEM;SG
makam	могила	makam	могила	N;SG	N;INAN;NOM;FEM;SG
makam	могилу	makam	могила	N;SG	N;INAN;ACC;FEM;SG
makam	мавзолей	makam	мавзоль	N;SG	N;INAN;NOM;MASC;SG
ketinggian	висота	ketinggian	висота	N;SG	N;INAN;NOM;FEM;SG
ketinggian	висота	ketinggian	висота	N;SG	N;INAN;NOM;FEM;SG
kejuaraan	чемпіонат	kejuaraan	чемпіонат	N;SG	N;INAN;NOM;MASC;SG
profesional	професійний	profesional	професійний	ADJ;SG	ADJ;NOM;MASC;SG
pembentukan	заклад	penbentukan	заклад	N;SG	N;INAN;NOM;MASC;SG
pembentukan	формування	penbentukan	формування	N;SG	N;INAN;NOM;NEUT;SG
pembentukan	зборі	penbentukan	збір	N;SG	N;INAN;DAT;MASC;SG
mengumumkan	оголошується	menumumkan	оголошуватися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengumumkan	оголошувати	menumumkan	оголошувати	V;SG;ACT	V;IPFV;NFIN
mengumumkan	оголосити	menumumkan	оголосити	V;SG;ACT	V;PFV;NFIN
dipilih	вибрано	dipilih	вибрати	V;SG;PASS	V;PFV;IND;0;FIN
dipilih	вибрано	dipilih	вибрати	V;SG;PASS	V;PFV;IND;0;FIN
konser	концерт	konser	концерт	N;SG	N;INAN;NOM;MASC;SG
sayap	крилом	sayap	крило	N;SG	N;INAN;INS;NEUT;SG
sayap	крило	sayap	крило	N;SG	N;INAN;NOM;NEUT;SG
suka	подобалось	suka	подобатися	V;SG	V;IPFV;NEUT;IND;SG;PST;FIN
suka	терпів	suka	терп	V;SG	V;IPFV;MASC;IND;SG;PST;FIN
suka	сподобався	suka	сподобатися	V;SG	V;PFV;MASC;IND;SG;PST;FIN
suka	сподобалося	suka	сподобатися	V;SG	V;PFV;NEUT;IND;SG;PST;FIN
suka	подобається	suka	подобатися	V;SG	V;IPFV;IND;SG;3;PRS;FIN
suka	подобається	suka	подобатися	V;SG	V;IPFV;IND;SG;3;PRS;FIN
channel	канал	channel	канал	N	N;INAN;NOM;MASC;SG
channel	каналом	channel	канал	N	N;INAN;INS;MASC;SG
channel	каналу	channel	канал	N	N;INAN;GEN;MASC;SG
parlemen	парламент	parlemen	парламент	N;SG	N;INAN;NOM;MASC;SG
putaran	обертання	putaran	обертання	N;SG	N;INAN;NOM;NEUT;SG
putaran	поворот	putaran	поворот	N;SG	N;INAN;NOM;MASC;SG
penonton	глядач	pentonton	глядач	N;SG	N;ANIM;NOM;MASC;SG
penonton	переглядач	pentonton	переглядач	N;SG	N;INAN;NOM;MASC;SG
penonton	аудиторію	pentonton	аудиторія	N;SG	N;INAN;ACC;FEM;SG
penonton	аудиторія	pentonton	аудиторія	N;SG	N;INAN;NOM;FEM;SG
penonton	спостерігач	pentonton	спостерігач	N;SG	N;ANIM;NOM;MASC;SG
penonton	глядач	pentonton	глядач	N;SG	N;ANIM;NOM;MASC;SG
tema	тему	tema	тема	N;SG	N;INAN;ACC;FEM;SG
tema	тема	tema	тема	N;SG	N;INAN;NOM;FEM;SG
fisika	фізика	fisika	фізика	N;SG	N;INAN;NOM;FEM;SG
setuju	погодився	setuju	погодитися	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
setuju	згоден	setuju	згодений	V;SG;ACT	V;PFV;IND;SG;3;FUT;FIN
setuju	погоджуюсь	setuju	погоджуватися	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
setuju	погоджуюся	setuju	погоджуватися	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
komandan	комендант	komandan	комендант	N;SG	N;ANIM;NOM;MASC;SG
komandan	командира	komandan	командир	N;SG	N;ANIM;ACC;MASC;SG
komandan	командувача	komandan	командувач	N;SG	N;ANIM;ACC;MASC;SG
komandan	командир	komandan	командир	N;SG	N;ANIM;NOM;MASC;SG
pemuda	молодість	pemuda	молодість	N;SG	N;INAN;NOM;FEM;SG
pemuda	юнацтва	pemuda	юнацтво	N;SG	N;INAN;NOM;NEUT;SG
pemuda	юність	pemuda	юність	N;SG	N;INAN;NOM;FEM;SG
pemuda	молодь	pemuda	молодь	N;SG	N;INAN;NOM;FEM;SG
golongan	фракція	golongan	фракція	N;SG	N;INAN;NOM;FEM;SG
motor	мотоцикл	motor	мотоцикл	N;SG	N;INAN;NOM;MASC;SG
motor	мотор	motor	мотор	N;SG	N;INAN;NOM;MASC;SG
miliar	мільярдів	miliar	мільярд	N	N;INAN;GEN;MASC;PL
miliar	мільярди	miliar	мільярд	N	N;INAN;NOM;MASC;PL
miliar	мільярди	miliar	мільярд	N	N;INAN;NOM;MASC;PL
