der	tam	der	tam	ADV	ADV
praksis	trening	praksis	trening	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
praksis	vaja	praksis	vaja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
praksis	praksi	praksis	praksa	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
praksis	praksa	praksis	praks	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kirkegård	pokopališču	kirkegård	pokopališče	N;INDF;MASC+FEM;SG	N;DAT;NEUT;SG
kirkegård	pokopališče	kirkegård	pokopališče	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kirkegård	pokopališče	kirkegård	pokopališče	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
placering	postavitev	placering	postavitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
placering	lokacija	placering	lokacija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
placering	lokacijo	placering	lokacija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
tro	verjemi	tro	verje	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
håndbold	rokomet	håndbold	rokomet	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hovedstaden	kapitala	hovedstad	kapital	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
hovedstaden	prestolnica	hovedstad	prestolnica	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
hovedstaden	kapital	hovedstad	kapital	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
fordel	korist	fordel	korist	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fordel	ugodnost	fordel	ugodnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fordel	prednost	fordel	prednost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fordel	ugodnost	fordel	ugodnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
stykke	kos	stykke	kos	N;INDF;NEUT;SG	N;NOM;MASC;SG
stykke	delček	stykke	delček	N;INDF;NEUT;SG	N;NOM;MASC;SG
stykke	košček	stykke	košček	N;INDF;NEUT;SG	N;NOM;MASC;SG
stykke	kosa	stykke	kosati	N;INDF;NEUT;SG	N;NOM;MASC;SG
punkt	postavka	punkt	postavka	N;INDF;NEUT;SG	N;NOM;FEM;SG
punkt	točka	punkt	točka	N;INDF;NEUT;SG	N;NOM;FEM;SG
punkt	point	punkt	point	N;INDF;NEUT;SG	N;NOM;MASC;SG
punkt	točko	punkt	točka	N;INDF;NEUT;SG	N;ACC;FEM;SG
projektet	projekt	projekt	projekt	N;DEF;NEUT;SG	N;NOM;MASC;SG
projektet	projekta	projekt	projekt	N;DEF;NEUT;SG	N;GEN;MASC;SG
nogensinde	kdaj	nogensinde	kdaj	ADV	ADV
foråret	pomlad	forår	pomlad	N;DEF;NEUT;SG	N;NOM;FEM;SG
foråret	izvir	forår	izvir	N;DEF;NEUT;SG	N;NOM;MASC;SG
foråret	pomladi	forår	pomlad	N;DEF;NEUT;SG	N;NOM;FEM;SG
motor	motorja	motor	motor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
motor	motor	motor	motor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
motor	motor	motor	motor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
operation	delovanje	operation	delovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
operation	operacija	operation	operacija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
operation	operacijo	operation	operacija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
operation	obratovanje	operation	obratovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
operation	operacijo	operation	operacija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
operation	kirurgija	operation	kirurgija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
operation	operacija	operation	operacija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
colspan	colspan	colspan	colspan	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
udelukkende	ekskluzivno	udelukkende	ekskluzivno	ADV	ADV
udelukkende	izključno	udelukkende	izključno	ADV	ADV
hørte	slišal	høre	slišati	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP
hørte	slišala	høre	slišati	V;IND;PST;FIN;ACT	V;FEM;SG;V.PTCP
skabelon	predloga	skabelon	predlog	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
brød	kruh	brød	kruh	N;INDF;NEUT;SG	N;INAN;ACC;MASC;SG
brød	kruha	brød	kruh	N;INDF;NEUT;SG	N;GEN;MASC;SG
mødte	srečal	møde	srečati	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
mødte	spoznal	møde	spoznati	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP
award	nagrada	award	nagrada	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
award	nagrado	award	nagrada	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
økonomi	ekonomija	økonomi	ekonomija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
økonomi	ekonomija	økonomi	ekonomija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
økonomi	gospodarstvo	økonomi	gospodarstvo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
månen	mesec	mån	mesec	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
månen	luna	mån	luna	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
månen	luni	mån	luniti	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
californien	kalifornija	californi	kalifornija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
resultater	dosežke	resultat	dosežek	N;INDF;NEUT;PL	N;ACC;MASC;PL
resultater	dosežki	resultat	dosežek	N;INDF;NEUT;PL	N;NOM;MASC;PL
resultater	rezultati	resultat	rezultat	N;INDF;NEUT;PL	N;NOM;MASC;PL
resultater	izidi	resultat	izid	N;INDF;NEUT;PL	N;NOM;MASC;PL
optræder	nastopati	optræde	nastopati	V;IND;PRS;FIN;ACT	V;IPFV;NFIN
bred	široka	bred	širok	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
bred	širok	bred	širok	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
bred	široka	bred	širok	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
emner	teme	emne	tema	N;INDF;NEUT;PL	N;NOM;FEM;PL
emner	teme	emne	tema	N;INDF;NEUT;PL	N;NOM;FEM;PL
emner	osebki	emne	osebek	N;INDF;NEUT;PL	N;NOM;MASC;PL
emner	osebah	emne	oseba	N;INDF;NEUT;PL	N;ESS;FEM;PL
emner	izdaj	emne	izdaja	N;INDF;NEUT;PL	N;GEN;FEM;PL
emner	vprašanja	emne	vprašanje	N;INDF;NEUT;PL	N;NOM;NEUT;PL
design	zasnova	design	zasnova	N;INDF;NEUT;SG	N;NOM;FEM;SG
design	oblikovanje	design	oblikovanje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
design	dizajn	design	dizajno	N;INDF;NEUT;SG	N;NOM;MASC;SG
kone	žena	kone	žena	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kone	zena	kone	zena	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kone	soproga	kone	soprog	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
betydninger	pomene	betydning	pomen	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
fejl	napake	fejl	napaka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
fejl	napake	fejl	napaka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
sølv	silver	sølv	silver	N;INDF;NEUT;SG	N;NOM;MASC;SG
kontrol	kontrola	kontrol	kontrola	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kontrol	krmiljenje	kontrol	krmiljenje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kontrol	nadzor	kontrol	nadzor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kontrol	obvladovanje	kontrol	obvladovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kontrol	nadzor	kontrol	nadzor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
særlige	posebne	særlig	poseben	ADJ;PL	ADJ;NOM;FEM;PL
championship	prvenstvo	championship	prvenstvo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
nyere	novejše	ny	nov	ADJ;CMPR	ADJ;NOM;CMPR;NEUT;SG
nyere	novejši	ny	nov	ADJ;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
online	online	onlin	onliniti	N;INDF;NEUT;SG	N;NOM;MASC;SG
prinsesse	princesa	prinsesse	princes	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
prinsesse	princeska	prinsesse	princeski	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
niveau	nivo	niveau	nivo	N;INDF;NEUT;SG	N;NOM;MASC;SG
niveau	stopnja	niveau	stopnja	N;INDF;NEUT;SG	N;NOM;FEM;SG
niveau	raven	niveau	raven	N;INDF;NEUT;SG	N;NOM;FEM;SG
ben	noge	ben	noga	N;INDF;NEUT;PL	N;NOM;FEM;PL
ben	nog	ben	nog	N;INDF;NEUT;PL	N;GEN;FEM;PL
ben	nogice	ben	nogica	N;INDF;NEUT;PL	N;NOM;FEM;PL
vores	naše	vores	naš	DET;1	DET;NOM;NEUT;SG;1
vores	naš	vores	naš	DET;1	DET;NOM;MASC;SG;1
vores	naši	vores	naš	DET;1	DET;NOM;MASC;PL;1
vores	naša	vores	naš	DET;1	DET;NOM;FEM;SG;1
vores	naše	vores	naš	DET;1	DET;NOM;NEUT;SG;1
træ	les	træ	les	N;INDF;NEUT;SG	N;NOM;MASC;SG
træ	lesa	træ	les	N;INDF;NEUT;SG	N;GEN;MASC;SG
træ	drevo	træ	drevo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
træ	les	træ	les	N;INDF;NEUT;SG	N;NOM;MASC;SG
borgmester	župan	borgmester	župan	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
borgmester	županja	borgmester	županja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
gustav	gustav	gustav	gustava	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
gustav	gustaf	gustav	gustaf	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
karakter	lik	karakter	lika	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
karakter	karakter	karakter	karakter	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hjælpe	pomagajte	hjælpe	pomagati	V;NFIN;ACT	V;IMP;PL;2;FIN
sætte	postavi	sætte	postaviti	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
udviklingen	razvoj	udvikling	razvoj	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
udviklingen	evolucijo	udvikling	evolucija	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
udviklingen	razvoj	udvikling	razvoj	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
udviklingen	evolucija	udvikling	evolucija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
officer	častnik	officer	častnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
officer	policist	officer	policist	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
øer	otoki	øe	otok	N;INDF;NEUT;PL	N;NOM;MASC;PL
øer	otoke	øe	otok	N;INDF;NEUT;PL	N;ACC;MASC;PL
start	začetek	start	začetek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
start	start	start	star	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
start	štart	start	štart	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
start	zagon	start	zagon	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mistede	izgubil	miste	izgubiti	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
max	max	max	maxa	N;INDF;NEUT;SG	N;NOM;MASC;SG
tidligt	zgodaj	tidligt	zgodaj	ADV	ADV
taler	govori	tale	govoriti	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
afgørende	odločilen	afgørende	odločilen	ADJ	ADJ;NOM;INDF;MASC;SG
afgørende	odločilna	afgørende	odločilen	ADJ	ADJ;NOM;FEM;SG
afgørende	ključno	afgørende	ključen	ADJ	ADJ;NOM;NEUT;SG
afgørende	bistvene	afgørende	bistven	ADJ	ADJ;NOM;FEM;PL
afgørende	bistvena	afgørende	bistven	ADJ	ADJ;NOM;FEM;SG
ernst	ernst	ernst	ernst	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
standard	privzeta	standard	privzet	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
standard	standard	standard	standard	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
musiker	glasbenik	musiker	glasbenik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
dækker	zajema	dække	zajema	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
populære	priljubljene	populær	priljubljen	ADJ;PL	ADJ;NOM;FEM;PL
populære	priljubljeni	populær	priljubljen	ADJ;PL	ADJ;NOM;MASC;PL
bank	banko	bank	banka	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
bank	breg	bank	breg	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bank	banka	bank	banka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ven	prijatelj	ven	prijatelj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ven	prijateljica	ven	prijateljica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ven	prijateljico	ven	prijateljica	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
pris	cena	pris	cena	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
pris	strošek	pris	strošek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
school	šolo	school	šola	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
school	šola	school	šola	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ægteskab	poroka	ægteskab	poroka	N;INDF;NEUT;SG	N;NOM;FEM;SG
ægteskab	zakon	ægteskab	zakon	N;INDF;NEUT;SG	N;NOM;MASC;SG
stærk	močan	stærk	močen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
stærk	močna	stærk	močen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
bibliotek	knjižnica	bibliotek	knjižnica	N;INDF;NEUT;SG	N;NOM;FEM;SG
bibliotek	knjižnici	bibliotek	knjižnica	N;INDF;NEUT;SG	N;DAT;FEM;SG
uger	tedne	uge	teden	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
uger	tednov	uge	teden	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
uger	tedni	uge	teden	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
uger	tednih	uge	teden	N;INDF;MASC+FEM;PL	N;ESS;MASC;PL
vokal	vokal	vokal	vokal	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vokal	samoglasnik	vokal	samoglasnik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ændringer	spremembe	ændringe	sprememba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ændringer	spremembe	ændringe	sprememba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ændringer	spremembe	ændringe	sprememba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
problem	problem	problem	problem	N;INDF;NEUT;SG	N;NOM;MASC;SG
problem	težava	problem	težava	N;INDF;NEUT;SG	N;NOM;FEM;SG
problem	težavo	problem	težava	N;INDF;NEUT;SG	N;ACC;FEM;SG
institut	inštitut	institut	inštitut	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
institut	zavod	institut	zavod	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
institut	fundacija	institut	fundacija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
institut	temelj	institut	temelj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
institut	sklad	institut	sklad	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
institut	institut	institut	institut	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bidrag	prispevek	bidrag	prispevek	N;INDF;NEUT;SG	N;NOM;MASC;SG
bidrag	prispevanje	bidrag	prispevanje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
profil	profil	profil	profiti	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
skib	plovilo	skib	plovilo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
skib	posoda	skib	posoda	N;INDF;NEUT;SG	N;NOM;FEM;SG
skib	ladjo	skib	ladja	N;INDF;NEUT;SG	N;ACC;FEM;SG
skib	ladja	skib	ladja	N;INDF;NEUT;SG	N;NOM;FEM;SG
kritik	kritika	kritik	kritika	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kritik	kritiko	kritik	kritika	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
kritik	kritik	kritik	kritik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kritik	kritik	kritik	kritik	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mester	šampion	mester	šampion	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mester	prvak	mester	prvak	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mester	mojster	mester	mojster	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mester	učitelj	mester	učitelj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mester	šampion	mester	šampion	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mester	prvak	mester	prvak	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
søen	jezero	søe	jezero	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
post	mail	post	mail	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
post	pošta	post	pošta	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
post	objava	post	objava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
post	post	post	post	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
post	objavi	post	objava	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
post	objavo	post	objava	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
greve	štetje	grev	štetje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
greve	grof	grev	grof	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
emnet	vsebina	emne	vsebina	N;DEF;NEUT;SG	N;NOM;FEM;SG
emnet	tema	emne	tema	N;DEF;NEUT;SG	N;NOM;FEM;SG
emnet	predmet	emne	predmet	N;DEF;NEUT;SG	N;NOM;MASC;SG
emnet	osebek	emne	osebek	N;DEF;NEUT;SG	N;NOM;MASC;SG
emnet	subjekt	emne	subjekt	N;DEF;NEUT;SG	N;NOM;MASC;SG
alias	alias	alias	alias	N;INDF;NEUT;SG	N;NOM;MASC;SG
trommer	bobni	tromme	boben	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
uge	teden	uge	teden	N;INDF;MASC+FEM;SG	N;INAN;ACC;MASC;SG
regler	pravila	regel	pravilo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
regler	predpisi	regel	predpis	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
program	program	program	program	N;INDF;NEUT;SG	N;NOM;MASC;SG
program	program	program	program	N;INDF;NEUT;SG	N;NOM;MASC;SG
oscar	oscarja	oscar	oscarjati	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
oscar	oskar	oscar	oskar	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
landsby	vasi	landsby	vas	N;INDF;MASC+FEM;SG	N;GEN;FEM;SG
landsby	vasica	landsby	vasica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
museet	muzej	museum	muzej	N;DEF;NEUT;SG	N;NOM;MASC;SG
virker	deluje	virke	delovati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
typer	tipi	type	tip	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
typer	vrste	type	vrsta	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
japansk	japonsko	japansk	japonski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
japansk	japonska	japansk	japonski	ADJ;INDF;SG	ADJ;NOM;FEM;SG
modstand	upor	modstand	upor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
modstand	odpornost	modstand	odpornost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
modstand	odpor	modstand	odpor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
modstand	upiranje	modstand	upiranje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
modstand	nasprotovanje	modstand	nasprotovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
modstand	nasprotovanja	modstand	nasprotovanje	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
modstand	opozicija	modstand	opozicija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
wiki	wiki	wiki	wika	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
projekt	projekt	projekt	projekt	N;INDF;NEUT;SG	N;NOM;MASC;SG
projekt	projekta	projekt	projekt	N;INDF;NEUT;SG	N;GEN;MASC;SG
militær	vojaška	militær	vojaški	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
militær	vojaški	militær	vojaški	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
militær	vojaško	militær	vojaški	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
søgte	preiskala	søge	preiskati	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
søgte	preiskali	søge	preiskati	V;IND;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP
udenfor	zunaj	udenfor	zunaj	ADV	ADV
beskrivelse	opis	beskrivelse	opis	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
beskrivelse	poimenovanje	beskrivelse	poimenovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tror	misli	tro	misliti	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
måned	mesec	måned	mesec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
måned	meseca	måned	mesec	N;INDF;MASC+FEM;SG	N;ACC;MASC;SG
beskæftigelse	zaposlitev	beskæftigelse	zaposlitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
beskæftigelse	zaposlovanje	beskæftigelse	zaposlovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
beskæftigelse	zaposlenost	beskæftigelse	zaposlenost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
digte	pesmi	digte	pesem	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
digte	poezije	digte	poezija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
mængde	volumen	mængde	volumen	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mængde	glasnost	mængde	glasnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mængde	prostornina	mængde	prostornina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mængde	zvezek	mængde	zvezek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mængde	obseg	mængde	obseg	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mængde	količina	mængde	količina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mængde	znesek	mængde	znesek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mængde	količina	mængde	količina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mængde	količino	mængde	količina	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
producer	proizvajalec	producer	proizvajalec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
producer	producent	producer	producent	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bevægelse	predlog	bevægelse	predlog	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bevægelse	gibanje	bevægelse	gibanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bevægelse	premikanje	bevægelse	premikanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bevægelse	gibanje	bevægelse	gibanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
forblev	ostal	forblev	ostati	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
forblev	ostala	forblev	ostati	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
grundlag	osnova	grundlag	osnova	N;INDF;NEUT;SG	N;NOM;FEM;SG
grundlag	podlaga	grundlag	podlaga	N;INDF;NEUT;SG	N;NOM;FEM;SG
tider	časi	tid	čas	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
fred	mir	fred	mir	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hæren	armada	hær	armada	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
hæren	vojska	hær	vojska	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
hæren	vojsko	hær	vojska	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
forskning	raziskava	forskning	raziskava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forskning	raziskovanje	forskning	raziskovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
partier	pogodbenice	parti	pogodbenica	N;INDF;NEUT;PL	N;NOM;FEM;PL
partier	zabave	parti	zabava	N;INDF;NEUT;PL	N;NOM;FEM;PL
partier	stranke	parti	stranka	N;INDF;NEUT;PL	N;NOM;FEM;PL
tæthed	obilje	tæthed	obilje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tæthed	gostota	tæthed	gostot	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kaldte	poklical	kalde	poklicati	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
resultatet	rezultat	resultat	rezultat	N;DEF;NEUT;SG	N;NOM;MASC;SG
resultatet	izid	resultat	izid	N;DEF;NEUT;SG	N;NOM;MASC;SG
spansk	španščina	spansk	španščina	N;INDF;NEUT;SG	N;NOM;FEM;SG
korps	korpus	korps	korpus	N;INDF;NEUT;SG	N;NOM;MASC;SG
handel	trgovina	handel	trgovina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
handel	trgovanje	handel	trgovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
handel	trgovina	handel	trgovina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
handel	menjava	handel	menjava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
river	reke	rive	reka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
aktive	aktivni	aktiv	aktiven	ADJ;PL	ADJ;NOM;MASC;PL
biografi	življenjepis	biografi	življenjepis	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
biografi	biografijo	biografi	biografija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
sammenhæng	skladnost	sammenhæng	skladnost	N;INDF	N;NOM;FEM;SG
sammenhæng	usklajenost	sammenhæng	usklajenost	N;INDF	N;NOM;FEM;SG
sammenhæng	kontekst	sammenhæng	kontekst	N;INDF	N;NOM;MASC;SG
sammenhæng	konteksta	sammenhæng	kontekst	N;INDF	N;GEN;MASC;SG
sammenhæng	doslednost	sammenhæng	doslednost	N;INDF	N;NOM;FEM;SG
sammenhæng	skladnost	sammenhæng	skladnost	N;INDF	N;NOM;FEM;SG
sammenhæng	usklajenost	sammenhæng	usklajenost	N;INDF	N;NOM;FEM;SG
rent	čista	ren	čist	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
