भित्ति	väggmålning	भित्ति	väggmålning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
प्लेटफॉर्म	plattformen	प्लेटफॉर्म	plattform	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
प्लेटफॉर्म	plattform	प्लेटफॉर्म	plattform	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
घुस	penetrera	घुस	penetrera	V;ACT	V;IMP;FIN;ACT
घोटाला	skandal	घोटाला	skandal	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
घोटाला	skandalen	घोटाला	skandal	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
घोटाला	bluff	घोटाला	bluff	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
रक्षात्मक	defensiva	रक्षात्मक	defensiv	ADJ	ADJ;NOM;PL
ईर्ष्या	svartsjuk	ईर्ष्या	svartsjuk	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईर्ष्या	avundsjuk	ईर्ष्या	avundsjuk	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईर्ष्या	avund	ईर्ष्या	avund	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईर्ष्या	avundsjuka	ईर्ष्या	avundsjuka	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईर्ष्या	svartsjuka	ईर्ष्या	svartsjuka	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईर्ष्या	avundsjuka	ईर्ष्या	avundsjuka	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईर्ष्या	avundsjuk	ईर्ष्या	avundsjuk	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
मेडल	medaljen	मेडल	medalj	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
मेडल	medalj	मेडल	medalj	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बैच	parti	बैच	parti	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
बैच	sats	बैच	sats	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उड़ा	blåsa	उड़ा	blåsa	V;SG;FIN;ACT	V;IMP;FIN;ACT
किनारा	inramning	किनारा	inramning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
किनारा	kant	किनारा	kunna	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
किनारा	edge	किनारा	edge	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
किनारा	kanten	किनारा	kant	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
किनारा	gräns	किनारा	gräns	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
किनारा	kant	किनारा	kunna	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
किनारा	border	किनारा	bord	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
किनारा	inramning	किनारा	inramning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
किनारा	gränsen	किनारा	gräns	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
बुर्ज	tower	बुर्ज	tow	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बुर्ज	torn	बुर्ज	torn	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
बुर्ज	tornet	बुर्ज	torn	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
बुर्ज	vakttornet	बुर्ज	vakttor	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
वर्षगांठ	årsjubileum	वर्षगांठ	årsjubileum	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
वर्षगांठ	bröllopsdag	वर्षगांठ	bröllopsdag	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
वर्षगांठ	årsdag	वर्षगांठ	årsdag	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
वर्षगांठ	årsdagen	वर्षगांठ	årsdag	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
वर्षगांठ	jubileum	वर्षगांठ	jubileum	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
आर्किटेक्चर	arkitektur	आर्किटेक्चर	arkitektur	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
फैक्ट्री	fabriken	फैक्ट्री	fabrik	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
फैक्ट्री	fabrik	फैक्ट्री	fabrik	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
फैक्ट्री	factory	फैक्ट्री	factory	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
वॉर्स	krig	वॉर्स	krig	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
वॉर्स	wars	वॉर्स	wars	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
वायरल	viral	वायरल	viral	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
वायरल	virus	वायरल	virus	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
एडवेंचर	äventyr	एडवेंचर	äventyr	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
गिल्ड	gille	गिल्ड	gilla	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
घंटी	klocka	घंटी	klocka	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
दोहन	sele	दोहन	sele	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
दोहन	selen	दोहन	sel	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्लान	planen	प्लान	plan	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
प्लान	plan	प्लान	plan	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
खिंचाव	sträckning	खिंचाव	sträckning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
माफी	förlåtelse	माफी	förlåtelse	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
वर्ड	ord	वर्ड	ord	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
वर्ड	word	वर्ड	word	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
प्रभार	laddning	प्रभार	laddning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
जुलूस	procession	जुलूस	procession	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अपमानजनक	nedsättande	अपमानजनक	nedsättande	ADJ	ADJ;NOM;PRS;V.PTCP
बधाई	grattis	बधाई	grattis	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
हॉस्पिटल	sjukhus	हॉस्पिटल	sjukhus	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
हॉस्पिटल	sjukhuset	हॉस्पिटल	sjukhus	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
प्रांगण	borggården	प्रांगण	borggård	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
प्रांगण	innergård	प्रांगण	innergård	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
हिंदुस्तानी	hindustani	हिंदुस्तानी	hindustani	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
त्यागपत्र	avgång	त्यागपत्र	avgång	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
त्यागपत्र	avskedsansökan	त्यागपत्र	avskedsansöka	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
त्यागपत्र	avsked	त्यागपत्र	avsked	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
जलसन्धि	sundet	जलसन्धि	sund	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
पोर्टेबल	bärbar	पोर्टेबल	bärbar	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्विंग	sving	स्विंग	sving	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
स्विंग	swing	स्विंग	swing	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
टिप्पणियाँ	anmärkningar	टिप्पणी	anmärkning	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
टिप्पणियाँ	kommentarer	टिप्पणी	kommentar	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
टिप्पणियाँ	synpunkter	टिप्पणी	synpunkt	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
प्रिंटर	skrivaren	प्रिंटर	skrivare	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
गिरी	föll	गिर	föll	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;PST;FIN;ACT
गिरी	trillade	गिर	trilla	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;PST;FIN;ACT
गिरी	ramlade	गिर	ramla	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;PST;FIN;ACT
जागरूक	medvetna	जागरूक	medveten	ADJ	ADJ;NOM;PL
जागरूक	medveten	जागरूक	medveten	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
अनिश्चितता	ovisshet	अनिश्चितता	ovisshet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
अनिश्चितता	osäkerhet	अनिश्चितता	osäkerhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
अस्सी	åttio	अस्सी	åttio	NUM	NUM;NOM
अनोखी	bisarrt	अनोखा	bisarr	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
अनोखी	bisarr	अनोखा	bisa	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
विषयवस्तु	innehållet	विषयवस्तु	innehåll	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
विषयवस्तु	innehåll	विषयवस्तु	innehåll	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
विषयवस्तु	innehållet	विषयवस्तु	innehåll	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
विषयवस्तु	innehåll	विषयवस्तु	innehåll	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
विषयवस्तु	innehållsförteckning	विषयवस्तु	innehållsförteckning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
हथेली	palm	हथेला	palm	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
हथेली	handflata	हथेला	handflata	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
अज़ाब	gissel	अज़ाब	gissel	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
अज़ाब	doom	अज़ाब	doom	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बटालियन	bataljonen	बटालियन	bataljon	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
बटालियन	bataljon	बटालियन	bataljon	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ढलान	lutning	ढलान	lutning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
दीर्घकालीन	skov	दीर्घकालीन	skov	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
दीर्घकालीन	återfall	दीर्घकालीन	återfall	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
परिवर्तनीय	variabeln	परिवर्तनीय	variabel	N;NOM	N;NOM;DEF;MASC+FEM;SG
परिवर्तनीय	variablerna	परिवर्तनीय	variabl	N;NOM	N;NOM;DEF;NEUT;PL
परिवर्तनीय	variabler	परिवर्तनीय	variabel	N;NOM	N;NOM;INDF;NEUT;PL
मज्जा	benmärg	मज्जा	benmärg	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
मज्जा	märgen	मज्जा	märge	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
महायान	mahayana	महायान	mahayan	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
उज़बेक	uzbekiska	उज़बेक	umbekisk	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पिछला	senaste	पिछला	sen	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;RL
पिछला	sista	पिछला	sista	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;RL
घुड़सवार	ridsport	घुड़सवार	ridsport	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रसाधन	toa	प्रसाधन	toa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रसाधन	wc	प्रसाधन	wc	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
प्रसाधन	toaletten	प्रसाधन	toalett	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
प्रसाधन	toalett	प्रसाधन	toalett	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रसाधन	medel	प्रसाधन	medel	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
ईमानदार	uppriktig	ईमानदार	uppriktig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ईमानदार	uppriktiga	ईमानदार	uppriktig	ADJ	ADJ;NOM;PL
ईमानदार	uppriktigt	ईमानदार	uppriktig	ADJ	ADJ;NOM;INDF;NEUT;SG
ईमानदार	ärlig	ईमानदार	ärlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
ईमानदार	ärliga	ईमानदार	ärlig	ADJ	ADJ;NOM;PL
ईमानदार	samvetsgrann	ईमानदार	samvetsgrann	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
मल्टी	multi	मल्टी	multi	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अंकीय	siffra	अंकीय	siffra	N;NOM	N;NOM;INDF;MASC+FEM;SG
अंकीय	numerisk	अंकीय	numerisk	N;NOM	N;NOM;INDF;MASC+FEM;SG
असेम्बली	montering	असेम्बली	montering	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
असेम्बली	församling	असेम्बली	församling	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
असेम्बली	församlingen	असेम्बली	församling	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
कानों	öron	कान	öron	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;PL
चांसलर	kanslern	चांसलर	kanslern	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
चांसलर	kansler	चांसलर	kansla	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अहसास	feeling	अहसास	feeling	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अहसास	känsla	अहसास	känsla	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अहसास	känslan	अहसास	känslan	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
तबाह	förkrossad	तबाह	förkrossa	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
कलाकृति	mästerverk	कलाकृति	mästerverk	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
कलाकृति	grafik	कलाकृति	grafik	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
कलाकृति	konstverk	कलाकृति	konstverk	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
थ्रिलर	thriller	थ्रिलर	thriller	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अंतरजाल	internet	अंतरजाल	intern	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
अतिक्रमण	intrång	अतिक्रमण	intrång	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
ट्रैकिंग	spårning	ट्रैकिंग	spårning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
गिद्ध	gam	गिद्ध	gam	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पोस्टर	affisch	पोस्टर	affisch	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पोस्टर	affischen	पोस्टर	affischen	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
छात्रावास	studenthem	छात्रावास	studenthem	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
रंजक	pigment	रंजक	pigment	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
चॉकलेट	choklad	चॉकलेट	chokla	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
चॉकलेट	choklad	चॉकलेट	chokla	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
राइफल	gevär	राइफल	gevär	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
मेक	fabrikat	मेक	fabrika	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
बल्ले	fladdermus	बल्ले	fladdermus	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बल्ले	bat	बल्ले	bit	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्थलाकृति	topografi	स्थलाकृति	topografi	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
उछाल	studs	उछाल	stud	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सुन्दरता	skönheten	सुन्दरता	skönhet	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
सुन्दरता	skönhet	सुन्दरता	skönhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सुन्दरता	beauty	सुन्दरता	beauty	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
अंतरिम	trevande	अंतरिम	trevande	ADJ;NOM	ADJ;NOM;PRS;V.PTCP
रसोई	köket	रसोई	kök	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
रसोई	kök	रसोई	kök	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
चिकित्सालय	sjukhus	चिकित्सालय	sjukhus	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
चिकित्सालय	sjukhuset	चिकित्सालय	sjukhus	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
फंस	fångade	फँस	fånga	V;ACT	V;NOM;PL;PST;V.PTCP
चट्टानें	hamnarbetare	चट्टान	hamnarbetare	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
चट्टानें	rockar	चट्टान	rocka	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
चट्टानें	klippor	चट्टान	klippa	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
चट्टानें	stenar	चट्टान	sten	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
सजातीय	homogen	सजातीय	homogen	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
सजातीय	homogent	सजातीय	homogent	ADJ	ADJ;NOM;INDF;NEUT;SG
सजातीय	homogena	सजातीय	homogen	ADJ	ADJ;NOM;PL
किराया	hyran	किराया	hyra	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
महीना	månaden	महीना	månad	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
महीना	månad	महीना	månad	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
महीना	manad	महीना	manad	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
रिपोर्टिंग	rapportering	रिपोर्टिंग	rapportering	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
प्लेग	pest	प्लेग	pest	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्लेग	pesten	प्लेग	pest	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
निजीकरण	privatisering	निजीकरण	privatisering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कीचड़	gyttja	कीचड	gyttja	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कीचड़	lera	कीचड	lera	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
डिफ़ॉल्ट	standardvärde	डिफ़ॉल्ट	standardvärde	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
डिफ़ॉल्ट	standard	डिफ़ॉल्ट	standard	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
ड्राफ्ट	utkast	ड्राफ्ट	utkast	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
ड्राफ्ट	utkastet	ड्राफ्ट	utkasten	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
मात	maat	मात	maat	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
उपेक्षित	ignorerade	उपेक्षित	ignorera	ADJ	ADJ;NOM;PL;PST;V.PTCP
उपेक्षित	ignorerat	उपेक्षित	ignorerad	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
उपेक्षित	försummade	उपेक्षित	försumma	ADJ	ADJ;NOM;PL;PST;V.PTCP
उपेक्षित	försummat	उपेक्षित	försumma	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ज़िंदगी	life	ज़िंदगी	life	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ज़िंदगी	livet	ज़िंदगी	liv	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;SG
ज़िंदगी	livstid	ज़िंदगी	livstid	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ज़िंदगी	liv	ज़िंदगी	liv	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
दरें	satser	दर	sats	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
कॉनकॉर्ड	concorde	कॉनकॉर्ड	concorde	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
मिश्रधातु	legering	मिश्रधातु	legering	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आइटम	objekt	आइटम	objekt	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
आइटम	föremål	आइटम	föremål	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
आइटम	varan	आइटम	vara	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
आइटम	objekt	आइटम	objekt	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
आइटम	föremål	आइटम	föremål	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
फॉर्मेट	formatet	फॉर्मेट	formate	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
फॉर्मेट	format	फॉर्मेट	format	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
पांव	fot	पाँव	fot	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
झगड़ा	gräl	झगड़ा	gräl	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
मीट्रिक	mått	मीट्रिक	mått	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
मीट्रिक	måttet	मीट्रिक	måtten	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
क्रीड़ा	sport	क्रीड़ा	sport	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
क्रीड़ा	idrott	क्रीड़ा	idrott	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
क्रीड़ा	sports	क्रीड़ा	sport	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
एकाग्रता	koncentrationen	एकाग्रता	koncentration	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
एकाग्रता	koncentration	एकाग्रता	koncentration	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईकाई	unit	ईकाई	unit	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईकाई	enhet	ईकाई	enhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
ईकाई	enheten	ईकाई	enhet	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
भतीजे	systerson	भतीजा	systerson	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
भतीजे	brorson	भतीजा	brorson	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
संभाव्यता	sannolikhet	संभाव्यता	sannolikhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
दंगे	upplopp	दंगा	upplopp	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
दंगे	upploppen	दंगा	upplopp	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
संकेतक	markör	संकेतक	markör	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
संकेतक	markören	संकेतक	markör	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
संकेतक	pekare	संकेतक	pekare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्पष्टता	klarhet	स्पष्टता	klarhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
स्पष्टता	tydlighet	स्पष्टता	tydlighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
पिस्तौल	pistol	पिस्तौल	pistol	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
विभेदन	resolution	विभेदन	resolution	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
विभेदन	upplösning	विभेदन	upplösning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
गुफाएं	grottor	गुफा	grottor	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
गुफाएं	grottorna	गुफा	grotta	N;NOM;FEM;PL;3	N;NOM;DEF;MASC+FEM;PL
सूक्ष्मजैविकी	mikrobiologi	सूक्ष्मजैविकी	mikrobiologi	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सीरियल	serie	सीरियल	serie	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सीरियल	algeriet	सीरियल	algeri	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
रिवर्स	omvänt	रिवर्स	omvända	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
कार्यपालिका	executive	कार्यपालिका	executive	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
कास्ट	gips	कास्ट	gipsa	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
झटका	chock	झटका	chock	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
झटका	stöt	झटका	stöta	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
झटका	idiot	झटका	idiot	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कैदी	interner	कैदी	intern	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
विंडो	fönstret	विंडो	fönstr	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
विंडो	fönster	विंडो	fönster	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
