undervisningen	lesgeven	undervisning	lesgeven	N;DEF;MASC+FEM;SG	N;NEUT;SG
wiener	wiener	wiener	wiener	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
colin	collin	colin	collin	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
colin	colin	colin	colin	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
graven	grave	grav	grave	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
graven	graf	grav	graf	N;DEF;MASC+FEM;SG	N;NEUT;SG
efterretningstjeneste	inlichtingendienst	efterretningstjeneste	inlichtingendienst	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
efterretningstjeneste	intelligentie	efterretningstjeneste	intelligentie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
udløste	geactiveerd	udløse	activeren	V;PST;V.PTCP	V;V.PTCP
syriske	syrische	syrisk	syrisch	ADJ;PL	ADJ
syriske	syrisch	syrisk	syrisch	ADJ;PL	ADJ
anvendelser	toepassingen	anvendelse	toepassing	N;INDF;MASC+FEM;PL	N;PL
anvendelser	applicaties	anvendelse	applicatie	N;INDF;MASC+FEM;PL	N;PL
renovering	renovatie	renovering	renovatie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
renovering	verbouwing	renovering	verbouwing	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
face	gelaat	face	gelaat	N;INDF;NEUT;SG	N;NEUT;SG
face	aangezicht	face	aanzichten	N;INDF;NEUT;SG	N;NEUT;SG
face	gezicht	face	gezicht	N;INDF;NEUT;SG	N;NEUT;SG
face	face	face	face	N;INDF;NEUT;SG	N;MASC+FEM;SG
mineraler	mineralen	mineral	mineraal	N;INDF;NEUT;PL	N;PL
mineraler	delfstoffen	mineral	delfstof	N;INDF;NEUT;PL	N;PL
bosættelser	nederzettingen	bosættelse	nederzetting	N;INDF;MASC+FEM;PL	N;PL
bosættelser	schikkingen	bosættelse	schikking	N;INDF;MASC+FEM;PL	N;PL
kontrolleret	nagekeken	kontrollere	nagekijken	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kontrolleret	gecheckt	kontrollere	checken	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kontrolleret	gecontroleerd	kontrollere	controleren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kontrolleret	beheerste	kontrollere	beheersen	V;INDF;SG;PST;V.PTCP	V;SG;PST;FIN
kontrolleret	gecontroleerde	kontrollere	controleren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kontrolleret	beheerst	kontrollere	beheersen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kontrolleret	gecontroleerd	kontrollere	controleren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kontrolleret	geverifieerde	kontrollere	verifiëren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kontrolleret	gecontroleerd	kontrollere	controleren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kontrolleret	geverifieerd	kontrollere	erifiëren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
flair	flair	flair	flair	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
radar	radar	radar	radar	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
elias	elias	elias	elias	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
hertz	hertz	hertz	hertz	N;INDF;MASC+FEM;SG	N;SG
halsen	keel	hals	keel	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
halsen	hals	hals	hals	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
halsen	nek	hals	nek	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
repræsentation	representatie	repræsentation	representatie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
repræsentation	vertegenwoordiging	repræsentation	vertegenwoordiging	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
sprang	gesprongen	springe	springen	V;IND;PST;FIN;ACT	V;V.PTCP
sprang	sprong	springe	springen	V;IND;PST;FIN;ACT	V;SG;PST;FIN
sprang	overgeslagen	springe	overslaan	V;IND;PST;FIN;ACT	V;V.PTCP
tårne	torens	tå	torens	N;INDF;MASC+FEM;PL	N;PL
glee	glee	gle	glee	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
gotisk	gotische	gotisk	gotisch	ADJ;INDF;SG	ADJ
fed	gedurfd	fed	durven	ADJ;INDF;MASC+FEM;SG	ADJ
fed	brutaal	fed	brutaal	ADJ;INDF;MASC+FEM;SG	ADJ
fed	dikke	fed	dik	ADJ;INDF;MASC+FEM;SG	ADJ
fed	dik	fed	dik	ADJ;INDF;MASC+FEM;SG	ADJ
iss	iss	iss	zijn	N;INDF;NEUT;SG	N;NEUT;SG
ministerium	ministerie	ministerium	ministerie	N;INDF;NEUT;SG	N;NEUT;SG
ækvator	evenaar	ækvator	evenaar	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
prøvet	geprobeerd	prøve	proberen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
prøvet	uitgeprobeerd	prøve	uitproberen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
prøvet	probeerde	prøve	proberen	V;INDF;SG;PST;V.PTCP	V;SG;PST;FIN
prøvet	getest	prøve	esten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
prøvet	beproefd	prøve	beproeven	V;INDF;SG;PST;V.PTCP	V;V.PTCP
prøvet	geteste	prøve	esten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
biografier	biografieën	biografi	biografieën	N;INDF;MASC+FEM;PL	N;PL
sagn	legende	sagn	legende	N;INDF;NEUT;SG	N;MASC+FEM;SG
sagn	legend	sagn	legend	N;INDF;NEUT;SG	N;MASC+FEM;SG
sagn	folklore	sagn	folklore	N;INDF;NEUT;SG	N;MASC+FEM;SG
blank	glanzend	blank	glanzend	ADJ;INDF;MASC+FEM;SG	ADJ
blank	glanzende	blank	glanzende	ADJ;INDF;MASC+FEM;SG	ADJ
blank	leeg	blank	leeg	ADJ;INDF;MASC+FEM;SG	ADJ
alpes	alpes	alpes	alpes	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
asger	asger	asge	asger	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
aktuelt	huidig	aktuel	huidig	ADJ;INDF;NEUT;SG	ADJ
aktuelt	huidige	aktuel	huidig	ADJ;INDF;NEUT;SG	ADJ
aktuelt	actueel	aktuel	actueel	ADJ;INDF;NEUT;SG	ADJ
aktuelt	actueel	aktuel	actueel	ADJ;INDF;NEUT;SG	ADJ
aktuelt	momenteel	aktuel	momenteel	ADJ;INDF;NEUT;SG	ADJ
argentinske	argentijns	argentinsk	argentijns	ADJ;PL	ADJ
argentinske	argentijnse	argentinsk	argentijns	ADJ;PL	ADJ
leningrad	leningrad	leningrad	leningrad	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
atlantis	atlantis	atlantis	atlantis	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
smart	slimme	smart	slim	ADJ;INDF;SG	ADJ
smart	slim	smart	slim	ADJ;INDF;SG	ADJ
smart	sjiek	smart	sjiek	ADJ;INDF;SG	ADJ
smart	slimme	smart	slim	ADJ;INDF;SG	ADJ
smart	slim	smart	slim	ADJ;INDF;SG	ADJ
fangenskab	gevangenschap	fangenskab	gevangenschap	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
holding	holding	holding	holding	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
roland	roland	roland	roland	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
turner	turner	turner	turner	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
primitive	primitieve	primitiv	primitief	ADJ;PL	ADJ
primitive	primitief	primitiv	primitief	ADJ;PL	ADJ
udnævnelse	voordracht	udnævnelse	voordracht	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
udnævnelse	nominatie	udnævnelse	nominatie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
udnævnelse	afspraak	udnævnelse	afspraak	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
udnævnelse	benoeming	udnævnelse	benoeming	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
udnævnelse	aanstelling	udnævnelse	aanstelling	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ligue	ligue	ligue	ligue	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
afhængige	afhankelijke	afhængig	afhankelijk	ADJ;PL	ADJ
afhængige	afhankelijk	afhængig	afhankelijk	ADJ;PL	ADJ
cirkus	circus	cirkus	circus	N;INDF;NEUT;SG	N;NEUT;SG
hud	hud	hud	hud	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
hud	huid	hud	huid	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
hud	skin	hud	skin	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
landing	aanvoer	landing	aanvoer	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
landing	aanlanding	landing	aanlanding	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
landing	landing	landing	landing	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
skyder	schieten	skyde	schieten	V;IND;PRS;FIN;ACT	V;NFIN
skyder	schiet	skyde	schieten	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
skyder	schieten	skyde	schieten	V;IND;PRS;FIN;ACT	V;NFIN
skyder	vuren	skyde	vuren	V;IND;PRS;FIN;ACT	V;NFIN
skyder	afvuren	skyde	afvuren	V;IND;PRS;FIN;ACT	V;NFIN
indledning	inleiding	indledning	inleiding	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indledning	invoering	indledning	invoering	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indledning	introductie	indledning	introductie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indledning	inwijding	indledning	inwijding	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indledning	initiatie	indledning	initiatie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
præsenterede	gepresenteerde	præsentere	presenteren	V;PL;PST;V.PTCP	V;V.PTCP
præsenterede	aangeboden	præsentere	aanbieden	V;PL;PST;V.PTCP	V;V.PTCP
præsenterede	gepresenteerd	præsentere	presenteren	V;PL;PST;V.PTCP	V;V.PTCP
dekoreret	gedecoreerd	dekorere	decoreren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
dekoreret	ingericht	dekorere	inrichten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
dekoreret	versierd	dekorere	versieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
syndrom	syndroom	syndrom	syndroom	N;INDF;MASC+FEM;SG	N;NEUT;SG
orientering	briefing	orientering	briefing	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
orientering	oriëntatie	orientering	oriëntatie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
orientering	oriëntering	orientering	oriëntering	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
hegn	omheining	hegn	omheining	N;INDF;NEUT;SG	N;MASC+FEM;SG
hegn	schutting	hegn	schutting	N;INDF;NEUT;SG	N;MASC+FEM;SG
hegn	heler	hegn	heler	N;INDF;NEUT;SG	N;MASC+FEM;SG
hegn	omheining	hegn	omheining	N;INDF;NEUT;SG	N;MASC+FEM;SG
hegn	hek	hegn	hek	N;INDF;NEUT;SG	N;NEUT;SG
massiv	massief	massiv	massief	ADJ;INDF;MASC+FEM;SG	ADJ
massiv	enorme	massiv	enorm	ADJ;INDF;MASC+FEM;SG	ADJ
massiv	massaal	massiv	massaal	ADJ;INDF;MASC+FEM;SG	ADJ
massiv	massale	massiv	massaal	ADJ;INDF;MASC+FEM;SG	ADJ
meninger	adviezen	mening	advies	N;INDF;MASC+FEM;PL	N;PL
meninger	meningen	mening	mening	N;INDF;MASC+FEM;PL	N;PL
meninger	opinies	mening	opinie	N;INDF;MASC+FEM;PL	N;PL
groft	grofweg	groft	grofweg	ADV	ADV
krydset	kruispunt	kryds	kruispunt	N;DEF;NEUT;SG	N;NEUT;SG
krydset	kruising	kryds	kruising	N;DEF;NEUT;SG	N;MASC+FEM;SG
ledsaget	vergezelde	ledsag	vergezellen	V;INDF;SG;PST;V.PTCP	V;SG;PST;FIN
ledsaget	vergezeld	ledsag	vergezellen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
slagskibe	slagschepen	slagskib	slagschip	N;INDF;NEUT;PL	N;PL
litteraturen	literatuur	litteratur	literatuur	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
gennemgang	beoordeling	gennemgang	beoordeling	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
gennemgang	recensie	gennemgang	recensie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
gennemgang	herziening	gennemgang	herziening	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
butler	butler	butle	butler	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
kaos	kaos	kaos	kaos	N;INDF;NEUT;SG	N;MASC+FEM;SG
kaos	chaos	kaos	chaos	N;INDF;NEUT;SG	N;MASC+FEM;SG
marina	jachthaven	marina	jachthaven	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
arrangerede	gearrangeerd	arrangere	arrangeren	V;IND;PST;FIN;ACT	V;V.PTCP
arrangerede	geregeld	arrangere	regelen	V;IND;PST;FIN;ACT	V;V.PTCP
augustenborg	augustenburg	augustenborg	augustenburg	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
konsul	consul	konsul	consul	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
kvaliteten	kwaliteit	kvalitet	kwaliteit	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
sværere	moeilijker	svær	moeilijk	ADJ;CMPR	ADJ;CMPR
sværere	harder	svær	hard	ADJ;CMPR	ADJ;CMPR
sværere	hardere	svær	hard	ADJ;CMPR	ADJ;CMPR
sværere	lastiger	svær	lastig	ADJ;CMPR	ADJ;CMPR
teknikken	techniek	teknik	techniek	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
hangarskibe	vervoerders	hangarskib	vervoerder	N;INDF;MASC+FEM;PL	N;PL
hangarskibe	dragers	hangarskib	drager	N;INDF;MASC+FEM;PL	N;PL
hangarskibe	vliegdekschepen	hangarskib	vliegdekschip	N;INDF;MASC+FEM;PL	N;PL
geologi	geologie	geologi	geologie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
johnston	johnston	johnston	johnston	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
luftwaffe	luftwaffe	luftwaffe	luftwaffen	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
begrænsninger	beperkingen	begrænsning	beperking	N;INDF;MASC+FEM;PL	N;PL
begrænsninger	restricties	begrænsning	restrictie	N;INDF;MASC+FEM;PL	N;PL
begrænsninger	beperkingen	begrænsning	beperking	N;INDF;MASC+FEM;PL	N;PL
begrænsninger	limieten	begrænsning	limiet	N;INDF;MASC+FEM;PL	N;PL
begrænsninger	grenzen	begrænsning	grens	N;INDF;MASC+FEM;PL	N;PL
begrænsninger	restricties	begrænsning	restrictie	N;INDF;MASC+FEM;PL	N;PL
begrænsninger	beperkingen	begrænsning	beperking	N;INDF;MASC+FEM;PL	N;PL
gaver	cadeautjes	gave	cadeautje	N;INDF;MASC+FEM;PL	N;PL
gaver	cadeaus	gave	cadeaus	N;INDF;MASC+FEM;PL	N;PL
gaver	geschenken	gave	geschenken	N;INDF;MASC+FEM;PL	N;PL
gaver	cadeaus	gave	cadeaus	N;INDF;MASC+FEM;PL	N;PL
gaver	cadeautjes	gave	cadeautje	N;INDF;MASC+FEM;PL	N;PL
soldaterne	soldaten	soldat	soldaat	N;DEF;MASC+FEM;PL	N;PL
oplevelse	ervaring	oplevelse	ervaring	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
mystiske	geheimzinnig	mystisk	geheimzinnig	ADJ;PL	ADJ
mystiske	mysterieuze	mystisk	mysterieus	ADJ;PL	ADJ
mystiske	geheimzinnige	mystisk	geheimzinnig	ADJ;PL	ADJ
mystiske	mysterieus	mystisk	mysterieus	ADJ;PL	ADJ
mystiske	mystieke	mystisk	mystiek	ADJ;PL	ADJ
mystiske	mystieke	mystisk	mystiek	ADJ;PL	ADJ
massakren	massamoord	massakr	massamoord	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
massakren	slachting	massakr	slachting	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
massakren	slachtpartij	massakr	slachtpartij	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
massakren	bloedbad	massakr	bloedbad	N;DEF;MASC+FEM;SG	N;NEUT;SG
paradise	paradijs	paradis	paradijs	N;INDF;MASC+FEM;SG	N;NEUT;SG
paradise	paradise	paradis	paradise	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
kvartfinalen	kwartfinale	kvartfinale	kwartfinale	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
glade	vrolijk	glad	vrolijk	ADJ;PL	ADJ
glade	blij	glad	blij	ADJ;PL	ADJ
glade	tevreden	glad	tevreden	ADJ;PL	ADJ
glade	gelukkig	glad	gelukkig	ADJ;PL	ADJ
krater	krater	krate	kraat	N;INDF;NEUT;SG	N;MASC+FEM;SG
bestilt	geboekt	bestille	boeken	V;INDF;SG;PST;V.PTCP	V;V.PTCP
bestilt	bevolen	bestille	bevelen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
bestilt	geordend	bestille	ordenen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
bestilt	besteld	bestille	bestellen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
bestilt	bestelde	bestille	bestellen	V;INDF;SG;PST;V.PTCP	V;SG;PST;FIN
queens	queens	que	queens	N;GEN;DEF;MASC+FEM;SG	N;SG
moser	moerassen	mose	moeras	N;INDF;MASC+FEM;PL	N;PL
astronomi	astronomie	astronomi	astronomie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
afsluttende	afwerken	afslutte	afwerken	V;PRS;V.PTCP	V;NFIN
afsluttende	sluiten	afslutte	sluiten	V;PRS;V.PTCP	V;NFIN
profession	beroepsgroep	profession	beroepsgroep	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
profession	beroep	profession	beroep	N;INDF;MASC+FEM;SG	N;NEUT;SG
rigeste	rijkste	rig	rijk	ADJ;DEF;RL	ADJ;RL
rigeste	rijkste	rig	rijk	ADJ;DEF;RL	ADJ;RL
forretningsmand	zakenman	forretningsmand	zakenman	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
karakterer	cijfers	karakter	cijfer	N;INDF;MASC+FEM;PL	N;PL
karakterer	rangen	karakter	rangen	N;INDF;MASC+FEM;PL	N;PL
karakterer	personages	karakter	personage	N;INDF;MASC+FEM;PL	N;PL
karakterer	tekens	karakter	teken	N;INDF;MASC+FEM;PL	N;PL
karakterer	karakters	karakter	karakter	N;INDF;MASC+FEM;PL	N;PL
provinserne	provincies	provins	provincie	N;DEF;MASC+FEM;PL	N;PL
arving	erfgename	arving	erfgenaam	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
arving	erfgenaam	arving	erfgenaam	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
fattig	arme	fattig	arm	ADJ;INDF;MASC+FEM;SG	ADJ
fattig	arm	fattig	arm	ADJ;INDF;MASC+FEM;SG	ADJ
juliane	juliane	juliane	juliane	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
funktionen	functie	funktion	functie	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
funktionen	kenmerk	funktion	kenmerk	N;DEF;MASC+FEM;SG	N;NEUT;SG
funktionen	functie	funktion	functie	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
dagmar	dagmar	dagmar	dagmar	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
avanceret	geavanceerd	avanceret	avanceren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
avanceret	geavanceerde	avanceret	avanceren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
avanceret	gevorderd	avanceret	vorderen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
udsatte	kwetsbare	udsat	kwetsbaar	ADJ;PL	ADJ
udsatte	kwetsbaar	udsat	kwetsbaar	ADJ;PL	ADJ
beregninger	berekeningen	beregning	berekening	N;INDF;MASC+FEM;PL	N;PL
varieret	gevarieerd	variere	variëren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
varieret	gevarieerde	variere	variëren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
stjernen	ster	stjerne	ster	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
stjernen	star	stjerne	star	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
håndværkere	ambachtslieden	håndværker	ambachtslied	N;INDF;NEUT;PL	N;PL
håndværkere	ambachtslieden	håndværker	ambachtslied	N;INDF;NEUT;PL	N;PL
skånske	schoonse	skånsk	schoons	ADJ;PL	ADJ
kalk	calcium	kalk	calcium	N;INDF;NEUT;SG	N;MASC+FEM;SG
kalk	limoen	kalk	limoen	N;INDF;NEUT;SG	N;MASC+FEM;SG
kalk	kalk	kalk	kalk	N;INDF;NEUT;SG	N;MASC+FEM;SG
kalk	lime	kalk	lim	N;INDF;NEUT;SG	N;MASC+FEM;SG
distribution	distributie	distribution	distributie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
distribution	verdeling	distribution	verdeling	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
smal	smalle	smal	smal	ADJ;INDF;MASC+FEM;SG	ADJ
smal	smal	smal	smal	ADJ;INDF;MASC+FEM;SG	ADJ
mekaniske	mechanisch	mekanisk	mechanisch	ADJ;PL	ADJ
mekaniske	mechanische	mekanisk	mechanisch	ADJ;PL	ADJ
litterær	literair	litterær	literair	ADJ;INDF;MASC+FEM;SG	ADJ
litterær	literaire	litterær	literair	ADJ;INDF;MASC+FEM;SG	ADJ
fylde	aanvullen	fylde	aanvullen	V;NFIN;ACT	V;NFIN
fylde	vullen	fylde	vullen	V;NFIN;ACT	V;NFIN
fylde	vul	fylde	vul	V;NFIN;ACT	V;SG;PRS;FIN
fylde	opvullen	fylde	opvullen	V;NFIN;ACT	V;NFIN
dokumentar	docu	dokumentar	docu	N;INDF;NEUT;SG	N;MASC+FEM;SG
farvande	wateren	farvand	wateren	N;INDF;NEUT;PL	N;PL
platforme	platforms	platform	platform	N;INDF;MASC+FEM;PL	N;PL
platforme	platformen	platform	platform	N;INDF;MASC+FEM;PL	N;PL
gener	genen	gen	gen	N;INDF;NEUT;PL	N;PL
generaler	generaals	general	generaal	N;INDF;MASC+FEM;PL	N;PL
teatre	theaters	teater	theater	N;INDF;NEUT;PL	N;PL
teatre	bioscopen	teater	bioscoop	N;INDF;NEUT;PL	N;PL
understøtter	ondersteunt	understøtte	ondersteunen	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
understøtter	steunt	understøtte	steunen	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
flytning	verhuizing	flytning	verhuizing	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
flytning	verplaatsing	flytning	verplaatsing	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
flytning	verplaatsing	flytning	verplaatsing	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
flytning	beweging	flytning	beweging	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
munke	monniken	munke	monniken	N;INDF;MASC+FEM;PL	N;PL
undersøgte	onderzocht	undersøge	onderzoeken	V;IND;PST;FIN;ACT	V;V.PTCP
undersøgte	onderzocht	undersøge	onderzoeken	V;IND;PST;FIN;ACT	V;V.PTCP
mexicansk	mexicaanse	mexicansk	mexicaans	ADJ;INDF;SG	ADJ
mexicansk	mexicaans	mexicansk	mexicaans	ADJ;INDF;SG	ADJ
gottlieb	gottlieb	gottlie	gottlieb	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
offensiven	offensief	offensiv	offensief	N;DEF;MASC+FEM;SG	N;NEUT;SG
turnerede	toerde	turnere	toeren	V;IND;PST;FIN;ACT	V;SG;PST;FIN
elektroner	elektronen	elektrone	elektroon	N;INDF;MASC+FEM;PL	N;PL
anerkende	erken	anerkende	erk	V;NFIN;ACT	V;SG;PRS;FIN
anerkende	erkennen	anerkende	erkennen	V;NFIN;ACT	V;NFIN
anerkende	herken	anerkende	herken	V;NFIN;ACT	V;PRS;FIN
anerkende	erkennen	anerkende	erkennen	V;NFIN;ACT	V;NFIN
anerkende	herkennen	anerkende	herkennen	V;NFIN;ACT	V;NFIN
påstande	claims	påstande	claim	N;INDF;MASC+FEM;PL	N;PL
påstande	vorderingen	påstande	vordering	N;INDF;MASC+FEM;PL	N;PL
påstande	beweringen	påstande	bewering	N;INDF;MASC+FEM;PL	N;PL
påstande	beschuldigingen	påstande	beschuldiging	N;INDF;MASC+FEM;PL	N;PL
påstande	aantijgingen	påstande	aantijging	N;INDF;MASC+FEM;PL	N;PL
påstande	beweringen	påstande	bewering	N;INDF;MASC+FEM;PL	N;PL
påstande	beweringen	påstande	bewering	N;INDF;MASC+FEM;PL	N;PL
riges	rijk	rig	rijk	ADJ;GEN	ADJ
eftermiddagen	middag	eftermiddag	middag	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
eftermiddagen	namiddag	eftermiddag	namiddag	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
kigger	kijken	kigge	kijken	V;IND;PRS;FIN;ACT	V;NFIN
kigger	kijken	kigge	kijken	V;IND;PRS;FIN;ACT	V;NFIN
wisconsin	wisconsin	wisconsin	wisconsin	N;INDF;NEUT;SG	N;MASC+FEM;SG
deutschen	deutschen	deutschen	deutschen	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
vedligeholdelse	onderhoud	vedligeholdelse	onderhoud	N;INDF;MASC+FEM;SG	N;NEUT;SG
sid	sid	sid	sid	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
perfekt	perfect	perfekt	perfect	ADJ;INDF;SG	ADJ
perfekt	perfecte	perfekt	perfect	ADJ;INDF;SG	ADJ
fugtige	vochtige	fugtig	vochtig	ADJ;PL	ADJ
fugtige	vochtig	fugtig	vochtig	ADJ;PL	ADJ
fugtige	vochtig	fugtig	vochtig	ADJ;PL	ADJ
seere	kijkers	seer	kijker	N;INDF;MASC+FEM;PL	N;PL
udfald	uitkomst	udfald	uitkomst	N;INDF;NEUT;SG	N;MASC+FEM;SG
udfald	resultaat	udfald	resultaat	N;INDF;NEUT;SG	N;NEUT;SG
persisk	perzisch	persisk	perzisch	ADJ;INDF;SG	ADJ
persisk	perzische	persisk	perzisch	ADJ;INDF;SG	ADJ
forudsætning	veronderstelling	forudsætning	veronderstelling	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
hovedperson	hoofdpersoon	hovedperson	hoofdpersoon	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
kunstig	kunstmatige	kunstig	kunstmatig	ADJ;INDF;MASC+FEM;SG	ADJ
kunstig	kunstmatig	kunstig	kunstmatig	ADJ;INDF;MASC+FEM;SG	ADJ
fods	voet	fod	voet	N;INDF	N;MASC+FEM;SG
fænomenet	fenomeen	fænomene	fenomeen	N;DEF;NEUT;SG	N;NEUT;SG
fænomenet	verschijnsel	fænomene	verschijnsel	N;DEF;NEUT;SG	N;NEUT;SG
dramatiker	toneelschrijver	dramatiker	toneelschrijver	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
bæres	gedragen	bære	dragen	V;IND;PRS;FIN;PASS	V;V.PTCP
bæres	versleten	bære	verslijten	V;IND;PRS;FIN;PASS	V;V.PTCP
fotos	fotos	fotos	fotos	N;INDF;NEUT;PL	N;PL
stage	podium	stage	podium	N;INDF;MASC+FEM;SG	N;NEUT;SG
