die	the	die	the	DET;DEF	DET;DEF
reëlings	plans	reëling	plan	N;PL	N;PL
hellenistiese	hellenistic	hellenisties	hellenistic	ADJ;NOM	ADJ
presidente	presidents	president	president	N;PL	N;PL
biblioteke	libraries	bibliotek	library	N;PL	N;PL
pleeg	consult	pleeg	consult	V;PRS	V;IMP;FIN
bid	pray	bid	pray	V;PRS	V;IMP;FIN
bid	prays	bid	pray	V;PRS	V;IND;SG;3;PRS;FIN
kliënte	clients	kliënt	client	N;PL	N;PL
dames	ladies	dame	lady	N;PL	N;PL
moordenaar	killer	moordenaar	killer	N;SG	N;SG
sangers	singers	sangers	singer	N;PL	N;PL
onsekerheid	uncertainty	onsekerheid	uncertainty	N;SG	N;SG
sekerheid	confidence	sekerheid	confidence	N;SG	N;SG
druiwe	grape	druif	grape	N;SG	N;SG
metgesel	partner	metgesel	partner	N;SG	N;SG
banknote	banknote	banknote	banknote	N;SG	N;SG
poste	jobs	pos	job	N;PL	N;PL
kubaanse	cuban	kubaans	cuban	ADJ;NOM	ADJ
verbranding	combustion	verbranding	combustion	N;SG	N;SG
middag	afternoon	middag	afternoon	N;SG	N;SG
maklike	easy	maklik	easy	ADJ;NOM	ADJ
verrigtinge	proceedings	verrigting	proceedings	N;PL	N;PL
penis	penis	penis	penis	N;SG	N;SG
gaste	attendees	gas	attendee	N;PL	N;PL
gaste	guests	gas	guest	N;PL	N;PL
kombinasies	combinations	kombinasie	combination	N;PL	N;PL
mineraal	mineral	mineraal	mineral	N;SG	N;SG
fonetiese	phonetic	foneties	phonetic	ADJ;NOM	ADJ
pireneë	pyrenees	pirene	pyrenee	N;PL	N;PL
gevangene	prisoner	gevang	prisoner	N;SG	N;SG
blokke	blocks	blok	block	N;PL	N;PL
trias	triassic	trias	triassic	N;SG	N;SG
migreer	migrate	migreer	migrate	V;PRS	V;IMP;FIN
verslaggewer	reporter	verslaggewer	reporter	N;SG	N;SG
aanbeveling	recommendation	aanbeveling	recommendation	N;SG	N;SG
uitslae	results	uitslag	result	N;PL	N;PL
tone	toes	tone	toe	N;PL	N;PL
swaard	sword	swaard	sword	N;SG	N;SG
behuising	housing	behuising	housing	N;SG	N;SG
gediagnoseer	diagnosed	diagnoseer	diagnose	V;PST;V.PTCP	V;PST;V.PTCP
hospitale	hospitals	hospitaal	hospital	N;PL	N;PL
lane	lane	lane	lane	N;SG	N;SG
beserings	injuries	besering	injury	N;PL	N;PL
gesink	sank	gesink	sank	V;PST;V.PTCP	V;IND;PST;FIN
grasveld	grassland	grasveld	grassland	N;SG	N;SG
kodes	codes	kode	code	N;PL	N;PL
skok	shock	skok	shock	N;SG	N;SG
lugdiens	airline	lugdiens	airline	N;SG	N;SG
oorwin	defeat	oorwin	defeat	V;PRS	V;IMP;FIN
gedek	covered	dek	cover	V;PST;V.PTCP	V;PST;V.PTCP
prosedure	procedure	prosedure	procedure	N;SG	N;SG
aanpassing	adaptation	aanpassing	adaptation	N;SG	N;SG
luislang	python	luislang	python	N;SG	N;SG
pyp	pipe	pyp	pipe	N;SG	N;SG
gerapporteer	reported	rapporteer	report	V;PST;V.PTCP	V;PST;V.PTCP
gewag	waiting	gewag	wait	V;PST;V.PTCP	V;V.MSDR
wonings	lodges	woning	lodge	N;PL	N;PL
wedloop	scramble	wedloop	scramble	N;SG	N;SG
koppie	cup	koppie	cup	N;SG	N;SG
vlam	flame	vlam	flame	N;SG	N;SG
gewaarsku	warned	gewaarsku	warn	V;PST;V.PTCP	V;PST;V.PTCP
ministerie	ministry	ministerie	ministry	N;SG	N;SG
ontwikkelings	developments	ontwikkeling	development	N;PL	N;PL
webwerwe	sites	webwerwe	site	N;PL	N;PL
webwerwe	websites	webwerwe	website	N;PL	N;PL
bedoeling	intention	bedoeling	intention	N;SG	N;SG
transformasie	transformation	transformasie	transformation	N;SG	N;SG
assosiasie	association	assosiasie	association	N;SG	N;SG
infanterie	infantry	infanterie	infantry	N;SG	N;SG
opgeknap	refurbished	opknap	refurbish	V;PST;V.PTCP	V;PST;V.PTCP
grafiek	graph	grafiek	graph	N;SG	N;SG
sondae	sundays	sondae	sundays	N;PL	N;PL
restourasie	restoration	restourasie	restoration	N;SG	N;SG
ruiter	knight	ruiter	knight	N;SG	N;SG
uitgestel	postponed	uitstel	postpone	V;PST;V.PTCP	V;PST;V.PTCP
kruie	herb	kruie	herb	N;SG	N;SG
voorreg	privilege	voorreg	privilege	N;SG	N;SG
bewussyn	conscience	bewussyn	conscience	N;SG	N;SG
bewussyn	consciousness	bewussyn	consciousness	N;SG	N;SG
beligting	lighting	beligting	lighting	N;SG	N;SG
werkwoorde	verbs	werkwoord	verb	N;PL	N;PL
israeliese	israeli	israelies	israeli	ADJ;NOM	ADJ
joernaliste	journalists	joernalis	journalist	N;PL	N;PL
oplos	dissolve	oplos	dissolve	V;PRS	V;IMP;FIN
hantering	handling	hantering	handling	N;SG	N;SG
regverdig	justify	regverdig	justify	V;PRS	V;IMP;FIN
vrouens	women	vrou	woman	N;PL	N;PL
metaan	methane	metaan	methane	N;SG	N;SG
alreeds	already	alreeds	already	ADV	ADV
openbaring	consumer	openbaring	consumer	N;SG	N;SG
maandelikse	monthly	maandeliks	monthly	ADJ;NOM	ADJ
palestynse	palestinian	palestyns	palestinian	ADJ;NOM	ADJ
reisigers	travellers	reisiger	traveller	N;PL	N;PL
vloeiende	flowing	vloei	flow	N;SG	N;SG
regulasies	regulations	regulasie	regulation	N;PL	N;PL
