まで	hasta	まで	hasta	ADP	ADP
先生	sensei	先生	sensei	N	N;MASC;SG
先生	maestra	先生	maestro	N	N;FEM;SG
先生	maestro	先生	maestro	N	N;MASC;SG
先生	docente	先生	docente	N	N;SG
先生	profesor	先生	profesor	N	N;MASC;SG
先生	profesora	先生	profesora	N	N;FEM;SG
先生	medico	先生	medico	N	N;MASC;SG
先生	médico	先生	médico	N	N;MASC;SG
先生	doctora	先生	doctora	N	N;FEM;SG
先生	doctor	先生	doctor	N	N;MASC;SG
訓練	entrenando	訓練	entrenar	V	V;V.MSDR
ハウス	house	ハウス	house	N	N;MASC;SG
ハウス	casita	ハウス	casita	N	N;FEM;SG
ハウス	casa	ハウス	casa	N	N;FEM;SG
展示	exponer	展示	exponer	V	V;NFIN
検索	buscar	検索	buscar	V	V;NFIN
検索	busque	検索	buscar	V	V;IMP;SG;3;FIN
検索	buscando	検索	buscar	V	V;V.MSDR
対策	contramedidas	対策	contramedida	N	N;FEM;PL
ポール	pablo	ポール	pablo	N	N;MASC;SG
会員	miembro	会員	miembro	N	N;MASC;SG
会員	membresía	会員	membresía	N	N;FEM;SG
会員	miembros	会員	miembro	N	N;MASC;PL
会員	pertenencia	会員	pertenencia	N	N;FEM;SG
会員	afiliación	会員	afiliación	N	N;FEM;SG
トンネル	túnel	トンネル	túnel	N	N;MASC;SG
トンネル	tunel	トンネル	tunel	N	N;MASC;SG
トンネル	túneles	トンネル	túnel	N	N;MASC;PL
チャート	gráficos	チャート	gráfico	N	N;MASC;PL
内部	interior	内部	interior	N	N;MASC;SG
グリーン	green	グリーン	green	N	N;SG
竣工	terminación	竣工	terminación	N	N;FEM;SG
竣工	finalización	竣工	finalización	N	N;FEM;SG
竣工	conclusión	竣工	conclusión	N	N;FEM;SG
カール	rizo	カール	rezo	N	N;MASC;SG
戦車	tanques	戦車	tanque	N	N;MASC;PL
戦車	tanque	戦車	tanque	N	N;MASC;SG
戦車	cisterna	戦車	cisterna	N	N;FEM;SG
戦車	tanques	戦車	tanque	N	N;MASC;PL
戦車	cisternas	戦車	cisterna	N	N;FEM;PL
スキー	esqui	スキー	esqui	N	N;MASC;SG
スキー	ski	スキー	ski	N	N;MASC
スキー	esquí	スキー	esquí	N	N;MASC;SG
スキー	esquí	スキー	esquí	N	N;MASC;SG
愛称	apodo	愛称	apodo	N	N;MASC;SG
愛称	mote	愛称	mote	N	N;MASC;SG
愛称	sobrenombre	愛称	sobrenombre	N	N;MASC;SG
愛称	apodos	愛称	apodo	N	N;MASC;PL
再	reapertura	再	reapertura	N	N;FEM;SG
再	curriculum	再	curriculum	N	N;MASC;SG
再	reanudación	再	reanudación	N	N;FEM;SG
再	currículum	再	currículum	N	N;MASC;SG
一番	ichiban	一番	ichibir	N	N;FEM;PL
機器	dispositivos	機器	dispositivo	N	N;MASC;PL
機器	dispositivo	機器	dispositivo	N	N;MASC;SG
機器	equipamientos	機器	equipamiento	N	N;MASC;PL
機器	equipamiento	機器	equipamiento	N	N;MASC;SG
機器	equipo	機器	equipo	N	N;MASC;SG
機器	equipos	機器	equipo	N	N;MASC;PL
機器	dispositivos	機器	dispositivo	N	N;MASC;PL
機器	aparatos	機器	aparato	N	N;MASC;PL
プロダクション	produccion	プロダクション	produccion	N	N;FEM;SG
プロダクション	producción	プロダクション	producción	N	N;FEM;SG
スタッフ	staff	スタッフ	staff	N	N;MASC;SG
プログラム	programa	プログラム	programa	N	N;MASC;SG
プログラム	programa	プログラム	programa	N	N;MASC;SG
プログラム	programas	プログラム	programa	N	N;MASC;PL
アカデミー	academy	アカデミー	academy	N	N
アカデミー	academia	アカデミー	academia	N	N;FEM;SG
アカデミー	academias	アカデミー	academia	N	N;FEM;PL
司会	moderador	司会	moderador	N	N;MASC;SG
司会	presentador	司会	presentador	N	N;MASC;SG
司会	presentadora	司会	presentador	N	N;FEM;SG
二	dos	二	dos	NUM	NUM;PL
改善	mejorando	改善	mejorar	V	V;V.MSDR
改善	mejorar	改善	mejorar	V	V;NFIN
改善	mejore	改善	mejorar	V	V;IMP;SG;3;FIN
改善	mejorar	改善	mejorar	V	V;NFIN
文書	documento	文書	documento	N	N;MASC;SG
文書	documentación	文書	documentación	N	N;FEM;SG
文書	documentos	文書	documento	N	N;MASC;PL
世代	generación	世代	generación	N	N;FEM;SG
世代	generación	世代	generación	N	N;FEM;SG
世代	generaciones	世代	generación	N	N;FEM;PL
ネットワーク	network	ネットワーク	network	N	N;SG
ネットワーク	red	ネットワーク	red	N	N;FEM;SG
ネットワーク	redes	ネットワーク	red	N	N;FEM;PL
審査	examen	審査	examen	N	N;MASC;SG
審査	revisión	審査	revisión	N	N;FEM;SG
審査	reseña	審査	reseñar	N	N;FEM;SG
審査	examen	審査	examen	N	N;MASC;SG
重量	peso	重量	peso	N	N;MASC;SG
観測	observó	観測	observar	V	V;IND;SG;3;PST;FIN
観測	observando	観測	observar	V	V;V.MSDR
会場	lugar	会場	lugar	N	N;MASC;SG
会場	sedes	会場	sede	N	N;FEM;PL
プレイヤー	player	プレイヤー	player	N	N;SG
プレイヤー	reproductor	プレイヤー	reproductor	N	N;MASC;SG
プレイヤー	jugador	プレイヤー	jugador	N	N;MASC;SG
プレイヤー	jugadora	プレイヤー	jugadora	N	N;FEM;SG
プレイヤー	jugadores	プレイヤー	jugador	N	N;MASC;PL
プレイヤー	reproductores	プレイヤー	reproductor	N	N;MASC;PL
河川	rio	河川	rio	N	N;MASC;SG
河川	río	河川	río	N	N;MASC;SG
河川	rios	河川	rio	N	N;MASC;PL
河川	rivers	河川	river	N	N
河川	ríos	河川	río	N	N;MASC;PL
クイズ	cuestionario	クイズ	cuestionario	N	N;MASC;SG
巨大	inmensa	巨大	inmenso	ADJ	ADJ;FEM;SG
巨大	inmenso	巨大	inmenso	ADJ	ADJ;MASC;SG
巨大	enormes	巨大	enorme	ADJ	ADJ;PL
巨大	enorme	巨大	enorme	ADJ	ADJ;SG
伝統	tradición	伝統	tradición	N	N;FEM;SG
伝統	tradiciones	伝統	tradición	N	N;FEM;PL
伝統	tradiciones	伝統	tradición	N	N;FEM;PL
ナイト	caballero	ナイト	caballero	N	N;MASC;SG
ナイト	knight	ナイト	knight	N	N;SG
ナイト	noche	ナイト	noche	N	N;FEM;SG
ナイト	noches	ナイト	noche	N	N;FEM;PL
ナイト	night	ナイト	night	N	N
区分	categoria	区分	categoria	N	N;FEM;SG
区分	categoría	区分	categoría	N	N;FEM;SG
旅行	viajar	旅行	viajar	V	V;NFIN
旅行	viajando	旅行	viajar	V	V;V.MSDR
旅行	viajar	旅行	viajar	V	V;NFIN
旅行	viajando	旅行	viajar	V	V;V.MSDR
旅行	viajar	旅行	viajar	V	V;NFIN
後継	sucesores	後継	sucesor	N	N;MASC;PL
月曜	lunes	月曜	lunes	N	N
比較	comparar	比較	comparar	V	V;NFIN
比較	compare	比較	comparar	V	V;IMP;SG;3;FIN
比較	compara	比較	comparar	V	V;IND;SG;3;PRS;FIN
貴族	nobles	貴族	noble	N	N;PL
貴族	nobleza	貴族	nobleza	N	N;FEM;SG
向上	mejore	向上	mejorar	V	V;IMP;SG;3;FIN
向上	mejorar	向上	mejorar	V	V;NFIN
バトル	batalla	バトル	batalla	N	N;FEM;SG
バトル	combate	バトル	combate	N	N;MASC;SG
バトル	batallas	バトル	batalla	N	N;FEM;PL
日曜	domingos	日曜	domingo	N	N;MASC;PL
ダンス	baile	ダンス	baile	N	N;MASC;SG
ダンス	bailes	ダンス	bail	N	N;MASC;PL
ダンス	danza	ダンス	danza	N	N;FEM;SG
ダンス	baile	ダンス	baile	N	N;MASC;SG
ダンス	bailes	ダンス	bail	N	N;MASC;PL
ダンス	danza	ダンス	danza	N	N;FEM;SG
資格	calificaciones	資格	calificación	N	N;FEM;PL
資格	cualificación	資格	cualificación	N	N;FEM;SG
資格	titulaciones	資格	titulación	N	N;FEM;PL
資格	cualificaciones	資格	cualificación	N	N;FEM;PL
資格	cualificaciones	資格	cualificación	N	N;FEM;PL
資格	titulación	資格	titulación	N	N;FEM;SG
資格	cualificación	資格	cualificación	N	N;FEM;SG
資格	calificación	資格	calificación	N	N;FEM;SG
ミサイル	misiles	ミサイル	misil	N	N;MASC;PL
ミサイル	misiles	ミサイル	misil	N	N;MASC;PL
ミサイル	misil	ミサイル	misil	N	N;MASC;SG
文章	frase	文章	frase	N	N;FEM;SG
文章	sentencia	文章	sentencia	N	N;FEM;SG
到着	llegando	到着	llegar	V	V;V.MSDR
到着	llegar	到着	llegar	V	V;NFIN
平和	pacífico	平和	pacífico	ADJ	ADJ;MASC;SG
平和	pacíficos	平和	pacífico	ADJ	ADJ;MASC;PL
平和	pacífica	平和	pacífico	ADJ	ADJ;FEM;SG
今日	today	今日	today	N	N
集合	conjunto	集合	conjunto	N	N;MASC;SG
集合	set	集合	set	N	N;MASC;SG
集合	plató	集合	plató	N	N;MASC;SG
集合	conjuntos	集合	conjunto	N	N;MASC;PL
集合	sets	集合	set	N	N;MASC;PL
コンサート	concierto	コンサート	concierto	N	N;MASC;SG
コンサート	conciertos	コンサート	concierto	N	N;MASC;PL
コンサート	conciertos	コンサート	concierto	N	N;MASC;PL
回転	rotar	回転	rotar	V	V;NFIN
回転	rotar	回転	rotar	V	V;NFIN
回転	girar	回転	girar	V	V;NFIN
ロボット	robot	ロボット	robot	N	N;MASC;SG
ロボット	robots	ロボット	robot	N	N;MASC;PL
歩兵	infantería	歩兵	infantería	N	N;FEM;SG
青年	juventud	青年	juventud	N	N;FEM;SG
青年	jovenes	青年	joven	N	N;PL
青年	jóvenes	青年	joven	N	N;PL
小惑星	asteroides	小惑星	asteroid	N	N;MASC;PL
小惑星	asteroide	小惑星	asteroide	N	N;MASC;SG
小惑星	asteroides	小惑星	asteroid	N	N;MASC;PL
用語	término	用語	término	N	N;MASC;SG
用語	términos	用語	término	N	N;MASC;PL
用語	terminos	用語	termino	N	N;MASC;PL
用語	condiciones	用語	condición	N	N;FEM;PL
用語	terminología	用語	terminología	N	N;FEM;SG
前身	predecesor	前身	predecesor	N	N;MASC;SG
前身	antecesor	前身	antecesor	N	N;MASC;SG
前身	predecesora	前身	predecesora	N	N;FEM;SG
前身	predecesores	前身	predecesor	N	N;MASC;PL
前身	precursor	前身	precursor	N	N;MASC;SG
前身	predecesores	前身	predecesor	N	N;MASC;PL
前身	antecesores	前身	antecesor	N	N;MASC;PL
姉妹	hermanas	姉妹	hermana	N	N;FEM;PL
姉妹	sister	姉妹	sister	N	N
姉妹	hermana	姉妹	hermana	N	N;FEM;SG
小さな	pequeñas	小さな	pequeño	ADJ	ADJ;FEM;PL
小さな	pequeño	小さな	pequeño	ADJ	ADJ;MASC;SG
小さな	pequeña	小さな	pequeño	ADJ	ADJ;FEM;SG
小さな	pequeños	小さな	pequeño	ADJ	ADJ;MASC;PL
テン	marta	テン	marta	N	N;FEM;SG
テン	marten	テン	marten	N	N
テン	rte	テン	rte	N	N;MASC;SG
一致	coincidir	一致	coincidir	V	V;NFIN
適用	aplicar	適用	aplicar	V	V;NFIN
適用	aplica	適用	aplicar	V	V;IND;SG;3;PRS;FIN
適用	aplique	適用	aplicar	V	V;SBJV;SG;3;FIN
イオン	ion	イオン	ion	N	N;MASC;SG
イオン	iones	イオン	ion	N	N;MASC;PL
イオン	iones	イオン	ion	N	N;MASC;PL
仲間	camarada	仲間	camarada	N	N;SG
ジャック	jota	ジャック	jota	N	N;FEM;SG
ジャック	jack	ジャック	jack	N	N;MASC;SG
フィールド	field	フィールド	field	N	N
フィールド	campo	フィールド	campo	N	N;MASC;SG
フィールド	fields	フィールド	fields	N	N
フィールド	campos	フィールド	campo	N	N;MASC;PL
キロ	kilómetros	キロ	kilómetro	N	N;MASC;PL
キロ	kilometros	キロ	kilometro	N	N;MASC;PL
キロ	kilo	キロ	kilo	N	N;MASC;SG
論文	tesis	論文	tesis	N	N;FEM
福祉	bienestar	福祉	bienestar	N	N;MASC;SG
属する	perteneces	属する	pertenez	V	V;IND;SG;2;PRS;FIN
属する	pertenecer	属する	pertenecer	V	V;NFIN
属する	pertenecen	属する	pertenecer	V	V;IND;PL;3;PRS;FIN
レポート	reporte	レポート	reportar	N	N;MASC;SG
レポート	denuncia	レポート	denuncia	N	N;FEM;SG
レポート	informe	レポート	informe	N	N;MASC;SG
レポート	informes	レポート	informe	N	N;MASC;PL
レポート	informes	レポート	informe	N	N;MASC;PL
レポート	reportajes	レポート	reportaje	N	N;MASC;PL
レポート	reportes	レポート	reporte	N	N;MASC;PL
要素	elementos	要素	elemento	N	N;MASC;PL
要素	elemento	要素	elemento	N	N;MASC;SG
市町村	ayuntamientos	市町村	ayuntamiento	N	N;MASC;PL
市町村	municipios	市町村	municipio	N	N;MASC;PL
市町村	municipalidades	市町村	municipalidad	N	N;FEM;PL
市町村	municipalidad	市町村	municipalidad	N	N;FEM;SG
市町村	municipio	市町村	municipio	N	N;MASC;SG
ブラ	sujetador	ブラ	sujetador	N	N;MASC;SG
ブラ	sostén	ブラ	sostar	N	N;MASC;SG
ブラ	bra	ブラ	bra	N	N
衛星	satélite	衛星	satélite	N	N;MASC;SG
衛星	satélites	衛星	satélite	N	N;MASC;PL
性能	rendimiento	性能	rendimiento	N	N;MASC;SG
性能	desempeño	性能	desempeño	N	N;MASC;SG
性能	actuación	性能	actuación	N	N;FEM;SG
性能	performance	性能	performance	N	N;FEM;SG
カメラ	camera	カメラ	camera	N	N;FEM;SG
カメラ	cámaras	カメラ	cámara	N	N;FEM;PL
カメラ	cámara	カメラ	cámara	N	N;FEM;SG
カメラ	camara	カメラ	camara	N	N;FEM;SG
カメラ	camara	カメラ	camara	N	N;FEM;SG
カメラ	cámaras	カメラ	cámara	N	N;FEM;PL
役割	rol	役割	rol	N	N;MASC;SG
役割	papeles	役割	papel	N	N;MASC;PL
役割	roles	役割	rol	N	N;MASC;PL
十分	suficiente	十分	suficiente	ADJ	ADJ;SG
十分	suficientes	十分	suficiente	ADJ	ADJ;PL
改良	mejoró	改良	mejorar	V	V;IND;SG;3;PST;FIN
ワイド	wide	ワイド	wide	N	N
ワイド	ancho	ワイド	ancho	N	N;MASC;SG
講師	conferenciante	講師	conferenciante	N	N;SG
講師	formadores	講師	formador	N	N;MASC;PL
講師	instructores	講師	instructor	N	N;MASC;PL
講師	instructora	講師	instructora	N	N;FEM;SG
講師	instructor	講師	instructor	N	N;MASC;SG
録音	grabando	録音	grabar	V	V;V.MSDR
録音	grabar	録音	grabar	V	V;NFIN
サブ	submarino	サブ	submarino	N	N;MASC;SG
サブ	sub	サブ	sub	N	N;SG
読み	lea	読む	leer	V	V;IMP;SG;3;FIN
読み	leer	読む	leer	V	V;NFIN
指名	designar	指名	designar	V	V;NFIN
コレクション	cobros	コレクション	cobro	N	N;MASC;PL
コレクション	colecciones	コレクション	colección	N	N;FEM;PL
コレクション	colección	コレクション	colección	N	N;FEM;SG
コレクション	coleccion	コレクション	coleccionar	N	N;FEM;SG
犯罪	delito	犯罪	delito	N	N;MASC;SG
犯罪	delincuencia	犯罪	delincuencia	N	N;FEM;SG
犯罪	crimen	犯罪	crimen	N	N;MASC;SG
犯罪	criminalidad	犯罪	criminalidad	N	N;FEM;SG
大陸	continente	大陸	continente	N	N;MASC;SG
大陸	continentes	大陸	continente	N	N;MASC;PL
画面	pantalla	画面	pantalla	N	N;FEM;SG
医師	medico	医師	medico	N	N;MASC;SG
医師	médico	医師	médico	N	N;MASC;SG
医師	doctores	医師	doctor	N	N;MASC;PL
医師	medicos	医師	medico	N	N;MASC;PL
医師	médicos	医師	médico	N	N;MASC;PL
医師	medicos	医師	medico	N	N;MASC;PL
医師	facultativos	医師	facultativo	N	N;MASC;PL
医師	médicos	医師	médico	N	N;MASC;PL
医師	medico	医師	medico	N	N;MASC;SG
医師	médico	医師	médico	N	N;MASC;SG
医師	doctora	医師	doctora	N	N;FEM;SG
医師	doctor	医師	doctor	N	N;MASC;SG
国会	parlamento	国会	parlamento	N	N;MASC;SG
国会	dieta	国会	dieta	N	N;FEM;SG
国会	dietética	国会	dietética	N	N;FEM;SG
インタビュー	entrevista	インタビュー	entrevista	N	N;FEM;SG
インタビュー	entrevistas	インタビュー	entrevista	N	N;FEM;PL
インタビュー	entrevistas	インタビュー	entrevista	N	N;FEM;PL
マガジン	cargador	マガジン	cargador	N	N;MASC;SG
マガジン	magazine	マガジン	magazine	N	N;SG
マガジン	revista	マガジン	revista	N	N;FEM;SG
マガジン	revistas	マガジン	revista	N	N;FEM;PL
生命	vida	生命	vida	N	N;FEM;SG
生命	life	生命	life	N	N
コミュニティ	comunidades	コミュニティ	comunidad	N	N;FEM;PL
コミュニティ	comunidad	コミュニティ	comunidad	N	N;FEM;SG
弁護士	abogados	弁護士	abogado	N	N;MASC;PL
弁護士	juristas	弁護士	jurista	N	N;PL
弁護士	abogados	弁護士	abogado	N	N;MASC;PL
弁護士	letrado	弁護士	letrado	N	N;MASC;SG
弁護士	jurista	弁護士	jurista	N	N;SG
弁護士	abogada	弁護士	abogada	N	N;FEM;SG
弁護士	abogado	弁護士	abogado	N	N;MASC;SG
危険	peligroso	危険	peligroso	ADJ	ADJ;MASC;SG
危険	peligrosas	危険	peligroso	ADJ	ADJ;FEM;PL
危険	peligrosos	危険	peligroso	ADJ	ADJ;MASC;PL
危険	peligrosa	危険	peligroso	ADJ	ADJ;FEM;SG
健康	sano	健康	sano	ADJ	ADJ;MASC;SG
健康	saludables	健康	saludable	ADJ	ADJ;PL
健康	saludable	健康	saludable	ADJ	ADJ;SG
健康	sana	健康	sano	ADJ	ADJ;FEM;SG
設備	comodidades	設備	comodidad	N	N;FEM;PL
設備	facilidades	設備	facilidad	N	N;FEM;PL
設備	instalaciones	設備	instalación	N	N;FEM;PL
価格	precios	価格	precio	N	N;MASC;PL
価格	precios	価格	precio	N	N;MASC;PL
価格	precio	価格	precio	N	N;MASC;SG
価格	price	価格	price	N	N
価格	precios	価格	precio	N	N;MASC;PL
価格	precio	価格	precio	N	N;MASC;SG
アニメーション	animaciones	アニメーション	animación	N	N;FEM;PL
アニメーション	animación	アニメーション	animación	N	N;FEM;SG
アニメーション	animaciones	アニメーション	animación	N	N;FEM;PL
参考	referencia	参考	referencia	N	N;FEM;SG
カン	kang	カン	kang	N	N
工学	ingenieros	工学	ingeniero	N	N;MASC;PL
工学	ingeniería	工学	ingeniería	N	N;FEM;SG
母親	madres	母親	madre	N	N;FEM;PL
母親	madre	母親	madre	N	N;FEM;SG
専攻	majors	専攻	majors	N	N;PL
専攻	comandante	専攻	comandante	N	N;SG
専攻	major	専攻	major	N	N
ドア	puertas	ドア	puerta	N	N;FEM;PL
ドア	puerta	ドア	puerta	N	N;FEM;SG
ドア	doors	ドア	door	N	N
ドア	puertas	ドア	puerta	N	N;FEM;PL
数学	matemáticas	数学	matemático	N	N;FEM;PL
数学	mates	数学	mate	N	N;MASC;PL
数学	matemáticas	数学	matemático	N	N;FEM;PL
配給	ración	配給	ración	N	N;FEM;SG
信号	señales	信号	señal	N	N;FEM;PL
信号	señal	信号	señal	N	N;FEM;SG
ドン	don	ドン	don	N	N;MASC;SG
ダイレクト	direct	ダイレクト	directo	N	N
あまり	levemente	あまり	levemente	ADV	ADV
あまり	ligeramente	あまり	ligeramente	ADV	ADV
ゴール	metas	ゴール	meta	N	N;FEM;PL
ゴール	objetivos	ゴール	objetivo	N	N;MASC;PL
ゴール	goles	ゴール	gol	N	N;MASC;PL
ゴール	gol	ゴール	gol	N	N;MASC;SG
ゴール	meta	ゴール	meta	N	N;FEM;SG
ゴール	objetivo	ゴール	objetivo	N	N;MASC;SG
ゴール	portería	ゴール	portería	N	N;FEM;SG
金融	financiación	金融	financiación	N	N;FEM;SG
金融	finanzas	金融	finanzas	N	N;FEM;PL
金融	financiamiento	金融	financiamiento	N	N;MASC;SG
ミス	señorita	ミス	señorita	N	N;FEM;SG
ミス	miss	ミス	miss	N	N;FEM;SG
ミス	srta	ミス	srta	N	N;FEM;SG
周囲	perímetro	周囲	perímetro	N	N;MASC;SG
動画	videografía	動画	videografía	N	N;FEM;SG
動画	vídeo	動画	vídeo	N	N;MASC;SG
動画	video	動画	video	N	N;MASC;SG
動画	vídeos	動画	vídeo	N	N;MASC;PL
動画	videos	動画	video	N	N;MASC;PL
広告	anuncios	広告	anuncio	N	N;MASC;PL
広告	publicidad	広告	publicidad	N	N;FEM;SG
広告	anuncio	広告	anuncio	N	N;MASC;SG
広告	publicidad	広告	publicidad	N	N;FEM;SG
幕府	shogunato	幕府	shogunato	N	N;MASC;SG
実行	ejecuta	実行	ejecuto	V	V;IND;SG;3;PRS;FIN
実行	ejecute	実行	ejecutar	V	V;SBJV;SG;3;PRS;FIN
実行	ejecutar	実行	ejecutar	V	V;NFIN
始める	empezar	始める	empezar	V	V;NFIN
始める	comenzar	始める	comenzar	V	V;NFIN
始める	empezar	始める	empezar	V	V;NFIN
入口	entrada	入口	entrada	N	N;FEM;SG
チャンピオン	campeón	チャンピオン	campeón	N	N;MASC;SG
チャンピオン	campeona	チャンピオン	campeona	N	N;FEM;SG
チャンピオン	campeon	チャンピオン	campeon	N	N;MASC;SG
チャンピオン	champion	チャンピオン	champion	N	N;MASC;SG
チャンピオン	champions	チャンピオン	championso	N	N;FEM;SG
チャンピオン	campeones	チャンピオン	campeón	N	N;MASC;PL
日記	diarios	日記	diario	N	N;MASC;PL
日記	revistas	日記	revista	N	N;FEM;PL
日記	diario	日記	diario	N	N;MASC;SG
日記	journal	日記	journal	N	N;SG
日記	revista	日記	revista	N	N;FEM;SG
日記	diario	日記	diario	N	N;MASC;SG
日記	agenda	日記	agenda	N	N;FEM;SG
日記	diarios	日記	diario	N	N;MASC;PL
セル	cell	セル	cell	N	N
セル	celda	セル	celda	N	N;FEM;SG
セル	célula	セル	célula	N	N;FEM;SG
セル	células	セル	célula	N	N;FEM;PL
セル	celdas	セル	celda	N	N;FEM;PL
有効	habilitado	有効	habilitado	ADJ	ADJ;MASC;SG;V.PTCP
有効	habilitada	有効	habilitado	ADJ	ADJ;FEM;SG;V.PTCP
有効	activada	有効	activado	ADJ	ADJ;FEM;SG;V.PTCP
有効	activado	有効	activar	ADJ	ADJ;MASC;SG;V.PTCP
有効	valido	有効	valer	ADJ	ADJ;MASC;SG;V.PTCP
有効	válida	有効	válido	ADJ	ADJ;FEM;SG
有効	válido	有効	válido	ADJ	ADJ;MASC;SG
有効	válidos	有効	válido	ADJ	ADJ;MASC;PL
有効	valida	有効	valida	ADJ	ADJ;FEM;SG;V.PTCP
歌詞	letra	歌詞	letra	N	N;FEM;SG
歌詞	letras	歌詞	letra	N	N;FEM;PL
サイ	rinocerontes	サイ	rinoceronte	N	N;MASC;PL
サイ	rinoceronte	サイ	rinoceronte	N	N;MASC;SG
サイ	rinocerontes	サイ	rinoceronte	N	N;MASC;PL
サイ	rinoceronte	サイ	rinoceronte	N	N;MASC;SG
サイ	rinocerontes	サイ	rinoceronte	N	N;MASC;PL
サイ	rhino	サイ	rhino	N	N;MASC;SG
パワー	potencia	パワー	potencia	N	N;FEM;SG
パワー	power	パワー	power	N	N
アーティスト	artistas	アーティスト	artista	N	N;PL
アーティスト	artista	アーティスト	artista	N	N;SG
アーティスト	artistas	アーティスト	artista	N	N;PL
会館	kaikan	会館	kaikar	N	N;FEM;SG
食品	alimentación	食品	alimentación	N	N;FEM;SG
食品	alimento	食品	alimento	N	N;MASC;SG
食品	alimentos	食品	alimento	N	N;MASC;PL
食品	comida	食品	comida	N	N;FEM;SG
午後	tardes	午後	tarde	N	N;FEM;PL
