van	frå	van	frå	ADP	ADP
tegenstelling	selvmotsigelse	tegenstelling	selvmotsigelse	N;MASC+FEM;SG	N;INDF;MASC;SG
tegenstelling	kontrast	tegenstelling	kontrast	N;MASC+FEM;SG	N;INDF;MASC;SG
relatief	relativ	relatief	relativ	ADJ	ADJ;INDF;NEUT;SG
relatief	relativt	relatief	relativ	ADJ	ADJ;INDF;NEUT;SG
relatief	relative	relatief	relativ	ADJ	ADJ;PL
relatief	relativt	relatief	relativ	ADJ	ADJ;INDF;NEUT;SG
plant	plante	plant	plant	N;MASC+FEM;SG	N;INDF;FEM;SG
resolutie	oppløsning	resolutie	oppløsning	N;MASC+FEM;SG	N;INDF;FEM;SG
resolutie	resolusjon	resolutie	resolusjon	N;MASC+FEM;SG	N;INDF;MASC;SG
motor	motor	motor	motor	N;MASC+FEM;SG	N;INDF;MASC;SG
motor	motorsykkel	motor	motorsykkel	N;MASC+FEM;SG	N;INDF;MASC;SG
motor	motor	motor	motor	N;MASC+FEM;SG	N;INDF;MASC;SG
denken	tenker	denken	tenke	V;NFIN	V;IND;PRS;FIN
kracht	styrke	kracht	styrke	N;MASC+FEM;SG	N;INDF;MASC;SG
kracht	styrken	kracht	styrke	N;MASC+FEM;SG	N;DEF;MASC;SG
kracht	kraft	kracht	kraft	N;MASC+FEM;SG	N;INDF;FEM;SG
kracht	force	kracht	force	N;MASC+FEM;SG	N;INDF
kracht	kraften	kracht	kraft	N;MASC+FEM;SG	N;DEF;MASC;SG
kracht	kraft	kracht	kraft	N;MASC+FEM;SG	N;INDF;FEM;SG
kracht	makt	kracht	makt	N;MASC+FEM;SG	N;INDF;FEM;SG
kracht	strøm	kracht	strøm	N;MASC+FEM;SG	N;INDF;MASC;SG
kracht	power	kracht	power	N;MASC+FEM;SG	N;INDF;NEUT;SG
gray	gray	gray	gray	N;MASC+FEM;SG	N;INDF;MASC;SG
canada	canada	canada	canad	N;NEUT;SG	N
verschil	diff	verschil	diff	N;NEUT;SG	N
verschil	forskjell	verschil	forskjell	N;NEUT;SG	N;INDF;MASC;SG
clubs	klubber	club	klubbe	N;PL	N;INDF;FEM;PL
clubs	klubbene	club	klubbe	N;PL	N;DEF;FEM;PL
clubs	køller	club	kølle	N;PL	N;INDF;FEM;PL
volgen	følg	volgen	følgje	V;NFIN	V;IMP;FIN
volgen	følger	volgen	følge	V;NFIN	V;IND;PRS;FIN
merk	merke	merk	merke	N;NEUT;SG	N;INDF;NEUT;SG
merk	brand	merk	brand	N;NEUT;SG	N;INDF;NEUT;SG
merk	merkevare	merk	merkevare	N;NEUT;SG	N;INDF;MASC;SG
zwart	svarte	zwart	svart	ADJ	ADJ;PL
zwart	svart	zwart	svart	ADJ	ADJ;INDF;NEUT;SG
kaart	kart	kaart	kart	N;MASC+FEM;SG	N;INDF;NEUT;SG
kaart	kart	kaart	kart	N;MASC+FEM;SG	N;INDF;NEUT;SG
contact	kontakte	contact	kontakt	N;NEUT;SG	N;INDF;NEUT;SG
contact	kontakt	contact	kontakt	N;NEUT;SG	N;INDF;MASC;SG
contact	contact	contact	contact	N;NEUT;SG	N
maand	måneden	maand	måned	N;MASC+FEM;SG	N;DEF;MASC;SG
maand	måned	maand	måned	N;MASC+FEM;SG	N;INDF;MASC;SG
aanval	attack	aanval	attack	N;MASC+FEM;SG	N
aanval	angrepet	aanval	angrep	N;MASC+FEM;SG	N;DEF;NEUT;SG
aanval	angrep	aanval	angrep	N;MASC+FEM;SG	N;INDF;NEUT;SG
aanval	legemsfornærmelse	aanval	legemsfornærmelse	N;MASC+FEM;SG	N;INDF;MASC;SG
aanval	overfall	aanval	overfall	N;MASC+FEM;SG	N;INDF;NEUT;SG
walker	walker	walk	walker	N;MASC+FEM;SG	N;INDF;MASC;SG
resultaat	utfall	resultaat	utfall	N;NEUT;SG	N;INDF;NEUT;SG
resultaat	utfallet	resultaat	utfall	N;NEUT;SG	N;DEF;NEUT;SG
resultaat	resultat	resultaat	resultat	N;NEUT;SG	N;INDF;NEUT;SG
resultaat	resultat	resultaat	resultat	N;NEUT;SG	N;INDF;NEUT;SG
bgcolor	bgcolor	bgcolor	bgcolor	N;MASC+FEM;SG	N;INDF;NEUT;SG
teksten	tekstmeldinger	tekst	tekstmelding	N;PL	N;INDF;FEM;PL
teksten	tekster	tekst	tekst	N;PL	N;INDF;FEM;PL
teksten	sms	tekst	sms	N;PL	N;INDF
teksten	tekster	tekst	tekst	N;PL	N;INDF;FEM;PL
instituut	instituttet	instituut	institutt	N;NEUT;SG	N;DEF;NEUT;SG
instituut	institutt	instituut	institutt	N;NEUT;SG	N;INDF;NEUT;SG
instituut	institute	instituut	institut	N;NEUT;SG	N;INDF;NEUT;SG
beetje	bet	beetje	bet	N;NEUT;SG	N
king	konge	kingen	konge	N;MASC+FEM;SG	N;INDF;MASC;SG
king	dobbelseng	kingen	dobbelseng	N;MASC+FEM;SG	N;INDF;NEUT;SG
arts	lege	arts	lege	N;MASC+FEM;SG	N;INDF;MASC;SG
arts	doktor	arts	doktor	N;MASC+FEM;SG	N;INDF;FEM;SG
arts	doktoren	arts	doktor	N;MASC+FEM;SG	N;DEF;MASC;SG
arts	lege	arts	lege	N;MASC+FEM;SG	N;INDF;MASC;SG
arts	doctor	arts	doctor	N;MASC+FEM;SG	N
commissie	commission	commissie	commission	N;MASC+FEM;SG	N;INDF;MASC;SG
commissie	provisjon	commissie	provisjon	N;MASC+FEM;SG	N;INDF;MASC;SG
commissie	kommisjon	commissie	kommisjon	N;MASC+FEM;SG	N;INDF;MASC;SG
commissie	komiteen	commissie	komité	N;MASC+FEM;SG	N;DEF;MASC;SG
commissie	komité	commissie	komité	N;MASC+FEM;SG	N;INDF;MASC;SG
kruis	kryss	kruis	kryss	N;NEUT;SG	N;INDF;NEUT;SG
kruis	cross	kruis	cross	N;NEUT;SG	N;INDF;SG
kruis	kors	kruis	kors	N;NEUT;SG	N;INDF;NEUT;SG
moeilijk	hard	moeilijk	hard	ADJ	ADJ;INDF;SG
moeilijk	vanskeleg	moeilijk	vanskeleg	ADJ	ADJ;INDF;NEUT;SG
moeilijk	hardt	moeilijk	hard	ADJ	ADJ;INDF;NEUT;SG
moeilijk	vanskelig	moeilijk	vanskelig	ADJ	ADJ;INDF;NEUT;SG
moeilijk	vanskelige	moeilijk	vanskelig	ADJ	ADJ;PL
moeilijk	vanskelig	moeilijk	vanskelig	ADJ	ADJ;INDF;NEUT;SG
don	don	don	don	N;MASC+FEM;SG	N;INDF;MASC;SG
prix	prix	prix	prix	N;MASC+FEM;SG	N;INDF;MASC;SG
jij	du	jij	du	PRO;NOM;2	PRO;HUM;NOM;SG;2
verleden	fortida	verleden	fortid	N;NEUT;SG	N;DEF;FEM;SG
verleden	fortiden	verleden	fortid	N;NEUT;SG	N;DEF;MASC;SG
verleden	fortid	verleden	fortid	N;NEUT;SG	N;INDF;FEM;SG
verleden	past	verleden	past	N;NEUT;SG	N;INDF
zware	tungt	zwaar	tung	ADJ	ADJ;INDF;NEUT;SG
zware	kraftig	zwaar	kraftig	ADJ	ADJ;INDF;NEUT;SG
zware	tung	zwaar	tung	ADJ	ADJ;INDF;SG
zangeres	sanger	zangeres	sanger	N;MASC+FEM;SG	N;INDF;MASC;SG
euro	euro	euro	euro	N;MASC+FEM;SG	N;INDF;MASC;SG
bank	bank	bank	bank	N;MASC+FEM;SG	N;INDF;MASC;SG
bank	sofa	bank	sofa	N;MASC+FEM;SG	N;INDF;MASC;SG
uitgeverij	utgiver	uitgeverij	utgive	N;MASC+FEM;SG	N;INDF;FEM;SG
uitgeverij	forlegger	uitgeverij	forlegg	N;MASC+FEM;SG	N;INDF;MASC;SG
uitgeverij	publisering	uitgeverij	publisering	N;MASC+FEM;SG	N;INDF;FEM;SG
uitgeverij	forlag	uitgeverij	forlag	N;MASC+FEM;SG	N;INDF;NEUT;SG
uitgeverij	utgiver	uitgeverij	utgive	N;MASC+FEM;SG	N;INDF;FEM;SG
winnen	vinne	winnen	vinne	V;NFIN	V;NFIN
winnen	vinn	winnen	vinne	V;NFIN	V;IND;PRS;FIN
winnen	vinne	winnen	vinne	V;NFIN	V;NFIN
naties	nasjoner	naties	nasjon	N;PL	N;INDF;MASC;PL
sterke	sterk	sterk	sterk	ADJ	ADJ;INDF;SG
sterke	sterke	sterk	sterk	ADJ	ADJ;PL
sterke	sterkt	sterk	sterk	ADJ	ADJ;INDF;NEUT;SG
zwitserland	sveits	zwitserland	sveits	N;NEUT;SG	N;INDF;MASC;SG
optreden	utfører	optreden	utføre	V;NFIN	V;IND;PRS;FIN
optreden	opptrer	optreden	opptre	V;NFIN	V;IND;PRS;FIN
eigenaar	owner	eigenaar	oæne	N;MASC+FEM;SG	N;INDF;NEUT;SG
eigenaar	eier	eigenaar	eine	N;MASC+FEM;SG	N;INDF;NEUT;SG
royal	kongelig	royal	kongelig	N;MASC+FEM;SG	N;INDF;MASC;SG
royal	royal	royal	royal	N;MASC+FEM;SG	N;INDF;MASC;SG
volledige	full	volledig	full	ADJ	ADJ;INDF;SG
volledige	fullt	volledig	full	ADJ	ADJ;INDF;NEUT;SG
oudere	eldre	oud	gammal	ADJ;CMPR	ADJ;CMPR
oudere	eldre	oud	gammal	ADJ;CMPR	ADJ;CMPR
bos	skogen	bos	skog	N;NEUT;SG	N;DEF;MASC;SG
bos	woods	bos	woods	N;NEUT;SG	N;INDF;NEUT;SG
bos	bos	bos	bos	N;NEUT;SG	N
bos	skog	bos	skog	N;NEUT;SG	N;INDF;MASC;SG
bos	skogen	bos	skog	N;NEUT;SG	N;DEF;MASC;SG
begraafplaats	gravlund	begraafplaats	gravlund	N;MASC+FEM;SG	N;INDF;MASC;SG
begraafplaats	kirkegård	begraafplaats	kirkegård	N;MASC+FEM;SG	N;INDF;MASC;SG
begraafplaats	kirkegården	begraafplaats	kirkegård	N;MASC+FEM;SG	N;DEF;MASC;SG
begraafplaats	kirkegård	begraafplaats	kirkegård	N;MASC+FEM;SG	N;INDF;MASC;SG
combinatie	kombinasjon	combinatie	kombinasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
combinatie	kombi	combinatie	kombi	N;MASC+FEM;SG	N;INDF;MASC;SG
combinatie	combo	combinatie	combo	N;MASC+FEM;SG	N;INDF;MASC;SG
bedrijven	bedrifter	bedrijf	bedrift	N;PL	N;INDF;FEM;PL
bedrijven	selskaper	bedrijf	selskap	N;PL	N;INDF;MASC;PL
bedrijven	bedrifter	bedrijf	bedrift	N;PL	N;INDF;FEM;PL
gemiddelde	gjennomsnittlige	gemiddeld	gjennomsnittlig	ADJ	ADJ;PL
zweedse	svenske	zweeds	svensk	ADJ	ADJ;PL
verschenen	publiserte	verschijnen	publisere	V;V.PTCP	V;IND;PST;FIN
beschikbaar	tilgjengelige	beschikbaar	tilgjengelig	ADJ	ADJ;PL
beschikbaar	tilgjengeleg	beschikbaar	tilgjengeleg	ADJ	ADJ;INDF;SG
beschikbaar	ledig	beschikbaar	ledig	ADJ	ADJ;INDF;SG
beschikbaar	tilgjengelig	beschikbaar	tilgjengelig	ADJ	ADJ;INDF;NEUT;SG
lezen	lese	lezen	lese	V;NFIN	V;V.PTCP
lezen	les	lezen	lese	V;NFIN	V;IMP;FIN
haven	port	haven	port	N;MASC+FEM;SG	N;INDF;FEM;SG
haven	havn	haven	havn	N;MASC+FEM;SG	N;INDF;MASC;SG
haven	haven	haven	have	N;MASC+FEM;SG	N;DEF;MASC;SG
ngc	ngc	ngc	ngc	N;MASC+FEM;SG	N
jaarlijks	årlig	jaarlijks	årlig	ADJ	ADJ;INDF;NEUT;SG
jaarlijks	årlige	jaarlijks	årlig	ADJ	ADJ;PL
rock	bergart	rock	bergar	N;MASC+FEM;SG	N;INDF;MASC;SG
rock	stein	rock	stein	N;MASC+FEM;SG	N;INDF;MASC;SG
rock	rock	rock	rock	N;MASC+FEM;SG	N;INDF;MASC;SG
verdeeld	distribueres	verdelen	distribueres	V;V.PTCP	V;NFIN
vroege	tidig	vroeg	tidig	ADJ	ADJ;INDF;SG
vroege	tidlig	vroeg	tidlig	ADJ	ADJ;INDF;NEUT;SG
vroege	tidlige	vroeg	tidlig	ADJ	ADJ;PL
vroege	tidleg	vroeg	tidleg	ADJ	ADJ;INDF;NEUT;SG
theater	theater	theater	theater	N;NEUT;SG	N;INDF;NEUT;SG
theater	teater	theater	teater	N;NEUT;SG	N;INDF;NEUT;SG
theater	teater	theater	teater	N;NEUT;SG	N;INDF;NEUT;SG
theater	theatre	theater	theatre	N;NEUT;SG	N;INDF;NEUT;SG
klassieke	klassisk	klassiek	klassisk	ADJ	ADJ;INDF;NEUT;SG
klassieke	klassisk	klassiek	klassisk	ADJ	ADJ;INDF;NEUT;SG
klassieke	klassiske	klassiek	klassisk	ADJ	ADJ;PL
tijdschrift	ukeblad	tijdschrift	ukeblad	N;NEUT;SG	N;INDF;NEUT;SG
tijdschrift	blad	tijdschrift	blad	N;NEUT;SG	N;INDF;NEUT;SG
tijdschrift	magasin	tijdschrift	magasin	N;NEUT;SG	N;INDF;NEUT;SG
tijdschrift	journal	tijdschrift	journal	N;NEUT;SG	N;INDF;MASC;SG
tijdschrift	tidsskrift	tijdschrift	tidsskrift	N;NEUT;SG	N;INDF;FEM;SG
tijdschrift	dagbok	tijdschrift	dagbok	N;NEUT;SG	N;INDF;FEM;SG
mond	kjeften	mond	kjeft	N;MASC+FEM;SG	N;DEF;MASC;SG
mond	munn	mond	munn	N;MASC+FEM;SG	N;INDF;MASC;SG
mond	munnen	mond	munn	N;MASC+FEM;SG	N;DEF;MASC;SG
planten	planter	plant	plante	N;PL	N;INDF;FEM;PL
materiaal	utstyr	materiaal	utstyr	N;NEUT;SG	N;INDF;NEUT;SG
materiaal	materiale	materiaal	materiale	N;NEUT;SG	N;INDF;NEUT;SG
materiaal	materialer	materiaal	materiale	N;NEUT;SG	N;INDF;NEUT;SG
joodse	jødisk	joods	jødisk	ADJ	ADJ;INDF;SG
joodse	jødiske	joods	jødisk	ADJ	ADJ;PL
activiteiten	aktivitetene	activiteit	aktivitet	N;PL	N;DEF;FEM;PL
activiteiten	aktiviteter	activiteit	aktiviteter	N;PL	N;INDF;MASC;PL
deense	danske	deens	dansk	ADJ	ADJ;PL
beginnen	begynne	beginnen	begynne	V;NFIN	V;NFIN
beginnen	starte	beginnen	starte	V;NFIN	V;NFIN
beginnen	begynne	beginnen	begynne	V;NFIN	V;NFIN
hoogleraar	professor	hoogleraar	professor	N;MASC+FEM;SG	N;INDF;MASC;SG
henry	henry	henry	henry	N;MASC+FEM;SG	N;INDF;MASC;SG
steun	aid	steun	aid	N;MASC+FEM;SG	N;INDF;NEUT;SG
steun	støtte	steun	støtte	N;MASC+FEM;SG	N;INDF;FEM;SG
steun	brukerstøtte	steun	brukerstøtte	N;MASC+FEM;SG	N;INDF;FEM;SG
steun	support	steun	support	N;MASC+FEM;SG	N;INDF;MASC;SG
google	google	goog	goog	N;MASC+FEM;SG	N;INDF;NEUT;SG
negen	ni	negen	ni	NUM	NUM;PL
orgel	orgel	orgel	orgel	N;NEUT;SG	N;INDF;NEUT;SG
orgel	organ	orgel	organ	N;NEUT;SG	N;INDF;NEUT;SG
bisdom	bispedømme	bisdom	bispedømme	N;NEUT;SG	N;INDF;NEUT;SG
groeide	vokste	groeien	vokst	V;SG;PST;FIN	V;IND;PST;FIN
precies	eksakte	precies	eksakt	ADJ	ADJ;PL
precies	eksakt	precies	eksakt	ADJ	ADJ;INDF;NEUT;SG
precies	presis	precies	presis	ADJ	ADJ;INDF;SG
precies	nøyaktig	precies	nøyaktig	ADJ	ADJ;INDF;NEUT;SG
precies	eksakt	precies	eksakt	ADJ	ADJ;INDF;NEUT;SG
bereikte	nådde	bereiken	nå	V;SG;PST;FIN	V;IND;PST;FIN
luik	liège	luik	liège	N;NEUT;SG	N;INDF;NEUT;SG
luik	liège	luik	liège	N;NEUT;SG	N;INDF;NEUT;SG
luik	hatch	luik	hatch	N;NEUT;SG	N
luik	luken	luik	luk	N;NEUT;SG	N;DEF;MASC;SG
luik	klekkes	luik	klekkes	N;NEUT;SG	N;INDF;MASC;SG
hoort	hører	horen	høre	V;SG;PRS;FIN	V;IND;PRS;FIN
breuning	breuning	breuning	breuning	N;MASC+FEM;SG	N;INDF;FEM;SG
christelijke	kristen	christelijk	kristen	ADJ	ADJ;INDF;MASC;SG
zang	vokalist	zang	vokalist	N;MASC+FEM;SG	N;INDF;MASC;SG
zang	syngende	zang	syngende	N;MASC+FEM;SG	N;INDF;MASC;SG
zang	synger	zang	synger	N;MASC+FEM;SG	N;INDF;MASC;SG
zang	synging	zang	synging	N;MASC+FEM;SG	N;INDF;FEM;SG
zang	sang	zang	sang	N;MASC+FEM;SG	N;INDF;MASC;SG
zang	sang	zang	sang	N;MASC+FEM;SG	N;INDF;MASC;SG
zang	låt	zang	låt	N;MASC+FEM;SG	N;INDF;MASC;SG
zang	sangen	zang	sang	N;MASC+FEM;SG	N;DEF;MASC;SG
zang	song	zang	song	N;MASC+FEM;SG	N;INDF;MASC;SG
genre	sjanger	genre	sjanger	N;NEUT;SG	N;INDF;MASC;SG
verbinding	forbindelse	verbinding	forbindelse	N;MASC+FEM;SG	N;INDF;MASC;SG
verbinding	tilkobling	verbinding	tilkobling	N;MASC+FEM;SG	N;INDF;FEM;SG
jack	jack	jack	jack	N;MASC+FEM;SG	N;INDF;MASC;SG
kritiek	kritikk	kritiek	kritikk	N;MASC+FEM;SG	N;INDF;MASC;SG
daniel	daniel	daniel	daniel	N;MASC+FEM;SG	N;INDF;MASC;SG
oorsprong	opprinnelse	oorsprong	opprinnelse	N;MASC+FEM;SG	N;INDF;MASC;SG
oorsprong	opphav	oorsprong	opphav	N;MASC+FEM;SG	N;INDF;NEUT;SG
oorsprong	opprinnelsen	oorsprong	opprinnels	N;MASC+FEM;SG	N;DEF;MASC;SG
divisie	divisjon	divisie	divisjon	N;MASC+FEM;SG	N;INDF;MASC;SG
jacob	jacob	jacob	jacob	N;MASC+FEM;SG	N;INDF;MASC;SG
jacob	jakob	jacob	jakob	N;MASC+FEM;SG	N;INDF;MASC;SG
hieronder	below	hieronder	below	N;MASC+FEM;SG	N;INDF;SG
zwaar	tungt	zwaar	tung	ADJ	ADJ;INDF;NEUT;SG
zwaar	kraftig	zwaar	kraftig	ADJ	ADJ;INDF;NEUT;SG
zwaar	tung	zwaar	tung	ADJ	ADJ;INDF;SG
vrienden	vennene	vriend	venn	N;PL	N;DEF;MASC;PL
vrienden	vener	vriend	ven	N;PL	N;INDF;MASC;PL
vrienden	venner	vriend	venn	N;PL	N;INDF;MASC;PL
spons	svamp	spons	svamp	N;MASC+FEM;SG	N;INDF;MASC;SG
lage	lavt	laag	levje	ADJ	ADJ;INDF;NEUT;SG
half	halvt	half	halv	ADJ	ADJ;INDF;NEUT;SG
half	halve	half	halv	ADJ	ADJ;DEF;SG
half	halv	half	halv	ADJ	ADJ;INDF;SG
kijken	ser	kijken	sjå	V;NFIN	V;IND;PRS;FIN
kijken	leter	kijken	leter	V;NFIN	V;IND;PRS;FIN
kijken	ser	kijken	sjå	V;NFIN	V;IND;PRS;FIN
opera	opera	opera	opera	N;MASC+FEM;SG	N;INDF;MASC;SG
opera	operaen	opera	opera	N;MASC+FEM;SG	N;DEF;MASC;SG
soldaten	soldatene	soldaat	soldat	N;PL	N;DEF;FEM;PL
originele	originalt	origineel	original	ADJ	ADJ;INDF;NEUT;SG
originele	opprinnelig	origineel	opprinnelig	ADJ	ADJ;INDF;NEUT;SG
originele	originale	origineel	original	ADJ	ADJ;PL
originele	opprinnelige	origineel	opprinnelig	ADJ	ADJ;PL
originele	original	origineel	original	ADJ	ADJ;INDF;SG
zat	sat	zitten	sitje	V;SG;PST;FIN	V;IND;PST;FIN
internet	internett	internet	internett	N;NEUT;SG	N;INDF;NEUT;SG
internet	internet	internet	intern	N;NEUT;SG	N;DEF;NEUT;SG
thema	tema	thema	tema	N;NEUT;SG	N;INDF;NEUT;SG
rechts	riktig	rechts	riktig	ADJ	ADJ;INDF;NEUT;SG
rechts	rett	rechts	rett	ADJ	ADJ;INDF;NEUT;SG
politie	politi	politie	politi	N;MASC+FEM;SG	N;INDF;NEUT;SG
politie	police	politie	police	N;MASC+FEM;SG	N;INDF;FEM;SG
politie	politiet	politie	politi	N;MASC+FEM;SG	N;DEF;NEUT;SG
provinciale	provinsiell	provinciaal	provinsiell	ADJ	ADJ;INDF;NEUT;SG
show	vis	show	vis	N;MASC+FEM;SG	N;INDF;NEUT;SG
show	show	show	show	N;MASC+FEM;SG	N;INDF;NEUT;SG
begrip	forståelse	begrip	forståelse	N;NEUT;SG	N;INDF;MASC;SG
begrip	forståelsesfull	begrip	forståelsesfull	N;NEUT;SG	N;INDF;MASC;SG
dingen	ting	dingen	ting	N;PL	N;INDF;MASC;PL
dingen	things	dingen	things	N;PL	N
kust	kyst	kust	kyst	N;MASC+FEM;SG	N;INDF;NEUT;SG
kust	kysten	kust	kyst	N;MASC+FEM;SG	N;DEF;MASC;SG
kust	coast	kust	co	N;MASC+FEM;SG	N
dirigent	dirigent	dirigent	dirigent	N;MASC+FEM;SG	N;INDF;MASC;SG
last	byrden	last	byrd	N;MASC+FEM;SG	N;DEF;MASC;SG
last	byrde	last	byrde	N;MASC+FEM;SG	N;INDF;FEM;SG
last	belastning	last	belastning	N;MASC+FEM;SG	N;INDF;FEM;SG
voorkeur	preferanse	voorkeur	preferanse	N;MASC+FEM;SG	N;INDF;MASC;SG
voorkeur	foretrukket	voorkeur	foretrukk	N;MASC+FEM;SG	N;DEF;NEUT;SG
voorkeur	foretrukne	voorkeur	foretrukne	N;MASC+FEM;SG	N;INDF;FEM;SG
voorkeur	foretrakk	voorkeur	foretrakk	N;MASC+FEM;SG	N;INDF;NEUT;SG
santa	julenissen	santa	juleniss	N;SG	N;DEF;MASC;SG
santa	nissen	santa	niss	N;SG	N;DEF;MASC;SG
santa	santa	santa	sante	N;SG	N;DEF;FEM;SG
santa	nisse	santa	nisse	N;SG	N;INDF;MASC;SG
historisch	historisk	historisch	historisk	ADJ	ADJ;INDF;NEUT;SG
historisch	historisk	historisch	historisk	ADJ	ADJ;INDF;NEUT;SG
head	hode	head	hode	N;MASC+FEM;SG	N;INDF;MASC;SG
head	hodet	head	hod	N;MASC+FEM;SG	N;DEF;NEUT;SG
head	head	head	head	N;MASC+FEM;SG	N;INDF;NEUT;SG
plannen	planene	plan	plan	N;PL	N;DEF;MASC;PL
plannen	planer	plan	plan	N;PL	N;INDF;MASC;PL
max	max	max	max	N;MASC+FEM;SG	N;INDF;MASC;SG
max	maks	max	maks	N;MASC+FEM;SG	N;INDF;NEUT;SG
hierboven	above	hierboven	above	N;PL	N
slecht	vond	slecht	vond	ADJ	ADJ;INDF;SG
slecht	dårlig	slecht	dårlig	ADJ	ADJ;INDF;NEUT;SG
leggen	legger	leggen	legg	V;NFIN	V;IND;PRS;FIN
leggen	ligger	leggen	ligger	V;NFIN	V;IND;PRS;FIN
regisseur	direktør	regisseur	direktør	N;MASC+FEM;SG	N;INDF;MASC;SG
regisseur	regissør	regisseur	regissør	N;MASC+FEM;SG	N;INDF;MASC;SG
maatschappij	society	maatschappij	society	N;MASC+FEM;SG	N;INDF;NEUT;SG
maatschappij	samfunnet	maatschappij	samfunn	N;MASC+FEM;SG	N;DEF;NEUT;SG
maatschappij	samfunn	maatschappij	samfunn	N;MASC+FEM;SG	N;INDF;NEUT;SG
etc	etc	etc	etc.	ADV	ADV
etc	osv	etc	osv.	ADV	ADV
afhankelijk	avhengige	afhankelijk	avhengig	ADJ	ADJ;PL
afhankelijk	avhengig	afhankelijk	avhengig	ADJ	ADJ;INDF;NEUT;SG
onbekend	ukjent	onbekend	ukjend	ADJ	ADJ;INDF;NEUT;SG
onbekend	ukjente	onbekend	ukjenn	ADJ	ADJ;PL
onbekend	uvisst	onbekend	uviss	ADJ	ADJ;INDF;NEUT;SG
oplossing	løsning	oplossing	løsning	N;MASC+FEM;SG	N;INDF;FEM;SG
gewicht	tyngde	gewicht	tyngd	N;NEUT;SG	N;INDF;FEM;SG
collega	kollega	collega	kollega	N;MASC+FEM;SG	N;INDF;MASC;SG
collega	kollega	collega	kollega	N;MASC+FEM;SG	N;INDF;MASC;SG
bereikt	nådde	bereiken	nå	V;V.PTCP	V;IND;PST;FIN
moderator	moderator	moderator	moderator	N;MASC+FEM;SG	N;INDF;MASC;SG
helpen	hjelper	helpen	hjelpe	V;NFIN	V;IND;PRS;FIN
rijden	kjører	rijden	kjøre	V;NFIN	V;IND;PRS;FIN
star	stjerna	star	stjerne	N;MASC+FEM;SG	N;DEF;FEM;SG
star	stjerne	star	stjerne	N;MASC+FEM;SG	N;INDF;FEM;SG
beschrijving	skildring	beschrijving	skildring	N;MASC+FEM;SG	N;INDF;FEM;SG
beschrijving	beskrivelse	beschrijving	beskrivelse	N;MASC+FEM;SG	N;INDF;MASC;SG
beschrijving	beskrivelsen	beschrijving	beskrivels	N;MASC+FEM;SG	N;DEF;MASC;SG
info	info	info	info	N;MASC+FEM;SG	N;INDF;MASC;SG
info	informasjon	info	informasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
actie	action	actie	action	N;MASC+FEM;SG	N
actie	aksjon	actie	aksjon	N;MASC+FEM;SG	N;INDF;MASC;SG
actie	handling	actie	handling	N;MASC+FEM;SG	N;INDF;FEM;SG
deels	delvis	deels	delvis	ADJ	ADJ;INDF;NEUT;SG
deels	delvis	deels	delvis	ADJ	ADJ;INDF;NEUT;SG
trekken	dra	trekken	dra	V;NFIN	V;IMP;FIN
trekken	trekke	trekken	trekke	V;NFIN	V;NFIN
trekken	tiltrekker	trekken	tiltrekke	V;NFIN	V;IND;PRS;FIN
wielrenner	syklist	wielrenner	syklist	N;MASC+FEM;SG	N;INDF;MASC;SG
vriend	vennen	vriend	venn	N;MASC+FEM;SG	N;DEF;MASC;SG
vriend	venninne	vriend	venninne	N;MASC+FEM;SG	N;INDF;FEM;SG
vriend	ven	vriend	ven	N;MASC+FEM;SG	N;INDF;MASC;SG
vriend	venn	vriend	vinne	N;MASC+FEM;SG	N;INDF;MASC;SG
gehad	hadde	hebben	ha	V;V.PTCP	V;IND;PST;FIN
gehad	hatt	hebben	ha	V;V.PTCP	V;V.PTCP
professor	professor	professor	professor	N;MASC+FEM;SG	N;INDF;MASC;SG
technische	teknisk	technisch	teknisk	ADJ	ADJ;INDF;NEUT;SG
technische	tekniske	technisch	teknisk	ADJ	ADJ;PL
vogel	fugl	vogel	fugl	N;MASC+FEM;SG	N;INDF;MASC;SG
vogel	bird	vogel	bird	N;MASC+FEM;SG	N
vogel	vogel	vogel	vogel	N;MASC+FEM;SG	N;INDF;MASC;SG
mogelijkheid	mulighet	mogelijkheid	mulighet	N;MASC+FEM;SG	N;INDF;FEM;SG
route	route	route	route	N;MASC+FEM;SG	N;INDF;MASC;SG
route	ruta	route	rute	N;MASC+FEM;SG	N;DEF;FEM;SG
route	rute	route	rute	N;MASC+FEM;SG	N;INDF;FEM;SG
route	ruten	route	rut	N;MASC+FEM;SG	N;DEF;MASC;SG
lucht	himmel	lucht	himmel	N;MASC+FEM;SG	N;INDF;MASC;SG
lucht	sky	lucht	sky	N;MASC+FEM;SG	N;INDF;FEM;SG
lucht	himmelen	lucht	himmel	N;MASC+FEM;SG	N;DEF;MASC;SG
lucht	luft	lucht	luft	N;MASC+FEM;SG	N;INDF;FEM;SG
lucht	air	lucht	air	N;MASC+FEM;SG	N
afbeeldingen	bilder	afbeelding	bilder	N;PL	N;INDF;FEM;PL
laag	lavt	laag	levje	ADJ	ADJ;INDF;NEUT;SG
vrouwelijke	feminine	vrouwelijk	feminin	ADJ	ADJ;PL
