ele	그를	ele	그+를	PRO;NOM;MASC;SG;3	PRO
chegada	도착	chegada	도착	N;FEM;SG	N
estatuto	상태	estatuto	상태	N;MASC;SG	N
medalhas	메달	medalha	메달	N;FEM;PL	N
agricultura	농업	agricultura	농업	N;FEM;SG	N
agricultura	농장	agricultura	농장	N;FEM;SG	N
agricultura	농업	agricultura	농업	N;FEM;SG	N
utilização	사용법	utilização	사용법	N;FEM;SG	N
utilização	사용량	utilização	사용량	N;FEM;SG	N
utilização	사용	utilização	사용	N;FEM;SG	N
utilização	사용	utilização	사용	N;FEM;SG	N
utilização	이용	utilização	이용	N;FEM;SG	N
questões	쟁점	questão	쟁점	N;FEM;PL	N
questões	문제	questão	문제	N;FEM;PL	N
questões	질문	questão	질문	N;FEM;PL	N
fotografia	사진	fotografia	사진	N;FEM;SG	N
fotografia	그림	fotografia	그림	N;FEM;SG	N
fotografia	사진	fotografia	사진	N;FEM;SG	N
fotografia	사진	fotografia	사진	N;FEM;SG	N
fotografia	사진술	fotografia	사진술	N;FEM;SG	N
mesmos	같은	mesmo	같+ㄴ	ADJ;MASC;PL	ADJ
públicas	공공	público	공공	N;FEM;PL	N
públicas	공개	público	공개	N;FEM;PL	N
públicas	공중	público	공중	N;FEM;PL	N
provas	증명	prova	증명	N;FEM;PL	N
provas	증거	prova	증거	N;FEM;PL	N
provas	증거	prova	증거	N;FEM;PL	N
dinastia	왕조	dinastia	왕조	N;FEM;SG	N
gelo	얼음	gelo	얼+음	N;MASC;SG	N
design	설계	design	설계	N;MASC;SG	N
materiais	물질	material	물질	N;MASC;PL	N
materiais	재료	material	재료	N;MASC;PL	N
materiais	재료	material	재료	N;MASC;PL	N
cenas	장면	cena	장면	N;FEM;PL	N
atuação	공연	atuação	공연	N;FEM;SG	N
atuação	성능	atuação	성능	N;FEM;SG	N
atuação	연기	atuação	연기	N;FEM;SG	N
instrumentos	악기	instrumento	악기	N;MASC;PL	N
instrumentos	인스트루먼트	instrumento	인스트프랑트	N;MASC;PL	N
vendas	매출	venda	매출	N;FEM;PL	N
vendas	영업	venda	영업	N;FEM;PL	N
vendas	판매	venda	판매	N;FEM;PL	N
símbolo	기호	símbolo	기호	N;MASC;SG	N
símbolo	상징	símbolo	상징	N;MASC;SG	N
fãs	팬들	fã	팬+들	N;MASC;PL	N
negócios	업체	negócio	업체	N;MASC;PL	N
negócios	사업	negócio	사업	N;MASC;PL	N
posse	취임식	posse	취임식	N;FEM;SG	N
destino	목적지는	destino	목적지+는	N;MASC;SG	N
destino	목적지	destino	목적지	N;MASC;SG	N
destino	운명	destino	운명	N;MASC;SG	N
destino	운명	destino	운명	N;MASC;SG	N
publico	공공	publico	공공	N;MASC;SG	N
publico	공개	publico	공개	N;MASC;SG	N
publico	공중	publico	공중	N;MASC;SG	N
wrestling	레슬링	wrestling	레슬링	N;MASC;SG	N
coroa	꼬리	coroa	꼬리	N;FEM;SG	N
introdução	소개	introdução	소개	N;FEM;SG	N
introdução	도입	introdução	도입	N;FEM;SG	N
introdução	소개팅	introdução	소개팅	N;FEM;SG	N
introdução	소개	introdução	소개	N;FEM;SG	N
motivos	이유	motivo	이유	N;MASC;PL	N
motivos	동기	motivo	동기	N;MASC;PL	N
artística	예술적	artístico	예술+적	N;FEM;SG	N
aldeia	마을	aldeia	마을	N;FEM;SG	N
coleção	모음집	coleção	모음집	N;FEM;SG	N
catedral	성당	catedral	성당	N;FEM;SG	N
catedral	대성당	catedral	대성당	N;FEM;SG	N
registro	레코드	registro	레코드	N;MASC;SG	N
registro	녹음	registro	녹음	N;MASC;SG	N
registro	녹화	registro	녹화	N;MASC;SG	N
registro	기록	registro	기록	N;MASC;SG	N
registro	레지스터	registro	레지스터	N;MASC;SG	N
registro	등록	registro	등록	N;MASC;SG	N
registro	레지스트리	registro	레지스트리	N;MASC;SG	N
registro	등록	registro	등록	N;MASC;SG	N
paradas	차트	parada	차트	N;FEM;PL	N
paradas	정류장	parada	정류장	N;FEM;PL	N
mídia	미디어	mídia	미디어	N;FEM;SG	N
mídia	미디어	mídia	미디어	N;FEM;SG	N
mídia	중간	mídia	중간	N;FEM;SG	N
grosso	일괄	grosso	일괄	N;MASC;SG	N
flor	꽃이	flor	꽃+이	N;FEM;SG	N
christian	기독교	christian	기독교	N;MASC;SG	N
troca	교환	troca	교환	N;FEM;SG	N
troca	스왑	troca	스왑	N;FEM;SG	N
ficção	소설	ficção	소설	N;FEM;SG	N
ficção	픽션	ficção	픽션	N;FEM;SG	N
risco	위험	risco	위험	N;MASC;SG	N
risco	리스크	risco	리스크	N;MASC;SG	N
reconhecimento	정찰	reconhecimento	정찰	N;MASC;SG	N
reconhecimento	인식	reconhecimento	인식	N;MASC;SG	N
heritage	문화유산	heritage	문화유산	N;MASC;SG	N
clássico	고전주의	clássico	고전주의	N;MASC;SG	N
fácil	쉬운	fácil	쉽+ㄴ	ADJ;MASC;SG	ADJ
fácil	쉬워	fácil	쉽+어	ADJ;MASC;SG	ADJ
fácil	아쉬운	fácil	아쉽+ㄴ	ADJ;MASC;SG	ADJ
passo	단계	passo	단계	N;MASC;SG	N
carga	로딩	carga	로딩	N;FEM;SG	N
carga	화물	carga	화물	N;FEM;SG	N
fortes	강한	forte	강하+ㄴ	ADJ;MASC;PL	ADJ
noroeste	북서쪽	noroeste	북서쪽	N;MASC;SG	N
honra	명예	honra	명예	N;FEM;SG	N
honra	명예	honra	명예	N;FEM;SG	N
oriente	동부	oriente	동부	N;MASC;SG	N
ler	읽기	ler	읽+기	V;NFIN	V
ler	읽는다	ler	읽+는다	V;NFIN	V
ler	읽고	ler	읽+고	V;NFIN	V
ler	읽고	ler	읽+고	V;NFIN	V
ler	읽기	ler	읽+기	V;NFIN	V
avaliação	평가	avaliação	평가	N;FEM;SG	N
topo	인기	topo	인기	N;MASC;SG	N
advogado	변호사	advogado	변호사	N;MASC;SG	N
advogado	변호사	advogado	변호사	N;MASC;SG	N
orquestra	교향악단	orquestra	교향+생단	N;FEM;SG	N
ruas	거리	rua	거리	N;FEM;PL	N
carnaval	카니발	carnaval	카니발	N;MASC;SG	N
estações	계절	estação	계절	N;FEM;PL	N
veículos	차량	veículo	차량	N;MASC;PL	N
erros	실수	erro	실수	N;MASC;PL	N
erros	오류	erro	오류	N;MASC;PL	N
erros	곤충	erro	곤충	N;MASC;PL	N
erros	오류	erro	오류	N;MASC;PL	N
condição	조건	condição	조건	N;FEM;SG	N
gama	범위	gama	범위	N;FEM;SG	N
continental	콘티넨털	continental	콘티넨털	N;MASC;SG	N
vocalista	보컬	vocalista	보+니+ㄴ	N;MASC;SG	N
argumento	논증	argumento	논증	N;MASC;SG	N
argumento	논쟁	argumento	논쟁	N;MASC;SG	N
comerciais	상용	comercial	상용	N;MASC;PL	N
comerciais	상업용	comercial	상업용	N;MASC;PL	N
comerciais	상업	comercial	상업	N;MASC;PL	N
eliminar	지우기	eliminar	지우+기	V;NFIN	V
eliminar	삭제하기	eliminar	삭제+하+기	V;NFIN	V
eliminar	지우기	eliminar	지우+기	V;NFIN	V
eliminar	삭제하기	eliminar	삭제+하+기	V;NFIN	V
editar	편집하기	editar	편집+하+기	V;NFIN	V
atacante	공격자가	atacante	공격자+가	N;MASC;SG	N
públicos	타겟	público	타산	N;MASC;PL	N
públicos	공공	público	공공	N;MASC;PL	N
públicos	공개	público	공개	N;MASC;PL	N
públicos	공중	público	공중	N;MASC;PL	N
competições	대회	competição	대회	N;FEM;PL	N
cavaleiro	기사	cavaleiro	기사	N;MASC;SG	N
diário	학술	diário	학술	N;MASC;SG	N
diário	학술지	diário	학술지	N;MASC;SG	N
diário	저널	diário	저널	N;MASC;SG	N
diário	일기	diário	일기	N;MASC;SG	N
diário	일상	diário	일상	N;MASC;SG	N
voo	항공편	voo	항공+편	N;MASC;SG	N
voo	비행	voo	비행	N;MASC;SG	N
horário	일정	horário	일정	N;MASC;SG	N
horário	예약	horário	예약	N;MASC;SG	N
horário	영업시간	horário	영업+시간	N;MASC;SG	N
horário	시간	horário	시간	N;MASC;SG	N
horário	시간	horário	시간	N;MASC;SG	N
horário	시간표	horário	시간표	N;MASC;SG	N
plataforma	플랫폼	plataforma	플랫폼	N;FEM;SG	N
ciclo	순환	ciclo	순환	N;MASC;SG	N
ciclo	사이클	ciclo	사이클	N;MASC;SG	N
etapa	단계	etapa	단계	N;FEM;SG	N
etapa	무대	etapa	무대	N;FEM;SG	N
aplicação	프로그램	aplicação	프로그램	N;FEM;SG	N
senado	상원	senado	상원	N;MASC;SG	N
senado	상원의원	senado	상원의원	N;MASC;SG	N
golpe	쿠데타	golpe	쿠데타	N;MASC;SG	N
parlamento	국회	parlamento	국회	N;MASC;SG	N
parlamento	국민의회	parlamento	국민의회	N;MASC;SG	N
parlamento	의회	parlamento	의회	N;MASC;SG	N
povos	민족	povo	민족	N;MASC;PL	N
indicações	방향	indicação	방향	N;FEM;PL	N
indicações	징후	indicação	징후	N;FEM;PL	N
indicações	알림	indicação	알리+ㅁ	N;FEM;PL	N
notícias	뉴스	notícia	뉴스	N;FEM;PL	N
notícias	소식	notícia	소식	N;FEM;PL	N
igrejas	교회	igreja	교회	N;FEM;PL	N
igrejas	교회	igreja	교회	N;FEM;PL	N
turismo	관광	turismo	관광	N;MASC;SG	N
geografia	지리학	geografia	지리학	N;FEM;SG	N
geografia	지리	geografia	지리	N;FEM;SG	N
continuar	계속하기	continuar	계속+하+기	V;NFIN	V
trabalhadores	노동자	trabalhador	노동자	N;MASC;PL	N
trabalhadores	노동자들	trabalhador	노동자+들	N;MASC;PL	N
trabalhadores	근로자	trabalhador	근로자	N;MASC;PL	N
trabalhadores	직원	trabalhador	직원	N;MASC;PL	N
trabalhadores	직원들	trabalhador	직원+들	N;MASC;PL	N
pintor	화가	pintor	화+가	N;MASC;SG	N
poesia	문학	poesia	문학	N;FEM;SG	N
disciplina	규율	disciplina	규율	N;FEM;SG	N
recorde	레코드	recorde	레코드	N;MASC;SG	N
recorde	녹음	recorde	녹음	N;MASC;SG	N
recorde	녹화	recorde	녹화	N;MASC;SG	N
recorde	기록	recorde	기록	N;MASC;SG	N
company	회사	company	회사	N;MASC;SG	N
company	기업	company	기업	N;MASC;SG	N
utilizados	사용함	utilizar	사용+하+ㅁ	V;MASC;PL;V.PTCP	V
utilizados	사용됨	utilizar	사용+되+ㄴ	V;MASC;PL;V.PTCP	V
árvore	나무	árvore	나무	N;FEM;SG	N
invasão	침략	invasão	침략	N;FEM;SG	N
invasão	침공	invasão	침공	N;FEM;SG	N
fox	여우	fox	여우	N;MASC;SG	N
computador	컴퓨터	computador	컴퓨터	N;MASC;SG	N
casado	결혼	casado	결혼	N;MASC;SG	N
fotos	사진	foto	사진	N;FEM;PL	N
fotos	사진들	foto	사진+들	N;FEM;PL	N
fotos	사진	foto	사진	N;FEM;PL	N
fotos	사진들	foto	사진+들	N;FEM;PL	N
fotos	픽처스	foto	픽처스	N;FEM;PL	N
relativamente	상대적으로	relativamente	상대+적+으로	ADV	ADV
utilizar	사용하기	utilizar	사용+하+기	V;NFIN	V
utilizar	이용하기	utilizar	이용+하+기	V;NFIN	V
utilizar	사용하기	utilizar	사용+하+기	V;NFIN	V
juventude	청소년	juventude	청소년	N;FEM;SG	N
propriedades	자산	propriedade	자산	N;FEM;PL	N
propriedades	재산권	propriedade	재산권	N;FEM;PL	N
propriedades	속성	propriedade	속성	N;FEM;PL	N
propriedades	재산	propriedade	재산	N;FEM;PL	N
propriedades	특성	propriedade	특성	N;FEM;PL	N
propriedades	자산	propriedade	자산	N;FEM;PL	N
propriedades	속성	propriedade	속성	N;FEM;PL	N
físico	물리학자	físico	물리학자	N;MASC;SG	N
físico	물리적	físico	물리+적	N;MASC;SG	N
físico	물리	físico	물리	N;MASC;SG	N
elemento	위젯	elemento	위젯	N;MASC;SG	N
elemento	요소	elemento	요소	N;MASC;SG	N
elemento	원소	elemento	원소	N;MASC;SG	N
territórios	영토	território	영토	N;MASC;PL	N
territórios	영토	território	영토	N;MASC;PL	N
territórios	준주	território	준주	N;MASC;PL	N
venda	판매	venda	판매	N;FEM;SG	N
venda	판매	venda	판매	N;FEM;SG	N
juiz	판사	juiz	판사	N;MASC;SG	N
matéria	물질	matéria	물질	N;FEM;SG	N
asteróides	소행성	asteróide	소행성	N;MASC;PL	N
asteróides	소행성	asteróide	소행성	N;MASC;PL	N
planos	계획	plano	계획	N;MASC;PL	N
presidência	대통령	presidência	대통령	N;FEM;SG	N
infância	어릴적	infância	어릴+적	N;FEM;SG	N
arquivo	파일	arquivo	파일	N;MASC;SG	N
corrente	현재	corrente	현재	N;FEM;SG	N
corrente	전류	corrente	전류	N;FEM;SG	N
corrente	사슬	corrente	사슬	N;FEM;SG	N
corrente	연쇄	corrente	연쇄	N;FEM;SG	N
esportes	스포츠	esporte	스포츠	N;MASC;PL	N
melhorar	개선하기	melhorar	개선+하+기	V;NFIN	V
melhorar	개선하기	melhorar	개선+하+기	V;NFIN	V
residência	주택	residência	주택	N;FEM;SG	N
sair	떠나기	sair	떠나+기	V;NFIN	V
sair	끝내기	sair	끝내+기	V;NFIN	V
cristã	기독교	cristã	기독교	N;FEM;SG	N
posições	직위	posição	직위	N;FEM;PL	N
posições	입장	posição	입장	N;FEM;PL	N
posições	포지션	posição	포지션	N;FEM;PL	N
discos	디스크	disco	디스크	N;MASC;PL	N
discos	디스크	disco	디스크	N;MASC;PL	N
discos	레코드	disco	레코드	N;MASC;PL	N
direcção	방향	direcção	방향	N;FEM;SG	N
video	비디오	video	비디오	N;MASC;SG	N
independentes	독립	independente	독립	N;MASC;PL	N
independentes	독립적	independente	독립+적	N;MASC;PL	N
teste	테스트	teste	테스트	N;MASC;SG	N
teste	시험	teste	시험	N;MASC;SG	N
teste	테스트	teste	테스트	N;MASC;SG	N
teste	검사	teste	검사	N;MASC;SG	N
teste	시험	teste	시험	N;MASC;SG	N
designação	명명법	designação	명명법	N;FEM;SG	N
exibido	표시됨	exibir	표시+되+ㄴ	V;MASC;SG;V.PTCP	V
exibido	표시된	exibir	표시+되+ㄴ	V;MASC;SG;V.PTCP	V
exibido	표시됨	exibir	표시+되+ㄴ	V;MASC;SG;V.PTCP	V
organizações	단체	organização	단체	N;FEM;PL	N
organizações	조직	organização	조직	N;FEM;PL	N
organizações	단체	organização	단체	N;FEM;PL	N
extremamente	극도로	extremamente	극도+로	ADV	ADV
reserva	예약	reserva	예약	N;FEM;SG	N
reserva	예매	reserva	예매	N;FEM;SG	N
reserva	예약	reserva	예약	N;FEM;SG	N
interpretação	해석	interpretação	해석	N;FEM;SG	N
blue	청색	blue	청색	N;MASC;SG	N
preso	갇힌	prender	갇히+ㄴ	V;MASC;SG;V.PTCP	V
preso	갇혀	prender	갇히+어	V;MASC;SG;V.PTCP	V
entertainment	오락	entertainment	오락	N;MASC;SG	N
limite	한계	limite	한계	N;MASC;SG	N
limite	제한	limite	제한	N;MASC;SG	N
alemães	독일인	alemão	독일인	N;MASC;PL	N
alemães	독일인	alemão	독일인	N;MASC;PL	N
matriz	어레이	matriz	어레이	N;FEM;SG	N
matriz	배열	matriz	배열	N;FEM;SG	N
matriz	행렬	matriz	행렬	N;FEM;SG	N
colocação	배치	colocação	배치	N;FEM;SG	N
empresário	사업가	empresário	사업가	N;MASC;SG	N
empresário	사업가	empresário	사업가	N;MASC;SG	N
frase	구문	frase	구문	N;FEM;SG	N
frase	문장	frase	문장	N;FEM;SG	N
urbana	도시	urbano	도시	N;FEM;SG	N
sexta	여섯번째	sexta	여섯번+째	N;FEM;SG	N
detalhes	세부사항	detalhe	세부+사항	N;MASC;PL	N
detalhes	상세	detalhe	상세	N;MASC;PL	N
detalhes	세부사항	detalhe	세부+사항	N;MASC;PL	N
ocasião	행사	ocasião	행사	N;FEM;SG	N
graduação	졸업식	graduação	졸업식	N;FEM;SG	N
graduação	졸업	graduação	졸업	N;FEM;SG	N
graduação	졸업	graduação	졸업	N;FEM;SG	N
utilizando	사용하기	utilizar	사용+하+기	V;V.MSDR	V
eliminado	삭제됨	eliminar	삭제되+ㄴ	V;MASC;SG;V.PTCP	V
eliminado	삭제함	eliminar	삭제+하+ㅁ	V;MASC;SG;V.PTCP	V
eliminado	삭제되었습니다	eliminar	삭제+되+었+습니다	V;MASC;SG;V.PTCP	V
eliminado	삭제됨	eliminar	삭제되+ㄴ	V;MASC;SG;V.PTCP	V
eliminado	삭제되었습니다	eliminar	삭제+되+었+습니다	V;MASC;SG;V.PTCP	V
críticos	비평가	crítico	비평가	N;MASC;PL	N
críticos	크리티컬	crítico	크리티컬	N;MASC;PL	N
princípios	원칙	princípio	원칙	N;MASC;PL	N
princípios	원리	princípio	원리	N;MASC;PL	N
passageiros	승객	passageiro	승객	N;MASC;PL	N
passageiros	여객	passageiro	여객	N;MASC;PL	N
passageiros	승객	passageiro	승객	N;MASC;PL	N
performance	공연	performance	공연	N;FEM;SG	N
performance	성능	performance	성능	N;FEM;SG	N
agência	에이전시	agência	에이전시	N;FEM;SG	N
agência	대행사	agência	대행사	N;FEM;SG	N
agência	대리점	agência	대리점	N;FEM;SG	N
equipamentos	장비	equipamento	장비	N;MASC;PL	N
leite	우유	leite	우유	N;MASC;SG	N
football	축구	football	축구	N;MASC;SG	N
football	미식축구	football	미식+축구	N;MASC;SG	N
football	풋볼	football	풋볼	N;MASC;SG	N
senador	상원	senador	상원	N;MASC;SG	N
senador	상원의원	senador	상원의원	N;MASC;SG	N
alterações	변화	alteração	변화	N;FEM;PL	N
alterações	변경	alteração	변경	N;FEM;PL	N
arma	무기	arma	무기	N;FEM;SG	N
servidor	서버	servidor	서버	N;MASC;SG	N
viveu	살았던	viver	살+았+던	V;IND;SG;3;PST;FIN	V
peixe	물고기	peixe	물고기	N;MASC;SG	N
russa	러시아인	russa	러시아인	N;FEM;SG	N
temporadas	계절	temporada	계절	N;FEM;PL	N
fins	목적	fim	목적	N;MASC;PL	N
meias	양말	meia	양말	N;MASC;PL	N
execução	구현	execução	구현	N;FEM;SG	N
execução	처형	execução	처형	N;FEM;SG	N
execução	실행	execução	실행	N;FEM;SG	N
representante	대표자	representante	대표자	N;MASC;SG	N
palco	무대	palco	무대	N;MASC;SG	N
estruturas	구조물	estrutura	구조물	N;FEM;PL	N
estruturas	구조	estrutura	구조	N;FEM;PL	N
mostrar	보이기	mostrar	보이+기	V;NFIN	V
músicos	음악가	músico	음악가	N;MASC;PL	N
músicos	연주자	músico	연주자	N;MASC;PL	N
músicos	뮤지션	músico	뮤지션	N;MASC;PL	N
ferramentas	도구	ferramenta	도구	N;FEM;PL	N
alvo	타깃	alvo	타깃	N;MASC;SG	N
alvo	대상	alvo	대상	N;MASC;SG	N
alvo	타겟	alvo	타산	N;MASC;SG	N
guerras	전쟁	guerra	전쟁	N;FEM;PL	N
guerras	전쟁	guerra	전쟁	N;FEM;PL	N
aliança	동맹	aliança	동맹	N;FEM;SG	N
céu	하늘	céu	하늘	N;MASC;SG	N
céu	하늘	céu	하늘	N;MASC;SG	N
cenário	경치	cenário	경치	N;MASC;SG	N
cenário	시나리오는	cenário	시나리오+는	N;MASC;SG	N
hotel	호텔	hotel	호텔	N;MASC;SG	N
descrição	설명	descrição	설명	N;FEM;SG	N
descrição	묘사	descrição	묘사	N;FEM;SG	N
especificamente	구체적으로	especificamente	구체+적+으로	ADV	ADV
documentos	문서	documento	문서	N;MASC;PL	N
folhas	나뭇잎	folha	나뭇잎	N;FEM;PL	N
folhas	나뭇잎	folha	나뭇잎	N;FEM;PL	N
folhas	시트	folha	시트	N;FEM;PL	N
embaixada	대사관	embaixada	대사관	N;FEM;SG	N
investigação	조사	investigação	조사	N;FEM;SG	N
investigação	수사	investigação	수사	N;FEM;SG	N
investigação	조사	investigação	조사	N;FEM;SG	N
investigação	연구	investigação	연구	N;FEM;SG	N
nação	국민	nação	국민	N;FEM;SG	N
agente	책임자	agente	책임자	N;MASC;SG	N
agente	경관	agente	경관	N;MASC;SG	N
agente	경찰관	agente	경찰관	N;MASC;SG	N
agente	장교	agente	장교	N;MASC;SG	N
agente	요원	agente	요원	N;MASC;SG	N
agente	대리인	agente	대리+이+ㄴ	N;MASC;SG	N
rápido	빠른	rápido	빠르+ㄴ	ADJ;MASC;SG	ADJ
rápido	빠르다	rápido	빠르+다	ADJ;MASC;SG	ADJ
campeã	챔피언	campeã	챔피언	N;FEM;SG	N
selo	우표	selo	우표	N;MASC;SG	N
selo	물개	selo	물개	N;MASC;SG	N
constelação	별자리	constelação	별자리	N;FEM;SG	N
criador	제작자	criador	제작자	N;MASC;SG	N
criador	작성자	criador	작성자	N;MASC;SG	N
argumentos	인자	argumento	인자	N;MASC;PL	N
argumentos	논증	argumento	논증	N;MASC;PL	N
argumentos	논쟁	argumento	논쟁	N;MASC;PL	N
promoção	홍보	promoção	홍보	N;FEM;SG	N
promoção	승진	promoção	승진	N;FEM;SG	N
promoção	홍보	promoção	홍보	N;FEM;SG	N
chegaram	도착했다	chegar	도착+하+었+다	V;IND;PL;3;FIN	V
promover	홍보하기	promover	홍보+하+기	V;NFIN	V
identidade	정체성	identidade	정체성	N;FEM;SG	N
característica	특성	característica	특성	N;FEM;SG	N
característica	특징	característica	특징	N;FEM;SG	N
característica	기능	característica	기능	N;FEM;SG	N
representação	표현	representação	표현	N;FEM;SG	N
insetos	곤충	inseto	곤충	N;MASC;PL	N
insetos	곤충	inseto	곤충	N;MASC;PL	N
insetos	곤충	inseto	곤충	N;MASC;PL	N
judeus	유대인	judeu	유대+이+ㄴ	N;MASC;PL	N
judeus	유대교	judeu	유대교	N;MASC;PL	N
judeus	유대인	judeu	유대+이+ㄴ	N;MASC;PL	N
caráter	성격	caráter	성격	N;MASC;SG	N
caráter	문자	caráter	문자	N;MASC;SG	N
caráter	인물	caráter	인물	N;MASC;SG	N
testes	테스트	teste	테스트	N;MASC;PL	N
testes	테스트	teste	테스트	N;MASC;PL	N
testes	검사	teste	검사	N;MASC;PL	N
testes	시험	teste	시험	N;MASC;PL	N
variedade	다양체	variedade	다양체	N;FEM;SG	N
state	상태	state	상태	N;MASC;SG	N
state	국가	state	국가	N;MASC;SG	N
propaganda	광고	propaganda	광고	N;FEM;SG	N
contas	지폐	conta	지폐	N;FEM;PL	N
contas	계좌	conta	계좌	N;FEM;PL	N
contas	계정	conta	계정	N;FEM;PL	N
cruzeiro	크루즈	cruzeiro	크루즈	N;MASC;SG	N
descobre	찾기	descobrir	찾+기	V;IND;SG;3;PRS;FIN	V
medidas	조치	medida	조치	N;FEM;PL	N
medidas	측정	medida	측정	N;FEM;PL	N
medidas	대책	medida	대책	N;FEM;PL	N
suporte	지원	suporte	지원	N;MASC;SG	N
suporte	후원	suporte	후원	N;MASC;SG	N
cartas	카드	carta	카드	N;FEM;PL	N
cartas	편지	carta	편지	N;FEM;PL	N
gás	가스	gás	가스	N;MASC;SG	N
leitura	독서	leitura	독서	N;FEM;SG	N
recebido	받았습니다	receber	받+았+습니다	V;MASC;SG;V.PTCP	V
recebido	받은	receber	받+ㄴ	V;MASC;SG;V.PTCP	V
colônia	식민지	colônia	식민지	N;FEM;SG	N
nobre	귀족	nobre	귀족	N;MASC;SG	N
encontrados	찾았다	encontrar	찾+았+다	V;MASC;PL;V.PTCP	V
encontrados	찾았습니다	encontrar	찾+았+습니다	V;MASC;PL;V.PTCP	V
encontrados	발견됨	encontrar	발견+되+ㄴ	V;MASC;PL;V.PTCP	V
decide	결정하기	decidir	결정+하+기	V;IND;SG;3;PRS;FIN	V
expedição	탐험	expedição	탐험	N;FEM;SG	N
expedição	원정	expedição	원정	N;FEM;SG	N
esperança	희망	esperança	희망	N;FEM;SG	N
circuito	서킷	circuito	서킷	N;MASC;SG	N
circuito	회로	circuito	회로	N;MASC;SG	N
audiência	평가	audiência	평가	N;FEM;SG	N
audiência	타겟	audiência	타산	N;FEM;SG	N
audiência	관객	audiência	관객	N;FEM;SG	N
