και	et	και	et	CONJ	CONJ
χτίστηκε	construit	χτίζω	construire	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
χτίστηκε	bâti	χτίζω	bâtir	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
ιστορίες	contes	ιστορία	conte	N;NOM;FEM;PL	N;MASC;PL
ιστορίες	récits	ιστορία	récit	N;NOM;FEM;PL	N;MASC;PL
ιστορίες	histoires	ιστορία	histoire	N;NOM;FEM;PL	N;FEM;PL
βρετανικό	britannique	βρετανικός	britannique	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
έρευνες	sondages	έρευνα	sondage	N;NOM;FEM;PL	N;MASC;PL
έρευνες	enquêtes	έρευνα	enquête	N;NOM;FEM;PL	N;FEM;PL
έρευνες	enquêtes	έρευνα	enquête	N;NOM;FEM;PL	N;FEM;PL
έρευνες	recherches	έρευνα	recherche	N;NOM;FEM;PL	N;FEM;PL
έρευνες	enquêtes	έρευνα	enquête	N;NOM;FEM;PL	N;FEM;PL
εκλογή	élection	εκλογή	élection	N;NOM;FEM;SG	N;FEM;SG
εκλογή	election	εκλογή	election	N;NOM;FEM;SG	N;FEM;SG
κάνοντας	faisant	κάνω	faire	V;IPFV;V.CVB;ACT	V;PRS;V.PTCP
κάνοντας	faire	κάνω	faire	V;IPFV;V.CVB;ACT	V;NFIN
πρακτική	pratique	πρακτικός	pratique	ADJ;NOM;FEM;SG	ADJ;FEM;SG
πρακτική	pratique	πρακτικός	pratique	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ρίζες	racines	ρίζη	racine	N;NOM;FEM;PL	N;FEM;PL
μερικοί	certains	μερικοί	certain	PRO;NOM;MASC;PL;3	PRO;MASC;PL
μερικοί	certaines	μερικοί	certain	PRO;NOM;MASC;PL;3	PRO;FEM;PL
μερικοί	quelques	μερικοί	quelque	PRO;NOM;MASC;PL;3	PRO;PL
ποιητές	poètes	ποιητής	poète	N;NOM;MASC;PL	N;MASC;PL
σύνδεση	connexion	σύνδεση	connexion	N;NOM;FEM;SG	N;FEM;SG
σύνδεση	branchement	σύνδεση	branchement	N;NOM;FEM;SG	N;MASC;SG
σύνδεση	raccordement	σύνδεση	raccordement	N;NOM;FEM;SG	N;MASC;SG
σύνδεση	connexion	σύνδεση	connexion	N;NOM;FEM;SG	N;FEM;SG
σύνδεση	raccordement	σύνδεση	raccordement	N;NOM;FEM;SG	N;MASC;SG
σύνδεση	connexion	σύνδεση	connexion	N;NOM;FEM;SG	N;FEM;SG
σύνδεση	lien	σύνδεση	lien	N;NOM;FEM;SG	N;MASC;SG
σύνδεση	connexion	σύνδεση	connexion	N;NOM;FEM;SG	N;FEM;SG
αυτοκίνητα	voitures	αυτοκίνητο	voiture	N;NOM;NEUT;PL	N;FEM;PL
αυτοκίνητα	autos	αυτοκίνητο	auto	N;NOM;NEUT;PL	N;FEM;PL
πλευρές	côtés	πλευρά	côté	N;NOM;FEM;PL	N;MASC;PL
τεράστια	immense	τεράστιος	immense	ADJ;NOM;FEM;SG	ADJ;MASC;SG
τεράστια	énorme	τεράστιος	énorme	ADJ;NOM;FEM;SG	ADJ;MASC;SG
τεράστια	enorme	τεράστιος	enorme	ADJ;NOM;FEM;SG	ADJ;MASC;SG
τεράστια	énorme	τεράστιος	énorme	ADJ;NOM;FEM;SG	ADJ;MASC;SG
διαδίκτυο	internet	διαδίκτυο	internet	N;NOM;NEUT;SG	N;MASC;SG
νούμερο	nombre	νούμερος	nombre	N	N;MASC;SG
νούμερο	numéro	νούμερος	numéro	N	N;MASC;SG
δίνοντας	donnant	δίνω	donner	V;IPFV;V.CVB;ACT	V;PRS;V.PTCP
καφέ	marron	καφένας	marron	N;NOM;NEUT;SG	N;MASC;SG
καφέ	brune	καφένας	brune	N;NOM;NEUT;SG	N;FEM;SG
καφέ	café	καφένας	café	N;NOM;NEUT;SG	N;MASC;SG
πατριάρχης	patriarche	πατριάρχης	patriarche	N;NOM;MASC;SG	N;MASC;SG
οδός	itinéraire	οδός	itinéraire	N;NOM;FEM;SG	N;MASC;SG
οδός	route	οδός	route	N;NOM;FEM;SG	N;FEM;SG
οδός	trajet	οδός	trajet	N;NOM;FEM;SG	N;MASC;SG
οδός	parcours	οδός	parcours	N;NOM;FEM;SG	N;MASC;SG
οδός	rue	οδός	rue	N;NOM;FEM;SG	N;FEM;SG
οδός	routier	οδός	routier	N;NOM;FEM;SG	N;MASC;SG
οδός	route	οδός	route	N;NOM;FEM;SG	N;FEM;SG
οδός	chemin	οδός	chemin	N;NOM;FEM;SG	N;MASC;SG
συμπεριλαμβανομένων	incluant	συμπεριλαμβανόμενος	inclure	V;PFV;GEN;FEM;PL;V.PTCP;PASS	V;PRS;V.PTCP
συμπεριλαμβανομένων	comprenant	συμπεριλαμβανόμενος	comprendre	V;PFV;GEN;FEM;PL;V.PTCP;PASS	V;PRS;V.PTCP
άμυνας	défense	άμυνα	défense	N;GEN;FEM;SG	N;FEM;SG
μάτια	yeux	μάτι	oeil	N;NOM;NEUT;PL	N;MASC;PL
επιγραφή	inscription	επιγραφή	inscription	N;NOM;FEM;SG	N;FEM;SG
εκδηλώσεις	évènements	εκδήλωση	évènement	N;NOM;FEM;PL	N;MASC;PL
εκδηλώσεις	evénements	εκδήλωση	evénement	N;NOM;FEM;PL	N;MASC;PL
εκδηλώσεις	evenements	εκδήλωση	evenement	N;NOM;FEM;PL	N;MASC;PL
εκδηλώσεις	événements	εκδήλωση	événement	N;NOM;FEM;PL	N;MASC;PL
ποικιλία	diversité	ποικιλία	diversité	N;NOM;FEM;SG	N;FEM;SG
ποικιλία	variété	ποικιλία	variété	N;NOM;FEM;SG	N;FEM;SG
δολοφονία	assassinat	δολοφονία	assassinat	N;NOM;FEM;SG	N;MASC;SG
δολοφονία	meurtre	δολοφονία	meurtre	N;NOM;FEM;SG	N;MASC;SG
δολοφονία	assassinat	δολοφονία	assassinat	N;NOM;FEM;SG	N;MASC;SG
αθλητής	athlète	αθλητής	athlète	N;NOM;MASC;SG	N;MASC;SG
φιλόσοφος	philosophe	φιλόσοφος	philosophe	N;NOM;MASC;SG	N;MASC;SG
παρασκευή	vendredi	παρασκευή	vendredi	N;FEM	N;MASC;SG
καθήκοντα	tâches	καθήκον	tâche	N;NOM;NEUT;PL	N;FEM;PL
καθήκοντα	fonctions	καθήκον	fonction	N;NOM;NEUT;PL	N;FEM;PL
καθήκοντα	devoirs	καθήκον	devoir	N;NOM;NEUT;PL	N;MASC;PL
απώλειες	pertes	απώλεια	perte	N;NOM;FEM;PL	N;FEM;PL
απώλειες	pertes	απώλεια	perte	N;NOM;FEM;PL	N;FEM;PL
απώλειες	pertes	απώλεια	perte	N;NOM;FEM;PL	N;FEM;PL
απώλειες	victimes	απώλεια	victime	N;NOM;FEM;PL	N;FEM;PL
συνεχίζει	poursuit	συνεχίζω	poursuivre	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
αποφοίτησε	diplômée	αποφοιτώ	diplômer	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
εκπομπή	diffusion	εκπομπή	diffusion	N;ACC;FEM;SG	N;FEM;SG
εκπομπή	radiodiffusion	εκπομπή	radiodiffusion	N;ACC;FEM;SG	N;FEM;SG
εκπομπή	émission	εκπομπή	émission	N;ACC;FEM;SG	N;FEM;SG
εκπομπή	emission	εκπομπή	emission	N;ACC;FEM;SG	N;FEM;SG
κινητήρα	moteur	κινητήρας	moteur	N;ACC;MASC;SG	N;MASC;SG
κινητήρα	moteur	κινητήρας	moteur	N;ACC;MASC;SG	N;MASC;SG
αντικαταστάθηκε	remplacé	αντικαθιστώ	remplacer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
αντικαταστάθηκε	remplacée	αντικαθιστώ	remplacer	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
απλό	simple	απλός	simple	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
εβδομάδα	semaine	εβδομάδα	semaine	N;ACC;FEM;SG	N;FEM;SG
έρχεται	venir	έρχομαι	venir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;NFIN
επιστήμες	sciences	επιστήμα	science	N;NOM;FEM;PL	N;FEM;PL
επιστήμες	sciences	επιστήμα	science	N;NOM;FEM;PL	N;FEM;PL
αυλή	cour	αυλός	cour	N;ACC;FEM;SG	N;FEM;SG
επαγγελματική	professionnelle	επαγγελματικός	professionnel	ADJ;NOM;FEM;SG	ADJ;FEM;SG
επαγγελματική	professionnel	επαγγελματικός	professionnel	ADJ;NOM;FEM;SG	ADJ;MASC;SG
γαλλικό	francais	γαλλικός	francais	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
γαλλικό	française	γαλλικός	français	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
γαλλικό	français	γαλλικός	français	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
φήμη	notoriété	φήμη	notoriété	N;ACC;FEM;SG	N;FEM;SG
φήμη	réputation	φήμη	réputation	N;ACC;FEM;SG	N;FEM;SG
φήμη	célébrité	φήμη	célébrité	N;ACC;FEM;SG	N;FEM;SG
φήμη	gloire	φήμη	gloire	N;ACC;FEM;SG	N;FEM;SG
φήμη	fame	φήμη	fame	N;ACC;FEM;SG	N;MASC;SG
φήμη	rumeur	φήμη	rumeur	N;ACC;FEM;SG	N;FEM;SG
αντιστοιχεί	correspond	αντιστοιχώ	correspondre	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
δημοσίευσε	publiée	δημοσιεύω	publier	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
δημοσίευσε	affiché	δημοσιεύω	afficher	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
δημοσίευσε	posté	δημοσιεύω	posté	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
δημοσίευσε	publié	δημοσιεύω	publier	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
ευρέως	largement	ευρέως	largement	ADV	ADV
κόλπο	astuce	κόλπος	astuce	N;ACC;MASC;SG	N;FEM;SG
τύμπανα	tambours	τύμπανο	tambour	N;NOM;NEUT;PL	N;MASC;PL
τύμπανα	fûts	τύμπανο	fût	N;NOM;NEUT;PL	N;MASC;PL
ιδρυτής	fondateur	ιδρυτός	fondateur	N;NOM;MASC;SG	N;MASC;SG
διαφορές	différences	διαφορά	différence	N;NOM;FEM;PL	N;FEM;PL
διαφορές	litiges	διαφορά	litige	N;NOM;FEM;PL	N;MASC;PL
διαφορές	conflits	διαφορά	conflit	N;NOM;FEM;PL	N;MASC;PL
διαφορές	différends	διαφορά	différend	N;NOM;FEM;PL	N;MASC;PL
κινήσεις	mouvements	κίνηση	mouvement	N;NOM;FEM;PL	N;MASC;PL
πυρήνα	core	πυρήνας	core	N;ACC;MASC;SG	N;MASC;SG
πυρήνα	cœur	πυρήνας	cœur	N;ACC;MASC;SG	N;MASC;SG
πυρήνα	coeur	πυρήνας	coeur	N;ACC;MASC;SG	N;MASC;SG
πυρήνα	noyau	πυρήνας	noyau	N;ACC;MASC;SG	N;MASC;SG
πυρήνα	amande	πυρήνας	amande	N;ACC;MASC;SG	N;FEM;SG
πυρήνα	noyau	πυρήνας	noyau	N;ACC;MASC;SG	N;MASC;SG
νόμπελ	nobel	νόμπελ	nobel	N;NOM;NEUT;SG	N;MASC;SG
κανονική	ordinaire	κανονικός	ordinaire	ADJ;NOM;FEM;SG	ADJ;MASC;SG
κανονική	régulière	κανονικός	régulier	ADJ;NOM;FEM;SG	ADJ;FEM;SG
κανονική	régulier	κανονικός	régulier	ADJ;NOM;FEM;SG	ADJ;MASC;SG
κανονική	normale	κανονικός	normal	ADJ;NOM;FEM;SG	ADJ;FEM;SG
κανονική	normal	κανονικός	normal	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αδελφή	soeur	αδελφή	soeur	N;NOM;FEM;SG	N;FEM;SG
αδελφή	sœur	αδελφή	sœur	N;NOM;FEM;SG	N;FEM;SG
έπεσε	tombé	πέφτω	tomber	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
έπεσε	tombée	πέφτω	tomber	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
έπεσε	tomba	πέφτω	tomber	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
άγαλμα	statue	άγαλμα	statue	N;NOM;NEUT;SG	N;FEM;SG
βορρά	nord	βορράς	nord	N;ACC;MASC;SG	N;MASC;SG
δύσκολο	dur	δύσκολος	dur	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
δύσκολο	difficile	δύσκολος	difficile	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
δύσκολο	dure	δύσκολος	dur	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
δύσκολο	difficile	δύσκολος	difficile	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
προσπαθεί	essayant	προσπαθώ	essayer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PRS;V.PTCP
προσπαθεί	essayer	προσπαθώ	essayer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
αριθμούς	numéros	αριθμός	numéro	N;ACC;MASC;PL	N;MASC;PL
αριθμούς	chiffres	αριθμός	chiffre	N;ACC;MASC;PL	N;MASC;PL
αριθμούς	nombres	αριθμός	nombre	N;ACC;MASC;PL	N;MASC;PL
συνεργάστηκε	collaboré	συνεργώ	collaborer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
συνεργάστηκε	coopéré	συνεργώ	coopérer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
στρατόπεδο	camp	στρατόπεδο	camp	N;NOM;NEUT;SG	N;MASC;SG
στρατόπεδο	campement	στρατόπεδο	campement	N;NOM;NEUT;SG	N;MASC;SG
εννέα	neuf	εννέα	neuf	NUM;NOM;NEUT;PL	NUM
διαφορετικό	différente	διαφορετικός	différent	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
διαφορετικό	différent	διαφορετικός	différent	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αλήθεια	true	αλήθεια	true	N;NOM;FEM;SG	N;MASC;SG
αλήθεια	verite	αλήθεια	verite	N;NOM;FEM;SG	N;FEM;SG
αλήθεια	vérité	αλήθεια	vérité	N;NOM;FEM;SG	N;FEM;SG
ποσότητα	quantité	ποσότητα	quantité	N;NOM;FEM;SG	N;FEM;SG
δισκογραφία	discographie	δισκογραφία	discographie	N;ACC;FEM;SG	N;FEM;SG
διαδρομή	itinéraire	διαδρομή	itinéraire	N;ACC;FEM;SG	N;MASC;SG
διαδρομή	route	διαδρομή	route	N;ACC;FEM;SG	N;FEM;SG
διαδρομή	trajet	διαδρομή	trajet	N;ACC;FEM;SG	N;MASC;SG
διαδρομή	parcours	διαδρομή	parcours	N;ACC;FEM;SG	N;MASC;SG
διαδρομή	sentier	διαδρομή	sentier	N;ACC;FEM;SG	N;MASC;SG
διαδρομή	chemin	διαδρομή	chemin	N;ACC;FEM;SG	N;MASC;SG
διαδρομή	sillon	διαδρομή	sillon	N;ACC;FEM;SG	N;MASC;SG
νερά	eaux	νερό	eau	N;NOM;NEUT;PL	N;FEM;PL
λατινική	latine	λατινικός	latin	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ολόκληρο	entier	ολόκληρος	entier	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
έκφραση	expression	έκφραση	expression	N;ACC;FEM;SG	N;FEM;SG
υπολογιστή	ordinateur	υπολογιστής	ordinateur	N;ACC;MASC;SG	N;MASC;SG
προσφορά	enchère	προσφορά	enchère	N;ACC;FEM;SG	N;FEM;SG
προσφορά	offre	προσφορά	offre	N;ACC;FEM;SG	N;FEM;SG
φρούριο	forteresse	φρούριο	forteresse	N;NOM;NEUT;SG	N;FEM;SG
ανεξάρτητα	indépendamment	ανεξάρτητα	indépendamment	ADV	ADV
παρατηρήσεις	remarques	παρατήρηση	remarque	N;NOM;FEM;PL	N;FEM;PL
παρατηρήσεις	observations	παρατήρηση	observation	N;NOM;FEM;PL	N;FEM;PL
παρατηρήσεις	observations	παρατήρηση	observation	N;NOM;FEM;PL	N;FEM;PL
παρατηρήσεις	commentaires	παρατήρηση	commentaire	N;NOM;FEM;PL	N;MASC;PL
παρατηρήσεις	remarques	παρατήρηση	remarque	N;NOM;FEM;PL	N;FEM;PL
παρατηρήσεις	observations	παρατήρηση	observation	N;NOM;FEM;PL	N;FEM;PL
δίκη	essai	δίκη	essai	N;NOM;FEM;SG	N;MASC;SG
δίκη	procès	δίκη	procès	N;NOM;FEM;SG	N;MASC;SG
αρκετοί	plusieurs	αρκετός	plusieurs	PRO;NOM;MASC;PL;3	PRO;PL
σχόλια	commentaires	σχόλιο	commentaire	N;NOM;NEUT;PL	N;MASC;PL
σχόλια	remarques	σχόλιο	remarque	N;NOM;NEUT;PL	N;FEM;PL
σχόλια	observations	σχόλιο	observation	N;NOM;NEUT;PL	N;FEM;PL
άξονα	essieu	άξονας	essieu	N;ACC;MASC;SG	N;MASC;SG
άξονα	axe	άξονας	axe	N;ACC;MASC;SG	N;MASC;SG
νομική	juridique	νομικός	juridique	ADJ;NOM;FEM;SG	ADJ;MASC;SG
νομική	légal	νομικός	légal	ADJ;NOM;FEM;SG	ADJ;MASC;SG
νομική	légale	νομικός	légal	ADJ;NOM;FEM;SG	ADJ;FEM;SG
γράμμα	lettre	γράμμα	lettre	N;NOM;NEUT;SG	N;FEM;SG
υποψηφιότητα	candidature	υποψηφιότητα	candidature	N;ACC;FEM;SG	N;FEM;SG
υποψηφιότητα	nomination	υποψηφιότητα	nomination	N;ACC;FEM;SG	N;FEM;SG
πνεύμα	esprit	πνεύμα	esprit	N;NOM;NEUT;SG	N;MASC;SG
βουνά	montagnes	βουνό	montagne	N;NOM;NEUT;PL	N;FEM;PL
βουνά	monts	βουνό	mont	N;NOM;NEUT;PL	N;MASC;PL
παλιό	ancienne	παλιός	ancien	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
παλιό	ancien	παλιός	ancien	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
παλιό	vieux	παλιός	vieux	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
παλιό	vieille	παλιός	vieux	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
τομείς	secteurs	τομέας	secteur	N;NOM;MASC;PL	N;MASC;PL
συμφωνώ	convenir	συμφωνώ	convenir	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;NFIN
έκδοσης	délivrance	έκδοση	délivrance	N;GEN;FEM;SG	N;FEM;SG
γενιά	génération	γενιά	génération	N;NOM;FEM;SG	N;FEM;SG
κατανομή	répartition	κατανομή	répartition	N;NOM;FEM;SG	N;FEM;SG
κατανομή	décomposition	κατανομή	décomposition	N;NOM;FEM;SG	N;FEM;SG
κατανομή	ventilation	κατανομή	ventilation	N;NOM;FEM;SG	N;FEM;SG
κατανομή	allocation	κατανομή	allocation	N;NOM;FEM;SG	N;FEM;SG
κατανομή	affectation	κατανομή	affectation	N;NOM;FEM;SG	N;FEM;SG
κατανομή	dotation	κατανομή	dotation	N;NOM;FEM;SG	N;FEM;SG
κατανομή	attribution	κατανομή	attribution	N;NOM;FEM;SG	N;FEM;SG
κατανομή	répartition	κατανομή	répartition	N;NOM;FEM;SG	N;FEM;SG
κατανομή	distribution	κατανομή	distribution	N;NOM;FEM;SG	N;FEM;SG
στίχους	versets	στίχος	verset	N;ACC;MASC;PL	N;MASC;PL
στίχους	paroles	στίχος	parole	N;ACC;MASC;PL	N;FEM;PL
αυτοκίνητο	voiture	αυτοκίνητο	voiture	N;NOM;NEUT;SG	N;FEM;SG
εξαρτάται	dépend	εξαρτώ	dépendre	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
κατάταξη	classement	κατάταξη	classement	N;ACC;FEM;SG	N;MASC;SG
κατάταξη	classement	κατάταξη	classement	N;ACC;FEM;SG	N;MASC;SG
κατάταξη	classification	κατάταξη	classification	N;ACC;FEM;SG	N;FEM;SG
κατάταξη	palmarès	κατάταξη	palmarès	N;ACC;FEM;SG	N;MASC;SG
δικαιοσύνης	justice	δικαιοσύνη	justice	N;GEN;FEM;SG	N;FEM;SG
φυσικός	naturel	φυσικός	naturel	ADJ;NOM;MASC;SG	ADJ;MASC;SG
φυσικός	naturelle	φυσικός	naturel	ADJ;NOM;MASC;SG	ADJ;FEM;SG
τουρνουά	tournoi	τουρνο	tournoi	N;NOM;NEUT;SG	N;MASC;SG
σωματεία	syndicats	σωματείο	syndicat	N;NOM;NEUT;PL	N;MASC;PL
αντίτυπα	exemplaires	αντίτυπο	exemplaire	N;NOM;NEUT;PL	N;MASC;PL
αντίτυπα	copies	αντίτυπο	copie	N;NOM;NEUT;PL	N;FEM;PL
ημερολόγιο	agenda	ημερολόγιο	agenda	N;NOM;NEUT;SG	N;MASC;SG
ημερολόγιο	calendrier	ημερολόγιο	calendrier	N;NOM;NEUT;SG	N;MASC;SG
ημερολόγιο	journal	ημερολόγιο	journal	N;NOM;NEUT;SG	N;MASC;SG
ημερολόγιο	agenda	ημερολόγιο	agenda	N;NOM;NEUT;SG	N;MASC;SG
ημερολόγιο	revue	ημερολόγιο	revue	N;NOM;NEUT;SG	N;FEM;SG
ημερολόγιο	journal	ημερολόγιο	journal	N;NOM;NEUT;SG	N;MASC;SG
συμβολή	contribution	συμβολή	contribution	N;ACC;FEM;SG	N;FEM;SG
συμβολή	cotisation	συμβολή	cotisation	N;ACC;FEM;SG	N;FEM;SG
βασικές	basiques	βασικός	basique	ADJ;NOM;FEM;PL	ADJ;MASC;PL
στυλ	style	στυλ	style	N;NOM;NEUT;SG	N;MASC;SG
ήλιο	hélium	ήλιο	hélium	N;ACC;MASC;SG	N;MASC;SG
τοπικές	locales	τοπικός	local	ADJ;NOM;FEM;PL	ADJ;FEM;PL
τοπικές	locaux	τοπικός	local	ADJ;NOM;FEM;PL	ADJ;MASC;PL
βοήθησε	aidé	βοηθώ	aider	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
κρατών	etats	κράτος	etat	N;GEN;NEUT;PL	N;MASC;PL
κρατών	états	κράτος	état	N;GEN;NEUT;PL	N;MASC;PL
γράφτηκε	ecrit	γράφτω	ecrire	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
γράφτηκε	écrite	γράφτω	écrire	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
γράφτηκε	écrit	γράφτω	écrire	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
θεωρεί	considère	θεωρώ	considérer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
βοηθός	assistant	βοηθός	assistant	N;NOM;MASC;SG	N;MASC;SG
βοηθός	adjointe	βοηθός	adjoint	N;NOM;MASC;SG	N;FEM;SG
βοηθός	adjoint	βοηθός	adjoint	N;NOM;MASC;SG	N;MASC;SG
βοηθός	assistante	βοηθός	assistant	N;NOM;MASC;SG	N;FEM;SG
βοηθός	adjoint	βοηθός	adjoint	N;NOM;MASC;SG	N;MASC;SG
βοηθός	député	βοηθός	député	N;NOM;MASC;SG	N;MASC;SG
βοηθός	adjointe	βοηθός	adjoint	N;NOM;MASC;SG	N;FEM;SG
αναζήτηση	recherche	αναζήτηση	recherche	N;NOM;FEM;SG	N;FEM;SG
αναζήτηση	quest	αναζήτηση	quest	N;NOM;FEM;SG	N;MASC;SG
αναζήτηση	quête	αναζήτηση	quête	N;NOM;FEM;SG	N;FEM;SG
βιομηχανία	industrie	βιομηχανία	industrie	N;NOM;FEM;SG	N;FEM;SG
υποστήριξε	appuyé	υποστηρίζω	appuyer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
υποστήριξε	soutenue	υποστηρίζω	soutenir	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
υποστήριξε	soutenu	υποστηρίζω	soutenir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
υποστήριξε	supporté	υποστηρίζω	supporter	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
καλλιτεχνικό	artistique	καλλιτεχνικός	artistique	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
επιστρέφει	retourne	επιστρέφω	retourner	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
κοιλάδα	vallée	κοιλάδα	vallée	N;ACC;FEM;SG	N;FEM;SG
παλάτι	palais	παλάτι	palais	N;NOM;NEUT;SG	N;MASC;SG
παλάτι	palace	παλάτι	palace	N;NOM;NEUT;SG	N;MASC;SG
πασά	pacha	πασάς	pacha	N;ACC;MASC;SG	N;MASC;SG
συγχώνευση	fusion	συγχώνευση	fusion	N;NOM;FEM;SG	N;FEM;SG
συγχώνευση	fusion	συγχώνευση	fusion	N;NOM;FEM;SG	N;FEM;SG
εμπειρία	expérience	εμπειρία	expérience	N;ACC;FEM;SG	N;FEM;SG
σκηνές	scènes	σκηνός	scène	N;NOM;FEM;PL	N;FEM;PL
σκηνές	tentes	σκηνός	tente	N;NOM;FEM;PL	N;FEM;PL
χρυσός	golden	χρυσός	golden	N;NOM;MASC;SG	N;MASC;SG
φίλος	ami	φίλος	ami	N;NOM;MASC;SG	N;MASC;SG
φίλος	amie	φίλος	amie	N;NOM;MASC;SG	N;FEM;SG
σύγκριση	comparatif	σύγκριση	comparatif	N;NOM;FEM;SG	N;MASC;SG
σύγκριση	comparaison	σύγκριση	comparaison	N;NOM;FEM;SG	N;FEM;SG
ανακοινώθηκε	annoncé	ανακοινώνω	annoncer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
ανακοινώθηκε	annoncée	ανακοινώνω	annoncer	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
περιφέρειες	régions	περιφέρεια	région	N;NOM;FEM;PL	N;FEM;PL
ηττήθηκε	vaincu	ηττώμαι	vaincre	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
