contraste	contraste	contraste	contraste	N;MASC;SG	N;MASC;SG
deficiência	invalidez	deficiência	invalidez	N;FEM;SG	N;FEM;SG
deficiência	incapacidad	deficiência	incapacidad	N;FEM;SG	N;FEM;SG
collins	collins	collin	collin	N;MASC;SG	N;MASC;SG
hospitais	hospitales	hospital	hospital	N;MASC;PL	N;MASC;PL
briga	pelea	briga	pelea	N;FEM;SG	N;FEM;SG
briga	fight	briga	fight	N;FEM;SG	N
briga	lucha	briga	lucha	N;FEM;SG	N;FEM;SG
maomé	mohammad	maomé	mohammad	N;MASC;SG	N;MASC;SG
maomé	mahoma	maomé	mahomo	N;MASC;SG	N;MASC;SG
maomé	muhammad	maomé	muhammad	N;MASC;SG	N;MASC;SG
maomé	mahoma	maomé	mahomo	N;MASC;SG	N;MASC;SG
maomé	mohammed	maomé	mohammed	N;MASC;SG	N;MASC;SG
maomé	mahoma	maomé	mahomo	N;MASC;SG	N;MASC;SG
maomé	mohamed	maomé	mohamed	N;MASC;SG	N;MASC;SG
maomé	mehmet	maomé	mehmet	N;MASC;SG	N;MASC;SG
painel	tablero	painel	tablero	N;MASC;SG	N;MASC;SG
painel	salpicadero	painel	salpicadero	N;MASC;SG	N;MASC;SG
painel	panel	painel	panel	N;MASC;SG	N;MASC;SG
painel	panel	painel	panel	N;MASC;SG	N;MASC;SG
diariamente	diariamente	diariamente	diariamente	ADV	ADV
chi	chi	chi	chi	N;MASC;SG	N;MASC;SG
chi	ji	chi	ji	N;MASC;SG	N
armadura	armadura	armadura	armadura	N;FEM;SG	N;FEM;SG
armadura	blindaje	armadura	blindaje	N;FEM;SG	N;MASC;SG
armadura	armadura	armadura	armadura	N;FEM;SG	N;FEM;SG
armadura	blindaje	armadura	blindaje	N;FEM;SG	N;MASC;SG
cartões	cartas	cartão	carta	N;MASC;PL	N;FEM;PL
cartões	naipes	cartão	naipe	N;MASC;PL	N;MASC;PL
cartões	tarjetas	cartão	tarjeta	N;MASC;PL	N;FEM;PL
adquirido	adquirió	adquirir	adquirir	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
frequentou	asistió	frequentar	asistir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
recomendações	recomendaciones	recomendação	recomendación	N;FEM;PL	N;FEM;PL
garantia	garantía	garantia	garantía	N;FEM;SG	N;FEM;SG
garantia	aval	garantia	aval	N;FEM;SG	N;MASC;SG
garantia	garantía	garantia	garantía	N;FEM;SG	N;FEM;SG
greatest	greatest	greatest	greatest	N;MASC;SG	N
predominantemente	predominantemente	predominantemente	predominantemente	ADV	ADV
criminal	delincuente	criminal	delincuente	N;MASC;SG	N;SG
luxo	lujo	luxo	lujo	N;MASC;SG	N;MASC;SG
phillips	philips	phillips	philip	N;MASC;SG	N;SG
phillips	phillips	phillips	phillip	N;MASC;SG	N;SG
boxe	boxeo	boxe	boxeo	N;MASC;SG	N;MASC;SG
esculturas	esculturas	escultura	escultura	N;FEM;PL	N;FEM;PL
born	born	born	born	N;MASC;SG	N
novatos	principiantes	novato	principiante	N;MASC;PL	N;PL
novatos	novatos	novato	novato	N;MASC;PL	N;MASC;PL
novatos	novatos	novato	novato	N;MASC;PL	N;MASC;PL
aurora	aurora	aurora	aurora	N;FEM;SG	N;FEM;SG
mitchell	mitchell	mitchell	mitchell	N;MASC;SG	N;MASC;SG
made	made	made	mader	N;MASC;SG	N
subida	subida	subida	subida	N;FEM;SG	N;FEM;SG
subida	escalada	subida	escalada	N;FEM;SG	N;FEM;SG
subida	ascenso	subida	ascenso	N;FEM;SG	N;MASC;SG
subida	rise	subida	rise	N;FEM;SG	N
subida	levántate	subida	levántate	N;FEM;SG	N;FEM;SG
subida	subida	subida	subida	N;FEM;SG	N;FEM;SG
subida	ascensión	subida	ascensión	N;FEM;SG	N;FEM;SG
subida	ascenso	subida	ascenso	N;FEM;SG	N;MASC;SG
subdivisões	subdivisiones	subdivisão	subdivisión	N;FEM;PL	N;FEM;PL
patrocínio	patrocinio	patrocínio	patrocinio	N;MASC;SG	N;MASC;SG
patrocínio	patronato	patrocínio	patronato	N;MASC;SG	N;MASC;SG
patrocínio	patrocinio	patrocínio	patrocinio	N;MASC;SG	N;MASC;SG
patrocínio	patrocinio	patrocínio	patrocinio	N;MASC;SG	N;MASC;SG
patrocínio	patrocinador	patrocínio	patrocinador	N;MASC;SG	N;MASC;SG
patrocínio	patrocinio	patrocínio	patrocinio	N;MASC;SG	N;MASC;SG
patrocínio	auspicio	patrocínio	auspicio	N;MASC;SG	N;MASC;SG
macho	macho	macho	macho	N;MASC;SG	N;MASC;SG
macho	macho	macho	macho	N;MASC;SG	N;MASC;SG
macho	varón	macho	varón	N;MASC;SG	N;MASC;SG
saxônia	sajonia	saxônia	sajonia	N;FEM;SG	N;FEM;SG
setúbal	setúbal	setúbal	setúbal	N;MASC;SG	N;MASC;SG
detroit	detroit	detroit	detroit	N;MASC;SG	N;MASC
querendo	querer	querer	querer	V;V.MSDR	V;NFIN
querendo	queriendo	querer	querer	V;V.MSDR	V;V.MSDR
hardware	hardware	hardware	harewar	N;MASC;SG	N;MASC;SG
hardware	ferretería	hardware	ferretería	N;MASC;SG	N;FEM;SG
perdas	pérdidas	perda	pérdida	N;FEM;PL	N;FEM;PL
perdas	pérdidas	perda	pérdida	N;FEM;PL	N;FEM;PL
lesões	lesiones	lesão	lesión	N;FEM;PL	N;FEM;PL
lesões	lesiones	lesão	lesión	N;FEM;PL	N;FEM;PL
lesões	traumatismos	lesão	traumatismo	N;FEM;PL	N;MASC;PL
lesões	lesiones	lesão	lesión	N;FEM;PL	N;FEM;PL
lesões	heridos	lesão	herido	N;FEM;PL	N;MASC;PL
lesões	heridas	lesão	herida	N;FEM;PL	N;FEM;PL
visitas	visitas	visita	visita	N;FEM;PL	N;FEM;PL
soviéticos	soviéticos	soviético	soviético	N;MASC;PL	N;MASC;PL
soviéticos	soviéticos	soviético	soviético	N;MASC;PL	N;MASC;PL
febre	fiebre	febre	fiebre	N;FEM;SG	N;FEM;SG
transformando	transformando	transformar	transformar	V;V.MSDR	V;V.MSDR
transformando	convirtiendo	transformar	convertir	V;V.MSDR	V;V.MSDR
adoção	adopción	adoção	adopción	N;FEM;SG	N;FEM;SG
adoção	aprobación	adoção	aprobación	N;FEM;SG	N;FEM;SG
ltd	ooo	ltd	ooo	N;MASC;SG	N
ltd	ltd	ltd	ltd	N;MASC;SG	N
hudson	hudson	hudson	hudson	N;MASC;SG	N;MASC;SG
maratona	maratón	maratona	maratón	N;FEM;SG	N;FEM;SG
elvis	elvis	elvi	elvis	N;MASC;SG	N;MASC;SG
cobra	culebra	cobrar	culebra	N;FEM;SG	N;FEM;SG
cobra	víbora	cobrar	víbora	N;FEM;SG	N;FEM;SG
cobra	snake	cobrar	snake	N;FEM;SG	N
cobra	serpiente	cobrar	serpiente	N;FEM;SG	N;FEM;SG
monges	monjes	monge	monje	N;MASC;PL	N;MASC;PL
preparar	prepararse	preparar	prepararse	V;NFIN	V;SBJV;SG;3;IPFV;FIN
preparar	preparar	preparar	preparar	V;NFIN	V;NFIN
andamento	progress	andamento	progress	N;MASC;SG	N
andamento	progreso	andamento	progreso	N;MASC;SG	N;MASC;SG
andamento	tempo	andamento	tempo	N;MASC;SG	N;MASC;SG
socialismo	socialismo	socialismo	socialismo	N;MASC;SG	N;MASC;SG
june	junio	june	junio	N;FEM;SG	N
ice	hielo	ice	hielo	N;MASC;SG	N;MASC;SG
colecção	colección	colecção	colección	N;FEM;SG	N;FEM;SG
colecção	coleccion	colecção	coleccionar	N;FEM;SG	N;FEM;SG
honorário	honorario	honorário	honorario	ADJ;MASC;SG	ADJ;MASC;SG
fotógrafo	fotógrafa	fotógrafo	fotógrafa	N;MASC;SG	N;FEM;SG
fotógrafo	fotografo	fotógrafo	fotografo	N;MASC;SG	N;MASC;SG
fotógrafo	fotógrafo	fotógrafo	fotógrafo	N;MASC;SG	N;MASC;SG
jesse	jesse	jesser	jesse	N;MASC;SG	N;SG
romântico	romántico	romântico	romántico	ADJ;MASC;SG	ADJ;MASC;SG
romântico	romántica	romântico	romántico	ADJ;MASC;SG	ADJ;FEM;SG
experimentos	experimentos	experimento	experimento	N;MASC;PL	N;MASC;PL
gramática	gramática	gramático	gramático	N;FEM;SG	N;FEM;SG
laços	corbatas	laço	corbata	N;MASC;PL	N;FEM;PL
laços	lazos	laço	lazo	N;MASC;PL	N;MASC;PL
riscos	riesgos	risco	riesgo	N;MASC;PL	N;MASC;PL
riscos	riesgos	risco	riesgo	N;MASC;PL	N;MASC;PL
trocar	intercambiar	trocar	intercambiar	V;NFIN	V;NFIN
nilo	nilo	nilo	nilo	N;MASC;SG	N;MASC;SG
vital	vital	vital	vital	ADJ;MASC;SG	ADJ;SG
atribuição	asignación	atribuição	asignación	N;FEM;SG	N;FEM;SG
atribuição	asignación	atribuição	asignación	N;FEM;SG	N;FEM;SG
atribuição	cesión	atribuição	cesión	N;FEM;SG	N;FEM;SG
atribuição	atribución	atribuição	atribución	N;FEM;SG	N;FEM;SG
atribuição	reconocimiento	atribuição	reconocimiento	N;FEM;SG	N;MASC;SG
patrono	patrón	patrono	patrón	N;MASC;SG	N;MASC;SG
patrono	patron	patrono	patron	N;MASC;SG	N;MASC;SG
patrono	patrona	patrono	patrona	N;MASC;SG	N;FEM;SG
patrono	mecenas	patrono	mecena	N;MASC;SG	N;SG
mônica	monica	mônica	monica	N;FEM;SG	N;FEM;SG
mônica	mónica	mônica	mónico	N;FEM;SG	N;FEM;SG
regência	regencia	regência	regencia	N;FEM;SG	N;FEM;SG
consistia	consistía	consistir	consistir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
hart	hart	hart	hart	N;MASC;SG	N
novato	principiante	novato	principiante	N;MASC;SG	N;SG
novato	novato	novato	novato	N;MASC;SG	N;MASC;SG
novato	novato	novato	novato	N;MASC;SG	N;MASC;SG
novato	novato	novato	novato	N;MASC;SG	N;MASC;SG
mensal	mensual	mensal	mensual	ADJ;MASC;SG	ADJ;SG
favorito	marcador	favorito	marcador	N;MASC;SG	N;MASC;SG
favorito	favorita	favorito	favorita	N;MASC;SG	N;FEM;SG
favorito	favorita	favorito	favorita	N;MASC;SG	N;FEM;SG
conservador	conservadora	conservador	conservador	ADJ;MASC;SG	ADJ;FEM;SG
conservador	conservador	conservador	conservador	ADJ;MASC;SG	ADJ;MASC;SG
veloso	veloso	veloso	veloso	N;MASC;SG	N;MASC;SG
espetáculos	espectáculos	espetáculo	espectáculo	N;MASC;PL	N;MASC;PL
espetáculos	gafas	espetáculo	gafas	N;MASC;PL	N;FEM;PL
espetáculos	espectáculos	espetáculo	espectáculo	N;MASC;PL	N;MASC;PL
espetáculos	shows	espetáculo	show	N;MASC;PL	N;MASC;PL
martín	martín	martín	martín	N;MASC;SG	N;MASC;SG
martín	martín	martín	martín	N;MASC;SG	N;MASC;SG
circo	circus	circo	circus	N;MASC;SG	N
circo	circo	circo	circo	N;MASC;SG	N;MASC;SG
irene	irene	irene	irene	N;FEM;SG	N;FEM;SG
bebidas	bebidas	bebida	bebida	N;FEM;PL	N;FEM;PL
bebidas	bebidas	bebida	bebida	N;FEM;PL	N;FEM;PL
bebidas	tragos	bebida	trago	N;FEM;PL	N;MASC;PL
bebidas	bebidas	bebida	bebida	N;FEM;PL	N;FEM;PL
bebidas	copas	bebida	copa	N;FEM;PL	N;FEM;PL
caçador	cazador	caçador	cazador	N;MASC;SG	N;MASC;SG
caçador	cazador	caçador	cazador	N;MASC;SG	N;MASC;SG
caçador	cazadora	caçador	cazadora	N;MASC;SG	N;FEM;SG
caçador	hunter	caçador	hunter	N;MASC;SG	N
monge	monje	monge	monje	N;MASC;SG	N;MASC;SG
naruto	naruto	naruto	naruto	N;MASC;SG	N;MASC;SG
buscando	obteniendo	buscar	obtener	V;V.MSDR	V;V.MSDR
buscando	buscando	buscar	buscar	V;V.MSDR	V;V.MSDR
pôr	pon	pôr	pon	V;NFIN	V;IND;SG;2;PRS;FIN
pôr	poner	pôr	poner	V;NFIN	V;NFIN
pôr	ponga	pôr	poner	V;NFIN	V;SBJV;SG;3;PRS;FIN
atacado	atacó	atacar	atacar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
trigo	trigo	trigo	trigo	N;MASC;SG	N;MASC;SG
ante	ante	ante	ante	ADP	ADP
cenários	escenarios	cenário	escenario	N;MASC;PL	N;MASC;PL
pacote	envase	pacote	envase	N;MASC;SG	N;MASC;SG
pacote	paquete	pacote	paquete	N;MASC;SG	N;SG
pacote	manada	pacote	manada	N;MASC;SG	N;FEM;SG
pacote	pack	pacote	pack	N;MASC;SG	N;MASC;SG
pacote	paquete	pacote	paquete	N;MASC;SG	N;SG
pacote	bulto	pacote	bulto	N;MASC;SG	N;MASC;SG
pacote	fajo	pacote	fajo	N;MASC;SG	N;MASC;SG
pacote	paquete	pacote	paquete	N;MASC;SG	N;SG
pacote	bulto	pacote	bulto	N;MASC;SG	N;MASC;SG
silêncio	silencio	silêncio	silencio	N;MASC;SG	N;MASC;SG
silêncio	silencio	silêncio	silencio	N;MASC;SG	N;MASC;SG
silêncio	tranquilidad	silêncio	tranquilidad	N;MASC;SG	N;FEM;SG
silêncio	silencio	silêncio	silencio	N;MASC;SG	N;MASC;SG
silêncio	silencio	silêncio	silencio	N;MASC;SG	N;MASC;SG
silêncio	silent	silêncio	silent	N;MASC;SG	N;SG
buraco	agujero	buraco	agujero	N;MASC;SG	N;MASC;SG
buraco	hole	buraco	hole	N;MASC;SG	N;MASC;SG
buraco	hueco	buraco	hueco	N;MASC;SG	N;MASC;SG
buraco	hoyo	buraco	hoyo	N;MASC;SG	N;MASC;SG
definitiva	definitiva	definitivo	definitivo	ADJ;FEM;SG	ADJ;FEM;SG
definitiva	definitivo	definitivo	definitivo	ADJ;FEM;SG	ADJ;MASC;SG
nono	novena	nono	noveno	ADJ;MASC;SG	ADJ;FEM;SG
nono	noveno	nono	noveno	ADJ;MASC;SG	ADJ;MASC;SG
pernambucano	pernambucano	pernambucano	pernambucano	N;MASC;SG	N;MASC;SG
romanas	roman	romano	romar	N;FEM;PL	N
romanas	romanos	romano	romano	N;FEM;PL	N;MASC;PL
helen	helena	helen	heleno	N;FEM;SG	N;FEM;SG
helen	elena	helen	eleno	N;FEM;SG	N;FEM;SG
ascendência	ascendencia	ascendência	ascendencia	N;FEM;SG	N;FEM;SG
ascendência	descenso	ascendência	descenso	N;FEM;SG	N;MASC;SG
ascendência	ascendencia	ascendência	ascendencia	N;FEM;SG	N;FEM;SG
ascendência	descendencia	ascendência	descendencia	N;FEM;SG	N;FEM;SG
esperando	esperándote	esperar	esperándote	V;V.MSDR	V;IND;SG;1;PRS;FIN
esperando	esperando	esperar	esperar	V;V.MSDR	V;V.MSDR
esperando	esperar	esperar	esperar	V;V.MSDR	V;NFIN
esperando	esperando	esperar	esperar	V;V.MSDR	V;V.MSDR
esperando	esperando	esperar	esperar	V;V.MSDR	V;V.MSDR
madame	señora	madame	señora	N;FEM;SG	N;FEM;SG
madame	madame	madame	madame	N;FEM;SG	N;FEM;SG
madame	madam	madame	madam	N;FEM;SG	N;SG
madame	señora	madame	señora	N;FEM;SG	N;FEM;SG
madame	madame	madame	madame	N;FEM;SG	N;FEM;SG
carácter	carácter	carácter	carácter	N;MASC;SG	N;MASC;SG
carácter	caracter	carácter	caracter	N;MASC;SG	N;MASC;SG
carácter	personaje	carácter	personaje	N;MASC;SG	N;MASC;SG
ernest	ernest	ernest	ernest	N;MASC;SG	N;MASC;SG
ernest	ernesto	ernest	ernesto	N;MASC;SG	N;MASC;SG
voltas	vueltas	volta	vuelta	N;FEM;PL	N;FEM;PL
cap	tapa	cap	tapa	N;MASC;SG	N;FEM;SG
cap	pac	cap	pac	N;MASC;SG	N;MASC;SG
cap	gorra	cap	gorra	N;MASC;SG	N;FEM;SG
delegado	delegado	delegado	delegado	N;MASC;SG	N;MASC;SG
delegado	adjunto	delegado	adjunto	N;MASC;SG	N;MASC;SG
delegado	ayudante	delegado	ayudante	N;MASC;SG	N;SG
delegado	diputado	delegado	diputado	N;MASC;SG	N;MASC;SG
funcional	funcional	funcional	funcional	ADJ;MASC;SG	ADJ;SG
amadores	amateurs	amadores	amateur	N;MASC;PL	N;FEM;PL
amadores	aficionados	amadores	aficionado	N;MASC;PL	N;MASC;PL
amadores	aficionados	amadores	aficionado	N;MASC;PL	N;MASC;PL
protecção	protección	protecção	protección	N;FEM;SG	N;FEM;SG
protecção	proteccion	protecção	proteccion	N;FEM;SG	N;FEM;SG
protecção	protección	protecção	protección	N;FEM;SG	N;FEM;SG
jogado	jugó	jogar	jugar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
empresarial	corporativo	empresarial	corporativo	ADJ;MASC;SG	ADJ;MASC;SG
empresarial	empresarial	empresarial	empresarial	ADJ;MASC;SG	ADJ;SG
empresarial	corporativa	empresarial	corporativo	ADJ;MASC;SG	ADJ;FEM;SG
next	proxima	next	proximar	N;MASC;SG	N;FEM;SG
next	next	next	next	N;MASC;SG	N
conferir	conferir	conferir	conferir	V;NFIN	V;NFIN
conferir	confieren	conferir	conferir	V;NFIN	V;IND;PL;3;PRS;FIN
ajudando	ayudando	ajudar	ayudar	V;V.MSDR	V;V.MSDR
ajudando	ayudar	ajudar	ayudar	V;V.MSDR	V;NFIN
montevidéu	montevideo	montevidér	montevideo	N;MASC;SG	N;MASC;SG
arranjo	acuerdo	arranjo	acuerdo	N;MASC;SG	N;MASC;SG
arranjo	arreglo	arranjo	arreglo	N;MASC;SG	N;MASC;SG
agências	organismos	agência	organismo	N;FEM;PL	N;MASC;PL
agências	agencias	agência	agencia	N;FEM;PL	N;FEM;PL
margaret	margarita	margaret	margarita	N;FEM;SG	N;FEM;SG
standard	norma	standard	norma	N;MASC;SG	N;FEM;SG
respectivas	respectivas	respectivo	respectivo	ADJ;FEM;PL	ADJ;FEM;PL
respectivas	respectivos	respectivo	respectivo	ADJ;FEM;PL	ADJ;MASC;PL
adolf	adolfo	adolf	adolfo	N;MASC;SG	N;MASC;SG
adolf	adolf	adolf	adolf	N;MASC;SG	N;MASC;SG
jam	atasco	jam	atasco	N;MASC;SG	N;MASC;SG
jam	mermelada	jam	mermelada	N;MASC;SG	N;FEM;SG
seattle	seattle	seattle	seattle	N;MASC;SG	N;MASC;SG
chamando	llamando	chamar	llamar	V;V.MSDR	V;V.MSDR
chamando	llamar	chamar	llamar	V;V.MSDR	V;NFIN
servido	sirvió	servido	servir	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
bass	bass	bass	bas	N;MASC;SG	N
receitas	ingresos	receita	ingreso	N;FEM;PL	N;MASC;PL
receitas	recetas	receita	receta	N;FEM;PL	N;FEM;PL
receitas	ingresos	receita	ingreso	N;FEM;PL	N;MASC;PL
receitas	rentas	receita	renta	N;FEM;PL	N;FEM;PL
receitas	ingresos	receita	ingreso	N;FEM;PL	N;MASC;PL
devil	diablo	devil	diablo	N;MASC;SG	N;MASC;SG
devil	demonio	devil	demonio	N;MASC;SG	N;MASC;SG
pioneiros	pioneros	pioneiro	pionero	N;MASC;PL	N;MASC;PL
pioneiros	pioneros	pioneiro	pionero	N;MASC;PL	N;MASC;PL
complexa	compleja	complexo	complejo	ADJ;FEM;SG	ADJ;FEM;SG
complexa	complejo	complexo	complejo	ADJ;FEM;SG	ADJ;MASC;SG
moisés	moses	moisés	mos	N;MASC;SG	N
formações	entrenamientos	formação	entrenamiento	N;FEM;PL	N;MASC;PL
formações	formaciones	formação	formación	N;FEM;PL	N;FEM;PL
exportação	exportación	exportação	exportación	N;FEM;SG	N;FEM;SG
exportação	exportación	exportação	exportación	N;FEM;SG	N;FEM;SG
exportação	export	exportação	export	N;FEM;SG	N
exportação	exportación	exportação	exportación	N;FEM;SG	N;FEM;SG
simpson	simpson	simpson	simpson	N;MASC;SG	N;MASC;SG
constituinte	componente	constituinte	componente	N;MASC;SG	N;MASC;SG
forever	forever	forever	forever	N;MASC;SG	N;SG
cratera	cráter	craterar	cráter	N;FEM;SG	N;MASC;SG
estrelou	protagonizó	estrelar	protagonizar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
hábito	hábito	hábito	hábito	N;MASC;SG	N;MASC;SG
duff	duff	duff	duff	N;FEM;SG	N;FEM;SG
detetive	detective	detetive	detective	N;MASC;SG	N;SG
lagoas	estanques	lagoa	estanque	N;FEM;PL	N;MASC;PL
lagoas	lagunas	lagoa	laguna	N;FEM;PL	N;FEM;PL
restauro	restablecimiento	restauro	restablecimiento	N;MASC;SG	N;MASC;SG
restauro	restauración	restauro	restauración	N;MASC;SG	N;FEM;SG
publicamente	públicamente	publicamente	públicamente	ADV	ADV
milan	milán	milan	milán	N;MASC;SG	N;MASC;SG
milan	milan	milan	milar	N;MASC;SG	N;MASC;SG
levantamento	levantamiento	levantamento	levantamiento	N;MASC;SG	N;MASC;SG
defendendo	defendiendo	defender	defender	V;V.MSDR	V;V.MSDR
defendendo	defender	defender	defender	V;V.MSDR	V;NFIN
ocupando	ocupando	ocupar	ocupar	V;V.MSDR	V;V.MSDR
cumprimento	cumplimiento	cumprimento	cumplimiento	N;MASC;SG	N;MASC;SG
cumprimento	observancia	cumprimento	observancia	N;MASC;SG	N;FEM;SG
cumprimento	conformidad	cumprimento	conformidad	N;MASC;SG	N;FEM;SG
cumprimento	saludo	cumprimento	saludo	N;MASC;SG	N;MASC;SG
cumprimento	plenitud	cumprimento	plenitud	N;MASC;SG	N;FEM;SG
cumprimento	cumplimiento	cumprimento	cumplimiento	N;MASC;SG	N;MASC;SG
sacramento	sacramento	sacramento	sacramento	N;MASC;SG	N;MASC;SG
sacramento	sacramento	sacramento	sacramento	N;MASC;SG	N;MASC;SG
linhagem	linaje	linhagem	linaje	N;FEM;SG	N;MASC;SG
linhagem	linaje	linhagem	linaje	N;FEM;SG	N;MASC;SG
temporariamente	temporalmente	temporariamente	temporalmente	ADV	ADV
temporariamente	temporalmente	temporariamente	temporalmente	ADV	ADV
póvoa	póvoa	póvoa	póvoa	N;FEM;SG	N;FEM;SG
interpretações	interpretaciones	interpretação	interpretación	N;FEM;PL	N;FEM;PL
alerta	alerta	alerta	alerta	N;MASC;SG	N;FEM;SG
greco	greco	greco	greco	N;MASC;SG	N;MASC;SG
rotas	rutas	roto	ruta	N;FEM;PL	N;FEM;PL
joinville	joinville	joinville	joinville	N;MASC;SG	N;MASC;SG
resende	resende	resende	resender	N;MASC;SG	N;MASC;SG
perna	pata	perna	pata	N;FEM;SG	N;FEM;SG
perna	pierna	perna	pierna	N;FEM;SG	N;FEM;SG
saindo	saliendo	sair	salir	V;V.MSDR	V;V.MSDR
saindo	abandonando	sair	abandonar	V;V.MSDR	V;V.MSDR
saindo	saliendo	sair	salir	V;V.MSDR	V;V.MSDR
saindo	dejando	sair	dejar	V;V.MSDR	V;V.MSDR
haiti	haiti	haitir	haiti	N;MASC;SG	N;MASC;SG
haiti	haitiano	haitir	haitiano	N;MASC;SG	N;MASC;SG
habitação	vivienda	habitação	vivienda	N;FEM;SG	N;FEM;SG
habitação	carcasa	habitação	carcaso	N;FEM;SG	N;FEM;SG
mágica	magic	mágico	magic	N;FEM;SG	N
mágica	magia	mágico	magia	N;FEM;SG	N;FEM;SG
oitavas	octavas	oitavo	octava	N;FEM;PL	N;FEM;PL
obs	obs	obs	obs	N;MASC;SG	N;SG
seul	seúl	seul	seúl	N;MASC;SG	N;MASC;SG
dever	duty	dever	duty	N;MASC;SG	N
repressão	represión	repressão	represión	N;FEM;SG	N;FEM;SG
repressão	represión	repressão	represión	N;FEM;SG	N;FEM;SG
trek	trek	trek	trek	N;MASC;SG	N;SG
folk	folk	folk	folk	N;MASC;SG	N;SG
einstein	einstein	einstein	einstein	N;MASC;SG	N;MASC;SG
stade	stade	stade	stade	N;MASC;SG	N;MASC;SG
pimenta	pimenta	pimenta	pimenta	N;FEM;SG	N;FEM;SG
pimenta	pimiento	pimenta	pimiento	N;FEM;SG	N;MASC;SG
pimenta	pimienta	pimenta	pimienta	N;FEM;SG	N;FEM;SG
quarteto	cuarteto	quarteto	cuarteto	N;MASC;SG	N;MASC;SG
adicionado	añadió	adicionar	añadir	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
adicionado	agregó	adicionar	agregar	V;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
discovery	discovery	discovery	discovery	N;MASC;SG	N;MASC;SG
discovery	descubrimiento	discovery	descubrimiento	N;MASC;SG	N;MASC;SG
lutando	luchando	lutar	luchar	V;V.MSDR	V;V.MSDR
lutando	luchando	lutar	luchar	V;V.MSDR	V;V.MSDR
model	maqueta	model	maqueta	N;MASC;SG	N;FEM;SG
model	modelo	model	modelo	N;MASC;SG	N;MASC;SG
alpha	alpha	alpha	alphar	N;MASC;SG	N;FEM;SG
alpha	alfa	alpha	alfa	N;MASC;SG	N;FEM;SG
chelsea	chelsea	chelsea	chelsea	N;MASC;SG	N;SG
hero	heroe	hero	heroe	N;MASC;SG	N;MASC;SG
hero	hero	hero	hero	N;MASC;SG	N;MASC;SG
hero	héroe	hero	héroe	N;MASC;SG	N;MASC;SG
irregular	desigual	irregular	desigual	ADJ;MASC;SG	ADJ;SG
irregular	irregular	irregular	irregular	ADJ;MASC;SG	ADJ;SG
irregular	irregular	irregular	irregular	ADJ;MASC;SG	ADJ;SG
uniformes	uniformes	uniforme	uniforme	N;MASC;PL	N;MASC;PL
uniformes	uniformes	uniforme	uniforme	N;MASC;PL	N;MASC;PL
junção	fusión	junção	fusión	N;FEM;SG	N;FEM;SG
junção	junction	junção	junction	N;FEM;SG	N;MASC;SG
junção	empalme	junção	empalme	N;FEM;SG	N;MASC;SG
fábricas	fábricas	fábrica	fábrica	N;FEM;PL	N;FEM;PL
norueguês	noruego	norueguês	noruego	N;MASC;SG	N;MASC;SG
norueguês	noruega	norueguês	noruego	N;MASC;SG	N;FEM;SG
teen	teen	teen	tener	N;MASC;SG	N
teen	adolescente	teen	adolescente	N;MASC;SG	N;SG
compacto	pacto	compacto	pacto	N;MASC;SG	N;MASC;SG
hermann	hermann	hermann	hermann	N;MASC;SG	N;MASC;SG
sérvio	serbio	sérvio	serbio	N;MASC;SG	N;MASC;SG
reich	reich	reich	reich	N;MASC;SG	N;MASC;SG
dilma	dilma	dilma	dilma	N;FEM;SG	N;FEM;SG
dilma	rousseff	dilma	rousseff	N;FEM;SG	N;FEM;SG
lacerda	lacerda	lacerda	lacerda	N;MASC;SG	N;MASC;SG
aquitânia	aquitania	aquitânia	aquitania	N;FEM;SG	N;FEM;SG
claudia	claudia	claudia	claudia	N;FEM;SG	N;FEM;SG
tendências	tendencias	tendência	tendencia	N;FEM;PL	N;FEM;PL
tendências	tendencias	tendência	tendencia	N;FEM;PL	N;FEM;PL
bang	bang	bang	bang	N;MASC;SG	N
relativo	relativa	relativo	relativo	ADJ;MASC;SG	ADJ;FEM;SG
relativo	relativo	relativo	relativo	ADJ;MASC;SG	ADJ;MASC;SG
julie	julie	julie	julie	N;FEM;SG	N;FEM;SG
planície	plain	planície	plain	N;FEM;SG	N
planície	llanura	planície	llanura	N;FEM;SG	N;FEM;SG
planície	llanura	planície	llanura	N;FEM;SG	N;FEM;SG
pilares	pilares	pilar	pilar	N;MASC;PL	N;MASC;PL
caracterizada	caracterizó	caracterizar	caracterizar	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
caracterizada	caracterizó	caracterizar	caracterizar	V;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
dialeto	dialecto	dialeto	dialecto	N;MASC;SG	N;MASC;SG
designer	diseñadora	designer	diseñador	N;MASC;SG	N;FEM;SG
