και	그리고	και	그리고	CONJ	CONJ
είσοδο	입구	είσοδος	입구	N;ACC;FEM;SG	N
πυκνότητα	밀도	πυκνότητα	밀도	N;ACC;FEM;SG	N
πιθανότατα	아마도	πιθανώς	아마도	ADV;CMPR	ADV
πιθανότατα	아마	πιθανώς	아마	ADV;CMPR	ADV
φύλλα	카드	φύλλο	카드	N;NOM;NEUT;PL	N
φύλλα	나뭇잎	φύλλο	나뭇잎	N;NOM;NEUT;PL	N
φύλλα	시트	φύλλο	시트	N;NOM;NEUT;PL	N
κίνδυνο	위험	κίνδυνος	위험	N;ACC;MASC;SG	N
κίνδυνο	리스크	κίνδυνος	리스크	N;ACC;MASC;SG	N
κίνδυνο	위험	κίνδυνος	위험	N;ACC;MASC;SG	N
πραγματικά	정말로	πραγματικά	정말로	ADV	ADV
πραγματικά	정말	πραγματικά	정말	ADV	ADV
σφαίρα	총알	σφαίρα	총알	N;NOM;FEM;SG	N
σφαίρα	탄환	σφαίρα	탄환	N;NOM;FEM;SG	N
βάθος	농도	βάθος	농도	N;ACC;NEUT;SG	N
βήμα	단계	βήμα	단계	N;NOM;NEUT;SG	N
έλλειψη	부족	έλλειψη	부족	N;NOM;FEM;SG	N
έλλειψη	부족	έλλειψη	부족	N;NOM;FEM;SG	N
εγκαταστάσεις	설치	εγκατάσταση	설치	N;NOM;FEM;PL	N
εγκαταστάσεις	시설	εγκατάσταση	시설	N;NOM;FEM;PL	N
υψηλή	높음	ψηλός	높음	ADJ;NOM;FEM;SG	ADJ
κοινότητες	공동체	κοινότητα	공동체	N;NOM;FEM;PL	N
βρέθηκαν	찾았다	βρίσκω	찾+았+다	V;PFV;IND;PL;3;PST;FIN;PASS	V
βρέθηκαν	찾았습니다	βρίσκω	찾+았+습니다	V;PFV;IND;PL;3;PST;FIN;PASS	V
βρέθηκαν	발견됨	βρίσκω	발견+되+ㄴ	V;PFV;IND;PL;3;PST;FIN;PASS	V
κατάλογο	디렉토리	κατάλογος	디렉토리	N;ACC;MASC;SG	N
κατάλογο	디렉터리	κατάλογος	디렉터리	N;ACC;MASC;SG	N
κυριαρχία	주권	κυριαρχία	주권	N;ACC;FEM;SG	N
βασικά	기본적으로	βασικά	기본+적+으로	ADV	ADV
βασικά	실제로	βασικά	실제로	ADV	ADV
διαχειριστές	관리자	διαχειριστής	관리자	N;NOM;MASC;PL	N
διαχειριστές	관리자	διαχειριστής	관리자	N;NOM;MASC;PL	N
προγράμματα	프로그램	πρόγραμμα	프로그램	N;NOM;NEUT;PL	N
προσωπικά	개인적으로	προσωπικά	개인+적+으로	ADV	ADV
εισβολή	침략	εισβολή	침략	N;ACC;FEM;SG	N
εισβολή	침공	εισβολή	침공	N;ACC;FEM;SG	N
εισβολή	침입	εισβολή	침입	N;ACC;FEM;SG	N
οργανισμός	조직	οργανισμός	조직	N;NOM;MASC;SG	N
οργανισμός	기구	οργανισμός	기구	N;NOM;MASC;SG	N
οργανισμός	단체	οργανισμός	단체	N;NOM;MASC;SG	N
οργανισμός	조직	οργανισμός	조직	N;NOM;MASC;SG	N
οργανισμός	기구	οργανισμός	기구	N;NOM;MASC;SG	N
οργανισμός	에이전시	οργανισμός	에이전시	N;NOM;MASC;SG	N
οργανισμός	대행사	οργανισμός	대행사	N;NOM;MASC;SG	N
οργανισμός	대리점	οργανισμός	대리점	N;NOM;MASC;SG	N
ρόλος	역할	ρόλος	역할	N;NOM;MASC;SG	N
νοσοκομείο	병원	νοσοκομείο	병원	N;NOM;NEUT;SG	N
όριο	한계	όριο	한계	N;NOM;NEUT;SG	N
όριο	제한	όριο	제한	N;NOM;NEUT;SG	N
προφανώς	명백히	προφανώς	명백+히	ADV	ADV
εμπόριο	상거래	εμπόριο	상거래	N;NOM;NEUT;SG	N
εμπόριο	상업	εμπόριο	상업	N;NOM;NEUT;SG	N
εμπόριο	무역	εμπόριο	무역	N;NOM;NEUT;SG	N
χάρτη	헌장	χάρτης	헌장	N;ACC;MASC;SG	N
χάρτη	전세	χάρτης	전세	N;ACC;MASC;SG	N
στόχος	목적	στόχος	목적	N;NOM;MASC;SG	N
στόχος	목표	στόχος	목표	N;NOM;MASC;SG	N
στόχος	타깃	στόχος	타깃	N;NOM;MASC;SG	N
στόχος	대상	στόχος	대상	N;NOM;MASC;SG	N
στόχος	타겟	στόχος	타산	N;NOM;MASC;SG	N
ηλικίας	연령	ηλικία	연령	N;GEN;FEM;SG	N
ηλικίας	나이	ηλικία	나이	N;GEN;FEM;SG	N
συγκροτήματα	밴드	σύγκροτημα	밴드	N;NOM;NEUT;PL	N
σκοπός	목적	σκοπός	목적	N;NOM;MASC;SG	N
παραλία	해변	παραλία	해변	N;NOM;FEM;SG	N
δυτικό	서양	δυτικός	서양	N;NOM;NEUT;SG	N
συνεχώς	지속적으로	συνεχώς	지속+적+으로	ADV	ADV
συνεχώς	끊임없이	συνεχώς	끊임없이	ADV	ADV
συνεχώς	지속적으로	συνεχώς	지속+적+으로	ADV	ADV
εξαίρεση	배제	εξαίρεση	배제	N;ACC;FEM;SG	N
αιτία	이유	αιτία	이유	N;NOM;FEM;SG	N
αιτία	원인	αιτία	원인	N;NOM;FEM;SG	N
πολιτισμός	문화	πολιτισμός	문화	N;NOM;MASC;SG	N
πολιτισμός	문명	πολιτισμός	문명	N;NOM;MASC;SG	N
τράπεζα	은행	τράπεζα	은행	N;NOM;FEM;SG	N
διαφορετική	다르다	διαφορετικός	다르+다	ADJ;NOM;FEM;SG	ADJ
εκκλησίες	교회	εκκλησία	교회	N;NOM;FEM;PL	N
σχολεία	학교	σχολείο	학교	N;NOM;NEUT;PL	N
προπονητή	코치	προπονητής	코치	N;ACC;MASC;SG	N
συζητήσεις	논의	συζήτηση	논의	N;NOM;FEM;PL	N
συζητήσεις	논쟁	συζήτηση	논쟁	N;NOM;FEM;PL	N
προώθηση	홍보	προώθηση	홍보	N;ACC;FEM;SG	N
προώθηση	승진	προώθηση	승진	N;ACC;FEM;SG	N
προώθηση	홍보	προώθηση	홍보	N;ACC;FEM;SG	N
επίσκοπος	주교	επίσκοπος	주교	N;NOM;MASC;SG	N
παράσταση	공연	παράσταση	공연	N;ACC;FEM;SG	N
παράσταση	성능	παράσταση	성능	N;ACC;FEM;SG	N
παράσταση	공연	παράσταση	공연	N;ACC;FEM;SG	N
απόλλωνα	아폴로	απόλλωνας	아틸+로	ADV	ADV
αναγνώριση	증명	αναγνώριση	증명	N;ACC;FEM;SG	N
αναγνώριση	식별	αναγνώριση	식별	N;ACC;FEM;SG	N
αναγνώριση	신분증	αναγνώριση	신분증	N;ACC;FEM;SG	N
αναγνώριση	인식	αναγνώριση	인식	N;ACC;FEM;SG	N
σήμα	신호	σήμα	신호	N;NOM;NEUT;SG	N
σήμα	시그널	σήμα	시그널	N;NOM;NEUT;SG	N
σήμα	위젯	σήμα	위젯	N;NOM;NEUT;SG	N
σήμα	명함	σήμα	명함	N;NOM;NEUT;SG	N
αεροσκάφος	항공기	αεροσκάφος	항공기	N;NOM;NEUT;SG	N
χρόνος	시간	χρόνος	시간	N;NOM;MASC;SG	N
πράξεις	작전	πράξη	작전	N;NOM;FEM;PL	N
πράξεις	운영	πράξη	운영	N;NOM;FEM;PL	N
πράξεις	행동	πράξη	행동	N;NOM;FEM;PL	N
πράξεις	활동	πράξη	활동	N;NOM;FEM;PL	N
πράξεις	동작	πράξη	동작	N;NOM;FEM;PL	N
πράξεις	액션	πράξη	액션	N;NOM;FEM;PL	N
δυνατό	강한	δυνατός	강하+ㄴ	ADJ;NOM;NEUT;SG	ADJ
τέταρτη	넷째	τέταρτος	넷째	NUM;NOM;FEM;SG	NUM
χώρους	공간	χώρος	공간	N;ACC;MASC;PL	N
χώρους	공백	χώρος	공백	N;ACC;MASC;PL	N
παραστάσεις	공연	παράσταση	공연	N;NOM;FEM;PL	N
παράγοντες	요인	παράγοντας	요인	N;NOM;MASC;PL	N
αστέρας	항성	αστέρα	항성	N;NOM;MASC;SG	N
φυτά	식물	φυτώ	식물	N;NOM;NEUT;PL	N
φυτά	식물학	φυτώ	식물학	N;NOM;NEUT;PL	N
προτάσεις	제안	πρόταση	제안	N;NOM;FEM;PL	N
σύμβουλος	컨설턴트	σύμβουλος	컨설턴트	N;NOM;MASC;SG	N
τεχνολογία	기술	τεχνολογία	기술	N;NOM;FEM;SG	N
όπλα	무기	όπλο	무기	N;NOM;NEUT;PL	N
όπλα	무기	όπλο	무기	N;NOM;NEUT;PL	N
όπλα	총기	όπλο	총기	N;NOM;NEUT;PL	N
έκρηξη	분출	έκρηξη	분출	N;ACC;FEM;SG	N
έκρηξη	폭발	έκρηξη	폭발	N;ACC;FEM;SG	N
έκρηξη	폭발	έκρηξη	폭발	N;ACC;FEM;SG	N
συνέλευση	조약	συνέλευση	조약	N;NOM;FEM;SG	N
συνέλευση	협약	συνέλευση	협약	N;NOM;FEM;SG	N
επιτυχίες	성공	επιτυχία	성공	N;NOM;FEM;PL	N
πάρκο	공원	πάρκο	공원	N;NOM;NEUT;SG	N
ποίηση	문학	ποίηση	문학	N;NOM;FEM;SG	N
διαστάσεις	차원	διάσταση	차원	N;NOM;FEM;PL	N
διαστάσεις	차원	διάσταση	차원	N;NOM;FEM;PL	N
ερείπια	폐허	ερείπιο	폐허	N;NOM;NEUT;PL	N
ασφάλεια	안보	ασφάλεια	안보	N;NOM;FEM;SG	N
ασφάλεια	보안	ασφάλεια	보안	N;NOM;FEM;SG	N
ασφάλεια	안전	ασφάλεια	안전	N;NOM;FEM;SG	N
ασφάλεια	안전성	ασφάλεια	안전성	N;NOM;FEM;SG	N
ασφάλεια	보험	ασφάλεια	보험	N;NOM;FEM;SG	N
γραφείο	사무소	γραφείο	사무소	N;NOM;NEUT;SG	N
γραφείο	사무실	γραφείο	사무실	N;NOM;NEUT;SG	N
γραφείο	데스크	γραφείο	데스크	N;NOM;NEUT;SG	N
γραφείο	책상	γραφείο	책상	N;NOM;NEUT;SG	N
αρχεία	파일	αρχείο	파일	N;NOM;NEUT;PL	N
αρχεία	레코드	αρχείο	레코드	N;NOM;NEUT;PL	N
διάκριση	차별	διάκριση	차별	N;ACC;FEM;SG	N
διάκριση	구별	διάκριση	구별	N;ACC;FEM;SG	N
επιστολή	편지	επιστολή	편지	N;ACC;FEM;SG	N
πιθανότητα	확률	πιθανότητα	확률	N;ACC;FEM;SG	N
πιθανότητα	가능성	πιθανότητα	가능성	N;ACC;FEM;SG	N
συγκρούσεις	갈등	σύγκρουση	갈등	N;NOM;FEM;PL	N
συγκρούσεις	분쟁	σύγκρουση	분쟁	N;NOM;FEM;PL	N
συγκρούσεις	갈등	σύγκρουση	갈등	N;NOM;FEM;PL	N
συγκρούσεις	갈등이	σύγκρουση	갈등+이	N;NOM;FEM;PL	N
συγκρούσεις	충돌	σύγκρουση	충돌	N;NOM;FEM;PL	N
συγκρούσεις	분쟁	σύγκρουση	분쟁	N;NOM;FEM;PL	N
χειμώνα	겨울	χειμώνω	겨울	N;NOM;NEUT;PL	N
δία	목성	δία	목성	N;VOC;MASC;SG	N
δία	목성의	δία	목성+의	N;VOC;MASC;SG	N
εταιρείες	회사	εταιρεία	회사	N;NOM;FEM;PL	N
εφημερίδες	신문	εφημερίδα	신문	N;NOM;FEM;PL	N
εφημερίδες	신문	εφημερίδα	신문	N;NOM;FEM;PL	N
εφημερίδες	신문	εφημερίδα	신문	N;NOM;FEM;PL	N
χρήματα	돈이	χρήμα	돈+이	N;NOM;NEUT;PL	N
τραγουδίστρια	가수	τραγουδίστρια	가수	N;NOM;FEM;SG	N
κλίμακα	축척	κλίμακα	축척	N;NOM;FEM;SG	N
κλίμακα	규모	κλίμακα	규모	N;NOM;FEM;SG	N
κύκλος	순환	κύκλος	순환	N;NOM;MASC;SG	N
κύκλος	사이클	κύκλος	사이클	N;NOM;MASC;SG	N
αλλάξει	변경되었습니다	αλλάζω	변경+되+었+습니다	V;PFV;NFIN;ACT	V
αλλάξει	변경됨	αλλάζω	변경+되+ㄴ	V;PFV;NFIN;ACT	V
αιώνες	세기	αιώνας	세기	N;NOM;MASC;PL	N
ιστορίες	스토리	ιστορία	스토리	N;NOM;FEM;PL	N
ιστορίες	소식	ιστορία	소식	N;NOM;FEM;PL	N
έρευνες	설문조사	έρευνα	설문조사	N;NOM;FEM;PL	N
έρευνες	수사	έρευνα	수사	N;NOM;FEM;PL	N
έρευνες	탐구	έρευνα	탐구	N;NOM;FEM;PL	N
έρευνες	조사	έρευνα	조사	N;NOM;FEM;PL	N
έρευνες	연구	έρευνα	연구	N;NOM;FEM;PL	N
εκλογή	선거	εκλογή	선거	N;NOM;FEM;SG	N
ποιητές	시인	ποιητής	시인	N;NOM;MASC;PL	N
σύνδεση	로그인	σύνδεση	로그인	N;NOM;FEM;SG	N
σύνδεση	연결	σύνδεση	연결	N;NOM;FEM;SG	N
σύνδεση	연결	σύνδεση	연결	N;NOM;FEM;SG	N
σύνδεση	연결	σύνδεση	연결	N;NOM;FEM;SG	N
αυτοκίνητα	자동차	αυτοκίνητο	자동차	N;NOM;NEUT;PL	N
αυτοκίνητα	차량	αυτοκίνητο	차량	N;NOM;NEUT;PL	N
νούμερο	숫자	νούμερος	숫자	N	N
νούμερο	번호	νούμερος	번호	N	N
καφέ	갈색	καφένας	갈색	N;NOM;NEUT;SG	N
οδός	노선	οδός	노선	N;NOM;FEM;SG	N
οδός	거리가	οδός	거리+가	N;NOM;FEM;SG	N
οδός	거리	οδός	거리	N;NOM;FEM;SG	N
άμυνας	방위	άμυνα	방위	N;GEN;FEM;SG	N
άμυνας	국방	άμυνα	국방	N;GEN;FEM;SG	N
άμυνας	디펜스	άμυνα	디펜스	N;GEN;FEM;SG	N
μάτια	눈빛	μάτι	눈빛	N;NOM;NEUT;PL	N
εκδηλώσεις	이벤트	εκδήλωση	이벤트	N;NOM;FEM;PL	N
εκδηλώσεις	행사	εκδήλωση	행사	N;NOM;FEM;PL	N
ποικιλία	다양성	ποικιλία	다양성	N;NOM;FEM;SG	N
ποικιλία	다양체	ποικιλία	다양체	N;NOM;FEM;SG	N
δολοφονία	암살	δολοφονία	암살	N;NOM;FEM;SG	N
αθλητής	운동선수	αθλητής	운동+선수	N;NOM;MASC;SG	N
αθλητής	육상선수	αθλητής	육상선수	N;NOM;MASC;SG	N
φιλόσοφος	철학자	φιλόσοφος	철학자	N;NOM;MASC;SG	N
φιλόσοφος	철학	φιλόσοφος	철학	N;NOM;MASC;SG	N
καθήκοντα	작업	καθήκον	작업	N;NOM;NEUT;PL	N
καθήκοντα	태스크	καθήκον	태스크	N;NOM;NEUT;PL	N
καθήκοντα	의무	καθήκον	의무	N;NOM;NEUT;PL	N
απώλειες	상실	απώλεια	상실	N;NOM;FEM;PL	N
απώλειες	손실	απώλεια	손실	N;NOM;FEM;PL	N
απώλειες	손실	απώλεια	손실	N;NOM;FEM;PL	N
απώλειες	사상자	απώλεια	사상자	N;NOM;FEM;PL	N
εκπομπή	방송	εκπομπή	방송	N;ACC;FEM;SG	N
εκπομπή	방출	εκπομπή	방출	N;ACC;FEM;SG	N
εκπομπή	배출	εκπομπή	배출	N;ACC;FEM;SG	N
κινητήρα	모터	κινητήρας	모터	N;ACC;MASC;SG	N
κινητήρα	전동기	κινητήρας	전동기	N;ACC;MASC;SG	N
επιστήμες	과학	επιστήμα	과학	N;NOM;FEM;PL	N
επιστήμες	과학	επιστήμα	과학	N;NOM;FEM;PL	N
φήμη	평판	φήμη	평판	N;ACC;FEM;SG	N
ευρέως	널리	ευρέως	널리	ADV	ADV
τύμπανα	드럼	τύμπανο	들+요	N;NOM;NEUT;PL	N
τύμπανα	드럼	τύμπανο	들+요	N;NOM;NEUT;PL	N
ανακάλυψη	발견	ανακάλυψη	발견	N;ACC;FEM;SG	N
ανακάλυψη	발견	ανακάλυψη	발견	N;ACC;FEM;SG	N
ιδρυτής	설립자	ιδρυτός	설립자	N;NOM;MASC;SG	N
διαφορές	차이	διαφορά	차이	N;NOM;FEM;PL	N
διαφορές	분쟁	διαφορά	분쟁	N;NOM;FEM;PL	N
πυρήνα	커널	πυρήνας	커널	N;ACC;MASC;SG	N
αδελφή	여동생	αδελφή	여동생	N;NOM;FEM;SG	N
άγαλμα	동상	άγαλμα	동상	N;NOM;NEUT;SG	N
άγαλμα	조각상	άγαλμα	조각상	N;NOM;NEUT;SG	N
βορρά	북부	βορράς	북부	N;ACC;MASC;SG	N
βορρά	북쪽	βορράς	북+쪽	N;ACC;MASC;SG	N
δύσκολο	어려운	δύσκολος	어렵+ㄴ	ADJ;NOM;NEUT;SG	ADJ
αριθμούς	숫자	αριθμός	숫자	N;ACC;MASC;PL	N
διαφορετικό	다르다	διαφορετικός	다르+다	ADJ;NOM;NEUT;SG	ADJ
ποσότητα	수량	ποσότητα	수량	N;NOM;FEM;SG	N
διαδρομή	노선	διαδρομή	노선	N;ACC;FEM;SG	N
έκφραση	표현	έκφραση	표현	N;ACC;FEM;SG	N
έκφραση	표현식	έκφραση	표현식	N;ACC;FEM;SG	N
υπολογιστή	컴퓨터	υπολογιστής	컴퓨터	N;ACC;MASC;SG	N
προσφορά	입찰	προσφορά	입찰	N;ACC;FEM;SG	N
προσφορά	쿠폰	προσφορά	쿠폰	N;ACC;FEM;SG	N
παρατηρήσεις	발언	παρατήρηση	발언	N;NOM;FEM;PL	N
παρατηρήσεις	관찰	παρατήρηση	관찰	N;NOM;FEM;PL	N
παρατηρήσεις	관측	παρατήρηση	관측	N;NOM;FEM;PL	N
παρατηρήσεις	댓글	παρατήρηση	댓글	N;NOM;FEM;PL	N
δίκη	재판	δίκη	재판	N;NOM;FEM;SG	N
σχόλια	댓글	σχόλιο	댓글	N;NOM;NEUT;PL	N
γράμμα	편지	γράμμα	편지	N;NOM;NEUT;SG	N
πνεύμα	정신	πνεύμα	정신	N;NOM;NEUT;SG	N
κατανομή	분석	κατανομή	분석	N;NOM;FEM;SG	N
κατανομή	할당	κατανομή	할당	N;NOM;FEM;SG	N
κατανομή	분포	κατανομή	분포	N;NOM;FEM;SG	N
κατανομή	분배	κατανομή	분배	N;NOM;FEM;SG	N
κατανομή	배포	κατανομή	배포	N;NOM;FEM;SG	N
κατανομή	배포판	κατανομή	배포판	N;NOM;FEM;SG	N
κλειστό	비공개	κλειστός	비공개	N;NOM;NEUT;SG	N
αυτοκίνητο	자동차	αυτοκίνητο	자동차	N;NOM;NEUT;SG	N
αυτοκίνητο	차량	αυτοκίνητο	차량	N;NOM;NEUT;SG	N
αυτοκίνητο	자동차	αυτοκίνητο	자동차	N;NOM;NEUT;SG	N
κατάταξη	순위	κατάταξη	순위	N;ACC;FEM;SG	N
κατάταξη	분류법	κατάταξη	분류법	N;ACC;FEM;SG	N
κατάταξη	분류	κατάταξη	분류	N;ACC;FEM;SG	N
τουρνουά	토너먼트	τουρνο	토너먼트	N;NOM;NEUT;SG	N
τουρνουά	대회	τουρνο	대회	N;NOM;NEUT;SG	N
τουρνουά	토너먼트	τουρνο	토너먼트	N;NOM;NEUT;SG	N
αντίτυπα	복사	αντίτυπο	복사	N;NOM;NEUT;PL	N
αντίτυπα	복사본	αντίτυπο	복사본	N;NOM;NEUT;PL	N
αντίτυπα	사본	αντίτυπο	사본	N;NOM;NEUT;PL	N
ημερολόγιο	달력	ημερολόγιο	달력	N;NOM;NEUT;SG	N
ημερολόγιο	일기	ημερολόγιο	일기	N;NOM;NEUT;SG	N
ημερολόγιο	학술	ημερολόγιο	학술	N;NOM;NEUT;SG	N
ημερολόγιο	학술지	ημερολόγιο	학술지	N;NOM;NEUT;SG	N
ημερολόγιο	저널	ημερολόγιο	저널	N;NOM;NEUT;SG	N
ήλιο	헬륨	ήλιο	헬륨	N;ACC;MASC;SG	N
βοηθός	조교	βοηθός	조교	N;NOM;MASC;SG	N
βοηθός	보조	βοηθός	보조	N;NOM;MASC;SG	N
βοηθός	도우미	βοηθός	도우미	N;NOM;MASC;SG	N
βοηθός	부관	βοηθός	부관	N;NOM;MASC;SG	N
αναζήτηση	검색	αναζήτηση	검색	N;NOM;FEM;SG	N
αναζήτηση	퀘스트	αναζήτηση	퀘스트	N;NOM;FEM;SG	N
βιομηχανία	업계	βιομηχανία	업계	N;NOM;FEM;SG	N
βιομηχανία	산업	βιομηχανία	산업	N;NOM;FEM;SG	N
υποστήριξε	지원합니다	υποστηρίζω	지원+하+ㅂ니다	V;PFV;IND;SG;3;PST;FIN;ACT	V
υποστήριξε	지원함	υποστηρίζω	지원+하+ㅁ	V;PFV;IND;SG;3;PST;FIN;ACT	V
τεύχος	문제	τεύχος	문제	N;NOM;NEUT;SG	N
προϊόν	제품	προϊόν	제품	N;NOM;NEUT;SG	N
παλάτι	궁전	παλάτι	궁전	N;NOM;NEUT;SG	N
συγχώνευση	합병	συγχώνευση	합병	N;NOM;FEM;SG	N
συγχώνευση	병합	συγχώνευση	병합	N;NOM;FEM;SG	N
συγχώνευση	통합	συγχώνευση	통합	N;NOM;FEM;SG	N
εμπειρία	경험	εμπειρία	경험	N;ACC;FEM;SG	N
εμπειρία	체험	εμπειρία	체험	N;ACC;FEM;SG	N
σκηνές	장면	σκηνός	장면	N;NOM;FEM;PL	N
σκηνές	텐트	σκηνός	텐트	N;NOM;FEM;PL	N
φίλος	친구	φίλος	친구	N;NOM;MASC;SG	N
τρίτος	셋째	τρίτος	셋째	NUM;NOM;MASC;SG	NUM
σύγκριση	비교	σύγκριση	비교	N;NOM;FEM;SG	N
επιστήμονες	과학자	επιστήμονας	과학자	N;NOM;MASC;PL	N
περιφέρειες	지역	περιφέρεια	지역	N;NOM;FEM;PL	N
δικηγόρος	변호사	δικηγόρος	변호사	N;NOM;MASC;SG	N
δικηγόρος	변호사	δικηγόρος	변호사	N;NOM;MASC;SG	N
πρίγκιπας	왕자	πρίγκιπας	왕자	N;NOM;MASC;SG	N
οδηγός	운전사	οδηγός	운전사	N;NOM;MASC;SG	N
οδηγός	가이드	οδηγός	가이드	N;NOM;MASC;SG	N
οδηγός	안내	οδηγός	안내	N;NOM;MASC;SG	N
δρόμος	거리가	δρόμος	거리+가	N;NOM;MASC;SG	N
δρόμος	거리	δρόμος	거리	N;NOM;MASC;SG	N
πίστη	신념	πίστα	신념	N;NOM;FEM;SG	N
πίστη	신앙	πίστα	신앙	N;NOM;FEM;SG	N
πίστη	멤버십	πίστα	멤버십	N;NOM;FEM;SG	N
παραδοσιακά	전통적으로	παραδοσιακός	전통+적+으로	ADV	ADV
προέλευση	출처	προέλευση	출처	N;ACC;FEM;SG	N
διαχείριση	관리	διαχείριση	관리	N;NOM;FEM;SG	N
διαχείριση	경영	διαχείριση	경영	N;NOM;FEM;SG	N
διαχείριση	관리	διαχείριση	관리	N;NOM;FEM;SG	N
σταδιοδρομία	경력	σταδιοδρομία	경력	N;NOM;FEM;SG	N
σταδιοδρομία	직업	σταδιοδρομία	직업	N;NOM;FEM;SG	N
συναυλίες	연주회	συναυλία	연주회	N;NOM;FEM;PL	N
