august	август	august	август	N;MASC;SG	N;INDF;MASC;SG
derrotados	победени	derrotar	победя	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
cameron	камерън	cameron	камерън	N;MASC;SG	N;INDF;MASC;SG
determina	определя	determinar	определям-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
cartoon	карикатура	cartoon	карикатура	N;MASC;SG	N;INDF;FEM;SG
aurélio	аурелио	aurélio	аурелио	N;MASC;SG	N;INDF;MASC;SG
inscrições	надписи	inscrição	надпис	N;FEM;PL	N;INDF;MASC;PL
inscrições	вписвания	inscrição	вписване	N;FEM;PL	N;INDF;NEUT;PL
inscrições	записи	inscrição	запис	N;FEM;PL	N;INDF;MASC;PL
inscrições	регистрации	inscrição	регистрация	N;FEM;PL	N;INDF;FEM;PL
cerveja	бирата	cerveja	бира	N;FEM;SG	N;DEF;FEM;SG
cerveja	бира	cerveja	бира	N;FEM;SG	N;INDF;FEM;SG
bravo	bravo	bravo	bravo	N;MASC;SG	N;INDF;MASC;SG
pes	пес	pes	пес	N;MASC;SG	N;INDF;MASC;SG
efetivo	ефективна	efetivo	ефективен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
efetivo	ефективен	efetivo	ефективен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
aposentadoria	пенсиониране	aposentadoria	пенсиониране	N;FEM;SG	N;INDF;NEUT;SG
wisconsin	уисконсин	wisconsin	уисконсин	N;MASC;SG	N;INDF;MASC;SG
padroeiro	покровител	padroeiro	покровител	N;MASC;SG	N;INDF;MASC;SG
padroeiro	патрон	padroeiro	патрон	N;MASC;SG	N;INDF;MASC;SG
guadalajara	гуадалахара	guadalajar	гуадалахар	N;MASC;SG	N;DEF;MASC;SG
ref	рефер	ref	рефер	N;MASC;SG	N;INDF;MASC;SG
campina	ливада	campina	ливад	N;FEM;SG	N;INDF;FEM;SG
campina	поляна	campina	поляна	N;FEM;SG	N;INDF;FEM;SG
campina	медоу	campina	медоу	N;FEM;SG	N;INDF;MASC;SG
cleveland	кливлънд	cleveland	кливлънд	N;MASC;SG	N;INDF;MASC;SG
cleveland	кливланд	cleveland	кливланд	N;MASC;SG	N;INDF;MASC;SG
inventor	изобретател	inventor	изобретател	N;MASC;SG	N;INDF;MASC;SG
manifesto	манифест	manifesto	манифест	N;MASC;SG	N;INDF;MASC;SG
manifesto	манифест	manifesto	манифест	N;MASC;SG	N;INDF;MASC;SG
adotada	приета	adotar	приема	V;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
adotada	приет	adotar	приема	V;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dadas	дадени	dar	дам-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
manuscritos	ръкописи	manuscrever	ръкопис	N;MASC;PL	N;INDF;MASC;PL
aquecimento	нагряване	aquecimento	нагряване	N;MASC;SG	N;INDF;NEUT;SG
aquecimento	отопление	aquecimento	отопление	N;MASC;SG	N;INDF;NEUT;SG
aquecimento	парно	aquecimento	парно	N;MASC;SG	N;INDF;NEUT;SG
aquecimento	подгряване	aquecimento	подгряване	N;MASC;SG	N;INDF;NEUT;SG
aquecimento	загряване	aquecimento	загряване	N;MASC;SG	N;INDF;NEUT;SG
operário	работник	operário	работник	N;MASC;SG	N;INDF;MASC;SG
demônio	дявол	demônio	дявол	N;MASC;SG	N;INDF;MASC;SG
demônio	дявола	demônio	дявол	N;MASC;SG	N;DEF;MASC;SG
demônio	демон	demônio	демон	N;MASC;SG	N;INDF;MASC;SG
traição	предателство	traição	предателство	N;FEM;SG	N;INDF;NEUT;SG
traição	предателството	traição	предателство	N;FEM;SG	N;DEF;NEUT;SG
traição	предателство	traição	предателство	N;FEM;SG	N;INDF;NEUT;SG
traição	измяна	traição	измяна	N;FEM;SG	N;INDF;FEM;SG
traição	предателство	traição	предателство	N;FEM;SG	N;INDF;NEUT;SG
apagado	изтрита	apagar	изтрия	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
apagado	изтрито	apagar	изтрия	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
automática	автоматична	automático	автоматичен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
automática	автоматичен	automático	автоматичен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
vigário	викарий	vigário	викарий	N;MASC;SG	N;INDF;MASC;SG
treino	обучение	treino	обучение	N;MASC;SG	N;INDF;NEUT;SG
treino	тренировка	treino	тренировка	N;MASC;SG	N;INDF;FEM;SG
treino	тренировка	treino	тренировка	N;MASC;SG	N;INDF;FEM;SG
adquirida	придобита	adquirir	придобит	V;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
contêm	съдържат	conter	съдържам-(се)	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
exposto	изложен	expor	изложа-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
exposto	разкрита	expor	разкрия-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
combinado	комбинирана	combinar	комбинирам	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
combinado	комбинирано	combinar	комбинирам	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
combinado	комбиниран	combinar	комбинирам	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
holstein	холщайн	holstein	холщайн	N;MASC;SG	N;INDF;MASC;SG
secundários	вторични	secundário	вторичен	ADJ;MASC;PL	ADJ;INDF;PL
nomeados	назначени	nomear	назнача	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
diploma	диплома	diploma	диплома	N;MASC;SG	N;INDF;FEM;SG
diploma	дипломата	diploma	дипломат	N;MASC;SG	N;DEF;MASC;SG
livraria	книжарницата	livraria	книжарница	N;FEM;SG	N;DEF;FEM;SG
livraria	книжарница	livraria	книжарница	N;FEM;SG	N;INDF;FEM;SG
livraria	книжарница	livraria	книжарница	N;FEM;SG	N;INDF;FEM;SG
projeção	проекция	projeção	проекция	N;FEM;SG	N;INDF;FEM;SG
projeção	прожекция	projeção	прожекция	N;FEM;SG	N;INDF;FEM;SG
meridiano	меридиан	meridiano	меридиан	N;MASC;SG	N;INDF;MASC;SG
catherine	катерина	catherine	катерина	N;FEM;SG	N;INDF;FEM;SG
excelência	превъзходителство	excelência	превъзходителство	N;FEM;SG	N;INDF;NEUT;SG
imperadores	императори	imperador	император	N;MASC;PL	N;INDF;MASC;PL
andares	етажите	andar	етаж	N;MASC;PL	N;DEF;MASC;PL
andares	подове	andar	под	N;MASC;PL	N;INDF;MASC;PL
andares	етажи	andar	етаж	N;MASC;PL	N;INDF;MASC;PL
ódio	омраза	ódio	омраза	N;MASC;SG	N;INDF;FEM;SG
ódio	ненавист	ódio	ненавист	N;MASC;SG	N;INDF;FEM;SG
ódio	омраза	ódio	омраза	N;MASC;SG	N;INDF;FEM;SG
ódio	омразата	ódio	омраза	N;MASC;SG	N;DEF;FEM;SG
foguetes	ракети	foguete	ракета	N;MASC;PL	N;INDF;FEM;PL
paramount	парамаунт	paramount	парамаунт	N;MASC;SG	N;INDF;FEM;SG
ensinamentos	поуки	ensinamento	поука	N;MASC;PL	N;INDF;FEM;PL
ensinamentos	уроци	ensinamento	урок	N;MASC;PL	N;INDF;MASC;PL
ensinamentos	учения	ensinamento	учение	N;MASC;PL	N;INDF;NEUT;PL
ensinamentos	ученията	ensinamento	учение	N;MASC;PL	N;DEF;NEUT;PL
deslocamento	изместване	deslocamento	изместване	N;MASC;SG	N;INDF;NEUT;SG
deslocamento	компенсиране	deslocamento	компенсиране	N;MASC;SG	N;INDF;NEUT;SG
imóvel	имот	imóvel	имот	N;MASC;SG	N;INDF;MASC;SG
imóvel	собственост	imóvel	собственост	N;MASC;SG	N;INDF;FEM;SG
imóvel	имущество	imóvel	имущество	N;MASC;SG	N;INDF;NEUT;SG
imóvel	свойство	imóvel	свойство	N;MASC;SG	N;INDF;NEUT;SG
léo	лъв	léo	лъв	N;MASC;SG	N;INDF;MASC;SG
léo	лео	léo	лео	N;MASC;SG	N;INDF;MASC;SG
incrível	невероятна	incrível	невероятен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
incrível	невероятен	incrível	невероятен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
incrível	страхотен	incrível	страхотен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
incrível	страхотна	incrível	страхотен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
porcentagem	процент	porcentagem	процент	N;FEM;SG	N;INDF;MASC;SG
chocolate	шоколадов	chocolate	шоколадов	N;MASC;SG	N;INDF;MASC;SG
chocolate	шоколадова	chocolate	шоколадов	N;MASC;SG	N;INDF;FEM;SG
chocolate	шоколад	chocolate	шоколад	N;MASC;SG	N;INDF;MASC;SG
edson	едисон	edson	едисон	N;MASC;SG	N;INDF;MASC;SG
edson	едисън	edson	едисън	N;MASC;SG	N;INDF;MASC;SG
acompanhou	придружено	acompanhar	придружа	V;IND;SG;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
acompanhou	придружена	acompanhar	придружа	V;IND;SG;3;PST;FIN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
acompanhou	придружен	acompanhar	придружа	V;IND;SG;3;PST;FIN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
balada	балада	balada	балада	N;FEM;SG	N;INDF;FEM;SG
terminais	терминали	terminal	терминал	N;MASC;PL	N;INDF;MASC;PL
libras	лири	libra	лира	N;FEM;PL	N;INDF;FEM;PL
tráfico	трафик	tráfico	трафик	N;MASC;SG	N;INDF;MASC;SG
comerciantes	търговците	comerciante	търговец	N;MASC;PL	N;DEF;MASC;PL
comerciantes	търговци	comerciante	търговец	N;MASC;PL	N;INDF;MASC;PL
comerciantes	търговците	comerciante	търговец	N;MASC;PL	N;DEF;MASC;PL
comerciantes	търговци	comerciante	търговец	N;MASC;PL	N;INDF;MASC;PL
body	тялото	body	тяло	N;MASC;SG	N;DEF;NEUT;SG
body	тяло	body	тяло	N;MASC;SG	N;INDF;NEUT;SG
arqueológico	археологически	arqueológico	археологически	ADJ;MASC;SG	ADJ;INDF;MASC;SG
arqueológico	археологически	arqueológico	археологически	ADJ;MASC;SG	ADJ;INDF;MASC;SG
etnia	етнос	etniar	етнос	N;FEM;SG	N;INDF;MASC;SG
sobreviver	оцелява	sobreviver	оцелявам	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
sobreviver	оцелее	sobreviver	оцелея	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
sindicato	синдикат	sindicato	синдикат	N;MASC;SG	N;INDF;MASC;SG
sindicato	синдиката	sindicato	синдикат	N;MASC;SG	N;DEF;MASC;SG
jurista	адвокатка	jurista	адвокатка	N;MASC;SG	N;INDF;FEM;SG
jurista	адвокат	jurista	адвокат	N;MASC;SG	N;INDF;MASC;SG
jurista	юрист	jurista	юрист	N;MASC;SG	N;INDF;MASC;SG
apollo	аполон	apollo	аполон	N;MASC;SG	N;INDF;MASC;SG
apollo	аполо	apollo	аполо	N;MASC;SG	N;INDF;MASC;SG
rumores	слухове	rumor	слух	N;MASC;PL	N;INDF;MASC;PL
rumores	слухове	rumor	слух	N;MASC;PL	N;INDF;MASC;PL
listados	изброени	listar	избероя-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
fev	февруари	faver	февруари	N;MASC;SG	N;INDF;MASC;SG
genes	гените	gene	гена	N;MASC;PL	N;DEF;FEM;PL
genes	гени	gene	гени	N;MASC;PL	N;INDF;MASC;PL
estreita	тясна	estreito	тесен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
estreita	тесен	estreito	тесен	ADJ;FEM;SG	ADJ;INDF;MASC;SG
rito	ритуал	rito	ритуал	N;MASC;SG	N;INDF;MASC;SG
oferecido	предложен	oferecer	предложа	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
oferecido	предложена	oferecer	предложа	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
oferecido	предложено	oferecer	предложа	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
urso	мечок	urso	мечок	N;MASC;SG	N;INDF;MASC;SG
urso	беър	urso	беър	N;MASC;SG	N;INDF;MASC;SG
urso	мече	urso	аз	N;MASC;SG	N;INDF;NEUT;SG
urso	мечо	urso	мечо	N;MASC;SG	N;INDF;MASC;SG
urso	мечка	urso	мечка	N;MASC;SG	N;INDF;FEM;SG
chá	чай	chá	чай	N;MASC;SG	N;INDF;MASC;SG
reynolds	рейнълдс	reynold	рейнълдс	N;MASC;SG	N;INDF;MASC;SG
curiosidade	любопитство	curiosidade	любопитство	N;FEM;SG	N;INDF;NEUT;SG
curiosidade	любопитството	curiosidade	любопитство	N;FEM;SG	N;DEF;NEUT;SG
turca	турчин	turco	турчин	N;FEM;SG	N;INDF;MASC;SG
piscina	басейн	piscina	басейн	N;FEM;SG	N;INDF;MASC;SG
piscina	пул	piscina	пул	N;FEM;SG	N;INDF;MASC;SG
piscina	билярд	piscina	билярд	N;FEM;SG	N;INDF;MASC;SG
chapéu	шапка	chapéu	шапка	N;MASC;SG	N;INDF;FEM;SG
chapéu	шапката	chapéu	шапка	N;MASC;SG	N;DEF;FEM;SG
mares	морета	mar	море	N;MASC;PL	N;INDF;NEUT;PL
mares	моретата	mar	морет	N;MASC;PL	N;DEF;NEUT;PL
mares	кобили	mar	кобия-(се)	N;MASC;PL	N;INDF;MASC;PL
desculpas	извинения	desculpa	извинение	N;FEM;PL	N;INDF;NEUT;PL
desculpas	оправдания	desculpa	оправдане	N;FEM;PL	N;INDF;NEUT;PL
desculpas	извинения	desculpa	извинение	N;FEM;PL	N;INDF;NEUT;PL
moto	мотор	moto	мотор	N;FEM;SG	N;INDF;MASC;SG
moto	мотоциклет	moto	мотоциклет	N;FEM;SG	N;INDF;MASC;SG
moto	велосипед	moto	велосипед	N;FEM;SG	N;INDF;MASC;SG
moto	мотор	moto	мотор	N;FEM;SG	N;INDF;MASC;SG
moto	мотора	moto	мотор	N;FEM;SG	N;DEF;MASC;SG
moto	колело	moto	колело	N;FEM;SG	N;INDF;NEUT;SG
moto	колелото	moto	колело	N;FEM;SG	N;DEF;NEUT;SG
moto	мотор	moto	мотор	N;FEM;SG	N;INDF;MASC;SG
moto	мотоциклет	moto	мотоциклет	N;FEM;SG	N;INDF;MASC;SG
moto	мото	moto	мото	N;FEM;SG	N;INDF;NEUT;SG
doctor	лекар	doctor	лекар	N;MASC;SG	N;INDF;MASC;SG
doctor	докторе	doctor	доктор	N;MASC;SG	N;INDF;MASC;SG
procurador	адвокат	procurador	адвокат	N;MASC;SG	N;INDF;MASC;SG
procurador	прокурор	procurador	прокурор	N;MASC;SG	N;INDF;MASC;SG
definidas	определени	definido	определя-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
definidas	дефинирани	definido	дефинирам	V;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
flauta	флейтата	flauta	флейта	N;FEM;SG	N;DEF;FEM;SG
flauta	флейта	flauta	флей	N;FEM;SG	N;INDF;FEM;SG
aeronáutica	аеронавтика	aeronáutico	аеронавтика	N;FEM;SG	N;INDF;FEM;SG
criadores	създателите	criador	създател	N;MASC;PL	N;DEF;MASC;PL
criadores	създатели	criador	създател	N;MASC;PL	N;INDF;MASC;PL
criadores	животновъдите	criador	животновъд	N;MASC;PL	N;DEF;MASC;PL
punição	наказание	punição	наказание	N;FEM;SG	N;INDF;NEUT;SG
punição	наказанието	punição	наказание	N;FEM;SG	N;DEF;NEUT;SG
editada	редактира	editar	редактирам	V;FEM;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
divulgado	освободена	divulgar	освободя-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
divulgado	освободен	divulgar	освободя-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
divulgado	разкрита	divulgar	разкрия-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
nomenclatura	номенклатура	nomenclatura	номенклатура	N;FEM;SG	N;INDF;FEM;SG
nomenclatura	номенклатурата	nomenclatura	номенклатура	N;FEM;SG	N;DEF;FEM;SG
trilogia	трилогия	trilogia	трилогия	N;FEM;SG	N;INDF;FEM;SG
jenkins	дженкинс	jenkin	дженкинс	N;MASC;SG	N;INDF;FEM;SG
acompanhada	придружено	acompanhar	придружа	V;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
acompanhada	придружена	acompanhar	придружа	V;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
acompanhada	придружен	acompanhar	придружа	V;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
confirmada	потвърдено	confirmar	потвърдя	V;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
confirmada	потвърден	confirmar	потвърдя	V;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
confirmada	потвърдена	confirmar	потвърдя	V;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
debaixo	отдолу	debaixo	отдолу	ADV	ADV
parciais	частични	parcial	частичен	ADJ;MASC;PL	ADJ;INDF;PL
bater	бие	bater	бия-(се)	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
caos	хаосът	caos	хаос	N;MASC;SG	N;DEF;MASC;SG
caos	хаос	caos	хаос	N;MASC;SG	N;INDF;MASC;SG
influente	влиятелен	influente	влиятелен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
colo	обиколка	colo	обиколка	N;MASC;SG	N;INDF;FEM;SG
colo	скута	colo	скут	N;MASC;SG	N;DEF;MASC;SG
extração	извличане	extração	извличане	N;FEM;SG	N;INDF;NEUT;SG
extração	екстракция	extração	екстракция	N;FEM;SG	N;INDF;FEM;SG
lance	наддаване	lançar	наддаване	N;MASC;SG	N;INDF;NEUT;SG
lance	кандидатурата	lançar	кандидатура	N;MASC;SG	N;DEF;FEM;SG
script	сценарий	script	сценарий	N;MASC;SG	N;INDF;MASC;SG
antoine	антоан	antoine	антоан	N;MASC;SG	N;INDF;MASC;SG
estágios	стадии	estágio	стадия	N;MASC;PL	N;INDF;MASC;PL
estágios	етапи	estágio	етапя	N;MASC;PL	N;INDF;MASC;PL
estágios	стажове	estágio	стаж	N;MASC;PL	N;INDF;MASC;PL
luftwaffe	луфтвафе	luftwaffe	луфтва	N;FEM;SG	N;INDF;NEUT;SG
terminado	завършен	terminar	завърша	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
proteína	протеин	proteína	протеин	N;FEM;SG	N;INDF;MASC;SG
proteína	белтък	proteína	белтък	N;FEM;SG	N;INDF;MASC;SG
bin	кошче	bin	кошче	N;MASC;SG	N;INDF;NEUT;SG
parente	роднина	parente	роднина	N;MASC;SG	N;INDF;MASC;SG
nuvens	облаци	nuvem	облак	N;FEM;PL	N;INDF;MASC;PL
nuvens	облаците	nuvem	облак	N;FEM;PL	N;DEF;MASC;PL
nuvens	облаци	nuvem	облак	N;FEM;PL	N;INDF;MASC;PL
fêmea	жена	fêmea	жена	N;FEM;SG	N;INDF;FEM;SG
distâncias	разстояния	distância	разстоя	N;FEM;PL	N;INDF;NEUT;PL
correção	поправка	correção	поправка	N;FEM;SG	N;INDF;FEM;SG
correção	корекция	correção	корекция	N;FEM;SG	N;INDF;FEM;SG
correção	коригиране	correção	коригиране	N;FEM;SG	N;INDF;NEUT;SG
processador	процесор	processador	процесор	N;MASC;SG	N;INDF;MASC;SG
semanal	седмична	semanal	седмичен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
semanal	седмичен	semanal	седмичен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
essenciais	съществени	essencial	съществен	ADJ;MASC;PL	ADJ;INDF;PL
economista	икономист	economista	икономист	N;MASC;SG	N;INDF;MASC;SG
cola	лепило	cola	лепило	N;FEM;SG	N;INDF;NEUT;SG
proibição	забрана	proibição	забрана	N;FEM;SG	N;INDF;FEM;SG
proibição	забрана	proibição	забрана	N;FEM;SG	N;INDF;FEM;SG
sobreviveu	оцелял	sobreviver	оцелея	V;IND;SG;3;PST;FIN	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
sobreviveu	оцеля	sobreviver	оцелея	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
sobreviveu	оцеляла	sobreviver	оцелея	V;IND;SG;3;PST;FIN	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
ângelo	анджело	ângelo	анджело	N;MASC;SG	N;INDF;MASC;SG
key	ключ	key	ключ	N;MASC;SG	N;INDF;MASC;SG
key	ключа	key	ключа	N;MASC;SG	N;DEF;MASC;SG
key	ключът	key	ключ	N;MASC;SG	N;DEF;MASC;SG
garotas	момичетата	garota	момиче	N;FEM;PL	N;DEF;NEUT;PL
garotas	момичета	garota	момиче	N;FEM;PL	N;INDF;NEUT;PL
garotas	девойки	garota	девойка	N;FEM;PL	N;INDF;FEM;PL
coordenador	координатор	coordenador	координатор	N;MASC;SG	N;INDF;MASC;SG
obrigatório	задължителен	obrigatório	задължителен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
obrigatório	задължителна	obrigatório	задължителен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
obrigatório	задължителен	obrigatório	задължителен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
obrigatório	задължителна	obrigatório	задължителен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
cook	кук	cook	кук	N;MASC;SG	N;INDF;MASC;SG
cook	готвач	cook	готвач	N;MASC;SG	N;INDF;MASC;SG
cook	готвене	cook	готвене	N;MASC;SG	N;INDF;NEUT;SG
henriques	енрикеш	henrique	енрикеш	N;MASC;SG	N;INDF;MASC;SG
entregar	достави	entregar	доставя	V;NFIN	V;PFV;IMP;SG;2;FIN
entregar	доставя	entregar	доставям	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
equipado	монтирана	equipar	монтирам	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
equipado	монтирано	equipar	монтирам	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
equipado	монтиран	equipar	монтирам	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
equipado	оборудвано	equipar	оборудвано	V;MASC;SG;V.PTCP	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
equipado	оборудван	equipar	оборудвам-(се)	V;MASC;SG;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
equipado	оборудвана	equipar	оборудвам-(се)	V;MASC;SG;V.PTCP	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
sódio	натрий	sódio	натрий	N;MASC;SG	N;INDF;MASC;SG
sódio	натриев	sódio	натриев	N;MASC;SG	N;INDF;MASC;SG
caixas	кутии	caixa	кутия	N;FEM;PL	N;INDF;FEM;PL
caixas	сандъци	caixa	сандък	N;FEM;PL	N;INDF;MASC;PL
concordou	договорено	concordar	договоря-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
contínuo	континуум	contínuo	континуум	N;MASC;SG	N;INDF;MASC;SG
tribunais	съдилищата	tribunal	съдилище	N;MASC;PL	N;DEF;NEUT;PL
tribunais	съдилища	tribunal	съдилище	N;MASC;PL	N;INDF;NEUT;PL
abrigo	подслон	abrigo	подслон	N;MASC;SG	N;INDF;MASC;SG
abrigo	приют	abrigo	приюм	N;MASC;SG	N;INDF;MASC;SG
acompanhamento	съпровод	acompanhamento	съпровод	N;MASC;SG	N;INDF;MASC;SG
acompanhamento	следене	acompanhamento	следене	N;MASC;SG	N;INDF;NEUT;SG
acompanhamento	проследяване	acompanhamento	проследяване	N;MASC;SG	N;INDF;NEUT;SG
acompanhamento	следене	acompanhamento	следене	N;MASC;SG	N;INDF;NEUT;SG
acompanhamento	наблюдение	acompanhamento	наблюдение	N;MASC;SG	N;INDF;NEUT;SG
acompanhamento	мониторинг	acompanhamento	мониторинг	N;MASC;SG	N;INDF;MASC;SG
explicou	обяснено	explicar	обясня-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
impulso	тяга	impulso	тягам-се	N;MASC;SG	N;INDF;FEM;SG
impulso	импулс	impulso	импулс	N;MASC;SG	N;INDF;MASC;SG
impulso	пулс	impulso	пулс	N;MASC;SG	N;INDF;MASC;SG
impulso	импулс	impulso	импулс	N;MASC;SG	N;INDF;MASC;SG
impulso	импулсна	impulso	импулсен	N;MASC;SG	N;INDF;FEM;SG
randy	ранди	randy	ранд	N;MASC;SG	N;INDF;MASC;SG
bebida	пиене	beber	пиена	N;FEM;SG	N;INDF;NEUT;SG
bebida	пиенето	beber	пиене	N;FEM;SG	N;DEF;NEUT;SG
bebida	пий	beber	пий	N;FEM;SG	N;INDF;MASC;SG
bebida	питие	beber	питие	N;FEM;SG	N;INDF;NEUT;SG
bebida	напитка	beber	напитка	N;FEM;SG	N;INDF;FEM;SG
máscara	маска	máscara	маска	N;FEM;SG	N;INDF;FEM;SG
máscara	маската	máscara	маска	N;FEM;SG	N;DEF;FEM;SG
dublin	дъблин	dublin	дъблин	N;MASC;SG	N;INDF;MASC;SG
unir	обедини	unir	обединя-(се)	V;NFIN	V;PFV;IMP;SG;2;FIN
mineração	добив	mineração	добив	N;FEM;SG	N;INDF;MASC;SG
ten	десетка	ten	десетка	N;MASC;SG	N;INDF;FEM;SG
shadow	сянката	shadow	сянка	N;MASC;SG	N;DEF;FEM;SG
shadow	сянка	shadow	сянка	N;MASC;SG	N;INDF;FEM;SG
robôs	роботите	robôs	робота	N;MASC;PL	N;DEF;FEM;PL
robôs	роботи	robôs	роботя	N;MASC;PL	N;INDF;FEM;PL
reflexão	отражение	reflexão	отражение	N;FEM;SG	N;INDF;NEUT;SG
reflexão	размисъл	reflexão	размисъл	N;FEM;SG	N;INDF;MASC;SG
pseudônimo	псевдоним	pseudônimo	псевдоня	N;MASC;SG	N;INDF;MASC;SG
fatal	смъртоносен	fatal	смъртоносен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
fatal	фатална	fatal	фатален	ADJ;MASC;SG	ADJ;INDF;FEM;SG
fatal	фатален	fatal	фатален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
abandonada	изоставено	abandonar	изоставя	V;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
abandonada	изоставен	abandonar	изоставя	V;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
abandonada	изоставена	abandonar	изоставя	V;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dividir	раздели	dividir	разделя-(се)	V;NFIN	V;PFV;IMP;SG;2;FIN
dividir	разделяй	dividir	разделям-(се)	V;NFIN	V;IPFV;IMP;SG;2;FIN
dividir	разделим	dividir	разделя-(се)	V;NFIN	V;PFV;IND;PL;1;PRS;FIN;ACT
