kot	som	kot	som	CONJ	CONJ
tempelj	templet	tempelj	tempel	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
tempelj	tempel	tempelj	tempel	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
tempelj	temple	tempelj	temple	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
sveto	helig	svet	helig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
sveto	helige	svet	helig	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
sveto	heligt	svet	helig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
sveto	helig	svet	helig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
sveto	heligt	svet	helig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
umrla	dog	umreti	dö	V;PFV;FEM;SG;V.PTCP	V;IMP;FIN;ACT
nacionalno	nationellt	nacionalen	nationell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
nacionalno	nationell	nacionalen	nationell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
nacionalno	nationellt	nacionalen	nationell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
britanija	britannien	britanija	britannien	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
britanija	britannia	britanija	britanni	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kamen	sten	kamen	sten	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kamen	klippan	kamen	klippa	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
kamen	sten	kamen	sten	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kamen	rock	kamen	rock	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
odnos	inställning	odnos	inställning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
odnos	attityd	odnos	attityd	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
fran	fran	fran	fran	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sever	norr	sever	norr	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
table	styrelser	tabel	styrelse	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
table	brädor	tabel	bräda	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
rast	tillväxten	rast	tillväxt	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
rast	tillväxt	rast	tillväxt	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
struktura	strukturen	struktura	struktur	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
struktura	struktur	struktura	struktur	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
prosto	fritt	prosto	fri	ADV	ADV
hercegovina	hercegovina	hercegovina	hercegovin	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vključitev	införlivandet	vključitev	införlivande	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
vključitev	integrering	vključitev	integrering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vključitev	integration	vključitev	integration	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vključitev	integrationen	vključitev	integration	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vključitev	inkludering	vključitev	inkludering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vključitev	integration	vključitev	integration	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tekmovanja	tävlingar	tekmovanje	tävling	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
tekmovanja	tävlingar	tekmovanje	tävling	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
aktivnosti	verksamheter	aktivnost	verksamhet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
aktivnosti	aktiviteter	aktivnost	aktivitet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
obale	kusterna	obala	kust	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
obale	kuster	obala	kust	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
gradnja	byggverksamhet	gradnja	byggverksamhet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gradnja	konstruktion	gradnja	konstruktion	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
major	majoren	major	major	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
major	major	major	maja	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
major	huvudämne	major	huvudämne	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nasledil	ärvde	naslediti	ärvde	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
nasledil	ärvt	naslediti	ärva	V;PFV;MASC;SG;V.PTCP	V;V.CVB;ACT
kultura	kulturen	kultura	kultur	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
kultura	kultur	kultura	kultur	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
znanje	kunskap	znanje	kunskap	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
znanje	kännedom	znanje	kännedom	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
znanje	vetskap	znanje	vetskap	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
župan	borgmästaren	župan	borgmästar	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
rimska	romersk	rimski	romersk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
uvrstitev	klassificering	uvrstitev	klassificering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
uvrstitev	topplista	uvrstitev	topplist	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
jug	söder	jug	söder	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bistveno	väsentligt	bistveno	väsentlig	ADV	ADV
pokrajine	provinserna	pokrajina	provins	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
pokrajine	provinser	pokrajina	provins	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
jedro	core	jedro	core	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
jedro	kärna	jedro	kärna	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
jedro	kärnan	jedro	kärna	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
jedro	nucleus	jedro	nucleus	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
jedro	kärna	jedro	kärna	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
jedro	kärnan	jedro	kärna	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
jedro	kärna	jedro	kärna	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
roger	roger	roger	roga	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ostane	stannar	ostati	stanna	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
zavod	institute	zavod	institute	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zavod	institut	zavod	institut	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zavod	institutet	zavod	institutet	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
zavod	institution	zavod	institution	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zavod	institutionen	zavod	institution	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
iskanje	sökning	iskanje	sökning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
iskanje	sökning	iskanje	sökning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
zahodna	västra	zahoden	onstra	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;SG
zahodna	västra	zahoden	onstra	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;SG
zahodna	västlig	zahoden	västlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
mesec	måne	mesec	måne	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
mesec	månen	mesec	måne	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
mesec	moon	mesec	moon	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
mesec	månaden	mesec	månad	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
mesec	månad	mesec	månad	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
mesec	manad	mesec	manad	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
iso	iso	iso	iso	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
aktivno	aktivt	aktivno	aktiv	ADV	ADV
aktivno	aktivt	aktivno	aktiv	ADV	ADV
provinca	provins	provinca	provins	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
provinca	län	provinca	län	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
provinca	provinsen	provinca	provins	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
zgradil	byggde	zgraditi	bygga	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
zgradil	bygg	zgraditi	bygg	V;PFV;MASC;SG;V.PTCP	V;IMP;FIN;ACT
zgradil	bygga	zgraditi	bygga	V;PFV;MASC;SG;V.PTCP	V;IMP;FIN;ACT
brigadir	brigadgeneral	brigadir	brigadgeneral	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zgradba	building	zgradba	building	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zgradba	byggnad	zgradba	byggnad	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zgradba	strukturen	zgradba	struktur	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
zgradba	struktur	zgradba	struktur	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
spojine	föreningar	spojin	förening	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
istočasno	samtidigt	istočasno	samtidig	ADV	ADV
očitno	tydligen	očitno	tydligen	ADV	ADV
očitno	uppenbarligen	očitno	uppenbarligen	ADV	ADV
očitno	uppenbarligen	očitno	uppenbarligen	ADV	ADV
motiv	motivet	motiv	motiv	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
motiv	motiv	motiv	motiv	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
motiv	motiv	motiv	motiv	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
mednarodne	internationella	mednaroden	internationell	ADJ;NOM;FEM;PL	ADJ;NOM;PL
štirje	fyra	štirje	fyra	NUM;NOM;MASC;PL	NUM;NOM
videl	såg	videti	se	V;MASC;SG;V.PTCP	V;IMP;FIN;ACT
krila	vingar	krilo	vinga	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
krila	kjolar	krilo	kjola	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
gozd	skog	gozd	skog	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
gozd	woods	gozd	woods	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
gozd	skogen	gozd	skog	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
gozd	skog	gozd	skog	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
gozd	skogs	gozd	skoga	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
gozd	skogen	gozd	skog	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
gozd	forest	gozd	forest	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
misli	tror	misliti	tro	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
misli	tycker	misliti	tycka	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
britaniji	britannien	britanija	britannien	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
britaniji	britannia	britanija	britanni	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
izliva	häller	izlivati	hälla	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
spremeni	modifiera	spremeniti	modifiera	V;PFV;IND;SG;3;PRS;FIN	V;NFIN;ACT
spremeni	byta	spremeniti	byta	V;PFV;IND;SG;3;PRS;FIN	V;NFIN;ACT
višine	höjder	višina	höjder	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
majhne	små	majhen	liten	ADJ;NOM;FEM;PL	ADJ;NOM;PL
razlog	anledning	razlog	anledning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
razlog	förnuft	razlog	förnuft	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
razlog	skäl	razlog	skäl	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
razlog	orsak	razlog	orsak	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
japonsko	japansk	japonski	japansk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
japonsko	japanskt	japonski	japansk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
denar	money	denar	money	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
socialno	socialt	socialen	social	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
socialno	socialt	socialen	social	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
socialno	social	socialen	social	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
sodobni	modernt	sodoben	modern	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
sodobni	nutida	sodoben	nutida	ADJ;NOM;MASC;SG	ADJ;NOM
zmaga	win	zmaga	pi	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
zmaga	vinst	zmaga	vinst	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zmaga	segern	zmaga	seger	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
zmaga	seger	zmaga	sega	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
raven	raven	raven	rav	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
raven	korp	raven	korp	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
raven	korpen	raven	korp	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
raven	nivå	raven	nivå	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
raven	level	raven	level	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kje	där	kje	där	ADV	ADV
traja	varar	trajati	vara	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
ljudstvo	people	ljudstvo	people	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
bistrica	bistrica	bistrica	bistric	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
format	formatet	format	formate	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
format	format	format	format	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vloge	rollerna	vloga	roll	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
vloge	roller	vloga	roll	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
vloge	insättningar	vloga	insättning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
vloge	tillämpningar	vloga	tillämpning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
vloge	ansökningar	vloga	ansökning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
vloge	applikationer	vloga	applikation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
matere	mödrar	mati	mor	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
matere	mammor	mati	mamma	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
matere	mödrarna	mati	mor	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
izobraževanje	utbildning	izobraževanje	utbildning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
stavba	building	stavba	building	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
stavba	byggnad	stavba	byggnad	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sestava	sammansättningen	sestava	sammansättning	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
sestava	sammansättning	sestava	sammansättning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pristanišče	hamn	pristanišče	hamn	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
pristanišče	hamnen	pristanišče	hamn	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
pristanišče	portvin	pristanišče	portvin	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
pristanišče	port	pristanišče	port	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
pristanišče	babord	pristanišče	babord	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
naravne	naturliga	naraven	naturlig	ADJ;NOM;FEM;PL	ADJ;NOM;PL
tleh	ground	tla	ground	N;ESS;NEUT;PL	N
padel	föll	pasti	föll	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
padel	trillade	pasti	trilla	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
padel	ramlade	pasti	ramla	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
padel	fallit	pasti	falla	V;PFV;MASC;SG;V.PTCP	V;V.CVB;ACT
padel	ramlat	pasti	ramla	V;PFV;MASC;SG;V.PTCP	V;V.CVB;ACT
padel	stupade	pasti	stupa	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
padel	faller	pasti	falla	V;PFV;MASC;SG;V.PTCP	V;IND;PRS;FIN;ACT
padel	ramla	pasti	ramla	V;PFV;MASC;SG;V.PTCP	V;IMP;FIN;ACT
padel	falla	pasti	falla	V;PFV;MASC;SG;V.PTCP	V;IMP;FIN;ACT
bobni	trummor	boben	trummor	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
tremi	tre	trije	tre	NUM;NOM;FEM;PL	NUM;NOM
majhno	liten	majhen	liten	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
tlak	tryck	tlak	tryck	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
kos	koltrast	kos	koltrast	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kos	kos	kos	kosa	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kos	bit	kos	bit	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kos	stycke	kos	stycke	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
profil	profil	profiti	profil	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
profil	profilen	profiti	profil	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
profil	spårvidd	profiti	spårvidd	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nadaljuje	fortsätter	nadaljevati	fortsätta	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
poskušal	provade	poskušati	prova	V;IPFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
poskušal	försökte	poskušati	försöka	V;IPFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
rdeča	rött	rdeč	rött	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
rdeča	röd	rdeč	röd	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
posebna	särskild	poseben	särskild	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
posebna	speciell	poseben	speciell	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
pisma	skrivelser	pismo	skrivelse	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
pisma	bokstäver	pismo	bokstov	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
posledice	följder	posledica	följd	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
posledice	konsekvenser	posledica	konsekvens	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
hockey	ishockey	hockey	ishockey	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
hockey	hockey	hockey	hockey	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
poseben	särskild	poseben	särskild	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
poseben	speciell	poseben	speciell	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
konča	slutar	končati	sluta	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
konča	avslutas	končati	avsluta	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
dnk	dna	danka	dna	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
motorji	motorer	motor	motor	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
motorji	motorcyklar	motor	motorcykla	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
motorji	motorer	motor	motor	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
loka	lok	lok	lok	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
loka	loka	lok	loka	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zemlja	jorden	zemlja	jord	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
zemlja	earth	zemlja	earth	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zemlja	jord	zemlja	jord	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zemlja	jord	zemlja	jord	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
prihaja	kommer	prihajati	komma	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
avstrijsko	österrikisk	avstrijski	österrikisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
regiment	regemente	regiment	regemente	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
regiment	regementet	regiment	regemente	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
globoko	djupt	globoko	djup	ADV	ADV
globoko	djupt	globoko	djup	ADV	ADV
črno	svart	črn	svart	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
love	kärlek	lova	kärlek	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
love	love	lova	love	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
material	material	material	material	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
material	material	material	material	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
delitev	division	delitev	division	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
delitev	delning	delitev	delning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
delitev	delning	delitev	delning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
delitev	uppdelning	delitev	uppdelning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
delitev	delning	delitev	delning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pomočnik	biträdande	pomočnik	biträdande	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
pomočnik	assistent	pomočnik	assistent	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pomočnik	hjälpreda	pomočnik	hjälpreda	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pomočnik	hjälpreda	pomočnik	hjälpreda	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dokaj	ganska	dokaj	ganska	ADV	ADV
moško	manligt	moški	manlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
deloma	delvis	deloma	delvis	ADV	ADV
deloma	delvis	deloma	delvis	ADV	ADV
čast	ära	čast	ära	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
čast	heder	čast	heda	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
čast	ära	čast	ära	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
čast	heder	čast	heda	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vloga	applikation	vloga	applikation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vloga	ansökan	vloga	ansökan	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vloga	tillämpning	vloga	tillämpning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vloga	rollen	vloga	roll	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
vloga	roll	vloga	roll	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vodstvo	ledarskap	vodstvo	ledarskap	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
kitajski	kinesisk	kitajski	kinesisk	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
poškodbe	skador	poškodba	skada	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
poškodbe	personskador	poškodba	personskada	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
poškodbe	skador	poškodba	skada	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
poškodbe	personskador	poškodba	personskada	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
naravno	naturlig	naraven	naturlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
naravno	naturligt	naraven	naturlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
naravno	naturligt	naraven	naturlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
madžarska	ungersk	madžarski	ungersk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
drevo	träd	drevo	träd	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
drevo	trädet	drevo	träde	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
lastnik	ägaren	lastnik	ägare	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
neodvisnost	självständighet	neodvisnost	självständighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
neodvisnost	oavhängighet	neodvisnost	oavhängighet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pisateljica	writer	pisateljica	prit	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
postopoma	gradvis	postopoma	gradvis	ADV	ADV
postopoma	gradvis	postopoma	gradvis	ADV	ADV
postopoma	successivt	postopoma	successiv	ADV	ADV
postopoma	successivt	postopoma	successiv	ADV	ADV
dvorec	herrgården	dvorec	herrgård	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
dvorec	herrgård	dvorec	herrgård	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dvorec	castle	dvorec	castle	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
dvorec	borgen	dvorec	borgen	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
dvorec	slottet	dvorec	slott	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
