על	относно	על	относно	ADP	ADP
מסלול	орбита	מסלול	орбита	N;MASC;SG	N;INDF;FEM;SG
מסלול	орбитата	מסלול	орбита	N;MASC;SG	N;DEF;FEM;SG
שפות	езиците	שפה	език	N;FEM;PL	N;DEF;MASC;PL
שפות	езици	שפה	език	N;FEM;PL	N;INDF;MASC;PL
שידור	излъчване	שידור	излъчване	N;MASC;SG	N;INDF;NEUT;SG
שידור	трансмисия	שידור	трансмисия	N;MASC;SG	N;INDF;FEM;SG
שידור	предаване	שידור	предаване	N;MASC;SG	N;INDF;NEUT;SG
שידור	пренос	שידור	пренос	N;MASC;SG	N;INDF;MASC;SG
שידור	излъчване	שידור	излъчване	N;MASC;SG	N;INDF;NEUT;SG
שידור	излъчването	שידור	излъчване	N;MASC;SG	N;DEF;NEUT;SG
תקווה	надеждата	תקווה	надежда	N;FEM;SG	N;DEF;FEM;SG
תקווה	хоуп	תקווה	хоуп	N;FEM;SG	N;INDF;MASC;SG
תקווה	надежда	תקווה	надежда	N;FEM;SG	N;INDF;FEM;SG
אב	баща	אב	баща	N;MASC;SG	N;INDF;MASC;SG
אב	татко	אב	татко	N;MASC;SG	N;INDF;MASC;SG
גורמים	фактори	גורם	фактор	N;MASC;PL	N;INDF;MASC;PL
גורמים	коефициенти	גורם	коефициент	N;MASC;PL	N;INDF;MASC;PL
סימן	табела	סימן	табел	N;MASC;SG	N;INDF;FEM;SG
סימן	знак	סימן	знак	N;MASC;SG	N;INDF;MASC;SG
סגנון	стил	סגנון	стил	N;MASC;SG	N;INDF;MASC;SG
סדרות	комплекти	סדרה	комплект	N;FEM;PL	N;INDF;MASC;PL
בנות	дами	בת	дама	N;FEM;PL	N;INDF;FEM;PL
בנות	момичетата	בת	момиче	N;FEM;PL	N;DEF;NEUT;PL
בנות	момичета	בת	момиче	N;FEM;PL	N;INDF;NEUT;PL
בנות	девойки	בת	девойка	N;FEM;PL	N;INDF;FEM;PL
מהירות	скорост	מהירות	скорост	N;FEM;SG	N;INDF;FEM;SG
מהירות	бързина	מהירות	бързина	N;FEM;SG	N;INDF;FEM;SG
מהירות	спийд	מהירות	спийд	N;FEM;SG	N;INDF;MASC;SG
לאפשר	позволете	אפשר	позволя-(си)	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
לאפשר	позволи	אפשר	позволя-(си)	V;NFIN;ACT	V;PFV;IMP;SG;2;PST;FIN
מאמר	статия	מאמר	статия	N;MASC;SG	N;INDF;FEM;SG
מאמר	член	מאמר	член	N;MASC;SG	N;INDF;MASC;SG
לימוד	преподаването	לימוד	преподаване	N;MASC;SG	N;DEF;NEUT;SG
לימוד	преподаване	לימוד	преподаване	N;MASC;SG	N;INDF;NEUT;SG
לימוד	учене	לימוד	учене	N;MASC;SG	N;INDF;NEUT;SG
לימוד	проучване	לימוד	проучване	N;MASC;SG	N;INDF;NEUT;SG
לימוד	изучаване	לימוד	изучаване	N;MASC;SG	N;INDF;NEUT;SG
לימוד	изследване	לימוד	изследване	N;MASC;SG	N;INDF;NEUT;SG
לימוד	учене	לימוד	учене	N;MASC;SG	N;INDF;NEUT;SG
קצין	офицер	קצין	офицер	N;MASC;SG	N;INDF;MASC;SG
קצין	полицай	קצין	полицай	N;MASC;SG	N;INDF;MASC;SG
השתתפו	участвали	השתתף	участвам	V;PL;3;PST	V;IPFV;INDF;PL;PST;V.PTCP;ACT
השתתפו	участваха	השתתף	участвам	V;PL;3;PST	V;IPFV;IND;PL;3;PST;FIN;ACT
פוליטית	политически	פוליטי	политически	ADV	ADV
פוליטית	политически	פוליטי	политически	ADV	ADV
פוליטית	политическо	פוליטי	политически	ADV	ADV
גידול	тумор	גידול	тумор	N;MASC;SG	N;INDF;MASC;SG
גידול	тумор	גידול	тумор	N;MASC;SG	N;INDF;MASC;SG
רכב	автомобил	רכב	автомобил	N;MASC;SG	N;INDF;MASC;SG
רכב	кола	רכב	кола	N;MASC;SG	N;INDF;FEM;SG
רכב	колата	רכב	кола	N;MASC;SG	N;DEF;FEM;SG
רכב	автомобил	רכב	автомобил	N;MASC;SG	N;INDF;MASC;SG
רכב	автомобил	רכב	автомобил	N;MASC;SG	N;INDF;MASC;SG
רכב	возило	רכב	вози	N;MASC;SG	N;INDF;NEUT;SG
משמעותית	смислено	משמעותי	смислен	ADV	ADV
משמעותית	значително	משמעותי	значително	ADV	ADV
משמעותית	значително	משמעותי	значително	ADV	ADV
קבלת	получаване	קבלה	получаване	N;FEM;SG	N;INDF;NEUT;SG
קבלת	приемане	קבלה	приемане	N;FEM;SG	N;INDF;NEUT;SG
קילומטרים	километри	קילומטר	километър	N;MASC;PL	N;INDF;MASC;PL
קילומטרים	километри	קילומטר	километър	N;MASC;PL	N;INDF;MASC;PL
ראוי	подходящ	ראוי	подходящ	ADJ;MASC;SG	ADJ;INDF;MASC;SG
ראוי	подходяща	ראוי	подходящ	ADJ;MASC;SG	ADJ;INDF;FEM;SG
ראוי	достойна	ראוי	достоен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
ראוי	достоен	ראוי	достоен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
התפתחות	развитие	התפתחות	развитие	N;FEM;SG	N;INDF;NEUT;SG
התפתחות	разработване	התפתחות	разработване	N;FEM;SG	N;INDF;NEUT;SG
התפתחות	разработка	התפתחות	разработка	N;FEM;SG	N;INDF;FEM;SG
ביצוע	извършване	ביצוע	извършване	N;MASC;SG	N;INDF;NEUT;SG
ביצוע	изпълнение	ביצוע	изпълнение	N;MASC;SG	N;INDF;NEUT;SG
ביצוע	ефективност	ביצוע	ефективност	N;MASC;SG	N;INDF;FEM;SG
ביצוע	изпълняване	ביצוע	изпълняване	N;MASC;SG	N;INDF;NEUT;SG
ביצוע	екзекуция	ביצוע	екзекуция	N;MASC;SG	N;INDF;FEM;SG
ביצוע	изпълнение	ביצוע	изпълнение	N;MASC;SG	N;INDF;NEUT;SG
ביצוע	правене	ביצוע	правене	N;MASC;SG	N;INDF;NEUT;SG
גנרל	генерал	גנרל	генерал	N;MASC;SG	N;INDF;MASC;SG
הביא	доведе	הביא	доведа	V;MASC;SG;3;PST;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
ניצח	спечели	ניצח	спечеля	V;MASC;SG;3;PST;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
משפחות	фамилии	משפחה	фамилия	N;FEM;PL	N;INDF;FEM;PL
משפחות	семейства	משפחה	семейство	N;FEM;PL	N;INDF;NEUT;PL
סיבה	причина	סיבה	причина	N;FEM;SG	N;INDF;FEM;SG
גודל	големина	גודל	големина	N;MASC;SG	N;INDF;FEM;SG
גודל	размер	גודל	размер	N;MASC;SG	N;INDF;MASC;SG
ספק	доставчик	ספק	доставчик	N;MASC;SG	N;INDF;MASC;SG
ספק	съмнението	ספק	съмнение	N;MASC;SG	N;DEF;NEUT;SG
ספק	съмнение	ספק	съмнение	N;MASC;SG	N;INDF;NEUT;SG
ספק	доставчик	ספק	доставчик	N;MASC;SG	N;INDF;MASC;SG
נושאים	теми	נושא	тема	N;MASC;PL	N;INDF;FEM;PL
נושאים	темите	נושא	тема	N;MASC;PL	N;DEF;FEM;PL
נושאים	теми	נושא	тема	N;MASC;PL	N;INDF;FEM;PL
נושאים	темите	נושא	тема	N;MASC;PL	N;DEF;FEM;PL
נושאים	субекти	נושא	субект	N;MASC;PL	N;INDF;MASC;PL
נושאים	поданици	נושא	поданик	N;MASC;PL	N;INDF;MASC;PL
נושאים	теми	נושא	тема	N;MASC;PL	N;INDF;FEM;PL
נושאים	обекти	נושא	обект	N;MASC;PL	N;INDF;MASC;PL
נושאים	въпроси	נושא	въпрос	N;MASC;PL	N;INDF;MASC;PL
נושאים	проблеми	נושא	проблем	N;MASC;PL	N;INDF;MASC;PL
תמיכה	подпомагане	תמיכה	подпомагане	N;FEM;SG	N;INDF;NEUT;SG
תמיכה	подкрепа	תמיכה	подкрепа	N;FEM;SG	N;INDF;FEM;SG
תמיכה	поддръжка	תמיכה	поддръжка	N;FEM;SG	N;INDF;FEM;SG
להשיג	постигнете	השיג	постигна	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
להשיג	постигне	השיג	постигна	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
מעורב	смесен	מעורב	смесен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
מעורב	смесена	מעורב	смесен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
יסוד	елемент	יסוד	елемент	N;MASC;SG	N;INDF;MASC;SG
צעירים	младежи	צעיר	младеж	N;MASC;PL	N;INDF;MASC;PL
שיתוף	споделянето	שיתוף	споделяне	N;MASC;SG	N;DEF;NEUT;SG
שיתוף	споделяне	שיתוף	споделяне	N;MASC;SG	N;INDF;NEUT;SG
שיתוף	споделяне	שיתוף	споделяне	N;MASC;SG	N;INDF;NEUT;SG
שיתוף	дял	שיתוף	дял	N;MASC;SG	N;INDF;MASC;SG
פרשת	пенсионер	פרשה	пенсионер	N;FEM;SG	N;INDF;MASC;SG
כיבוש	завоевание	כיבוש	завоевание	N;MASC;SG	N;INDF;NEUT;SG
כיבוש	професия	כיבוש	професия	N;MASC;SG	N;INDF;FEM;SG
כיבוש	окупация	כיבוש	окупация	N;MASC;SG	N;INDF;FEM;SG
תוכן	съдържание	תוכן	съдържание	N;MASC;SG	N;INDF;NEUT;SG
תוכן	съдържание	תוכן	съдържание	N;MASC;SG	N;INDF;NEUT;SG
אורח	посетител	אורח	посетител	N;MASC;SG	N;INDF;MASC;SG
אורח	гост	אורח	гост	N;MASC;SG	N;INDF;MASC;SG
אורח	гостенка	אורח	гостенка	N;MASC;SG	N;INDF;FEM;SG
שבועות	седмици	שבוע	седмица	N;MASC;PL	N;INDF;FEM;PL
קטנות	малки	קטן	малък	ADJ;FEM;PL	ADJ;INDF;PL
בריטים	британци	בריטי	британец	N;MASC;PL	N;INDF;MASC;PL
התבנית	шаблон	התבנית	шаблон	N;FEM;SG	N;INDF;MASC;SG
דרכים	пътища	דרך	път	N;FEM;PL	N;INDF;MASC;PL
דרכים	начини	דרך	начин	N;FEM;PL	N;INDF;MASC;PL
פרסום	публикация	פרסום	публикация	N;MASC;SG	N;INDF;FEM;SG
פרסום	публикуване	פרסום	публикуване	N;MASC;SG	N;INDF;NEUT;SG
פרסום	post	פרסום	post	N;MASC;SG	N
פרסום	публикация	פרסום	публикация	N;MASC;SG	N;INDF;FEM;SG
פרסום	публикуване	פרסום	публикуване	N;MASC;SG	N;INDF;NEUT;SG
פרסום	пост	פרסום	пост	N;MASC;SG	N;INDF;MASC;SG
פרסום	реклама	פרסום	реклама	N;MASC;SG	N;INDF;FEM;SG
פרסום	публикуване	פרסום	публикуване	N;MASC;SG	N;INDF;NEUT;SG
פרסום	издателство	פרסום	издателство	N;MASC;SG	N;INDF;NEUT;SG
פעל	действал	פעל	действам	V;MASC;SG;3;PST;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
אהבה	обич	אהבה	обич	N;FEM;SG	N;INDF;FEM;SG
אהבה	любов	אהבה	любов	N;FEM;SG	N;INDF;FEM;SG
אהבה	любовта	אהבה	любов	N;FEM;SG	N;DEF;FEM;SG
שבוע	седмицата	שבוע	седмица	N;MASC;SG	N;DEF;FEM;SG
שבוע	седмица	שבוע	седмица	N;MASC;SG	N;INDF;FEM;SG
פועלים	работниците	פועל	работник	N;MASC;PL	N;DEF;MASC;PL
פועלים	работници	פועל	работник	N;MASC;PL	N;INDF;MASC;PL
כעת	сега	כעת	сега	ADV	ADV
שותף	съдружник	שותף	съдружник	N;MASC;SG	N;INDF;MASC;SG
שותף	партньор	שותף	партньор	N;MASC;SG	N;INDF;MASC;SG
שותף	сътрудник	שותף	сътрудник	N;MASC;SG	N;INDF;MASC;SG
שותף	съдружник	שותף	съдружник	N;MASC;SG	N;INDF;MASC;SG
רעיון	идея	רעיון	идея	N;MASC;SG	N;INDF;FEM;SG
אנרגיה	енергия	אנרגיה	енергия	N;FEM;SG	N;INDF;FEM;SG
אנרגיה	енергетика	אנרגיה	енергетика	N;FEM;SG	N;INDF;FEM;SG
שלישית	трето	None	трето	ADV	ADV
שלישית	трето	None	трето	ADV	ADV
הרשות	правомощия	הרשה	правомощие	N;FEM;PL	N;INDF;NEUT;PL
קיימות	съществуващи	קיים	съществувам	ADJ;FEM;PL	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
פיקוד	командване	פיקוד	командване	N;MASC;SG	N;INDF;NEUT;SG
פיקוד	команда	פיקוד	команда	N;MASC;SG	N;INDF;FEM;SG
פיקוד	командата	פיקוד	команда	N;MASC;SG	N;DEF;MASC;SG
מדבר	говорене	מדבר	говорене	N;MASC;SG	N;INDF;NEUT;SG
מדבר	пустиня	מדבר	пустиня	N;MASC;SG	N;INDF;FEM;SG
מדבר	пустинята	מדבר	пустиня	N;MASC;SG	N;DEF;FEM;SG
אמריקאית	американско	אמריקני	американски	ADV	ADV
אחראי	отговорни	אחראי	отговорен	ADJ;MASC	ADJ;INDF;PL
אחראי	отговорен	אחראי	отговорен	ADJ;MASC	ADJ;INDF;MASC;SG
אחראי	отговорна	אחראי	отговорен	ADJ;MASC	ADJ;INDF;FEM;SG
מחקרים	изследвания	מחקר	изследване	N;MASC;PL	N;INDF;NEUT;PL
מחקרים	проучвания	מחקר	проучване	N;MASC;PL	N;INDF;NEUT;PL
אישית	лично	אישית	лично	ADV	ADV
אישית	лично	אישית	лично	ADV	ADV
נקודת	точка	נקודה	точка	N;FEM;SG	N;INDF;FEM;SG
יחס	нагласа	יחס	нагласа	N;MASC;SG	N;INDF;FEM;SG
יחס	отношение	יחס	отношение	N;MASC;SG	N;INDF;NEUT;SG
יחס	поведение	יחס	поведение	N;MASC;SG	N;INDF;NEUT;SG
יחס	съотношение	יחס	съотношение	N;MASC;SG	N;INDF;NEUT;SG
יחס	коефициент	יחס	коефициент	N;MASC;SG	N;INDF;MASC;SG
מבוסס	установен	None	установя-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מבוסס	установена	None	установя-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מבוסס	установено	None	установя-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מבוסס	базирана	None	базирам	V;MASC;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ניהול	мениджмънт	ניהול	мениджмънт	N;MASC;SG	N;INDF;MASC;SG
ניהול	управление	ניהול	управление	N;MASC;SG	N;INDF;NEUT;SG
עיצוב	проектиране	עיצוב	проектиране	N;MASC;SG	N;INDF;NEUT;SG
עיצוב	дизайн	עיצוב	дизайн	N;MASC;SG	N;INDF;MASC;SG
קיבוץ	кибуц	קיבוץ	кибуц	N;MASC;SG	N;INDF;MASC;SG
קיבוץ	групиране	קיבוץ	групиране	N;MASC;SG	N;INDF;NEUT;SG
קצרה	кратко	קצר	кратко	ADV	ADV
קצרה	късо	קצר	къс	ADV	ADV
ציור	рисуване	ציור	рисуване	N;MASC;SG	N;INDF;NEUT;SG
ציור	живопис	ציור	живопис	N;MASC;SG	N;INDF;FEM;SG
ציור	картина	ציור	картина	N;MASC;SG	N;INDF;FEM;SG
ציור	боядисване	ציור	боядисване	N;MASC;SG	N;INDF;NEUT;SG
ציור	рисуване	ציור	рисуване	N;MASC;SG	N;INDF;NEUT;SG
ציור	рисунка	ציור	рисунка	N;MASC;SG	N;INDF;FEM;SG
נמוכה	нисък	נמוך	нисък	ADJ;FEM;SG	ADJ;INDF;MASC;SG
נמוכה	ниска	נמוך	нисък	ADJ;FEM;SG	ADJ;INDF;FEM;SG
מוסדות	институциите	מוסד	институция	N;MASC;PL	N;DEF;FEM;PL
מוסדות	институции	מוסד	институция	N;MASC;PL	N;INDF;FEM;PL
מיוחדת	специална	מיוחד	специален	ADJ;FEM;SG	ADJ;INDF;FEM;SG
מיוחדת	специален	מיוחד	специален	ADJ;FEM;SG	ADJ;INDF;MASC;SG
סיפורים	истории	סיפור	история	N;MASC;PL	N;INDF;FEM;PL
סיפורים	приказки	סיפור	приказка	N;MASC;PL	N;INDF;FEM;PL
סיפורים	разкази	סיפור	разказ	N;MASC;PL	N;INDF;MASC;PL
סיפורים	истории	סיפור	история	N;MASC;PL	N;INDF;FEM;PL
סיפורים	разкази	סיפור	разказ	N;MASC;PL	N;INDF;MASC;PL
להגן	защити	הגן	защитя	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
גבול	лимит	גבול	лимит	N;MASC;SG	N;INDF;MASC;SG
גבול	граница	גבול	граница	N;MASC;SG	N;INDF;FEM;SG
גבול	ограничаване	גבול	ограничаване	N;MASC;SG	N;INDF;NEUT;SG
גבול	ограничение	גבול	ограничение	N;MASC;SG	N;INDF;NEUT;SG
גבול	границата	גבול	граница	N;MASC;SG	N;DEF;FEM;SG
גבול	граница	גבול	граница	N;MASC;SG	N;INDF;FEM;SG
התנגדות	възражение	התנגדות	възражение	N;FEM;SG	N;INDF;NEUT;SG
התנגדות	съпротива	התנגדות	съпротива	N;FEM;SG	N;INDF;FEM;SG
התנגדות	резистентност	התנגדות	резистентност	N;FEM;SG	N;INDF;FEM;SG
התנגדות	устойчивост	התנגדות	устойчивост	N;FEM;SG	N;INDF;FEM;SG
התנגדות	съпротивление	התנגדות	съпротивление	N;FEM;SG	N;INDF;NEUT;SG
התנגדות	възражение	התנגדות	възражение	N;FEM;SG	N;INDF;NEUT;SG
התנגדות	опозиция	התנגדות	опозиция	N;FEM;SG	N;INDF;FEM;SG
התנגדות	противопоставяне	התנגדות	противопоставяне	N;FEM;SG	N;INDF;NEUT;SG
התנגדות	опозицията	התנגדות	опозиция	N;FEM;SG	N;DEF;FEM;SG
מקרים	случаи	מקרה	случай	N;MASC;PL	N;INDF;MASC;PL
חברתית	социално	חברתי	социален	ADV	ADV
חברתית	социално	חברתי	социален	ADV	ADV
אתרים	сайтове	אתר	сайт	N;MASC;PL	N;INDF;MASC;PL
אתרים	сайтове	אתר	сайт	N;MASC;PL	N;INDF;MASC;PL
אתרים	уебсайтове	אתר	уебсайт	N;MASC;PL	N;INDF;MASC;PL
לילה	лейла	לילה	лейла	N;MASC;SG	N;INDF;FEM;SG
לילה	вечер	לילה	вечер	N;MASC;SG	N;INDF;FEM;SG
לילה	нощ	לילה	нощ	N;MASC;SG	N;INDF;FEM;SG
לילה	нощта	לילה	нощ	N;MASC;SG	N;DEF;FEM;SG
לחימה	борба	לחימה	борба	N;FEM;SG	N;INDF;FEM;SG
יחסים	връзки	יחסים	връзка	N;MASC;PL	N;INDF;FEM;PL
יחסים	взаимоотношения	יחסים	взаимоотношение	N;MASC;PL	N;INDF;NEUT;PL
יחסים	връзките	יחסים	връзка	N;MASC;PL	N;DEF;FEM;PL
יחסים	отношения	יחסים	отношение	N;MASC;PL	N;INDF;NEUT;PL
יחסים	взаимоотношения	יחסים	взаимоотношение	N;MASC;PL	N;INDF;NEUT;PL
יחסים	отношения	יחסים	отношение	N;MASC;PL	N;INDF;NEUT;PL
יחסים	взаимоотношения	יחסים	взаимоотношение	N;MASC;PL	N;INDF;NEUT;PL
יחסים	отношения	יחסים	отношение	N;MASC;PL	N;INDF;NEUT;PL
אדמה	земя	אדמה	земя	N;FEM;SG	N;INDF;FEM;SG
אדמה	земята	אדמה	земя	N;FEM;SG	N;DEF;FEM;SG
אדמה	земя	אדמה	земя	N;FEM;SG	N;INDF;FEM;SG
מורה	учителка	מורה	учителка	N;MASC;SG	N;INDF;FEM;SG
מורה	учител	מורה	учител	N;MASC;SG	N;INDF;MASC;SG
שניים	двама	שניים	двама	NUM;MASC;PL	NUM;INDF;PL
שניים	две	שניים	два	NUM;MASC;PL	NUM;INDF;FEM;PL
דוגמאות	примери	דוגמה	пример	N;FEM;PL	N;INDF;MASC;PL
