lovlige	قانونی	lovlig	قانونی	ADJ;PL	ADJ
kompleksitet	پیچیدگی	kompleksitet	پیچیدگی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
chips	ترکھان	chips	ترکھان	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
dyrlæge	منصوبے	dyrlæge	منصوبہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
indfødt	خلقی	indføde	خلقی	ADJ;INDF;SG	ADJ
slukket	من	slikke	من	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
slukket	سواری	slikke	سواری	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
slukket	حالت	slikke	حالت	N;DEF;NEUT;SG	N;NOM;FEM;SG;3
slukket	سیدھی	slikke	سیدھی	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
slukket	دور	slikke	دور	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
krigsret	جنگجو	krigsret	جنگجو	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
krigsret	جنگجو	krigsret	جنگجو	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
koordination	تطبیق	koordination	تطبیق	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
størrelsesorden	حجم	størrelsesorden	حجم	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kontinuert	قواعد	kontinuert	قواعد	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skadelig	پُرعناد	skadelig	پُرعناد	ADJ;INDF;MASC+FEM;SG	ADJ
ædel	عمدہ	ædel	عمدہ	ADJ;INDF;MASC+FEM;SG	ADJ
telegraf	دوڑ	telegraf	دوڑ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fascisme	فسطائیت	fascisme	فسطائیت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
verbum	فعل	verbum	فعل	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
absurd	نامعقول	absurd	نامعقول	ADJ;INDF;SG	ADJ
troværdig	معتبر	troværdig	معتبر	ADJ;INDF;MASC+FEM;SG	ADJ
troværdig	معتبر	troværdig	معتبر	ADJ;INDF;MASC+FEM;SG	ADJ
tryghed	تسلی	tryghed	تسلی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
scout	آدمی	scout	آدمی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konsistens	ہمواری	konsistens	مےں	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konsistens	استوار	konsistens	استوار	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skulderen	پہاڑ	skulder	پہاڑ	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
skulderen	پہاڑ	skulder	پہاڑ	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
ækvivalent	مماثل	ækvivalent	مماثل	ADJ;INDF;NEUT;SG	ADJ
ækvivalent	یکساں	ækvivalent	یکساں	ADJ;INDF;NEUT;SG	ADJ
kog	بگاڑنا	koge	بگاڑ	V;IMP	V;NFIN;ACT
kog	بگاڑنا	koge	بگاڑ	V;IMP	V;NFIN;ACT
kabine	ٹیکسی	kabine	ٹیکسی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
omfangsrige	کثیرالتصانیف	omfangsrig	کثیرالتصانیف	ADJ;PL	ADJ
omfangsrige	کثیرالتصانیف	omfangsrig	کثیرالتصانیف	ADJ;PL	ADJ
brækket	ٹوٹی	brække	ٹوٹی	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
mediet	اوسط	medie	اوسط	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
mediet	قسم	medie	قسم	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
mediet	افزائش	medie	افزائش	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
mediet	اوسط	medie	اوسط	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
mediet	واسطہ	medie	واسطہ	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
mediet	قسم	medie	قسم	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
mediet	افزائش	medie	افزائش	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
suverænt	عمدہ	suverænt	عمدہ	ADJ;INDF;NEUT;SG	ADJ
suverænt	مؤثر.	suverænt	مؤثر.	ADJ;INDF;NEUT;SG	ADJ
interaktive	متعامل	interaktiv	متعامل	ADJ;PL	ADJ
rædsel	دہشت	rædsel	دہشت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rædsel	افسردگی	rædsel	افسردگی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
modtagelsen	استقبال	modtagelse	استقبال	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
modtagelsen	استقبال	modtagelse	استقبال	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
modtagelsen	پذیرائی	modtagelse	پذیرائی	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
nærvær	نمائندگی	nærvær	نمائندگی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
nærvær	موجودگی	nærvær	موجودگی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kapsel	خلاصہ	kapsel	خلاصہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mudder	کیچڑ	mudder	کیچڑ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tromme	ڈھول	trom	ڈھول	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sekt	مسلک	sekt	مسلک	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilsagn	عہد	tilsagn	عہد	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
vital	مہلک	vital	مہلک	ADJ;INDF;MASC+FEM;SG	ADJ
graver	چُبھونے	grave	چُبھونے	V;IND;PRS;FIN;ACT	V;NFIN
graver	سمجھنا	grave	سمجھ	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
graver	چُبھونے	grave	چُبھونے	V;IND;PRS;FIN;ACT	V;NFIN
graver	کھودنا	grave	کھود	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
graver	سمجھنا	grave	سمجھ	V;IND;PRS;FIN;ACT	V;MASC;SG;NFIN;ACT
retfærdige	متقی	retfærdig	متقی	ADJ;PL	ADJ
refleksion	اشعاع	refleksion	اشعاع	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
refleksion	پرتو	refleksion	پرتو	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
afskedigelse	برخاستگی	afskedigelse	برخاستگی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
samråd	مشاورت	samråd	مشاورت	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
samråd	مصالحت	samråd	مصالحت	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
gidsel	ضمانت	gidsel	ضمانت	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
tap	دستک	tap	دستک	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tap	دستک	tap	دستک	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
statiske	جامد	statisk	جامد	ADJ;PL	ADJ
luk	تنگ	luk	تنگ	V;IMP	V;ACT
luk	تنگ	luk	تنگ	V;IMP	V;ACT
moster	خالہ	moster	خالہ	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
moster	پھوپھی	moster	پھوپھی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
fix	شکنجہ	fix	شکنجہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
fix	شکنجہ	fix	شکنجہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
nadver	اشتراک	nadver	اشتراک	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
nadver	ارتباط	nadver	ارتباط	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
nadver	اتحاد	nadver	اتحاد	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hollænder	بیوی	hollænder	بیوی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
luftfugtighed	رطوبت	luftfugtighed	رطوبت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
terminator	مختتم	terminator	مختتم	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
terminator	ختم	terminator	ختم	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kontinuerligt	مسلسل	kontinuerligt	مسلسل	ADV	ADV
dristige	واضح	dristig	واضح	ADJ;PL	ADJ
dristige	نمایاں	dristig	نمایاں	ADJ;PL	ADJ
