kategória	kategorie	kategória	kategorie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
motory	motory	motor	motor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
typy	typy	typ	typ	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
typy	druhy	typ	druh	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
svätý	svatý	svätý	svatý	ADJ;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
svätý	svatá	svätý	svatý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
svätý	svatý	svätý	svatý	ADJ;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
svätý	svaté	svätý	svatý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
svätý	svatá	svätý	svatý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
body	body	boda	bod	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
starý	stará	starý	starý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
krátky	krátké	krátky	krátký	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
krátky	krátká	krátky	krátký	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
krátky	krátký	krátky	krátký	ADJ;INAN;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
krátky	stručná	krátky	stručný	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
krátky	stručný	krátky	stručný	ADJ;INAN;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
otvorená	otevřená	otvorený	otevřený	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
otvorená	otevřeno	otvorený	otevřený	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
otvorená	otevřeno	otvorený	otevřený	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
záujem	zájem	záujem	zájem	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
záujem	zájem	záujem	zájem	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
záujem	úrok	záujem	úrok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
považuje	domnívá	považovať	domnívat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
grécky	řecký	grécky	řecký	ADJ;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
grécky	řecká	grécky	řecký	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
grécky	řecké	grécky	řecký	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
postavenie	stav	postavenie	stav	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
postavenie	status	postavenie	status	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
postavenie	postavení	postavenie	postavení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
postavenie	poloha	postavenie	poloha	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
postavenie	postavení	postavenie	postavení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
postavenie	pozice	postavenie	pozice	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
postavenie	postoj	postavenie	postoj	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
colspan	colspan	colspan	colspan	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vytvoriť	vytvořit	vytvoriť	vytvořit	V;PFV;POS;NFIN	V;PFV;POS;NFIN
mestská	městský	mestský	městský	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
mestská	městská	mestský	městský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
mestská	městské	mestský	městský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
riešenie	roztok	riešenie	roztok	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
riešenie	řešení	riešenie	řešení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
držitelia	držitelé	držiteľ	držitel	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
držitelia	strážci	držiteľ	strážce	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
televízne	televizní	televízny	televizní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
kláštor	klášter	kláštor	klášter	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
kláštor	klášter	kláštor	klášter	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
kláštor	klášter	kláštor	klášter	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
kláštor	opatství	kláštor	opatství	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
použité	použito	použitý	použitý	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
použité	používané	použitý	používaný	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
použité	použitý	použitý	použitý	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
použité	používaný	použitý	používaný	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
útok	útok	útok	útok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
útok	napadení	útok	napadení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
útok	útok	útok	útok	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
web	web	web	web	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
web	web	web	web	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
web	webu	web	web	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
noci	večery	noc	večer	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
súvislosti	souvislosti	súvislosť	souvislost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
krát	časy	krát	čas	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
zmluvy	zakázky	zmluva	zakázka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
zmluvy	kontrakty	zmluva	kontrakt	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
zmluvy	smlouvy	zmluva	smlouva	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
zmluvy	smlouvy	zmluva	smlouva	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
úrovni	úrovni	úroveň	úroveň	N;DAT;FEM;SG	N;DAT;FEM;SG;POS
veda	věda	veda	věda	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
dlho	dlouho	dlho	dlouho	ADV	ADV;POS
posádky	posádky	posádka	posádka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
posádky	posádky	posádka	posádka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
kalifornia	californie	kalifornie	californie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
metal	metal	metať	metal	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
metal	kov	metať	kov	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
menšie	méně	malý	málo	ADV;CMPR	ADV;CMPR;POS
patril	patřilo	patriť	patřit	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
patril	patřil	patriť	patřit	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
sedem	sedm	sedem	sedm	NUM;NOM;NEUT;SG	NUM;NOM;SG
kilometrov	kilometrů	kilometer	kilometr	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
kilometrov	kilometrů	kilometer	kilometr	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
ocenenia	ceny	ocenenie	cena	N;NOM;NEUT;PL	N;NOM;FEM;PL;POS
tímy	týmy	tím	tým	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
tvorba	tvorba	tvorba	tvorba	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
tvorba	vznik	tvorba	vznik	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
tvorba	vytvoření	tvorba	vytvoření	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
tvorba	vytváření	tvorba	vytváření	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
tvorba	tvoření	tvorba	tvoření	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
tvorba	formace	tvorba	formace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
tvorba	tvorba	tvorba	tvorba	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
tvorba	sestava	tvorba	sestava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
názory	stanoviska	názor	stanovisko	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL;POS
názory	posudky	názor	posudek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
názory	názory	názor	názor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
názory	výhledy	názor	výhled	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
názory	pohledy	názor	pohled	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
názory	názory	názor	názor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
republike	republice	republika	republika	N;DAT;FEM;SG	N;DAT;FEM;SG;POS
septembri	září	september	září	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
poľský	polská	poľský	polský	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
kultúrne	kulturní	kultúrny	kulturní	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
lietadla	letadla	lietadlo	letadlo	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
majster	mistr	majster	mistr	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
priemer	průměr	priemer	průměr	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
priemer	průměr	priemer	průměr	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
dolina	údolí	dolina	údolí	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
dolina	dolina	dolina	dolina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
rakety	střely	raketa	střela	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
rakety	rakety	raketa	raketa	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
rakety	rakety	raketa	raketa	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
nálezy	nálezy	nález	nález	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
nálezy	poznatky	nález	poznatek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
hora	hora	hora	hora	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
hora	hora	hora	hora	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
práv	práv	právo	právo	N;GEN;NEUT;PL	N;GEN;NEUT;PL;POS
každá	každý	každý	každý	DET;NOM;FEM;SG	DET;ANIM;NOM;MASC;SG;POS
každá	každé	každý	každý	DET;NOM;FEM;SG	DET;NOM;NEUT;SG;POS
každá	každý	každý	každý	DET;NOM;FEM;SG	DET;ANIM;NOM;MASC;SG;POS
každá	každé	každý	každý	DET;NOM;FEM;SG	DET;NOM;NEUT;SG;POS
každá	každá	každý	každý	DET;NOM;FEM;SG	DET;NOM;FEM;SG;POS
auguste	srpen	augusta	srpen	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
konkrétne	specifická	konkrétny	specifický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
konkrétne	konkrétní	konkrétny	konkrétní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
konkrétne	specifický	konkrétny	specifický	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
konkrétne	konkrétní	konkrétny	konkrétní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
hory	hory	hory	hora	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
hory	hory	hory	hora	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
nemecká	německý	nemecko	německý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
nemecká	německá	nemecko	německý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
trón	trůn	trón	trůn	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
link	link	link	link	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
link	odkaz	link	odkaz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
link	souvislost	link	souvislost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
ochranu	ochranu	ochrana	ochrana	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
pôvodný	originální	pôvodný	originální	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
pôvodný	původní	pôvodný	původní	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
sonda	sonda	sonda	sonda	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
objavili	objevili	objaviť	objevit	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
symbol	symbol	symbol	symbol	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
jazykov	jazyků	jazyk	jazyk	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
svetová	world	svetový	world	ADJ;NOM;FEM;SG	ADJ;POS
svetová	světový	svetový	světový	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
svetová	světová	svetový	světový	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
svetová	světové	svetový	světový	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
také	taková	taký	takový	DET;NOM;NEUT;SG	DET;NOM;FEM;SG
také	takový	taký	takový	DET;NOM;NEUT;SG	DET;NOM;MASC;SG
spája	spojuje	spáj	spojovat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
spája	spojuje	spáj	spojovat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
posádka	posádka	posádka	posádka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
posádka	štáb	posádka	štáb	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
materiál	materiál	materiál	materiál	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
materiál	materiál	materiál	materiál	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
lepšie	lépe	dobre	dobře	ADV;CMPR	ADV;CMPR;POS
forma	forma	forma	forma	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
forma	formulář	forma	formulář	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
kariéra	kariéra	kariéra	kariéra	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
kariéra	kariéra	kariéra	kariéra	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
slovakia	slovakia	slovakie	slovakium	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
texty	texty	text	text	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
texty	texty	text	text	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
dni	dny	deň	den	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
sondy	sondy	sonda	sonda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
sondy	sondy	sonda	sonda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
choroby	nemoci	choroba	nemoc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
choroby	nemoci	choroba	nemoc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
choroby	choroby	choroba	choroba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
choroby	nemoci	choroba	nemoc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
choroby	choroby	choroba	choroba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
choroby	nemoci	choroba	nemoc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
siete	sítě	sieť	síť	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
siete	sítě	sieť	síť	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
siete	sítě	sieť	síť	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
jadro	jádro	jadro	jádro	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
jadro	jádro	jadro	jádro	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
jadro	jádro	jadro	jádro	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
zariadenie	zařízení	zariadenie	zařízení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
zariadenie	zařízení	zariadenie	zařízení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
zariadenie	vybavení	zariadenie	vybavení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
zariadenie	výbava	zariadenie	výbava	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
zariadenie	instalace	zariadenie	instalace	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
zariadenie	montáž	zariadenie	montáž	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
okruhu	okruhu	okruh	okruh	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
nezávislosť	nezávislost	nezávislosť	závislost	N;NOM;FEM;SG	N;NOM;FEM;SG;NEG
výhry	výhry	výhra	výhra	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
federácia	federace	federácia	federace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
decembri	prosince	december	prosinec	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
voľby	volby	voľba	volba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
voľby	možnosti	voľba	možnost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
voľby	volby	voľba	volba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
voľby	zvolení	voľba	zvolení	N;NOM;FEM;PL	N;NOM;NEUT;PL;POS
voľby	volby	voľba	volba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
možnosti	možnosti	možnosť	možnost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
možnosti	volby	možnosť	volba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
možnosti	možnosti	možnosť	možnost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
prečo	proč	prečo	proč	ADV	ADV
zápis	zápis	zápis	zápis	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zápis	výstraha	zápis	výstraha	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
zápis	upozornění	zápis	upozornění	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
zápis	poplach	zápis	poplach	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
obyvateľstvo	obyvatelstvo	obyvateľstvo	obyvatelstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
obyvateľstvo	populace	obyvateľstvo	populace	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
obyvateľstvo	obyvatelstvo	obyvateľstvo	obyvatelstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
obyvateľstvo	populace	obyvateľstvo	populace	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
riaditeľ	režisér	riaditeľ	režisér	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
riaditeľ	režie	riaditeľ	režie	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
riaditeľ	ředitel	riaditeľ	ředitel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
riaditeľ	ředitelka	riaditeľ	ředitelka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
riaditeľ	ředitel	riaditeľ	ředitel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
riaditeľ	ředitelka	riaditeľ	ředitelka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
sieť	síť	sieť	síť	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
sieť	síť	sieť	síť	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
sieť	síť	sieť	síť	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
zakladateľ	zakladatel	zakladateľ	zakladatel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
rastliny	rostliny	rastlina	rostlina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
line	čára	lina	čára	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
line	řádek	lina	řádek	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
line	linka	lina	linka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
line	linie	lina	linie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
takéto	taková	takýto	takový	DET;NOM;NEUT;SG	DET;NOM;FEM;SG
takéto	takový	takýto	takový	DET;NOM;NEUT;SG	DET;NOM;MASC;SG
pokračoval	pokračoval	pokračovať	pokračovat	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
pokračoval	pokračovalo	pokračovať	pokračovat	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
pozície	polohy	pozícia	poloha	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
spomína	zmiňuje	spomínať	zmiňovat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
vety	věty	veta	věta	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
vety	fráze	veta	fráze	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
vety	věty	veta	věta	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
vety	rozsudky	veta	rozsudek	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
veže	věže	veža	věž	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
novembri	listopad	november	listopad	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
kusov	kusů	kus	kus	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
hlasov	hlasů	hlas	hlas	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
hlasov	hlasů	hlas	hlas	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
olympijské	olympijský	olympijský	olympijský	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
manželky	manželky	manželka	manželka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
firma	firma	firm	firma	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
firma	firma	firm	firma	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
firma	společnost	firm	společnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
štart	start	štart	start	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
štart	začátek	štart	začátek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
štart	spuštění	štart	spuštění	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
štart	start	štart	start	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
štart	spuštění	štart	spuštění	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
socha	socha	socha	socha	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
socha	socha	socha	socha	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
hudbu	hudbu	hudba	hudba	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
festival	festival	festival	festival	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
festival	slavnost	festival	slavnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
dosahuje	dosahuje	dosahovať	dosahovat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
technické	technický	technický	technický	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
technické	technické	technický	technický	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
technické	technická	technický	technický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
úsek	úsek	úsek	úsek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
úsek	oddíl	úsek	oddíl	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
úsek	sekce	úsek	sekce	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
úsek	kupé	úsek	kupé	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
úsek	úsek	úsek	úsek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
úsek	segment	úsek	segment	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
noviny	noviny	noviny	noviny	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
noviny	noviny	noviny	noviny	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
objekt	předmět	objekt	předmět	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
objekt	objekt	objekt	objekt	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
slnko	slunce	slnko	slunce	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
mapy	mapy	mapy	mapa	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
mapy	mapy	mapy	mapa	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
účastníci	účastníci	účastník	účastník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
účastníci	účastníci	účastník	účastník	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
autorov	autorů	autor	autor	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
znova	znovu	znova	znovu	ADV	ADV
znova	zase	znova	zase	ADV	ADV
znova	opět	znova	opět	ADV	ADV
slúžil	sloužil	slúžiť	sloužit	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
politika	politika	politika	politika	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
politika	politika	politika	politika	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
zloženie	složení	zloženie	složení	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
poskytuje	poskytuje	poskytovať	poskytovat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
učiteľ	učitel	učiteľ	učitel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
