els	the	el	the	DET;DEF;MASC;PL	DET;DEF
molècula	molecule	molècula	molecule	N;FEM;SG	N;SG
llinatge	lineage	llinatge	lineage	N;MASC;SG	N;SG
bàsic	basic	bàsic	basic	ADJ;MASC;SG	ADJ
mínima	minimal	mínim	minimal	ADJ;FEM;SG	ADJ
específics	specific	específic	specific	ADJ;MASC;PL	ADJ
visitants	visitors	visitant	visitor	N;PL	N;PL
vela	candle	vela	candle	N;FEM;SG	N;SG
vela	sailing	vela	sailing	N;FEM;SG	N;SG
vídeos	videos	vídeo	video	N;MASC;PL	N;PL
talent	talent	talent	talent	N;MASC;SG	N;SG
fidels	loyal	fidel	loyal	ADJ;PL	ADJ
casament	wedding	casament	wedding	N;MASC;SG	N;SG
manuscrits	manuscripts	manuscrit	manuscript	N;MASC;PL	N;PL
constància	perseverance	constància	perseverance	N;FEM;SG	N;SG
anuals	annual	anual	annual	ADJ;PL	ADJ
elementals	elemental	elemental	elemental	ADJ;PL	ADJ
reputació	reputation	reputació	reputation	N;FEM;SG	N;SG
semifinals	semifinals	semifinal	semifinal	N;FEM;PL	N;PL
rodatge	shooting	rodatge	shooting	N;MASC;SG	N;SG
mides	sizes	mida	size	N;FEM;PL	N;PL
european	european	europeun	european	ADJ;SG	ADJ
mexicà	mexican	mexicà	mexican	ADJ;MASC;SG	ADJ
florals	floral	floral	floral	ADJ;PL	ADJ
platges	beaches	platja	beach	N;FEM;PL	N;PL
benefici	benefit	benefici	benefit	N;MASC;SG	N;SG
espectre	spectrum	espectre	spectrum	N;MASC;SG	N;SG
supervivència	survival	supervivència	survival	N;FEM;SG	N;SG
específicament	specifically	específicament	specifically	ADV	ADV
inversió	inversion	inversió	inversion	N;FEM;SG	N;SG
inversió	investment	inversió	investment	N;FEM;SG	N;SG
suggereix	suggests	suggerir	suggest	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fenòmens	phenomena	fenòmen	phenomena	N;MASC;PL	N;PL
fenòmens	freaks	fenòmen	freak	N;MASC;PL	N;PL
ciutadania	citizenship	ciutadania	citizenship	N;FEM;SG	N;SG
positiu	positive	positiu	positive	ADJ;MASC;SG	ADJ
traçat	tracing	traçat	trace	N;MASC;SG	N;SG
granja	farm	granja	farm	N;FEM;SG	N;SG
somni	dream	somni	dream	N;MASC;SG	N;SG
trinitat	trinity	trinitat	trinity	N;FEM;SG	N;SG
client	client	client	client	N;MASC;SG	N;SG
departaments	departments	departament	department	N;MASC;PL	N;PL
freqüentment	frequently	freqüentment	frequently	ADV	ADV
llit	bed	llit	bed	N;MASC;SG	N;SG
experiment	experiment	experiment	experiment	N;MASC;SG	N;SG
tauler	dashboard	tauler	dashboard	N;MASC;SG	N;SG
tauler	board	tauler	board	N;MASC;SG	N;SG
sessió	session	sessió	session	N;FEM;SG	N;SG
sessió	meeting	sessió	meeting	N;FEM;SG	N;SG
alumne	student	alumne	student	N;MASC;SG	N;SG
fonamentalment	fundamentally	fonamentalment	fundamentally	ADV	ADV
relats	stories	relat	story	N;MASC;PL	N;PL
pèl	hair	pèl	hair	N;MASC;SG	N;SG
percentatge	percentage	percentatge	percentage	N;MASC;SG	N;SG
percentatge	percent	percentatge	percent	N;MASC;SG	N;SG
manifestació	demonstration	manifestació	demonstration	N;FEM;SG	N;SG
altament	highly	altament	highly	ADV	ADV
recurs	appeal	recurs	appeal	N;MASC;SG	N;SG
recurs	resource	recurs	resource	N;MASC;SG	N;SG
republicans	republicans	republicà	republican	N;MASC;PL	N;PL
perfectament	perfectly	perfectament	perfectly	ADV	ADV
monumental	monumental	monumental	monumental	ADJ;SG	ADJ
aportar	provide	aportar	provide	V;NFIN	V;IMP;FIN
activament	actively	activament	actively	ADV	ADV
honors	honours	honor	honour	N;MASC;PL	N;PL
honors	honors	honor	honor	N;MASC;PL	N;PL
noies	girls	noia	girl	N;FEM;PL	N;PL
incorporació	incorporation	incorporació	incorporation	N;FEM;SG	N;SG
conclusió	conclusion	conclusió	conclusion	N;FEM;SG	N;SG
modalitat	mode	modalitat	mode	N;FEM;SG	N;SG
aparentment	apparently	aparentment	apparently	ADV	ADV
contactes	contacts	contacte	contact	N;MASC;PL	N;PL
còmics	comics	còmic	comic	N;MASC;PL	N;PL
favorable	favourable	favorable	favourable	ADJ;SG	ADJ
favorable	favorable	favorable	favorable	ADJ;SG	ADJ
mestra	teacher	mestra	teacher	N;FEM;SG	N;SG
balcons	balconies	balcó	balcony	N;MASC;PL	N;PL
feble	weak	feble	weak	ADJ;SG	ADJ
profund	deep	profund	deep	ADJ;MASC;SG	ADJ
psicologia	psychology	psicologia	psychology	N;FEM;SG	N;SG
confusió	confusion	confusió	confusion	N;FEM;SG	N;SG
circuits	circuits	circuit	circuit	N;MASC;PL	N;PL
forats	holes	forat	hole	N;MASC;PL	N;PL
llegendes	legends	llegenda	legend	N;FEM;PL	N;PL
ambaixada	embassy	ambaixada	embassy	N;FEM;SG	N;SG
modificació	modification	modificació	modification	N;FEM;SG	N;SG
efectiu	effective	efectiu	effective	ADJ;MASC;SG	ADJ
aragonès	aragonese	aragonès	aragonese	ADJ;MASC;SG	ADJ
diàleg	dialogue	diàleg	dialogue	N;MASC;SG	N;SG
magistrat	magistrate	magistrat	magistrate	N;MASC;SG	N;SG
àudio	audio	àudio	audio	N;MASC;SG	N;SG
vigilància	surveillance	vigilància	surveillance	N;FEM;SG	N;SG
referèndum	referendum	referèndum	referendum	N;MASC;SG	N;SG
socis	partners	soci	partner	N;MASC;PL	N;PL
centímetres	centimeters	centímetre	centimeter	N;MASC;PL	N;PL
infecció	infection	infecció	infection	N;FEM;SG	N;SG
fàbriques	factories	fàbrica	factory	N;FEM;PL	N;PL
sentència	judgment	sentència	judgment	N;FEM;SG	N;SG
definida	definite	definit	definite	ADJ;FEM;SG;V.PTCP	ADJ
tendències	trends	tendència	trend	N;FEM;PL	N;PL
protagonistes	protagonists	protagonista	protagonist	N;PL	N;PL
sorpresa	surprise	sorpresa	surprise	N;FEM;SG	N;SG
altiplà	plateau	altiplà	plateau	N;MASC;SG	N;SG
reunions	meetings	reunió	meeting	N;FEM;PL	N;PL
explosió	explosion	explosió	explosion	N;FEM;SG	N;SG
lideratge	leadership	lideratge	leadership	N;MASC;SG	N;SG
fruita	fruit	fruita	fruit	N;FEM;SG	N;SG
demostració	demo	demostració	demo	N;FEM;SG	N;SG
demostració	demonstration	demostració	demonstration	N;FEM;SG	N;SG
humitat	humidity	humitat	humidity	N;FEM;SG	N;SG
tela	cloth	tela	cloth	N;FEM;SG	N;SG
personalitats	personalities	personalitat	personality	N;FEM;PL	N;PL
comissari	commissioner	comissari	commissioner	N;MASC;SG	N;SG
informes	reports	informe	report	N;MASC;PL	N;PL
suau	soft	suau	soft	ADJ;SG	ADJ
suau	smooth	suau	smooth	ADJ;SG	ADJ
poderós	powerful	poderós	powerful	ADJ;MASC;SG	ADJ
negociar	negotiate	negociar	negotiate	V;NFIN	V;IMP;FIN
bancs	banks	banc	bank	N;MASC;PL	N;PL
defensor	defender	defensor	defender	N;MASC;SG	N;SG
superfícies	surfaces	superfície	surface	N;FEM;PL	N;PL
expulsió	expulsion	expulsió	expulsion	N;FEM;SG	N;SG
guitarrista	guitarist	guitarrista	guitarist	N;SG	N;SG
terratrèmol	earthquake	terratrèmol	earthquake	N;MASC;SG	N;SG
estàtues	statues	estàtue	statue	N;FEM;PL	N;PL
aportació	input	aportació	input	N;FEM;SG	N;SG
aportació	contribution	aportació	contribution	N;FEM;SG	N;SG
túnel	tunnel	túnel	tunnel	N;MASC;SG	N;SG
guerrers	warriors	guerrer	warrior	N;MASC;PL	N;PL
competències	skills	competència	skill	N;FEM;PL	N;PL
competències	powers	competència	power	N;FEM;PL	N;PL
experiències	experiences	experiència	experience	N;FEM;PL	N;PL
proporcions	proportions	proporció	proportion	N;FEM;PL	N;PL
aportacions	contributions	aportació	contribution	N;FEM;PL	N;PL
enfrontaments	clashes	enfrontament	clash	N;MASC;PL	N;PL
sentiment	feeling	sentiment	feeling	N;MASC;SG	N;SG
vital	vital	vital	vital	ADJ;SG	ADJ
accepta	accepts	acceptar	accept	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
trasllat	transfer	trasllat	transfer	N;MASC;SG	N;SG
equatorial	equatorial	equatorial	equatorial	ADJ;SG	ADJ
dependència	dependency	dependència	dependency	N;FEM;SG	N;SG
desplaçament	displacement	desplaçament	displacement	N;MASC;SG	N;SG
desplaçament	offset	desplaçament	offset	N;MASC;SG	N;SG
cantonada	corner	cantonada	corner	N;FEM;SG	N;SG
milles	miles	milla	mile	N;FEM;PL	N;PL
cercles	circles	cercle	circle	N;MASC;PL	N;PL
presidents	presidents	president	president	N;MASC;PL	N;PL
coordinació	coordination	coordinació	coordination	N;FEM;SG	N;SG
formacions	ensembles	formació	ensemble	N;FEM;PL	N;PL
formacions	formations	formació	formation	N;FEM;PL	N;PL
tractaments	treatments	tractament	treatment	N;MASC;PL	N;PL
opcions	options	opció	option	N;FEM;PL	N;PL
quilòmetre	kilometre	quilòmetre	kilometre	N;MASC;SG	N;SG
corrupció	corruption	corrupció	corruption	N;FEM;SG	N;SG
disminució	decrease	disminució	decrease	N;FEM;SG	N;SG
interfície	interface	interfície	interface	N;FEM;SG	N;SG
reconstruir	rebuild	reconstruir	rebuild	V;NFIN	V;IMP;FIN
considerablement	considerably	considerablement	considerably	ADV	ADV
obrers	workers	obrer	worker	N;MASC;PL	N;PL
turons	hills	turó	hill	N;MASC;PL	N;PL
galeries	galleries	galeria	gallery	N;FEM;PL	N;PL
activista	activist	activista	activist	N;SG	N;SG
sessions	sessions	sessió	session	N;FEM;PL	N;PL
concloure	conclude	concloure	conclude	V;NFIN	V;IMP;FIN
mongols	mongols	mongol	mongol	N;MASC;PL	N;PL
governadors	governors	governador	governor	N;MASC;PL	N;PL
veí	neighbour	veí	neighbour	N;MASC;SG	N;SG
veí	neighbor	veí	neighbor	N;MASC;SG	N;SG
receptors	receivers	receptor	receiver	N;MASC;PL	N;PL
contenir	contain	contenir	contain	V;NFIN	V;IMP;FIN
incident	incident	incident	incident	N;MASC;SG	N;SG
pàtria	homeland	pàtria	homeland	N;FEM;SG	N;SG
pàtria	fatherland	pàtria	fatherland	N;FEM;SG	N;SG
velocitats	speeds	velocitat	speed	N;FEM;PL	N;PL
enzim	enzyme	enzim	enzyme	N;MASC;SG	N;SG
mental	mental	mental	mental	ADJ;SG	ADJ
edificació	building	edificació	building	N;FEM;SG	N;SG
despeses	expenses	despesa	expense	N;FEM;PL	N;PL
religions	religions	religió	religion	N;FEM;PL	N;PL
cria	breeding	cria	breeding	N;FEM;SG	N;SG
corredor	runner	corredor	runner	N;MASC;SG	N;SG
corredor	corridor	corredor	corridor	N;MASC;SG	N;SG
prosa	prose	prosa	prose	N;FEM;SG	N;SG
significatiu	meaningful	significatiu	meaningful	ADJ;MASC;SG	ADJ
contaminació	pollution	contaminació	pollution	N;FEM;SG	N;SG
necessàries	necessary	necessari	necessary	ADJ;FEM;PL	ADJ
creences	beliefs	creença	belief	N;FEM;PL	N;PL
colonització	colonization	colonització	colonization	N;FEM;SG	N;SG
bàsiques	basic	bàsic	basic	ADJ;FEM;PL	ADJ
codis	codes	codi	code	N;MASC;PL	N;PL
destinació	destination	destinació	destination	N;FEM;SG	N;SG
destinació	destiny	destinació	destiny	N;FEM;SG	N;SG
assistent	assistant	assistent	assistant	N;SG	N;SG
assistent	wizard	assistent	wizard	N;SG	N;SG
psc	psc	psc	psc	N;MASC;SG	N;SG
demogràfica	demographic	demogràfic	demographic	ADJ;FEM;SG	ADJ
catorze	fourteen	catorze	fourteen	NUM;PL	NUM
cròniques	chronicles	crònica	chronicle	N;FEM;PL	N;PL
festivitat	festivity	festivitat	festivity	N;FEM;SG	N;SG
gra	grain	gra	grain	N;MASC;SG	N;SG
alumini	aluminium	alumini	aluminium	N;MASC;SG	N;SG
alumini	aluminum	alumini	aluminum	N;MASC;SG	N;SG
xifres	figures	xifra	figure	N;FEM;PL	N;PL
processó	procession	processó	procession	N;FEM;SG	N;SG
rics	rich	ric	rich	ADJ;MASC;PL	ADJ
reforçar	strengthen	reforçar	strengthen	V;NFIN	V;IMP;FIN
teatres	theaters	teatre	theater	N;MASC;PL	N;PL
comporta	behaves	comportar	behave	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
escorça	bark	escorçar	bark	N;FEM;SG	N;SG
llibreria	bookstore	llibreria	bookstore	N;FEM;SG	N;SG
enregistrament	recording	enregistrament	recording	N;MASC;SG	N;SG
flauta	flute	flauta	flute	N;FEM;SG	N;SG
conducta	conduct	conducta	conduct	N;FEM;SG	N;SG
transcripció	transcription	transcripció	transcription	N;FEM;SG	N;SG
transcripció	transcript	transcripció	transcript	N;FEM;SG	N;SG
pacient	patient	pacient	patient	N;SG	N;SG
cinturó	belt	cinturó	belt	N;MASC;SG	N;SG
plats	dishes	plat	dish	N;MASC;PL	N;PL
bassa	raft	bassa	raft	N;FEM;SG	N;SG
comitès	committees	comitè	committee	N;MASC;PL	N;PL
races	breeds	raça	breed	N;FEM;PL	N;PL
test	test	test	test	N;SG	N;SG
essencialment	essentially	essencialment	essentially	ADV	ADV
flamenc	flemish	flamenc	flemish	ADJ;MASC;SG	ADJ
extracció	extraction	extracció	extraction	N;FEM;SG	N;SG
personalment	personally	personalment	personally	ADV	ADV
mèdica	medical	mèdic	medical	ADJ;FEM;SG	ADJ
cabal	flow	cabal	flow	N;MASC;SG	N;SG
ordenació	sorting	ordenació	sorting	N;FEM;SG	N;SG
hàbitats	habitats	hàbitat	habitat	N;MASC;PL	N;PL
endèmica	endemic	endèmic	endemic	ADJ;FEM;SG	ADJ
sentiments	feelings	sentiment	feeling	N;MASC;PL	N;PL
avançada	advanced	avançat	advanced	ADJ;FEM;SG;V.PTCP	ADJ
estretament	closely	estretament	closely	ADV	ADV
sòls	soils	sòls	soil	N;MASC;PL	N;PL
sòls	floors	sòls	floor	N;MASC;PL	N;PL
discussions	discussions	discussió	discussion	N;FEM;PL	N;PL
vides	lives	vida	life	N;FEM;PL	N;PL
expedicions	expeditions	expedició	expedition	N;FEM;PL	N;PL
finançament	financing	finançament	financing	N;MASC;SG	N;SG
finançament	funding	finançament	funding	N;MASC;SG	N;SG
fotògraf	photographer	fotògraf	photographer	N;MASC;SG	N;SG
penal	criminal	penal	criminal	ADJ;SG	ADJ
estrany	strange	estrany	strange	ADJ;MASC;SG	ADJ
consolidar	consolidate	consolidar	consolidate	V;NFIN	V;IMP;FIN
blog	blog	blog	blog	N;MASC;SG	N;SG
cereals	cereals	cereal	cereal	N;MASC;PL	N;PL
pitjor	worst	pitjor	worst	ADJ;SG	ADJ;RL
traductor	translator	traductor	translator	N;MASC;SG	N;SG
lleuger	slight	lleuger	slight	ADJ;MASC;SG	ADJ
lleuger	lightweight	lleuger	lightweight	ADJ;MASC;SG	ADJ
emmagatzematge	storage	emmagatzematge	storage	N;MASC;SG	N;SG
militants	atheists	militant	atheist	N;PL	N;PL
militants	militants	militant	militant	N;PL	N;PL
funcional	functional	funcional	functional	ADJ;SG	ADJ
verb	verb	verb	verb	N;MASC;SG	N;SG
sport	sport	sport	sport	N;MASC;SG	N;SG
temporalment	temporarily	temporalment	temporarily	ADV	ADV
assessor	adviser	assessor	adviser	N;MASC;SG	N;SG
independentment	regardless	independentment	regardless	ADV	ADV
formatge	cheese	formatge	cheese	N;MASC;SG	N;SG
sencer	whole	sencer	whole	ADJ;MASC;SG	ADJ
citar	cite	citar	cite	V;NFIN	V;IMP;FIN
bombardeig	bombardment	bombardeig	bombardment	N;MASC;SG	N;SG
ducs	dukes	duc	duke	N;MASC;PL	N;PL
solista	soloist	solista	soloist	N;SG	N;SG
vector	vector	vector	vector	N;MASC;SG	N;SG
aixecament	lifting	aixecament	lift	N;MASC;SG	N;SG
algorisme	algorithm	algorisme	algorithm	N;MASC;SG	N;SG
metre	meter	metre	meter	N;MASC;SG	N;SG
poètica	poetic	poètica	poetic	ADJ;FEM;SG	ADJ
plenament	fully	plenament	fully	ADV	ADV
primitiu	primitive	primitiu	primitive	ADJ;MASC;SG	ADJ
parents	relatives	parent	relative	N;MASC;PL	N;PL
redueix	reduces	reduir	reduce	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
malalt	sick	malalt	sick	ADJ;MASC;SG	ADJ
creença	belief	creença	belief	N;FEM;SG	N;SG
grant	grant	grant	grant	N;SG	N;SG
avantatges	advantages	avantatge	advantage	N;MASC;PL	N;PL
avantatges	pros	avantatge	pro	N;MASC;PL	N;PL
defensors	defenders	defensor	defender	N;MASC;PL	N;PL
emplaçament	placement	emplaçament	placement	N;MASC;SG	N;SG
emplaçament	location	emplaçament	location	N;MASC;SG	N;SG
sporting	sporting	sporting	sport	N;MASC;SG	N;SG
antena	antenna	antena	antenna	N;FEM;SG	N;SG
crèdits	credits	crèdit	credit	N;MASC;PL	N;PL
convocar	convene	convocar	convene	V;NFIN	V;IMP;FIN
narra	narrates	narrar	narrate	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
panorama	panorama	panorama	panorama	N;MASC;SG	N;SG
bombes	pumps	bomba	pump	N;FEM;PL	N;PL
bombes	bombs	bomba	bomb	N;FEM;PL	N;PL
calci	calcium	calcar	calcium	N;MASC;SG	N;SG
sonda	probe	sonda	probe	N;FEM;SG	N;SG
lectors	readers	lector	reader	N;MASC;PL	N;PL
academia	academy	academia	academy	N;FEM;SG	N;SG
adequada	adequate	adequat	adequate	ADJ;FEM;SG;V.PTCP	ADJ
aletes	fins	aleta	fin	N;FEM;PL	N;PL
territorials	territorial	territorial	territorial	ADJ;PL	ADJ
notació	notation	notació	notation	N;FEM;SG	N;SG
nitrogen	nitrogen	nitrogen	nitrogen	N;MASC;SG	N;SG
reflexió	reflection	reflexió	reflection	N;FEM;SG	N;SG
màrtirs	martyrs	màrtir	martyr	N;PL	N;PL
distàncies	distances	distància	distance	N;FEM;PL	N;PL
escenaris	scenarios	escenari	scenario	N;MASC;PL	N;PL
oberts	open	obert	open	ADJ;MASC;PL;V.PTCP	ADJ
requisits	requirements	requisit	requirement	N;MASC;PL	N;PL
convergència	convergence	convergència	convergence	N;FEM;SG	N;SG
rebuig	rejection	rebuig	rejection	N;MASC;SG	N;SG
dissoldre	dissolve	dissoldre	dissolve	V;NFIN	V;IMP;FIN
protestes	protests	protesta	protest	N;FEM;PL	N;PL
regulació	regulation	regulació	regulation	N;FEM;SG	N;SG
simultàniament	simultaneously	simultàniament	simultaneously	ADV	ADV
administradors	admins	administrador	admin	N;MASC;PL	N;PL
realisme	realism	realisme	realism	N;MASC;SG	N;SG
fita	cairn	fita	cairn	N;FEM;SG	N;SG
eixos	axes	eix	axe	N;MASC;PL	N;PL
lleialtat	loyalty	lleialtat	loyalty	N;FEM;SG	N;SG
matèries	materials	matèria	material	N;FEM;PL	N;PL
periodistes	journalists	periodista	journalist	N;PL	N;PL
instrumental	instrumental	instrumental	instrumental	ADJ;SG	ADJ
armeni	armenian	armeni	armenian	ADJ;MASC;SG	ADJ
armament	weaponry	armament	weaponry	N;MASC;SG	N;SG
planificació	planning	planificació	planning	N;FEM;SG	N;SG
perfecte	perfect	perfecte	perfect	ADJ;MASC;SG	ADJ
retorna	returns	retornar	return	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
armat	armed	armat	armed	ADJ;MASC;SG;V.PTCP	ADJ
discs	disks	disc	disk	N;MASC;PL	N;PL
protesta	protest	protesta	protest	N;FEM;SG	N;SG
noruec	norwegian	noruec	norwegian	ADJ;MASC;SG	ADJ
rarament	rarely	rarament	rarely	ADV	ADV
negatiu	negative	negatiu	negative	ADJ;MASC;SG	ADJ
extrema	extreme	extrem	extreme	ADJ;FEM;SG	ADJ
successivament	successively	successivament	successively	ADV	ADV
islàmic	islamic	islàmic	islamic	ADJ;MASC;SG	ADJ
míssils	missiles	míssil	missile	N;MASC;PL	N;PL
fonaments	fundamentals	fonament	fundamental	N;MASC;PL	N;PL
glòria	glory	glòria	glory	N;FEM;SG	N;SG
bloqueig	locking	bloqueig	lock	N;MASC;SG	N;SG
bloqueig	lock	bloqueig	lock	N;MASC;SG	N;SG
camperols	peasants	camperol	peasant	N;MASC;PL	N;PL
constants	constant	constant	constant	ADJ;PL	ADJ
astrònom	astronomer	astrònom	astronomer	N;MASC;SG	N;SG
ambiental	environmental	ambiental	environmental	ADJ;SG	ADJ
contraforts	spurs	contrafort	spur	N;MASC;PL	N;PL
trastorns	disorders	trastorn	disorder	N;MASC;PL	N;PL
relíquies	relics	relíquia	relic	N;FEM;PL	N;PL
canadenc	canadian	canadenc	canadian	ADJ;MASC;SG	ADJ
utilitat	utility	utilitat	utility	N;FEM;SG	N;SG
estàndards	standards	estàndard	standard	N;MASC;PL	N;PL
orelles	ears	orella	ear	N;FEM;PL	N;PL
positiva	positive	positiu	positive	ADJ;FEM;SG	ADJ
fina	thin	fi	thin	ADJ;FEM;SG	ADJ
exposar	expose	exposar	expose	V;NFIN	V;IMP;FIN
càmeres	cameras	càmera	camera	N;PL	N;PL
trio	trio	trio	trio	N;MASC;SG	N;SG
aproximada	fuzzy	aproximat	fuzzy	ADJ;FEM;SG;V.PTCP	ADJ
circ	circus	circ	circus	N;MASC;SG	N;SG
islàmica	islamic	islàmica	islamic	ADJ;FEM;SG	ADJ
potent	powerful	potent	powerful	ADJ;SG	ADJ
dramaturg	playwright	dramaturg	playwright	N;MASC;SG	N;SG
àrbitre	referee	àrbitre	referee	N;MASC;SG	N;SG
visibles	visible	visible	visible	ADJ;PL	ADJ
conductor	driver	conductor	driver	N;MASC;SG	N;SG
galàxies	galaxies	galàxia	galaxy	N;FEM;PL	N;PL
volcà	volcano	volcà	volcano	N;MASC;SG	N;SG
ferides	wounds	ferida	wound	N;FEM;PL	N;PL
intèrpret	interpreter	intèrpret	interpreter	N;SG	N;SG
casc	helmet	casc	helmet	N;MASC;SG	N;SG
oficis	trades	ofici	trade	N;MASC;PL	N;PL
divina	divine	diví	divine	ADJ;FEM;SG	ADJ
determina	determines	determinar	determine	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
orbital	orbital	orbital	orbital	ADJ;SG	ADJ
combina	combines	combinar	combine	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
aparent	apparent	aparent	apparent	ADJ;SG	ADJ
suspensió	suspension	suspensió	suspension	N;FEM;SG	N;SG
alternatiu	alternate	alternatiu	alternate	ADJ;MASC;SG	ADJ
governants	rulers	governant	ruler	N;PL	N;PL
analitzar	analyze	analitzar	analyze	V;NFIN	V;IMP;FIN
abundants	abundant	abundant	abundant	ADJ;PL	ADJ
accent	accent	accent	accent	N;MASC;SG	N;SG
pilastres	pilasters	pilastra	pilaster	N;FEM;PL	N;PL
deixebles	disciples	deixeble	disciple	N;PL	N;PL
controvèrsia	controversy	controvèrsia	controversy	N;FEM;SG	N;SG
controvèrsia	dispute	controvèrsia	dispute	N;FEM;SG	N;SG
fidelitat	fidelity	fidelitat	fidelity	N;FEM;SG	N;SG
pura	pure	pur	pure	ADJ;FEM;SG	ADJ
lesió	injury	lesió	injury	N;FEM;SG	N;SG
lesió	lesion	lesió	lesion	N;FEM;SG	N;SG
operador	operator	operador	operator	N;MASC;SG	N;SG
crim	crime	crim	crime	N;MASC;SG	N;SG
mite	myth	mite	myth	N;MASC;SG	N;SG
enzims	enzymes	enzim	enzyme	N;MASC;PL	N;PL
inspecció	inspection	inspecció	inspection	N;FEM;SG	N;SG
barroca	baroque	barroc	baroque	ADJ;FEM;SG	ADJ
productors	producers	productor	producer	N;MASC;PL	N;PL
càrregues	loads	càrrega	load	N;FEM;PL	N;PL
directes	direct	directe	direct	ADJ;PL	ADJ
frases	phrases	frase	phrase	N;FEM;PL	N;PL
frases	sentences	frase	sentence	N;FEM;PL	N;PL
cercador	seeker	cercador	seeker	N;MASC;SG	N;SG
requereixen	require	requerir	require	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN
acceptació	acceptance	acceptació	acceptance	N;FEM;SG	N;SG
semicircular	semicircular	semicircular	semicircular	ADJ;SG	ADJ
enfocament	approach	enfocament	approach	N;MASC;SG	N;SG
expressions	expressions	expressió	expression	N;FEM;PL	N;PL
confluència	confluence	confluència	confluence	N;FEM;SG	N;SG
núvols	clouds	núvol	cloud	N;MASC;PL	N;PL
telescopi	telescope	telescopi	telescope	N;MASC;SG	N;SG
dimitir	resign	dimitir	resign	V;NFIN	V;IMP;FIN
conselleria	counseling	conselleria	counseling	N;FEM;SG	N;SG
útils	helpful	útil	helpful	ADJ;PL	ADJ
profundament	deeply	profundament	deeply	ADV	ADV
convencional	conventional	convencional	conventional	ADJ;SG	ADJ
consideració	consideration	consideració	consideration	N;FEM;SG	N;SG
procediments	procedures	procediment	procedure	N;MASC;PL	N;PL
gradualment	gradually	gradualment	gradually	ADV	ADV
pobre	poor	pobre	poor	ADJ;MASC;SG	ADJ
prohibició	prohibition	prohibició	prohibition	N;FEM;SG	N;SG
adquisició	acquisition	adquisició	acquisition	N;FEM;SG	N;SG
optar	opt	optar	opt	V;NFIN	V;IMP;FIN
quins	what	quin	what	PRO;MASC;PL	PRO
interpretacions	interpretations	interpretació	interpretation	N;FEM;PL	N;PL
cable	wire	cable	wire	N;MASC;SG	N;SG
cable	cable	cable	cable	N;MASC;SG	N;SG
músculs	muscles	múscul	muscle	N;MASC;PL	N;PL
lesions	injuries	lesió	injury	N;FEM;PL	N;PL
dominació	domination	dominació	domination	N;FEM;SG	N;SG
educatiu	educational	educatiu	educational	ADJ;MASC;SG	ADJ
garrigues	garrigues	garriga	garrigue	N;FEM;PL	N;PL
automàticament	automatically	automàticament	automatically	ADV	ADV
violinista	fiddler	violinista	fiddler	N;SG	N;SG
capacitats	capabilities	capacitat	capability	N;FEM;PL	N;PL
dissenyador	designer	dissenyador	designer	N;MASC;SG	N;SG
asteroide	asteroid	asteroide	asteroid	N;MASC;SG	N;SG
qualitats	qualities	qualitat	quality	N;FEM;PL	N;PL
solidaritat	solidarity	solidaritat	solidarity	N;FEM;SG	N;SG
maçoneria	masonry	maçoneria	masonry	N;FEM;SG	N;SG
pluges	rains	pluja	rain	N;FEM;PL	N;PL
innovació	innovation	innovació	innovation	N;FEM;SG	N;SG
secretaria	secretariat	secretaria	secretariat	N;FEM;SG	N;SG
legals	legal	legal	legal	ADJ;PL	ADJ
ortografia	spelling	ortografia	spelling	N;FEM;SG	N;SG
nois	boys	noi	boy	N;MASC;PL	N;PL
nois	guys	noi	guy	N;MASC;PL	N;PL
atemptat	assassination	atemptat	assassination	N;MASC;SG	N;SG
dictador	dictator	dictador	dictator	N;MASC;SG	N;SG
jurista	jurist	jurista	jurist	N;SG	N;SG
disciplines	disciplines	disciplina	discipline	N;FEM;PL	N;PL
presos	prisoners	pres	prisoner	N;MASC;PL	N;PL
preguntes	questions	pregunta	question	N;FEM;PL	N;PL
afectat	concerned	afectat	concerned	ADJ;MASC;SG;V.PTCP	ADJ
regularment	regularly	regularment	regularly	ADV	ADV
avançat	advanced	avançat	advanced	ADJ;MASC;SG;V.PTCP	ADJ
extens	extensive	extens	extensive	ADJ;MASC;SG	ADJ
neteja	cleaning	neteja	cleaning	N;FEM;SG	N;SG
supercopa	supercopa	supercopa	supercopa	N;FEM;SG	N;SG
disparar	shoot	disparar	shoot	V;NFIN	V;IMP;FIN
disposats	willing	disposat	willing	ADJ;MASC;PL;V.PTCP	ADJ
afluents	tributaries	afluent	tributary	N;MASC;PL	N;PL
supervivents	survivors	supervivent	survivor	N;PL	N;PL
complexitat	complexity	complexitat	complexity	N;FEM;SG	N;SG
biografies	biographies	biografia	biography	N;FEM;PL	N;PL
