aliado	حليف	aliado	حَلِيف	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
insignia	شارة	insignia	شَارَّة	N;FEM;SG	N;NOM;INDF;SG
destruyó	دمر	destruir	دَمَّر	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
destruyó	دمرت	destruir	دَمَّر	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
abandonada	مهجور	abandonado	مَهُور	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
abandonada	مهجورة	abandonado	مهجورة	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
abandonada	المهجورة	abandonado	مَهُجُورَة	ADJ;FEM;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
barranco	المجرى	barranco	مَجرَى	N;MASC;SG	N;NOM;DEF;SG
barranco	المنحدر	barranco	مُنحَدِر	N;MASC;SG	N;NOM;DEF;SG
barranco	منحدر	barranco	مُنحَدَر	N;MASC;SG	N;NOM;INDF;SG
suena	يبدو	sonar	بَدَا	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
dictador	الدكتاتور	dictador	دُكتَاتُور	N;MASC;SG	N;NOM;DEF;SG
vaca	بقرة	vaca	بَقَرَة	N;FEM;SG	N;NOM;INDF;SG
vaca	البقرة	vaca	بَقَرَة	N;FEM;SG	N;NOM;DEF;SG
hábitos	العادات	hábito	عَادَة	N;MASC;PL	N;NOM;DEF;PL
hábitos	عادات	hábito	عَادَة	N;MASC;PL	N;NOM;INDF;PL
bestia	الوحش	bestia	وَحش	N;FEM;SG	N;NOM;DEF;SG
quejas	الشكاوى	queja	شَكوَى	N;FEM;PL	N;NOM;DEF;PL
quejas	شكاوى	queja	شَكوَى	N;FEM;PL	N;NOM;INDF;PL
desembarco	الهبوط	desembarco	هُبُوط	N;MASC;SG	N;NOM;DEF;SG
desembarco	هبوط	desembarco	هُبُوط	N;MASC;SG	N;NOM;INDF;SG
pájaro	الطائر	pájaro	طَائِر	N;MASC;SG	N;NOM;DEF;SG
pájaro	الطير	pájaro	الطير	N;MASC;SG	N;NOM;DEF;SG
pájaro	طائر	pájaro	طَائِر	N;MASC;SG	N;NOM;INDF;SG
tracción	الجر	tracción	جُرّ	N;FEM;SG	N;NOM;DEF;SG
residente	المقيم	residente	مُقِيم	N;SG	N;NOM;DEF;SG
residente	مقيم	residente	مُقَيَّم	N;SG	N;NOM;INDF;SG
discriminación	التمييز	discriminación	تَميِيز	N;FEM;SG	N;NOM;DEF;SG
discriminación	تمييز	discriminación	تَميِيز	N;FEM;SG	N;NOM;INDF;SG
primario	الابتدائي	primario	اِبتِدَائِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
primario	الابتدائية	primario	اِبتِدَائِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
pierna	الساق	pierna	سَاق	N;FEM;SG	N;NOM;DEF;SG
pierna	القدم	pierna	قَدَم	N;FEM;SG	N;NOM;DEF;SG
intervenciones	التدخلات	intervención	تَدَخُّل	N;FEM;PL	N;NOM;DEF;PL
intervenciones	التدخلات	intervención	تَدَخُّل	N;FEM;PL	N;NOM;DEF;PL
intervenciones	مداخلات	intervención	مداخلات	N;FEM;PL	N;NOM;INDF;PL
intervenciones	تدخلات	intervención	تَدَخُّل	N;FEM;PL	N;NOM;INDF;PL
edades	عصور	edad	عُصُور	N;FEM;PL	N;NOM;INDF;PL
edades	العصور	edad	عَصر	N;FEM;PL	N;NOM;DEF;PL
diagrama	التخطيط	diagrama	تَخطِيط	N;MASC;SG	N;NOM;DEF;SG
enzima	الانزيم	enzima	الانزيم	N;FEM;SG	N;NOM;DEF;SG
secuestro	اختطاف	secuestro	اِختِطَاف	N;MASC;SG	N;NOM;INDF;SG
secuestro	الاختطاف	secuestro	اِختِطَاف	N;MASC;SG	N;NOM;DEF;SG
secuestro	الخطف	secuestro	خَطف	N;MASC;SG	N;NOM;DEF;SG
secuestro	اختطاف	secuestro	اِختِطَاف	N;MASC;SG	N;NOM;INDF;SG
secuestro	الاختطاف	secuestro	اِختِطَاف	N;MASC;SG	N;NOM;DEF;SG
secuestro	الخطف	secuestro	خَطف	N;MASC;SG	N;NOM;DEF;SG
secuestro	الخطف	secuestro	خَطف	N;MASC;SG	N;NOM;DEF;SG
muelle	رصيف	muelle	رَصِيف	N;MASC;SG	N;NOM;INDF;SG
muelle	الرصيف	muelle	رَصِيف	N;MASC;SG	N;NOM;DEF;SG
monstruos	وحوش	monstruo	وَحش	N;MASC;PL	N;NOM;INDF;PL
monstruos	الوحوش	monstruo	وَحش	N;MASC;PL	N;NOM;DEF;PL
amanecer	الفجر	amanecer	فَجر	N;MASC;SG	N;NOM;DEF;SG
amanecer	فجر	amanecer	فَجر	N;MASC;SG	N;NOM;INDF;SG
amanecer	الشروق	amanecer	شُرُوق	N;MASC;SG	N;NOM;DEF;SG
precipitación	التساقط	precipitación	تَسَاقُط	N;FEM;SG	N;NOM;DEF;SG
regalo	هدية	regalo	هَدِيَّة	N;MASC;SG	N;NOM;INDF;SG
regalo	الهدية	regalo	هَدِيَّة	N;MASC;SG	N;NOM;DEF;SG
evita	يتجنب	evitar	تَجَنَّب	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
adolescencia	مراهق	adolescencia	مَرهَق	N;FEM;SG	N;NOM;INDF;SG
adolescencia	مراهقة	adolescencia	مُرَاهَقَة	N;FEM;SG	N;NOM;INDF;SG
adolescencia	المراهقة	adolescencia	مُرَاهَقَة	N;FEM;SG	N;NOM;DEF;SG
adolescencia	المراهقة	adolescencia	مُرَاهَقَة	N;FEM;SG	N;NOM;DEF;SG
embarazo	الحمل	embarazo	حَمَل	N;MASC;SG	N;NOM;DEF;SG
sena	السين	sena	سَين	N;MASC;SG	N;NOM;DEF;SG
erupción	ثوران	erupción	ثُورَان	N;FEM;SG	N;NOM;INDF;SG
erupción	طفح	erupción	طِفح	N;FEM;SG	N;NOM;INDF;SG
erupción	الطفح	erupción	طِفح	N;FEM;SG	N;NOM;DEF;SG
arreglo	ترتيب	arreglo	تَرتِيب	N;MASC;SG	N;NOM;INDF;SG
arreglo	الترتيب	arreglo	تَرتِيب	N;MASC;SG	N;NOM;DEF;SG
roble	البلوط	roble	بَلوَط	N;MASC;SG	N;NOM;DEF;SG
devoción	اخلاص	devoción	خَلَص	N;FEM;SG	N;NOM;INDF;SG
devoción	الاخلاص	devoción	خَلَص	N;FEM;SG	N;NOM;DEF;SG
cómico	الهزلية	cómico	هُزلِيَّة	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
cómico	هزلي	cómico	هُزَل	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
catolicismo	الكاثوليكية	catolicismo	كَاثُولِيكِيّ	N;MASC;SG	N;NOM;DEF;SG
señalado	لوحظ	señalar	لَاحَظ	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;3;PASS
gótica	قوطية	gótico	قَوطِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
césped	العشب	césped	عَشَبَة	N;MASC;SG	N;NOM;DEF;SG
miel	العسل	miel	عَسَل	N;FEM;SG	N;NOM;DEF;SG
militante	ناشط	militante	نَاشِط	N;SG	N;NOM;INDF;SG
militante	الناشطة	militante	نَاشِطَة	N;SG	N;NOM;DEF;SG
docencia	تدريس	docencia	تَدرِيس	N;FEM;SG	N;NOM;INDF;SG
docencia	التدريس	docencia	تَدرِيس	N;FEM;SG	N;NOM;DEF;SG
docencia	تعليم	docencia	تَعلِيم	N;FEM;SG	N;NOM;INDF;SG
operadores	مشغلي	operador	مُشَغِّل	N;MASC;PL	N;NOM;INDF;PL
positivas	ايجابيات	positivo	إِيجَابِيّ	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;PL
impide	يعوق	impedir	يعوق	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
pato	البطة	pato	بَطَّة	N;MASC;SG	N;NOM;DEF;SG
cantones	الكانتونات	cantón	الكانتونات	N;MASC;PL	N;NOM;DEF;PL
dueños	مالكو	dueño	مَالكُو	N;MASC;PL	N;NOM;INDF;PL
santísimo	المقدس	santísimo	مُقَدَّس	N;MASC;SG	N;NOM;DEF;SG
some	البعض	some	بَعض	N	N;NOM;DEF;SG
some	بعض	some	بَعض	N	N;NOM;INDF;SG
balance	الرصيد	balance	رَصِيد	N;MASC;SG	N;NOM;DEF;SG
balance	التوازن	balance	تَوَازُن	N;MASC;SG	N;NOM;DEF;SG
balance	الميزان	balance	مِيزَان	N;MASC;SG	N;NOM;DEF;SG
balance	رصيد	balance	رَصِيد	N;MASC;SG	N;NOM;INDF;SG
balance	توازن	balance	تَوَازُن	N;MASC;SG	N;NOM;INDF;SG
mars	المريخ	mars	مَرِيخ	N	N;NOM;DEF;SG
mars	مارس	mars	مَارِس	N	N;GEN;INDF;SG
pesada	ثقيل	pesado	ثَقِيل	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
pesada	ثقيلة	pesado	ثَقِيل	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
milagro	المعجزة	milagro	مُعَجِّز	N;MASC;SG	N;NOM;DEF;SG
milagro	معجزة	milagro	معجزة	N;MASC;SG	N;NOM;INDF;SG
diamante	الماس	diamante	مَاس	N;MASC;SG	N;NOM;DEF;SG
diamante	الماسة	diamante	مَاسَّة	N;MASC;SG	N;NOM;DEF;SG
agencias	وكالات	agencia	وِكَالَة	N;FEM;PL	N;NOM;INDF;PL
agencias	الوكالات	agencia	وِكَالَة	N;FEM;PL	N;NOM;DEF;PL
narración	السرد	narración	سَرد	N;FEM;SG	N;NOM;DEF;SG
narración	سرد	narración	سَرد	N;FEM;SG	N;NOM;INDF;SG
narración	التلاوة	narración	تِلَاوَة	N;FEM;SG	N;NOM;DEF;SG
narración	سرد	narración	سَرد	N;FEM;SG	N;NOM;INDF;SG
narración	السرد	narración	سَرد	N;FEM;SG	N;NOM;DEF;SG
paralela	متوازية	paralelo	مُتَوَازِي	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
paralela	موازية	paralelo	مُوَازِي	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
embarcaciones	المراكب	embarcación	مَركَب	N;FEM;PL	N;NOM;DEF;PL
embarcaciones	القوارب	embarcación	قَارِبَة	N;FEM;PL	N;NOM;DEF;PL
embarcaciones	قوارب	embarcación	قَارِب	N;FEM;PL	N;NOM;INDF;PL
asegura	يكفل	asegurar	كَفَل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
corrió	ركضت	correr	رَكَّض	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
refuerzos	تعزيزات	refuerzo	تَعزِيز	N;MASC;PL	N;NOM;INDF;PL
refuerzos	التعزيزات	refuerzo	تَعزِيز	N;MASC;PL	N;NOM;DEF;PL
agujero	ثقب	agujero	ثَقب	N;MASC;SG	N;NOM;INDF;SG
agujero	الحفرة	agujero	حَفرَة	N;MASC;SG	N;NOM;DEF;SG
agujero	حفرة	agujero	حَفرَة	N;MASC;SG	N;NOM;INDF;SG
agujero	فتحة	agujero	فَتحَة	N;MASC;SG	N;NOM;INDF;SG
rechazado	مرفوضة	rechazado	مَرفُوض	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
empire	الامبراطورية	empire	الامبراطورية	N	N;NOM;DEF;SG
empire	امبراطورية	empire	امبراطورية	N	N;NOM;INDF;SG
rendición	استسلام	rendición	اِستِسلَام	N;FEM;SG	N;NOM;INDF;SG
rendición	الاستسلام	rendición	اِستِسلَام	N;FEM;SG	N;NOM;DEF;SG
desaparecer	تختفي	desaparecer	اِختَفَى	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
decano	دين	decano	دِين	N;MASC;SG	N;NOM;INDF;SG
decano	العميد	decano	عَمِيد	N;MASC;SG	N;NOM;DEF;SG
decano	عميد	decano	عَمِيد	N;MASC;SG	N;NOM;INDF;SG
segmentos	الشرائح	segmento	شَرِيحَة	N;MASC;PL	N;NOM;DEF;PL
flecha	سهم	flecha	سَهم	N;FEM;SG	N;NOM;INDF;SG
flecha	السهم	flecha	سَهم	N;FEM;SG	N;NOM;DEF;SG
nubes	الغيوم	nube	غُيُوم	N;FEM;PL	N;NOM;DEF;PL
hierbas	اعشاب	hierba	عُشب	N;FEM;PL	N;NOM;INDF;PL
hierbas	الاعشاب	hierba	عَشَب	N;FEM;PL	N;NOM;DEF;PL
sellos	طوابع	sello	طَابِع	N;MASC;PL	N;NOM;INDF;PL
sellos	الطوابع	sello	طَابِع	N;MASC;PL	N;NOM;DEF;PL
sellos	التسميات	sello	تَسمِيَة	N;MASC;PL	N;NOM;DEF;PL
sellos	فقمات	sello	فَقم	N;MASC;PL	N;NOM;INDF;PL
sellos	الاختام	sello	خُتم	N;MASC;PL	N;NOM;DEF;PL
prioridad	الاولوية	prioridad	أَولَوِيَّة	N;FEM;SG	N;NOM;DEF;SG
botón	الزر	botón	زَرّ	N;MASC;SG	N;NOM;DEF;SG
corregir	صحح	corregir	صَحِح	V;NFIN	V;PFV;MASC;SG;3;ACT
uva	العنب	uvar	عُنب	N;FEM;SG	N;NOM;DEF;SG
pioneros	رواد	pionero	رَائِد	N;MASC;PL	N;NOM;INDF;PL
pioneros	الرواد	pionero	رَائِد	N;MASC;PL	N;NOM;DEF;PL
emigrantes	المهاجرين	emigrante	مُهَاجِر	N;PL	N;NOM;DEF;PL
emigrantes	المهاجرون	emigrante	مُهَاجِر	N;PL	N;NOM;DEF;PL
cierra	اغلق	cerrar	أَغلَق	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
cierra	يغلق	cerrar	غَلَّق	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
modalidades	طرائق	modalidad	طَرِيقَة	N;FEM;PL	N;NOM;INDF;PL
modalidades	الطرائق	modalidad	طَرِيقَة	N;FEM;PL	N;NOM;DEF;PL
fibras	الالياف	fibra	لِيف	N;FEM;PL	N;NOM;DEF;PL
fibras	الالياف	fibra	لِيف	N;FEM;PL	N;NOM;DEF;PL
anarquista	الفوضوي	anarquista	فُوضُوي	N;SG	N;NOM;DEF;SG
evil	الشر	evil	شَرّ	N	N;NOM;DEF;SG
evil	شرا	evil	شَرّ	N	N;NOM;INDF;SG
acá	هنا	acá	هُنَا	ADV	ADV
run	تشغيل	run	تَشغِيل	N	N;NOM;INDF;SG
seda	الحرير	seda	حَرِير	N;FEM;SG	N;NOM;DEF;SG
alimenta	يغذي	alimentar	غَذَّى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
disposiciones	الاحكام	disposición	حُكم	N;FEM;PL	N;NOM;DEF;PL
edificaciones	المباني	edificación	مَبنَى	N;FEM;PL	N;NOM;DEF;PL
edificaciones	البنايات	edificación	بِنَايَة	N;FEM;PL	N;NOM;DEF;PL
edificaciones	مبان	edificación	مَبَّان	N;FEM;PL	N;NOM;INDF;PL
edificaciones	مباني	edificación	مَبنَى	N;FEM;PL	N;NOM;INDF;PL
defensivo	دفاعية	defensivo	دِفَاعِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
defensivo	دفاعي	defensivo	دِفَاعِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
pollo	دجاجة	pollo	دَجَّاجَة	N;MASC;SG	N;NOM;INDF;SG
pollo	دجاج	pollo	دِجَاج	N;MASC;SG	N;NOM;INDF;SG
pollo	الدجاج	pollo	دَجَاج	N;MASC;SG	N;NOM;DEF;SG
referéndum	استفتاء	referéndum	اِستِفتَاء	N;MASC;SG	N;NOM;INDF;SG
referéndum	الاستفتاء	referéndum	اِستِفتَاء	N;MASC;SG	N;NOM;DEF;SG
recurrente	متكرر	recurrente	مُتَكَرِّر	ADJ;SG	ADJ;NOM;INDF;MASC;SG
recurrente	متكررة	recurrente	مُتَكَرِّر	ADJ;SG	ADJ;NOM;INDF;FEM;SG
recurrente	متكرر	recurrente	مُتَكَرِّر	ADJ;SG	ADJ;NOM;INDF;MASC;SG
recurrente	متكررة	recurrente	مُتَكَرِّر	ADJ;SG	ADJ;NOM;INDF;FEM;SG
sex	جنس	sex	جنس	N	N;NOM;INDF;SG
sex	الجنس	sex	جِنس	N	N;NOM;DEF;SG
peligroso	خطير	peligroso	خَطِير	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
peligroso	خطيرة	peligroso	خَطِير	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
peligroso	خطرة	peligroso	خَطِر	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
derivada	مشتق	derivado	مَشتِق	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
derivada	المستمدة	derivado	مُستَمَدّ	ADJ;FEM;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
registrada	مسجل	registrado	مُسَجَّل	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
registrada	مسجلة	registrado	مُسَجَّل	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
portales	بوابات	portal	بَوَّابَة	N;MASC;PL	N;NOM;INDF;PL
portales	بوابات	portal	بَوَّابَة	N;MASC;PL	N;NOM;INDF;PL
emperatriz	الامبراطورة	emperatriz	أُمبِرطَاطُورَة	N;FEM;SG	N;NOM;DEF;SG
vestuario	الازياء	vestuario	زِيّ	N;MASC;SG	N;NOM;DEF;SG
vestuario	الزي	vestuario	اَلزَذِي	N;MASC;SG	N;NOM;DEF;SG
vestuario	خزانة	vestuario	خِزَانَة	N;MASC;SG	N;NOM;INDF;SG
egipcio	مصرية	egipcio	مِصرِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
egipcio	مصري	egipcio	مِصرِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
egipcio	المصرية	egipcio	مِصرِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
dignidad	كرامة	dignidad	كَرَامَة	N;FEM;SG	N;NOM;INDF;SG
dignidad	الكرامة	dignidad	كَرَامَة	N;FEM;SG	N;NOM;DEF;SG
válido	سارية	válido	سَارِي	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
válido	صالحة	válido	صَالِح	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
felicidad	سعادة	felicidad	سَعَادَة	N;FEM;SG	N;NOM;INDF;SG
felicidad	السعادة	felicidad	سَعَادَة	N;FEM;SG	N;NOM;DEF;SG
ceremonias	مراسم	ceremonia	مَرسَم	N;FEM;PL	N;NOM;INDF;PL
ceremonias	المراسم	ceremonia	مَرسَم	N;FEM;PL	N;NOM;DEF;PL
encarnación	تجسيد	encarnación	تَجسِيد	N;FEM;SG	N;NOM;INDF;SG
iniciativas	المبادرات	iniciativa	مُبَادَرَة	N;FEM;PL	N;NOM;DEF;PL
iniciativas	مبادرات	iniciativa	مُبَادَرَة	N;FEM;PL	N;NOM;INDF;PL
limitaciones	القيود	limitación	قَيد	N;FEM;PL	N;NOM;DEF;PL
limitaciones	تقييدات	limitación	تَقيِيد	N;FEM;PL	N;NOM;INDF;PL
limitaciones	قيود	limitación	قَيد	N;FEM;PL	N;NOM;INDF;PL
limitaciones	القيود	limitación	قَيد	N;FEM;PL	N;NOM;DEF;PL
limitaciones	العوائق	limitación	عَائِق	N;FEM;PL	N;NOM;DEF;PL
limitaciones	المعوقات	limitación	مُعَوِّق	N;FEM;PL	N;NOM;DEF;PL
limitaciones	قيود	limitación	قَيد	N;FEM;PL	N;NOM;INDF;PL
demostración	مظاهرة	demostración	مُظَاهَرَة	N;FEM;SG	N;NOM;INDF;SG
demostración	المظاهرة	demostración	مُظَاهَرَة	N;FEM;SG	N;NOM;DEF;SG
congresos	المؤتمرات	congreso	مُؤتَمَر	N;MASC;PL	N;NOM;DEF;PL
congresos	مؤتمرات	congreso	مُؤتَمَر	N;MASC;PL	N;NOM;INDF;PL
congresos	المؤتمرات	congreso	مُؤتَمَر	N;MASC;PL	N;NOM;DEF;PL
congresos	مؤتمرات	congreso	مُؤتَمَر	N;MASC;PL	N;NOM;INDF;PL
carros	السيارات	carro	سَيَّارَة	N;MASC;PL	N;NOM;DEF;PL
carros	سيارات	carro	سَيَّارَة	N;MASC;PL	N;NOM;INDF;PL
carros	العربات	carro	عَرَبَة	N;MASC;PL	N;NOM;DEF;PL
carros	عربات	carro	عَرَبَة	N;MASC;PL	N;NOM;INDF;PL
excepcional	استثنائية	excepcional	اِستِثنَائِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
exiliados	المنفيين	exiliado	مُنفِي	ADJ;MASC;PL;V.PTCP	ADJ;NOM;DEF;MASC;PL
hongos	الفطريات	hongo	فَطَرِيّ	N;MASC;PL	N;NOM;DEF;PL
hongos	الفطريات	hongo	فَطَرِيّ	N;MASC;PL	N;NOM;DEF;PL
planet	الكوكب	planet	كُوَكب	N;SG	N;NOM;DEF;SG
beat	ضرب	beat	ضَرب	N	N;NOM;INDF;SG
islámica	الاسلامي	islámico	إِسلَامِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
islámica	اسلامية	islámico	إِسلَامِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
islámica	الاسلامية	islámico	إِسلَامِيّ	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
islámica	اسلامي	islámico	إِسلَامِيّ	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
case	القضية	case	قَضِيَّة	N	N;NOM;DEF;SG
case	حالة	case	حَالَة	N	N;NOM;INDF;SG
case	قضية	case	قَضِيَّة	N	N;NOM;INDF;SG
case	الحالة	case	حَالَة	N	N;NOM;DEF;SG
elige	اختار	elegir	اِختَار	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
obligatorio	الالزامية	obligatorio	إِلزَامِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
obligatorio	الزامية	obligatorio	زَامِي	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
obligatorio	الزامية	obligatorio	زَامِي	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
obligatorio	الالزامية	obligatorio	إِلزَامِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
obligatorio	الزامية	obligatorio	زَامِي	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
preliminar	اولية	preliminar	أَوَّلِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
preliminar	اوليا	preliminar	أَوَّلِيّ	ADJ;SG	ADJ;ACC;INDF;MASC;SG
mixta	مختلط	mixto	مُختَلِط	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
mixta	مختلطة	mixto	مُختَلِط	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
mixta	المختلطة	mixto	مُختَلِط	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
manzana	التفاحة	manzana	تَفَاحَة	N;FEM;SG	N;NOM;DEF;SG
manzana	تفاحة	manzana	تَفَاحَة	N;FEM;SG	N;NOM;INDF;SG
estimaciones	تقديرات	estimación	تَقدِير	N;FEM;PL	N;NOM;INDF;PL
estimaciones	التقديرات	estimación	تَقدِير	N;FEM;PL	N;NOM;DEF;PL
estimaciones	تقديرات	estimación	تَقدِير	N;FEM;PL	N;NOM;INDF;PL
estimaciones	التقديرات	estimación	تَقدِير	N;FEM;PL	N;NOM;DEF;PL
inquisición	الاستقصاء	inquisición	اِستِقصَاء	N;FEM;SG	N;NOM;DEF;SG
nature	طبيعة	nature	طَبِيعَة	N	N;NOM;INDF;SG
nature	الطبيعة	nature	طَبِيعَة	N	N;NOM;DEF;SG
maquinaria	الات	maquinaria	إِلَّا	N;FEM;SG	N;NOM;INDF;SG
afectada	المتضررة	afectado	مُتَضَرِّر	ADJ;FEM;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
romántico	رومانسية	romántico	رُومَانسِيَّة	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
romántico	رومنسي	romántico	رُومنسِي	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
obligaciones	الالتزامات	obligación	اِلتِزَام	N;FEM;PL	N;NOM;DEF;PL
obligaciones	التزامات	obligación	اِلتِزَام	N;FEM;PL	N;NOM;INDF;PL
custodia	حضانة	custodia	حَضَانَة	N;FEM;SG	N;NOM;INDF;SG
custodia	الحضانة	custodia	حِضَانَة	N;FEM;SG	N;NOM;DEF;SG
custodia	الوصاية	custodia	وِصَايَة	N;FEM;SG	N;NOM;DEF;SG
supresión	الحذف	supresión	حَذف	N;FEM;SG	N;NOM;DEF;SG
supresión	قمع	supresión	قَمع	N;FEM;SG	N;NOM;INDF;SG
supresión	القمع	supresión	قَمع	N;FEM;SG	N;NOM;DEF;SG
equipado	مجهزة	equipado	مُجَهَّز	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
equipado	مجهز	equipado	مَجهَز	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
neutralidad	الحياد	neutralidad	حِيَاد	N;FEM;SG	N;NOM;DEF;SG
card	بطاقة	card	بِطَاقَة	N	N;NOM;INDF;SG
card	البطاقة	card	بِطَاقَة	N	N;NOM;DEF;SG
laboratorios	المختبرات	laboratorio	مُختَبَر	N;MASC;PL	N;NOM;DEF;PL
laboratorios	المعامل	laboratorio	مُعَامِل	N;MASC;PL	N;NOM;DEF;PL
laboratorios	المختبرات	laboratorio	مُختَبَر	N;MASC;PL	N;NOM;DEF;PL
vial	قارورة	vial	قارورة	N;MASC;SG	N;NOM;INDF;SG
basta	يكفي	bastar	كَفَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
consorcio	اتحاد	consorcio	اِتِّحَاد	N;MASC;SG	N;NOM;INDF;SG
comercialización	تسويق	comercialización	تَسوِيق	N;FEM;SG	N;NOM;INDF;SG
comercialización	التسويق	comercialización	تَسوِيق	N;FEM;SG	N;NOM;DEF;SG
comercialización	المتاجرة	comercialización	مُتَاجَرَة	N;FEM;SG	N;NOM;DEF;SG
supervivientes	الناجين	superviviente	الناجين	N;PL	N;NOM;DEF;PL
supervivientes	الناجون	superviviente	نَاجُون	N;PL	N;NOM;DEF;PL
mártires	الشهداء	mártir	شَهِيد	N;MASC;PL	N;NOM;DEF;PL
mártires	شهداء	mártir	شَهِيد	N;MASC;PL	N;NOM;INDF;PL
gimnasio	اللياقة	gimnasio	لِيَاقَة	N;MASC;SG	N;NOM;DEF;SG
gimnasio	لياقة	gimnasio	لِيَاقَة	N;MASC;SG	N;NOM;INDF;SG
lógico	منطقي	lógico	مِنطَقِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
hermoso	جميلة	hermoso	جَمِيل	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
criminales	المجرمون	criminal	مُجرِم	N;PL	N;NOM;DEF;PL
criminales	المجرمين	criminal	مُجرِم	N;PL	N;NOM;DEF;PL
criminales	مجرمون	criminal	مَجرِم	N;PL	N;NOM;INDF;PL
euro	اليورو	euro	يُورُو	N;MASC;SG	N;NOM;DEF;SG
euro	باليورو	euro	باليورو	N;MASC;SG	N;NOM;DEF;SG
convencer	اقنع	convencer	أَقنَع	V;NFIN	V;PFV;MASC;SG;3;ACT
convencer	اقنع	convencer	أَقنَع	V;NFIN	V;PFV;MASC;SG;3;ACT
