und	та	und	та	CONJ	CONJ
frei	вільна	frei	вільний	ADJ	ADJ;NOM;FEM;SG
frei	безкоштовне	frei	безкоштовний	ADJ	ADJ;NOM;NEUT;SG
frei	вільний	frei	вільний	ADJ	ADJ;NOM;MASC;SG
kritik	критика	kritik	критика	N	N;INAN;NOM;FEM;SG
kritik	критики	kritik	критика	N	N;INAN;NOM;FEM;PL
kritik	критиків	kritik	критик	N	N;ANIM;ACC;MASC;PL
ehemaliger	закріплені	ehemalig	закріплений	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
ehemaliger	колишні	ehemalig	колишній	ADJ	ADJ;NOM;PL
ehemaliger	колишній	ehemalig	колишній	ADJ	ADJ;NOM;MASC;SG
bekannte	відомі	bekannt	відомий	ADJ;NOM;PL	ADJ;NOM;PL
bekannte	знайомі	bekannt	знайомий	ADJ;NOM;PL	ADJ;NOM;PL
bekannte	знайомі	bekannt	знайомий	ADJ;NOM;PL	ADJ;NOM;PL
bekannte	знайомі	bekannt	знайомий	ADJ;NOM;PL	ADJ;NOM;PL
wochen	щотижня	wech	щотижня	ADV	ADV
gesamte	ціла	gesamt	цілий	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
kategorien	категорії	kategorien	категорія	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
selten	рідкісна	selten	рідкісний	ADJ	ADJ;NOM;FEM;SG
selten	рідкісні	selten	рідкісний	ADJ	ADJ;NOM;PL
selten	рідкісний	selten	рідкісний	ADJ	ADJ;NOM;MASC;SG
selten	рідкісне	selten	рідкісний	ADJ	ADJ;NOM;NEUT;SG
selten	незрозумілих	selten	незрозумілий	ADJ	ADJ;GEN;PL
schüler	студентська	schüler	студентський	ADJ	ADJ;NOM;FEM;SG
fluss	потік	flassen	потік	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
fluss	течія	flassen	течія	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
fluss	річка	flassen	річка	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
fluss	ріка	flassen	ріка	N;NOM;MASC;SG	N;INAN;NOM;FEM;SG
fluss	потік	flassen	потік	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
westlich	західний	westlich	західний	ADJ	ADJ;NOM;MASC;SG
westlich	західні	westlich	західний	ADJ	ADJ;NOM;PL
westlich	західна	westlich	західний	ADJ	ADJ;NOM;FEM;SG
vollständig	повноцінного	vollständig	повноцінний	ADJ	ADJ;GEN;MASC;SG
vollständig	повна	vollständig	повний	ADJ	ADJ;NOM;FEM;SG
vollständig	повний	vollständig	повний	ADJ	ADJ;NOM;MASC;SG
vollständig	повне	vollständig	повний	ADJ	ADJ;NOM;NEUT;SG
vollständig	завершене	vollständig	завершений	ADJ	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
vollständig	повний	vollständig	повний	ADJ	ADJ;NOM;MASC;SG
vollständig	завершений	vollständig	завершений	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
club	клуб	club	клуб	N;NOM	N;INAN;NOM;MASC;SG
relativ	відносна	relativ	відносний	ADJ	ADJ;NOM;FEM;SG
relativ	відносний	relativ	відносний	ADJ	ADJ;NOM;MASC;SG
jungen	молода	jung	молодий	ADJ	ADJ;NOM;FEM;SG
jungen	молоді	jung	молодий	ADJ	ADJ;NOM;PL
jungen	молодою	jung	молодий	ADJ	ADJ;INS;FEM;SG
jungen	молодий	jung	молодий	ADJ	ADJ;NOM;MASC;SG
jungen	молодим	jung	молодий	ADJ	ADJ;INS;NEUT;SG
erklärt	заявила	erklären	заявити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
erklärt	оголосив	erklären	оголосити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
erklärt	пояснив	erklären	пояснити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
erklärt	пояснила	erklären	пояснити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
erklärt	пояснює	erklären	пояснювати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
erklärt	задає	erklären	задавати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
gesehen	дивились	sehen	дивитися	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
gesehen	дивилися	sehen	дивитися	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
gesehen	дивився	sehen	дивитися	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gesehen	бачили	sehen	бачити	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
gesehen	бачив	sehen	бачити	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gesehen	пила	sehen	пити	V;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
gesehen	бачив	sehen	бачити	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gesehen	побачив	sehen	побачити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gesehen	побачила	sehen	побачити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
gesehen	побачили	sehen	побачити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
nimmt	фотографує	nehmen	фотографувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
nimmt	приймає	nehmen	приймати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
nimmt	набуває	nehmen	набувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
bietet	пропонує	bieten	пропонувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
bietet	надає	bieten	надавати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
bietet	забезпечує	bieten	забезпечувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
hochgeladen	завантажено	hochladen	завантажити	V;V.PTCP	V;PFV;IND;0;FIN
les	лез	les	лез		
leute	хлопці	leute	хлопець	N;NOM;PL	N;ANIM;NOM;MASC;PL
leute	люди	leute	людина	N;NOM;PL	N;ANIM;NOM;FEM;PL
halten	затримати	halten	затримати	V;NFIN	V;PFV;NFIN
halten	тримай	halten	тримай	V;NFIN	V;IPFV;IMP;SG;2;FIN
halten	тримала	halten	тримати	V;NFIN	V;IPFV;FEM;IND;SG;PST;FIN
halten	тримай	halten	тримай	V;NFIN	V;IPFV;IMP;SG;2;FIN
hand	кисть	hand	кисть	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
hand	правиця	hand	правиця	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
hand	рука	hand	рука	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
sammlung	збірник	sammlung	збірник	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
sammlung	збирання	sammlung	збирання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
sammlung	колекція	sammlung	колекція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
sammlung	збірка	sammlung	збірка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
sammlung	козачка	sammlung	козачка	N;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
meisterschaft	чемпіонат	meisterschaft	чемпіонат	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
erfolgreich	успішне	erfolgreich	успішний	ADJ	ADJ;NOM;NEUT;SG
erfolgreich	успішний	erfolgreich	успішний	ADJ	ADJ;NOM;MASC;SG
nehmen	візьму	nehmen	узяти	V;NFIN	V;PFV;IND;SG;1;FUT;FIN
nehmen	бери	nehmen	бера	V;NFIN	V;IPFV;IMP;SG;2;FIN
nehmen	візьми	nehmen	узяти	V;NFIN	V;PFV;IMP;SG;2;FIN
nehmen	взяти	nehmen	взяти	V;NFIN	V;PFV;NFIN
wichtige	важливі	wichtig	важливий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
erbaut	побудовано	erbauen	побудовати	V;V.PTCP	V;PFV;IND;0;FIN
erbaut	побудували	erbauen	побудувати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
erbaut	зібрано	erbauen	зібрати	V;V.PTCP	V;PFV;IND;0;FIN
hoch	високий	hoch	високий	ADJ	ADJ;NOM;MASC;SG
hoch	висока	hoch	високий	ADJ	ADJ;NOM;FEM;SG
hoch	значне	hoch	значний	ADJ	ADJ;NOM;NEUT;SG
hoch	високе	hoch	високий	ADJ	ADJ;NOM;NEUT;SG
hoch	високі	hoch	високий	ADJ	ADJ;NOM;PL
mittlerweile	тимчасом	mittlerweile	тимчасом	ADV	ADV
herren	чоловіки	herr	чоловік	N;NOM;PL	N;ANIM;NOM;MASC;PL
orte	місця	ort	місце	N;NOM;MASC;PL	N;INAN;NOM;NEUT;PL
orte	місцини	ort	місцина	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
orte	адреси	ort	адреса	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
orte	місця	ort	місце	N;NOM;MASC;PL	N;INAN;NOM;NEUT;PL
trotzdem	ще	trotzdem	ще	ADV	ADV
trotzdem	надалі	trotzdem	надалі	ADV	ADV
trotzdem	досі	trotzdem	досі	ADV	ADV
trotzdem	ще	trotzdem	ще	ADV	ADV
basis	базова	basis	базовий	ADJ	ADJ;NOM;FEM;SG
basis	базовий	basis	базовий	ADJ	ADJ;NOM;MASC;SG
staat	стан	staaen	стан	N	N;INAN;NOM;MASC;SG
staat	держава	staaen	держава	N	N;INAN;NOM;FEM;SG
staat	правління	staaen	правління	N	N;INAN;NOM;NEUT;SG
staat	уряд	staaen	уряд	N	N;INAN;NOM;MASC;SG
langen	довгий	lang	довгий	ADJ	ADJ;NOM;MASC;SG
langen	довга	lang	довга	ADJ	ADJ;NOM;FEM;SG
langen	довгі	lang	довгий	ADJ	ADJ;NOM;PL
dient	служить	dienen	служити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
dient	обслуговує	dienen	обслуговувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
genommen	взято	nehmen	взяти	V;V.PTCP	V;PFV;IND;0;FIN
genommen	забрала	nehmen	забрати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
genommen	зроблено	nehmen	зробити	V;V.PTCP	V;PFV;IND;0;FIN
brachte	приніс	bringen	приніс	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
enthalten	включено	enthalten	включити	V;NFIN	V;PFV;IND;0;FIN
enthalten	містяться	enthalten	міститися	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
enthalten	міститься	enthalten	міститися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
enthalten	включити	enthalten	включити	V;NFIN	V;PFV;NFIN
enthalten	включати	enthalten	включати	V;NFIN	V;IPFV;NFIN
enthalten	містити	enthalten	містити	V;NFIN	V;IPFV;NFIN
enthalten	містить	enthalten	містити	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
enthalten	міститься	enthalten	міститися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
enthalten	містять	enthalten	містити	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
städte	городи	staden	город	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
kapelle	каплиця	kapell	каплиця	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
verloren	програв	verlieren	програти	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
neuer	нові	neu	новий	ADJ	ADJ;NOM;PL
neuer	нове	neu	новий	ADJ	ADJ;NOM;NEUT;SG
neuer	нова	neu	новий	ADJ	ADJ;NOM;FEM;SG
neuer	новий	neu	новий	ADJ	ADJ;NOM;MASC;SG
neuer	новіші	neu	новіший	ADJ	ADJ;NOM;RL;PL
trägt	носить	tragen	носить	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
trägt	несе	tragen	несе	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
jugend	молода	jugend	молодий	ADJ	ADJ;NOM;FEM;SG
jugend	молоді	jugend	молодий	ADJ	ADJ;NOM;PL
jugend	молодою	jugend	молодий	ADJ	ADJ;INS;FEM;SG
jugend	молодий	jugend	молодий	ADJ	ADJ;NOM;MASC;SG
jugend	молодим	jugend	молодий	ADJ	ADJ;INS;NEUT;SG
allgemeinen	загальні	allgemein	загальний	ADJ	ADJ;NOM;PL
allgemeinen	загальний	allgemein	загальний	ADJ	ADJ;NOM;MASC;SG
allgemeinen	загальне	allgemein	загальний	ADJ	ADJ;NOM;NEUT;SG
entweder	або	entweder	або	CONJ	CONJ
soldaten	вояки	soldat	вояк	N;PL	N;ANIM;NOM;MASC;PL
soldaten	солдати	soldat	солдат	N;PL	N;ANIM;NOM;MASC;PL
soldaten	солдатам	soldat	солдат	N;PL	N;ANIM;DAT;MASC;PL
soldaten	війська	soldat	військо	N;PL	N;INAN;NOM;NEUT;PL
lebt	живе	leben	жити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
zeigen	розкривати	zeigen	розкривати	V;NFIN	V;IPFV;NFIN
zeigen	показати	zeigen	показати	V;NFIN	V;PFV;NFIN
zeigen	показувати	zeigen	показувати	V;NFIN	V;IPFV;NFIN
sinnvoll	зрозуміле	sinnvoll	зрозумілий	ADJ	ADJ;NOM;NEUT;SG
umgebung	середовища	Umgebung	середовище	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
umgebung	середовище	Umgebung	середовище	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
umgebung	місцевість	Umgebung	місцевість	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
bücher	книжки	büchern	книжка	N;NOM;NEUT;PL	N;INAN;NOM;FEM;PL
bücher	книги	büchern	книга	N;NOM;NEUT;PL	N;INAN;NOM;FEM;PL
medien	носії	medeinen	носій	N;NOM;NEUT;PL	N;ANIM;NOM;MASC;PL
entscheidung	рішення	entscheidung	рішення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
entscheidung	суд	entscheidung	суд	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
anlage	додаток	anlage	додаток	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
anlage	встановлення	anlage	встановлення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
anlage	вкладення	anlage	вкладення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
anlage	долучення	anlage	долучення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
beschrieben	описано	beschreiben	описати	V;V.PTCP	V;PFV;IND;0;FIN
beschrieben	описує	beschreiben	описувати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
beschrieben	описано	beschreiben	описати	V;V.PTCP	V;PFV;IND;0;FIN
schutz	укриття	schutz	укриття	N	N;INAN;NOM;NEUT;SG
schutz	притулок	schutz	притулок	N	N;INAN;NOM;MASC;SG
schutz	захисту	schutz	захист	N	N;INAN;GEN;MASC;SG
schutz	захист	schutz	захист	N	N;INAN;NOM;MASC;SG
lied	конкурс	lied	конкурс	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
lied	пісня	lied	пісня	N;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
eröffnet	відкрили	eröffnen	відкрити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
eröffnet	відкрито	eröffnen	відкрито	V;V.PTCP	V;PFV;IND;0;FIN
eröffnet	відкривають	eröffnen	відкривати	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
eröffnet	відкриває	eröffnen	відкривати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
eröffnet	відкриваються	eröffnen	відкриватися	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
ansonsten	інакше	ansonsten	інакше	ADV	ADV
erkennbar	видимий	erkennbar	видимий	ADJ	ADJ;NOM;MASC;SG
erkennbar	видимі	erkennbar	видим	ADJ	ADJ;NOM;PL
italienischer	італійською	italienisch	італійський	ADJ	ADJ;INS;FEM;SG
italienischer	італійський	italienisch	італійський	ADJ	ADJ;NOM;MASC;SG
italienischer	італійська	italienisch	італійський	ADJ	ADJ;NOM;FEM;SG
italienischer	італійської	italienisch	італійський	ADJ	ADJ;GEN;FEM;SG
entspricht	дорівнює	entsprechen	дорівнювати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
unten	нижче	unten	нижче	ADV	ADV;CMPR
unten	знизу	unten	знизу	ADV	ADV
unten	внизу	unten	внизу	ADV	ADV
unten	додолу	unten	додолу	ADV	ADV
unten	внизу	unten	внизу	ADV	ADV
unten	знизу	unten	знизу	ADV	ADV
papst	папа	papst	пап	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
zugleich	одночасно	zugleich	одночасно	ADV	ADV
regelmäßig	формальні	regelmäßig	формальний	ADJ	ADJ;NOM;PL
regelmäßig	регулярний	regelmäßig	регулярний	ADJ	ADJ;NOM;MASC;SG
regelmäßig	звичайний	regelmäßig	звичайний	ADJ	ADJ;NOM;MASC;SG
regelmäßig	формальний	regelmäßig	формальний	ADJ	ADJ;NOM;MASC;SG
regelmäßig	періодична	regelmäßig	періодичний	ADJ	ADJ;NOM;FEM;SG
erschienen	випустили	erscheinen	випустити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
erschienen	випущено	erscheinen	випустити	V;V.PTCP	V;PFV;IND;0;FIN
erschienen	оприлюднено	erscheinen	оприлюднити	V;V.PTCP	V;PFV;IND;0;FIN
erschienen	опубліковано	erscheinen	опубліковано	V;V.PTCP	V;PFV;IND;0;FIN
junge	молоді	jung	молодий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
folgt	слідувати	folgen	слідувати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
folgt	стежити	folgen	стежити	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
ländern	країн	ländern	країна	N;PL	N;INAN;GEN;FEM;PL
ländern	країни	ländern	країна	N;PL	N;INAN;NOM;FEM;PL
größe	висота	groß	висота	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
größe	велич	groß	величчя	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
größe	розмір	groß	розмір	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
weltweit	світовий	weltweit	світовий	ADJ	ADJ;NOM;MASC;SG
weltweit	глобальний	weltweit	глобальний	ADJ	ADJ;NOM;MASC;SG
weltweit	загальні	weltweit	загальний	ADJ	ADJ;NOM;PL
offenbar	начебто	offenbar	начебто	ADV	ADV
offenbar	очевидно	offenbar	очевидно	ADV	ADV
offenbar	мабуть	offenbar	мабуть	ADV	ADV
offenbar	вочевидь	offenbar	вочевидь	ADV	ADV
offenbar	очевидно	offenbar	очевидно	ADV	ADV
offenbar	явно	offenbar	явно	ADV	ADV
spricht	розмовляє	sprechen	розмовляти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
spricht	говорить	sprechen	говорити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
spricht	говорячи	sprechen	говорити	V;IND;SG;3;PRS;FIN	V;IPFV;PRS;V.CVB
hielt	тривало	halten	тривати	V;IND;SG;3;PST;FIN	V;IPFV;NEUT;IND;SG;PST;FIN
philosophie	філософія	philosophie	філософія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
vorher	раніше	vorher	раніше	ADV	ADV;CMPR
auftrag	призначення	auftragen	призначення	N;MASC;SG	N;INAN;NOM;NEUT;SG
auftrag	присвоєння	auftragen	присвоєння	N;MASC;SG	N;INAN;NOM;NEUT;SG
auftrag	мандат	auftragen	мандат	N;MASC;SG	N;INAN;NOM;MASC;SG
auftrag	місія	auftragen	місія	N;MASC;SG	N;INAN;NOM;FEM;SG
auftrag	ордер	auftragen	ордер	N;MASC;SG	N;INAN;NOM;MASC;SG
auftrag	наказ	auftragen	наказ	N;MASC;SG	N;INAN;NOM;MASC;SG
auftrag	порядок	auftragen	порядок	N;MASC;SG	N;INAN;NOM;MASC;SG
verlor	програв	verlieren	програти	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
größere	більші	groß	більший	ADJ;NOM;FEM;PL	ADJ;NOM;RL;PL
gebracht	привезли	bringen	привезти	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gebracht	принесли	bringen	принести	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gebracht	приніс	bringen	приніс	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
brücke	місток	brücken	місток	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
überwiegend	головним	überwiegend	головний	ADJ	ADJ;INS;NEUT;SG
überwiegend	основному	überwiegend	основний	ADJ	ADJ;DAT;MASC;SG
zerstört	знищено	zerstören	знищено	V;V.PTCP	V;PFV;IND;0;FIN
zerstört	зруйновано	zerstören	зруйновано	V;V.PTCP	V;PFV;IND;0;FIN
zerstört	знищили	zerstören	знищити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
zerstört	розділили	zerstören	розділити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
teilen	поширити	teilen	поширити	V;NFIN	V;PFV;NFIN
teilen	поділитися	teilen	поділитися	V;NFIN	V;PFV;NFIN
teilen	поділитись	teilen	поділитися	V;NFIN	V;PFV;NFIN
teilen	розділити	teilen	розділити	V;NFIN	V;PFV;NFIN
teilen	поділити	teilen	поділити	V;NFIN	V;PFV;NFIN
nacht	ночі	nacht	ніч	N	N;INAN;NOM;FEM;PL
nacht	ніч	nacht	ніч	N	N;INAN;NOM;FEM;SG
versionen	випуски	versionen	випуска	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
versionen	версії	versionen	версія	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
lesen	прочитайте	lesen	прочитати	V;NFIN	V;PFV;IMP;PL;2;FIN
lesen	читати	lesen	читати	V;NFIN	V;IPFV;NFIN
lesen	читайте	lesen	читати	V;NFIN	V;IPFV;IMP;PL;2;FIN
lesen	прочитати	lesen	прочитати	V;NFIN	V;PFV;NFIN
idee	ідея	idee	ідея	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
rot	червона	rot	червоний	ADJ	ADJ;NOM;FEM;SG
rot	червоний	rot	червоний	ADJ	ADJ;NOM;MASC;SG
rot	червоне	rot	червоний	ADJ	ADJ;NOM;NEUT;SG
rot	червоні	rot	червоний	ADJ	ADJ;NOM;PL
eindeutig	відверті	eindeutig	відверті	ADJ	ADJ;NOM;PL
eindeutig	явні	eindeutig	явний	ADJ	ADJ;NOM;PL
bestimmt	вибрала	bestimmen	вибрати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
bestimmt	обрана	bestimmen	обран	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
bestimmt	судилося	bestimmen	судитися	V;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN
zweiter	другий	zweit	другий	ADJ	ADJ;NOM;MASC;SG
zweiter	друге	zweit	другий	ADJ	ADJ;NOM;NEUT;SG
lebte	жила	leben	жити	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN
lebte	жив	leben	жити	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
