से	from	से	from		
कारणों	przyczyny	कारण	przyczyna	N;ACC;MASC;PL;3	N;ACC;FEM;PL
प्रवाह	przepływ	प्रवाह	przepływ	N;NOM;MASC;SG;3	N;NOM;MASC;SG
अपराध	wyznanie	अपराध	wyznanie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
अपराध	przestępstwo	अपराध	przestępstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
अपराध	przestępczość	अपराध	przestępczość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
अपराध	przestępstwa	अपराध	przestępstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
अपराध	zbrodnie	अपराध	zbrodnie	N;NOM;MASC;SG;3	N;NOM;FEM;SG
अपराध	zbrodnia	अपराध	zbrodnia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
व्यक्तित्व	osobowość	व्यक्तित्व	osobowość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
रॉक	skała	रॉक	skała	N;NOM;MASC;SG;3	N;NOM;FEM;SG
रॉक	kamień	रॉक	kamień	N;NOM;MASC;SG;3	N;NOM;MASC;SG
लंबी	długa	लंबा	długi	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
लंबी	długie	लंबा	długi	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
गेम	mecz	गेम	mecz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
अन्दर	wewnątrz	अन्दर	wewnątrz		
संपत्ति	właściwość	संपत्ति	właściwość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
संपत्ति	nieruchomość	संपत्ति	nieruchomość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
गलत	nieprawidłowy	गलत	nieprawidłowy	ADJ	ADJ;NOM;MASC;SG
गलत	nieprawidłowe	गलत	nieprawidłowy	ADJ	ADJ;NOM;NEUT;SG
गलत	nieprawidłowa	गलत	nieprawidłowy	ADJ	ADJ;NOM;FEM;SG
गलत	fałszywa	गलत	fałszywać	ADJ	ADJ;NOM;FEM;SG
गलत	fałszywe	गलत	fałszywy	ADJ	ADJ;NOM;NEUT;SG
गलत	nieprawdziwe	गलत	nieprawdziwy	ADJ	ADJ;NOM;NEUT;SG
गलत	fałszywy	गलत	fałszywa	ADJ	ADJ;NOM;MASC;SG
वाहन	pojazdy	वाहन	pojazd	N;NOM;MASC;PL;3	N;NOM;MASC;PL
वाहन	pojazdy	वाहन	pojazd	N;NOM;MASC;PL;3	N;NOM;MASC;PL
फ़िल्में	filmy	फ़िल्म	film	N;NOM;FEM;PL;3	N;NOM;MASC;PL
सैनिक	żołnierz	सैनिक	żołnierz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
सैनिक	wojsko	सैनिक	wojsko	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
सैनिक	wojska	सैनिक	wojsko	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
दूध	mleko	दूध	mleko	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
रखना	zachowaj	रख	zachować	V;MASC;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
उपस्थिति	obecność	उपस्थिति	obecność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
उपस्थिति	uczestnictwo	उपस्थिति	uczestnictwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
उपस्थिति	obecność	उपस्थिति	obecność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
उपस्थिति	występowanie	उपस्थिति	występowanie	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
आये	przyszedł	आ	przyjść	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
आये	przyszło	आ	przyjść	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
होटल	hotel	होटल	hotel	N;NOM;MASC;SG;3	N;NOM;MASC;SG
वृक्ष	drzewo	वृक्ष	drzewo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
वृक्ष	drzewko	वृक्ष	drzewko	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
निवेश	inwestowanie	निवेश	inwestować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
निवेश	inwestycja	निवेश	inwestycja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
निवेश	inwestor	निवेश	inwestor	N;NOM;MASC;SG;3	N;NOM;MASC;SG
निवेश	inwestycja	निवेश	inwestycja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
निवेश	inwestowanie	निवेश	inwestować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
निवेश	inwestycja	निवेश	inwestycja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सत्य	satya	सत्य	saty		
सत्य	prawdy	सत्य	prawda		
दार्शनिक	filozof	दार्शनिक	filozof	N;NOM;MASC;SG;3	N;NOM;MASC;SG
आंतरिक	wewnętrzne	आंतरिक	wewnętrzny	ADJ;NOM	ADJ;NOM;NEUT;SG
आंतरिक	wewnętrzny	आंतरिक	wewnętrzny	ADJ;NOM	ADJ;NOM;MASC;SG
आंतरिक	wewnętrzne	आंतरिक	wewnętrzny	ADJ;NOM	ADJ;NOM;NEUT;SG
आंतरिक	wewnętrzna	आंतरिक	wewnętrzny	ADJ;NOM	ADJ;NOM;FEM;SG
मित्र	przyjaciółka	मित्र	przyjaciółka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
मित्र	koleżanka	मित्र	koleżanka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
मित्र	znajomy	मित्र	znajomy	N;NOM;MASC;SG;3	N;NOM;MASC;SG
मित्र	przyjaciel	मित्र	przyjaciel	N;NOM;MASC;SG;3	N;NOM;MASC;SG
दर्द	ból	दर्द	ból	N;NOM;MASC;SG;3	N;NOM;MASC;SG
दर्द	cierpienie	दर्द	cierpienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
बिजली	elektryczność	बिजली	elektryczność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
बिजली	błyskawica	बिजली	błyskawica	N;NOM;FEM;SG;3	N;NOM;FEM;SG
बिजली	błyskawica	बिजली	błyskawica	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कार्ड	kartka	कार्ड	kartka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
कार्ड	karta	कार्ड	karta	N;NOM;MASC;SG;3	N;NOM;FEM;SG
कार्ड	wizytówka	कार्ड	wizytówka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
बिंदु	kropka	बिंदु	kropka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
बिंदु	punkt	बिंदु	punkt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
स्टेडियम	stadion	स्टेडियम	stadion	N;NOM;MASC;SG;3	N;NOM;MASC;SG
स्टेडियम	stadium	स्टेडियम	stadium	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
अभाव	nieobecność	अभाव	nieobecność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
रिलीज़	zwolnienie	रिलीज़	zwolnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG;V.MSDR
रिलीज़	uwolnienie	रिलीज़	uwolnić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
शांति	pokój	शान्ति	pokój	N;NOM;FEM;SG;3	N;NOM;MASC;SG
वितरण	przesyłka	वितरण	przesyłkać	N;NOM;MASC;SG;3	N;NOM;FEM;SG
वितरण	dostarczanie	वितरण	dostarczać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
वितरण	dystrybucja	वितरण	dystrybucja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
वितरण	rozkład	वितरण	rozkład	N;NOM;MASC;SG;3	N;NOM;MASC;SG
आय	dochód	आय	dochód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
आय	przychód	आय	przychód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
आय	dochód	आय	dochód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
आय	przychód	आय	przychód	N;NOM;FEM;SG;3	N;NOM;MASC;SG
फाइनल	finał	फाइनल	finał	N;NOM;MASC;SG;3	N;NOM;MASC;SG
टेलीविजन	telewizja	टेलीविजन	telewizja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
टेलीविजन	telewizor	टेलीविजन	telewizor	N;NOM;MASC;SG;3	N;NOM;MASC;SG
न्याय	sprawiedliwość	न्याय	sprawiedliwość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
फूल	kwiat	फूल	kwiat	N;NOM;MASC;SG;3	N;NOM;MASC;SG
फूल	kwiatek	फूल	kwiatek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
कल्पना	wyobraźnia	कल्पना	wyobraźnia	N;NOM;FEM;SG;3	N;NOM;FEM;SG
प्राप्ति	pozyskanie	प्राप्ति	pozyskać	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
प्राप्ति	przejęcie	प्राप्ति	przejąć	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
प्राप्ति	nabywanie	प्राप्ति	nabywać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
प्राप्ति	nabycie	प्राप्ति	nabyta	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
प्राप्ति	pozyskiwanie	प्राप्ति	pozyskiwać	N;NOM;FEM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
दिल	serce	दिल	serce	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
दिल	serca	दिल	serce	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
दिल	serduszka	दिल	serduszko	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
दिल	serca	दिल	serce	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
गाने	utwory	गाना	utwór	N;NOM;MASC;PL;3	N;NOM;MASC;PL
सुंदर	piękne	सुन्दर	piękny	ADJ	ADJ;NOM;NEUT;SG
सुंदर	piękna	सुन्दर	piękny	ADJ	ADJ;NOM;FEM;SG
सुंदर	śliczna	सुन्दर	śliczny	ADJ	ADJ;NOM;FEM;SG
सुंदर	ładny	सुन्दर	ładny	ADJ	ADJ;NOM;MASC;SG
सुंदर	śliczna	सुन्दर	śliczny	ADJ	ADJ;NOM;FEM;SG
सुंदर	ładna	सुन्दर	ładny	ADJ	ADJ;NOM;FEM;SG
सुंदर	ładne	सुन्दर	ładny	ADJ	ADJ;NOM;NEUT;SG
सुंदर	przystojny	सुन्दर	przystojny	ADJ	ADJ;NOM;MASC;SG
हाउस	dom	हाउस	dom	N;NOM;MASC;SG;3	N;NOM;MASC;SG
इच्छा	pragnienie	इच्छा	pragnienie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
इच्छा	pożądanie	इच्छा	pożądać	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
इच्छा	pożądania	इच्छा	pożądanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
इच्छा	ochota	इच्छा	ochota	N;NOM;FEM;SG;3	N;NOM;FEM;SG
भार	ciężar	भार	ciężar	N;NOM;MASC;SG;3	N;NOM;MASC;SG
खंड	dział	खंड	dziać	N;NOM;MASC;SG;3	N;NOM;MASC;SG
खंड	sekcja	खंड	sekcja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
खंड	blok	खंड	blok	N;NOM;MASC;SG;3	N;NOM;MASC;SG
मिश्रण	mieszanka	मिश्रण	mieszanka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
मिश्रण	mieszanka	मिश्रण	mieszanka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
मिश्रण	mieszanina	मिश्रण	mieszanina	N;NOM;MASC;SG;3	N;NOM;FEM;SG
मिश्रण	mieszanka	मिश्रण	mieszanka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
समर्पित	poświęcone	समर्पित	poświęcić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
समर्पित	oddany	समर्पित	oddać	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
समर्पित	poświęcona	समर्पित	poświęcić	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
समर्पित	poświęcony	समर्पित	poświęcić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
समर्पित	oddani	समर्पित	oddać	ADJ	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
प्यार	miłość	प्यार	miłość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
आन्दोलन	przemieszczanie	आन्दोलन	przemieszczać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
मंत्रालय	ministerstwo	मंत्रालय	ministerstwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
आत्मा	dusza	आत्मा	dusza	N;NOM;FEM;SG;3	N;NOM;FEM;SG
आत्मा	dusze	आत्मा	dusza	N;NOM;FEM;SG;3	N;NOM;FEM;SG
आत्मा	duch	आत्मा	duch	N;NOM;FEM;SG;3	N;NOM;MASC;SG
हे	hej	हे	hej		
पक्षी	ptak	पक्षी	ptak	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पक्षी	ptaszek	पक्षी	ptaszek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
निवासी	mieszkaniec	निवासी	mieszkaniec	N;NOM;MASC;SG;3	N;NOM;MASC;SG
अंततः	ostatecznie	अंततः	ostatecznie	ADV	ADV
अंततः	ewentualnie	अंततः	ewentualnie	ADV	ADV
कह	powiedz	कह	powiedzieć	V;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
जंक्शन	junction	जंक्शन	junction	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
जंक्शन	skrzyżowania	जंक्शन	skrzyżowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
जंक्शन	skrzyżowanie	जंक्शन	skrzyżowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
खास	specjalna	खास	specjalny	ADJ;NOM	ADJ;NOM;FEM;SG
खास	specjalny	खास	specjalny	ADJ;NOM	ADJ;NOM;MASC;SG
खास	specjalne	खास	specjalny	ADJ;NOM	ADJ;NOM;NEUT;SG
खास	wyjątkowy	खास	wyjątkowy	ADJ;NOM	ADJ;NOM;MASC;SG
खास	szczególne	खास	szczególny	ADJ;NOM	ADJ;NOM;NEUT;SG
जलवायु	klimat	जलवायु	klimat	N;NOM;FEM;SG;3	N;NOM;MASC;SG
तय	ustalone	तय	ustalić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
तय	ustalona	तय	ustalić	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
धारावाहिक	serial	धारावाहिक	serial	N;NOM;MASC;SG;3	N;NOM;MASC;SG
तारे	gwiazdka	तारा	gwiazdka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
तारे	gwiazda	तारा	gwiazda	N;NOM;MASC;SG;3	N;NOM;FEM;SG
तारे	gwiazdki	तारा	gwiazdka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ऊंचाई	wzrost	ऊंचाई	wzrost	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ऊंचाई	wysokość	ऊंचाई	wysokość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
उपग्रह	satelita	उपग्रह	satelita	N;NOM;MASC;SG;3	N;NOM;MASC;SG
संस्कार	pogrzeb	संस्कार	pogrzeb	N;NOM;MASC;SG;3	N;NOM;MASC;SG
संस्कार	namaszczenie	संस्कार	namaszczenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
अर्थव्यवस्था	gospodarka	अर्थव्यवस्था	gospodarka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
अर्थव्यवस्था	ekonomia	अर्थव्यवस्था	ekonomia	N;NOM;FEM;SG;3	N;NOM;FEM;SG
बीमारी	choroba	बीमारी	choroba	N;NOM;FEM;SG;3	N;NOM;FEM;SG
बीमारी	choroba	बीमारी	choroba	N;NOM;FEM;SG;3	N;NOM;FEM;SG
बीमारी	choroba	बीमारी	choroba	N;NOM;FEM;SG;3	N;NOM;FEM;SG
अधिकतम	najcięższe	अधिकतम	myżki	ADJ	ADJ;NOM;CMPR;NEUT;SG
अधिकतम	maksymalny	अधिकतम	maksymalny	ADJ	ADJ;NOM;MASC;SG
अधिकतम	maksymalna	अधिकतम	maksymalny	ADJ	ADJ;NOM;FEM;SG
अनिवार्य	essentials	अनिवार्य	essentials		
अनिवार्य	zasadnicze	अनिवार्य	zasadniczy		
उपाधि	stopień	उपाधि	stopień	N;NOM;FEM;SG;3	N;NOM;MASC;SG
सामान्यतः	normalnie	सामान्यतः	normalnie	ADV	ADV
द्वार	bramka	द्वार	bramka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
द्वार	brama	द्वार	brama	N;NOM;MASC;SG;3	N;NOM;FEM;SG
द्वार	wrota	द्वार	wrota	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
मुख्यतः	głownie	मुख्यतः	głownie	ADV	ADV
कम्पनी	towarzystwo	कम्पनी	towarzystwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
कम्पनी	kompania	कम्पनी	kompania	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कम्पनी	firma	कम्पनी	firma	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कम्पनी	przedsiębiorstwo	कम्पनी	przedsiębiorstwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
लकड़ी	drewno	लकडी	drewno	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
गोल	bramka	गोल	bramka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
गोल	gol	गोल	gol	N;NOM;MASC;SG;3	N;NOM;MASC;SG
गोल	cel	गोल	cel	N;NOM;MASC;SG;3	N;NOM;MASC;SG
गोल	runda	गोल	runda	N;NOM;MASC;SG;3	N;NOM;FEM;SG
तल	piętro	तल	piętro	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
तल	podłoga	तल	podłoga	N;NOM;MASC;SG;3	N;NOM;FEM;SG
तल	dół	तल	dół	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ऋण	kredyt	ऋण	kredyt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ऋण	pożyczka	ऋण	pożyczka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ऋण	dług	ऋण	dług	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ऋण	zadłużenie	ऋण	zadłużenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
नंबर	numer	नंबर	numer	N;NOM;MASC;SG;3	N;NOM;MASC;SG
नंबर	liczba	नंबर	liczba	N;NOM;MASC;SG;3	N;NOM;FEM;SG
त्वचा	skóra	त्वचा	skóra	N;NOM;FEM;SG;3	N;NOM;FEM;SG
अधिकारियों	oficerów	अधिकारी	oficer	N;ACC;MASC;PL;3	N;ACC;MASC;PL
जटिल	wyszukane	जटिल	wyszukać	ADJ	ADJ;NOM;NEUT;SG
जटिल	złożone	जटिल	złożyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
जटिल	złożona	जटिल	złożyć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
जटिल	złożony	जटिल	złożyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
जटिल	skomplikowane	जटिल	skomplikować	ADJ	ADJ;NOM;NEUT;SG
जटिल	skomplikowany	जटिल	skomplikować	ADJ	ADJ;NOM;MASC;SG
जटिल	skomplikowana	जटिल	skomplikowany	ADJ	ADJ;NOM;FEM;SG
जटिल	skomplikowane	जटिल	skomplikować	ADJ	ADJ;NOM;NEUT;SG
हमला	atak	हमला	atak	N;NOM;MASC;SG;3	N;NOM;MASC;SG
आपूर्ति	zaopatrzenie	आपूर्ति	zaopatrzenie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
आपूर्ति	zaopatrzenie	आपूर्ति	zaopatrzenie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
आपूर्ति	podaż	आपूर्ति	podaż	N;NOM;FEM;SG;3	N;NOM;FEM;SG
अर्थशास्त्र	ekonomia	अर्थशास्त्र	ekonomia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
दर्ज	zarejestrowany	दर्ज	zarejestrować	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
दर्ज	rejestrowane	दर्ज	rejestrować	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
दर्ज	zapisane	दर्ज	zapisać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
दर्ज	zarejestrowane	दर्ज	zarejestrować	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
दर्ज	nagrane	दर्ज	nagrać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
हस्ताक्षर	podpisy	हस्ताक्षर	podpis	N;NOM;MASC;PL;3	N;NOM;MASC;PL
कानूनी	legalny	कानूनी	legalny	ADJ;NOM	ADJ;NOM;MASC;SG
कानूनी	legalna	कानूनी	legalny	ADJ;NOM	ADJ;NOM;FEM;SG
कानूनी	legalne	कानूनी	legalny	ADJ;NOM	ADJ;NOM;NEUT;SG
कानूनी	prawny	कानूनी	prawny	ADJ;NOM	ADJ;NOM;MASC;SG
कानूनी	prawne	कानूनी	prawny	ADJ;NOM	ADJ;NOM;NEUT;SG
कानूनी	legalne	कानूनी	legalny	ADJ;NOM	ADJ;NOM;NEUT;SG
टिप्पणी	komentarz	टिप्पणी	komentarz	N;NOM;FEM;SG;3	N;NOM;MASC;SG
स्मृति	pamięć	स्मृति	pamięć	N;NOM;FEM;SG;3	N;NOM;FEM;SG
स्मृति	wspomnienie	स्मृति	wspomnienie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG;POS;V.MSDR
वेद	ved	वेद	ved		
वेद	veda	वेद	veda		
सम्बन्धित	odpowiadający	संबन्धित	odpowiadać	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
सम्बन्धित	odpowiadające	संबन्धित	odpowiadać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
सम्बन्धित	odpowiadających	संबन्धित	odpowiadać	ADJ	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
सम्बन्धित	odpowiadająca	संबन्धित	odpowiadać	ADJ	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
सम्बन्धित	powiązany	संबन्धित	powiązać	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
सम्बन्धित	powiązanych	संबन्धित	powiązać	ADJ	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
सम्बन्धित	powiązane	संबन्धित	powiązać	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
हाइड्रोजन	wodór	हाइड्रोजन	wodór	N;NOM;MASC;SG;3	N;NOM;MASC;SG
चयन	selekcja	चयन	selekcja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
चयन	zaznaczenie	चयन	zaznaczyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
चयन	wybór	चयन	wybór	N;NOM;MASC;SG;3	N;NOM;MASC;SG
राजनीतिज्ञ	polityk	राजनीतिज्ञ	polityk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
राजनीतिज्ञ	polityka	राजनीतिज्ञ	polityka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
स्वर्ण	złota	स्वर्ण	złoty		
स्वर्ण	złoto	स्वर्ण	złoto		
स्वर्ण	gold	स्वर्ण	gold		
स्वर्ण	złoty	स्वर्ण	złoty		
सभ्यता	cywilizacja	सभ्यता	cywilizacja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
मशीन	automat	मशीन	automat	N;NOM;FEM;SG;3	N;NOM;MASC;SG
मशीन	maszyna	मशीन	maszyna	N;NOM;FEM;SG;3	N;NOM;FEM;SG
दवा	lekarstwo	दवा	lekarstwo	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
गर्म	gorące	गर्म	gorący	ADJ;NOM	ADJ;NOM;NEUT;SG
गर्म	gorąca	गर्म	gorący	ADJ;NOM	ADJ;NOM;FEM;SG
गर्म	gorący	गर्म	gorący	ADJ;NOM	ADJ;NOM;MASC;SG
पंथ	wyznanie	पंथ	wyznanie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
अपेक्षाकृत	stosunkowo	अपेक्षाकृत	stosunkowo	ADV	ADV
अपेक्षाकृत	względnie	अपेक्षाकृत	względnie	ADV	ADV
परिभाषा	definicja	परिभाषा	definicja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
पति	mąż	पति	mąż	N;NOM;MASC;SG;3	N;NOM;MASC;SG
सफेद	biel	सफेद	biel		
सफेद	white	सफेद	whita		
सफेद	biały	सफेद	biały		
संधि	pakt	संधि	pakt	N;NOM;FEM;SG;3	N;NOM;MASC;SG
संधि	traktat	संधि	traktat	N;NOM;FEM;SG;3	N;NOM;MASC;SG
वैकल्पिक	alternatywna	वैकल्पिक	alternatywny	ADJ;NOM	ADJ;NOM;FEM;SG
वैकल्पिक	alternatywne	वैकल्पिक	alternatywny	ADJ;NOM	ADJ;NOM;NEUT;SG
वैकल्पिक	alternatywny	वैकल्पिक	alternatywny	ADJ;NOM	ADJ;NOM;MASC;SG
वैकल्पिक	alternatywny	वैकल्पिक	alternatywny	ADJ;NOM	ADJ;NOM;MASC;SG
वैकल्पिक	alternatywne	वैकल्पिक	alternatywny	ADJ;NOM	ADJ;NOM;NEUT;SG
वैकल्पिक	alternatywna	वैकल्पिक	alternatywny	ADJ;NOM	ADJ;NOM;FEM;SG
वैकल्पिक	opcjonalne	वैकल्पिक	opcjonalny	ADJ;NOM	ADJ;NOM;NEUT;SG
हार	naszyjnik	हार	naszyjnik	N;NOM;FEM;SG;3	N;NOM;MASC;SG
हार	klęska	हार	klęski	N;NOM;FEM;SG;3	N;NOM;FEM;SG
हार	przegrana	हार	przegrać	N;NOM;FEM;SG;3	N;NOM;FEM;SG
हार	porażka	हार	porażka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
समाधान	rezolucja	समाधान	rezolucja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
समाधान	rozwiązanie	समाधान	rozwiązanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
