задняя	zadní	задний	zadní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
уменьшение	zmenšení	уменьшение	zmenšení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
уменьшение	pokles	уменьшение	pokles	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
уменьшение	snížení	уменьшение	snížení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
санкции	sankce	санкция	sankce	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
санкции	pokuty	санкция	pokuta	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
санкции	tresty	санкция	trest	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
санкции	sankce	санкция	sankce	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
физическая	fyzická	физический	fyzický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
физическая	fyzikální	физический	fyzikální	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
физическая	fyzický	физический	fyzický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
спасение	záchrana	спасение	záchrana	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
спасение	ukládání	спасение	ukládání	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
спасение	uložení	спасение	uložení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
спасение	záchrana	спасение	záchrana	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
спасение	spasení	спасение	spasení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
спасение	spása	спасение	spása	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
кросс	křížek	кросс	křížek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
кросс	kříž	кросс	kříž	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
кисти	štětce	кисть	štětec	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
западное	západní	западный	západní	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
фильтр	filtr	фильтр	filtr	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
герцогиня	vévodkyně	герцогиня	vévodkyně	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
электроники	elektronika	электроника	elektronika	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
сотрудничает	spolupracuje	сотрудничать	spolupracovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
колеса	kolečka	колесо	kolečka	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
колеса	kola	колесо	kolo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
аудио	zvuk	аудио	zvuk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
аудио	audio	аудио	audio	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
пал	padl	пасть	padnout	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
мужские	mužské	мужской	mužský	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
продал	prodal	продать	prodat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
акул	žraloků	акул	žralok	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
реализм	realismus	реализм	realismus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
химическая	chemická	химический	chemický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
химическая	chemické	химический	chemický	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
химическая	chemický	химический	chemický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
правильный	správné	правильный	správný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
правильный	správná	правильный	správný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
тереза	tereza	терез	tereza	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
тереза	theresa	терез	thereso	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
тереза	tereza	терез	tereza	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
держит	udržuje	держать	udržovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
четверть	čtvrtletí	четверть	čtvrtletí	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
приобрести	zakoupit	приобрести	zakoupit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
приобрести	získat	приобрести	získat	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
приобрести	nabýt	приобрести	nabýt	V;PFV;NFIN;ACT	V;POS;NFIN
защищает	chrání	защищать	chránit	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
особая	zvláštní	особый	zvláštní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
особая	speciální	особый	speciální	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
буддизм	buddhismus	буддизм	buddhismus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ген	gen	ген	gen	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ген	gen	ген	gen	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
призы	ceny	приз	cena	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
призы	trofeje	приз	trofej	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
мятеж	vzpoura	мятеж	vzpoura	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
мятеж	vzpoura	мятеж	vzpoura	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
мятеж	vzpoura	мятеж	vzpoura	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
мятеж	povstání	мятеж	povstání	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
социальное	společenské	социальный	společenský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
социальное	sociální	социальный	sociální	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
социальное	společenský	социальный	společenský	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
социальное	společenská	социальный	společenský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
просмотр	procházení	просмотр	procházení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
просмотр	prohlížení	просмотр	prohlížení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
просмотр	prohlížení	просмотр	prohlížení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
просмотр	procházení	просмотр	procházení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
просмотр	prohlížení	просмотр	prohlížení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
просмотр	zobrazení	просмотр	zobrazení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
просмотр	výhled	просмотр	výhled	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
просмотр	pohled	просмотр	pohled	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
максимальное	maximální	максимальный	maximální	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
максимальное	maximální	максимальный	maximální	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
телефоны	telefony	телефон	telefon	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
телефоны	telefony	телефон	telefon	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
неизвестный	neznámá	неизвестный	známý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;NEG
неизвестный	neznámý	неизвестный	známý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;NEG
неизвестный	neznámé	неизвестный	známý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;NEG
социалистов	socialistů	социалист	socialista	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
буш	křoví	буш	křoví	N;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG;POS
буш	bushova	буш	bushový	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
миф	mýtus	миф	mýtus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
убежище	přístřeší	убежище	přístřeší	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
убежище	útulek	убежище	útulek	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
убежище	přístřešek	убежище	přístřešek	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
убежище	úkryt	убежище	úkryt	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
убежище	svatyně	убежище	svatyně	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
убежище	útočiště	убежище	útočiště	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
убежище	azyl	убежище	azyl	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
убежище	útočiště	убежище	útočiště	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
мышь	myš	мышь	myš	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
мышь	myší	мышь	myš	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
мышь	myška	мышь	myška	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
мышь	myši	мышь	myš	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
тенденция	trend	тенденция	trend	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
тенденция	sklon	тенденция	sklon	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
тенденция	tendence	тенденция	tendence	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
кузьмин	kuzmin	кузьмин	kuzmina	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
потребности	potřeby	потребность	potřeba	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
потребности	požadavky	потребность	požadavek	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
катера	lodě	катер	loď	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL;POS
катера	čluny	катер	člun	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
дольше	déle	долго	dlouho	ADV;CMPR	ADV;CMPR;POS
стандартный	standardní	стандартный	standardní	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
отделений	poboček	отделение	pobočka	N;INAN;GEN;NEUT;PL	N;GEN;FEM;PL;POS
чистый	čisté	чистый	čistý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
чистый	čisté	чистый	čistý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
чистый	čistý	чистый	čistý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
чистый	čistá	чистый	čistý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
чистый	čistá	чистый	čistý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
чистый	čistý	чистый	čistý	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
чистый	čisté	чистый	čistý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
тепло	teplé	теплый	teplý	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
тепло	teplá	теплый	teplý	ADJ;NEUT;SG	ADJ;NOM;FEM;SG;POS
тепло	teplý	теплый	teplý	ADJ;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
пароход	parník	пароход	parník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
таджикистан	tádžikistán	таджикистан	tádžikistán	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
погода	počasí	погода	počasí	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
суды	soudy	суд	soud	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
приобрел	získal	приобрести	získat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
предпочитает	upřednostňuje	предпочитать	upřednostňovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
предпочитает	preferuje	предпочитать	preferovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
банкноты	bankovky	банкнот	bankovka	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
раннее	rané	ранний	raný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
орды	hordy	орда	hord	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
болота	bažiny	болото	bažina	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
болота	bažiny	болото	bažina	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
избегать	vyhnout	избегать	vyhnout	V;IPFV;NFIN;ACT	V;POS;NFIN
магистр	magistra	магистр	magistr	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
окружности	kruhy	окружность	kruh	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
окружности	kroužky	окружность	kroužka	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
соединяет	spojuje	соединять	spojovat	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
празднование	oslava	празднование	oslava	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
длинная	dlouhá	длинный	dlouhý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
длинная	dlouhý	длинный	dlouhý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
длинная	dlouhé	длинный	dlouhý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
дождь	deště	дождь	déšť	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
дождь	déšť	дождь	déšť	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
рено	renault	рено	renault	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
продать	prodat	продать	prodat	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
колесо	kolo	колесо	kolo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
колесо	kolečko	колесо	kolečko	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
федеральное	federální	федеральный	federální	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
заготовки	sklizně	заготовка	sklizeň	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL;POS
клиент	zákaznice	клиент	zákaznice	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG;POS
клиент	zákazník	клиент	zákazník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
клиент	zákazník	клиент	zákazník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
клиент	klient	клиент	klient	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
прибыла	přijel	прибыть	přijet	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
прибыла	dorazil	прибыть	dorazit	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
сохранять	zachovávat	сохранять	zachovávat	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
сохранять	zachovat	сохранять	zachovat	V;IPFV;NFIN;ACT	V;POS;NFIN
лингвист	lingvista	лингвист	lingvista	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
шум	šum	шум	šum	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
шум	hluk	шум	hluk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
сталь	ocel	сталь	ocel	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
скот	dobytek	скот	dobytek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
выделил	zdůraznil	выделить	zdůraznit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
кусок	kousek	кусок	kousek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
кусок	kus	кусок	kus	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
серп	srp	серп	srp	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
кальция	vápník	кальций	vápník	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
робот	robota	робот	robot	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
бурбон	bourbon	бурбон	bourbon	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
филиппины	filipíny	филиппины	filipín	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
заболевание	nemoc	заболевание	nemoc	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
заболевание	onemocnění	заболевание	onemocnění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
заболевание	nákaza	заболевание	nákaza	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
заболевание	nemoc	заболевание	nemoc	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
заболевание	onemocnění	заболевание	onemocnění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
ствол	barel	ствол	barel	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ствол	sud	ствол	sud	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ствол	hlaveň	ствол	hlaveň	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
ствол	zbraň	ствол	zbraň	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
ствол	pistole	ствол	pistole	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
справедливо	spravedlivý	справедливый	spravedlivý	ADJ;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
справедливо	férové	справедливый	férový	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
справедливо	spravedlivé	справедливый	spravedlivý	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;POS
братства	bratrstva	братство	bratrstvo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
цифра	postava	цифра	postava	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
отражения	odrazy	отражение	odraz	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
отражения	úvahy	отражение	úvaha	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
неясно	nejasný	неясный	jasný	ADJ;NEUT;SG	ADJ;INAN;NOM;MASC;SG;NEG
неясно	nejasná	неясный	jasný	ADJ;NEUT;SG	ADJ;NOM;FEM;SG;NEG
неясно	nejasné	неясный	jasný	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG;NEG
кэти	katie	кэть	katie	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
водителя	řidiče	водитель	řidič	N;ANIM;ACC;MASC;SG	N;ANIM;ACC;MASC;SG;POS
металлургии	metalurgie	металлургия	metalurgie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
осуществление	implementace	осуществление	implementace	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
осуществление	provedení	осуществление	provedení	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
осуществление	provádění	осуществление	provádění	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
осуществление	realizace	осуществление	realizace	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
норт	sever	норт	sever	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
домохозяйства	domácnosti	домохозяйство	domácnost	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
домохозяйства	domácnosti	домохозяйство	domácnost	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL;POS
нести	nést	нести	nést	V;IPFV;NFIN;ACT	V;POS;NFIN
побег	útěk	побег	útěk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
побег	útěk	побег	útěk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
побег	únik	побег	únik	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ввод	vstup	ввод	vstup	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ввод	psaní	ввод	psaní	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
ввод	vstup	ввод	vstup	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
атомов	atomů	атом	atom	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
документация	dokumentace	документация	dokumentace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
спора	sporu	спор	spor	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
производительность	představení	производительность	představení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
производительность	výkon	производительность	výkon	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
производительность	výkonnost	производительность	výkonnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
производительность	výkonnosti	производительность	výkonnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
производительность	vystoupení	производительность	vystoupení	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG;POS
производительность	produktivita	производительность	produktivita	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
существенные	významné	существенный	významný	ADJ;NOM;PL	ADJ;NOM;MASC;PL;POS
регент	regent	регент	regent	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
двигаться	přesunout	двигаться	přesunout	V;IPFV;NFIN;MID	V;POS;NFIN
уважение	respekt	уважение	respekt	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
уважение	úcta	уважение	úcta	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
эскадрилья	letka	эскадрилье	letka	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
капитаны	kapitáni	капитан	kapitán	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
самоубийство	sebevražda	самоубийство	sebevražda	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
голландский	nizozemský	голландский	nizozemský	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
подземный	podzemní	подземный	podzemní	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
винсент	vincent	винсент	vincent	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
обитатели	obyvatelé	обитатель	obyvatel	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
противостоять	konfrontovat	противостоять	konfrontovat	V;IPFV;NFIN;ACT	V;POS;NFIN
авария	havárie	авария	havárie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
авария	nehoda	авария	nehoda	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
авария	úraz	авария	úraz	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
авария	havárie	авария	havárie	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
авария	krach	авария	krach	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
вождь	náčelník	вождь	náčelník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
предприниматели	podnikatelé	предприниматель	podnikatel	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
костюмы	kostýmy	костюм	kostým	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
костюмы	obleky	костюм	oblek	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
бан	zákaz	бан	zákaz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
повстанцы	povstalci	повстанец	povstalec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
повстанцы	rebelové	повстанец	rebelový	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
повстанцы	povstalci	повстанец	povstalec	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
повстанцы	rebely	повстанец	rebel	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
ромео	romea	ромео	rome	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;POS
ромео	romeo	ромео	romeo	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG;POS
доводы	argumenty	довод	argument	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
бронза	bronz	бронза	bronz	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
шаги	schody	шаг	schod	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
шаги	kroky	шаг	krok	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
шаги	kroky	шаг	krok	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
вставить	vložit	вставить	vložit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
вставить	vložit	вставить	vložit	V;PFV;NFIN;ACT	V;PFV;POS;NFIN
квартет	kvartet	квартет	kvartet	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
квалификация	kvalifikace	квалификация	kvalifikace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
квалификация	kvalifikace	квалификация	kvalifikace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
квалификация	kvalifikace	квалификация	kvalifikace	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
организаторы	organizátoři	организатор	organizátor	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
организаторы	hostitelé	организатор	hostitel	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
переводить	překládat	переводить	překládat	V;IPFV;NFIN;ACT	V;IPFV;POS;NFIN
грамотности	gramotnosti	грамотность	gramotnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
моряков	námořníků	моряк	námořník	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
моряков	námořníků	моряк	námořník	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
моряков	námořníků	моряк	námořník	N;ANIM;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
потеря	prohra	потеря	prohra	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
потеря	ztráta	потеря	ztráta	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
потеря	prohra	потеря	prohra	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
