על	sobre	על	sobre	ADP	ADP
כלים	herramientas	כלי	herramienta	N;MASC;PL	N;FEM;PL
כלים	platillos	כלי	platillo	N;MASC;PL	N;MASC;PL
כלים	platos	כלי	plato	N;MASC;PL	N;MASC;PL
החלטה	decision	החלטה	decisionr	N;FEM;SG	N;FEM;SG
החלטה	decisión	החלטה	decisión	N;FEM;SG	N;FEM;SG
התחיל	comenzó	התחיל	comenzar	V;MASC;SG;3;PST	V;IND;SG;3;PST;FIN
התחיל	comenzado	התחיל	comenzar	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
אירוע	acontecimiento	אירוע	acontecimiento	N;MASC;SG	N;MASC;SG
אירוע	evento	אירוע	evento	N;MASC;SG	N;MASC;SG
הודיע	anunció	הודיע	anunciar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
בנק	banca	בנק	banca	N;MASC;SG	N;FEM;SG
בנק	banca	בנק	banca	N;MASC;SG	N;FEM;SG
בנק	banco	בנק	banco	N;MASC;SG	N;MASC;SG
בנק	bank	בנק	bank	N;MASC;SG	N
מועדונים	palos	מועדון	palo	N;MASC;PL	N;MASC;PL
מועדונים	discotecas	מועדון	discoteca	N;MASC;PL	N;FEM;PL
מועדונים	tréboles	מועדון	trébol	N;MASC;PL	N;MASC;PL
מועדונים	clubes	מועדון	club	N;MASC;PL	N;MASC;PL
טוען	cargar	טען	cargar	V;MASC;SG;V.PTCP;ACT	V;NFIN
טוען	cargando	טען	cargar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
טוען	cargando	טען	cargar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
חזק	potente	חזק	potente	ADJ;MASC;SG	ADJ;SG
חזק	poderosa	חזק	poderoso	ADJ;MASC;SG	ADJ;FEM;SG
חזק	poderoso	חזק	poderoso	ADJ;MASC;SG	ADJ;MASC;SG
חזק	apretado	חזק	apretado	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
חזק	apretada	חזק	apretado	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
חזק	ajustado	חזק	ajustado	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
חזק	fuerte	חזק	fuerte	ADJ;MASC;SG	ADJ;SG
אישור	permiso	אישור	permiso	N;MASC;SG	N;MASC;SG
אישור	autorización	אישור	autorización	N;MASC;SG	N;FEM;SG
אישור	confirmación	אישור	confirmación	N;MASC;SG	N;FEM;SG
מוות	fallecimiento	מוות	fallecimiento	N;MASC;SG	N;MASC;SG
מוות	death	מוות	death	N;MASC;SG	N
מוות	muerte	מוות	muerte	N;MASC;SG	N;FEM;SG
מוות	defunción	מוות	defunción	N;MASC;SG	N;FEM;SG
מצא	encontrar	מצא	encontrar	V;MASC;SG;3;PST;ACT	V;NFIN
מיקום	colocación	מיקום	colocación	N;MASC;SG	N;FEM;SG
מיקום	ubicación	מיקום	ubicación	N;MASC;SG	N;FEM;SG
מיקום	lugar	מיקום	lugar	N;MASC;SG	N;MASC;SG
מיקום	ubicacion	מיקום	ubicacion	N;MASC;SG	N;FEM;SG
מיקום	ubicación	מיקום	ubicación	N;MASC;SG	N;FEM;SG
מיקום	emplazamiento	מיקום	emplazamiento	N;MASC;SG	N;MASC;SG
מיקום	localización	מיקום	localización	N;MASC;SG	N;FEM;SG
רגל	pié	רגל	pié		
תשכ	educ	תשכ	educ		
ממשיך	procediendo	המשיך	proceder	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
ממשיך	proceder	המשיך	proceder	V;MASC;SG;V.PTCP;ACT	V;NFIN
ממשיך	continuar	המשיך	continuar	V;MASC;SG;V.PTCP;ACT	V;NFIN
ממשיך	continuando	המשיך	continuar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מאמן	entrenador	מאמן	entrenador	N;MASC;SG	N;MASC;SG
מאמן	entrenadora	מאמן	entrenador	N;MASC;SG	N;FEM;SG
מאמן	formador	מאמן	formador	N;MASC;SG	N;MASC;SG
מאמן	entrenador	מאמן	entrenador	N;MASC;SG	N;MASC;SG
מאמן	autocar	מאמן	autocar	N;MASC;SG	N;MASC;SG
מאמן	coach	מאמן	coach	N;MASC;SG	N;MASC;SG
מאמן	entrenadora	מאמן	entrenador	N;MASC;SG	N;FEM;SG
פירוש	interpretación	פירוש	interpretación	N;MASC;SG	N;FEM;SG
טקסט	text	טקסט	text	N;MASC;SG	N
טקסט	texto	טקסט	texto	N;MASC;SG	N;MASC;SG
קרבות	peleas	קרב	pelea	N;MASC;PL	N;FEM;PL
קרבות	luchas	קרב	lucha	N;MASC;PL	N;FEM;PL
קרבות	batallas	קרב	batalla	N;MASC;PL	N;FEM;PL
פורטל	portal	פורטל	portal	N;MASC;SG	N;MASC;SG
ביקש	preguntó	ביקש	preguntar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
יישובים	asentamientos	יישוב	asentamiento	N;MASC;PL	N;MASC;PL
יישובים	liquidaciones	יישוב	liquidación	N;MASC;PL	N;FEM;PL
קרא	lea	קרא	leer	V;MASC;SG;3;PST;ACT	V;IMP;SG;3;FIN
קרא	leer	קרא	leer	V;MASC;SG;3;PST;ACT	V;NFIN
הסדר	seder	הסדר	seder	N;MASC;SG	N;MASC;SG
הסדר	asentamiento	הסדר	asentamiento	N;MASC;SG	N;MASC;SG
הסדר	liquidación	הסדר	liquidación	N;MASC;SG	N;FEM;SG
הסדר	orden	הסדר	orden	N;MASC;SG	N;MASC;SG
הסדר	encargo	הסדר	encargo	N;MASC;SG	N;MASC;SG
הסדר	acuerdo	הסדר	acuerdo	N;MASC;SG	N;MASC;SG
הסדר	arreglo	הסדר	arreglo	N;MASC;SG	N;MASC;SG
אוכל	alimentación	אוכל	alimentación	N;MASC;SG	N;FEM;SG
אוכל	alimento	אוכל	alimento	N;MASC;SG	N;MASC;SG
אוכל	comida	אוכל	comida	N;MASC;SG	N;FEM;SG
שמן	aceite	שמן	aceite	N;MASC;SG	N;MASC;SG
שמן	petroleo	שמן	petroleo	N;MASC;SG	N;MASC;SG
שמן	óleo	שמן	óleo	N;MASC;SG	N;MASC;SG
שמן	petróleo	שמן	petróleo	N;MASC;SG	N;MASC;SG
שמן	grasa	שמן	grasa	N;MASC;SG	N;FEM;SG
גילוי	detección	גילוי	detección	N;MASC;SG	N;FEM;SG
גילוי	discovery	גילוי	discovery	N;MASC;SG	N;MASC;SG
גילוי	descubrimiento	גילוי	descubrimiento	N;MASC;SG	N;MASC;SG
לדבר	hablar	דיבר	hablar	V;NFIN;ACT	V;NFIN
לדבר	habla	דיבר	hablar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לדבר	hable	דיבר	hablar	V;NFIN;ACT	V;IMP;SG;3;FIN
שאלות	preguntas	שאלה	pregunta	N;FEM;PL	N;FEM;PL
שאלות	interrogantes	שאלה	interrogante	N;FEM;PL	N;PL
שאלות	cuestiones	שאלה	cuestión	N;FEM;PL	N;FEM;PL
מתייחס	referir	התייחס	referir	V;MASC;SG;V.PTCP	V;NFIN
מתייחס	refiriendo	התייחס	referir	V;MASC;SG;V.PTCP	V;V.MSDR
מתייחס	referir	התייחס	referir	V;MASC;SG;V.PTCP	V;NFIN
הצעה	propuesta	הצעה	propuesta	N;FEM;SG	N;FEM;SG
הצעה	proposición	הצעה	proposición	N;FEM;SG	N;FEM;SG
הצעה	sugestión	הצעה	sugestión	N;FEM;SG	N;FEM;SG
הצעה	sugerencia	הצעה	sugerencia	N;FEM;SG	N;FEM;SG
הצעה	ofrecimiento	הצעה	ofrecimiento	N;FEM;SG	N;MASC;SG
הצעה	oferta	הצעה	oferta	N;FEM;SG	N;FEM;SG
זהות	identidad	זהות	identidad	N;FEM;SG	N;FEM;SG
ביטחון	confianza	ביטחון	confianza	N;MASC;SG	N;FEM;SG
ביטחון	seguridad	ביטחון	seguridad	N;MASC;SG	N;FEM;SG
שלם	entera	שלם	entero	ADJ;MASC;SG	ADJ;FEM;SG
שלם	entero	שלם	entero	ADJ;MASC;SG	ADJ;MASC;SG
שלם	completado	שלם	completado	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
שלם	completa	שלם	completo	ADJ;MASC;SG	ADJ;FEM;SG
שלם	completo	שלם	completo	ADJ;MASC;SG	ADJ;MASC;SG
ממשלה	gobierno	ממשלה	gobierno	N;FEM;SG	N;MASC;SG
חשובים	importantes	חשוב	importante	ADJ;MASC;PL	ADJ;PL
אמת	true	אמת	true	N;FEM;SG	N
אמת	verdad	אמת	verdad	N;FEM;SG	N;FEM;SG
אמת	verdad	אמת	verdad	N;FEM;SG	N;FEM;SG
אמת	truth	אמת	truth	N;FEM;SG	N
תוכנה	programa	תוכנה	programa	N;FEM;SG	N;MASC;SG
תוכנה	software	תוכנה	software	N;FEM;SG	N;MASC;SG
התזמורת	orchestra	התזמורת	orchestra	N	N;FEM;SG
התזמורת	orquesta	התזמורת	orquesta	N	N;FEM;SG
זוגות	parejas	זוג	pareja	N;MASC;PL	N;FEM;PL
זוגות	pares	זוג	par	N;MASC;PL	N;MASC;PL
זוגות	parejas	זוג	pareja	N;MASC;PL	N;FEM;PL
משותף	compartida	משותף	compartido	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
משותף	compartido	משותף	compartido	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
משותף	frecuente	משותף	frecuente	ADJ;MASC;SG	ADJ;SG
משותף	común	משותף	común	ADJ;MASC;SG	ADJ;SG
חברתי	social	חברתי	social	ADJ;MASC;SG	ADJ;SG
הביאו	traer	הביא	traer	V;PL;3;PST;ACT	V;NFIN
הביאו	traigan	הביא	traigar	V;PL;3;PST;ACT	V;IMP;PL;3;FIN
הוצאה	gasto	הוצאה	gasto	N;FEM;SG	N;MASC;SG
הוצאה	gasto	הוצאה	gasto	N;FEM;SG	N;MASC;SG
צלב	cruz	צלב	cruz	N;MASC;SG	N;FEM;SG
צלב	cross	צלב	cross	N;MASC;SG	N
צלב	cruce	צלב	cruce	N;MASC;SG	N;MASC;SG
סיוע	ayuda	סיוע	ayuda	N;MASC;SG	N;FEM;SG
סיוע	asistencia	סיוע	asistencia	N;MASC;SG	N;FEM;SG
הגרסה	version	הגרסה	version	N;FEM;SG	N;FEM;SG
הגרסה	versión	הגרסה	versión	N;FEM;SG	N;FEM;SG
כלכלי	económico	כלכלי	económico	ADJ;MASC;SG	ADJ;MASC;SG
כלכלי	economico	כלכלי	economico	ADJ;MASC;SG	ADJ;MASC;SG
כלכלי	económica	כלכלי	económico	ADJ;MASC;SG	ADJ;FEM;SG
ישיבה	yeshiva	ישיבה	yeshivar	N;FEM;SG	N;FEM;SG
ישיבה	asiento	ישיבה	asiento	N;FEM;SG	N;MASC;SG
ישיבה	reunión	ישיבה	reunión	N;FEM;SG	N;FEM;SG
ישיבה	encuentro	ישיבה	encuentro	N;FEM;SG	N;MASC;SG
יצירה	creación	יצירה	creación	N;FEM;SG	N;FEM;SG
החדשים	novatos	החדש	novato	N;MASC;PL	N;MASC;PL
תלמידים	alumnos	תלמיד	alumno	N;MASC;PL	N;MASC;PL
תלמידים	estudiantes	תלמיד	estudiante	N;MASC;PL	N;PL
חלל	space	חלל	spacer	N;MASC;SG	N
חלל	espacio	חלל	espacio	N;MASC;SG	N;MASC;SG
תכונות	características	תכונה	característica	N;FEM;PL	N;FEM;PL
תכונות	rasgos	תכונה	rasgo	N;FEM;PL	N;MASC;PL
תכונות	caracteristicas	תכונה	caracteristica	N;FEM;PL	N;FEM;PL
תכונות	funciones	תכונה	función	N;FEM;PL	N;FEM;PL
תכונות	atributos	תכונה	atributo	N;FEM;PL	N;MASC;PL
תכונות	propiedades	תכונה	propiedad	N;FEM;PL	N;FEM;PL
תכונות	fincas	תכונה	finca	N;FEM;PL	N;FEM;PL
תכונות	inmuebles	תכונה	inmueble	N;FEM;PL	N;MASC;PL
נרחב	extensa	נרחב	extenso	ADJ;MASC;SG	ADJ;FEM;SG
נרחב	extenso	נרחב	extenso	ADJ;MASC;SG	ADJ;MASC;SG
נרחב	extensivo	נרחב	extensivo	ADJ;MASC;SG	ADJ;MASC;SG
מות	mot	מוות	mot		
טווח	alcance	טווח	alcance	N;MASC;SG	N;MASC;SG
טווח	intervalo	טווח	intervalo	N;MASC;SG	N;MASC;SG
טווח	gama	טווח	gama	N;MASC;SG	N;FEM;SG
טווח	rango	טווח	rango	N;MASC;SG	N;MASC;SG
טווח	cordillera	טווח	cordillera	N;MASC;SG	N;FEM;SG
מציג	introduciendo	הציג	introducir	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מציג	presentando	הציג	presentar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מציג	presentando	הציג	presentar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מציג	mostrando	הציג	mostrar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
החליטה	decidió	החליט	decidir	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
מחלוקת	desacuerdo	מחלוקת	desacuerdo	N;FEM;SG	N;MASC;SG
מחלוקת	contencioso	מחלוקת	contencioso	N;FEM;SG	N;MASC;SG
מחלוקת	disputa	מחלוקת	disputa	N;FEM;SG	N;FEM;SG
מחלוקת	controversia	מחלוקת	controversia	N;FEM;SG	N;FEM;SG
מחלוקת	disputa	מחלוקת	disputa	N;FEM;SG	N;FEM;SG
מחלוקת	polémica	מחלוקת	polémica	N;FEM;SG	N;FEM;SG
מחלוקת	controversia	מחלוקת	controversia	N;FEM;SG	N;FEM;SG
עותקים	copias	עותק	copia	N;MASC;PL	N;FEM;PL
עותקים	ejemplares	עותק	ejemplar	N;MASC;PL	N;MASC;PL
חזקה	fuerte	חזק	fuerte	ADJ;FEM;SG	ADJ;SG
חזקה	potente	חזק	potente	ADJ;FEM;SG	ADJ;SG
חזקה	poderosa	חזק	poderoso	ADJ;FEM;SG	ADJ;FEM;SG
חזקה	poderoso	חזק	poderoso	ADJ;FEM;SG	ADJ;MASC;SG
רובם	most	None	most	N;MASC;SG	N
צדק	justicia	צדק	justicia	N;MASC;SG	N;FEM;SG
צדק	justice	צדק	justice	N;MASC;SG	N;SG
צדק	júpiter	צדק	júpiter	N;MASC;SG	N;MASC;SG
שיעור	lección	שיעור	lección	N;MASC;SG	N;FEM;SG
שיעור	tasa	שיעור	tasa	N;MASC;SG	N;FEM;SG
מבקש	preguntar	ביקש	preguntar	V;MASC;SG;V.PTCP;ACT	V;NFIN
מבקש	preguntando	ביקש	preguntar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מבקש	pidiendo	ביקש	pedir	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מבקש	solicitando	ביקש	solicitar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מבקש	solicitar	ביקש	solicitar	V;MASC;SG;V.PTCP;ACT	V;NFIN
טקס	ceremonia	טקס	ceremonia	N;MASC;SG	N;FEM;SG
טקס	tex	טקס	tex	N;MASC;SG	N
התנהגות	comportamiento	התנהגות	comportamiento	N;FEM;SG	N;MASC;SG
התנהגות	conducta	התנהגות	conducta	N;FEM;SG	N;FEM;SG
התנהגות	comportamiento	התנהגות	comportamiento	N;FEM;SG	N;MASC;SG
התנהגות	conducta	התנהגות	conducta	N;FEM;SG	N;FEM;SG
אפשרי	posible	אפשרי	posible	ADJ;MASC;SG	ADJ;SG
לתקן	arreglar	תיקן	arreglar	V;NFIN;ACT	V;NFIN
לתקן	fijar	תיקן	fijar	V;NFIN;ACT	V;NFIN
תכנון	planificación	תכנון	planificación	N;MASC;SG	N;FEM;SG
תכנון	planeación	תכנון	planeación	N;MASC;SG	N;FEM;SG
תכנון	planeamiento	תכנון	planeamiento	N;MASC;SG	N;MASC;SG
לספק	proveer	סיפק	proveer	V;NFIN;ACT	V;NFIN
לספק	proporcionar	סיפק	proporcionar	V;NFIN;ACT	V;NFIN
לספק	proporcione	סיפק	proporcionar	V;NFIN;ACT	V;IMP;SG;3;FIN
לספק	entrego	סיפק	entrego	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
לספק	entregar	סיפק	entregar	V;NFIN;ACT	V;NFIN
הציע	sugirió	הציע	sugerir	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
מרד	sublevación	מרד	sublevación	N;MASC;SG	N;FEM;SG
מרד	insurrección	מרד	insurrección	N;MASC;SG	N;FEM;SG
מרד	levantamiento	מרד	levantamiento	N;MASC;SG	N;MASC;SG
מרד	revuelta	מרד	revuelta	N;MASC;SG	N;FEM;SG
מרד	rebelión	מרד	rebelión	N;MASC;SG	N;FEM;SG
מרד	rebelión	מרד	rebelión	N;MASC;SG	N;FEM;SG
מרד	revuelta	מרד	revuelta	N;MASC;SG	N;FEM;SG
מרד	motín	מרד	motín	N;MASC;SG	N;MASC;SG
מרד	rebelión	מרד	rebelión	N;MASC;SG	N;FEM;SG
עצמאי	independiente	עצמאי	independiente	ADJ;MASC;SG	ADJ;SG
מטרות	objetivos	מטרה	objetivo	N;FEM;PL	N;MASC;PL
מטרות	metas	מטרה	meta	N;FEM;PL	N;FEM;PL
מטרות	objetivos	מטרה	objetivo	N;FEM;PL	N;MASC;PL
מטרות	blancos	מטרה	blanco	N;FEM;PL	N;MASC;PL
מטרות	metas	מטרה	meta	N;FEM;PL	N;FEM;PL
מטרות	objetivos	מטרה	objetivo	N;FEM;PL	N;MASC;PL
מטרות	goles	מטרה	gol	N;FEM;PL	N;MASC;PL
נקודה	periodo	נקודה	periodo	N;FEM;SG	N;MASC;SG
נקודה	período	נקודה	período	N;FEM;SG	N;MASC;SG
נקודה	dot	נקודה	dat	N;FEM;SG	N
נקודה	punto	נקודה	punto	N;FEM;SG	N;MASC;SG
נקודה	punta	נקודה	punta	N;FEM;SG	N;FEM;SG
נקודה	point	נקודה	point	N;FEM;SG	N
נקודה	punto	נקודה	punto	N;FEM;SG	N;MASC;SG
חיפוש	busqueda	חיפוש	busqueda	N;MASC;SG	N;FEM;SG
חיפוש	búsqueda	חיפוש	búsqueda	N;MASC;SG	N;FEM;SG
חיפוש	buscador	חיפוש	buscador	N;MASC;SG	N;MASC;SG
עושים	haciendo	עשה	hacer	V;MASC;PL;V.PTCP;ACT	V;V.MSDR
לפתח	desarrolle	פיתח	desarrollar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לפתח	desarrollarse	פיתח	desarrollar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לפתח	desarrollar	פיתח	desarrollar	V;NFIN;ACT	V;NFIN
לפתח	desarrolla	פיתח	desarrollar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
ענק	gigante	ענק	gigante	N;MASC;SG	N;SG
ענק	giant	ענק	giant	N;MASC;SG	N
נפרד	separado	נפרד	separar	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
נפרד	separada	נפרד	separado	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
נפרד	separada	נפרד	separado	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
נפרד	separado	נפרד	separar	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
ארגוני	organizaciones	ארגון	organización	N;MASC;PL	N;FEM;PL
נוסעים	pasajeros	נוסע	pasajero	N;MASC;PL	N;MASC;PL
נוסעים	viajeros	נוסע	viajero	N;MASC;PL	N;MASC;PL
בחירות	elecciones	בחירות	elección	N;FEM;PL	N;FEM;PL
בחירות	elecciones	בחירות	elección	N;FEM;PL	N;FEM;PL
זרם	actualidad	זרם	actualidad	N;MASC;SG	N;FEM;SG
זרם	corriente	זרם	corriente	N;MASC;SG	N;MASC;SG
זרם	stream	זרם	stream	N;MASC;SG	N
זרם	arroyo	זרם	arroyo	N;MASC;SG	N;MASC;SG
בחזרה	back	בחזרה	back		
מלון	melon	מלון	melon	N;MASC;SG	N;MASC
מלון	melón	מלון	melón	N;MASC;SG	N;MASC;SG
מלון	hotel	מלון	hotel	N;MASC;SG	N;MASC;SG
עיטור	medalla	עיטור	medalla	N;MASC;SG	N;FEM;SG
עיבוד	procesamiento	עיבוד	procesamiento	N;MASC;SG	N;MASC;SG
עיבוד	tramitación	עיבוד	tramitación	N;MASC;SG	N;FEM;SG
עיבוד	transformación	עיבוד	transformación	N;MASC;SG	N;FEM;SG
עמודים	pilares	עמוד	pilar	N;MASC;PL	N;MASC;PL
עמודים	páginas	עמוד	página	N;MASC;PL	N;FEM;PL
עמודים	paginas	עמוד	pagina	N;MASC;PL	N;FEM;PL
עמודים	columnas	עמוד	columna	N;MASC;PL	N;FEM;PL
מופיעים	aparecer	הופיע	aparecer	V;MASC;PL;V.PTCP;ACT	V;NFIN
מופיעים	apareciendo	הופיע	aparecer	V;MASC;PL;V.PTCP;ACT	V;V.MSDR
מופיעים	aparecer	הופיע	aparecer	V;MASC;PL;V.PTCP;ACT	V;NFIN
קרקע	tierra	קרקע	tierra	N;FEM;SG	N;FEM;SG
קרקע	suelo	קרקע	suelo	N;FEM;SG	N;MASC;SG
קרקע	land	קרקע	land	N;FEM;SG	N
קרקע	terreno	קרקע	terreno	N;FEM;SG	N;MASC;SG
קרקע	tierra	קרקע	tierra	N;FEM;SG	N;FEM;SG
קרקע	terreno	קרקע	terreno	N;FEM;SG	N;MASC;SG
קרקע	ground	קרקע	ground	N;FEM;SG	N
לכאורה	supuestamente	לכאורה	supuestamente	ADV	ADV
לכאורה	supuestamente	לכאורה	supuestamente	ADV	ADV
לכאורה	presuntamente	לכאורה	presuntamente	ADV	ADV
לקיים	sostener	קיים	sostener	V;NFIN;ACT	V;NFIN
מעניין	interesante	מעניין	interesante	ADJ;MASC;SG	ADJ;SG
צורה	forma	צורה	forma	N;FEM;SG	N;FEM;SG
צורה	forma	צורה	forma	N;FEM;SG	N;FEM;SG
צורה	formulario	צורה	formulario	N;FEM;SG	N;MASC;SG
הצלב	cruz	הצלב	cruz	N;MASC;SG	N;FEM;SG
הצלב	cross	הצלב	cross	N;MASC;SG	N
הצלב	cruce	הצלב	cruce	N;MASC;SG	N;MASC;SG
חשובה	importante	חשוב	importante	ADJ;FEM;SG	ADJ;SG
הבקיע	anotó	הבקיע	anotar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
ציוד	equipamiento	ציוד	equipamiento	N;MASC;SG	N;MASC;SG
ציוד	equipo	ציוד	equipo	N;MASC;SG	N;MASC;SG
ציוד	engranaje	ציוד	engranaje	N;MASC;SG	N;MASC;SG
עיתון	periódico	עיתון	periódico	N;MASC;SG	N;MASC;SG
עיתון	periodico	עיתון	periodico	N;MASC;SG	N;MASC;SG
עיתון	paper	עיתון	paper	N;MASC;SG	N
עיתון	ponencia	עיתון	ponencia	N;MASC;SG	N;FEM;SG
עיתון	papel	עיתון	papel	N;MASC;SG	N;MASC;SG
אופי	carácter	אופי	carácter	N;MASC;SG	N;MASC;SG
אופי	caracter	אופי	caracter	N;MASC;SG	N;MASC;SG
אופי	personaje	אופי	personaje	N;MASC;SG	N;MASC;SG
להקות	bandas	הקה	banda	N;FEM;PL	N;FEM;PL
דגם	maqueta	דגם	maqueta	N;MASC;SG	N;FEM;SG
דגם	modelo	דגם	modelo	N;MASC;SG	N;MASC;SG
טעם	sabor	טעם	sabor	N;MASC;SG	N;MASC;SG
טעם	gusto	טעם	gusto	N;MASC;SG	N;MASC;SG
טעם	sabor	טעם	sabor	N;MASC;SG	N;MASC;SG
טעם	sabor	טעם	sabor	N;MASC;SG	N;MASC;SG
שכר	salario	שכר	salario	N;MASC;SG	N;MASC;SG
שכר	sueldo	שכר	sueldo	N;MASC;SG	N;MASC;SG
שכר	salario	שכר	salario	N;MASC;SG	N;MASC;SG
שכר	salario	שכר	salario	N;MASC;SG	N;MASC;SG
מחיקה	supresión	מחיקה	supresión	N;FEM;SG	N;FEM;SG
קהילה	comunidad	קהילה	comunidad	N;FEM;SG	N;FEM;SG
תנועות	movimientos	תנועה	movimiento	N;FEM;PL	N;MASC;PL
תנועות	mudanzas	תנועה	mudanza	N;FEM;PL	N;FEM;PL
תנועות	vocales	תנועה	vocal	N;FEM;PL	N;PL
תנועות	movimientos	תנועה	movimiento	N;FEM;PL	N;MASC;PL
טנקים	tanques	טנק	tanque	N;MASC;PL	N;MASC;PL
טנקים	cisternas	טנק	cisterna	N;MASC;PL	N;FEM;PL
תיקון	reparación	תיקון	reparación	N;MASC;SG	N;FEM;SG
תיקון	rectificación	תיקון	rectificación	N;MASC;SG	N;FEM;SG
תיקון	corrección	תיקון	corrección	N;MASC;SG	N;FEM;SG
אזורים	regiones	אזור	región	N;MASC;PL	N;FEM;PL
אזורים	zonas	אזור	zona	N;MASC;PL	N;FEM;PL
אזורים	áreas	אזור	área	N;MASC;PL	N;FEM;PL
אזורים	zonas	אזור	zona	N;MASC;PL	N;FEM;PL
אזורים	areas	אזור	area	N;MASC;PL	N;FEM;PL
להניח	asumir	הניח	asumir	V;NFIN;ACT	V;NFIN
להניח	asuma	הניח	asumir	V;NFIN;ACT	V;IMP;SG;3;FIN
להניח	asuman	הניח	asumir	V;NFIN;ACT	V;IMP;PL;3;FIN
להניח	asume	הניח	asumir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
נותרו	permaneciendo	נותר	permanecer	V;PL;3;PST;MID	V;V.MSDR
פעילים	activos	פעיל	activo	N;MASC;PL	N;MASC;PL
פעילים	activistas	פעיל	activista	N;MASC;PL	N;PL
פעילים	militantes	פעיל	militante	N;MASC;PL	N;PL
קהילות	comunidades	קהילה	comunidad	N;FEM;PL	N;FEM;PL
בהחלט	absolutamente	בהחלט	absolutamente	ADV	ADV
איגוד	union	איגוד	union	N;MASC;SG	N;SG
איגוד	unión	איגוד	unión	N;MASC;SG	N;FEM;SG
איגוד	sindicato	איגוד	sindicato	N;MASC;SG	N;MASC;SG
איגוד	asociación	איגוד	asociación	N;MASC;SG	N;FEM;SG
איגוד	association	איגוד	association	N;MASC;SG	N;FEM;SG
תשובה	respuesta	תשובה	respuesta	N;FEM;SG	N;FEM;SG
תשובה	contestación	תשובה	contestación	N;FEM;SG	N;FEM;SG
תשובה	respuesta	תשובה	respuesta	N;FEM;SG	N;FEM;SG
תשובה	repuesta	תשובה	repuesta	N;FEM;SG	N;FEM;SG
תשובה	respuesta	תשובה	respuesta	N;FEM;SG	N;FEM;SG
צרפתים	franceses	צרפתי	francés	N;MASC;PL	N;MASC;PL
סכום	sum	סכום	sum	N;MASC;SG	N
סכום	suma	סכום	suma	N;MASC;SG	N;FEM;SG
סכום	monto	סכום	monto	N;MASC;SG	N;MASC;SG
סכום	cantidad	סכום	cantidad	N;MASC;SG	N;FEM;SG
סכום	importe	סכום	importe	N;MASC;SG	N;MASC;SG
למדה	aprendió	למד	aprender	V;FEM;SG;3;PST	V;IND;SG;3;PST;FIN
למדה	estudió	למד	estudiar	V;FEM;SG;3;PST	V;IND;SG;3;PST;FIN
נהג	controlador	נהג	controlador	N;MASC;SG	N;MASC;SG
נהג	driver	נהג	driver	N;MASC;SG	N;MASC;SG
נהג	chofer	נהג	chofer	N;MASC;SG	N;MASC;SG
נהג	conductor	נהג	conductor	N;MASC;SG	N;MASC;SG
נהג	chófer	נהג	chófer	N;MASC;SG	N;MASC;SG
עלייה	incremento	עלייה	incremento	N;FEM;SG	N;MASC;SG
עלייה	aumento	עלייה	aumento	N;FEM;SG	N;MASC;SG
גיטרה	guitarra	גיטרה	guitarra	N;FEM;SG	N;FEM;SG
זרים	forasteros	זר	forastero	N;MASC;PL	N;MASC;PL
זרים	forasteros	זר	forastero	N;MASC;PL	N;MASC;PL
זרים	extranjeros	זר	extranjero	N;MASC;PL	N;MASC;PL
בחר	elegir	בחר	elegir	V;MASC;SG;3;PST;ACT	V;NFIN
בחר	seleccione	בחר	seleccionar	V;MASC;SG;3;PST;ACT	V;IMP;SG;3;FIN
