もの	rzeczy	もの	rzecz	N	N;ACC;FEM;PL
キー	klucz	キー	klucz	N	N;NOM;MASC;SG
キー	klucze	キー	klucz	N	N;NOM;MASC;PL
キー	klawisz	キー	klawić	N	N;NOM;MASC;SG
責任	odpowiedzialności	責任	odpowiedzialność	N	N;GEN;FEM;SG
責任	zobowiązanie	責任	zobowiązanie	N	N;NOM;NEUT;SG
責任	odpowiedzialność	責任	odpowiedzialność	N	N;NOM;FEM;SG
責任	odpowiedzialności	責任	odpowiedzialność	N	N;GEN;FEM;SG
責任	odpowiedzialność	責任	odpowiedzialność	N	N;NOM;FEM;SG
児童	dziecko	児童	dziecko	N	N;NOM;NEUT;SG
フル	pełen	フル	pełen	N	N;NOM;MASC;SG
ボール	piłkę	ボール	piłka	N	N;ACC;FEM;SG
ボール	piłka	ボール	piłka	N	N;NOM;FEM;SG
ボール	jaja	ボール	jajo	N	N;NOM;NEUT;SG
ボール	kulki	ボール	kulka	N	N;ACC;FEM;PL
電力	elektryczność	電力	elektryczność	N	N;NOM;FEM;SG
医学	medycyny	医学	medycyna	N	N;GEN;FEM;SG
医学	lekarstwo	医学	lekarstwo	N	N;NOM;NEUT;SG
医学	lekarstwa	医学	lekarstwo	N	N;NOM;NEUT;PL
シーン	scena	シーン	scena	N	N;NOM;FEM;SG
シーン	sceny	シーン	scena	N	N;ACC;FEM;PL
シーン	scen	シーン	scena	N	N;GEN;FEM;PL
憲法	konstytucji	憲法	konstytucja	N	N;GEN;FEM;SG
憲法	konstytucja	憲法	konstytucja	N	N;NOM;FEM;SG
憲法	konstytucję	憲法	konstytucja	N	N;ACC;FEM;SG
支店	gałęzi	支店	gałąź	N	N;GEN;FEM;PL
支店	gałąź	支店	gałąź	N	N;ACC;FEM;SG
支店	oddział	支店	oddział	N	N;NOM;MASC;SG
管理	administracja	管理	administracja	N	N;NOM;FEM;SG
管理	administrator	管理	administrator	N	N;NOM;MASC;SG
管理	administratora	管理	administrator	N	N;ACC;MASC;SG
管理	administratorem	管理	administrator	N	N;INS;MASC;SG
管理	administratorów	管理	administrator	N	N;ACC;MASC;PL
管理	administratorzy	管理	administrator	N	N;NOM;MASC;PL
管理	administrator	管理	administrator	N	N;NOM;MASC;SG
管理	zarządca	管理	zarządca	N	N;NOM;MASC;SG
管理	administratora	管理	administrator	N	N;ACC;MASC;SG
管理	administratorem	管理	administrator	N	N;INS;MASC;SG
管理	administratorów	管理	administrator	N	N;ACC;MASC;PL
管理	administratorzy	管理	administrator	N	N;NOM;MASC;PL
略称	skrót	略称	skrót	N	N;NOM;MASC;SG
オープニング	otwieranie	オープニング	otwierać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
オープニング	otwarcie	オープニング	otworzyć	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
オープニング	otwarcia	オープニング	otworzyć	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
タウン	miasta	タウン	miasto	N	N;GEN;NEUT;SG
タウン	miejscowość	タウン	miejscowość	N	N;NOM;FEM;SG
タウン	miasto	タウン	miasto	N	N;NOM;NEUT;SG
カバー	okładki	カバー	okładka	N	N;ACC;FEM;PL
カバー	okładka	カバー	okładka	N	N;NOM;FEM;SG
コンピュータ	komputery	コンピュータ	komputer	N	N;NOM;MASC;PL
コンピュータ	komputer	コンピュータ	komputer	N	N;NOM;MASC;SG
コンピュータ	komputera	コンピュータ	komputer	N	N;GEN;MASC;SG
コンピュータ	komputery	コンピュータ	komputer	N	N;NOM;MASC;PL
コンピュータ	komputerów	コンピュータ	komputer	N	N;GEN;MASC;PL
長い	długa	長い	długi	ADJ	ADJ;NOM;FEM;SG
長い	długie	長い	długi	ADJ	ADJ;NOM;NEUT;SG
統計	statystyka	統計	statystyka	N	N;NOM;FEM;SG
統計	statystyki	統計	statystyka	N	N;NOM;FEM;PL
統計	statystyki	統計	statystyka	N	N;NOM;FEM;PL
統計	statystyka	統計	statystyka	N	N;NOM;FEM;SG
強化	wzmocnić	強化	wzmocnić	V	V;PFV;NFIN;ACT
パン	piotruś	パン	piotruś	N	N;NOM;MASC;SG
パン	pan	パン	pan	N	N;NOM;MASC;SG
パン	chleba	パン	chleb	N	N;GEN;MASC;SG
パン	pieczywo	パン	pieczywo	N	N;NOM;NEUT;SG
パン	chleb	パン	chleb	N	N;ACC;MASC;SG
インターネット	internetu	インターネット	internet	N	N;GEN;MASC;SG
インターネット	internecie	インターネット	internet	N	N;ACC;MASC;SG
インターネット	internet	インターネット	internet	N	N;NOM;MASC;SG
パーク	parki	パーク	park	N	N;NOM;MASC;PL
パーク	park	パーク	park	N	N;NOM;MASC;SG
思想	myśliciel	思想	myśliciel	N	N;NOM;MASC;SG
先生	sensei	先生	sensei	N	N;NOM;MASC;SG
先生	nauczycielu	先生	nauczyciel	N	N;VOC;MASC;SG
先生	nauczyciel	先生	nauczyciel	N	N;NOM;MASC;SG
先生	nauczycielka	先生	nauczycielka	N	N;NOM;FEM;SG
先生	lekarz	先生	lekarz	N	N;NOM;MASC;SG
ハウス	domu	ハウス	dom	N	N;GEN;MASC;SG
ハウス	dom	ハウス	dom	N	N;NOM;MASC;SG
検索	szukaj	検索	szukać	V	V;IPFV;IMP;SG;2;FIN;ACT
対策	przeciwdziałania	対策	przeciwdziałanie	N	N;PFV;GEN;NEUT;SG;POS;V.MSDR
会員	członka	会員	członek	N	N;ACC;MASC;SG
会員	członkiem	会員	członek	N	N;INS;MASC;SG
会員	członek	会員	członek	N	N;NOM;MASC;SG
会員	członkostwa	会員	członkostwa	N	N;GEN;NEUT;SG
会員	członkostwo	会員	członkostwo	N	N;NOM;NEUT;SG
会員	przynależność	会員	przynależność	N	N;NOM;FEM;SG
トンネル	tunele	トンネル	tunel	N	N;NOM;MASC;PL
トンネル	tunelu	トンネル	tunel	N	N;GEN;MASC;SG
トンネル	tunel	トンネル	tunel	N	N;NOM;MASC;SG
トンネル	tunele	トンネル	tunel	N	N;NOM;MASC;PL
チャート	wykresy	チャート	wykres	N	N;NOM;MASC;PL
チャート	wykres	チャート	wykres	N	N;NOM;MASC;SG
内部	wnętrze	内部	wnętrze	N	N;NOM;NEUT;SG
内部	wnętrza	内部	wnętrze	N	N;NOM;NEUT;SG
竣工	zakończenia	竣工	zakończyć	N	N;PFV;GEN;NEUT;SG;POS;V.MSDR
竣工	wypełnianie	竣工	wypełniać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
竣工	zakończenie	竣工	zakończyć	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
竣工	wypełnienie	竣工	wypełnić	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
竣工	ukończenie	竣工	ukończyć	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
戦車	zbiornik	戦車	zbiornik	N	N;NOM;MASC;SG
戦車	czołg	戦車	czołg	N	N;ACC;MASC;SG
戦車	zbiorniki	戦車	zbiornik	N	N;NOM;MASC;PL
戦車	czołgi	戦車	czołg	N	N;NOM;MASC;PL
スキー	narciarstwo	スキー	narciarstwo	N	N;NOM;NEUT;SG
愛称	przezwisko	愛称	przezwisko	N	N;NOM;NEUT;SG
愛称	pseudonim	愛称	pseudonić	N	N;NOM;MASC;SG
再	wznowienie	再	wznowienie	N	N;NOM;NEUT;SG
再	życiorys	再	życiorys	N	N;NOM;MASC;SG
再	wznowienie	再	wznowienie	N	N;NOM;NEUT;SG
機器	urządzenia	機器	urządzenie	N	N;NOM;NEUT;PL
機器	wyrób	機器	wyrób	N	N;NOM;MASC;SG
機器	urządzenie	機器	urządzenie	N	N;NOM;NEUT;SG
機器	wyposażenie	機器	wyposażenie	N	N;NOM;NEUT;SG
機器	sprzęt	機器	sprzęt	N	N;ACC;MASC;SG
機器	urządzenia	機器	urządzenie	N	N;NOM;NEUT;PL
プロダクション	produkcji	プロダクション	produkcja	N	N;GEN;FEM;SG
プロダクション	produkcja	プロダクション	produkcja	N	N;NOM;FEM;SG
スタッフ	personelu	スタッフ	personel	N	N;GEN;MASC;SG
スタッフ	personel	スタッフ	personel	N	N;NOM;MASC;SG
スタッフ	pracownicy	スタッフ	pracownik	N	N;NOM;MASC;PL
スタッフ	kadra	スタッフ	kadra	N	N;NOM;FEM;SG
スタッフ	kadry	スタッフ	kadry	N	N;ACC;MASC;SG
いくつか	trochę	いくつか	trochę	ADV	ADV
プログラム	programu	プログラム	program	N	N;GEN;MASC;SG
プログラム	program	プログラム	program	N	N;NOM;MASC;SG
プログラム	programy	プログラム	program	N	N;NOM;MASC;PL
プログラム	programu	プログラム	program	N	N;GEN;MASC;SG
プログラム	program	プログラム	program	N	N;NOM;MASC;SG
プログラム	programów	プログラム	program	N	N;GEN;MASC;PL
プログラム	programy	プログラム	program	N	N;NOM;MASC;PL
アカデミー	akademia	アカデミー	akademia	N	N;NOM;FEM;SG
アカデミー	akademii	アカデミー	akademia	N	N;GEN;FEM;SG
司会	moderatora	司会	moderator	N	N;ACC;MASC;SG
司会	prezenter	司会	prezenter	N	N;NOM;MASC;SG
二	dwie	二	dwa	NUM	NUM;ACC;FEM;PL
二	dwóch	二	dwa	NUM	NUM;ACC;MASC;PL
二	dwa	二	dwa	NUM	NUM;ACC;MASC;PL
改善	poprawa	改善	poprawa	V	V;IPFV;IND;SG;PRS;FIN;ACT
改善	poprawa	改善	poprawa	V	V;IPFV;IND;SG;PRS;FIN;ACT
改善	poprawa	改善	poprawa	V	V;IPFV;IND;SG;PRS;FIN;ACT
文書	dokumenty	文書	dokument	N	N;NOM;MASC;PL
文書	dokument	文書	dokument	N	N;ACC;MASC;SG
文書	dokumentu	文書	dokument	N	N;GEN;MASC;SG
文書	dokumenty	文書	dokument	N	N;NOM;MASC;PL
文書	dokumentów	文書	dokument	N	N;GEN;MASC;PL
世代	pokolenie	世代	pokolenie	N	N;NOM;NEUT;SG
世代	wytwarzanie	世代	wytwarzać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
世代	generacja	世代	generacja	N	N;NOM;FEM;SG
世代	generowanie	世代	generować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
世代	pokolenie	世代	pokolenie	N	N;NOM;NEUT;SG
世代	pokolenia	世代	pokolenie	N	N;NOM;NEUT;SG
ネットワーク	sieć	ネットワーク	sieć	N	N;NOM;FEM;SG
審査	recenzja	審査	recenzja	N	N;NOM;FEM;SG
審査	przeglądu	審査	przegląd	N	N;GEN;MASC;SG
審査	rewizja	審査	rewizja	N	N;NOM;FEM;SG
審査	badanie	審査	badanie	N	N;NOM;NEUT;SG
審査	egzamin	審査	egzamin	N	N;NOM;MASC;SG
重量	ciężar	重量	ciężar	N	N;NOM;MASC;SG
重量	wagi	重量	waga	N	N;ACC;FEM;SG
観測	obserwuję	観測	obserwować	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
観測	obserwuje	観測	obserwować	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
会場	miejsce	会場	miejsce	N	N;NOM;NEUT;SG
プレイヤー	gracz	プレイヤー	gracz	N	N;NOM;MASC;SG
プレイヤー	zawodnik	プレイヤー	zawodnik	N	N;NOM;MASC;SG
プレイヤー	gracza	プレイヤー	gracza	N	N;ACC;MASC;SG
プレイヤー	odtwarzacz	プレイヤー	odtwarzacz	N	N;NOM;MASC;SG
プレイヤー	zawodnicy	プレイヤー	zawodnik	N	N;NOM;MASC;PL
プレイヤー	graczy	プレイヤー	gracz	N	N;ACC;MASC;PL
プレイヤー	gracze	プレイヤー	gracz	N	N;NOM;MASC;PL
河川	rzeka	河川	rzeka	N	N;NOM;FEM;SG
クイズ	quiz	クイズ	quiz	N	N;NOM;MASC;SG
巨大	ogromny	巨大	ogromny	ADJ	ADJ;NOM;MASC;SG
巨大	ogromna	巨大	ogromny	ADJ	ADJ;NOM;FEM;SG
巨大	ogromne	巨大	ogromny	ADJ	ADJ;NOM;NEUT;SG
巨大	olbrzymi	巨大	olbrzymi	ADJ	ADJ;NOM;MASC;SG
伝統	tradycję	伝統	tradycja	N	N;ACC;FEM;SG
伝統	tradycja	伝統	tradycja	N	N;NOM;FEM;SG
伝統	tradycji	伝統	tradycja	N	N;GEN;FEM;SG
伝統	tradycje	伝統	tradycja	N	N;NOM;FEM;PL
伝統	tradycja	伝統	tradycja	N	N;NOM;FEM;SG
伝統	tradycji	伝統	tradycja	N	N;GEN;FEM;SG
伝統	tradycje	伝統	tradycja	N	N;NOM;FEM;PL
ナイト	rycerz	ナイト	rycerz	N	N;NOM;MASC;SG
ナイト	rycerze	ナイト	rycerz	N	N;NOM;MASC;PL
ナイト	skoczek	ナイト	skoczek	N	N;NOM;MASC;SG
ナイト	nocy	ナイト	noc	N	N;GEN;FEM;SG
ナイト	noc	ナイト	noc	N	N;NOM;FEM;SG
区分	kategoria	区分	kategoria	N	N;NOM;FEM;SG
区分	kategorii	区分	kategoria	N	N;GEN;FEM;SG
ルー	lew	ルー	lew	N	N;NOM;MASC;SG
後継	następcy	後継	następca	N	N;NOM;MASC;SG
月曜	poniedziałki	月曜	poniedziałek	N	N;ACC;MASC;SG
少ない	mniejsza	少ない	mały	ADJ	ADJ;NOM;CMPR;FEM;SG
比較	porównaj	比較	porównać	V	V;PFV;IMP;SG;2;FIN;ACT
比較	porównać	比較	porównać	V	V;PFV;NFIN;ACT
貴族	szlachta	貴族	szlachta	N	N;NOM;FEM;SG
貴族	szlachetności	貴族	szlachetność	N	N;GEN;FEM;SG
向上	poprawa	向上	poprawa	V	V;IPFV;IND;SG;PRS;FIN;ACT
バトル	walka	バトル	walka	N	N;NOM;FEM;SG
ダンス	taniec	ダンス	taniec	N	N;NOM;MASC;SG
ダンス	taniec	ダンス	taniec	N	N;NOM;MASC;SG
ダンス	tańce	ダンス	tańka	N	N;NOM;MASC;PL
資格	kwalifikacje	資格	kwalifikacja	N	N;NOM;FEM;PL
資格	kwalifikacji	資格	kwalifikacja	N	N;GEN;FEM;SG
資格	kwalifikacje	資格	kwalifikacja	N	N;NOM;FEM;PL
資格	kwalifikacji	資格	kwalifikacja	N	N;GEN;FEM;SG
ミサイル	pociski	ミサイル	pocisk	N	N;NOM;MASC;PL
ミサイル	rakiety	ミサイル	rakieta	N	N;ACC;FEM;PL
ミサイル	pocisk	ミサイル	pocisk	N	N;NOM;MASC;SG
ミサイル	rakieta	ミサイル	rakieta	N	N;NOM;FEM;SG
文章	wyrok	文章	wyrok	N	N;NOM;MASC;SG
文章	zdanie	文章	zdanie	N	N;NOM;NEUT;SG
文章	zdania	文章	zdanie	N	N;NOM;NEUT;PL
到着	przybywa	到着	przybywać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
平和	pokojowe	平和	pokojowy	ADJ	ADJ;NOM;NEUT;SG
平和	pokojowych	平和	pokojowy	ADJ	ADJ;GEN;MASC;PL
平和	spokojne	平和	spokojny	ADJ	ADJ;NOM;NEUT;SG
平和	spokojna	平和	spokojny	ADJ	ADJ;NOM;FEM;SG
一度	kiedyś	一度	kiedyś	ADV	ADV
集合	zestaw	集合	zestawić	N	N;NOM;MASC;SG
集合	komplet	集合	komplet	N	N;NOM;MASC;SG
集合	zestawy	集合	zestaw	N	N;NOM;MASC;PL
集合	komplety	集合	komplet	N	N;NOM;MASC;PL
コンサート	koncert	コンサート	koncert	N	N;NOM;MASC;SG
コンサート	koncerty	コンサート	koncert	N	N;NOM;MASC;PL
ロボット	robocie	ロボット	robota	N	N;DAT;FEM;SG
ロボット	roboty	ロボット	robota	N	N;ACC;FEM;PL
歩兵	piechotę	歩兵	piechota	N	N;ACC;FEM;SG
歩兵	piechota	歩兵	piechoty	N	N;NOM;FEM;SG
青年	młodzież	青年	młodzież	N	N;NOM;FEM;SG
青年	młodości	青年	młodość	N	N;GEN;FEM;SG
青年	młodość	青年	młodość	N	N;NOM;FEM;SG
用語	termin	用語	termin	N	N;NOM;MASC;SG
用語	kadencja	用語	kadencja	N	N;NOM;FEM;SG
用語	określenie	用語	określenie	N	N;NOM;NEUT;SG
用語	warunki	用語	warunki	N	N;NOM;NEUT;PL
用語	terminy	用語	termin	N	N;NOM;MASC;PL
用語	terminologii	用語	terminologia	N	N;GEN;FEM;SG
前身	poprzednik	前身	poprzednik	N	N;NOM;MASC;SG
前身	poprzedników	前身	poprzednik	N	N;ACC;MASC;PL
姉妹	siostrzyczki	姉妹	siostrzyczka	N	N;NOM;FEM;PL
姉妹	siostrami	姉妹	siostra	N	N;INS;FEM;PL
姉妹	siostry	姉妹	siostra	N	N;NOM;FEM;PL
姉妹	siostra	姉妹	siostra	N	N;NOM;FEM;SG
小さな	mały	小さな	mały	ADJ	ADJ;NOM;MASC;SG
小さな	niewielkie	小さな	niewielki	ADJ	ADJ;NOM;NEUT;SG
テン	dziesiątka	テン	dziesiątka	N	N;NOM;FEM;SG
秘密	secret	秘密	secret		
秘密	tajne	秘密	tajny		
適用	zastosować	適用	zastosować	V	V;PFV;NFIN;ACT
適用	stosować	適用	stosować	V	V;IPFV;NFIN;ACT
イオン	jonów	イオン	jon	N	N;GEN;MASC;PL
ジャック	jacka	ジャック	jacka	N	N;ACC;MASC;SG
ジャック	jacku	ジャック	jack	N	N;VOC;MASC;SG
フィールド	dziedzina	フィールド	dziedzina	N	N;NOM;FEM;SG
フィールド	pole	フィールド	pole	N	N;NOM;NEUT;SG
フィールド	boisko	フィールド	boisko	N	N;NOM;NEUT;SG
キロ	kilometry	キロ	kilometra	N	N;NOM;MASC;PL
キロ	kilometrów	キロ	kilometr	N	N;GEN;MASC;PL
キロ	kilogramy	キロ	kilogram	N	N;ACC;MASC;PL
キロ	kilogram	キロ	kilogram	N	N;NOM;MASC;SG
福祉	dobrostan	福祉	dobrostan	N	N;NOM;MASC;SG
福祉	dobrobyt	福祉	dobrobyt	N	N;NOM;MASC;SG
属する	należeć	属する	należeć	V	V;IPFV;NFIN;ACT
属する	należą	属する	należeć	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
レポート	raport	レポート	raport	N	N;NOM;MASC;SG
レポート	sprawozdanie	レポート	sprawozdać	N	N;NOM;NEUT;SG
レポート	zgłoszenie	レポート	zgłosić	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
レポート	zgłaszanie	レポート	zgłaszać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
レポート	raporty	レポート	raport	N	N;NOM;MASC;PL
レポート	raporty	レポート	raport	N	N;NOM;MASC;PL
レポート	sprawozdania	レポート	sprawozdać	N	N;NOM;NEUT;PL
レポート	zgłoszenia	レポート	zgłosić	N	N;NOM;NEUT;SG
レポート	raportów	レポート	raport	N	N;GEN;MASC;PL
要素	elementy	要素	element	N	N;NOM;MASC;PL
要素	pierwiastki	要素	pierwiastek	N	N;NOM;MASC;PL
要素	pierwiastek	要素	pierwiastka	N	N;NOM;MASC;SG
要素	element	要素	element	N	N;NOM;MASC;SG
ブラ	stanik	ブラ	stanik	N	N;NOM;MASC;SG
衛星	satelita	衛星	satelita	N	N;NOM;MASC;SG
衛星	satelity	衛星	satelita	N	N;ACC;FEM;PL
性能	wykonanie	性能	wykonać	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
性能	skuteczność	性能	skuteczność	N	N;NOM;FEM;SG
性能	występ	性能	występ	N	N;ACC;MASC;SG
性能	wydajność	性能	wydajność	N	N;ACC;FEM;SG
性能	wydajności	性能	wydajność	N	N;GEN;FEM;SG
カメラ	kamery	カメラ	kamera	N	N;ACC;FEM;PL
カメラ	aparatu	カメラ	aparat	N	N;GEN;MASC;SG
カメラ	kamera	カメラ	kamera	N	N;NOM;FEM;SG
カメラ	aparat	カメラ	aparat	N	N;NOM;MASC;SG
カメラ	kamery	カメラ	kamera	N	N;ACC;FEM;PL
カメラ	aparaty	カメラ	aparat	N	N;NOM;MASC;PL
役割	rola	役割	rola	N	N;NOM;FEM;SG
役割	rolę	役割	rola	N	N;ACC;FEM;SG
役割	roli	役割	rola	N	N;GEN;FEM;SG
役割	ról	役割	ról	N	N;GEN;FEM;PL
役割	rolach	役割	ról	N	N;DAT;FEM;PL
改良	poprawa	改良	poprawa	V	V;IPFV;IND;SG;PRS;FIN;ACT
講師	wykładowca	講師	wykładowca	N	N;NOM;MASC;SG
講師	instruktorów	講師	instruktor	N	N;ACC;MASC;PL
講師	instruktor	講師	instruktor	N	N;NOM;MASC;SG
曖昧	niejasne	曖昧	niejasny		
読み	czytaj	読む	czytać	V	V;IPFV;IMP;SG;2;FIN;ACT
読み	czytać	読む	czytać	V	V;IPFV;NFIN;ACT
読み	przeczytaj	読む	przeczytać	V	V;PFV;IMP;SG;2;FIN;ACT
コレクション	zbiory	コレクション	zbiór	N	N;NOM;MASC;PL
コレクション	kolekcji	コレクション	kolekcja	N	N;GEN;FEM;SG
コレクション	kolekcje	コレクション	kolekcja	N	N;NOM;FEM;PL
コレクション	zbieranie	コレクション	zbierać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
コレクション	kolekcja	コレクション	kolekcja	N	N;NOM;FEM;SG
コレクション	zbiór	コレクション	zbiór	N	N;NOM;MASC;SG
コレクション	kolekcji	コレクション	kolekcja	N	N;GEN;FEM;SG
犯罪	przestępstwo	犯罪	przestępstwo	N	N;NOM;NEUT;SG
犯罪	przestępczość	犯罪	przestępczość	N	N;NOM;FEM;SG
犯罪	przestępstwa	犯罪	przestępstwo	N	N;NOM;NEUT;SG
犯罪	zbrodnie	犯罪	zbrodnie	N	N;NOM;FEM;SG
犯罪	zbrodnia	犯罪	zbrodnia	N	N;NOM;FEM;SG
大陸	kontynent	大陸	kontynent	N	N;NOM;MASC;SG
大陸	kontynentach	大陸	kontynent	N	N;GEN;MASC;PL
画面	ekran	画面	ekran	N	N;NOM;MASC;SG
画面	ekranu	画面	ekran	N	N;GEN;MASC;SG
画面	ekranie	画面	ekran	N	N;INS;MASC;SG
医師	lekarza	医師	lekarz	N	N;ACC;MASC;SG
医師	lekarz	医師	lekarz	N	N;NOM;MASC;SG
医師	lekarze	医師	lekarz	N	N;NOM;MASC;PL
医師	doktorzy	医師	doktorzyć	N	N;NOM;MASC;PL
医師	lekarzy	医師	lekarz	N	N;ACC;MASC;PL
医師	lekarze	医師	lekarz	N	N;NOM;MASC;PL
医師	lekarzy	医師	lekarz	N	N;ACC;MASC;PL
医師	lekarz	医師	lekarz	N	N;NOM;MASC;SG
国会	parlament	国会	parlament	N	N;NOM;MASC;SG
国会	parlamentowi	国会	parlament	N	N;DAT;MASC;SG
国会	parlamentu	国会	parlament	N	N;GEN;MASC;SG
国会	dieta	国会	dieta	N	N;NOM;FEM;SG
国会	diety	国会	dieta	N	N;GEN;FEM;SG
インタビュー	wywiad	インタビュー	wywiad	N	N;NOM;MASC;SG
インタビュー	wywiady	インタビュー	wywiad	N	N;NOM;MASC;PL
インタビュー	przesłuchanie	インタビュー	przesłuchanie	N	N;NOM;NEUT;SG
インタビュー	rozmowa	インタビュー	rozmowa	N	N;NOM;FEM;SG
インタビュー	przesłuchania	インタビュー	przesłuchanie	N	N;NOM;NEUT;SG
インタビュー	wywiady	インタビュー	wywiad	N	N;NOM;MASC;PL
マガジン	czasopismo	マガジン	czasopismo	N	N;NOM;NEUT;SG
マガジン	magazyn	マガジン	magazyn	N	N;NOM;MASC;SG
マガジン	magazynek	マガジン	magazynka	N	N;NOM;MASC;SG
マガジン	czasopisma	マガジン	czasopismo	N	N;ACC;MASC;SG
生命	życia	生命	życie	N	N;GEN;NEUT;SG
生命	dożywocie	生命	dożywocie	N	N;NOM;NEUT;SG
生命	życie	生命	życie	N	N;NOM;NEUT;SG
コミュニティ	społeczności	コミュニティ	społeczność	N	N;GEN;FEM;SG
コミュニティ	wspólnoty	コミュニティ	wspólnota	N	N;GEN;FEM;SG
コミュニティ	społeczność	コミュニティ	społeczność	N	N;NOM;FEM;SG
コミュニティ	społeczności	コミュニティ	społeczność	N	N;GEN;FEM;SG
コミュニティ	wspólnoty	コミュニティ	wspólnota	N	N;GEN;FEM;SG
コミュニティ	wspólnota	コミュニティ	wspólnota	N	N;NOM;FEM;SG
弁護士	adwokaci	弁護士	adwokaty	N	N;NOM;MASC;PL
弁護士	adwokatów	弁護士	adwokat	N	N;ACC;MASC;PL
弁護士	prawnicy	弁護士	prawnica	N	N;NOM;MASC;PL
弁護士	prawników	弁護士	prawnik	N	N;ACC;MASC;PL
弁護士	adwokatów	弁護士	adwokat	N	N;ACC;MASC;PL
弁護士	adwokaci	弁護士	adwokaty	N	N;NOM;MASC;PL
弁護士	adwokat	弁護士	adwokat	N	N;NOM;MASC;SG
弁護士	prawnika	弁護士	prawnika	N	N;ACC;MASC;SG
弁護士	prawnik	弁護士	prawnik	N	N;NOM;MASC;SG
危険	niebezpieczne	危険	niebezpieczny	ADJ	ADJ;NOM;NEUT;SG
危険	niebezpieczna	危険	niebezpieczny	ADJ	ADJ;NOM;FEM;SG
危険	niebezpieczny	危険	niebezpieczny	ADJ	ADJ;NOM;MASC;SG
健康	zdrowe	健康	zdrowy	ADJ	ADJ;NOM;NEUT;SG
健康	zdrowi	健康	zdrowy	ADJ	ADJ;NOM;MASC;PL
設備	udogodnienia	設備	udogodnienie	N	N;NOM;NEUT;PL
設備	udogodnienia	設備	udogodnienie	N	N;NOM;NEUT;PL
わか	waka	わか	waka		
価格	ceny	価格	cena	N	N;NOM;FEM;PL
価格	cennik	価格	cennik	N	N;NOM;MASC;SG
価格	ceny	価格	cena	N	N;NOM;FEM;PL
価格	ceny	価格	cena	N	N;NOM;FEM;PL
価格	cennik	価格	cennik	N	N;NOM;MASC;SG
アニメーション	animacji	アニメーション	animacja	N	N;GEN;FEM;SG
アニメーション	animacje	アニメーション	animacja	N	N;NOM;FEM;PL
アニメーション	animacji	アニメーション	animacja	N	N;GEN;FEM;SG
参考	odniesienie	参考	odniesienie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
参考	odniesienia	参考	odnieść	N	N;GEN;NEUT;SG
工学	maszynownia	工学	maszynownia	N	N;NOM;FEM;SG
工学	inżynieria	工学	inżynierie	N	N;NOM;FEM;SG
母親	matki	母親	matka	N	N;GEN;FEM;SG
母親	matka	母親	matka	N	N;NOM;FEM;SG
専攻	major	専攻	major	N	N;NOM;MASC;SG
ドア	drzwi	ドア	drzwi	N	N;NOM;NEUT;PL
ドア	drzwi	ドア	drzwi	N	N;NOM;NEUT;PL
数学	matematykę	数学	matematyka	N	N;ACC;FEM;SG
数学	matematyki	数学	matematyk	N	N;GEN;FEM;SG
数学	matematyka	数学	matematyka	N	N;NOM;FEM;SG
数学	matematyki	数学	matematyk	N	N;GEN;FEM;SG
数学	matematyka	数学	matematyka	N	N;NOM;FEM;SG
信号	sygnały	信号	sygnał	N	N;NOM;MASC;PL
信号	sygnał	信号	sygnał	N	N;ACC;MASC;SG
あまり	nieznacznie	あまり	nieznacznie	ADV	ADV
あまり	lekko	あまり	lekko	ADV	ADV
あまり	nieco	あまり	nieco	ADV	ADV
ゴール	bramki	ゴール	bramka	N	N;ACC;FEM;PL
ゴール	cele	ゴール	cel	N	N;NOM;MASC;PL
ゴール	celów	ゴール	cel	N	N;GEN;MASC;PL
ゴール	bramek	ゴール	bramek	N	N;GEN;FEM;PL
ゴール	bramka	ゴール	bramka	N	N;NOM;FEM;SG
ゴール	gol	ゴール	gol	N	N;NOM;MASC;SG
ゴール	cel	ゴール	cel	N	N;NOM;MASC;SG
金融	finansowania	金融	finansowanie	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
金融	finansowanie	金融	finansować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ミス	panna	ミス	panna	N	N;NOM;FEM;SG
周囲	obwód	周囲	obwód	N	N;NOM;MASC;SG
動画	film	動画	film	N	N;ACC;MASC;SG
動画	filmy	動画	film	N	N;NOM;MASC;PL
