ابتر	miserábel	ابتر	miserábel	ADJ	ADJ
بات	doenza	بات	doenza	N;NOM;FEM;SG;3	N
بات	estado	بات	estado	N;NOM;FEM;SG;3	N
بات	desexo	بات	desexo	N;NOM;FEM;SG;3	N
بات	denuncia	بات	denuncia	N;NOM;FEM;SG;3	N
بات	desexo	بات	desexo	N;NOM;FEM;SG;3	N
بات	razón	بات	razón	N;NOM;FEM;SG;3	N
بات	motivo	بات	motivo	N;NOM;FEM;SG;3	N
بات	pola	بات	pola	N;NOM;FEM;SG;3	N
بات	proba	بات	proba	N;NOM;FEM;SG;3	N
بات	probas	بات	proba	N;NOM;FEM;SG;3	N
بات	diferenza	بات	diferenza	N;NOM;FEM;SG;3	N
بات	distinción	بات	distinción	N;NOM;FEM;SG;3	N
بات	misterio	بات	misterio	N;NOM;FEM;SG;3	N
بات	segredo	بات	segredo	N;NOM;FEM;SG;3	N
بات	secreto	بات	secreto	N;NOM;FEM;SG;3	N
بات	secreta	بات	secreta	N;NOM;FEM;SG;3	N
بات	hábito	بات	hábito	N;NOM;FEM;SG;3	N
بات	costume	بات	costume	N;NOM;FEM;SG;3	N
بات	desculpa	بات	desculpa	N;NOM;FEM;SG;3	N
بات	suxestión	بات	suxestión	N;NOM;FEM;SG;3	N
بات	materia	بات	materia	N;NOM;FEM;SG;3	N
بات	historia	بات	historia	N;NOM;FEM;SG;3	N
بات	relato	بات	relato	N;NOM;FEM;SG;3	N
بات	obxectivo	بات	obxectivo	N;NOM;FEM;SG;3	N
بات	palabra	بات	palabra	N;NOM;FEM;SG;3	N
بات	xeito	بات	xeito	N;NOM;FEM;SG;3	N
بات	maneira	بات	maneira	N;NOM;FEM;SG;3	N
بات	conto	بات	conto	N;NOM;FEM;SG;3	N
بات	fadas	بات	facer	N;NOM;FEM;SG;3	N
بات	circunstancias	بات	circunstancia	N;NOM;FEM;SG;3	N
بات	petición	بات	petición	N;NOM;FEM;SG;3	N
بات	causa	بات	causa	N;NOM;FEM;SG;3	N
بات	idea	بات	idea	N;NOM;FEM;SG;3	N
بات	práctica	بات	práctica	N;NOM;FEM;SG;3	N
بات	oficina	بات	oficinar	N;NOM;FEM;SG;3	N
بات	despacho	بات	despacho	N;NOM;FEM;SG;3	N
بات	correo	بات	correo	N;NOM;FEM;SG;3	N
بات	declaración	بات	declaración	N;NOM;FEM;SG;3	N
بات	calidade	بات	calidade	N;NOM;FEM;SG;3	N
بات	compromiso	بات	compromiso	N;NOM;FEM;SG;3	N
بات	propósito	بات	propósito	N;NOM;FEM;SG;3	N
بات	fin	بات	fin	N;NOM;FEM;SG;3	N
بات	intención	بات	intención	N;NOM;FEM;SG;3	N
بات	obxectivo	بات	obxectivo	N;NOM;FEM;SG;3	N
بات	charla	بات	charlar	N;NOM;FEM;SG;3	N
بات	discurso	بات	discurso	N;NOM;FEM;SG;3	N
بات	expresión	بات	expresión	N;NOM;FEM;SG;3	N
بات	modo	بات	modo	N;NOM;FEM;SG;3	N
بات	consello	بات	consello	N;NOM;FEM;SG;3	N
بات	substancia	بات	substancia	N;NOM;FEM;SG;3	N
بات	promesa	بات	promesar	N;NOM;FEM;SG;3	N
بات	prométocho	بات	prométocho	N;NOM;FEM;SG;3	N
بات	asunto	بات	asunto	N;NOM;FEM;SG;3	N
بات	tema	بات	tema	N;NOM;FEM;SG;3	N
بات	asunto	بات	asunto	N;NOM;FEM;SG;3	N
بات	pregunta	بات	pregunta	N;NOM;FEM;SG;3	N
بات	cuestión	بات	cuestión	N;NOM;FEM;SG;3	N
بات	charla	بات	charlar	N;NOM;FEM;SG;3	N
بات	suxeito	بات	suxeito	N;NOM;FEM;SG;3	N
بات	tema	بات	tema	N;NOM;FEM;SG;3	N
بات	materia	بات	materia	N;NOM;FEM;SG;3	N
بات	xeito	بات	xeito	N;NOM;FEM;SG;3	N
بات	maneira	بات	maneira	N;NOM;FEM;SG;3	N
بات	forma	بات	forma	N;NOM;FEM;SG;3	N
بات	camiño	بات	camiño	N;NOM;FEM;SG;3	N
بات	tema	بات	tema	N;NOM;FEM;SG;3	N
بات	problema	بات	problema	N;NOM;FEM;SG;3	N
باتیں	leis	بات	lei	N;NOM;MASC;PL;3	N
باتیں	regras	بات	regra	N;NOM;MASC;PL;3	N
باتیں	normas	بات	norma	N;NOM;MASC;PL;3	N
بادشاہ	xurxo	بادشاہ	xurxo	N;NOM;MASC;SG;3	N
بادشاہ	mestre	بادشاہ	mestre	N;NOM;MASC;SG;3	N
بادشاہ	máster	بادشاہ	máster	N;NOM;MASC;SG;3	N
بادشاہ	dono	بادشاہ	dono	N;NOM;MASC;SG;3	N
بادشاہ	propietario	بادشاہ	propietario	N;NOM;MASC;SG;3	N
بادشاہ	patrón	بادشاہ	patrón	N;NOM;MASC;SG;3	N
بادشاہ	señor	بادشاہ	señor	N;NOM;MASC;SG;3	N
بادشاہ	señor	بادشاہ	señor	N;NOM;MASC;SG;3	N
بادشاہ	deus	بادشاہ	daus	N;NOM;MASC;SG;3	N
بادشاہت	norma	بادشاہت	norma	N;NOM;MASC;SG;3	N
بادشاہت	regra	بادشاہت	regra	N;NOM;MASC;SG;3	N
بادشاہت	reino	بادشاہت	reino	N;NOM;MASC;SG;3	N
بادشاہت	ceos	بادشاہت	ceos	N;NOM;MASC;SG;3	N
بادشاہی	teatro	بادشاہی	teatro	N;NOM;MASC;SG;3	N
بادشاہی	alteza	بادشاہی	altezar	N;NOM;MASC;SG;3	N
بادشاہی	reino	بادشاہی	reino	N;NOM;MASC;SG;3	N
بادشاہی	ceos	بادشاہی	ceos	N;NOM;MASC;SG;3	N
بادشاہی	teatro	بادشاہی	teatro	N;NOM;MASC;SG;3	N
بادشاہی	alteza	بادشاہی	altezar	N;NOM;MASC;SG;3	N
بادشاہی	reino	بادشاہی	reino	N;NOM;MASC;SG;3	N
بادشاہی	ceos	بادشاہی	ceos	N;NOM;MASC;SG;3	N
بار	carga	بار	carga	N;NOM;MASC;SG;3	N
بار	cargamento	بار	cargamento	N;NOM;MASC;SG;3	N
بار	deus	بار	daus	N;NOM;MASC;SG;3	N
بار	carga	بار	carga	N;NOM;MASC;SG;3	N
بار	momento	بار	momento	N;NOM;MASC;SG;3	N
بار	tempo	بار	tempo	N;NOM;MASC;SG;3	N
بار	vez	بار	vez	N;NOM;MASC;SG;3	N
بار	hora	بار	hora	N;NOM;MASC;SG;3	N
بار	oportunidade	بار	oportunidade	N;NOM;MASC;SG;3	N
بار	oportunidades	بار	oportunidade	N;NOM;MASC;SG;3	N
بار	nunha	بار	nunha	N;NOM;MASC;SG;3	N
بار	ocasión	بار	ocasión	N;NOM;MASC;SG;3	N
بار	tribunal	بار	tribunal	N;NOM;MASC;SG;3	N
بار	peso	بار	peso	N;NOM;MASC;SG;3	N
بار	importancia	بار	importancia	N;NOM;MASC;SG;3	N
بار	entrada	بار	entrada	N;NOM;MASC;SG;3	N
بار	porta	بار	porta	N;NOM;MASC;SG;3	N
بار	préstamo	بار	préstamo	N;NOM;MASC;SG;3	N
بار	froita	بار	froita	N;NOM;MASC;SG;3	N
بار	responsabilidade	بار	responsabilidade	N;NOM;MASC;SG;3	N
بار	carga	بار	carga	N;NOM;MASC;SG;3	N
بار	cargamento	بار	cargamento	N;NOM;MASC;SG;3	N
بار	deus	بار	daus	N;NOM;MASC;SG;3	N
بار	carga	بار	carga	N;NOM;MASC;SG;3	N
بار	momento	بار	momento	N;NOM;MASC;SG;3	N
بار	tempo	بار	tempo	N;NOM;MASC;SG;3	N
بار	vez	بار	vez	N;NOM;MASC;SG;3	N
بار	hora	بار	hora	N;NOM;MASC;SG;3	N
بار	oportunidade	بار	oportunidade	N;NOM;MASC;SG;3	N
بار	oportunidades	بار	oportunidade	N;NOM;MASC;SG;3	N
بار	nunha	بار	nunha	N;NOM;MASC;SG;3	N
بار	ocasión	بار	ocasión	N;NOM;MASC;SG;3	N
بار	tribunal	بار	tribunal	N;NOM;MASC;SG;3	N
بار	peso	بار	peso	N;NOM;MASC;SG;3	N
بار	importancia	بار	importancia	N;NOM;MASC;SG;3	N
بار	entrada	بار	entrada	N;NOM;MASC;SG;3	N
بار	porta	بار	porta	N;NOM;MASC;SG;3	N
بار	préstamo	بار	préstamo	N;NOM;MASC;SG;3	N
بار	froita	بار	froita	N;NOM;MASC;SG;3	N
بار	responsabilidade	بار	responsabilidade	N;NOM;MASC;SG;3	N
بارگاہ	suprema	بارگاہ	suprema	N;NOM;MASC;SG;3	N
بارگاہ	tribunal	بارگاہ	tribunal	N;NOM;MASC;SG;3	N
بارگاہ	xulgado	بارگاہ	xulgado	N;NOM;MASC;SG;3	N
بارگاہ	corte	بارگاہ	corte	N;NOM;MASC;SG;3	N
بارگاہ	santos	بارگاہ	santo	N;NOM;MASC;SG;3	N
بارگاہ	mansión	بارگاہ	mansión	N;NOM;MASC;SG;3	N
بارے	embargo	بارہ	embargo	N;ACC;MASC;SG;3	N
بارے	vez	بارہ	vez	N;ACC;MASC;SG;3	N
بارے	súpeto	بارہ	súpeto	N;ACC;MASC;SG;3	N
باریک	minuto	باریک	minuto	N;NOM;MASC;SG;3	N
باریک	momento	باریک	momento	N;NOM;MASC;SG;3	N
باریک	intre	باریک	intre	N;NOM;MASC;SG;3	N
باریک	instituto	باریک	instituto	N;NOM;MASC;SG;3	N
باریک	altos	باریک	alto	N;NOM;MASC;SG;3	N
باریک	delgado	باریک	delgar	N;NOM;MASC;SG;3	N
باریک	fraca	باریک	fracar	N;NOM;MASC;SG;3	N
باریک	complexas	باریک	complexo	N;NOM;MASC;SG;3	N
باز	volta	باز	volta	N;NOM;MASC;SG;3	N
باز	vez	باز	vez	N;NOM;MASC;SG;3	N
باز	persoa	باز	persoa	N;NOM;MASC;SG;3	N
باز	actor	باز	actor	N;NOM;MASC;SG;3	N
باز	axente	باز	axente	N;NOM;MASC;SG;3	N
باز	volta	باز	volta	N;NOM;MASC;SG;3	N
باز	vez	باز	vez	N;NOM;MASC;SG;3	N
باز	persoa	باز	persoa	N;NOM;MASC;SG;3	N
باز	actor	باز	actor	N;NOM;MASC;SG;3	N
باز	axente	باز	axente	N;NOM;MASC;SG;3	N
بازار	comercio	بازار	comercio	N;NOM;MASC;SG;3	N
بازار	oficio	بازار	oficio	N;NOM;MASC;SG;3	N
بازار	negocios	بازار	negocio	N;NOM;MASC;SG;3	N
بازار	negocio	بازار	negocio	N;NOM;MASC;SG;3	N
بازار	asunto	بازار	asunto	N;NOM;MASC;SG;3	N
بازار	traballo	بازار	traballo	N;NOM;MASC;SG;3	N
بازار	prezos	بازار	prezo	N;NOM;MASC;SG;3	N
بازار	prezo	بازار	prezo	N;NOM;MASC;SG;3	N
بازار	precio	بازار	precio	N;NOM;MASC;SG;3	N
بازار	caché	بازار	caché	N;NOM;MASC;SG;3	N
بازار	valor	بازار	valor	N;NOM;MASC;SG;3	N
بازار	á	بازار	á	N;NOM;MASC;SG;3	N
بازار	venda	بازار	venda	N;NOM;MASC;SG;3	N
بازار	mercado	بازار	mercado	N;NOM;MASC;SG;3	N
بازار	mercados	بازار	mercado	N;NOM;MASC;SG;3	N
بازار	feira	بازار	feira	N;NOM;MASC;SG;3	N
بازار	taxa	بازار	taxa	N;NOM;MASC;SG;3	N
بازاری	común	بازاری	común	ADJ	ADJ
بازاری	comúns	بازاری	común	ADJ	ADJ
بازاری	común	بازاری	común	ADJ	ADJ
بازاری	ordinario	بازاری	ordinario	ADJ	ADJ
بازاری	correntes	بازاری	corrente	ADJ	ADJ
بازاری	simple	بازاری	simple	ADJ	ADJ
بازاری	banal	بازاری	banal	ADJ	ADJ
بازگشت	cambio	بازگشت	cambio	N;NOM;MASC;SG;3	N
بازگشت	retorno	بازگشت	retorno	N;NOM;MASC;SG;3	N
بازی	deporte	بازی	deporte	N;NOM;MASC;SG;3	N
بازی	aposto	بازی	aposto	N;NOM;MASC;SG;3	N
بازی	seguro	بازی	seguro	N;NOM;MASC;SG;3	N
بازی	xogo	بازی	xogo	N;NOM;MASC;SG;3	N
بازی	xogo	بازی	xogo	N;NOM;MASC;SG;3	N
بازی	truco	بازی	truco	N;NOM;MASC;SG;3	N
بازی	deporte	بازی	deporte	N;NOM;MASC;SG;3	N
بازی	aposto	بازی	aposto	N;NOM;MASC;SG;3	N
بازی	seguro	بازی	seguro	N;NOM;MASC;SG;3	N
بازی	partido	بازی	partido	N;NOM;MASC;SG;3	N
بازی	xogo	بازی	xogo	N;NOM;MASC;SG;3	N
بازی	videoxogos	بازی	videoxogos	N;NOM;MASC;SG;3	N
بازی	xogo	بازی	xogo	N;NOM;MASC;SG;3	N
بازی	xogo	بازی	xogo	N;NOM;MASC;SG;3	N
بازی	truco	بازی	truco	N;NOM;MASC;SG;3	N
بال	pelo	بال	pelo	N;NOM;MASC;SG;3	N
بال	cabelo	بال	cabelo	N;NOM;MASC;SG;3	N
بال	estado	بال	estado	N;NOM;MASC;SG;3	N
بال	nena	بال	nena	N;NOM;MASC;SG;3	N
بال	neno	بال	neno	N;NOM;MASC;SG;3	N
بال	fillo	بال	fillo	N;NOM;MASC;SG;3	N
بال	condición	بال	condición	N;NOM;MASC;SG;3	N
بال	situación	بال	situación	N;NOM;MASC;SG;3	N
بال	doenza	بال	doenza	N;NOM;MASC;SG;3	N
بال	estado	بال	estado	N;NOM;MASC;SG;3	N
بال	fortaleza	بال	fortalezar	N;NOM;MASC;SG;3	N
بال	forzas	بال	forza	N;NOM;MASC;SG;3	N
بال	forza	بال	forza	N;NOM;MASC;SG;3	N
بال	nunha	بال	nunha	N;NOM;MASC;SG;3	N
بال	á	بال	á	N;NOM;MASC;SG;3	N
بال	corazón	بال	corazón	N;NOM;MASC;SG;3	N
بال	cardíacas	بال	cardíaco	N;NOM;MASC;SG;3	N
بال	cardíaca	بال	cardíaco	N;NOM;MASC;SG;3	N
بال	mente	بال	mente	N;NOM;MASC;SG;3	N
بالاتر	alta	بالاتر	alto	ADJ	ADJ
بالاتر	maior	بالاتر	maior	ADJ	ADJ
بالاتر	altas	بالاتر	alto	ADJ	ADJ
بالاتر	alto	بالاتر	alto	ADJ	ADJ
بِالاجمال	brevemente	بِالاجمال	brevementar	ADV	ADV
بِالاعلان	publicamente	بِالاعلان	publicamente	ADV	ADV
بالائی	real	بالائی	real	ADJ	ADJ
بالائی	adicional	بالائی	adicional	ADJ	ADJ
بالائی	extraordinario	بالائی	extraordinario	ADJ	ADJ
بالائی	extraordinarias	بالائی	extraordinario	ADJ	ADJ
بالائی	extraordinarios	بالائی	extraordinario	ADJ	ADJ
بالائی	extraodinarios	بالائی	extraodinario	ADJ	ADJ
بالائی	extraordinaria	بالائی	extraordinario	ADJ	ADJ
بالائی	real	بالائی	real	ADJ	ADJ
بالائی	adicional	بالائی	adicional	ADJ	ADJ
بالائی	superior	بالائی	superior	ADJ	ADJ
بالائی	extraordinario	بالائی	extraordinario	ADJ	ADJ
بالائی	extraordinarias	بالائی	extraordinario	ADJ	ADJ
بالائی	extraordinarios	بالائی	extraordinario	ADJ	ADJ
بالائی	extraodinarios	بالائی	extraodinario	ADJ	ADJ
بالائی	extraordinaria	بالائی	extraordinario	ADJ	ADJ
بِالآخر	finalmente	بِالآخر	final	ADV	ADV
بِالخُصوص	especialmente	بِالخُصوص	especial	ADV	ADV
بِالخُصوص	moi	بِالخُصوص	moi	ADV	ADV
بِالخُصوص	particularmente	بِالخُصوص	particular	ADV	ADV
بِالخَیر	contento	بِالخَیر	contento	ADV	ADV
بِالخَیر	ben	بِالخَیر	ben	ADV	ADV
بِالذّات	forma	بِالذّات	forma	N;NOM;MASC;PL;3	N
بالغ	adulta	بالغ	adulto	ADJ	ADJ
بِالفعل	en	بِالفعل	en	ADP	ADP
بِالفعل	de	بِالفعل	de	ADP	ADP
دربان	garda	دربان	garda	N;NOM;MASC;SG;3	N
دربان	garda	دربان	garda	N;NOM;MASC;SG;3	N
بانٹنا	dividen	بانٹ	dividir	V;SG;NFIN;ACT	V
بانچنا	lin	بانچ	lin	V;SG;NFIN;ACT	V
بانچنا	ler	بانچ	ler	V;SG;NFIN;ACT	V
بانچنا	describir	بانچ	describir	V;SG;NFIN;ACT	V
بانچنا	mencionar	بانچ	mencionar	V;SG;NFIN;ACT	V
بانچنا	estudar	بانچ	estudar	V;SG;NFIN;ACT	V
بانچنا	estudamos	بانچ	estudar	V;SG;NFIN;ACT	V
باندر	mono	باندر	mono	N;NOM;MASC;SG;3	N
باندر	monos	باندر	monos	N;NOM;MASC;SG;3	N
باندھنا	deseñar	باندھنا	deseñar	V;NFIN;ACT	V
باندھنا	deter	باندھنا	deter	V;NFIN;ACT	V
باندھنا	construír	باندھنا	construír	V;NFIN;ACT	V
باندھنا	crear	باندھنا	crear	V;NFIN;ACT	V
باندھنا	construir	باندھنا	construir	V;NFIN;ACT	V
باہر	fóra	باہر	fóra	ADV;NOM;MASC;SG;3	ADV
باہر	alén	باہر	alén	ADV;NOM;MASC;SG;3	ADV
باہر	máis	باہر	máis	ADV;NOM;MASC;SG;3	ADV
باہر	alá	باہر	alá	ADV;NOM;MASC;SG;3	ADV
باہر	aló	باہر	aló	ADV;NOM;MASC;SG;3	ADV
باہر	moi	باہر	moi	ADV;NOM;MASC;SG;3	ADV
باہر	lonxe	باہر	lonxe	ADV;NOM;MASC;SG;3	ADV
باہر	fóra	باہر	fóra	ADV;NOM;MASC;SG;3	ADV
باہر	lonxe	باہر	lonxe	ADV;NOM;MASC;SG;3	ADV
باہر	fóra	باہر	fóra	ADV;NOM;MASC;SG;3	ADV
باہر	alén	باہر	alén	ADV;NOM;MASC;SG;3	ADV
باہر	máis	باہر	máis	ADV;NOM;MASC;SG;3	ADV
باہر	alá	باہر	alá	ADV;NOM;MASC;SG;3	ADV
باہر	aló	باہر	aló	ADV;NOM;MASC;SG;3	ADV
باہر	moi	باہر	moi	ADV;NOM;MASC;SG;3	ADV
باہر	lonxe	باہر	lonxe	ADV;NOM;MASC;SG;3	ADV
باہر	fóra	باہر	fóra	ADV;NOM;MASC;SG;3	ADV
باہر	fóra	باہر	fóra	ADV;NOM;MASC;SG;3	ADV
باہر	lonxe	باہر	lonxe	ADV;NOM;MASC;SG;3	ADV
باہمی	común	باہمی	común	ADJ	ADJ
باہمی	comúns	باہمی	común	ADJ	ADJ
باہمی	común	باہمی	común	ADJ	ADJ
باہمی	comúns	باہمی	común	ADJ	ADJ
بِپتا	sofre	بڑپ	sofrer	V;IPFV;MASC;SG;V.PTCP;ACT	V
بتانا	ensinar	بتا	ensinar	V;MASC;SG;NFIN;ACT	V
بتانا	ensinarche	بتا	ensinarche	V;MASC;SG;NFIN;ACT	V
بتانا	explicar	بتا	explicar	V;MASC;SG;NFIN;ACT	V
بتانا	indicar	بتا	indicar	V;MASC;SG;NFIN;ACT	V
بتانا	amosar	بتا	amosar	V;MASC;SG;NFIN;ACT	V
بتانا	dicir	بتا	dicir	V;MASC;SG;NFIN;ACT	V
بتانا	dille	بتا	dille	V;MASC;SG;NFIN;ACT	V
بتانا	describir	بتا	describir	V;MASC;SG;NFIN;ACT	V
بتانا	demostrar	بتا	demostrar	V;MASC;SG;NFIN;ACT	V
بتانا	amosan	بتا	amosar	V;MASC;SG;NFIN;ACT	V
بتانا	demostraron	بتا	demostrar	V;MASC;SG;NFIN;ACT	V
بتانا	ensinar	بتا	ensinar	V;MASC;SG;NFIN;ACT	V
بتانا	ensinarche	بتا	ensinarche	V;MASC;SG;NFIN;ACT	V
بتانا	explicar	بتا	explicar	V;MASC;SG;NFIN;ACT	V
بتانا	indicar	بتا	indicar	V;MASC;SG;NFIN;ACT	V
بتانا	amosar	بتا	amosar	V;MASC;SG;NFIN;ACT	V
بتانا	dicir	بتا	dicir	V;MASC;SG;NFIN;ACT	V
بتانا	dille	بتا	dille	V;MASC;SG;NFIN;ACT	V
بتانا	describir	بتا	describir	V;MASC;SG;NFIN;ACT	V
بتانا	demostrar	بتا	demostrar	V;MASC;SG;NFIN;ACT	V
بتانا	amosan	بتا	amosar	V;MASC;SG;NFIN;ACT	V
بتانا	demostraron	بتا	demostrar	V;MASC;SG;NFIN;ACT	V
بتلانا	describir	بتلانا	describir	V;MASC;SG;NFIN;ACT	V
بتلانا	dicir	بتلانا	dicir	V;MASC;SG;NFIN;ACT	V
بتلانا	dille	بتلانا	dille	V;MASC;SG;NFIN;ACT	V
بتیانا	falar	بتیا	falar	V;MASC;SG;NFIN;ACT	V
بِتھارنا	estendeu	بِتھار	estender	V;SG;NFIN;ACT	V
بٹانا	cooperar	بٹا	cooperar	V;MASC;SG;NFIN;ACT	V
بٹانا	estendeu	بٹا	estender	V;MASC;SG;NFIN;ACT	V
بٹانا	axudar	بٹا	axudar	V;MASC;SG;NFIN;ACT	V
بٹنا	obter	بٹ	obter	V;MASC;SG;NFIN;ACT	V
بٹورنا	recibir	بٹور	recibir	V;NFIN;ACT	V
بجا	encaixan	بجا	encaixar	V;ACT	V
بجا	encaixa	بجا	encaixa	V;ACT	V
بجا	axustan	بجا	axustar	V;ACT	V
بجا	encaixan	بجا	encaixar	V;ACT	V
بجا	encaixa	بجا	encaixa	V;ACT	V
بجا	axustan	بجا	axustar	V;ACT	V
بجالانا	obedecer	بجالانا	obedecer	V;NFIN;ACT	V
بجنا	son	بج	ser	V;MASC;SG;V.PTCP;ACT	V
بجنا	parece	بج	parecer	V;MASC;SG;V.PTCP;ACT	V
بجوڑنا	golpearon	بجوڑ	golper	V;NFIN;ACT	V
بجوڑنا	empece	بجوڑ	empecer	V;NFIN;ACT	V
بجے	momento	بج	momento	N;NOM;MASC;SG;3	N
بجے	tempo	بج	tempo	N;NOM;MASC;SG;3	N
بجے	vez	بج	vez	N;NOM;MASC;SG;3	N
بجے	hora	بج	hora	N;NOM;MASC;SG;3	N
بِچارنا	supoño	بِچار	supor	V;NFIN;ACT	V
بِچارنا	creo	بِچار	creo	V;NFIN;ACT	V
بِچارنا	examinar	بِچار	examinar	V;NFIN;ACT	V
بِچارنا	decidir	بِچار	decidir	V;NFIN;ACT	V
بِچارنا	decidimos	بِچار	decidir	V;NFIN;ACT	V
بِچارنا	deciden	بِچار	decidir	V;NFIN;ACT	V
بِچارنا	decido	بِچار	decidir	V;NFIN;ACT	V
بِچارنا	decidirá	بِچار	decidir	V;NFIN;ACT	V
بِچارنا	decide	بِچار	decidir	V;NFIN;ACT	V
بِچارنا	penso	بِچار	penso	V;NFIN;ACT	V
بِچارنا	pensar	بِچار	pensar	V;NFIN;ACT	V
بِچارنا	creo	بِچار	creo	V;NFIN;ACT	V
بچانا	evitar	بچا	evitar	V;MASC;SG;NFIN;ACT	V
بچانا	defender	بچا	defender	V;MASC;SG;NFIN;ACT	V
بچانا	salvar	بچا	salvar	V;MASC;SG;NFIN;ACT	V
بچانا	aforrar	بچا	aforrar	V;MASC;SG;NFIN;ACT	V
بچانا	evitar	بچا	evitar	V;MASC;SG;NFIN;ACT	V
بچانا	defender	بچا	defender	V;MASC;SG;NFIN;ACT	V
بچانا	salvar	بچا	salvar	V;MASC;SG;NFIN;ACT	V
بچانا	aforrar	بچا	aforrar	V;MASC;SG;NFIN;ACT	V
بچانا	protexer	بچا	protexer	V;MASC;SG;NFIN;ACT	V
بچانا	protexen	بچا	protexer	V;MASC;SG;NFIN;ACT	V
بچانا	protexerse	بچا	protexerse	V;MASC;SG;NFIN;ACT	V
بچائو	escapar	بچائو	escapar	V;PFV;PL;V.PTCP;ACT	V
بچائو	da	بچائو	da	V;PFV;PL;V.PTCP;ACT	V
بچائو	fuxir	بچائو	fuxir	V;PFV;PL;V.PTCP;ACT	V
بچپن	infancia	بچپن	infancia	N;NOM;MASC;SG;3	N
بچپن	infantís	بچپن	infantil	N;NOM;MASC;SG;3	N
بچپن	nenez	بچپن	nenez	N;NOM;MASC;SG;3	N
بچت	aforros	بچت	aforro	N;NOM;FEM;SG;3	N
بچت	protección	بچت	protección	N;NOM;FEM;SG;3	N
بچت	seguridade	بچت	seguridade	N;NOM;FEM;SG;3	N
بچت	equilibrio	بچت	equilibrio	N;NOM;FEM;SG;3	N
بچت	balance	بچت	balance	N;NOM;FEM;SG;3	N
بچنا	sobrevivir	بچ	sobrevivir	V;MASC;SG;NFIN;ACT	V
بچنا	sobrevivimos	بچ	sobrevivir	V;MASC;SG;NFIN;ACT	V
بچنا	sobreviven	بچ	sobrevivir	V;MASC;SG;NFIN;ACT	V
بچنا	ser	بچ	ser	V;MASC;SG;NFIN;ACT	V
بچنا	recuperar	بچ	recuperar	V;MASC;SG;NFIN;ACT	V
بچنا	vivir	بچ	vivir	V;MASC;SG;NFIN;ACT	V
بچنا	viven	بچ	vivir	V;MASC;SG;NFIN;ACT	V
بچنا	vive	بچ	vivir	V;MASC;SG;NFIN;ACT	V
بچنا	sobrevivir	بچ	sobrevivir	V;MASC;SG;NFIN;ACT	V
بچنا	sobrevivimos	بچ	sobrevivir	V;MASC;SG;NFIN;ACT	V
بچنا	sobreviven	بچ	sobrevivir	V;MASC;SG;NFIN;ACT	V
بچنا	ser	بچ	ser	V;MASC;SG;NFIN;ACT	V
بچنا	recuperar	بچ	recuperar	V;MASC;SG;NFIN;ACT	V
بچنا	evitar	بچ	evitar	V;MASC;SG;NFIN;ACT	V
بچنا	vivir	بچ	vivir	V;MASC;SG;NFIN;ACT	V
بچنا	viven	بچ	vivir	V;MASC;SG;NFIN;ACT	V
بچنا	vive	بچ	vivir	V;MASC;SG;NFIN;ACT	V
بِچھڑا	marchou	بڑچھڑا	marchar	V;PFV;MASC;SG;V.PTCP;ACT	V
بِچھڑانا	separar	بِچھڑا	separar	V;PFV;MASC;SG;V.PTCP;ACT	V
بِچھڑنا	morren	بنچھڑ	morrer	V;NFIN;ACT	V
بِچھڑنا	morre	بنچھڑ	morre	V;NFIN;ACT	V
بِچھڑنا	morrer	بنچھڑ	morrer	V;NFIN;ACT	V
بِچھلنا	separar	بِچھل	separar	V;SG;NFIN;ACT	V
بِچھنا	destrúen	بنچھ	destruír	V;SG;NFIN;ACT	V
بِچھنا	destruír	بنچھ	destruír	V;SG;NFIN;ACT	V
بِچھنا	destrúe	بنچھ	destruír	V;SG;NFIN;ACT	V
بِچھوڑنا	separar	بِچھوڑنا	separar	V;NFIN;ACT	V
بِحار	mares	بِحار	mar	N	N
بِحار	mar	بِحار	mar	N	N
بِحار	océanos	بِحار	océano	N	N
بحالیات	rehabilitación	بحالی	rehabilitación	N;NOM;MASC;PL;3	N
بحث	investigación	بحث	investigación	N;NOM;MASC;SG;3	N
بحث	investigacións	بحث	investigación	N;NOM;MASC;SG;3	N
بحث	investigación	بحث	investigación	N;NOM;MASC;SG;3	N
بحث	investigacións	بحث	investigación	N;NOM;MASC;SG;3	N
بحث	debate	بحث	debate	N;NOM;MASC;SG;3	N
بحث	discusión	بحث	discusión	N;NOM;MASC;SG;3	N
بُحران	crise	بُحران	crise	N	N
بحری	frota	بحری	frota	N;NOM;MASC;SG;3	N
بُحور	océanos	بُحور	océano	N	N
بخشش	perdón	بخشش	perdón	N;NOM;MASC;SG;3	N
بخشش	indulto	بخشش	indulto	N;NOM;MASC;SG;3	N
بخشش	agasallo	بخشش	agasallo	N;NOM;MASC;SG;3	N
بخشش	punta	بخشش	punta	N;NOM;MASC;SG;3	N
بخشش	propinas	بخشش	propina	N;NOM;MASC;SG;3	N
بخشش	perdón	بخشش	perdón	N;NOM;MASC;SG;3	N
بخشش	indulto	بخشش	indulto	N;NOM;MASC;SG;3	N
بخشش	agasallo	بخشش	agasallo	N;NOM;MASC;SG;3	N
بخشنا	indultarme	بخشنا	indultarme	V;SG;ACT	V
بخشنا	perdoar	بخشنا	perdoar	V;SG;ACT	V
بخشنا	perdoamos	بخشنا	perdor	V;SG;ACT	V
بخشنا	perdoa	بخشنا	perdoa	V;SG;ACT	V
