van	no	van	no		
motor	automašīna	motor	automašīna	N;SG	N;NOM;FEM;SG
motor	automobilis	motor	automobilis	N;SG	N;NOM;MASC;SG
motor	mašīna	motor	mašīna	N;SG	N;NOM;FEM;SG
gesluit	slēgta	sluit	slēgta	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gesluit	slēgti	sluit	slēgt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gesluit	slēgts	sluit	slēgt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gesluit	slēgtas	sluit	slēgta	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
eenvoudige	vienkāršs	eenvoudig	vienkāršs	ADJ;NOM	ADJ;NOM;MASC;SG
eenvoudige	vienkārša	eenvoudig	vienkārša	ADJ;NOM	ADJ;NOM;FEM;SG
eenvoudige	vienkāršas	eenvoudig	vienkārša	ADJ;NOM	ADJ;NOM;FEM;PL
eenvoudige	vienkāršā	eenvoudig	vienkārša	ADJ;NOM	ADJ;NOM;FEM;SG
grense	robežas	grens	robeža	N;PL	N;NOM;FEM;PL
gekoop	iepirka	koop	iepirkt	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
gekoop	iegādāts	koop	iegādāt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gekoop	pirkta	koop	pirkt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gekoop	nopirkts	koop	nopirkt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tradisie	tradīcija	tradisie	tradīcija	N;SG	N;NOM;FEM;SG
tradisie	tradīciju	tradisie	tradīcija	N;SG	N;ACC;FEM;SG
bevind	atrod	bevind	atrast	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
publiseer	publicēt	publiseer	publicēt	V;PRS	V;POS;NFIN
publiseer	publicē	publiseer	publicēt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
uitgereik	izdota	uitreik	izdot	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
uitgereik	izsniegta	uitreik	izsniegt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
uitgereik	izdots	uitreik	izdot	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
uitgereik	izsniegts	uitreik	izsniegt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ooreenkoms	vienošanās	ooreenkoms	vienošanās	N;SG	N;NOM;FEM;SG
ooreenkoms	nolīgumu	ooreenkoms	nolīgums	N;SG	N;ACC;MASC;SG
ooreenkoms	nolīgums	ooreenkoms	nolīgums	N;SG	N;NOM;MASC;SG
akademiese	akadēmiskā	akademies	akadēmiska	ADJ;NOM	ADJ;NOM;FEM;SG
akademiese	akadēmiskais	akademies	akadēmisks	ADJ;NOM	ADJ;NOM;MASC;SG
gou	drīz	gou	drīz	ADV	ADV
gesterf	nomira	sterf	nomirt	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
gesterf	mira	sterf	mirt	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
baan	celiņš	baan	celiņš	N;SG	N;NOM;MASC;SG
baan	celiņa	baan	celiņš	N;SG	N;GEN;MASC;SG
baan	celiņu	baan	celiņš	N;SG	N;ACC;MASC;SG
vryheid	brīvība	vryheid	brīvība	N;SG	N;NOM;FEM;SG
vryheid	brīvības	vryheid	brīvība	N;SG	N;GEN;FEM;SG
vryheid	brīvība	vryheid	brīvība	N;SG	N;NOM;FEM;SG
samewerking	sadarbība	samewerking	sadarbība	N;SG	N;NOM;FEM;SG
samewerking	sadarbība	samewerking	sadarbība	N;SG	N;NOM;FEM;SG
produksie	ražošana	produksie	ražošana	N;SG	N;NOM;FEM;SG
produksie	produkcija	produksie	produkcija	N;SG	N;NOM;FEM;SG
messier	mesjē	messier	mesje	N;SG	N
brief	vēstule	brief	vēstule	N;SG	N;NOM;FEM;SG
brief	burts	brief	burts	N;SG	N;NOM;MASC;SG
woordeboek	vārdnīca	woordeboek	vārdnīca	N;SG	N;NOM;FEM;SG
woordeboek	vārdnīcu	woordeboek	vārdnīca	N;SG	N;ACC;FEM;SG
ton	tonnu	ton	tonna	N;SG	N;ACC;FEM;SG
ton	tonna	ton	tonna	N;SG	N;NOM;FEM;SG
geslaag	pagājuši	slaag	paiet	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
samelewing	sabiedrība	samelewing	sabiedrība	N;SG	N;NOM;FEM;SG
samelewing	kopienu	samelewing	kopiena	N;SG	N;ACC;MASC;SG
samelewing	kopiena	samelewing	kopiena	N;SG	N;NOM;FEM;SG
huise	mājas	huis	māja	N;PL	N;NOM;FEM;PL
huise	mājas	huis	māja	N;PL	N;NOM;FEM;PL
huise	mājiņas	huis	mājiņa	N;PL	N;NOM;FEM;PL
aangekondig	deklarēts	aankondig	deklarēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
aangekondig	paziņots	aankondig	paziņot	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
aangekondig	paziņoja	aankondig	paziņot	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
godsdiens	reliģija	godsdiens	reliģija	N;SG	N;NOM;FEM;SG
era	laikmets	era	laikmets	N;SG	N;NOM;MASC;SG
era	ēra	era	ēra	N;SG	N;NOM;FEM;SG
golf	viļņu	golf	vilnis	N;SG	N;ACC;MASC;SG
golf	vilnis	golf	vilnis	N;SG	N;NOM;MASC;SG
golf	viļņa	golf	viļņa	N;SG	N;NOM;FEM;SG
omstandighede	apstākļi	omstandigheid	apstāklis	N;PL	N;NOM;MASC;PL
geboorte	dzimšanas	geboorte	dzimšana	N;SG	N;NOM;FEM;SG
oorleef	izdzīvo	oorleef	izdzīvot	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
oorleef	izdzīvot	oorleef	izdzīvot	V;PRS	V;POS;NFIN
predikante	garīdzniecības	predikant	garīdzniecība	N;PL	N;NOM;FEM;PL
redakteur	redaktors	redakteur	redaktors	N;SG	N;NOM;MASC;SG
ontdekking	atklājums	ontdekking	atklājums	N;SG	N;NOM;MASC;SG
ontdekking	atradums	ontdekking	atradums	N;SG	N;NOM;MASC;SG
ontdekking	atklāšana	ontdekking	atklāšana	N;SG	N;NOM;FEM;SG
kaptein	kapteinis	kaptein	kapteinis	N;SG	N;NOM;MASC;SG
kaptein	kapteini	kaptein	kapteini	N;SG	N;ACC;MASC;SG
verwysings	rekomendācijas	verwysing	rekomendācija	N;PL	N;NOM;FEM;PL
verwysings	atsauces	verwysing	atsauce	N;PL	N;NOM;FEM;PL
siekte	slimība	siekte	slimība	N;SG	N;NOM;FEM;SG
siekte	slimība	siekte	slimība	N;SG	N;NOM;FEM;SG
bywoning	piedalīšanās	bywoning	piedalīšanās	N;SG	N;NOM;FEM;SG
bywoning	dalība	bywoning	dalība	N;SG	N;NOM;FEM;SG
bywoning	apmeklējums	bywoning	apmeklējums	N;SG	N;NOM;MASC;SG
professionele	profesionālā	professioneel	profesionāla	ADJ;NOM	ADJ;NOM;FEM;SG
professionele	profesionāls	professioneel	profesionāls	ADJ;NOM	ADJ;NOM;MASC;SG
professionele	profesionālais	professioneel	profesionāls	ADJ;NOM	ADJ;NOM;MASC;SG
professionele	profesionāla	professioneel	profesionāla	ADJ;NOM	ADJ;NOM;FEM;SG
mediese	medicīniskā	medies	medicīniska	ADJ;NOM	ADJ;NOM;FEM;SG
stuk	gabaliņš	stuk	gabaliņš	N;SG	N;NOM;MASC;SG
stuk	gabals	stuk	gabals	N;SG	N;NOM;MASC;SG
stuk	gab	stuk	gab	N;SG	N
kolonies	colonization	kolonies	colonization	N;PL	N;NOM;MASC;PL
toegang	pieeja	toegang	pieeja	N;SG	N;NOM;FEM;SG
toegang	piekļuve	toegang	piekļuve	N;SG	N;NOM;FEM;SG
hof	tiesa	hof	tiesa	N;SG	N;NOM;FEM;SG
hof	palāta	hof	palātīt	N;SG	N;NOM;FEM;SG
bank	banka	bank	banka	N;SG	N;NOM;FEM;SG
teken	zīmēt	teken	zīmēt	V;PRS	V;POS;NFIN
teken	parakstīt	teken	parakstīt	V;PRS	V;POS;NFIN
ooit	kādreiz	ooit	kādreiz	ADV	ADV
gedra	uzvesties	dra	uzvesties	V;PST;V.PTCP	V;POS;REFL;NFIN
gesag	iestāde	gesag	iestāde	N;SG	N;NOM;FEM;SG
ensiklopedie	enciklopēdija	ensiklopedie	enciklopēdija	N;SG	N;NOM;FEM;SG
myl	jūdžu	myl	jūdžs	N;SG	N;ACC;MASC;SG
eens	vienreiz	eens	vienreiz	ADV	ADV
eens	reiz	eens	reiz	ADV	ADV
gebeure	notikumi	gebeure	notikums	N;PL	N;NOM;MASC;PL
gebeure	notikumiem	gebeure	notikums	N;PL	N;DAT;MASC;PL
gebeure	pasākumi	gebeure	pasākums	N;PL	N;NOM;MASC;PL
mitologie	mitoloģija	mitologie	mitoloģija	N;SG	N;NOM;FEM;SG
toekenning	apbalvošana	toekenning	apbalvošana	N;SG	N;NOM;FEM;SG
toekenning	balva	toekenning	balva	N;SG	N;NOM;FEM;SG
toekenning	piešķiršana	toekenning	piešķiršana	N;SG	N;NOM;FEM;SG
afsonderlike	atsevišķs	afsonderlik	atsevišķs	ADJ;NOM	ADJ;NOM;MASC;SG
afsonderlike	atsevišķie	afsonderlik	atsevišķs	ADJ;NOM	ADJ;NOM;MASC;PL
afsonderlike	atsevišķa	afsonderlik	atsevišķa	ADJ;NOM	ADJ;NOM;FEM;SG
vliegtuig	lidmašīna	vliegtuig	lidmašīna	N;SG	N;NOM;FEM;SG
vliegtuig	plakne	vliegtuig	plakne	N;SG	N;NOM;FEM;SG
vliegtuig	lidmašīna	vliegtuig	lidmašīna	N;SG	N;NOM;FEM;SG
toegeneem	palielināts	toeneem	palielināt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
toegeneem	paaugstināts	toeneem	paaugstināt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
toegeneem	paaugstināta	toeneem	paaugstināt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
toegeneem	palielināta	toeneem	palielināt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
hande	rokām	hand	roka	N;PL	N;DAT;FEM;PL
hande	rokas	hand	roka	N;PL	N;NOM;FEM;PL
kompetisie	konkurence	kompetisie	konkurence	N;SG	N;NOM;FEM;SG
kompetisie	konkurss	kompetisie	konkurss	N;SG	N;NOM;MASC;SG
privaat	privāti	privaat	privāts	ADJ;NOM	ADJ;NOM;MASC;PL
privaat	privāti	privaat	privāts	ADJ;NOM	ADJ;NOM;MASC;PL
privaat	privāta	privaat	privāts	ADJ;NOM	ADJ;NOM;FEM;SG
privaat	privātie	privaat	privāts	ADJ;NOM	ADJ;NOM;MASC;PL
privaat	privātais	privaat	privāts	ADJ;NOM	ADJ;NOM;MASC;SG
privaat	privāts	privaat	privāts	ADJ;NOM	ADJ;NOM;MASC;SG
dialekte	dialektiem	dialekte	dialekts	N;PL	N;DAT;MASC;PL
aktief	aktīvi	aktief	aktīvi	ADV	ADV
partye	puses	party	puse	N;PL	N;NOM;FEM;PL
dinge	lietas	ding	lieta	N;PL	N;NOM;FEM;PL
tegniese	tehniskais	tegnies	tehnisks	ADJ;NOM	ADJ;NOM;MASC;SG
tegniese	tehniskā	tegnies	tehniska	ADJ;NOM	ADJ;NOM;FEM;SG
karakters	rakstzīmes	karakter	rakstzīme	N;PL	N;NOM;FEM;PL
karakters	zīmes	karakter	zīme	N;PL	N;NOM;FEM;PL
bedek	sedz	bedek	segt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
bedek	ietilpst	bedek	ietilpt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
bedek	aptver	bedek	aptvert	V;PRS	V;IMP;SG;2;POS;FIN;ACT
argitektuur	arhitektūra	argitektuur	arhitektūra	N;SG	N;NOM;FEM;SG
via	caur	via	caur	ADP	ADP
metode	metode	metode	metode	N;SG	N;NOM;FEM;SG
bespreek	pārrunāt	bespreek	pārrunāt	V;PRS	V;POS;NFIN
bespreek	apspriestu	bespreek	apspriest	V;PRS	V;COND;POS;FIN;ACT
bespreek	apspriest	bespreek	apspriest	V;PRS	V;POS;NFIN
bespreek	rezervē	bespreek	rezerve	V;PRS	V;FH;IND;SG;2;POS;PRS;FIN;ACT
redes	iemesli	rede	iemesls	N;PL	N;NOM;MASC;PL
eenhede	mērvienības	eenhede	mērvienība	N;PL	N;NOM;FEM;PL
eenhede	vienības	eenhede	vienība	N;PL	N;NOM;FEM;PL
beset	aizņem	beset	aizņemt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
olie	eļļa	olie	eļļa	N;SG	N;NOM;FEM;SG
olie	nafta	olie	nafta	N;SG	N;NOM;FEM;SG
spelers	spēlētāji	speler	spēlētājs	N;PL	N;NOM;MASC;PL
spelers	atskaņotāji	speler	atskaņotājs	N;PL	N;NOM;MASC;PL
twaalf	divpadsmit	twaalf	divpadsmit	NUM	NUM;PL
sekretaris	sekretāre	sekretaris	sekretāre	N;SG	N;NOM;FEM;SG
sekretaris	sekretārs	sekretaris	sekretārs	N;SG	N;NOM;MASC;SG
federasie	federācija	federasie	federācija	N;SG	N;NOM;FEM;SG
kommersiële	komerciāls	kommersieel	komerciāls	ADJ;NOM	ADJ;NOM;MASC;SG
kommersiële	komerciālais	kommersieel	komerciāls	ADJ;NOM	ADJ;NOM;MASC;SG
kommersiële	komerciālie	kommersieel	komerciāls	ADJ;NOM	ADJ;NOM;MASC;PL
kommersiële	komerciālā	kommersieel	komerciāla	ADJ;NOM	ADJ;NOM;FEM;SG
primêre	primārās	primêr	primāra	ADJ;NOM	ADJ;NOM;FEM;PL
primêre	primāra	primêr	primārs	ADJ;NOM	ADJ;NOM;FEM;SG
primêre	primārie	primêr	primārs	ADJ;NOM	ADJ;NOM;MASC;PL
primêre	primārā	primêr	primārs	ADJ;NOM	ADJ;NOM;FEM;SG
primêre	primārais	primêr	primārs	ADJ;NOM	ADJ;NOM;MASC;SG
dam	dambis	dam	dambis	N;SG	N;NOM;MASC;SG
dam	aizsprostam	dam	aizsprosts	N;SG	N;DAT;MASC;SG
toekoms	nākotne	toekoms	nākotne	N;SG	N;NOM;FEM;SG
toekoms	nākotnē	toekoms	nākotne	N;SG	N;ESS;FEM;SG
toekoms	nākotni	toekoms	Nākotne	N;SG	N;ACC;FEM;SG
grootliks	ievērojami	grootliks	ievērojami	ADV	ADV
polisie	policija	polisie	policija	N;SG	N;NOM;FEM;SG
polisie	policijā	polisie	policija	N;SG	N;ESS;FEM;SG
polisie	policiju	polisie	policija	N;SG	N;ACC;FEM;SG
geslag	dzimumu	geslag	dzimums	N;SG	N;ACC;MASC;SG
geslag	dzimums	geslag	dzimums	N;SG	N;NOM;MASC;SG
geslag	sekss	geslag	sekss	N;SG	N;NOM;MASC;SG
geslag	dzimums	geslag	dzimums	N;SG	N;NOM;MASC;SG
graf	kapu	graf	kaps	N;SG	N;ACC;MASC;SG
graf	kapa	graf	kaps	N;SG	N;NOM;MASC;SG
besoekers	apmeklētājiem	besoeker	apmeklētājs	N;PL	N;DAT;MASC;PL
besoekers	apmeklētāji	besoeker	apmeklētājs	N;PL	N;NOM;MASC;PL
besoekers	ciemiņi	besoeker	ciemiņš	N;PL	N;NOM;MASC;PL
kies	izvēlēties	kies	izvēlēties	V;PRS	V;POS;REFL;NFIN
duitsers	vācieši	duitser	vācietis	N;PL	N;NOM;MASC;PL
benodig	vajag	benodig	vajadzēt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
broers	brāļi	broers	brālis	N;PL	N;NOM;MASC;PL
komponis	komponista	komponis	komponists	N;SG	N;GEN;MASC;SG
kunstenaar	izpildītājs	kunstenaar	izpildītājs	N;SG	N;NOM;MASC;SG
kunstenaar	māksliniece	kunstenaar	māksliniece	N;SG	N;NOM;FEM;SG
kunstenaar	mākslinieks	kunstenaar	mākslinieks	N;SG	N;NOM;MASC;SG
vermoë	spēja	vermoë	spēja	N;SG	N;NOM;FEM;SG
vermoë	spēju	vermoë	spēja	N;SG	N;ACC;FEM;SG
mond	muti	mond	mute	N;SG	N;ACC;FEM;SG
mond	mutē	mond	mute	N;SG	N;ESS;FEM;SG
mond	mute	mond	mute	N;SG	N;NOM;FEM;SG
gesondheid	veselību	gesondheid	veselība	N;SG	N;ACC;FEM;SG
gesondheid	veselība	gesondheid	veselība	N;SG	N;NOM;FEM;SG
leerders	skolēni	leerder	skolēns	N;PL	N;NOM;MASC;PL
leerders	skolēniem	leerder	skolēns	N;PL	N;DAT;MASC;PL
geskiedkundige	vēsturisks	geskiedkundig	vēsturisks	ADJ;NOM	ADJ;NOM;MASC;SG
geskiedkundige	vēsturiskā	geskiedkundig	vēsturiska	ADJ;NOM	ADJ;NOM;FEM;SG
geskiedkundige	vēsturiskais	geskiedkundig	vēsturisks	ADJ;NOM	ADJ;NOM;MASC;SG
geskiedkundige	vēsturiskas	geskiedkundig	vēsturiska	ADJ;NOM	ADJ;NOM;FEM;PL
aktiwiteite	darbības	aktiwiteit	darbība	N;PL	N;NOM;FEM;PL
aktiwiteite	aktivitātes	aktiwiteit	aktivitāte	N;PL	N;NOM;FEM;PL
aktiwiteite	notikumi	aktiwiteit	notikums	N;PL	N;NOM;MASC;PL
aktiwiteite	notikumiem	aktiwiteit	notikums	N;PL	N;DAT;MASC;PL
aktiwiteite	pasākumi	aktiwiteit	pasākums	N;PL	N;NOM;MASC;PL
konflik	konflikts	konflik	konflikts	N;SG	N;NOM;MASC;SG
inkomste	ienākums	inkomste	ienākums	N;SG	N;NOM;MASC;SG
inkomste	ienākuma	inkomste	ienākums	N;SG	N;GEN;MASC;SG
ken	zinu	ken	zināt	V;PRS	V;FH;IND;SG;1;POS;PRS;FIN;ACT
ken	zinām	ken	zināt	V;PRS	V;FH;IND;PL;1;POS;PRS;FIN;ACT
ken	zināt	ken	zināt	V;PRS	V;POS;NFIN
ligte	gaišs	lig	gaišs	ADJ;NOM	ADJ;NOM;MASC;SG
ligte	nelieli	lig	neliels	ADJ;NOM	ADJ;NOM;MASC;PL
ligte	neliels	lig	neliels	ADJ;NOM	ADJ;NOM;MASC;SG
ligte	neliela	lig	neliels	ADJ;NOM	ADJ;NOM;FEM;SG
ligte	nelielas	lig	neliela	ADJ;NOM	ADJ;NOM;FEM;PL
erfenis	mantojums	erfenis	mantojums	N;SG	N;NOM;MASC;SG
erfenis	mantojuma	erfenis	mantojums	N;SG	N;GEN;MASC;SG
bladsye	lapas	bladsy	lapa	N;PL	N;NOM;FEM;PL
bladsye	lappuses	bladsy	lappuse	N;PL	N;NOM;FEM;PL
heelal	visums	heelal	visums	N;SG	N;NOM;MASC;SG
verdwyn	pazūd	verdwyn	pazust	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
verdwyn	izzust	verdwyn	izzust	V;PRS	V;POS;NFIN
verdwyn	pazust	verdwyn	pazust	V;PRS	V;POS;NFIN
geskei	atdalīta	skei	atdalīt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
geskei	atdalītas	skei	atdalīt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
geskei	atdalīts	skei	atdalīt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
hoek	leņķis	hoek	leņķis	N;SG	N;NOM;MASC;SG
tuiste	dzīvošana	tuiste	dzīvošana	N;SG	N;NOM;FEM;SG
sport	sporta	sport	sports	N;SG	N;GEN;MASC;SG
sport	sports	sport	sports	N;SG	N;NOM;MASC;SG
sport	sporta	sport	sports	N;SG	N;GEN;MASC;SG
sport	sports	sport	sports	N;SG	N;NOM;MASC;SG
selfstandige	neatkarīgais	selfstandig	neatkarīgs	ADJ;NOM	ADJ;NOM;MASC;SG
selfstandige	neatkarīga	selfstandig	neatkarīga	ADJ;NOM	ADJ;NOM;FEM;SG
selfstandige	neatkarīgs	selfstandig	neatkarīgs	ADJ;NOM	ADJ;NOM;MASC;SG
selfstandige	neatkarīgas	selfstandig	neatkarīga	ADJ;NOM	ADJ;NOM;FEM;PL
onderneming	korporācija	onderneming	korporācija	N;SG	N;NOM;FEM;SG
onderneming	corporation	onderneming	corporation	N;SG	N;NOM;MASC
onderneming	uzņēmums	onderneming	uzņēmums	N;SG	N;NOM;MASC;SG
onderneming	uzņēmējdarbība	onderneming	uzņēmējdarbība	N;SG	N;NOM;FEM;SG
tempel	templi	tempel	templis	N;SG	N;ACC;MASC;SG
twintig	divdesmit	twintig	divdesmit	NUM	NUM;PL
literatuur	literatūra	literatuur	literatūra	N;SG	N;NOM;FEM;SG
literatuur	literatūrā	literatuur	literatūra	N;SG	N;ESS;FEM;SG
saamgesmelt	izkusis	saamsmelt	izkust	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tabel	galds	tabel	galds	N;SG	N;NOM;MASC;SG
tabel	galdiņš	tabel	galdiņš	N;SG	N;NOM;MASC;SG
tabel	tabula	tabel	tabuls	N;SG	N;NOM;FEM;SG
tabel	galda	tabel	galds	N;SG	N;GEN;MASC;SG
speler	spēlētājs	speler	spēlētājs	N;SG	N;NOM;MASC;SG
kommunistiese	komunistiskā	kommunisties	komunistiska	ADJ;NOM	ADJ;NOM;FEM;SG
sokkerspeler	futbolists	sokkerspeler	futbolists	N;SG	N;NOM;MASC;SG
prent	attēls	prent	attēls	N;SG	N;NOM;MASC;SG
prent	bildē	prent	bilde	N;SG	N;ESS;FEM;SG
prent	bilde	prent	bilde	N;SG	N;NOM;FEM;SG
prent	bildei	prent	bilde	N;SG	N;DAT;FEM;SG
prent	attēla	prent	attēls	N;SG	N;GEN;MASC;SG
prent	attēls	prent	attēls	N;SG	N;NOM;MASC;SG
prent	attēlu	prent	attēls	N;SG	N;ACC;MASC;SG
prent	daba	prent	daba	N;SG	N;NOM;FEM;SG
prent	raksturs	prent	raksturs	N;SG	N;NOM;MASC;SG
prent	dabu	prent	daba	N;SG	N;ACC;FEM;SG
vraag	jautājums	vraag	jautājums	N;SG	N;NOM;MASC;SG
vraag	jautājumu	vraag	jautājums	N;SG	N;ACC;MASC;SG
sterrebeeld	zvaigznājs	sterrebeeld	zvaigznājs	N;SG	N;NOM;MASC;SG
optrede	uzvedība	optrede	uzvedība	N;SG	N;NOM;FEM;SG
optrede	izturēšanās	optrede	izturēšanās	N;SG	N;NOM;FEM;SG
optrede	uzvedību	optrede	uzvedība	N;SG	N;ACC;FEM;SG
blad	lappuse	blad	lappuse	N;SG	N;NOM;FEM;SG
blad	lapa	blad	lapa	N;SG	N;NOM;FEM;SG
letters	vēstulēs	letters	vēstule	N;PL	N;ESS;FEM;PL
letters	vēstules	letters	vēstule	N;PL	N;NOM;FEM;PL
letters	burti	letters	burte	N;PL	N;NOM;MASC;PL
reaksie	reakcija	reaksie	reakcija	N;SG	N;NOM;FEM;SG
vliegtuie	lidmašīnas	vliegtuig	lidmašīna	N;PL	N;NOM;FEM;PL
vliegtuie	lidaparāti	vliegtuig	lidaparāts	N;PL	N;NOM;MASC;PL
fokus	koncentrēties	fokus	koncentrēties	V;PRS	V;POS;REFL;NFIN
geklassifiseer	klasificēti	klassifiseer	klasificēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
geklassifiseer	klasificētas	klassifiseer	klasificēt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
geklassifiseer	klasificēta	klassifiseer	klasificēt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
geklassifiseer	klasificēts	klassifiseer	klasificēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
reëls	noteikumi	reël	noteikums	N;PL	N;NOM;MASC;PL
reëls	līnijas	reël	līnija	N;PL	N;NOM;FEM;PL
reëls	rindas	reël	rinda	N;PL	N;NOM;FEM;PL
geweier	samazinājās	weier	samazināties	V;PST;V.PTCP	V;FH;IND;3;POS;REFL;PST;FIN;ACT
geweier	samazinājies	weier	samazināties	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
verduidelik	paskaidrot	verduidelik	paskaidrot	V;PRS	V;POS;NFIN
verduidelik	izskaidrot	verduidelik	izskaidrot	V;PRS	V;POS;NFIN
verduidelik	izskaidro	verduidelik	izskaidrot	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
verduidelik	paskaidro	verduidelik	paskaidrot	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
teater	teātrī	teater	teātris	N;SG	N;ESS;MASC;SG
teater	teātris	teater	teātris	N;SG	N;NOM;MASC;SG
teater	teātra	teater	teātris	N;SG	N;GEN;MASC;SG
ingestel	ieviesa	instel	ieviest	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
ingestel	ieviests	instel	ieviest	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ingestel	ieviestie	instel	ieviest	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
produk	produkta	produk	produkts	N;SG	N;GEN;MASC;SG
produk	izstrādājums	produk	izstrādājums	N;SG	N;NOM;MASC;SG
produk	produkts	produk	produkts	N;SG	N;NOM;MASC;SG
produk	ražojums	produk	ražojums	N;SG	N;NOM;MASC;SG
gewig	svars	gewig	svars	N;SG	N;NOM;MASC;SG
gewig	svara	gewig	svars	N;SG	N;GEN;MASC;SG
vallei	ieleja	vallei	ieleja	N;SG	N;NOM;FEM;SG
enjin	dzinējs	enjin	dzinējs	N;SG	N;NOM;MASC;SG
enjin	motors	enjin	motors	N;SG	N;NOM;MASC;SG
enjin	motora	enjin	motors	N;SG	N;GEN;MASC;SG
oom	tēvocis	oom	tēvocis	N;SG	N;NOM;MASC;SG
klank	skaņu	klank	skaņa	N;SG	N;ACC;FEM;SG
klank	skaņa	klank	skaņa	N;SG	N;NOM;FEM;SG
taak	uzdevumu	taak	uzdevums	N;SG	N;ACC;MASC;SG
taak	uzdevums	taak	uzdevums	N;SG	N;NOM;MASC;SG
mere	ezeri	baie	ezers	N;PL	N;NOM;MASC;PL
ondersteuning	atbalstu	ondersteuning	atbalsts	N;SG	N;ACC;MASC;SG
ondersteuning	atbalsts	ondersteuning	atbalsts	N;SG	N;NOM;MASC;SG
administrasie	ievadīšana	administrasie	ievadīšana	N;SG	N;NOM;FEM;SG
administrasie	administrācija	administrasie	administrācija	N;SG	N;NOM;FEM;SG
minute	minūtes	minute	minūte	N;PL	N;NOM;FEM;PL
minute	protokoli	minute	protokolis	N;PL	N;NOM;MASC;PL
oprigting	celtniecība	oprigting	celtniecība	N;SG	N;NOM;FEM;SG
oprigting	būve	oprigting	būve	N;SG	N;NOM;FEM;SG
oprigting	uzbūve	oprigting	uzbūve	N;SG	N;NOM;FEM;SG
oprigting	būvniecība	oprigting	būvniecība	N;SG	N;NOM;FEM;SG
oprigting	konstrukcija	oprigting	konstrukcija	N;SG	N;NOM;FEM;SG
kandidaat	kandidāts	kandidaat	kandidāts	N;SG	N;NOM;MASC;SG
kandidaat	kandidātam	kandidaat	kandidāts	N;SG	N;DAT;MASC;SG
