con	sa	con	sa	ADP	ADP;INS
condiciones	uvjeti	condición	uvjet	N;FEM;PL	N;NOM;MASC;PL
condiciones	uslovi	condición	uslov	N;FEM;PL	N;NOM;MASC;PL
hospital	bolnica	hospital	bolnica	N;MASC;SG	N;NOM;FEM;SG
ocho	osam	ocho	osam	NUM;PL	NUM
fuego	vatra	fuego	vatra	N;MASC;SG	N;NOM;FEM;SG
piedra	kamen	piedra	kamen	N;FEM;SG	N;NOM;MASC;SG
piedra	kamena	piedra	kamen	N;FEM;SG	N;NOM;FEM;SG
piedra	kamena	piedra	kamen	N;FEM;SG	N;NOM;FEM;SG
piedra	kamen	piedra	kamen	N;FEM;SG	N;NOM;MASC;SG
piedra	stijena	piedra	stijena	N;FEM;SG	N;NOM;FEM;SG
sub	podmornica	sub	podmornica	N;SG	N;NOM;FEM;SG
federación	federacija	federación	federacija	N;FEM;SG	N;NOM;FEM;SG
black	crnac	black	crnac	N	N;NOM;MASC;SG
constitución	ustav	constitución	ustav	N;FEM;SG	N;NOM;MASC;SG
constitución	ustava	constitución	ustav	N;FEM;SG	N;GEN;MASC;SG
constitución	ustavom	constitución	ustav	N;FEM;SG	N;INS;MASC;SG
razón	razum	razón	razum	N;FEM;SG	N;NOM;MASC;SG
razón	razlog	razón	razlog	N;FEM;SG	N;NOM;MASC;SG
comercio	trgovina	comercio	trgovina	N;MASC;SG	N;NOM;FEM;SG
comercio	trgovanje	comercio	trgovanje	N;MASC;SG	N;NOM;NEUT;SG
comercio	trgovina	comercio	trgovina	N;MASC;SG	N;NOM;FEM;SG
pop	pop	pop	pop	N	N;NOM;MASC;SG
distancia	daljina	distancia	daljina	N;FEM;SG	N;NOM;FEM;SG
distancia	udaljenost	distancia	udaljenost	N;FEM;SG	N;NOM;FEM;SG
estudiantes	studenti	estudiante	student	N;PL	N;NOM;MASC;PL
estudiantes	učenici	estudiante	učenik	N;PL	N;NOM;MASC;PL
estudiantes	studentima	estudiante	student	N;PL	N;DAT;MASC;PL
internet	interneta	internet	internet	N;SG	N;GEN;MASC;SG
internet	internet	internet	internet	N;SG	N;NOM;MASC;SG
episodios	epizode	episodio	epizoda	N;MASC;PL	N;NOM;FEM;PL
propiedad	vlasništvo	propiedad	vlasništvo	N;FEM;SG	N;NOM;NEUT;SG
propiedad	imovina	propiedad	imovina	N;FEM;SG	N;NOM;FEM;SG
propiedad	vlasništvo	propiedad	vlasništvo	N;FEM;SG	N;NOM;NEUT;SG
económica	ekonomska	económico	ekonomski	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
económica	gospodarska	económico	gospodarski	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
marca	brand	marca	brand	N;FEM;SG	N;NOM;MASC;SG
marca	marka	marca	marka	N;FEM;SG	N;NOM;FEM;SG
marca	brend	marca	brend	N;FEM;SG	N;NOM;MASC;SG
marca	žig	marca	žig	N;FEM;SG	N;NOM;MASC;SG
marca	marka	marca	marka	N;FEM;SG	N;NOM;FEM;SG
marca	mark	marca	mark	N;FEM;SG	N;NOM;MASC;SG
tipos	vrste	tipo	vrsta	N;MASC;PL	N;NOM;FEM;PL
tipos	tipovi	tipo	tip	N;MASC;PL	N;NOM;MASC;PL
baloncesto	košarka	baloncesto	košarka	N;MASC;SG	N;NOM;FEM;SG
baloncesto	košarku	baloncesto	košarka	N;MASC;SG	N;ACC;FEM;SG
contenido	sadržaj	contenido	sadržaj	N;MASC;SG	N;NOM;MASC;SG
contenido	sadržaj	contenido	sadržaj	N;MASC;SG	N;NOM;MASC;SG
sala	sala	sala	salo	N;FEM;SG	N;NOM;FEM;SG
sala	soba	sala	soba	N;FEM;SG	N;NOM;FEM;SG
sala	prostorija	sala	prostorija	N;FEM;SG	N;NOM;FEM;SG
estrella	estrella	estrella	estrela	N;FEM;SG	N;NOM;MASC;SG
estrella	zvjezdica	estrella	zvjezdica	N;FEM;SG	N;NOM;MASC;SG
estrella	star	estrella	star	N;FEM;SG	N;NOM;MASC;SG
estrella	zvijezda	estrella	zvijezda	N;FEM;SG	N;NOM;FEM;SG
estrella	zvezda	estrella	zvezda	N;FEM;SG	N;NOM;FEM;SG
viaje	putovanje	viaje	putovanje	N;MASC;SG	N;NOM;NEUT;SG
viaje	putovanje	viaje	putovanje	N;MASC;SG	N;NOM;NEUT;SG
viaje	trip	viaje	trip	N;MASC;SG	N;NOM;MASC;SG
viaje	putovanje	viaje	putovanje	N;MASC;SG	N;NOM;NEUT;SG
rosa	roza	rosa	roza	N;FEM;SG	N;NOM;FEM;SG
rosa	ruža	rosa	ruž	N;FEM;SG	N;NOM;FEM;SG
rosa	rose	rosa	rose	N;FEM;SG	N;NOM;FEM;SG
rosa	rosa	rosa	rosa	N;FEM;SG	N;NOM;FEM;SG
realizado	izvedena	realizado	izvesti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
formato	formatiranje	formato	formatiranje	N;MASC;SG	N;NOM;NEUT;SG
formato	oblik	formato	oblik	N;MASC;SG	N;NOM;MASC;SG
formato	format	formato	format	N;MASC;SG	N;NOM;MASC;SG
tour	turneja	tour	turan	N;MASC;SG	N;NOM;FEM;SG
tour	tura	tour	tura	N;MASC;SG	N;NOM;FEM;SG
tour	obilazak	tour	obilazak	N;MASC;SG	N;NOM;MASC;SG
prueba	pokušaj	prueba	pokušaj	N;FEM;SG	N;NOM;MASC;SG
prueba	test	prueba	test	N;FEM;SG	N;NOM;MASC;SG
prueba	ispit	prueba	ispit	N;FEM;SG	N;NOM;MASC;SG
prueba	dokaz	prueba	dokaz	N;FEM;SG	N;NOM;MASC;SG
peso	težina	peso	težina	N;MASC;SG	N;NOM;FEM;SG
peso	težinu	peso	težina	N;MASC;SG	N;ACC;FEM;SG
peso	pezo	peso	pezo	N;MASC;SG	N;NOM;MASC;SG
mal	krivo	mal	krivo	ADV	ADV
mal	pogrešno	mal	pogrešno	ADV	ADV
mal	loše	mal	loše	ADV	ADV
jersey	vesta	jersey	vesto	N;MASC;SG	N;NOM;FEM;SG
jersey	dres	jersey	dres	N;MASC;SG	N;NOM;MASC;SG
marco	marcus	marco	marcus	N;MASC;SG	N;NOM;MASC;SG
marco	okvir	marco	okvir	N;MASC;SG	N;NOM;MASC;SG
marco	marco	marco	marco	N;MASC;SG	N;NOM;MASC;SG
musicales	mjuzikle	musical	mjuzikla	N;MASC;PL	N;ACC;MASC;PL
eduardo	eduardo	eduardo	eduardo	N;MASC;SG	N;NOM;MASC;SG
eduardo	edward	eduardo	edward	N;MASC;SG	N;NOM;MASC;SG
duque	vojvoda	duque	vojvoda	N;MASC;SG	N;NOM;MASC;SG
amigo	prijatelj	amigo	prijatelj	N;MASC;SG	N;NOM;MASC;SG
amigo	prijateljica	amigo	prijateljica	N;MASC;SG	N;NOM;FEM;SG
amigo	prijatelju	amigo	prijatelj	N;MASC;SG	N;DAT;MASC;SG
evitar	izbjegava	evitar	izbjegavati	V;NFIN	V;IND;SG;3;PRS;FIN
evitar	izbjegavajte	evitar	izbjegavati	V;NFIN	V;IMP;PL;2;FIN
evitar	izbjeći	evitar	izbjeći	V;NFIN	V;NFIN
evitar	izbjegavati	evitar	izbjegavati	V;NFIN	V;NFIN
emperador	car	emperador	car	N;MASC;SG	N;NOM;MASC;SG
restos	ostaci	resto	ostatak	N;MASC;PL	N;NOM;MASC;PL
ingresos	prihodi	ingreso	prihod	N;MASC;PL	N;NOM;MASC;PL
ingresos	zarade	ingreso	zarada	N;MASC;PL	N;NOM;FEM;PL
ingresos	prihodi	ingreso	prihod	N;MASC;PL	N;NOM;MASC;PL
ingresos	primanja	ingreso	primanje	N;MASC;PL	N;NOM;NEUT;PL
ingresos	prihodi	ingreso	prihod	N;MASC;PL	N;NOM;MASC;PL
santos	sveci	santo	svetac	N;MASC;PL	N;NOM;MASC;PL
obispo	lovac	obispo	lovac	N;MASC;SG	N;NOM;MASC;SG
obispo	biskup	obispo	biskup	N;MASC;SG	N;NOM;MASC;SG
obispo	bishop	obispo	bishop	N;MASC;SG	N;NOM;MASC;SG
toma	uzima	tomar	uzimati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
campos	polja	campo	polje	N;MASC;PL	N;NOM;NEUT;PL
campos	kampove	campo	kampov	N;MASC;PL	N;ACC;MASC;PL
campos	logore	campo	logor	N;MASC;PL	N;ACC;MASC;PL
mexicano	meksikanac	mexicano	meksikanac	N;MASC;SG	N;NOM;MASC;SG
europea	europski	europeo	europski	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
europea	europska	europeo	europski	ADJ;FEM;SG	ADJ;NOM;FEM;SG
europea	europsko	europeo	europski	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
justicia	pravda	justicia	pravda	N;FEM;SG	N;NOM;FEM;SG
justicia	pravdu	justicia	pravda	N;FEM;SG	N;ACC;FEM;SG
justicia	pravednost	justicia	pravednost	N;FEM;SG	N;NOM;FEM;SG
justicia	pravednost	justicia	pravednost	N;FEM;SG	N;NOM;FEM;SG
love	ljubavi	love	ljubav	N	N;INS;FEM;SG
love	ljubav	love	ljubav	N	N;NOM;FEM;SG
señora	gospodarica	señora	gospodarica	N;FEM;SG	N;NOM;FEM;SG
señora	gospa	señora	gospa	N;FEM;SG	N;NOM;FEM;SG
señora	dama	señora	dama	N;FEM;SG	N;NOM;FEM;SG
dic	dic	decir	dic		
ana	ana	ana	ana	N;FEM;SG	N;NOM;FEM;SG
ana	anne	ana	anna	N;FEM;SG	N;NOM;FEM;SG
ana	ana	ana	ana	N;FEM;SG	N;NOM;FEM;SG
ana	anna	ana	anna	N;FEM;SG	N;NOM;FEM;SG
naturales	prirodne	natural	prirodan	ADJ;PL	ADJ;NOM;DEF;FEM;PL
publicación	objavljivanje	publicación	objavljivanje	N;FEM;SG	N;NOM;NEUT;SG
publicación	objava	publicación	objava	N;FEM;SG	N;NOM;FEM;SG
publicación	objavljivanje	publicación	objavljivanje	N;FEM;SG	N;NOM;NEUT;SG
figura	figura	figura	figura	N;FEM;SG	N;NOM;FEM;SG
soldados	vojnici	soldado	vojnik	N;MASC;PL	N;NOM;MASC;PL
blanca	bijeli	blanco	bijel	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
blanca	bijela	blanco	bijel	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
blanca	bijelo	blanco	bijel	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
aves	ptice	ave	ptica	N;FEM;PL	N;NOM;FEM;PL
peter	petre	peter	petra	N;MASC;SG	N;NOM;FEM;SG
peter	petra	peter	petar	N;MASC;SG	N;NOM;MASC;SG
peter	petar	peter	petar	N;MASC;SG	N;NOM;MASC;SG
pie	stopalo	pie	stopati	N;MASC;SG	N;NOM;NEUT;SG
pie	noga	pie	noga	N;MASC;SG	N;NOM;FEM;SG
pie	pitu	pie	pit	N;MASC;SG	N;ACC;FEM;SG
hora	sat	hora	sat	N;FEM;SG	N;NOM;MASC;SG
hora	vreme	hora	vreme	N;FEM;SG	N;NOM;NEUT;SG
hora	vrijeme	hora	vrijeme	N;FEM;SG	N;NOM;NEUT;SG
amigos	prijateljice	amigo	prijateljica	N;MASC;PL	N;NOM;FEM;PL
amigos	prijatelji	amigo	prijatelj	N;MASC;PL	N;NOM;MASC;PL
amigos	prijatelje	amigo	prijatelj	N;MASC;PL	N;ACC;MASC;PL
numerosos	brojni	numeroso	brojan	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;PL
numerosos	brojne	numeroso	brojan	ADJ;MASC;PL	ADJ;NOM;DEF;FEM;PL
crítica	kritika	crítica	kritika	N;FEM;SG	N;NOM;FEM;SG
crítica	kritičara	crítica	kritičar	N;FEM;SG	N;ACC;MASC;SG
crítica	kritičar	crítica	kritičar	N;FEM;SG	N;NOM;MASC;SG
maestro	maestro	maestro	maestro	N;MASC;SG	N;NOM;MASC;SG
maestro	majstor	maestro	majstor	N;MASC;SG	N;NOM;MASC;SG
maestro	učitelju	maestro	učitelj	N;MASC;SG	N;DAT;MASC;SG
maestro	učiteljica	maestro	učiteljica	N;MASC;SG	N;NOM;FEM;SG
maestro	nastavnik	maestro	nastavnik	N;MASC;SG	N;NOM;MASC;SG
maestro	učitelj	maestro	učitelj	N;MASC;SG	N;NOM;MASC;SG
cuba	kubu	cuba	kub	N;FEM;SG	N;ACC;FEM;SG
cuba	kubi	cuba	kubiti	N;FEM;SG	N;DAT;FEM;SG
asia	azija	asia	azija	N;FEM;SG	N;NOM;FEM;SG
casas	domove	casa	dom	N;FEM;PL	N;ACC;MASC;PL
casas	kuće	casa	kuća	N;FEM;PL	N;NOM;FEM;PL
motor	motora	motor	motor	N;MASC;SG	N;GEN;MASC;SG
motor	motor	motor	motor	N;MASC;SG	N;NOM;MASC;SG
motor	motor	motor	motor	N;MASC;SG	N;NOM;MASC;SG
efecto	efekt	efecto	efekt	N;MASC;SG	N;NOM;MASC;SG
efecto	efekta	efecto	efekt	N;MASC;SG	N;GEN;MASC;SG
efecto	efekat	efecto	efekat	N;MASC;SG	N;NOM;MASC;SG
efecto	učinak	efecto	učinak	N;MASC;SG	N;NOM;MASC;SG
completo	pun	completo	pun	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
completo	puna	completo	pun	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
completo	puni	completo	pun	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
completo	potpuna	completo	potpun	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
completo	kompletan	completo	kompletan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
completo	kompletna	completo	kompletan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
trabajó	radila	trabajar	raditi	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP;ACT
trabajó	uspjelo	trabajar	uspjeti	V;IND;SG;3;PST;FIN	V;NEUT;SG;PST;V.PTCP;ACT
crecimiento	rast	crecimiento	rast	N;MASC;SG	N;NOM;MASC;SG
crecimiento	rasta	crecimiento	rast	N;MASC;SG	N;GEN;MASC;SG
doctor	doktor	doctor	doktor	N;MASC;SG	N;NOM;MASC;SG
pequeños	male	pequeño	mali	ADJ;MASC;PL	ADJ;NOM;DEF;FEM;PL
autores	autori	autor	autor	N;MASC;PL	N;NOM;MASC;PL
junta	brtva	junta	brtva	N;FEM;SG	N;NOM;FEM;SG
junta	ploča	junta	ploča	N;FEM;SG	N;NOM;FEM;SG
junta	daska	junta	daska	N;FEM;SG	N;NOM;FEM;SG
junta	tabla	junta	tabla	N;FEM;SG	N;NOM;FEM;SG
junta	hunta	junta	hunt	N;FEM;SG	N;NOM;FEM;SG
europeo	europski	europeo	europski	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
europeo	europska	europeo	europski	ADJ;MASC;SG	ADJ;NOM;FEM;SG
europeo	europsko	europeo	europski	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
nuevamente	ponovo	nuevamente	ponovo	ADV	ADV
nuevamente	opet	nuevamente	opet	ADV	ADV
grado	stupanj	grado	stupanj	N;MASC;SG	N;NOM;MASC;SG
grado	stupnja	grado	stupanj	N;MASC;SG	N;GEN;MASC;SG
grado	diploma	grado	diploma	N;MASC;SG	N;NOM;FEM;SG
facultad	fakultet	facultad	fakultet	N;FEM;SG	N;NOM;MASC;SG
facultad	fakulteta	facultad	fakultet	N;FEM;SG	N;GEN;MASC;SG
cataluña	kataloniji	cataluña	katalonija	N;FEM;SG	N;DAT;FEM;SG
tradicional	tradicionalna	tradicional	tradicionalan	ADJ;SG	ADJ;NOM;DEF;FEM;SG
tradicional	tradicionalni	tradicional	tradicionalan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
derecha	pravo	derecha	pravo	N;FEM;SG	N;NOM;NEUT;SG
niño	dečko	niño	dečko	N;MASC;SG	N;NOM;MASC;SG
niño	momak	niño	momak	N;MASC;SG	N;NOM;MASC;SG
niño	dječak	niño	dječak	N;MASC;SG	N;NOM;MASC;SG
niño	klinac	niño	klinac	N;MASC;SG	N;NOM;MASC;SG
niño	djete	niño	dijete	N;MASC;SG	N;NOM;NEUT;SG
niño	dete	niño	deti	N;MASC;SG	N;NOM;NEUT;SG
niño	dijete	niño	dijete	N;MASC;SG	N;NOM;NEUT;SG
plantilla	predložak	plantilla	predložak	N;FEM;SG	N;NOM;MASC;SG
votos	glasove	voto	glas	N;MASC;PL	N;ACC;MASC;PL
votos	glasova	voto	glas	N;MASC;PL	N;GEN;MASC;PL
votos	glasovi	voto	glas	N;MASC;PL	N;NOM;MASC;PL
votos	zavjete	voto	zavjet	N;MASC;PL	N;ACC;MASC;PL
banco	banco	banco	banco	N;MASC;SG	N;NOM;FEM;SG
banco	banka	banco	banka	N;MASC;SG	N;NOM;FEM;SG
banco	klupi	banco	klupa	N;MASC;SG	N;DAT;FEM;SG
banco	klupa	banco	klup	N;MASC;SG	N;NOM;FEM;SG
consiguió	dobio	conseguir	dobiti	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP;ACT
contrato	ugovor	contrato	ugovor	N;MASC;SG	N;NOM;MASC;SG
pintura	slikarstvo	pintura	slikarstvo	N;FEM;SG	N;NOM;NEUT;SG
pintura	slikanje	pintura	slikanje	N;FEM;SG	N;NOM;NEUT;SG
ruso	ruska	ruso	ruski	ADJ;MASC;SG	ADJ;NOM;FEM;SG
ruso	ruski	ruso	ruski	ADJ;MASC;SG	ADJ;NOM;MASC;SG
ruso	rusko	ruso	rusko	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
batería	baterija	batería	baterija	N;FEM;SG	N;NOM;FEM;SG
diputados	zastupnici	diputado	zastupnik	N;MASC;PL	N;NOM;MASC;PL
diputados	članove	diputado	član	N;MASC;PL	N;ACC;MASC;PL
diputados	članice	diputado	članica	N;MASC;PL	N;NOM;FEM;PL
diputados	članovi	diputado	član	N;MASC;PL	N;NOM;MASC;PL
diputados	članova	diputado	član	N;MASC;PL	N;GEN;MASC;PL
diputados	zastupnici	diputado	zastupnik	N;MASC;PL	N;NOM;MASC;PL
diputados	zamjenici	diputado	zamjenik	N;MASC;PL	N;NOM;MASC;PL
pasa	prolazi	pasar	prolaziti	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
deportes	sportovi	deporte	sport	N;MASC;PL	N;NOM;MASC;PL
representa	zastupa	representar	zastup	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
representa	predstavlja	representar	predstavljati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
recursos	resursi	recurso	resurs	N;MASC;PL	N;NOM;MASC;PL
recursos	sredstva	recurso	sredstvo	N;MASC;PL	N;NOM;NEUT;PL
misión	zadatak	misión	zadatak	N;FEM;SG	N;NOM;MASC;SG
misión	misija	misión	misija	N;FEM;SG	N;NOM;FEM;SG
compositor	tekstopisac	compositor	tekstopisac	N;MASC;SG	N;NOM;MASC;SG
compositor	skladatelj	compositor	skladatelj	N;MASC;SG	N;NOM;MASC;SG
futuro	budućnosti	futuro	budućnost	N;MASC;SG	N;INS;FEM;SG
futuro	budućnost	futuro	budućnost	N;MASC;SG	N;NOM;FEM;SG
ángeles	anđeli	ángel	anđeo	N;MASC;PL	N;NOM;MASC;PL
utilizado	korišteno	utilizado	koristiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
utilizado	korišten	utilizado	korišten	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
vicente	vicente	vicente	vicent	N;SG	N;NOM;MASC;SG
vicente	vincent	vicente	vincent	N;SG	N;NOM;MASC;SG
vicente	val	vicente	val	N;SG	N;NOM;MASC;SG
terminó	završilo	terminar	završiti	V;IND;SG;3;PST;FIN	V;NEUT;SG;PST;V.PTCP;ACT
tecnología	tech	tecnología	tech	N;FEM;SG	N;NOM;MASC;SG
tecnología	tehnologija	tecnología	tehnologija	N;FEM;SG	N;NOM;FEM;SG
trabajar	radim	trabajar	raditi	V;NFIN	V;IND;SG;1;PRS;FIN
tiempos	vremena	tiempo	vrijeme	N;MASC;PL	N;NOM;NEUT;PL
ramón	ramone	ramón	ramon	N;MASC;SG	N;NOM;MASC;SG
fiesta	tulum	fiesta	tulum	N;FEM;SG	N;NOM;MASC;SG
fiesta	zabava	fiesta	zabava	N;FEM;SG	N;NOM;FEM;SG
fiesta	stranka	fiesta	stranka	N;FEM;SG	N;NOM;FEM;SG
jardín	vrta	jardín	vrt	N;MASC;SG	N;GEN;MASC;SG
jardín	garden	jardín	garden	N;MASC;SG	N;NOM;MASC;SG
jardín	vrt	jardín	vrt	N;MASC;SG	N;NOM;MASC;SG
jardín	gardens	jardín	gardens	N;MASC;SG	N;NOM;MASC;SG
madera	drvo	madera	drvo	N;FEM;SG	N;NOM;NEUT;SG
inferior	donja	inferior	donji	ADJ;SG	ADJ;NOM;DEF;FEM;SG
clubes	klubovi	club	klub	N;MASC;PL	N;NOM;MASC;PL
clubes	klubova	club	klub	N;MASC;PL	N;GEN;MASC;PL
clubes	palice	club	palica	N;MASC;PL	N;NOM;FEM;PL
clubes	klubove	club	klub	N;MASC;PL	N;ACC;MASC;PL
mexicana	mexicana	mexicano	mexican	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
mexicana	meksička	mexicano	meksički	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
mexicana	meksički	mexicano	meksički	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
incluyen	uključuju	incluir	uključivati	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
frontera	granica	frontera	granica	N;FEM;SG	N;NOM;FEM;SG
hab	hab	haber	hab		
atención	pažnja	atención	pažnja	N;FEM;SG	N;NOM;FEM;SG
digital	digitalni	digital	digitalan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
digital	digitalna	digital	digitalan	ADJ;SG	ADJ;NOM;DEF;FEM;SG
torres	kule	torre	kula	N;FEM;PL	N;NOM;FEM;PL
doble	dupli	doble	dupla	ADJ;SG	ADJ;NOM;DEF;MASC;SG
comandante	major	comandante	major	N;SG	N;NOM;MASC;SG
comandante	bojnik	comandante	bojnik	N;SG	N;NOM;MASC;SG
comandante	zapovjednik	comandante	zapovjednik	N;SG	N;NOM;MASC;SG
corazón	srce	corazón	srce	N;MASC;SG	N;NOM;NEUT;SG
corazón	corazón	corazón	corazón	N;MASC;SG	N;NOM;FEM;SG
secretario	tajnica	secretario	tajnica	N;MASC;SG	N;NOM;FEM;SG
secretario	tajnik	secretario	tajnik	N;MASC;SG	N;NOM;MASC;SG
secretario	sekretarica	secretario	sekretarica	N;MASC;SG	N;NOM;FEM;SG
letras	pisma	letra	pismo	N;FEM;PL	N;NOM;NEUT;PL
letras	slova	letra	slovo	N;FEM;PL	N;NOM;NEUT;PL
letras	stihovi	letra	stih	N;FEM;PL	N;NOM;MASC;PL
letras	stihove	letra	stih	N;FEM;PL	N;ACC;MASC;PL
lenguas	jezike	lengua	jezik	N;FEM;PL	N;ACC;MASC;PL
lenguas	jezicima	lengua	jezik	N;FEM;PL	N;INS;MASC;PL
lenguas	jezici	lengua	jezik	N;FEM;PL	N;NOM;MASC;PL
vivo	živ	vivo	živ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
xvii	seventeenth	xvii	seventet	N;SG	N;NOM;MASC;SG
encuentro	susret	encuentro	susret	N;MASC;SG	N;NOM;MASC;SG
encuentro	sastanak	encuentro	sastanak	N;MASC;SG	N;NOM;MASC;SG
encuentro	upoznavanje	encuentro	upoznavanje	N;MASC;SG	N;NOM;NEUT;SG
encuentro	susret	encuentro	susret	N;MASC;SG	N;NOM;MASC;SG
obtener	dobiti	obtener	dobiti	V;NFIN	V;NFIN
originalmente	izvorno	originalmente	izvorno	ADV	ADV
naturaleza	priroda	naturaleza	priroda	N;FEM;SG	N;NOM;FEM;SG
claro	jasno	claro	jasno	ADV	ADV
claro	čisto	claro	čist	ADV	ADV
claro	naravno	claro	naravno	ADV	ADV
existencia	postojanje	existencia	postojanje	N;FEM;SG	N;NOM;NEUT;SG
man	covjek	man	covjek	N	N;NOM;MASC;SG
man	čovjek	man	čovjek	N	N;NOM;MASC;SG
man	čovek	man	čovek	N	N;NOM;MASC;SG
guatemala	gvatemali	guatemala	gvatemati	N;FEM;SG	N;DAT;FEM;SG
aragón	aragona	aragón	aragon	N;MASC;SG	N;ACC;MASC;SG
juega	sviraj	jugar	sviraj	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
juega	igraj	jugar	igraj	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
rico	ukusno	rico	ukusan	ADJ;MASC;SG	ADJ;NOM;DEF;NEUT;SG
rico	bogata	rico	bogat	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
rico	bogat	rico	bogat	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
rico	bogati	rico	bogat	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
sonido	zvuk	sonido	zvuk	N;MASC;SG	N;NOM;MASC;SG
sonido	sound	sonido	sound	N;MASC;SG	N;NOM;MASC;SG
usar	koristi	usar	koristiti	V;NFIN	V;IND;SG;3;PRS;FIN
usar	iskoristi	usar	iskoristiti	V;NFIN	V;IND;SG;3;PRS;FIN
usar	upotrijebi	usar	upotrijebiti	V;NFIN	V;IND;SG;3;PRS;FIN
mensajes	poruke	mensaje	poruka	N;MASC;PL	N;NOM;FEM;PL
mesa	stol	mesa	stol	N;FEM;SG	N;NOM;MASC;SG
mesa	tablica	mesa	tablica	N;FEM;SG	N;NOM;FEM;SG
granada	grenada	granada	grenad	N;FEM;SG	N;NOM;FEM;SG
granada	nara	granada	nar	N;FEM;SG	N;NOM;MASC;SG
granada	granada	granada	granad	N;FEM;SG	N;NOM;FEM;SG
granada	granata	granada	granata	N;FEM;SG	N;NOM;FEM;SG
antiguos	drevne	antiguo	drevan	ADJ;MASC;PL	ADJ;NOM;DEF;FEM;PL
objeto	predmet	objeto	predmet	N;MASC;SG	N;NOM;MASC;SG
objeto	objekt	objeto	objekt	N;MASC;SG	N;NOM;MASC;SG
generales	generali	general	general	N;MASC;PL	N;NOM;MASC;PL
formado	formirana	formado	formirati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
apertura	otvor	apertura	otvor	N;FEM;SG	N;NOM;MASC;SG
apertura	otvorenost	apertura	otvorenost	N;FEM;SG	N;NOM;FEM;SG
apertura	otvorenje	apertura	otvorenje	N;FEM;SG	N;NOM;NEUT;SG
apertura	otvaranje	apertura	otvaranje	N;FEM;SG	N;NOM;NEUT;SG
geografía	geografija	geografía	geografija	N;FEM;SG	N;NOM;FEM;SG
análisis	analize	análisis	analiza	N;MASC	N;NOM;FEM;PL
análisis	analiza	análisis	analiza	N;MASC	N;NOM;FEM;SG
protección	zaštita	protección	zaštita	N;FEM;SG	N;NOM;FEM;SG
protección	zaštitu	protección	zaštita	N;FEM;SG	N;ACC;FEM;SG
géneros	žanrova	género	žanrov	N;MASC;PL	N;GEN;MASC;PL
naciones	narodi	nación	narod	N;FEM;PL	N;NOM;MASC;PL
naciones	nacije	nación	nacija	N;FEM;PL	N;NOM;FEM;PL
familias	obitelji	familia	obitelj	N;FEM;PL	N;NOM;FEM;PL
familias	obiteljima	familia	obitelj	N;FEM;PL	N;INS;MASC;PL
familias	porodice	familia	porodica	N;FEM;PL	N;NOM;FEM;PL
ferrocarril	željeznica	ferrocarril	željeznica	N;MASC;SG	N;NOM;FEM;SG
ferrocarril	željeznicom	ferrocarril	željeznica	N;MASC;SG	N;INS;FEM;SG
