ale	ama	ale	ama	CONJ	CONJ
chyby	hatalar	chyba	hata	N;NOM;FEM;PL;POS	N;NOM;PL;3
chyby	hatalar	chyba	hata	N;NOM;FEM;PL;POS	N;NOM;PL;3
chyby	böcekler	chyba	böcek	N;NOM;FEM;PL;POS	N;NOM;PL;3
chyby	hatalar	chyba	hata	N;NOM;FEM;PL;POS	N;NOM;PL;3
rozsah	ölçeği	rozsah	ölçek	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
rozsah	mesafe	rozsah	mesafe	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
rozsah	kapsamı	rozsah	kapsam	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
synové	oğullar	syn	oğul	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
rody	evler	rod	ev	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
vědomí	bilinci	vědomí	bilinci	N;NOM;NEUT;SG;POS	N;NOM;SG;3
poznání	bilgi	poznání	bilgi	N;NOM;NEUT;SG;POS	N;NOM;SG;3
poznání	fark	poznání	fark	N;NOM;NEUT;SG;POS	N;NOM;SG;3
rovnice	eşitlik	rovnice	eşitlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
rovnice	denklem	rovnice	denkle	N;NOM;FEM;SG;POS	N;NOM;SG;3
rovnice	denklemi	rovnice	denklem	N;NOM;FEM;SG;POS	N;NOM;SG;3
auto	otomobil	auto	otomobil	N;NOM;NEUT;SG;POS	N;NOM;SG;3
auto	otomobil	auto	otomobil	N;NOM;NEUT;SG;POS	N;NOM;SG;3
materiály	malzemeler	materiál	malzeme	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zóny	bölgeler	zóna	bölge	N;NOM;FEM;PL;POS	N;NOM;PL;3
někoho	birini	někdo	biri	PRO;ANIM;ACC;MASC	PRO;ACC;SG;3
restaurace	restoran	restaurace	restoran	N;NOM;FEM;SG;POS	N;NOM;SG;3
restaurace	lokanta	restaurace	lokan	N;NOM;FEM;SG;POS	N;NOM;SG;3
restaurace	lokantası	restaurace	lokanta	N;NOM;FEM;SG;POS	N;NOM;SG;3
restaurace	restaurant	restaurace	restaurant	N;NOM;FEM;SG;POS	N;NOM;SG;3
užití	kullanımı	užití	kullanım	N;NOM;NEUT;SG;POS	N;NOM;SG;3
užití	kullanımı	užití	kullanım	N;NOM;NEUT;SG;POS	N;NOM;SG;3
statek	çiftlik	statek	çiftlik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
krok	adımı	krok	adım	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
příkaz	komuta	příkaz	komut	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
paliva	yakıtlar	palivo	yakıt	N;NOM;NEUT;PL;POS	N;NOM;PL;3
zajištění	reasürans	zajištění	reasürans	N;NOM;NEUT;SG;POS	N;NOM;SG;3
koncepce	gebelik	koncepce	gebelik	N;NOM;FEM;SG;POS	N;NOM;SG;3
bezpečnost	güvenlik	bezpečnost	güvenlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
bezpečnost	güvenliği	bezpečnost	güvenlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
bezpečnost	emniyet	bezpečnost	emniyet	N;NOM;FEM;SG;POS	N;NOM;SG;3
bezpečnost	güvenlik	bezpečnost	güvenlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
přístav	limanı	přístav	liman	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
lokalita	site	lokalita	sit	N;NOM;FEM;SG;POS	N;NOM;SG;3
lokalita	yer	lokalita	yer	N;NOM;FEM;SG;POS	N;NOM;SG;3
lokalita	konum	lokalita	konum	N;NOM;FEM;SG;POS	N;NOM;SG;3
lokalita	semt	lokalita	semt	N;NOM;FEM;SG;POS	N;NOM;SG;3
soubory	dosyalar	soubor	dosya	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
soubory	dosyaları	soubor	dosya	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zprávu	mesajı	zpráva	mesaj	N;ACC;FEM;SG;POS	N;ACC;SG;3
studenti	öğrenciler	student	öğrenci	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
uživatelé	kullanıcılar	uživatel	kullanıcı	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
vlny	dalgalar	vlna	dalga	N;NOM;FEM;PL;POS	N;NOM;PL;3
družstva	kooperatifler	družstvo	kooperatif	N;NOM;NEUT;PL;POS	N;NOM;PL;3
prohlášení	ifade	prohlášení	ifade	N;NOM;NEUT;SG;POS	N;NOM;SG;3
rozdíly	farklar	rozdíl	fark	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
rozdíly	farklılıkları	rozdíl	farklılık	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
rozdíly	farklılıklar	rozdíl	farklılık	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
provést	uygula	provést	uygula	V;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
rostou	büyümek	růst	büyü	V;IND;PL;3;POS;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
rostou	büyümek	růst	büyü	V;IND;PL;3;POS;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
nálezy	bulgular	nález	bulgu	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
prodej	satılık	prodej	satılık	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
turistická	turistik	turistický	turistik	ADJ;NOM;FEM;SG;POS	ADJ
rozměry	boyutlar	rozměr	boyu	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
otevřel	açtı	otevřít	aç	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
poloha	konum	poloha	konum	N;NOM;FEM;SG;POS	N;NOM;SG;3
poloha	yer	poloha	yer	N;NOM;FEM;SG;POS	N;NOM;SG;3
poloha	konum	poloha	konum	N;NOM;FEM;SG;POS	N;NOM;SG;3
důkazy	deliller	důkaz	delil	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
důkazy	kanıtlar	důkaz	kanıt	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
střely	füzeler	střela	füze	N;NOM;FEM;PL;POS	N;NOM;PL;3
věta	ceza	věta	ceza	N;NOM;FEM;SG;POS	N;NOM;SG;3
poznámky	notlar	poznámka	not	N;NOM;FEM;PL;POS	N;NOM;PL;3
poznámky	yorumlar	poznámka	yorum	N;NOM;FEM;PL;POS	N;NOM;PL;3
kameny	kayalar	kámen	kaya	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
přítel	arkadaşım	přítel	arkadaş	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
rakety	füzeler	raketa	füze	N;NOM;FEM;PL;POS	N;NOM;PL;3
rakety	roketler	raketa	roket	N;NOM;FEM;PL;POS	N;NOM;PL;3
licence	ehliyet	licence	ehliyet	N;NOM;FEM;SG;POS	N;NOM;SG;3
licence	ehliyet	licence	ehliyet	N;NOM;FEM;SG;POS	N;NOM;SG;3
lokality	mekanlar	lokalita	mekan	N;NOM;FEM;PL;POS	N;NOM;PL;3
lokality	konumlar	lokalita	konum	N;NOM;FEM;PL;POS	N;NOM;PL;3
lokality	yerler	lokalita	yer	N;NOM;FEM;PL;POS	N;NOM;PL;3
lokality	siteler	lokalita	site	N;NOM;FEM;PL;POS	N;NOM;PL;3
rychlé	hızlı	rychlý	hızlı	ADJ;NOM;NEUT;SG;POS	ADJ
rychlé	hızlı	rychlý	hızlı	ADJ;NOM;NEUT;SG;POS	ADJ
počítač	bilgisayar	počítač	bilgisayar	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
místnosti	odalar	místnost	oda	N;NOM;FEM;PL;POS	N;NOM;PL;3
lístky	biletler	lístek	bilet	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
autobusy	otobüsler	autobus	otobüs	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
autobusy	otobüsler	autobus	otobüs	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
letadlo	uçak	letadlo	uçak	N;NOM;NEUT;SG;POS	N;NOM;SG;3
letadlo	uçak	letadlo	uçak	N;NOM;NEUT;SG;POS	N;NOM;SG;3
letadlo	uçak	letadlo	uçak	N;NOM;NEUT;SG;POS	N;NOM;SG;3
ptáci	kuşlar	pták	kuş	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
umělci	sanatçılar	umělec	sanatçı	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
umělci	oyuncular	umělec	oyuncu	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
umělci	sanatçılar	umělec	sanatçı	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
kněží	rahipler	kněz	rahip	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
nastavení	kurulum	nastavení	kurulum	N;NOM;NEUT;SG;POS	N;NOM;SG;3
nastavení	ayarı	nastavení	ayar	N;NOM;NEUT;SG;POS	N;NOM;SG;3
nastavení	ayar	nastavení	ayar	N;NOM;NEUT;SG;POS	N;NOM;SG;3
produkty	ürünler	produkt	ürün	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
hlasy	oylar	hlas	oy	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
hlasy	sesleri	hlas	ses	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
hlasy	sesler	hlas	ses	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
důvody	sebepleri	důvod	sebep	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
důvody	nedenler	důvod	neden	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
důvody	sebepler	důvod	sebep	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zisk	kazanç	zisk	kazanç	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zisk	kazanç	zisk	kazanç	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
svobodu	özgürlüğü	svoboda	özgürlük	N;ACC;FEM;SG;POS	N;ACC;SG;3
hala	salon	hala	salon	N;NOM;FEM;SG;POS	N;NOM;SG;3
kopce	tepeler	kopec	tepe	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
kopce	dağlar	kopec	dağ	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
dřevo	ahşap	dřevo	ahşap	N;NOM;NEUT;SG;POS	N;NOM;SG;3
dřevo	ahşap	dřevo	ahşap	N;NOM;NEUT;SG;POS	N;NOM;SG;3
záznamy	rekorlar	záznam	rekor	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
záznamy	kayıtlar	záznam	kayıt	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
statistické	istatistiksel	statistický	istatistiksel	ADJ;NOM;MASC;SG;POS	ADJ
hodnost	rütbe	hodnost	rütbe	N;NOM;FEM;SG;POS	N;NOM;SG;3
odpovídající	eşleşen	odpovídající	eşleş	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ
průvodce	rehberlik	průvodce	rehberlik	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
průvodce	rehberi	průvodce	rehber	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
prodal	sattı	prodat	sat	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
symboly	semboller	symbol	sembol	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
symboly	simgeler	symbol	simge	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
výrobky	makaleler	výrobek	makale	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
výrobky	yazılar	výrobek	yazı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
výrobky	ürünler	výrobek	ürün	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
legendy	efsaneler	legenda	efsane	N;NOM;FEM;PL;POS	N;NOM;PL;3
legendy	efsaneleri	legenda	efsane	N;NOM;FEM;PL;POS	N;NOM;PL;3
písmeno	mektup	písmeno	mektup	N;NOM;NEUT;SG;POS	N;NOM;SG;3
konflikt	anlaşmazlık	konflikt	anlaşmazlık	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vidí	görüyor	vidět	gör	V;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
výhra	galibiyet	výhra	galibiyet	N;NOM;FEM;SG;POS	N;NOM;SG;3
odrůda	çeşitlilik	odrůda	çeşitlilik	N;NOM;FEM;SG;POS	N;NOM;SG;3
odrůda	çeşitliliği	odrůda	çeşitlilik	N;NOM;FEM;SG;POS	N;NOM;SG;3
okupace	mesleği	okupace	meslek	N;NOM;FEM;SG;POS	N;NOM;SG;3
diplomat	diplomat	diplomat	diplomat	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
představitel	temsilcisi	představitel	temsilci	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
přesun	havale	přesun	havale	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
přesun	hareket	přesun	hareket	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
distribuce	dağıtımı	distribuce	dağıt	N;NOM;FEM;SG;POS	N;NOM;SG;3
nabídku	teklifi	nabídka	teklif	N;ACC;FEM;SG;POS	N;ACC;SG;3
požádal	sordu	požádat	sor	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
požádal	sordum	požádat	sor	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;1;POS;PST
požádal	istedi	požádat	iste	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
požádal	sormuş	požádat	sor	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
automobil	otomobil	automobil	otomobil	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
automobil	otomobil	automobil	otomobil	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zasedání	toplantı	zasedání	toplantı	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zasedání	toplantı	zasedání	toplantı	N;NOM;NEUT;SG;POS	N;NOM;SG;3
široký	geniş	široký	geniş	ADJ;INAN;NOM;MASC;SG;POS	ADJ
široký	geniş	široký	geniş	ADJ;INAN;NOM;MASC;SG;POS	ADJ
povinnost	görev	povinnost	görev	N;NOM;FEM;SG;POS	N;NOM;SG;3
povinnost	yükümlülük	povinnost	yükümlülük	N;NOM;FEM;SG;POS	N;NOM;SG;3
povinnost	zorunluluk	povinnost	zorunluluk	N;NOM;FEM;SG;POS	N;NOM;SG;3
fiktivní	kurgusal	fiktivní	kurgusal	ADJ;NOM;MASC;SG;POS	ADJ
najde	buluyor	najít	bul	V;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
technická	teknik	technický	teknik	ADJ;NOM;FEM;SG;POS	ADJ
přednost	önceliği	přednost	öncelik	N;NOM;FEM;SG;POS	N;NOM;SG;3
přednost	öncelik	přednost	öncelik	N;NOM;FEM;SG;POS	N;NOM;SG;3
rozmezí	mesafe	rozmezí	mesafe	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vynikající	olağanüstü	vynikající	olağanüstü	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ
vynikající	lezzetli	vynikající	lezzetli	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ
vynikající	mükemmel	vynikající	mükemmel	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ
poslal	gönderdi	poslat	gönder	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
rozlišení	çözünürlük	rozlišení	çözünürlük	N;NOM;NEUT;SG;POS	N;NOM;SG;3
snahy	çabaları	snaha	çaba	N;NOM;FEM;PL;POS	N;NOM;PL;3
snahy	çabalar	snaha	çaba	N;NOM;FEM;PL;POS	N;NOM;PL;3
jelena	geyik	jelen	geyik	N;NOM;FEM;SG;POS	N;NOM;SG;3
důležitá	onemli	důležitý	onemli	ADJ;NOM;FEM;SG;POS	ADJ
psychologie	psikiyatri	psychologie	psikiyatri	N;NOM;FEM;SG;POS	N;NOM;SG;3
psychologie	psikolojisi	psychologie	psikoloji	N;NOM;FEM;SG;POS	N;NOM;SG;3
docela	oldukça	docela	oldukça	ADV	ADV
dopis	mektup	dopis	mektup	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
porovnání	karşılaştırma	porovnání	karşılaş	N;NOM;NEUT;SG;POS	N;NOM;SG;3
porovnání	karşılaştırma	porovnání	karşılaş	N;NOM;NEUT;SG;POS	N;NOM;SG;3
povinnosti	yükümlülükleri	povinnost	yükümlülük	N;NOM;FEM;PL;POS	N;NOM;PL;3
povinnosti	sorumlulukları	povinnost	sorumluluk	N;NOM;FEM;PL;POS	N;NOM;PL;3
povinnosti	sorumluluklar	povinnost	sorumluluk	N;NOM;FEM;PL;POS	N;NOM;PL;3
povinnosti	görevleri	povinnost	görev	N;NOM;FEM;PL;POS	N;NOM;PL;3
dokumenty	evraklar	dokument	evrak	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
dokumenty	belgeler	dokument	belge	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
výšku	yüksekliği	výška	yükseklik	N;ACC;FEM;SG;POS	N;ACC;SG;3
následky	sonuçlar	následek	sonuç	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
tramvaje	tramvaylar	tramvaj	tramvay	N;NOM;FEM;PL;POS	N;NOM;PL;3
matice	matematik	matika	matematik	N;NOM;FEM;SG;POS	N;NOM;SG;3
příspěvek	bağışta	příspěvek	bağış	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
příspěvek	gönderi	příspěvek	gönder	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
kalendáře	takvimler	kalendář	takvim	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
lady	hanımefendi	lady	hanımefendi	N;FEM;SG;POS	N;NOM;SG;3
úředník	official	úředník	official	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
ustanovení	madde	ustanovení	madde	N;NOM;NEUT;SG;POS	N;NOM;SG;3
ustanovení	rızık	ustanovení	rızık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
kapacita	kapasitesi	kapacita	kapasite	N;NOM;FEM;SG;POS	N;NOM;SG;3
pozůstatky	kalıntıları	pozůstatek	kalıntı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
pozůstatky	kalıntılar	pozůstatek	kalıntı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
skály	kayalar	skála	kaya	N;NOM;FEM;PL;POS	N;NOM;PL;3
dánský	danimarkalı	dánský	danimarkalı	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
exilu	sürgüne	exil	sürgü	N;INAN;DAT;MASC;SG;POS	N;DAT;SG;3
zabít	öldürün	zabít	öl	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
dveře	kapılar	dveře	kapı	N;NOM;FEM;PL;POS	N;NOM;PL;3
jízdy	turlar	jízda	tur	N;NOM;FEM;PL;POS	N;NOM;PL;3
částice	parçacık	částice	parçacık	N;NOM;FEM;SG;POS	N;NOM;SG;3
složky	dosyalar	složka	dosya	N;NOM;FEM;PL;POS	N;NOM;PL;3
složky	dosyaları	složka	dosya	N;NOM;FEM;PL;POS	N;NOM;PL;3
průzkum	anket	průzkum	anket	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
průzkum	ankete	průzkum	anket	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
rozdělit	bölünmüş	rozdělit	böl	V;PFV;POS;NFIN	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
střed	center	střed	center	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
průtok	akışı	průtok	akış	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zabránit	önlemek	zabránit	önle	V;PFV;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
reformy	reformları	reforma	reform	N;NOM;FEM;PL;POS	N;NOM;PL;3
reformy	reformlar	reforma	reform	N;NOM;FEM;PL;POS	N;NOM;PL;3
postoj	konum	postoj	konum	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
postoj	davranış	postoj	davranış	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
postoj	duruşu	postoj	duruş	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
postoj	duruşu	postoj	duruş	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
výprava	quest	výprava	quest	N;NOM;FEM;SG;POS	N;NOM;SG;3
malby	resimler	malba	resim	N;NOM;FEM;PL;POS	N;NOM;PL;3
malby	tablolar	malba	tablo	N;NOM;FEM;PL;POS	N;NOM;PL;3
oběti	kayıplar	oběť	kayıp	N;NOM;FEM;PL;POS	N;NOM;PL;3
oběti	yaralılar	oběť	yaralı	N;NOM;FEM;PL;POS	N;NOM;PL;3
oběti	kurbanlar	oběť	kurban	N;NOM;FEM;PL;POS	N;NOM;PL;3
překlady	çeviriler	překlad	çevir	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
spoje	bağlantılar	spoj	bağlantı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
spoje	bağlantıları	spoj	bağlantı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
začít	başlayın	začít	başla	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
začít	başlayın	začít	başla	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
začít	başlasın	začít	başla	V;POS;NFIN	V;PFV;IMP;SG;3;POS;PRS
kostely	kiliseler	kostel	kilise	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
vzduch	air	vzduch	air	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vína	şaraplar	víno	şarap	N;NOM;NEUT;PL;POS	N;NOM;PL;3
konzervativní	muhafazakar	konzervativní	muhafazak	ADJ;NOM;MASC;SG;POS	ADJ
nemoc	hastalık	nemoc	hastalık	N;NOM;FEM;SG;POS	N;NOM;SG;3
nemoc	hastalık	nemoc	hastalık	N;NOM;FEM;SG;POS	N;NOM;SG;3
nemoc	hastalık	nemoc	hastalık	N;NOM;FEM;SG;POS	N;NOM;SG;3
free	ücretsiz	free	ücretsiz	ADJ;POS	ADJ
krajina	manzara	krajina	manzara	N;NOM;FEM;SG;POS	N;NOM;SG;3
krajina	manzara	krajina	manzara	N;NOM;FEM;SG;POS	N;NOM;SG;3
odlišné	uyumsuz	odlišný	uyumsuz	ADJ;NOM;NEUT;PL;POS	ADJ
kontakt	iletisim	kontakt	ileti	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
kontakt	iletişim	kontakt	iletiş	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
učitele	öğretmenleri	učitel	öğretmen	N;ANIM;ACC;MASC;PL;POS	N;ACC;PL;3
látka	madde	látka	madde	N;NOM;FEM;SG;POS	N;NOM;SG;3
union	birliği	union	birlik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
dynamo	dinamo	dynamo	dinamo	N;NOM;NEUT;SG;POS	N;NOM;SG;3
filozofie	felsefesi	filozofie	felsefe	N;NOM;FEM;SG;POS	N;NOM;SG;3
demokratická	demokratik	demokratický	demokratik	ADJ;NOM;FEM;SG;POS	ADJ
host	konuk	host	konuk	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
host	misafir	host	misafir	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
násilí	şiddeti	násilí	şiddet	N;NOM;NEUT;SG;POS	N;NOM;SG;3
oddíly	kısımlar	oddíl	kısım	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
oddíly	bölümler	oddíl	bölüm	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
atlet	atlet	atlet	atlet	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
bank	bankaların	banka	banka	N;GEN;FEM;PL;POS	N;GEN;PL;3
herci	aktörler	herec	aktör	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
herci	oyuncular	herec	oyuncu	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
upravit	düzenleyin	upravit	düzenle	V;PFV;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
upravit	düzenleme	upravit	düzenle	V;PFV;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
stejná	aynı	stejný	aynı	ADJ;NOM;FEM;SG;POS	ADJ
vrcholy	tepeler	vrchol	tepe	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
základny	üsleri	základna	üs	N;NOM;FEM;PL;POS	N;NOM;PL;3
základny	kaleler	základna	kale	N;NOM;FEM;PL;POS	N;NOM;PL;3
student	öğrenci	student	öğrenci	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
efekt	etkisi	efekt	etki	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
sex	cinsellik	sex	cinsellik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
unikátní	eşsiz	unikátní	eşsiz	ADJ;NOM;MASC;SG;POS	ADJ
členství	üyelik	členství	üyelik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
členství	üyelik	členství	üyelik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
klíč	anahtar	klíč	anahtar	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
scéna	sahnesi	scéna	sahne	N;NOM;FEM;SG;POS	N;NOM;SG;3
bohyně	tanrıça	bohyně	tanrıç	N;NOM;FEM;SG;POS	N;NOM;SG;3
pásma	bölgeler	pásmo	bölge	N;NOM;NEUT;PL;POS	N;NOM;PL;3
pásma	gruplar	pásmo	grup	N;NOM;NEUT;PL;POS	N;NOM;PL;3
koncerty	konserler	koncert	konser	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
koncerty	konserler	koncert	konser	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
vlákna	iplikler	vlákno	iplik	N;NOM;NEUT;PL;POS	N;NOM;PL;3
vlákna	ipler	vlákno	ip	N;NOM;NEUT;PL;POS	N;NOM;PL;3
vlákna	konular	vlákno	konu	N;NOM;NEUT;PL;POS	N;NOM;PL;3
obory	disiplinler	obor	disiplin	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
věda	bilim	věda	bilim	N;NOM;FEM;SG;POS	N;NOM;SG;3
lineární	doğrusal	lineární	doğrusal	ADJ;NOM;MASC;SG;POS	ADJ
ostatky	kalıntıları	ostatky	kalıntı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
ostatky	kalıntılar	ostatky	kalıntı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
sady	bahçeler	sada	bahçe	N;NOM;FEM;PL;POS	N;NOM;PL;3
sady	setleri	sada	set	N;NOM;FEM;PL;POS	N;NOM;PL;3
sady	ayarlar	sada	ayar	N;NOM;FEM;PL;POS	N;NOM;PL;3
sňatek	evlilik	sňatek	evlilik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
koncept	taslağı	koncept	taslak	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
odstranit	kaldırın	odstranit	kal	V;PFV;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS;CAUS
přesné	isabetli	přesný	isabetli	ADJ;NOM;NEUT;SG;POS	ADJ
