with	مع	with	مَعَ	ADP	ADP;ACC
followed	تبعت	follow	تَبِع	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
industry	صناعة	industry	صِنَاعَة	N;SG	N;NOM;INDF;SG
industry	الصناعة	industry	صِنَاعَة	N;SG	N;NOM;DEF;SG
collection	مجموعة	collection	مَجمُوعَة	N;SG	N;NOM;INDF;SG
collection	المجموعة	collection	مَجمُوعَة	N;SG	N;NOM;DEF;SG
collection	تحصيل	collection	تَحصِيل	N;SG	N;NOM;INDF;SG
collection	التحصيل	collection	تَحصِيل	N;SG	N;NOM;DEF;SG
request	طلب	request	طَلَب	N;SG	N;NOM;INDF;SG
request	الطلب	request	طَلَب	N;SG	N;NOM;DEF;SG
sold	تباع	sell	أَبَاع	V;PST;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;PASS
sold	بيعت	sell	بَيع	V;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
sold	بعت	sell	بَعَى	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
sold	باع	sell	بَاع	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
professor	استاذ	professor	استاذ	N;SG	N;NOM;INDF;SG
professor	استاذة	professor	استاذة	N;SG	N;NOM;INDF;SG
studio	الاستديو	studio	اِستَديُو	N;SG	N;NOM;DEF;SG
studio	استوديو	studio	استوديو	N;SG	N;NOM;INDF;SG
studio	استديو	studio	اِستَدَاو	N;SG	N;NOM;INDF;SG
competition	المنافسة	competition	مُنَافَسَة	N;SG	N;NOM;DEF;SG
competition	منافسة	competition	مُنَافَسَة	N;SG	N;NOM;INDF;SG
competition	مسابقة	competition	مُسَابَقَة	N;SG	N;NOM;INDF;SG
competition	المسابقة	competition	مُسَابَقَة	N;SG	N;NOM;DEF;SG
campaign	حملة	campaign	حَملَة	N;SG	N;NOM;INDF;SG
campaign	الحملة	campaign	حَملَة	N;SG	N;NOM;DEF;SG
theatre	المسرح	theatre	مَسرَح	N;SG	N;NOM;DEF;SG
theatre	مسرح	theatre	مَسرَح	N;SG	N;NOM;INDF;SG
empire	الامبراطورية	empire	الامبراطورية	N;SG	N;NOM;DEF;SG
empire	امبراطورية	empire	امبراطورية	N;SG	N;NOM;INDF;SG
length	طول	length	طُول	N;SG	N;NOM;INDF;SG
length	الطول	length	طُول	N;SG	N;NOM;DEF;SG
islands	جزر	island	جَزِيرَة	N;PL	N;NOM;INDF;PL
singer	مغني	singer	مَغِين	N;SG	N;NOM;INDF;SG
singer	المغني	singer	مَغَنِيّ	N;SG	N;NOM;DEF;SG
create	خلق	create	خَلَق	V;IMP;FIN	V;PFV;MASC;SG;3;ACT
market	سوق	market	سُوق	N;SG	N;NOM;INDF;SG
market	السوق	market	سُوق	N;SG	N;NOM;DEF;SG
words	الكلمات	word	كَلِمَة	N;PL	N;NOM;DEF;PL
words	كلمات	word	كَلِمَة	N;PL	N;NOM;INDF;PL
producer	المنتج	producer	مُنتَج	N;SG	N;NOM;DEF;SG
producer	منتج	producer	مُنتَج	N;SG	N;NOM;INDF;SG
notes	الملاحظات	note	مُلَاحَظَة	N;PL	N;NOM;DEF;PL
notes	ملاحظات	note	مُلَاحَظَة	N;PL	N;NOM;INDF;PL
hockey	الهوكي	hockey	الهوكي	N;SG	N;NOM;DEF;SG
novel	رواية	novel	رِوَايَة	N;SG	N;NOM;INDF;SG
code	شفرة	code	شَفرَة	N;SG	N;NOM;INDF;SG
code	الكود	code	الكود	N;SG	N;NOM;DEF;SG
code	رمز	code	رَمز	N;SG	N;NOM;INDF;SG
code	الرمز	code	رَمز	N;SG	N;NOM;DEF;SG
referee	حكم	referee	حُكم	N;SG	N;NOM;INDF;SG
referee	الحكم	referee	حُكم	N;SG	N;NOM;DEF;SG
sport	رياضة	sport	رِيَاضَة	N;SG	N;NOM;INDF;SG
sport	الرياضة	sport	رِيَاضَة	N;SG	N;NOM;DEF;SG
airport	مطار	airport	مَطَار	N;SG	N;NOM;INDF;SG
airport	المطار	airport	مَطَار	N;SG	N;NOM;DEF;SG
sound	الصوت	sound	صَوت	N;SG	N;NOM;DEF;SG
sound	صوت	sound	صَوت	N;SG	N;NOM;INDF;SG
status	الوضع	status	وَضع	N;SG	N;NOM;DEF;SG
status	الحالة	status	حَالَة	N;SG	N;NOM;DEF;SG
status	حالة	status	حَالَة	N;SG	N;NOM;INDF;SG
child	الطفلة	child	طِفلَة	N;SG	N;NOM;DEF;SG
child	طفل	child	طِفل	N;SG	N;NOM;INDF;SG
child	طفلة	child	طِفلَة	N;SG	N;NOM;INDF;SG
child	الطفل	child	طِفل	N;SG	N;NOM;DEF;SG
idea	الفكرة	idea	فِكرَة	N;SG	N;NOM;DEF;SG
idea	فكرة	idea	فِكرَة	N;SG	N;NOM;INDF;SG
foreign	اجنبي	foreign	أَجنَبِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
foreign	الاجنبي	foreign	أَجنَبِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
foreign	اجنبية	foreign	أَجنَبِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
municipality	البلدية	municipality	بَلَدِيَّة	N;SG	N;NOM;DEF;SG
municipality	بلدية	municipality	بَلَدِيَّة	N;SG	N;NOM;INDF;SG
register	تسجيل	register	تَسجِيل	N;SG	N;NOM;INDF;SG
register	السجل	register	سِجِلّ	N;SG	N;NOM;DEF;SG
register	التسجيل	register	تَسجِيل	N;SG	N;NOM;DEF;SG
problems	مشاكل	problem	مُشكِلَة	N;PL	N;NOM;INDF;PL
problems	مشكلات	problem	مُشكِلَة	N;PL	N;NOM;INDF;PL
problems	المشكلات	problem	مُشكِلَة	N;PL	N;NOM;DEF;PL
problems	المشاكل	problem	مُشكِلَة	N;PL	N;NOM;DEF;PL
coverage	الشمول	coverage	شُمُول	N;SG	N;NOM;DEF;SG
coverage	التغطية	coverage	تَغطِيَة	N;SG	N;NOM;DEF;SG
coverage	تغطية	coverage	تَغطِيَة	N;SG	N;NOM;INDF;SG
channel	قناة	channel	قَنَاة	N;SG	N;NOM;INDF;SG
channel	القناة	channel	قَنَاة	N;SG	N;NOM;DEF;SG
parliament	البرلمان	parliament	بَرلَمَان	N;SG	N;NOM;DEF;SG
parliament	برلمان	parliament	بَرلَمَان	N;SG	N;NOM;INDF;SG
edition	الطبعة	edition	طَبعَة	N;SG	N;NOM;DEF;SG
edition	اصدار	edition	إِصدَار	N;SG	N;NOM;INDF;SG
edition	طبعة	edition	طبعة	N;SG	N;NOM;INDF;SG
edition	الاصدار	edition	إِصدَار	N;SG	N;NOM;DEF;SG
minor	قاصر	minor	قَاصِر	ADJ	ADJ;NOM;INDF;MASC;SG
says	تقول	say	قَال	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
says	يقول	say	قَال	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
foundation	الاساس	foundation	أَسَاس	N;SG	N;NOM;DEF;SG
foundation	مؤسسة	foundation	مُؤَسَّسَة	N;SG	N;NOM;INDF;SG
foundation	المؤسسة	foundation	مُؤَسَّسَة	N;SG	N;NOM;DEF;SG
units	وحدات	unit	وَحدَة	N;PL	N;NOM;INDF;PL
units	الوحدات	unit	وَحدَة	N;PL	N;NOM;DEF;PL
movie	الفيلم	movie	فِيلم	N;SG	N;NOM;DEF;SG
movie	فيلم	movie	فِيلم	N;SG	N;NOM;INDF;SG
movie	الفلم	movie	فَلَّم	N;SG	N;NOM;DEF;SG
ice	الثلج	ice	ثَلج	N;SG	N;NOM;DEF;SG
limited	المحدود	limited	مَحدُود	ADJ	ADJ;NOM;DEF;MASC;SG
limited	محدود	limited	مَحدُود	ADJ	ADJ;NOM;INDF;MASC;SG
limited	محدودا	limited	مَحدُود	ADJ	ADJ;ACC;INDF;MASC;SG
limited	محدودة	limited	مَحدُود	ADJ	ADJ;NOM;INDF;FEM;SG
unit	وحدة	unit	وَحدَة	N;SG	N;NOM;INDF;SG
unit	الوحدة	unit	وَحدَة	N;SG	N;NOM;DEF;SG
student	الطالب	student	طَالِب	N;SG	N;NOM;DEF;SG
student	تلميذ	student	تَلمِيذ	N;SG	N;NOM;INDF;SG
student	طالبة	student	طَالِبَة	N;SG	N;NOM;INDF;SG
student	التلميذ	student	تَلمِيذ	N;SG	N;NOM;DEF;SG
stated	صرح	state	صَرَّح	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
complete	كامل	complete	كَامِل	ADJ	ADJ;NOM;INDF;MASC;SG
complete	كاملة	complete	كَامِل	ADJ	ADJ;NOM;INDF;FEM;SG
test	الاختبار	test	اِختِبَار	N;SG	N;NOM;DEF;SG
test	اختبار	test	اِختِبَار	N;SG	N;NOM;INDF;SG
nominated	رشح	nominate	رَشَح	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
nominated	رشحت	nominate	رشحت	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
bill	فاتورة	bill	فَاتُورَة	N;SG	N;NOM;INDF;SG
bill	الفاتورة	bill	فَاتُورَة	N;SG	N;NOM;DEF;SG
parts	اجزاء	part	جُزء	N;PL	N;NOM;INDF;PL
theory	نظرية	theory	نَظَرِيَّة	N;SG	N;NOM;INDF;SG
regional	اقليمية	regional	إِقلِيمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
regional	اقليمي	regional	إِقلِيمِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
regional	الاقليمي	regional	إِقلِيمِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
account	الحساب	account	حِسَاب	N;SG	N;NOM;DEF;SG
account	حساب	account	حِسَاب	N;SG	N;NOM;INDF;SG
vote	صوتوا	vote	صَوت	V;IMP;FIN	V;PFV;MASC;PL;3;ACT
computer	الحاسوب	computer	حَاسُوب	N;SG	N;NOM;DEF;SG
computer	حاسب	computer	حَاسِب	N;SG	N;NOM;INDF;SG
computer	حاسوب	computer	حاسوب	N;SG	N;NOM;INDF;SG
computer	الكمبيوتر	computer	كَمبيُوتِر	N;SG	N;NOM;DEF;SG
tournament	البطولة	tournament	بُطُولَة	N;SG	N;NOM;DEF;SG
tournament	بطولة	tournament	بُطُولَة	N;SG	N;NOM;INDF;SG
winning	الفوز	win	فَوز	N;SG	N;NOM;DEF;SG
hospital	المشفى	hospital	مُشِفِّيّ	N;SG	N;NOM;DEF;SG
hospital	مستشفي	hospital	مُستَشفَى	N;SG	N;NOM;INDF;SG
hospital	مستشفى	hospital	مُستَشفَى	N;SG	N;NOM;INDF;SG
hospital	المستشفى	hospital	مُستَشفَى	N;SG	N;NOM;DEF;SG
hospital	المستشفي	hospital	مُستَشفَى	N;SG	N;NOM;DEF;SG
hospital	مشفى	hospital	مُشفِي	N;SG	N;NOM;INDF;SG
taking	اخذ	take	أَخذ	V;V.MSDR	V;PFV;MASC;SG;3;ACT
mountain	الجبل	mountain	جَبَل	N;SG	N;NOM;DEF;SG
higher	الاعلى	higher	أَعلَى	ADJ;CMPR	ADJ;NOM;DEF;MASC;SG
cases	الحالات	case	حَالَة	N;PL	N;NOM;DEF;PL
cases	حالات	case	حَالَة	N;PL	N;NOM;INDF;PL
cases	القضايا	case	قَضِيَّة	N;PL	N;NOM;DEF;PL
cases	قضايا	case	قَضِيَّة	N;PL	N;NOM;INDF;PL
editing	التعديل	editing	تَعدِيل	N;SG	N;NOM;DEF;SG
editing	تحرير	editing	تَحرِير	N;SG	N;NOM;INDF;SG
editing	التحرير	editing	تَحرِير	N;SG	N;NOM;DEF;SG
replaced	استبدل	replace	اِستَبدَل	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
food	طعام	food	طَعَام	N;SG	N;NOM;INDF;SG
food	غذاء	food	غِذَاء	N;SG	N;NOM;INDF;SG
food	الطعام	food	طَعَام	N;SG	N;NOM;DEF;SG
food	الغذاء	food	غِذَاء	N;SG	N;NOM;DEF;SG
multiple	المتعددة	multiple	مُتَعَدِّد	ADJ	ADJ;NOM;DEF;FEM;SG
multiple	متعدد	multiple	مُتَعَدِّد	ADJ	ADJ;NOM;INDF;MASC;SG
multiple	متعددة	multiple	مُتَعَدِّد	ADJ	ADJ;NOM;INDF;FEM;SG
terms	المصطلحات	term	مُصطَلَح	N;PL	N;NOM;DEF;PL
terms	الشروط	term	شَرط	N;PL	N;NOM;DEF;PL
terms	شروط	term	شَرط	N;PL	N;NOM;INDF;PL
thing	الشيء	thing	شَيء	N;SG	N;NOM;DEF;SG
try	حاول	try	حَاوَل	V;IMP;FIN	V;MASC;IMP;SG;FIN
topic	الموضوع	topic	مَوضُوع	N;SG	N;NOM;DEF;SG
topic	موضوع	topic	مَوضُوع	N;SG	N;NOM;INDF;SG
woman	امراة	woman	إِمرَاة	N;SG	N;NOM;INDF;SG
woman	المراة	woman	مَرَاة	N;SG	N;NOM;DEF;SG
officer	الضابط	officer	ضَابِط	N;SG	N;NOM;DEF;SG
officer	ضابط	officer	ضَابِط	N;SG	N;NOM;INDF;SG
categories	الفئات	category	فِئَة	N;PL	N;NOM;DEF;PL
categories	الاصناف	category	إِصنَاف	N;PL	N;NOM;DEF;PL
categories	فئات	category	فِئَة	N;PL	N;NOM;INDF;PL
greek	يوناني	greek	يُونَانِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
greek	يونانية	greek	يُونَانِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
greek	اليوناني	greek	يُونَانِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
greek	اليونانية	greek	يُونَانِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
recent	حديثة	recent	حَدِيث	ADJ	ADJ;NOM;INDF;FEM;SG
sent	ارسلت	send	أَرسَل	V;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
sent	ارسل	send	أَرسَل	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
speed	السرعة	speed	سُرعَة	N;SG	N;NOM;DEF;SG
speed	سرعة	speed	سُرعَة	N;SG	N;NOM;INDF;SG
templates	نماذج	template	نَمُوذَج	N;PL	N;NOM;INDF;PL
templates	قوالب	template	قَالَب	N;PL	N;NOM;INDF;PL
templates	القوالب	template	قَالِب	N;PL	N;NOM;DEF;PL
money	المال	money	مَال	N;SG	N;NOM;DEF;SG
senior	كبار	senior	كَبِير	ADJ	ADJ;NOM;INDF;MASC;PL
selected	اختير	select	اِختَار	V;PST;V.PTCP	V;PFV;MASC;SG;3;PASS
true	حقيقي	true	حَقِيقِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
true	صحيح	true	صَحِيح	ADJ	ADJ;NOM;INDF;MASC;SG
regular	منتظم	regular	مُنتَظِم	ADJ	ADJ;NOM;INDF;MASC;SG
regular	منتظمة	regular	مُنتَظِم	ADJ	ADJ;NOM;INDF;FEM;SG
awarded	منحت	award	مَنَح	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
commercial	التجاري	commercial	تِجَارِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
commercial	تجاري	commercial	تِجَارِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
commercial	تجارية	commercial	تِجَارِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
cities	المدن	city	مَدِينَة	N;PL	N;NOM;DEF;PL
cities	مدن	city	مَدِينَة	N;PL	N;NOM;INDF;PL
contains	تحتوي	contain	اِحتَوَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
contains	يحتوي	contain	اِحتَوَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
contains	تحوي	contain	تَحَوِّي	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
trade	تجارة	trade	تِجَارَة	N;SG	N;NOM;INDF;SG
trade	التجارة	trade	تِجَارَة	N;SG	N;NOM;DEF;SG
degree	بدرجة	degree	بدرجة	N;SG	N;NOM;INDF;SG
degree	درجة	degree	دَرَجَة	N;SG	N;NOM;INDF;SG
degree	الدرجة	degree	دَرَجَة	N;SG	N;NOM;DEF;SG
birth	ميلاد	birth	ميلاد	N;SG	N;NOM;INDF;SG
birth	الميلاد	birth	مِيلَاد	N;SG	N;NOM;DEF;SG
birth	الولادة	birth	وِلَادَة	N;SG	N;NOM;DEF;SG
birth	ولادة	birth	وِلَادَة	N;SG	N;NOM;INDF;SG
finished	انتهيت	finish	اِنتَهَى	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
finished	انتهت	finish	اِنتَهَى	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
finished	انتهى	finish	اِنتَهَى	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
access	النفاذ	access	نَفَاذ	N;SG	N;NOM;DEF;SG
access	الوصول	access	وُصُول	N;SG	N;NOM;DEF;SG
seasons	الفصول	season	فَصل	N;PL	N;NOM;DEF;PL
seasons	مواسم	season	مَوسِم	N;PL	N;NOM;INDF;PL
beginning	بداية	beginning	بِدَايَة	N;SG	N;NOM;INDF;SG
beginning	البداية	beginning	بِدَايَة	N;SG	N;NOM;DEF;SG
software	برنامج	software	بَرنَامَج	N;SG	N;NOM;INDF;SG
famous	شهيرة	famous	شَهِيرَة	ADJ	ADJ;NOM;INDF;FEM;SG
famous	مشهور	famous	مَشهُور	ADJ	ADJ;NOM;INDF;MASC;SG
famous	شهير	famous	شَهِير	ADJ	ADJ;NOM;INDF;MASC;SG
famous	مشهورة	famous	مَشهُور	ADJ	ADJ;NOM;INDF;FEM;SG
religious	الدينية	religious	دِينِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
religious	دينية	religious	دِينِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
religious	الديني	religious	دِينِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
religious	متدين	religious	متدين	ADJ	ADJ;NOM;INDF;MASC;DU
hours	الساعات	hour	سَاعَة	N;PL	N;NOM;DEF;PL
hours	ساعات	hour	سَاعَة	N;PL	N;NOM;INDF;PL
running	تشغيل	running	تَشغِيل	N;SG	N;NOM;INDF;SG
running	الركض	running	رُكض	N;SG	N;NOM;DEF;SG
running	الجري	running	الجري	N;SG	N;NOM;DEF;SG
brought	جلبت	bring	جَلَب	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
brought	احضرت	bring	أَحضَر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
missing	مفقودين	missing	مَفقُود	ADJ	ADJ;NOM;INDF;MASC;PL
missing	المفقودين	missing	مَفقُود	ADJ	ADJ;ACC;DEF;MASC;PL
missing	مفقودة	missing	مَفقُود	ADJ	ADJ;NOM;INDF;FEM;SG
missing	مفقود	missing	مَفقُود	ADJ	ADJ;NOM;INDF;MASC;SG
economic	اقتصادية	economic	اِقتِصَادِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
structure	الهيكل	structure	هَيكَل	N;SG	N;NOM;DEF;SG
structure	هيكل	structure	هَيكَل	N;SG	N;NOM;INDF;SG
structure	بنية	structure	بِنيَة	N;SG	N;NOM;INDF;SG
rural	ريفية	rural	رِيفِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
decision	قرار	decision	قَرَار	N;SG	N;NOM;INDF;SG
decision	القرار	decision	قَرَار	N;SG	N;NOM;DEF;SG
minutes	الدقائق	minute	دِقَاقَة	N;PL	N;NOM;DEF;PL
minutes	دقائق	minute	دَقِيقَة	N;PL	N;NOM;INDF;PL
plays	المسرحيات	play	مَسرَحِيّ	N;PL	N;NOM;DEF;PL
plays	مسرحيات	play	مَسرَحِيّ	N;PL	N;NOM;INDF;PL
web	الشبكة	web	شَبَكَة	N;SG	N;NOM;DEF;SG
web	الويب	web	وَيب	N;SG	N;NOM;DEF;SG
decided	قررت	decide	قَرَّر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
decided	قرر	decide	قَرَّر	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
operations	عمليات	operation	عَمَلِيَّة	N;PL	N;NOM;INDF;PL
operations	العمليات	operation	عَمَلِيَّة	N;PL	N;NOM;DEF;PL
function	الوظيفة	function	وَظِيفَة	N;SG	N;NOM;DEF;SG
function	الدالة	function	دَالَة	N;SG	N;NOM;DEF;SG
function	دالة	function	دَالَة	N;SG	N;NOM;INDF;SG
function	وظيفة	function	وَظِيفَة	N;SG	N;NOM;INDF;SG
assembly	جمعية	assembly	جَمعِيَّة	N;SG	N;NOM;INDF;SG
assembly	الجمعية	assembly	جَمعِيَّة	N;SG	N;NOM;DEF;SG
security	الامن	security	أَمن	N;SG	N;NOM;DEF;SG
security	الامنية	security	أُمنِيَّة	N;SG	N;NOM;DEF;SG
operation	العملية	operation	عَمَلِيَّة	N;SG	N;NOM;DEF;SG
operation	عملية	operation	عَمَلِيَّة	N;SG	N;NOM;INDF;SG
call	مكالمة	call	مُكَالَمَة	N;SG	N;NOM;INDF;SG
call	نداء	call	نِدَاء	N;SG	N;NOM;INDF;SG
call	الاتصال	call	اِتِّصَال	N;SG	N;NOM;DEF;SG
successful	ناجحة	successful	نَاجِح	ADJ	ADJ;NOM;INDF;FEM;SG
successful	الناجحة	successful	نَاجِح	ADJ	ADJ;NOM;DEF;FEM;SG
successful	ناجح	successful	نَاجِح	ADJ	ADJ;NOM;INDF;MASC;SG
legal	قانوني	legal	قانوني	ADJ	ADJ;NOM;INDF;MASC;SG
legal	قانونية	legal	قَانُونِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
legal	القانوني	legal	قَانُونِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
jewish	اليهودية	jewish	يَهُودِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
jewish	يهودية	jewish	يَهُودِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
jewish	يهودي	jewish	يَهُودِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
establishments	المنشات	establishment	مُنشَأَة	N;PL	N;NOM;DEF;PL
establishments	منشات	establishment	مُنشَة	N;PL	N;NOM;INDF;PL
establishments	مؤسسات	establishment	مُؤَسَّسَة	N;PL	N;NOM;INDF;PL
goal	المرمى	goal	مَرمَى	N;SG	N;NOM;DEF;SG
goal	هدف	goal	هَدَف	N;SG	N;NOM;INDF;SG
goal	الهدف	goal	هَدَف	N;SG	N;NOM;DEF;SG
agree	اتفق	agree	اِتَّفَق	V;IND;PRS;FIN	V;PFV;MASC;SG;3;ACT
agree	نتفق	agree	نتفق	V;IND;PRS;FIN	V;IPFV;MASC;IND;PL;1;FIN;ACT
bad	سيئة	bad	سَيِّئ	ADJ	ADJ;NOM;INDF;FEM;SG
bad	سيء	bad	سِيَّة	ADJ	ADJ;NOM;INDF;MASC;SG
bad	سيئ	bad	سَيِّئ	ADJ	ADJ;NOM;INDF;MASC;SG
bad	سئ	bad	سَأّ	ADJ	ADJ;NOM;INDF;MASC;SG
attendance	الحضور	attendance	حُضُور	N;SG	N;NOM;DEF;SG
nature	طبيعة	nature	طَبِيعَة	N;SG	N;NOM;INDF;SG
nature	الطبيعة	nature	طَبِيعَة	N;SG	N;NOM;DEF;SG
allowed	سمح	allow	سَمَح	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
structures	هياكل	structure	هَيكَل	N;PL	N;NOM;INDF;PL
hard	صعب	hard	صَعب	ADJ	ADJ;NOM;INDF;MASC;SG
hard	صعبة	hard	صَعب	ADJ	ADJ;NOM;INDF;FEM;SG
manager	المدير	manager	مُدِير	N;SG	N;NOM;DEF;SG
manager	مدير	manager	مُدِير	N;SG	N;NOM;INDF;SG
elections	الانتخابات	election	اِنتِخَاب	N;PL	N;NOM;DEF;PL
elections	انتخابات	election	اِنتِخَاب	N;PL	N;NOM;INDF;PL
box	صندوق	box	صُندُوق	N;SG	N;NOM;INDF;SG
box	الصندوق	box	صُندُوق	N;SG	N;NOM;DEF;SG
lines	السطور	line	سُطُور	N;PL	N;NOM;DEF;PL
lines	الخطوط	line	خَطّ	N;PL	N;NOM;DEF;PL
lines	خطوط	line	خَطّ	N;PL	N;NOM;INDF;PL
democratic	ديمقراطي	democratic	دِيمُقرَاطِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
democratic	ديمقراطية	democratic	دِيمُقرَاطِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
success	النجاح	success	نَجَاح	N;SG	N;NOM;DEF;SG
success	التوفيق	success	تَوفِيق	N;SG	N;NOM;DEF;SG
success	نجاح	success	نَجَاح	N;SG	N;NOM;INDF;SG
singles	العزاب	singles	عِزَاب	N;PL	N;NOM;DEF;PL
traditional	التقليدي	traditional	تَقلِيدِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
traditional	التقليدية	traditional	تَقلِيدِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
traditional	تقليدية	traditional	تَقلِيدِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
traditional	تقليدي	traditional	تَقلِيدِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
rest	الراحة	rest	رَاحَة	N;SG	N;NOM;DEF;SG
rest	راحة	rest	رَاحَة	N;SG	N;NOM;INDF;SG
rest	استراحة	rest	اِستِرَاحَة	N;SG	N;NOM;INDF;SG
matter	مسالة	matter	مَسأَلَة	N;SG	N;NOM;INDF;SG
matter	المسالة	matter	مَسأَلَة	N;SG	N;NOM;DEF;SG
wide	واسعا	wide	وَاسِع	ADJ	ADJ;ACC;INDF;MASC;SG
wide	واسعة	wide	وَاسِع	ADJ	ADJ;NOM;INDF;FEM;SG
wide	عريض	wide	عَرِيض	ADJ	ADJ;NOM;INDF;MASC;SG
wide	واسع	wide	وَاسِع	ADJ	ADJ;NOM;INDF;MASC;SG
month	شهرا	month	شَهر	N;SG	N;ACC;INDF;SG
month	الشهر	month	شَهر	N;SG	N;NOM;DEF;SG
month	شهر	month	شَهر	N;SG	N;NOM;INDF;SG
care	عناية	care	عِنَايَة	N;SG	N;NOM;INDF;SG
care	العناية	care	عِنَايَة	N;SG	N;NOM;DEF;SG
care	الرعاية	care	رِعَايَة	N;SG	N;NOM;DEF;SG
care	رعاية	care	رِعَايَة	N;SG	N;NOM;INDF;SG
admin	مسؤول	admin	مَسؤُول	N;SG	N;NOM;INDF;SG
admin	المسؤول	admin	مَسؤُول	N;SG	N;NOM;DEF;SG
admin	المشرف	admin	مُشرِف	N;SG	N;NOM;DEF;SG
cultural	الثقافي	cultural	ثَقَافِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
cultural	ثقافي	cultural	ثَقَافِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
cultural	ثقافية	cultural	ثَقَافِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
cultural	الثقافية	cultural	ثَقَافِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
commission	اللجنة	commission	لَجنَة	N;SG	N;NOM;DEF;SG
commission	عمولة	commission	عُمُولَة	N;SG	N;NOM;INDF;SG
plan	الخطة	plan	خُطَّة	N;SG	N;NOM;DEF;SG
plan	خطة	plan	خُطَّة	N;SG	N;NOM;INDF;SG
practice	التدريب	practice	تَدرِيب	N;SG	N;NOM;DEF;SG
practice	ممارسة	practice	مُمَارَسَة	N;SG	N;NOM;INDF;SG
practice	الممارسة	practice	مُمَارَسَة	N;SG	N;NOM;DEF;SG
practice	التمرين	practice	تَمرِين	N;SG	N;NOM;DEF;SG
practice	تدريب	practice	تَدرِيب	N;SG	N;NOM;INDF;SG
command	امر	command	أَمر	N;SG	N;NOM;INDF;SG
command	قيادة	command	قِيَادَة	N;SG	N;NOM;INDF;SG
command	القيادة	command	قِيَادَة	N;SG	N;NOM;DEF;SG
nomination	ترشيح	nomination	تَرشِيح	N;SG	N;NOM;INDF;SG
nomination	الترشيح	nomination	تَرشِيح	N;SG	N;NOM;DEF;SG
parties	حفلات	party	حَفلَة	N;PL	N;NOM;INDF;PL
