den	den	den	den	PRO;ACC;MASC+FEM;SG;3	PRO;SG;3
begynder	begynner	begynde	begynne	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
begynder	begynner	begynde	begynne	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
begynder	starter	begynde	starte	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
begynder	begynner	begynde	begynne	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
begynder	begynner	begynde	begynne	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
begynder	starter	begynde	starte	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
tab	savn	tab	savn	N;INDF;NEUT;SG	N;INDF;MASC;SG
tab	tap	tab	tap	N;INDF;NEUT;SG	N;INDF;NEUT;SG
tab	tap	tab	tap	N;INDF;NEUT;SG	N;INDF;NEUT;SG
tab	fane	tab	fan	N;INDF;NEUT;SG	N;INDF;FEM;SG
tab	tab	tab	tab	N;INDF;NEUT;SG	N
højt	høgt	høj	høg	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
højt	høgt	høj	høg	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
provinsen	provinsen	provins	provins	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
slag	blow	slag	blow	N;INDF;NEUT;SG	N
slag	blås	slag	blås	N;INDF;NEUT;SG	N;INDF;MASC;SG
slag	blåse	slag	blåse	N;INDF;NEUT;SG	N;INDF;NEUT;SG
slag	kamp	slag	kamp	N;INDF;NEUT;SG	N;INDF;MASC;SG
slag	punch	slag	punch	N;INDF;NEUT;SG	N;INDF;SG
slag	punsj	slag	punsj	N;INDF;NEUT;SG	N;INDF;MASC;SG
status	status	status	status	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
træner	coach	træne	coach	N;INDF;MASC+FEM;SG	N
gælder	gjelder	gælde	gjelde	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
roller	roller	rolle	roller	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
kontrakt	kontrakt	kontrakt	kontrakt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
udført	utførte	udføre	utføre	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
kilde	kilde	kilde	kild	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
enheder	enheter	enhed	enhet	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
enheder	enheter	enhed	enhet	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
enheder	eksemplarer	enhed	eksemplare	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
enheder	enheter	enhed	enhet	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
regel	regel	regel	regel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
våben	våpen	våben	våpen	N;INDF;NEUT;PL	N;INDF;NEUT;PL
våben	geværer	våben	gevære	N;INDF;NEUT;PL	N;INDF;FEM;PL
våben	gun	våben	gun	N;INDF;NEUT;PL	N
våben	arms	våben	arm	N;INDF;NEUT;PL	N
spor	track	spor	track	N;INDF;NEUT;SG	N;INDF;MASC;SG
spor	spore	spor	spore	N;INDF;NEUT;SG	N;INDF;MASC;SG
hertug	duke	hertug	duke	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hertug	hertug	hertug	hertug	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
havet	havet	hav	hav	N;DEF;NEUT;SG	N;DEF;NEUT;SG
havet	ocean	hav	ocean	N;DEF;NEUT;SG	N
klar	klar	klar	klar	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
klar	klart	klar	klar	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
venner	vener	ven	ven	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
venner	venner	ven	venn	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
west	west	west	west	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
størrelse	størrelse	størrelse	størrelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rejste	reiste	rejse	reise	V;PL;PST;V.PTCP	V;IND;PST;FIN
lys	stearinlys	lys	stearinlys	N;INDF;NEUT;SG	N;INDF;NEUT;SG
lys	lys	lys	lys	N;INDF;NEUT;SG	N;INDF;NEUT;SG
lys	lys	lys	lys	N;INDF;NEUT;SG	N;INDF;NEUT;SG
lys	lights	lys	lights	N;INDF;NEUT;SG	N;INDF;NEUT;SG
ekstra	ekstra	ekstra	ekstra	ADJ	ADJ;INDF;NEUT;SG
stift	stiv	stiv	stiv	ADJ;INDF;NEUT;SG	ADJ;INDF;SG
stift	stivt	stiv	stiv	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
stift	stiv	stiv	stiv	ADJ;INDF;NEUT;SG	ADJ;INDF;SG
produktion	produksjon	produktion	produksjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tekniske	tekniske	teknisk	teknisk	ADJ;PL	ADJ;PL
fører	fører	føre	føre	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
fører	fører	føre	føre	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
slægt	avstamning	slægge	avstamning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
huset	huset	hus	hus	N;DEF;NEUT;SG	N;DEF;NEUT;SG
forældre	foreldre	forælder	forelder	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
forældre	foreldre	forælder	forelder	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
fjerde	fjerde	fjerde	fjerde	ADJ	ADJ;DEF;SG
adgang	adgang	adgang	adgang	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
adgang	tilgang	adgang	tilgang	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fødeby	fødested	fødeby	fødestå	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sten	stones	sten	stone	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sten	bergart	sten	bergar	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sten	rocks	sten	rocks	N;INDF;MASC+FEM;SG	N;INDF;SG
sten	sten	sten	sten	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sten	bergart	sten	bergar	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sten	stein	sten	stein	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sten	rock	sten	rock	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
folketinget	parlamentet	folketing	parlament	N;DEF;NEUT;SG	N;DEF;NEUT;SG
folketinget	folketinget	folketing	folketing	N;DEF;NEUT;SG	N;DEF;NEUT;SG
folketinget	stortinget	folketing	storting	N;DEF;NEUT;SG	N;DEF;NEUT;SG
professionel	profesjonell	professionel	profesjonell	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
solgte	solgte	sælge	solgje	V;PST;FIN;ACT	V;IND;PST;FIN
vægt	tyngde	vægt	tyngd	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
football	fotball	football	fotball	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kraft	kraft	kraft	kraft	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kraft	force	kraft	force	N;INDF;MASC+FEM;SG	N;INDF
kraft	kraft	kraft	kraft	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kraft	makt	kraft	makt	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kraft	strøm	kraft	strøm	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kraft	power	kraft	power	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
nordiske	nordiske	nordisk	nordisk	ADJ;PL	ADJ;PL
skriver	skriver	skrive	skrive	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
skriver	skriver	skrive	skrive	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
skriver	skriver	skrive	skrive	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
studier	studier	studi	studie	N;INDF;NEUT;PL	N;INDF;MASC;PL
sagde	sa	sige	seie	V;IND;PST;FIN;ACT	V;IND;PST;FIN
private	private	privat	privat	ADJ;PL	ADJ;PL
ønsker	ønsker	ønske	ønske	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
ønsker	ønsker	ønske	ønske	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
ønsker	ønsker	ønske	ønske	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
ønsker	vil	ønske	vilje	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
trak	trakk	trække	trekkje	V;IND;PST;FIN;ACT	V;IND;PST;FIN
trak	trakk	trække	trekkje	V;IND;PST;FIN;ACT	V;IND;PST;FIN
ridder	knight	ridder	knigh	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ridder	ridder	ridder	ridder	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
central	central	central	central	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
flåde	navy	flåde	navy	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
flåde	marine	flåde	marin	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
flåde	flåte	flåde	flåte	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sorte	svarte	sort	svart	ADJ;PL	ADJ;PL
angrebet	attack	angreb	attack	N;DEF;NEUT;SG	N
angrebet	angrepet	angreb	angrep	N;DEF;NEUT;SG	N;DEF;NEUT;SG
angrebet	angrepet	angreb	angrep	N;DEF;NEUT;SG	N;DEF;NEUT;SG
planter	planter	planter	plante	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
journalist	journalist	journalist	journalist	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
journalist	reporter	journalist	reporter	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
klassen	klassen	klasse	klasse	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
kvinde	woman	kvinde	woman	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kvinde	kvinne	kvinde	kvinne	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kvinde	hunkjønn	kvinde	hunkjønn	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kvinde	hunn	kvinde	hunn	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kvinde	kvinne	kvinde	kvinne	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kvinde	female	kvinde	female	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kvinde	kvinnelig	kvinde	kvinnelig	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
yngre	yngre	ung	ung	ADJ;CMPR	ADJ;CMPR
oplysninger	opplysninger	oplysning	opplysninger	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
barn	child	barn	child	N;INDF;NEUT;SG	N
svært	hard	svær	hard	ADJ;INDF;NEUT;SG	ADJ;INDF;SG
svært	vanskeleg	svær	vanskeleg	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
svært	hardt	svær	hard	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
svært	vanskelig	svær	vanskelig	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
svært	vanskelig	svær	vanskelig	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
energi	energi	energi	energi	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
foreningen	association	forening	association	N;DEF;MASC+FEM;SG	N
joseph	joseph	joseph	joseph	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
joseph	josef	joseph	josef	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
landsbyen	bygda	landsby	bygd	N;DEF;MASC+FEM;SG	N;DEF;FEM;SG
jord	lende	jord	lende	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
jord	marka	jord	marka	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
jord	ground	jord	ground	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
jord	jord	jord	jord	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jord	land	jord	land	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
jord	jord	jord	jord	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jord	earth	jord	earth	N;INDF;MASC+FEM;SG	N
dig	deg	du	du	PRO;ACC;MASC+FEM;SG;2	PRO;HUM;ACC;SG;2
enig	enig	enig	enig	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
berømte	berømte	berømt	berømt	ADJ;PL	ADJ;PL
bad	bad	bede	be	V;IND;PST;FIN;ACT	V;IND;PST;FIN
kaptajn	captain	kaptajn	captain	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kaptajn	kaptein	kaptajn	kaptein	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
former	former	form	form	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
former	former	form	form	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
former	skjemaer	form	skjemae	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
religion	religion	religion	religion	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
grønland	grønland	grønland	grønland	N;INDF;NEUT;SG	N;INDF;MASC;SG
møde	møte	møde	møte	N;INDF;NEUT;SG	N;INDF;NEUT;SG
efteråret	høsten	efterår	høst	N;DEF;NEUT;SG	N;DEF;MASC;SG
klart	tydligvis	klart	tydligvis	ADV	ADV
klart	tydeligvis	klart	tydeligvis	ADV	ADV
plan	plan	plan	plan	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
plan	niva	plan	niv	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
plan	nivå	plan	nivå	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
plan	level	plan	level	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
betegnelse	namn	betegnelse	namn	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
betegnelse	navn	betegnelse	navn	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
betegnelse	betegnelse	betegnelse	betegnelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
betegnelse	tittel	betegnelse	tittel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
show	vis	show	vis	N;INDF;NEUT;SG	N;INDF;NEUT;SG
show	show	show	show	N;INDF;NEUT;SG	N;INDF;NEUT;SG
american	american	american	american	N;INDF;MASC+FEM;SG	N
materiale	materiale	materiale	materiale	N;INDF;NEUT;SG	N;INDF;NEUT;SG
materiale	materialer	materiale	materiale	N;INDF;NEUT;SG	N;INDF;NEUT;SG
biskop	biskop	biskop	biskop	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
biskop	bishop	biskop	bishop	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
indhold	innhold	indhold	innhold	N;INDF;NEUT;SG	N;INDF;NEUT;SG
indhold	innhald	indhold	innhald	N;INDF;NEUT;SG	N;INDF;NEUT;SG
indhold	innhold	indhold	innhold	N;INDF;NEUT;SG	N;INDF;NEUT;SG
maler	male	male	male	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
maler	maling	male	maling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
maler	malerkunst	male	malerkunst	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
maler	maleri	male	maleri	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
maler	maler	male	male	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
timer	timer	time	time	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
timer	åpningstider	time	åpningstid	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
personlige	personlige	personlig	personlig	ADJ;PL	ADJ;PL
stå	stå	stå	stå	V;NFIN;ACT	V;NFIN
virksomheder	bedrifter	virksomhed	bedrift	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
virksomheder	bedrifter	virksomhed	bedrift	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
virksomheder	selskaper	virksomhed	selskap	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
umiddelbart	straks	umiddelbart	straks	ADV	ADV
etape	stage	etape	stage	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
olympiske	olympiske	olympisk	olympisk	ADJ;PL	ADJ;PL
forening	forening	forening	forening	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
forening	association	forening	association	N;INDF;MASC+FEM;SG	N
opgave	tilordning	opgave	tilordning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
opgave	oppgave	opgave	oppgave	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
html	html	html	html	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
oprindelse	opprinnelse	oprindelse	opprinnelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
oprindelse	opphav	oprindelse	opphav	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
universitetet	universitetet	universitet	universitet	N;DEF;NEUT;SG	N;DEF;NEUT;SG
ung	ungt	ung	ung	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
ung	ung	ung	ung	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
friedrich	friedrich	friedrich	friedrich	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
genre	sjanger	genre	sjanger	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
student	elev	student	elev	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
student	student	student	student	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vært	arrangør	være	arrangør	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
forbundet	koblet	forbund	kobl	N;DEF;NEUT;SG	N;DEF;NEUT;SG
forbundet	tilkoblet	forbund	tilkobet	N;DEF;NEUT;SG	N;DEF;NEUT;SG
forbundet	sammenkoblet	forbund	sammenkobl	N;DEF;NEUT;SG	N;DEF;NEUT;SG
forbundet	tilknyttet	forbund	tilknytte	N;DEF;NEUT;SG	N;DEF;NEUT;SG
forbundet	knyttet	forbund	knytt	N;DEF;NEUT;SG	N;DEF;NEUT;SG
forbundet	lenket	forbund	lank	N;DEF;NEUT;SG	N;DEF;NEUT;SG
forbundet	koblet	forbund	kobl	N;DEF;NEUT;SG	N;DEF;NEUT;SG
praksis	øve	praksis	øve	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
praksis	praksis	praksis	praksis	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
praksis	praksis	praksis	praksis	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kirkegård	gravlund	kirkegård	gravlund	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kirkegård	kirkegård	kirkegård	kirkegård	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kirkegård	kirkegård	kirkegård	kirkegård	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
placering	plassering	placering	plassering	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
placering	lokalisering	placering	lokalisering	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
placering	lokasjon	placering	lokasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
placering	posisjon	placering	posisjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
placering	plassering	placering	plassering	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tro	trø	tro	trø	V;NFIN;ACT	V;IMP;FIN
håndbold	håndball	håndbold	håndball	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fordel	benefit	fordel	benefit	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fordel	fortrinn	fordel	fortrinn	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
fordel	fordel	fordel	fordel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
stykke	bit	stykke	bit	N;INDF;NEUT;SG	N;INDF;MASC;SG
stykke	stykke	stykke	stykke	N;INDF;NEUT;SG	N;INDF;NEUT;SG
punkt	gjenstand	punkt	gjenstand	N;INDF;NEUT;SG	N;INDF;MASC;SG
punkt	element	punkt	element	N;INDF;NEUT;SG	N;INDF;NEUT;SG
punkt	poeng	punkt	poeng	N;INDF;NEUT;SG	N;INDF;NEUT;SG
punkt	punkt	punkt	punkt	N;INDF;NEUT;SG	N;INDF;NEUT;SG
punkt	point	punkt	poin	N;INDF;NEUT;SG	N;INDF;MASC;SG
foråret	våren	forår	vår	N;DEF;NEUT;SG	N;DEF;MASC;SG
cand	cand	cand	cand	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
motor	motor	motor	motor	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
motor	motor	motor	motor	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sophie	sophie	sophie	sophie	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
operation	operasjon	operation	operasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
operation	operation	operation	operation	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
operation	kirurgi	operation	kirurgi	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
colspan	colspan	colspan	colspan	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hørte	hørte	høre	høre	V;IND;PST;FIN;ACT	V;IND;PST;FIN
skabelon	mal	skabelon	mal	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
brød	konk	brød	konk	N;INDF;NEUT;SG	N;INDF;MASC;SG
brød	blakk	brød	blakk	N;INDF;NEUT;SG	N;INDF;MASC;SG
brød	brakk	brød	brakk	N;INDF;NEUT;SG	N;INDF;MASC;SG
brød	brøt	brød	brøt	N;INDF;NEUT;SG	N;INDF;NEUT;SG
brød	brød	brød	brød	N;INDF;NEUT;SG	N;INDF;NEUT;SG
mødte	møtte	møde	møte	V;IND;PST;FIN;ACT	V;IND;PST;FIN
mødte	møttes	møde	møta	V;IND;PST;FIN;ACT	V;IND;PST;FIN
mødte	traff	møde	traff	V;IND;PST;FIN;ACT	V;IND;PST;FIN
award	utmerkelse	award	utmerkelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
award	award	award	award	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
økonomi	økonomi	økonomi	økonomi	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
økonomi	samfunnsøkonomi	økonomi	samfunnsøkonomi	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
økonomi	økonomi	økonomi	økonomi	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
månen	månen	mån	måne	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
californien	california	californi	californi	N;DEF;MASC+FEM;SG	N;DEF;FEM;SG
resultater	bragder	resultat	bragd	N;INDF;NEUT;PL	N;INDF;FEM;PL
resultater	resultater	resultat	resultater	N;INDF;NEUT;PL	N;INDF;FEM;PL
optræder	utfører	optræde	utføre	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
optræder	opptrer	optræde	opptre	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
bred	bredt	bred	bredt	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
bred	brei	bred	brei	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
bred	vid	bred	vid	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
bred	bredt	bred	bredt	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
emner	temaer	emne	tema	N;INDF;NEUT;PL	N;INDF;MASC;PL
emner	temaer	emne	tema	N;INDF;NEUT;PL	N;INDF;MASC;PL
emner	emner	emne	emner	N;INDF;NEUT;PL	N;INDF;MASC;PL
emner	undersåtter	emne	undersåtter	N;INDF;NEUT;PL	N;INDF;FEM;PL
emner	problemstillinger	emne	problemstilling	N;INDF;NEUT;PL	N;INDF;FEM;PL
emner	saker	emne	sak	N;INDF;NEUT;PL	N;INDF;FEM;PL
emner	problemer	emne	problem	N;INDF;NEUT;PL	N;INDF;MASC;PL
design	design	design	design	N;INDF;NEUT;SG	N;INDF;MASC;SG
design	design	design	design	N;INDF;NEUT;SG	N;INDF;MASC;SG
kone	wife	kone	wife	N;INDF;MASC+FEM;SG	N
kone	kone	kone	kone	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kone	hustru	kone	hustru	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
betydninger	betydninger	betydning	betydning	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
osv	etc	osv	etc.	ADV	ADV
osv	osv	osv	osv.	ADV	ADV
sølv	silver	sølv	silver	N;INDF;NEUT;SG	N;INDF;SG
sølv	sølv	sølv	sølv	N;INDF;NEUT;SG	N;INDF;NEUT;SG
kontrol	control	kontrol	control	N;INDF;MASC+FEM;SG	N
kontrol	kontroll	kontrol	kontroll	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
særlige	spesielle	særlig	spesiell	ADJ;PL	ADJ;PL
championship	mesterskap	championship	mesterskap	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
championship	championship	championship	championship	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
online	online	onlin	online	N;INDF;NEUT;SG	N;INDF;MASC;SG
prinsesse	prinsesse	prinsesse	prinsesse	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
prinsesse	princess	prinsesse	princess	N;INDF;MASC+FEM;SG	N
niveau	niva	niveau	niv	N;INDF;NEUT;SG	N;INDF;NEUT;SG
niveau	nivå	niveau	nivå	N;INDF;NEUT;SG	N;INDF;NEUT;SG
niveau	level	niveau	level	N;INDF;NEUT;SG	N;INDF;MASC;SG
daniel	daniel	daniel	daniel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
træ	trevirke	træ	trevirke	N;INDF;NEUT;SG	N;INDF;NEUT;SG
træ	treverk	træ	treverk	N;INDF;NEUT;SG	N;INDF;NEUT;SG
træ	tree	træ	tre	N;INDF;NEUT;SG	N
borgmester	ordfører	borgmester	ordføre	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gustav	gustav	gustav	gustav	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gustav	gustaf	gustav	gustaf	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
karakter	karakter	karakter	karakter	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
karakter	rollefigur	karakter	rollefigur	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hjælpe	hjelper	hjælpe	hjelpe	V;NFIN;ACT	V;IND;PRS;FIN
sætte	legger	sætte	legg	V;NFIN;ACT	V;IND;PRS;FIN
sætte	legg	sætte	leggje	V;NFIN;ACT	V;IMP;FIN
officer	offiser	officer	offiser	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
officer	konstabel	officer	konstabel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
øer	øyer	øe	øyer	N;INDF;NEUT;PL	N;INDF;FEM;PL
start	start	start	start	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
start	begynn	start	begynn	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
max	max	max	max	N;INDF;NEUT;SG	N;INDF;MASC;SG
max	maks	max	maks	N;INDF;NEUT;SG	N;INDF;NEUT;SG
taler	snakkar	tale	snakke	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
taler	taler	tale	tale	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
taler	snakker	tale	snakke	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
taler	taler	tale	tale	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
taler	snakker	tale	snakke	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
møder	møter	møde	møte	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
washington	washington	washington	washington	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
