偵查	prieskum	偵查	prieskum	N	N;INAN;NOM;MASC;SG
底片	negatívy	底片	negatíva	N	N;NOM;FEM;PL
氧氣	kyslíka	氧氣	kyslík	N	N;INAN;GEN;MASC;SG
氧氣	kyslík	氧氣	kyslík	N	N;INAN;NOM;MASC;SG
氧氣	kyslíkom	氧氣	kyslík	N	N;INAN;INS;MASC;SG
石墨	grafit	石墨	grafit	N	N;INAN;NOM;MASC;SG
頰	líca	頰	líce	N	N;NOM;NEUT;PL
原告	žalobca	原告	žalobec	N	N;ANIM;NOM;MASC;SG
原告	žalobcu	原告	žalobec	N	N;ANIM;ACC;MASC;SG
原告	žalobcom	原告	žalobec	N	N;ANIM;INS;MASC;SG
原告	žalobcov	原告	žalobec	N	N;ANIM;GEN;MASC;PL
弱點	slabosť	弱點	slabosť	N	N;NOM;FEM;SG
弱點	slabiny	弱點	slabina	N	N;NOM;FEM;PL
弱點	slabosti	弱點	slabosť	N	N;NOM;FEM;PL
弱點	nedostatky	弱點	nedostatok	N	N;INAN;NOM;MASC;PL
弱點	zraniteľnosti	弱點	zraniteľnosť	N	N;NOM;FEM;PL
弱點	zraniteľnosť	弱點	zraniteľnosť	N	N;NOM;FEM;SG
午	obed	午	obed	N	N;INAN;NOM;MASC;SG
午	obeda	午	obed	N	N;INAN;GEN;MASC;SG
增益	zisk	增益	zisk	N	N;INAN;NOM;MASC;SG
增益	zisky	增益	ziska	N	N;INAN;NOM;MASC;PL
匙	lyžička	匙	lyžička	N	N;NOM;FEM;SG
匙	lyžičku	匙	lyžička	N	N;ACC;FEM;SG
匙	lyžice	匙	lyžica	N	N;NOM;FEM;PL
徘徊	putovanie	徘徊	putovanie	N	N;NOM;NEUT;SG
可樂	kokaín	可樂	kokain	N	N;INAN;NOM;MASC;SG
可樂	colu	可樂	cola	N	N;ACC;FEM;SG
可樂	koks	可樂	koks	N	N;INAN;NOM;MASC;SG
可樂	cola	可樂	cola	N	N;NOM;FEM;SG
摺疊	skladanie	摺疊	skladanie	N	N;NOM;NEUT;SG
蝸牛	slimáky	蝸牛	slimák	N	N;INAN;NOM;MASC;PL
蝸牛	slimák	蝸牛	slimák	N	N;ANIM;NOM;MASC;SG
奮鬥	boj	奮鬥	boj	N	N;INAN;NOM;MASC;SG
蜂蜜	zlatko	蜂蜜	zlatko	N	N;NOM;NEUT;SG
蜂蜜	miláčik	蜂蜜	miláčik	N	N;ANIM;NOM;MASC;SG
蜂蜜	med	蜂蜜	med	N	N;INAN;NOM;MASC;SG
油畫	maľovanie	油畫	maľovanie	N	N;NOM;NEUT;SG
油畫	obraz	油畫	obraz	N	N;INAN;NOM;MASC;SG
油畫	maľba	油畫	maľba	N	N;NOM;FEM;SG
油畫	obrazy	油畫	obraz	N	N;INAN;NOM;MASC;PL
油畫	maľby	油畫	maľba	N	N;NOM;FEM;PL
瑕疵	chyby	瑕疵	chyba	N	N;NOM;FEM;PL
瑕疵	vady	瑕疵	vady	N	N;NOM;FEM;PL
瑕疵	nedostatky	瑕疵	nedostatok	N	N;INAN;NOM;MASC;PL
瑕疵	nedokonalosti	瑕疵	nedokonalosť	N	N;NOM;FEM;PL
樂觀	optimista	樂觀	optimista	N	N;ANIM;NOM;MASC;SG
樂觀	optimizmus	樂觀	optimizmus	N	N;INAN;NOM;MASC;SG
變體	varianty	變體	variant	N	N;INAN;NOM;MASC;PL
親近	blízkosť	親近	blízkosť	N	N;NOM;FEM;SG
扶梯	eskalátor	扶梯	eskalátor	N	N;INAN;NOM;MASC;SG
活著	živí	活著	živý	V	V;IPFV;IND;SG;3;POS;PRS;FIN
烹飪	varenie	烹飪	varenie	N	N;NOM;NEUT;SG
檸檬	citrón	檸檬	citrón	N	N;INAN;NOM;MASC;SG
裝修	rekonštrukcia	裝修	rekonštrukcia	N	N;NOM;FEM;SG
裝修	renováciu	裝修	renovácia	N	N;ACC;FEM;SG
旅途	jazda	旅途	jazda	N	N;NOM;FEM;SG
旅途	cesta	旅途	cesta	N	N;NOM;FEM;SG
叛徒	zradca	叛徒	zradca	N	N;ANIM;NOM;MASC;SG
叛徒	zradcu	叛徒	zradca	N	N;ANIM;ACC;MASC;SG
群組	skupinu	群組	skupina	N	N;ACC;FEM;SG
群組	skupiny	群組	skupina	N	N;NOM;FEM;PL
群組	skupina	群組	skupina	N	N;NOM;FEM;SG
群組	skupinách	群組	skupina	N	N;GEN;FEM;PL
群組	skupín	群組	skupina	N	N;GEN;FEM;PL
群組	skupiny	群組	skupina	N	N;NOM;FEM;PL
天國	neba	天國	nebo	N	N;GEN;NEUT;SG
天國	nebesá	天國	byť	N	N;NOM;NEUT;PL
天國	nebo	天國	nebo	N	N;NOM;NEUT;SG
梵語	sanskrte	梵語	sanskrte	N	N;ANIM;NOM;MASC;SG
手續	formality	手續	formalita	N	N;NOM;FEM;PL
喝酒	piť	喝酒	piť	V	V;IPFV;POS;NFIN
喝酒	vypiť	喝酒	vypiť	V	V;PFV;POS;NFIN
處置	nakladať	處置	nakladať	V	V;IPFV;POS;NFIN
警探	detektív	警探	detektív	N	N;ANIM;NOM;MASC;SG
警探	detektíva	警探	detektív	N	N;ANIM;ACC;MASC;SG
警探	detektívka	警探	detektívka	N	N;NOM;FEM;SG
曲	zakrivenia	曲	zakrivenie	N	N;NOM;NEUT;PL
草稿	návrh	草稿	návrh	N	N;INAN;NOM;MASC;SG
草稿	koncept	草稿	koncept	N	N;INAN;NOM;MASC;SG
草稿	návrhy	草稿	návrh	N	N;INAN;NOM;MASC;PL
草稿	koncepty	草稿	koncept	N	N;INAN;NOM;MASC;PL
量度	meranie	量度	meranie	N	N;NOM;NEUT;SG
量度	opatrenie	量度	opatrenie	N	N;NOM;NEUT;SG
寶馬	bmw	寶馬	bmw	N	N;INAN;NOM;MASC;SG
寓言	podobenstvo	寓言	podobenstvo	N	N;NOM;NEUT;SG
寓言	bájky	寓言	bájka	N	N;NOM;FEM;PL
寓言	bájka	寓言	bájka	N	N;NOM;FEM;SG
竿	pól	竿	pól	N	N;INAN;NOM;MASC;SG
變異	mutant	變異	mutant	N	N;ANIM;NOM;MASC;SG
變異	varianty	變異	variant	N	N;INAN;NOM;MASC;PL
變異	variácie	變異	variácia	N	N;NOM;FEM;PL
變異	odchýlky	變異	odchýlka	N	N;NOM;FEM;PL
變異	mutácie	變異	mutácia	N	N;NOM;FEM;PL
變異	mutácia	變異	mutácia	N	N;NOM;FEM;SG
變異	odchýlka	變異	odchýlka	N	N;NOM;FEM;SG
變異	variácie	變異	variácia	N	N;NOM;FEM;PL
欄位	pole	欄位	pole	N	N;NOM;NEUT;SG
欄位	polia	欄位	pole	N	N;NOM;NEUT;PL
欄位	políčka	欄位	políček	N	N;INAN;NOM;MASC;SG
欄位	polí	欄位	poliť	N	N;GEN;FEM;PL
領事	konzulát	領事	konzulát	N	N;INAN;NOM;MASC;SG
曆	kalendár	曆	kalendár	N	N;INAN;NOM;MASC;SG
曆	kalendára	曆	kalendár	N	N;INAN;GEN;MASC;SG
饒舌	rapovanie	饒舌	rapovanie	N	N;NOM;NEUT;SG
饒舌	rap	饒舌	rap	N	N;INAN;NOM;MASC;SG
忽視	ignorovať	忽視	ignorovať	V	V;IPFV;POS;NFIN
忽視	zanedbávať	忽視	zanedbávať	V	V;IPFV;POS;NFIN
忽視	ignoruje	忽視	ignorovať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
特使	vyslanec	特使	vyslanec	N	N;ANIM;NOM;MASC;SG
特使	vyslancov	特使	vyslanec	N	N;ANIM;ACC;MASC;PL
誓言	prísahu	誓言	prísah	N	N;ACC;FEM;SG
誓言	prísahou	誓言	prísah	N	N;INS;FEM;SG
誓言	prísahy	誓言	prísah	N	N;NOM;FEM;PL
誓言	sľuby	誓言	sľub	N	N;INAN;NOM;MASC;PL
顆	čiastočky	顆	čiastoček	N	N;NOM;FEM;PL
顆	častíc	顆	častica	N	N;GEN;FEM;PL
顆	častice	顆	častica	N	N;NOM;FEM;PL
顆	častice	顆	častica	N	N;NOM;FEM;PL
顆	častíc	顆	častica	N	N;GEN;FEM;PL
顆	častice	顆	častica	N	N;NOM;FEM;PL
效用	užitočnosť	效用	užitočnosť	N	N;NOM;FEM;SG
瀝青	bitúmen	瀝青	bitúmen	N	N;INAN;NOM;MASC;SG
瀝青	asfalt	瀝青	asfalt	N	N;INAN;NOM;MASC;SG
清單	zoznam	清單	zoznam	N	N;INAN;NOM;MASC;SG
清單	zoznamu	清單	zoznam	N	N;INAN;GEN;MASC;SG
奶油	masla	奶油	maslo	N	N;INAN;GEN;MASC;SG
奶油	maslo	奶油	maslo	N	N;INAN;NOM;MASC;SG
奶油	krém	奶油	krém	N	N;INAN;NOM;MASC;SG
奶油	smotana	奶油	smotan	N	N;NOM;FEM;SG
奶油	smotany	奶油	smotan	N	N;NOM;FEM;PL
家庭	vychovávateľka	家庭	vychovávateľka	N	N;NOM;FEM;SG
審訊	vypočúvanie	審訊	vypočúvanie	N	N;NOM;NEUT;SG
審訊	výsluch	審訊	výsluch	N	N;INAN;NOM;MASC;SG
審訊	pojednávanie	審訊	pojednávanie	N	N;NOM;NEUT;SG
審訊	súd	審訊	súd	N	N;INAN;NOM;MASC;SG
填補	vyplniť	填補	vyplniť	V	V;PFV;POS;NFIN
填補	vyplňte	填補	vyplňt	V	V;PFV;IMP;PL;2;POS;FIN
填補	naplniť	填補	naplniť	V	V;PFV;POS;NFIN
木偶	bábky	木偶	bábka	N	N;NOM;FEM;PL
木偶	bábku	木偶	bábka	N	N;ACC;FEM;SG
木偶	bábka	木偶	bábka	N	N;NOM;FEM;SG
每	kedykoľvek	每	kedykoľvek	ADV	ADV
政令	dekréty	政令	dekrét	N	N;INAN;NOM;MASC;PL
政令	vyhlášky	政令	vyhláška	N	N;NOM;FEM;PL
政令	edikt	政令	edikt	N	N;INAN;NOM;MASC;SG
政令	vyhláška	政令	vyhláška	N	N;NOM;FEM;SG
政令	dekrét	政令	dekrét	N	N;INAN;NOM;MASC;SG
政令	vyhlášky	政令	vyhláška	N	N;NOM;FEM;PL
政令	vyhláška	政令	vyhláška	N	N;NOM;FEM;SG
政令	dekrét	政令	dekrét	N	N;INAN;NOM;MASC;SG
政令	výnos	政令	výnos	N	N;INAN;NOM;MASC;SG
政令	vyhláška	政令	vyhláška	N	N;NOM;FEM;SG
政令	nariadenie	政令	nariadenie	N	N;NOM;NEUT;SG
甄選	výber	甄選	výber	N	N;INAN;NOM;MASC;SG
外人	outsider	外人	outsider	N	N;ANIM;NOM;MASC;SG
營地	kemp	營地	kemp	N	N;INAN;NOM;MASC;SG
營地	tábora	營地	tábor	N	N;INAN;GEN;MASC;SG
營地	camp	營地	camp	N	N;INAN;NOM;MASC;SG
營地	tábor	營地	tábor	N	N;INAN;NOM;MASC;SG
營地	táboroch	營地	tábor	N	N;INAN;ESS;MASC;PL
營地	tábory	營地	tábor	N	N;INAN;NOM;MASC;PL
營地	táborov	營地	tábor	N	N;INAN;GEN;MASC;PL
大綱	obrysy	大綱	obrys	N	N;INAN;NOM;MASC;PL
大綱	obrys	大綱	obrys	N	N;INAN;NOM;MASC;SG
大綱	outline	大綱	outlina	N	N;INAN;NOM;MASC;SG
大綱	obrysy	大綱	obrys	N	N;INAN;NOM;MASC;PL
中	relé	中	relý	N	N;NOM;FEM;PL
透鏡	šošovky	透鏡	šošovka	N	N;NOM;FEM;PL
背包	ruksak	背包	ruksak	N	N;INAN;NOM;MASC;SG
素	kresby	素	kresb	N	N;NOM;FEM;PL
素	náčrt	素	náčrt	N	N;INAN;NOM;MASC;SG
素	portrét	素	portrét	N	N;INAN;NOM;MASC;SG
舅舅	ujo	舅舅	ujo	N	N;ANIM;NOM;MASC;SG
舅舅	strýko	舅舅	strýko	N	N;ANIM;NOM;MASC;SG
融化	roztopil	融化	roztopiť	V	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
嫉妒	žiarli	嫉妒	žiarel	V	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
嫉妒	žiarliť	嫉妒	žiarliť	V	V;IPFV;POS;NFIN
舉重	vzpieranie	舉重	vzpieranie	N	N;NOM;NEUT;SG
赤字	deficitu	赤字	deficita	N	N;INAN;GEN;MASC;SG
赤字	deficit	赤字	deficit	N	N;INAN;NOM;MASC;SG
赤字	deficity	赤字	deficita	N	N;NOM;FEM;PL
現況	stav	現況	stav	N	N;INAN;NOM;MASC;SG
現況	status	現況	status	N	N;INAN;NOM;MASC;SG
現況	štatút	現況	štatút	N	N;INAN;NOM;MASC;SG
現況	postavenie	現況	postavenie	N	N;NOM;NEUT;SG
鬍子	fúzy	鬍子	fúz	N	N;INAN;NOM;MASC;PL
鬍子	fúzy	鬍子	fúz	N	N;INAN;NOM;MASC;PL
鬍子	bradu	鬍子	brada	N	N;ACC;FEM;SG
鬍子	brada	鬍子	brad	N	N;NOM;FEM;SG
鬍子	brady	鬍子	brada	N	N;NOM;FEM;PL
油脂	pomáda	油脂	pomáda	N	N;NOM;FEM;SG
擠	stlačiť	擠	stlačiť	V	V;PFV;POS;NFIN
強	znásilnenie	強	znásilnenie	N	N;NOM;NEUT;SG
強	znásilnenia	強	znásilnenie	N	N;NOM;NEUT;PL
棕櫚	dlaň	棕櫚	dlaň	N	N;NOM;FEM;SG
棕櫚	dlane	棕櫚	dlaň	N	N;NOM;FEM;PL
流星	meteor	流星	meteor	N	N;INAN;NOM;MASC;SG
秘書	sekretariátu	秘書	sekretariát	N	N;INAN;GEN;MASC;SG
秘書	sekretariát	秘書	sekretariát	N	N;INAN;NOM;MASC;SG
點心	občerstvenie	點心	občerstvenie	N	N;NOM;NEUT;SG
點心	desiatu	點心	desiat	N	N;ACC;FEM;SG
點心	občerstvenie	點心	občerstvenie	N	N;NOM;NEUT;SG
梯度	gradient	梯度	gradient	N	N;INAN;NOM;MASC;SG
梯度	sklon	梯度	sklon	N	N;INAN;NOM;MASC;SG
梯度	prechod	梯度	prechod	N	N;INAN;NOM;MASC;SG
梯度	prechody	梯度	prechod	N	N;INAN;NOM;MASC;PL
和睦	harmónii	和睦	harmónia	N	N;DAT;FEM;SG
突顯	zdôrazniť	突顯	zdôrazniť	V	V;PFV;POS;NFIN
突顯	zvýrazniť	突顯	zvýrazniť	V	V;PFV;POS;NFIN
突顯	zdôrazňuje	突顯	zdôrazňovať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
浴室	kúpeľni	浴室	kúpeľňa	N	N;DAT;FEM;SG
浴室	kúpeľňa	浴室	kúpeľňa	N	N;NOM;FEM;SG
浴室	kúpeľne	浴室	kúpeľňa	N	N;NOM;FEM;PL
浴室	kúpeľne	浴室	kúpeľňa	N	N;NOM;FEM;PL
僱員	zamestnanec	僱員	zamestnanec	N	N;ANIM;NOM;MASC;SG
僱員	zamestnanca	僱員	zamestnanec	N	N;ANIM;ACC;MASC;SG
僱員	zamestnanci	僱員	zamestnanec	N	N;ANIM;NOM;MASC;PL
僱員	zamestnancov	僱員	zamestnanec	N	N;ANIM;ACC;MASC;PL
牛角	rohov	牛角	roh	N	N;INAN;GEN;MASC;PL
牛角	rohy	牛角	roh	N	N;INAN;NOM;MASC;PL
牛角	roh	牛角	roh	N	N;INAN;NOM;MASC;SG
牛角	trúba	牛角	trúba	N	N;NOM;FEM;SG
鎂	horčík	鎂	horčík	N	N;INAN;NOM;MASC;SG
鎂	horčíka	鎂	horčík	N	N;INAN;NOM;MASC;SG
自豪	pýcha	自豪	pých	N	N;NOM;FEM;SG
自豪	hrdosť	自豪	hrdosť	N	N;NOM;FEM;SG
自豪	hrdosti	自豪	hrdosť	N	N;DAT;FEM;SG
天花	strop	天花	strop	N	N;INAN;NOM;MASC;SG
天花	stropov	天花	strop	N	N;INAN;GEN;MASC;PL
天花	stropy	天花	strop	N	N;INAN;NOM;MASC;PL
致電	volať	致電	volať	V	V;IPFV;POS;NFIN
致電	zavolať	致電	zavolať	V	V;PFV;POS;NFIN
致電	volajte	致電	volať	V	V;IPFV;IMP;PL;2;POS;FIN
荒地	pustatine	荒地	pustatina	N	N;NOM;FEM;PL
丙酮	acetón	丙酮	acetón	N	N;INAN;NOM;MASC;SG
刑罰	trest	刑罰	trest	N	N;INAN;NOM;MASC;SG
刑罰	pokuta	刑罰	pokut	N	N;NOM;FEM;SG
刑罰	sankcia	刑罰	sankcia	N	N;NOM;FEM;SG
刑罰	treste	刑罰	trest	N	N;INAN;NOM;MASC;SG
刑罰	sankcie	刑罰	sankcia	N	N;NOM;FEM;PL
刑罰	pokuty	刑罰	pokut	N	N;NOM;FEM;PL
刑罰	tresty	刑罰	trest	N	N;INAN;NOM;MASC;PL
刑罰	trest	刑罰	trest	N	N;INAN;NOM;MASC;SG
刑罰	potrestanie	刑罰	potrestanie	N	N;NOM;NEUT;SG
刑罰	trestom	刑罰	trest	N	N;INAN;INS;MASC;SG
債券	väzba	債券	väzba	N	N;NOM;FEM;SG
債券	puto	債券	puto	N	N;NOM;NEUT;SG
債券	dlhopisy	債券	dlhopis	N	N;INAN;NOM;MASC;PL
債券	dlhopisov	債券	dlhopis	N	N;INAN;GEN;MASC;PL
山洞	jaskyňu	山洞	jaskyňa	N	N;ACC;FEM;SG
山洞	jaskyne	山洞	jaskyňa	N	N;NOM;FEM;PL
山洞	jaskyňa	山洞	jaskyňa	N	N;NOM;FEM;SG
山洞	jaskýň	山洞	jaskýň	N	N;GEN;FEM;PL
山洞	jaskyne	山洞	jaskyňa	N	N;NOM;FEM;PL
山洞	jaskyňa	山洞	jaskyňa	N	N;NOM;FEM;SG
中	sprostredkovatelia	中	sprostredkovateľ	N	N;ANIM;NOM;MASC;PL
中	sprostredkovateľov	中	sprostredkovateľ	N	N;ANIM;ACC;MASC;PL
中	maklér	中	maklér	N	N;ANIM;NOM;MASC;SG
中	sprostredkovateľ	中	sprostredkovateľ	N	N;ANIM;NOM;MASC;SG
中	sprostredkovateľa	中	sprostredkovateľ	N	N;ANIM;ACC;MASC;SG
中	sprostredkovateľ	中	sprostredkovateľ	N	N;ANIM;NOM;MASC;SG
折射	lom	折射	lom	N	N;INAN;NOM;MASC;SG
課室	triedach	課室	trieda	N	N;GEN;FEM;PL
藝術	umenie	藝術	umenie	N	N;NOM;NEUT;SG
藝術	predlohu	藝術	predloha	N	N;ACC;FEM;SG
藝術	grafika	藝術	grafika	N	N;NOM;FEM;SG
頭盔	prilbu	頭盔	prilba	N	N;ACC;FEM;SG
頭盔	prilby	頭盔	prilba	N	N;NOM;FEM;PL
頭盔	helmu	頭盔	helma	N	N;ACC;FEM;SG
頭盔	prilby	頭盔	prilba	N	N;NOM;FEM;PL
異形	mimozemšťan	異形	mimozemšťan	N	N;ANIM;NOM;MASC;SG
異形	votrelec	異形	votrelec	N	N;ANIM;NOM;MASC;SG
異形	votrelci	異形	votrelec	N	N;ANIM;NOM;MASC;PL
異形	mimozemšťania	異形	mimozemšťan	N	N;ANIM;NOM;MASC;PL
異形	mimozemšťanov	異形	mimozemšťan	N	N;ANIM;ACC;MASC;PL
同學	stretnutie	同學	stretnutie	N	N;NOM;NEUT;SG
畫廊	galérie	畫廊	galéria	N	N;NOM;FEM;PL
畫廊	galéria	畫廊	galéria	N	N;NOM;FEM;SG
畫廊	galériu	畫廊	galérium	N	N;ACC;FEM;SG
畫廊	galérie	畫廊	galéria	N	N;NOM;FEM;PL
耕作	poľnohospodárstvo	耕作	poľnohospodárstvo	N	N;NOM;NEUT;SG
耕作	chov	耕作	chov	N	N;INAN;NOM;MASC;SG
耕作	obrábanie	耕作	obrábanie	N	N;NOM;NEUT;SG
耕作	obrábania	耕作	obrábanie	N	N;NOM;NEUT;PL
籃	košík	籃	košík	N	N;INAN;NOM;MASC;SG
籃	kôš	籃	kôš	N	N;INAN;NOM;MASC;SG
籃	koše	籃	kôš	N	N;INAN;NOM;MASC;PL
稅務	zdanenie	稅務	zdanenie	N	N;NOM;NEUT;SG
稅務	dane	稅務	daň	N	N;NOM;FEM;PL
稅務	dane	稅務	daň	N	N;NOM;FEM;PL
稅務	daň	稅務	da_	N	N;NOM;FEM;SG
稅務	dane	稅務	daň	N	N;NOM;FEM;PL
稅務	daní	稅務	daň	N	N;GEN;FEM;PL
西瓜	melón	西瓜	melón	N	N;INAN;NOM;MASC;SG
印章	pečiatka	印章	pečiatka	N	N;NOM;FEM;SG
印章	známka	印章	známka	N	N;NOM;FEM;SG
印章	pečať	印章	pečať	N	N;NOM;FEM;SG
印章	tesnenie	印章	tesnenie	N	N;NOM;NEUT;SG
丸子	lopty	丸子	lopta	N	N;NOM;FEM;PL
丸子	guľôčky	丸子	guľôčka	N	N;NOM;FEM;PL
丸子	gule	丸子	guľa	N	N;NOM;FEM;PL
丸子	loptičky	丸子	loptička	N	N;NOM;FEM;PL
永生	nesmrteľnosť	永生	nesmrteľnosť	N	N;NOM;FEM;SG
迷信	povery	迷信	povera	N	N;INAN;NOM;MASC;PL
負荷	nabiť	負荷	nabiť	V	V;PFV;POS;NFIN
負荷	načítať	負荷	načítať	V	V;PFV;POS;NFIN
槍手	strelcov	槍手	strelec	N	N;ANIM;ACC;MASC;PL
槍手	strelec	槍手	strelec	N	N;ANIM;NOM;MASC;SG
槍手	strelci	槍手	strelec	N	N;ANIM;NOM;MASC;PL
槍手	strelcov	槍手	strelec	N	N;ANIM;ACC;MASC;PL
嘴	huba	嘴	huba	N	N;NOM;FEM;SG
嘴	papule	嘴	papuľa	N	N;NOM;FEM;PL
嘴	ústa	嘴	ústa	N	N;NOM;NEUT;PL
威士忌	whiskey	威士忌	whiskey	N	N;NOM;MASC;SG
威士忌	whisky	威士忌	whisky	N	N;NOM;FEM;SG
威士忌	whisky	威士忌	whisky	N	N;NOM;FEM;SG
熱火	tepla	熱火	tepnúť	N	N;NOM;NEUT;SG
熱火	teplo	熱火	teplo	N	N;NOM;NEUT;SG
熱火	horúčavy	熱火	horúčava	N	N;NOM;FEM;PL
土豆	zemiaky	土豆	zemiak	N	N;INAN;NOM;MASC;PL
土豆	zemiakov	土豆	zemiak	N	N;INAN;GEN;MASC;PL
土豆	zemiaky	土豆	zemiak	N	N;INAN;NOM;MASC;PL
土豆	zemiak	土豆	zemiak	N	N;INAN;NOM;MASC;SG
塗鴉	graffiti	塗鴉	graffita	N	N;INAN;NOM;MASC;SG
蜱	tik	蜱	tik	N	N;INAN;NOM;MASC;SG
收縮	zmenšiť	收縮	zmenšiť	V	V;PFV;POS;NFIN
彈簧	prameň	彈簧	prameň	N	N;INAN;NOM;MASC;SG
彈簧	jar	彈簧	jar	N	N;NOM;FEM;SG
彈簧	pružiny	彈簧	pružina	N	N;NOM;FEM;PL
彈簧	pramene	彈簧	prameň	N	N;INAN;NOM;MASC;PL
彈簧	prameňov	彈簧	prameň	N	N;INAN;GEN;MASC;PL
中風	mŕtvicu	中風	mŕtvica	N	N;ACC;FEM;SG
中風	zdvih	中風	zdvih	N	N;INAN;NOM;MASC;SG
馬尾	cop	馬尾	cop	N	N;INAN;NOM;MASC;SG
均勻	jednotná	均勻	jednotný	ADJ	ADJ;NOM;FEM;SG
均勻	jednotné	均勻	jednotný	ADJ	ADJ;NOM;NEUT;SG
均勻	jednotný	均勻	jednotný	ADJ	ADJ;INAN;NOM;MASC;SG
遺忘	zabudol	遺忘	zabudnúť	V	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
遺忘	zabudli	遺忘	zabudnúť	V	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
遺忘	zabudla	遺忘	zabudnúť	V	V;PFV;FEM;SG;POS;PST;V.PTCP
謹	opatrne	謹	opatrne	ADV	ADV
歌舞	kabuki	歌舞	kabuk	N	N;NOM;FEM;SG
控制	ovládať	控制	ovládať	V	V;IPFV;POS;NFIN
控制	kontrolovať	控制	kontrolovať	V	V;IPFV;POS;NFIN
錘	kladivo	錘	kladivo	N	N;NOM;NEUT;SG
篩選	filter	篩選	filter	N	N;INAN;NOM;MASC;SG
篩選	filtrovanie	篩選	filtrovanie	N	N;NOM;NEUT;SG
篩選	premietanie	篩選	premietanie	N	N;NOM;NEUT;SG
篩選	filtre	篩選	filter	N	N;NOM;FEM;PL
篩選	filtrov	篩選	filter	N	N;INAN;GEN;MASC;PL
香草	vanilka	香草	vanilka	N	N;NOM;FEM;SG
劫掠	plienenie	劫掠	plienenie	N	N;NOM;NEUT;SG
劫掠	rabovanie	劫掠	rabovanie	N	N;NOM;NEUT;SG
噴泉	fontána	噴泉	fontán	N	N;NOM;FEM;SG
噴泉	fontáne	噴泉	fontána	N	N;DAT;FEM;SG
噴泉	fontány	噴泉	fontána	N	N;NOM;FEM;PL
噴泉	fontány	噴泉	fontána	N	N;NOM;FEM;PL
裸露	nahota	裸露	nahota	N	N;NOM;FEM;SG
絕地	jedi	絕地	jesť	N	N;ANIM;NOM;MASC;SG
預估	odhadnúť	預估	odhadnúť	V	V;PFV;POS;NFIN
預估	odhadnúť	預估	odhadnúť	V	V;PFV;POS;NFIN
桿菌	bacillus	桿菌	bacillus	N	N;INAN;NOM;MASC;SG
鉀	draslík	鉀	draslík	N	N;INAN;NOM;MASC;SG
鉀	draslíka	鉀	draslík	N	N;ANIM;NOM;MASC;SG
火藥	prášok	火藥	prášok	N	N;INAN;NOM;MASC;SG
火藥	prášku	火藥	práška	N	N;INAN;GEN;MASC;SG
遺失	stratil	遺失	stratiť	V	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
遺失	chýba	遺失	chýbať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
遺失	chýbajú	遺失	chýbať	V	V;IPFV;IND;PL;3;POS;PRS;FIN
爆裂	prasknutie	爆裂	prasknutie	N	N;NOM;NEUT;SG
羊毛	vlna	羊毛	vlna	N	N;NOM;FEM;SG
羊毛	vlnu	羊毛	vln	N	N;ACC;FEM;SG
羊毛	vlny	羊毛	vlna	N	N;NOM;FEM;PL
泥土	pôdu	泥土	pôda	N	N;ACC;FEM;SG
泥土	pôda	泥土	pôda	N	N;NOM;FEM;SG
泥土	pôdy	泥土	pôda	N	N;NOM;FEM;PL
泥土	špiny	泥土	špina	N	N;NOM;FEM;PL
泥土	špina	泥土	špina	N	N;NOM;FEM;SG
泥土	hlina	泥土	hlina	N	N;NOM;FEM;SG
價值	hodnoty	價值	hodnota	N	N;NOM;FEM;PL
價值	hodnôt	價值	hodnota	N	N;GEN;FEM;PL
激動	vzrušený	激動	vzrušený	ADJ	ADJ;ANIM;NOM;MASC;SG
激動	nadšená	激動	nadšený	ADJ	ADJ;NOM;FEM;SG
畫像	portrét	畫像	portrét	N	N;INAN;NOM;MASC;SG
畫像	portréty	畫像	portrét	N	N;INAN;NOM;MASC;PL
輪迴	reinkarnáciu	輪迴	reinkarnácia	N	N;ACC;FEM;SG
解碼	dekódovanie	解碼	dekódovanie	N	N;NOM;NEUT;SG
園藝	záhradníctvo	園藝	záhradníctvo	N	N;NOM;NEUT;SG
園藝	záhrade	園藝	záhrada	N	N;DAT;FEM;SG
園藝	záhrady	園藝	záhrada	N	N;NOM;FEM;PL
園藝	záhrada	園藝	záhrada	N	N;NOM;FEM;SG
幻象	vidiny	幻象	vidina	N	N;NOM;FEM;PL
幻象	vízie	幻象	víziať	N	N;NOM;FEM;PL
閃耀	lesk	閃耀	lesk	N	N;INAN;NOM;MASC;SG
流利	plynulo	流利	plynúť	V	V;IPFV;NEUT;SG;POS;PST;V.PTCP
流利	plynulo	流利	plynúť	V	V;IPFV;NEUT;SG;POS;PST;V.PTCP
信使	messenger	信使	messenger	N	N;INAN;NOM;MASC;SG
信使	posol	信使	posol	N	N;ANIM;NOM;MASC;SG
信使	poslovia	信使	posloviť	N	N;ANIM;NOM;MASC;PL
信使	kuriér	信使	kuriér	N	N;ANIM;NOM;MASC;SG
