per	für	per	für	ADP	ADP
sostituito	ersetzt	sostituire	ersetzen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
metal	metallverarbeitung	metal	metallverarbeitung	N	N;NOM;FEM;SG
metal	metalle	metal	metall	N	N;NOM;PL
significato	sinne	significato	sinnen	N;MASC;SG	N
segue	folgt	seguire	folgen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
femmine	weibchen	femmina	weibchen	N;FEM;PL	N;NOM;FEM;PL
femmine	weibchen	femmina	weibchen	N;FEM;PL	N;NOM;FEM;PL
prove	tests	prova	tests	N;FEM;PL	N
prove	test	prova	test	N;FEM;PL	N
prove	tests	prova	tests	N;FEM;PL	N
prove	hinweise	prova	hinweisen	N;FEM;PL	N;NOM;FEM;PL
prove	nachweis	prova	nachweis	N;FEM;PL	N
prove	beweise	prova	Beweis	N;FEM;PL	N;NOM;PL
prove	nachweis	prova	nachweis	N;FEM;PL	N
prove	beweise	prova	Beweis	N;FEM;PL	N;NOM;PL
documenti	urkunden	documento	urkinden	N;MASC;PL	N;PL
poteri	kräfte	potere	krafen	N;MASC;PL	N
segretario	sekretär	segretario	sekretär	N;MASC;SG	N
decreto	erlaß	decreto	erließen	N;MASC;SG	N
decreto	erlass	decreto	erlassen	N;MASC;SG	N;SG
iniziale	initialen	iniziale	initial	ADJ;SG	ADJ
strade	straßen	strada	straß	N;FEM;PL	N;NOM;PL
strade	straßen	strada	straß	N;FEM;PL	N;NOM;PL
concetto	konzeption	concetto	konzeption	N;MASC;SG	N;SG
concetto	konzept	concetto	konzept	N;MASC;SG	N;NOM;NEUT;SG
concetto	begriff	concetto	begreifen	N;MASC;SG	N;MASC;SG
edit	bearbeitung	edit	bearbeitung	N;MASC	N;NOM;FEM;SG
sesto	sechsten	sesto	sechst	ADJ;MASC;SG	ADJ;ACC;MASC;SG
sesto	sechste	sesto	sechst	ADJ;MASC;SG	ADJ;NOM
sesto	sechstes	sesto	sechst	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
sesto	sechster	sesto	sechst	ADJ;MASC;SG	ADJ
gradi	abschlüsse	grado	abschlüß	N;MASC;PL	N;NOM;PL
lasciare	verlassen	lasciare	verlassen	V;NFIN	V;NFIN
lasciare	hinterlassen	lasciare	hinterlassen	V;NFIN	V;V.PTCP
lasciare	weggehen	lasciare	weggehen	V;NFIN	V;NFIN
rivoluzione	revolution	rivoluzione	revolution	N;FEM;SG	N;NOM;FEM;SG
motori	motoren	motore	motor	N;MASC;PL	N;NOM;PL
motori	triebwerke	motore	triebwerk	N;MASC;PL	N;NOM;FEM;PL
motori	motoren	motore	motor	N;MASC;PL	N;NOM;PL
campioni	beispiele	campione	beispiel	N;MASC;PL	N;NOM;PL
svizzero	schweizer	svizzero	schweizer	ADJ;MASC;SG	ADJ
differenti	verschieden	differente	verschieden	ADJ;PL	ADJ
differenti	verschiedenen	differente	verschieden	ADJ;PL	ADJ;NOM;PL
differenti	unterschiedliche	differente	unterschiedlich	ADJ;PL	ADJ;NOM;FEM;PL
differenti	unterschiedlich	differente	unterschiedlich	ADJ;PL	ADJ
differenti	verschiedene	differente	verschieden	ADJ;PL	ADJ;NOM;FEM;PL
inserire	einfügen	inserire	einfüg	V;NFIN	V;NFIN
inserire	fügen	inserire	fügen	V;NFIN	V;NFIN
vivere	leben	vivere	leben	V;NFIN	V;NFIN
vivere	wohnen	vivere	wohnen	V;NFIN	V;NFIN
vivere	leben	vivere	leben	V;NFIN	V;NFIN
vivere	wohnen	vivere	wohnen	V;NFIN	V;NFIN
vivere	lebe	vivere	leben	V;NFIN	V;IND;SG;3;PRS;FIN
perso	verlor	perdere	verlieren	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
perso	verirrt	perdere	verirren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
perso	verloren	perdere	verlieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
americana	amerikaner	americano	amerikaner	ADJ;FEM;SG	ADJ
americana	amerikanisches	americano	amerikanisch	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
americana	amerikanisch	americano	amerikanisch	ADJ;FEM;SG	ADJ
scontro	kampf	scontro	kampfen	N;MASC;SG	N;SG
asteroide	asteroid	asteroide	asteroid	N;MASC;SG	N;NOM;SG
rende	macht	rendere	machen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
scoperta	entdeckung	scoperta	entdeckung	N;FEM;SG	N;SG
guerre	krieg	guerra	kriegen	N;FEM;PL	N
fuga	flucht	fuga	fluchen	N;FEM;SG	N
post	beitrag	post	beitregen	N	N;SG
usata	gebraucht	usare	brauchen|gebrauchen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
usata	benutzt	usare	benutzen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
usata	verwendete	usare	verwenden	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
usata	verwendet	usare	verwenden	V;FEM;SG;PST;V.PTCP	V;V.PTCP
ungherese	ungarisch	ungherese	ungarisch	ADJ;SG	ADJ
ungherese	ungarischer	ungherese	ungarisch	ADJ;SG	ADJ
macchina	auto	macchina	auto	N;FEM;SG	N;NOM;SG
macchina	autovermietung	macchina	autovermietung	N;FEM;SG	N;NOM;MASC;SG
decisione	beschluss	decisione	beschließen	N;FEM;SG	N
decisione	entscheidung	decisione	entscheidung	N;FEM;SG	N;NOM;FEM;SG
obiettivo	ziel	obiettivo	ziel	N;MASC;SG	N;NOM;NEUT;SG
obiettivo	ziel	obiettivo	ziel	N;MASC;SG	N;NOM;NEUT;SG
obiettivo	ziel	obiettivo	ziel	N;MASC;SG	N;NOM;NEUT;SG
tradizionale	traditionell	tradizionale	traditionell	ADJ;SG	ADJ
tradizionale	traditioneller	tradizionale	traditionell	ADJ;SG	ADJ
tradizionale	traditionelles	tradizionale	traditionell	ADJ;SG	ADJ;NOM;NEUT;SG
vice	vizepräsidentin	vice	vizepräsidentin	ADJ	ADJ
vice	vizepräsident	vice	vizepräsident	ADJ	ADJ
vice	stellvertretende	vice	stellvertretend	ADJ	ADJ;NOM;FEM;SG
vice	stellvertreter	vice	stellvertreter	ADJ	ADJ
vice	stellvertretender	vice	stellvertretend	ADJ	ADJ
presentato	vorgestellt	presentare	vorstellen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
presentato	präsentiert	presentare	präsentieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
presentato	vorgelegt	presentare	vorlegen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
presentato	präsentierte	presentare	präsentieren	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
sovietica	sowjetischen	sovietica	sowjetisch	ADJ;FEM;SG	ADJ;NOM;MASC;SG
contenuti	inhalte	contenuto	inhalt	N;MASC;PL	N
contenuti	inhalte	contenuto	inhalt	N;MASC;PL	N
reggimento	regiment	reggimento	regiment	N;MASC;SG	N;NOM;NEUT;SG
sconfitto	geschlagen	sconfiggere	schlagen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
sconfitto	besiegen	sconfiggere	besiegen	V;MASC;SG;PST;V.PTCP	V;NFIN
sconfitto	besiegte	sconfiggere	besiegen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
sconfitto	besiegt	sconfiggere	besiegen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
possiede	gehört	possedere	gehören	V;IND;SG;3;PRS;FIN	V;V.PTCP
possiede	besitzt	possedere	besitzen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
diverso	verschieden	diverso	verschieden	ADJ;MASC;SG	ADJ
diverso	unterschiedlich	diverso	unterschiedlich	ADJ;MASC;SG	ADJ
privata	privater	privato	privat	ADJ;FEM;SG	ADJ
privata	privat	privato	privat	ADJ;FEM;SG	ADJ
fisico	physiker	fisico	physiker	ADJ;MASC;SG	ADJ
fisico	körperlich	fisico	körperlich	ADJ;MASC;SG	ADJ
fisico	physischen	fisico	physisch	ADJ;MASC;SG	ADJ
fisico	physisch	fisico	physisch	ADJ;MASC;SG	ADJ
fisico	physischer	fisico	physisch	ADJ;MASC;SG	ADJ
talk	vortrag	talk	vortragen	N;MASC	N;SG
talk	gespräch	talk	gespräch	N;MASC	N;NOM;NEUT;SG
immediatamente	sofort	immediatamente	sofort	ADV	ADV
immediatamente	sofort	immediatamente	sofort	ADV	ADV
registrato	eingetragene	registrare	eingetragen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
registrato	registriert	registrare	registrieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
registrato	eingetragen	registrare	eintragen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
registrato	einschreiben	registrare	einschreiben	V;MASC;SG;PST;V.PTCP	V;NFIN
registrato	erfasst	registrare	erfassen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
registrato	aufgezeichnet	registrare	aufzeichnen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
registrato	aufgenommen	registrare	aufnehmen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
raggiunge	erreicht	raggiungere	erreichen	V;IND;SG;3;PRS;FIN	V;V.PTCP
commedia	komödie	commedia	komödie	N;FEM;SG	N;NOM;SG
terre	länder	terra	land	N;FEM;PL	N;NOM;NEUT;PL
realizzata	realisiert	realizzare	realisieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
realizzata	realisierte	realizzare	realisieren	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
realizzata	verwirklicht	realizzare	verwirklichen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
realizzata	realisiert	realizzare	realisieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
realizzata	realisierte	realizzare	realisieren	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
realizzata	verwirklicht	realizzare	verwirklichen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
introduzione	einleitung	introduzione	einleitung	N;FEM;SG	N;SG
introduzione	einführung	introduzione	einführung	N;FEM;SG	N;SG
introduzione	einführung	introduzione	einführung	N;FEM;SG	N;SG
deciso	beschlossen	decidere	beschließen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
deciso	entschieden	decidere	entscheiden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
deciso	entschied	decidere	entscheiden	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
deciso	entschlossen	decidere	entschlossen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
test	test	test	test	N;MASC	N
test	prüfung	test	prüfung	N;MASC	N;SG
test	tests	test	tests	N;MASC	N
test	test	test	test	N;MASC	N
test	prüfung	test	prüfung	N;MASC	N;SG
test	tests	test	tests	N;MASC	N
portiere	torwart	portiere	torwart	N;MASC;SG	N;NOM;MASC;SG
portiere	torwart	portiere	torwart	N;MASC;SG	N;NOM;MASC;SG
mantenere	beibehalten	mantenere	beibehalten	V;NFIN	V;V.PTCP
mantenere	pflegen	mantenere	pflegen	V;NFIN	V;NFIN
mantenere	pflegen	mantenere	pflegen	V;NFIN	V;NFIN
conti	konten	conto	kont	N;MASC;PL	N
parlare	reden	parlare	reden	V;NFIN	V;NFIN
parlare	reden	parlare	reden	V;NFIN	V;NFIN
giocare	abspielen	giocare	abspielen	V;NFIN	V;NFIN
giocare	spielen	giocare	spielen	V;NFIN	V;NFIN
giocare	abspielen	giocare	abspielen	V;NFIN	V;NFIN
giocare	spielen	giocare	spielen	V;NFIN	V;NFIN
cittadini	bürgerinnen	cittadino	bürgerinnen	N;MASC;PL	N;NOM;PL
compare	erscheint	comparire	erscheinen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
compare	scheint	comparire	scheinen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
resta	bleiben	restare	bleiben	V;IND;SG;3;PRS;FIN	V;NFIN
corrente	aktuell	corrente	aktuell	ADJ;SG	ADJ
corrente	aktuellen	corrente	aktuell	ADJ;SG	ADJ
corrente	aktueller	corrente	aktuell	ADJ;SG	ADJ
corrente	aktuelles	corrente	aktuell	ADJ;SG	ADJ;NOM;NEUT;SG
articoli	satzung	articolo	satzung	N;MASC;PL	N
magari	möglicherweise	magari	möglicherweise	ADV	ADV
magari	eventuell	magari	eventuell	ADV	ADV
magari	vielleicht	magari	vielleicht	ADV	ADV
dischi	disketten	disco	diskett	N;MASC;PL	N;NOM;PL
dischi	festplatten	disco	festplatten	N;MASC;PL	N;PL
polacco	polnisch	polacco	polnisch	ADJ;MASC;SG	ADJ
polacco	polnisches	polacco	polnisch	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
riforma	reformierung	riforma	Reformierung	N;FEM;SG	N;NOM;FEM;SG
riforma	reformierung	riforma	Reformierung	N;FEM;SG	N;NOM;FEM;SG
statua	denkmal	statua	denkmal	N;FEM;SG	N;NOM;NEUT;SG
statua	statue	statua	statu	N;FEM;SG	N;NOM;SG
speciali	angebote	speciale	angebit	ADJ;PL	ADJ;NOM;PL
speciali	spezielle	speciale	speziell	ADJ;PL	ADJ;NOM;FEM;PL
speciali	besondere	speciale	besonder	ADJ;PL	ADJ;NOM;FEM;PL
antichi	antiker	antico	antik	ADJ;MASC;PL	ADJ
antichi	antiken	antico	antik	ADJ;MASC;PL	ADJ;NOM
antichi	antik	antico	antik	ADJ;MASC;PL	ADJ
antichi	alte	antico	alt	ADJ;MASC;PL	ADJ;NOM;FEM;PL
antichi	alten	antico	alt	ADJ;MASC;PL	ADJ;NOM;MASC;PL
antichi	antiken	antico	antik	ADJ;MASC;PL	ADJ;NOM
antichi	antiker	antico	antik	ADJ;MASC;PL	ADJ
antichi	früheren	antico	früh	ADJ;MASC;PL	ADJ
antichi	ältesten	antico	alt	ADJ;MASC;PL	ADJ;NOM;PL
attacchi	angriffe	attacco	angreifen	N;MASC;PL	N;NOM;PL
principessa	prinzessin	principessa	prinzessin	N;FEM;SG	N;NOM;FEM;SG
montagna	gebirge	montagna	gebirge	N;FEM;SG	N
montagna	gebirge	montagna	gebirge	N;FEM;SG	N
malattia	erkrankung	malattia	erkrankung	N;FEM;SG	N;NOM;FEM;SG
malattia	erkrankung	malattia	erkrankung	N;FEM;SG	N;NOM;FEM;SG
malattia	erkrankung	malattia	erkrankung	N;FEM;SG	N;NOM;FEM;SG
malattia	krankenversicherung	malattia	krankenversicherung	N;FEM;SG	N;NOM;FEM;SG
professore	professor	professore	professor	N;MASC;SG	N;NOM;MASC;SG
felice	fröhlich	felice	fröhlich	ADJ;SG	ADJ
felice	glücklich	felice	glücklich	ADJ;SG	ADJ
felice	zufrieden	felice	zufrieden	ADJ;SG	ADJ
nera	schwarzer	nero	schwarz	ADJ;FEM;SG	ADJ
nera	schwarz	nero	schwarz	ADJ;FEM;SG	ADJ
nera	schwarzen	nero	schwarz	ADJ;FEM;SG	ADJ
denominazione	name	denominazione	Name	N;FEM;SG	N;NOM;SG
denominazione	stückelung	denominazione	stückelung	N;FEM;SG	N;NOM;FEM;SG
flotta	fuhrpark	flotta	fuhrpark	N;FEM;SG	N
argentino	argentinischer	argentino	argentinisch	ADJ;MASC;SG	ADJ
argentino	argentinischer	argentino	argentinisch	ADJ;MASC;SG	ADJ
costituzione	verfassung	costituzione	verfassung	N;FEM;SG	N;NOM;FEM;SG
combattimento	bekämpfung	combattimento	bekämpfung	N;MASC;SG	N;SG
combattimento	kampf	combattimento	kampfen	N;MASC;SG	N;SG
combattimento	kampf	combattimento	kampfen	N;MASC;SG	N;SG
caduta	fallen	cadere	fallen	V;FEM;SG;PST;V.PTCP	V;NFIN
caduta	gefallen	cadere	fallen|gefallen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
caduta	fiel	cadere	fallen	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
caduta	gestürzt	cadere	stürzen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
caduta	fiel	cadere	fallen	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
caduta	gefallen	cadere	fallen|gefallen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
caduta	fallen	cadere	fallen	V;FEM;SG;PST;V.PTCP	V;NFIN
caduta	gestürzt	cadere	stürzen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
caduta	fallen	cadere	fallen	V;FEM;SG;PST;V.PTCP	V;NFIN
visione	sicht	visione	sechen	N;FEM;SG	N;SG
visione	sehvermögen	visione	sehvermögen	N;FEM;SG	N;NOM
sviluppato	entwickelte	sviluppare	entwickeln	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
sviluppato	entwickelt	sviluppare	entwickeln	V;MASC;SG;PST;V.PTCP	V;V.PTCP
rivolta	aufruhr	rivolta	aufruhr	N;FEM;SG	N
talvolta	manchmal	talvolta	manchmal	ADV	ADV
talvolta	mitunter	talvolta	mitunter	ADV	ADV
talvolta	zuweilen	talvolta	zuweilen	ADV	ADV
capitolo	kapitel	capitolo	kapitel	N;MASC;SG	N
cercare	durchsuchen	cercare	durchsuchen	V;NFIN	V;NFIN
cercare	suchen	cercare	suchen	V;NFIN	V;NFIN
prodotta	produziert	produrre	produzieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
prodotta	hergestellt	produrre	herstellen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
prodotta	erzeugt	produrre	erzeugen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
consenso	zustimmung	consenso	zustimmung	N;MASC;SG	N;NOM;FEM;SG
concorso	wettkampf	concorso	wettkampf	N;MASC;SG	N
concorso	wettkampf	concorso	wettkampf	N;MASC;SG	N
concorso	gewinnspiel	concorso	gewinnspiel	N;MASC;SG	N;NOM;NEUT;SG
greca	griechisch	greca	griechisch	ADJ;FEM;SG	ADJ
partenza	abgang	partenza	abgehen	N;FEM;SG	N;SG
rischio	gefährdung	rischio	gefährdung	N;MASC;SG	N;FEM;SG
monti	gebirge	monte	gebirge	N;MASC;PL	N
agente	offizier	agente	offizier	N;SG	N;NOM;MASC;SG
nazionalità	nationalitäten	nazionalità	nationalität	N;FEM	N;NOM;PL
college	hochschule	college	hochschule	N;MASC	N;NOM;FEM;SG
umano	menschlicher	umano	menschlich	ADJ;MASC;SG	ADJ
umano	menschlichen	umano	menschlich	ADJ;MASC;SG	ADJ
bianchi	weisse	bianco	wissen	N;MASC;PL	N;NOM;FEM;PL
bianchi	weisse	bianco	wissen	N;MASC;PL	N;NOM;FEM;PL
nove	neun	nove	neun	NUM	NUM
completa	vollständig	completo	vollständig	ADJ;FEM;SG	ADJ
completa	komplett	completo	komplett	ADJ;FEM;SG	ADJ
ferrovia	schiene	ferrovia	schienen	N;FEM;SG	N
ferrovia	bahnlinie	ferrovia	bahnlinie	N;FEM;SG	N;NOM;SG
sceneggiatura	drehbuch	sceneggiatura	drehbuch	N;FEM;SG	N;NOM;NEUT;SG
sceneggiatura	drehbuch	sceneggiatura	drehbuch	N;FEM;SG	N;NOM;NEUT;SG
sceneggiatura	skript	sceneggiatura	skripten	N;FEM;SG	N;NOM;SG
basato	basierend	basato	basierend	ADJ;MASC;SG	ADJ
fiori	blüten	fiore	blüten	N;MASC;PL	N;NOM;PL
spettacolo	show	spettacolo	show	N;MASC;SG	N
posizioni	stellungen	posizione	stellung	N;FEM;PL	N;NOM;FEM;PL
toscana	toskanischen	toscano	toskanisch	ADJ;FEM;SG	ADJ
entrata	eingang	entrata	eingehen	N;FEM;SG	N;SG
entrata	eintrag	entrata	eintrag	N;FEM;SG	N
entrata	eingang	entrata	eingehen	N;FEM;SG	N;SG
admin	administratoren	admin	administratoren	N	N;NOM;PL
ricorda	merken	ricordare	merken	V;IND;SG;2;PRS;FIN	V;NFIN
ricorda	erinnern	ricordare	erinnern	V;IND;SG;2;PRS;FIN	V;NFIN
ricorda	erinnert	ricordare	erinnern	V;IND;SG;2;PRS;FIN	V;V.PTCP
costruire	bauen	costruire	bauen	V;NFIN	V;NFIN
costruire	bauen	costruire	bauen	V;NFIN	V;NFIN
costruire	aufbauen	costruire	aufbauen	V;NFIN	V;NFIN
costruire	bauen	costruire	bauen	V;NFIN	V;NFIN
costruire	konstruiert	costruire	konstruieren	V;NFIN	V;V.PTCP
costruire	konstruieren	costruire	konstruieren	V;NFIN	V;NFIN
canto	lied	canto	lied	N;MASC;SG	N;NOM;NEUT;SG
modifica	bearbeitung	modifica	bearbeitung	N;FEM;SG	N;NOM;FEM;SG
marino	marine	marino	marin	N;MASC;SG	N;NOM;FEM;SG
frase	ausdruck	frase	ausdruck	N;FEM;SG	N;SG
frase	begriff	frase	begreifen	N;FEM;SG	N;MASC;SG
industria	industrie	industria	industrie	N;FEM;SG	N;NOM;FEM;SG
uccidere	tötet	uccidere	töten	V;NFIN	V;IND;SG;3;PRS;FIN
uccidere	töten	uccidere	töten	V;NFIN	V;NFIN
uccidere	töten	uccidere	töten	V;NFIN	V;NFIN
leggera	leichter	leggero	leicht	ADJ;FEM;SG	ADJ
leggera	leicht	leggero	leicht	ADJ;FEM;SG	ADJ
leggera	leichter	leggero	leicht	ADJ;FEM;SG	ADJ
leggera	leichtigkeit	leggero	leichtigkeit	ADJ;FEM;SG	ADJ
leggera	leichtes	leggero	leicht	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
leggera	leicht	leggero	leicht	ADJ;FEM;SG	ADJ
lord	gott	lord	gott	N;MASC	N;NOM;MASC;SG
lord	herr	lord	herr	N;MASC	N;NOM;MASC;SG
lord	herrn	lord	herrn	N;MASC	N;NOM;MASC;SG
comunicazione	mitteilung	comunicazione	mitteilung	N;FEM;SG	N;FEM;SG
chiuse	geschlossene	chiuso	geschlossen	ADJ;FEM;PL	ADJ;NOM;FEM;PL
norvegese	norwegisch	norvegese	norwegisch	ADJ;SG	ADJ
norvegese	norwegischer	norvegese	norwegisch	ADJ;SG	ADJ
norvegese	norwegischen	norvegese	norwegisch	ADJ;SG	ADJ
umani	menschlicher	umano	menschlich	ADJ;MASC;PL	ADJ
umani	menschliche	umano	menschlich	ADJ;MASC;PL	ADJ;NOM;FEM;PL
umani	menschlichen	umano	menschlich	ADJ;MASC;PL	ADJ
potente	mächtig	potente	mächtig	ADJ;SG	ADJ
potente	kraftvoll	potente	kraftvoll	ADJ;SG	ADJ
potente	mächtigen	potente	mächtig	ADJ;SG	ADJ
potente	kraftvoll	potente	kraftvoll	ADJ;SG	ADJ
personalità	persönlichkeiten	personalità	persönlichkeit	N;FEM	N;NOM;FEM;PL
indicare	angeben	indicare	angeben	V;NFIN	V;V.PTCP
interpretazione	auswertung	interpretazione	auswertung	N;FEM;SG	N;FEM;SG
partecipare	mitmachen	partecipare	mitmachen	V;NFIN	V;NFIN
partecipare	teilnehmen	partecipare	teilnehmen	V;NFIN	V;NFIN
partecipare	mitwirken	partecipare	mitwirken	V;NFIN	V;NFIN
partecipare	beteiligen	partecipare	beteiligen	V;NFIN	V;NFIN
interpretata	ausgelegt	interpretare	auslegen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
interpretata	interpretiert	interpretare	interpretieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
province	provinzen	provincia	provinz	N;FEM;PL	N;NOM;PL
legato	gebunden	legare	binden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
legato	gefesselt	legare	fesseln	V;MASC;SG;PST;V.PTCP	V;V.PTCP
centri	zentren	centro	zentren	N;MASC;PL	N
centri	zentren	centro	zentren	N;MASC;PL	N
assegnato	zugewiesen	assegnare	zuweisen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
assegnato	zugeteilt	assegnare	zuteilen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
assegnato	zugeordnet	assegnare	zuordnen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
assegnato	zugewiesen	assegnare	zuweisen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
assegnato	zugeteilt	assegnare	zuteilen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
elettrica	elektrotechnik	elettrico	elektrotechnik	ADJ;FEM;SG	ADJ
elettrica	elektrischer	elettrico	elektrisch	ADJ;FEM;SG	ADJ
elettrica	elektrisch	elettrico	elektrisch	ADJ;FEM;SG	ADJ
elettrica	elektrizität	elettrico	elektrizität	ADJ;FEM;SG	ADJ
elettrica	elektrischer	elettrico	elektrisch	ADJ;FEM;SG	ADJ
elettrica	elektrisch	elettrico	elektrisch	ADJ;FEM;SG	ADJ
elettrica	elektrizität	elettrico	elektrizität	ADJ;FEM;SG	ADJ
settanta	siebzig	settanta	siebzig	NUM	NUM
presa	getroffen	prendere	treffen|triefen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
presa	genommen	prendere	nehmen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
presa	mitgenommen	prendere	mitnehmen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
presa	aufgenommen	prendere	aufnehmen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
ottanta	achtzig	ottanto	achtzig	NUM	NUM
medici	ärzte	medico	ärzen	N;MASC;PL	N;NOM;PL
medici	ärzte	medico	ärzen	N;MASC;PL	N;NOM;PL
chilometri	km	chilometro	km	N;MASC;PL	N;NOM;MASC;PL
chilometri	km	chilometro	km	N;MASC;PL	N;NOM;MASC;PL
sicuramente	gewiss	sicuramente	gewiß	ADV	ADV
sicuramente	sicherlich	sicuramente	sicherlich	ADV	ADV
sicuramente	unbedingt	sicuramente	unbedingt	ADV	ADV
sicuramente	gewiss	sicuramente	gewiß	ADV	ADV
sicuramente	gewiß	sicuramente	gewiß	ADV	ADV
sicuramente	sicherlich	sicuramente	sicherlich	ADV	ADV
porte	tür	porta	tür	N;FEM;PL	N
indipendente	selbständig	indipendente	selbständig	ADJ;SG	ADJ
indipendente	unabhängig	indipendente	unabhängig	ADJ;SG	ADJ
indipendente	unabhängigen	indipendente	unabhängig	ADJ;SG	ADJ
caratteristica	funktion	caratteristica	Funktion	N;FEM;SG	N;SG
abilità	qualifikation	abilità	qualifikation	N;FEM	N;NOM;FEM;SG
abilità	befähigung	abilità	befähigung	N;FEM	N;NOM;FEM;SG
governatore	generalgouverneur	governatore	generalgouverneur	N;MASC;SG	N;NOM;MASC;SG
catastale	kataster	catastale	katast	ADJ;SG	ADJ
umana	menschlicher	umano	menschlich	ADJ;FEM;SG	ADJ
umana	menschlichen	umano	menschlich	ADJ;FEM;SG	ADJ
monumento	sehenswürdigkeit	monumento	sehenswürdigkeit	N;MASC;SG	N;NOM;FEM;SG
monumento	denkmal	monumento	denkmal	N;MASC;SG	N;NOM;NEUT;SG
classica	klassisch	classico	klassisch	ADJ;FEM;SG	ADJ
classica	klassiker	classico	klassik	ADJ;FEM;SG	ADJ
classica	klassisch	classico	klassisch	ADJ;FEM;SG	ADJ
classica	klassiker	classico	klassik	ADJ;FEM;SG	ADJ
creata	geschaffen	creare	schaffen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
creata	erzeugt	creare	erzeugen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
creata	erstellt	creare	erstellen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
creata	erschaffen	creare	erschaffen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
creata	erstellte	creare	erstellt	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
patria	heimat	patria	heimat	N;FEM;SG	N;FEM;SG
patria	heimat	patria	heimat	N;FEM;SG	N;FEM;SG
dipinto	lackierung	dipinto	lackierung	N;MASC;SG	N;NOM;FEM;SG
carico	ladung	carico	ladung	N;MASC;SG	N;SG
carico	ladung	carico	ladung	N;MASC;SG	N;SG
carico	verladung	carico	verladung	N;MASC;SG	N
carico	beladung	carico	beladung	N;MASC;SG	N;SG
