van	مخرج	van	مخرج		
nommer	گروہ	nommer	گروہ	N;SG	N;NOM;MASC;SG;3
nommer	جماعت	nommer	جماعت	N;SG	N;NOM;FEM;SG;3
nommer	رقص	nommer	رقص	N;SG	N;NOM;MASC;SG;3
video	ویڈیو	video	ویڈیو	N;SG	N;NOM;MASC;SG;3
gebruiker	تمتع	gebruiker	تمتع	N;SG	N;NOM;MASC;SG;3
voedsel	خوراک	voedsel	خوراک	N;SG	N;NOM;FEM;SG;3
voedsel	غذا	voedsel	غذا	N;SG	N;NOM;FEM;SG;3
stap	اندازِپا.	stap	اندازِپا.	N;SG	N;NOM;MASC;SG;3
spoed	کامیابی	spoed	کامیابی	N;SG	N;NOM;FEM;SG;3
geldeenheid	دور	geldeenheid	دور	N;SG	N;NOM;MASC;SG;3
geldeenheid	عرصہ	geldeenheid	عرصہ	N;SG	N;NOM;MASC;SG;3
geldeenheid	رواج	geldeenheid	رواج	N;SG	N;NOM;MASC;SG;3
begrip	مفاہمت	begrip	مفاہمت	N;SG	N;NOM;MASC;SG;3
begrip	معاہدہ	begrip	معاہدہ	N;SG	N;NOM;MASC;SG;3
bekendheid	شہرت	bekendheid	شہرت	N;SG	N;NOM;FEM;SG;3
bekendheid	شہرت	bekendheid	شہرت	N;SG	N;NOM;FEM;SG;3
more	فردا	môre	فردا		
als	ازبس	als	ازبس		
als	ازبس	als	ازبس		
hoogs	لٹو	hoog	لٹو		
inval	حملہ	inval	حملہ	N;SG	N;NOM;MASC;SG;3
stasie	مرتبہ	stasie	مرتبہ	N;SG	N;NOM;MASC;SG;3
breek	بھول	breek	بھول	V;PRS	V;ACT
breek	ٹھہرائو	breek	ٹھہرائو	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
breek	بھول	breek	بھول	V;PRS	V;ACT
breek	ٹھہرائو	breek	ٹھہرائو	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
kamer	اوطاق	kamer	اوطاق	N;SG	N;NOM;MASC;SG;3
kamer	اوطاق	kamer	اوطاق	N;SG	N;NOM;MASC;SG;3
kamer	سمائی	kamer	سمائی	N;SG	N;NOM;MASC;SG;3
medalje	تمغا	medalje	تمغا	N;SG	N;NOM;MASC;SG;3
verwoes	مٹانا	verwoes	مٹا	V;PRS	V;MASC;SG;NFIN;ACT
verwoes	مٹانا	verwoes	مٹا	V;PRS	V;MASC;SG;NFIN;ACT
verwoes	ڈھانا	verwoes	ڈھانا	V;PRS	V;SG;ACT
verwerp	ردکرنا	verwerp	ردکرنا	V;PRS	V;NFIN;ACT
verwerp	ماننے	verwerp	مان	V;PRS	V;ACC;NFIN
tak	دریا	tak	دریا	N;SG	N;NOM;MASC;SG;3
kans	خدشہ	kans	خدشہ	N;SG	N;NOM;MASC;SG;3
kans	موقع	kans	موقع	N;SG	N;NOM;MASC;SG;3
kans	مہلت	kans	مہلت	N;SG	N;NOM;FEM;SG;3
kans	قسمت	kans	قسمت	N;SG	N;NOM;FEM;SG;3
kans	توقع	kans	توقع	N;SG	N;NOM;MASC;SG;3
kans	تقدیر	kans	تقدیر	N;SG	N;NOM;FEM;SG;3
antwoord	جواب	antwoord	جواب	N;SG	N;NOM;MASC;SG;3
finale	حتمی	finaal	حتمی	N;SG	N;NOM;MASC;SG;3
nasie	قوم	nasie	قوم	N;SG	N;NOM;MASC;SG;3
effek	فلم	effek	فلم	N;SG	N;NOM;FEM;SG;3
vermoedelik	غالباً.	vermoedelik	غالباً.	ADV	ADV
samestelling	ساخت	samestelling	ساخت	N;SG	N;NOM;MASC;SG;3
uitsondering	استثنا	uitsondering	استثنا	N;SG	N;NOM;MASC;SG;3
hotel	ہوٹل	hotel	ہوٹل	N;SG	N;NOM;FEM;SG;3
liberale	فیاضانہ	liberaal	فیاضانہ	ADJ;NOM	ADJ
liberale	بھرپور	liberaal	بھرپور	ADJ;NOM	ADJ
onderwyser	استاد	onderwyser	استاد	N;SG	N;NOM;MASC;SG;3
bar	بجز	bar	بجز		
reël	چالو	reël	چالو	V;PRS	V;ACT
vriend	دوست	vriend	دوست	N;SG	N;NOM;MASC;SG;3
unieke	نادر	uniek	نادر	ADJ;NOM	ADJ
unieke	نادر	uniek	نادر	ADJ;NOM	ADJ
aand	شام	aand	شام	N;SG	N;NOM;FEM;SG;3
aand	رات	aand	رات	N;SG	N;NOM;FEM;SG;3
hanteer	چلانا.	hanteer	چلاناؤ	V;PRS	V;MASC;SG;NFIN;ACT
hanteer	ہلانا	hanteer	ہلا	V;PRS	V;MASC;SG;NFIN;ACT
teenwoordig	(	teenwoordig	(		
situasie	کوائف	situasie	کوائف	N;SG	N;NOM;MASC;SG;3
situasie	ماحول	situasie	ماحول	N;SG	N;NOM;MASC;SG;3
situasie	عہدہ	situasie	عہدہ	N;SG	N;NOM;MASC;SG;3
plat	(	plat	(		
plat	عین	plat	عین		
plat	(	plat	(		
plat	عین	plat	عین		
plat	ف.	plat	ف.		
band	باندھے	band	باندھ	V;PRS	V;PFV;MASC;PL;V.PTCP;ACT
gewys	دکھاوا	wys	دکھا	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gewys	دکھانا	wys	دکھا	V;PST;V.PTCP	V;MASC;SG;NFIN;ACT
gewys	دکھاوا	wys	دکھا	V;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gewys	دکھانا	wys	دکھا	V;PST;V.PTCP	V;MASC;SG;NFIN;ACT
praktyk	رواج	praktyk	رواج	N;SG	N;NOM;MASC;SG;3
praktyk	معمول	praktyk	معمول	N;SG	N;NOM;MASC;SG;3
praktyk	رواج	praktyk	رواج	N;SG	N;NOM;MASC;SG;3
saterdag	شنبہ	saterdag	شنبہ		
saterdag	سنیچر	saterdag	سنیچر		
mening	خیال	mening	خیال	N;SG	N;NOM;MASC;SG;3
mening	ظن	mening	ظن	N;SG	N;NOM;MASC;SG;3
mening	تخمینہ	mening	تخمینہ	N;SG	N;NOM;MASC;SG;3
mening	اندازہ	mening	اندازہ	N;SG	N;NOM;MASC;SG;3
mening	خیال	mening	خیال	N;SG	N;NOM;MASC;SG;3
mening	ظن	mening	ظن	N;SG	N;NOM;MASC;SG;3
mening	رائے	mening	رائے	N;SG	N;NOM;MASC;SG;3
mening	تخمینہ	mening	تخمینہ	N;SG	N;NOM;MASC;SG;3
mening	اندازہ	mening	اندازہ	N;SG	N;NOM;MASC;SG;3
landelike	مضافاتی	landelik	مضافاتی	ADJ;NOM	ADJ;NOM
landelike	دیہاتی	landelik	دیہاتی	ADJ;NOM	ADJ
landelike	مضافاتی	landelik	مضافاتی	ADJ;NOM	ADJ;NOM
dialek	تلفظ	dialek	تلفظ	N;SG	N;NOM;MASC;SG;3
haal	بہانا	haal	بہا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
haal	ٹکانا	haal	ٹکانا	V;PRS	V;MASC;SG;V.PTCP;ACT
haal	چوٹ	haal	چوٹ	V;PRS	V;ACT
haal	بھڑکانا	haal	بھڑکانا	V;PRS	V;MASC;SG;NFIN;ACT
haal	لانے	haal	لا	V;PRS	V;NFIN
vinnige	روزہ.	vinnig	روزہ.	ADJ;NOM	ADJ
behandeling	برتاؤ	behandeling	برتاؤ	N;SG	N;NOM;MASC;SG;3
behandeling	سلوک	behandeling	سلوک	N;SG	N;NOM;MASC;SG;3
negatiewe	ناموافق	negatief	ناموافق	ADJ;NOM	ADJ
negatiewe	نامساعد	negatief	نامساعد	ADJ;NOM	ADJ
negatiewe	ناموافق	negatief	ناموافق	ADJ;NOM	ADJ
negatiewe	نامساعد	negatief	نامساعد	ADJ;NOM	ADJ
negatiewe	منفی	negatief	منفی	ADJ;NOM	ADJ
onmiddellik	جونہی	onmiddellik	جونہی		
beker	پیالی	beker	پیالی	N;SG	N;NOM;FEM;SG;3
vlieg	کتا.	vlieg	کتا.		
vlieg	کتا.	vlieg	کتا.		
honderd	صد.	honderd	صد.		
skuld	قرض	skuld	قرض	N;SG	N;NOM;MASC;SG;3
skuld	دین	skuld	دین	N;SG	N;NOM;MASC;SG;3
skuld	جرم	skuld	جرم	N;SG	N;NOM;MASC;SG;3
gereelde	منظم	gereeld	منظم	ADJ;NOM	ADJ
gereelde	مستقل	gereeld	مستقل	ADJ;NOM	ADJ
gereelde	مربوط	gereeld	مربوط	ADJ;NOM	ADJ
gereelde	مکمل	gereeld	مکمل	ADJ;NOM	ADJ
variant	قسم	variant	قسم	N;SG	N;NOM;MASC;SG;3
beskawing	تہذیب	beskawing	تہذیب	N;SG	N;NOM;MASC;SG;3
verlies	نقصان	verlies	نقصان	N;SG	N;NOM;MASC;SG;3
verlies	نقصان	verlies	نقصان	N;SG	N;NOM;MASC;SG;3
verlies	ضرر	verlies	ضرر	N;SG	N;NOM;MASC;SG;3
testament	اقرار	testament	اقرار	N;SG	N;NOM;MASC;SG;3
testament	عہد	testament	عہد	N;SG	N;NOM;MASC;SG;3
rang	ترتیب	rang	ترتیب	N;SG	N;NOM;FEM;SG;3
presiese	مماثل	presies	مماثل	ADJ;NOM	ADJ
presiese	صحیح	presies	صحیح	ADJ;NOM	ADJ
pragtige	شاندار	pragtig	شاندار	ADJ;NOM	ADJ
rock	دولت	rock	دولت	N;SG	N;NOM;FEM;SG;3
kommentaar	توضیح	kommentaar	توضیح	N;SG	N;NOM;MASC;SG;3
kommentaar	تصویر	kommentaar	تصویر	N;SG	N;NOM;MASC;SG;3
kommentaar	مثال	kommentaar	مثال	N;SG	N;NOM;MASC;SG;3
kommentaar	قبضہ	kommentaar	قبضہ	N;SG	N;NOM;MASC;SG;3
kommentaar	موجب	kommentaar	موجب	N;SG	N;NOM;MASC;SG;3
kommentaar	اختیار	kommentaar	اختیار	N;SG	N;NOM;MASC;SG;3
kommentaar	قدرت	kommentaar	قدرت	N;SG	N;NOM;MASC;SG;3
kommentaar	قبضہ	kommentaar	قبضہ	N;SG	N;NOM;MASC;SG;3
kommentaar	موجب	kommentaar	موجب	N;SG	N;NOM;MASC;SG;3
kommentaar	اختیار	kommentaar	اختیار	N;SG	N;NOM;MASC;SG;3
kommentaar	حکم	kommentaar	حکم	N;SG	N;NOM;MASC;SG;3
kommentaar	قدرت	kommentaar	قدرت	N;SG	N;NOM;MASC;SG;3
voorste	نمایاں	voorste	نمایاں	ADJ;NOM;RL	ADJ
vuur	جذبہ	vuur	جذبہ	N;SG	N;NOM;MASC;SG;3
vuur	سوزش	vuur	سوزش	N;SG	N;NOM;FEM;SG;3
vuur	روشنی	vuur	روشنی	N;SG	N;NOM;MASC;SG;3
vuur	چمک	vuur	چمک	N;SG	N;NOM;MASC;SG;3
vuur	حرارت	vuur	حرارت	N;SG	N;NOM;MASC;SG;3
vuur	بخار	vuur	بخار	N;SG	N;NOM;MASC;SG;3
storie	سوت	storie	سوت	N;SG	N;NOM;FEM;SG;3
alternatiewe	متبادل	alternatief	متبادل	ADJ;NOM	ADJ
vleis	گری	vleis	گری	N;SG	N;NOM;MASC;SG;3
vleis	انڈے	vleis	انڈے	N;SG	N;NOM;MASC;SG;3
vleis	پھل	vleis	پھل	N;SG	N;NOM;MASC;SG;3
waterstof	ہائڈروجن	waterstof	ہائڈروجن	N;SG	N;NOM;MASC;SG;3
leidende	نمایاں	leid	نمایاں	ADJ;NOM	ADJ
mede	مثل	mede	مثل		
beer	بھالو	baie	بھالو		
beer	جننا	baie	جننا		
beer	بھالو	baie	بھالو		
hitte	بھڑکانا	hitte	بھڑکانا	V;PRS	V;MASC;SG;NFIN;ACT
hitte	بھڑکانا	hitte	بھڑکانا	V;PRS	V;MASC;SG;NFIN;ACT
ingang	کلب	ingang	کلب	N;SG	N;NOM;MASC;SG;3
ingang	دروازہ	ingang	دروازہ	N;SG	N;NOM;MASC;SG;3
ingang	کلب	ingang	کلب	N;SG	N;NOM;MASC;SG;3
skaal	ترازو	skaal	ترازو	N;SG	N;NOM;MASC;SG;3
gesig	چہرہ	gesig	چہرہ	N;SG	N;NOM;MASC;SG;3
gesig	شناخت	gesig	شناخت	N;SG	N;NOM;MASC;SG;3
gesig	چہرہ	gesig	چہرہ	N;SG	N;NOM;MASC;SG;3
gesig	رُخ	gesig	رُخ	N;SG	N;NOM;MASC;SG;3
gesig	شناخت	gesig	شناخت	N;SG	N;NOM;MASC;SG;3
gesig	شکل	gesig	شکل	N;SG	N;NOM;MASC;SG;3
seksuele	جنسی	seksueel	جنسی	ADJ;NOM	ADJ
metaal	چاندی	metaal	چاندی	N;SG	N;NOM;FEM;SG;3
wyfie	پرزہ	wyfie	پرزہ	N;SG	N;NOM;MASC;SG;3
wyfie	عورت	wyfie	عورت	N;SG	N;NOM;MASC;SG;3
wyfie	پرزہ	wyfie	پرزہ	N;SG	N;NOM;MASC;SG;3
wyfie	عورت	wyfie	عورت	N;SG	N;NOM;MASC;SG;3
natalse	پیدائشی	natals	پیدائشی	N;SG	N;NOM;MASC;SG;3
positiewe	ظاہر	positief	ظاہر	ADJ;NOM	ADJ
positiewe	بامقصد	positief	بامقصد	ADJ;NOM	ADJ
positiewe	تعمیری	positief	تعمیری	ADJ;NOM	ADJ
positiewe	مثبت	positief	مثبت	ADJ;NOM	ADJ
positiewe	زائد	positief	زائد	ADJ;NOM	ADJ
positiewe	قطعی	positief	قطعی	ADJ;NOM	ADJ
positiewe	حقیقی	positief	حقیقی	ADJ;NOM	ADJ
wilde	پراگندہ	wild	پراگندہ	ADJ;NOM	ADJ
wilde	جنگلی	wild	جنگلی	ADJ;NOM	ADJ
wilde	پراگندہ	wild	پراگندہ	ADJ;NOM	ADJ
instelling	موقع	instelling	موقع	N;SG	N;NOM;MASC;SG;3
instelling	محل	instelling	محل	N;SG	N;NOM;MASC;SG;3
instelling	ماحول	instelling	ماحول	N;SG	N;NOM;MASC;SG;3
weerstand	رکاوٹ	weerstand	رکاوٹ	N;SG	N;NOM;MASC;SG;3
premier	زمانے	premier	زمانہ	N;SG	N;NOM;MASC;SG;3
musikant	موسیقار	musikant	موسیقار	N;SG	N;NOM;MASC;SG;3
werklike	موجود	werklik	موجود	ADJ;NOM	ADJ
werklike	اصلی	werklik	اصلی	ADJ;NOM	ADJ
werklike	حاضر	werklik	حاضر	ADJ;NOM	ADJ
werklike	موجود	werklik	موجود	ADJ;NOM	ADJ
werklike	حقیقی	werklik	حقیقی	ADJ;NOM	ADJ
werklike	اصلی	werklik	اصلی	ADJ;NOM	ADJ
werklike	حاضر	werklik	حاضر	ADJ;NOM	ADJ
afgelope	گزشتہ	afloop	گزشتہ	ADJ;NOM	ADJ
afgelope	حالیہ	afloop	حالیہ	ADJ;NOM	ADJ
teenwoordigheid	نمائندگی	teenwoordigheid	نمائندگی	N;SG	N;NOM;MASC;SG;3
teenwoordigheid	موجودگی	teenwoordigheid	موجودگی	N;SG	N;NOM;MASC;SG;3
bedrag	جسامت	bedrag	جسامت	N;SG	N;NOM;MASC;SG;3
gesamentlike	مفصلہ	gesamentlik	مفصلہ	ADJ;NOM	ADJ
poësie	لطافت	poësie	لطافت	N;SG	N;NOM;MASC;SG;3
waarheid	صداقت	waarheid	صداقت	N;SG	N;NOM;MASC;SG;3
geweld	زیادتی	geweld	زیادتی	N;SG	N;NOM;MASC;SG;3
spanning	وولٹیج	spanning	وولٹیج	N;SG	N;NOM;FEM;SG;3
elf	گیارہ	elf	گیارہ	NUM	NUM
kommunikasie	راستہ	kommunikasie	راستہ	N;SG	N;NOM;MASC;SG;3
glad	(	glad	(		
glad	چکنا.	glad	چکنا.		
glad	(	glad	(		
glad	چکنا.	glad	چکنا.		
outeur	کلرک	outeur	کلرک	N;SG	N;NOM;MASC;SG;3
outeur	کاتب	outeur	کاتب	N;SG	N;NOM;MASC;SG;3
outeur	مصنف	outeur	مصنف	N;SG	N;ACC;MASC;SG;3
outeur	ادیب	outeur	ادیب	N;SG	N;NOM;MASC;SG;3
outeur	کلرک	outeur	کلرک	N;SG	N;NOM;MASC;SG;3
outeur	کاتب	outeur	کاتب	N;SG	N;NOM;MASC;SG;3
outeur	مصنف	outeur	مصنف	N;SG	N;ACC;MASC;SG;3
outeur	کائنات	outeur	کائنات	N;SG	N;NOM;MASC;SG;3
outeur	موجد	outeur	موجد	N;SG	N;NOM;MASC;SG;3
vrees	دھڑکا	vrees	دھڑکا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
formele	ظاہری	formeel	ظاہری	ADJ;NOM	ADJ
formele	واضح	formeel	واضح	ADJ;NOM	ADJ
formele	اصولی	formeel	اصولی	ADJ;NOM	ADJ
formele	رسمی	formeel	رسمی	ADJ;NOM	ADJ
formele	ظاہری	formeel	ظاہری	ADJ;NOM	ADJ
formele	واضح	formeel	واضح	ADJ;NOM	ADJ
formele	اصولی	formeel	اصولی	ADJ;NOM	ADJ
vloeistof	رواں.	vloeistof	رواں.		
vloeistof	ترل	vloeistof	ترل		
vloeistof	رواں.	vloeistof	رواں.		
vloeistof	ترل	vloeistof	ترل		
skuif	کھسکنے	skuif	کھسک	V;PRS	V;ACC;NFIN
lied	گیت	lied	گیت	N;SG	N;NOM;MASC;SG;3
lied	شاعری	lied	شاعری	N;SG	N;NOM;MASC;SG;3
medium	اوسط	medium	اوسط	N;SG	N;NOM;MASC;SG;3
medium	قسم	medium	قسم	N;SG	N;NOM;MASC;SG;3
medium	افزائش	medium	افزائش	N;SG	N;NOM;MASC;SG;3
medium	اوسط	medium	اوسط	N;SG	N;NOM;MASC;SG;3
medium	واسطہ	medium	واسطہ	N;SG	N;NOM;MASC;SG;3
medium	قسم	medium	قسم	N;SG	N;NOM;MASC;SG;3
medium	افزائش	medium	افزائش	N;SG	N;NOM;MASC;SG;3
figuur	مثال	figuur	مثال	N;SG	N;NOM;MASC;SG;3
figuur	نقشہ	figuur	نقشہ	N;SG	N;NOM;MASC;SG;3
figuur	خاکہ	figuur	خاکہ	N;SG	N;NOM;MASC;SG;3
figuur	زائچہ	figuur	زائچہ	N;SG	N;NOM;MASC;SG;3
vermy	بچنا	vermy	بچ	V;PRS	V;MASC;SG;NFIN;ACT
benadering	مشابہت	benadering	مشابہت	N;SG	N;NOM;MASC;SG;3
benadering	قربت	benadering	قربت	N;SG	N;NOM;MASC;SG;3
eiendom	وصف	eiendom	وصف	N;SG	N;NOM;MASC;SG;3
eiendom	خصوصیت	eiendom	خصوصیت	N;SG	N;NOM;MASC;SG;3
eiendom	مکان	eiendom	مکان	N;SG	N;NOM;MASC;SG;3
eiendom	ملکیت	eiendom	ملکیت	N;SG	N;NOM;MASC;SG;3
versamel	پانا	versamel	پانا	V;PRS	V;SG;NFIN;ACT
nuus	اطلاع	nuus	اطلاع	N;SG	N;NOM;FEM;SG;3
arbeid	مشقت	arbeid	مشقت	N;SG	N;NOM;MASC;SG;3
prestasie	قصہ	prestasie	قصہ	N;SG	N;NOM;MASC;SG;3
prestasie	قضیہ	prestasie	قضیہ	N;SG	N;NOM;MASC;SG;3
verdediging	حمایت	verdediging	حمایت	N;SG	N;NOM;MASC;SG;3
verdediging	مدافعت	verdediging	مدافعت	N;SG	N;NOM;MASC;SG;3
verdediging	تائید	verdediging	تائید	N;SG	N;NOM;MASC;SG;3
sand	ریت	sand	ریت	N;SG	N;NOM;MASC;SG;3
poort	جہاز	poort	جہاز	N;SG	N;NOM;MASC;SG;3
poort	بھاپ	poort	بھاپ	N;SG	N;NOM;MASC;SG;3
vel	کھال	vel	کھال	N;SG	N;NOM;MASC;SG;3
individuele	خصوصی	individueel	خصوصی	ADJ;NOM	ADJ
individuele	خصوصی	individueel	خصوصی	ADJ;NOM	ADJ
gotiese	وحشیانہ	goties	وحشیانہ	ADJ;NOM	ADJ
pan	چہرہ.	pan	چہرہ.		
pan	پرات	pan	پرات		
onderhoud	استقرار.	onderhoud	استقرار.	N;SG	N;NOM;MASC;SG;3
onderhoud	پرورش	onderhoud	پرورش	N;SG	N;NOM;FEM;SG;3
impak	اثر	impak	اثر	N;SG	N;NOM;MASC;SG;3
sekondêre	ثانوی	sekondêr	ثانوی	ADJ;NOM	ADJ
moontlikheid	اصلاح	moontlikheid	اصلاح	N;SG	N;NOM;MASC;SG;3
moontlikheid	امکان	moontlikheid	امکان	N;SG	N;NOM;MASC;SG;3
moontlikheid	احتمال	moontlikheid	احتمال	N;SG	N;NOM;MASC;SG;3
harde	مضبوط	hard	مضبوط	ADJ;NOM	ADJ
harde	ثابت	hard	ثابت	ADJ;NOM	ADJ
harde	مضبوط	hard	مضبوط	ADJ;NOM	ADJ
harde	ثابت	hard	ثابت	ADJ;NOM	ADJ
harde	سخت	hard	سخت	ADJ;NOM	ADJ
harde	سنگین	hard	سنگین	ADJ;NOM	ADJ
snelheid	رفتار	snelheid	رفتار	N;SG	N;NOM;MASC;SG;3
dekade	دہلہ	dekade	دہلہ		
dekade	دہلہ	dekade	دہلہ		
roep	جگانا	roep	جگا	V;PRS	V;MASC;SG;NFIN;ACT
roep	رکھنا	roep	رکھ	V;PRS	V;MASC;SG;NFIN;ACT
roep	چیخ	roep	چیخ	V;PRS	V;ACT
roep	سمجھنا	roep	سمجھ	V;PRS	V;MASC;SG;NFIN;ACT
roep	پکار	roep	پکار	V;PRS	V;SG;ACT
satelliet	ماتحت	satelliet	ماتحت	N;SG	N;NOM;MASC;SG;3
satelliet	تابع	satelliet	تابع	N;SG	N;NOM;MASC;SG;3
tel	گننا	tel	گننا	V;PRS	V;MASC;SG;ACT
vergader	پھولنا	vergader	پھول	V;PRS	V;SG;NFIN;ACT
vergader	بٹورنا.	vergader	بٹورنا.	V;PRS	V;SG;NFIN;ACT
vergader	پکنا	vergader	پک	V;PRS	V;MASC;SG;NFIN;ACT
bykomende	زائد	bykom	زائد	ADJ;NOM	ADJ
bykomende	زائد	bykom	زائد	ADJ;NOM	ADJ
bykomende	مزید	bykom	مزید	ADJ;NOM	ADJ
dik	دبیز	dik	دبیز		
spoor	وغیرہ.	spoor	وغیرہ.		
spoor	off	spoor	off		
rots	کپڑا	rots	کپڑا	N;SG	N;NOM;MASC;SG;3
rots	مادّہ	rots	مادّہ	N;SG	N;NOM;MASC;SG;3
rots	کپڑا	rots	کپڑا	N;SG	N;NOM;MASC;SG;3
rots	مادّی	rots	مادّی	N;SG	N;NOM;MASC;SG;3
rots	مادّہ	rots	مادّہ	N;SG	N;NOM;MASC;SG;3
ingenieur	انجینئر	ingenieur	انجینئر	N;SG	N;NOM;MASC;SG;3
aftrede	سبکدوشی	aftrede	سبکدوش	N;SG	N;NOM;MASC;SG;3
dans	اُبھرنا	dans	اُبھرنا	V;PRS	V;SG;NFIN;ACT
dans	اُبھرنا	dans	اُبھرنا	V;PRS	V;SG;NFIN;ACT
dokter	استاد	dokter	استاد	N;SG	N;NOM;MASC;SG;3
tydelike	عبوری	tydelik	عبوری	ADJ;NOM	ADJ
tydelike	عارضی	tydelik	عارضی	ADJ;NOM	ADJ
kapasiteit	حیثیت	kapasiteit	حیثیت	N;SG	N;NOM;MASC;SG;3
opposisie	مخاصمت	opposisie	مخاصمت	N;SG	N;NOM;MASC;SG;3
opposisie	تناقض.	opposisie	تناقض.	N;SG	N;NOM;MASC;SG;3
opposisie	مدافعت	opposisie	مدافعت	N;SG	N;NOM;MASC;SG;3
opposisie	عداوت	opposisie	عداوت	N;SG	N;NOM;MASC;SG;3
opposisie	مخالفت	opposisie	مخالفت	N;SG	N;NOM;MASC;SG;3
opposisie	مخاصمت	opposisie	مخاصمت	N;SG	N;NOM;MASC;SG;3
opposisie	تناقض.	opposisie	تناقض.	N;SG	N;NOM;MASC;SG;3
opposisie	مدافعت	opposisie	مدافعت	N;SG	N;NOM;MASC;SG;3
opposisie	تضاد	opposisie	تضاد	N;SG	N;NOM;MASC;SG;3
opposisie	عداوت	opposisie	عداوت	N;SG	N;NOM;MASC;SG;3
opposisie	مخالفت	opposisie	مخالفت	N;SG	N;NOM;MASC;SG;3
bespreking	نشست	bespreking	نشست	N;SG	N;NOM;MASC;SG;3
bespreking	مباحثہ	bespreking	مباحثہ	N;SG	N;NOM;MASC;SG;3
bespreking	گفتگو	bespreking	گفتگو	N;SG	N;NOM;MASC;SG;3
bespreking	مباحثہ	bespreking	مباحثہ	N;SG	N;NOM;MASC;SG;3
bespreking	گفتگو	bespreking	گفتگو	N;SG	N;NOM;MASC;SG;3
bespreking	بحث	bespreking	بحث	N;SG	N;NOM;MASC;SG;3
operasie	عمل	operasie	عمل	N;SG	N;NOM;MASC;SG;3
nodige	جبری	nodig	جبری	ADJ;NOM	ADJ
nodige	لازمی	nodig	لازمی	ADJ;NOM	ADJ
gras	بانس	gras	بانس	N;SG	N;NOM;MASC;SG;3
rug	دھکیلنا	rug	دھکیل	V;PRS	V;NFIN;ACT
rug	دھکیلنا	rug	دھکیل	V;PRS	V;NFIN;ACT
elektrisiteit	مقدار	elektrisiteit	مقدار	N;SG	N;NOM;MASC;SG;3
elektrisiteit	فراز	elektrisiteit	فراز	N;SG	N;NOM;MASC;SG;3
elektrisiteit	اونچائی	elektrisiteit	اونچائی	N;SG	N;NOM;FEM;SG;3
elektrisiteit	مقدار	elektrisiteit	مقدار	N;SG	N;NOM;MASC;SG;3
elektrisiteit	فراز	elektrisiteit	فراز	N;SG	N;NOM;MASC;SG;3
elektrisiteit	اونچائی	elektrisiteit	اونچائی	N;SG	N;NOM;FEM;SG;3
elektrisiteit	صلاحیت	elektrisiteit	صلاحیت	N;SG	N;NOM;MASC;SG;3
elektrisiteit	صلاحیت	elektrisiteit	صلاحیت	N;SG	N;NOM;MASC;SG;3
elektrisiteit	بل	elektrisiteit	بل	N;SG	N;NOM;MASC;SG;3
lee	پناہ	lee	پناہ	N;SG	N;NOM;MASC;SG;3
depressie	فشار.	depressie	فشار.		
depressie	پچکن.	depressie	پچکن.		
gehalte	خاصیت	gehalte	خاصیت	N;SG	N;NOM;MASC;SG;3
verre	خفیف	verr	خفیف		
verre	خفیف	verr	خفیف		
verre	دُور	verr	دُور		
horisontale	افقی	horisontaal	افقی	ADJ;NOM	ADJ
opskrif	بودا	opskrif	بودا		
opskrif	(	opskrif	(		
jeug	جوش	jeug	جوش	N;SG	N;NOM;MASC;SG;3
jeug	توانائی	jeug	توانائی	N;SG	N;NOM;FEM;SG;3
belasting	مکلف	belasting	مکلف	N;SG	N;NOM;MASC;SG;3
belasting	ٹیکس	belasting	ٹیکس	N;SG	N;NOM;MASC;SG;3
belasting	مکلف	belasting	مکلف	N;SG	N;NOM;MASC;SG;3
belasting	محصول	belasting	محصول	N;SG	N;NOM;MASC;SG;3
belasting	ٹیکس	belasting	ٹیکس	N;SG	N;NOM;MASC;SG;3
vang	کھینچنا	vang	کھینچ	V;PRS	V;MASC;SG;NFIN;ACT
vang	پھانسنے	vang	پھانسنے	V;PRS	V;NFIN;ACT
vang	روکنے	vang	روک	V;PRS	V;ACC;NFIN
vang	پکڑا	vang	پکڑ	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
volgorde	قسم	volgorde	قسم	N;SG	N;NOM;MASC;SG;3
volgorde	فرمان	volgorde	فرمان	N;SG	N;NOM;MASC;SG;3
volgorde	ترتیب	volgorde	ترتیب	N;SG	N;NOM;FEM;SG;3
volgorde	قسم	volgorde	قسم	N;SG	N;NOM;MASC;SG;3
koper	مشتری	koper	مشتری	N;SG	N;NOM;MASC;SG;3
koper	خریدار	koper	خریدار	N;SG	N;NOM;MASC;SG;3
koper	مشتری	koper	مشتری	N;SG	N;NOM;MASC;SG;3
koper	تانبا	koper	تانبا	N;SG	N;NOM;MASC;SG;3
baai	خانہ	baai	خانہ	N;SG	N;NOM;MASC;SG;3
baai	ضلع	baai	ضلع	N;SG	N;NOM;MASC;SG;3
baai	خانہ	baai	خانہ	N;SG	N;NOM;MASC;SG;3
baai	ضلع	baai	ضلع	N;SG	N;NOM;MASC;SG;3
