par	대략	par	대략		
fotogrāfijas	사진들	fotogrāfija	사진+들	N;NOM;FEM;PL	N
fotogrāfijas	사진	fotogrāfija	사진	N;NOM;FEM;PL	N
fotogrāfijas	사진들	fotogrāfija	사진+들	N;NOM;FEM;PL	N
uzskaitījums	목록	uzskaitījums	목록	N;NOM;MASC;SG	N
uzskaitījums	명단	uzskaitījums	명단	N;NOM;MASC;SG	N
vērtība	가치	vērtība	가치	N;NOM;FEM;SG	N
uguns	화재	uguns	화재	N;NOM;FEM;SG	N
uguns	불화	uguns	불화	N;NOM;FEM;SG	N
ieejas	입력	ieeja	입력	N;NOM;FEM;PL	N
ieejas	입력기	ieeja	입력기	N;NOM;FEM;PL	N
ieejas	입출력	ieeja	입출력	N;NOM;FEM;PL	N
tradicionāli	전통적으로	tradicionāli	전통+적+으로	ADV	ADV
uzbrukums	공격	uzbrukums	공격	N;NOM;MASC;SG	N
uzbrukums	폭행	uzbrukums	폭행	N;NOM;MASC;SG	N
uzbrukums	공격	uzbrukums	공격	N;NOM;MASC;SG	N
atpūtas	휴식	atpūta	휴식	N;NOM;FEM;PL	N
zīmes	문자	zīme	문자	N;NOM;FEM;PL	N
zīmes	등장인물	zīme	등장+인물	N;NOM;FEM;PL	N
katedrāle	성당	katedrāle	성당	N;NOM;FEM;SG	N
katedrāle	대성당	katedrāle	대성당	N;NOM;FEM;SG	N
planētas	행성	planēta	행성	N;NOM;FEM;PL	N
planētas	행성	planēta	행성	N;NOM;FEM;PL	N
saule	태양	saule	태양	N;NOM;FEM;SG	N
saule	햇빛	saule	햇빛	N;NOM;FEM;SG	N
asociācijas	협회	asociācija	협회	N;NOM;FEM;PL	N
dzīvnieks	동물	dzīvnieks	동물	N;NOM;MASC;SG	N
dzīvnieks	동물학	dzīvnieks	동물학	N;NOM;MASC;SG	N
fizikas	물리학	fizika	물리학	N;NOM;FEM;PL	N
fizikas	물리	fizika	물리	N;NOM;FEM;PL	N
karoga	깃발	karogs	깃발	N;GEN;MASC;SG	N
karoga	국기	karogs	국기	N;GEN;MASC;SG	N
karoga	플래그	karogs	플래그	N;GEN;MASC;SG	N
pussargs	미드필더	pussargs	미드필더	N;NOM;MASC;SG	N
ķīmiķis	화학자	ķīmiķis	화학자	N;NOM;MASC;SG	N
vilcienu	열차	vilciens	열차	N;ACC;MASC;SG	N
sportisti	운동선수	sportists	운동+선수	N;NOM;MASC;PL	N
populācijas	인구	populācija	인구	N;NOM;FEM;PL	N
ungāru	헝가리인	ungārs	헝가리+이+ㄴ	N;GEN;MASC;PL	N
pētniecības	조사	pētniecība	조사	N;NOM;FEM;PL	N
pētniecības	연구	pētniecība	연구	N;NOM;FEM;PL	N
relatīvi	상대적으로	relatīvi	상대+적+으로	ADV	ADV
microsoft	마이크로소프트	microsoft	마이크로소프트	N	N
braucienā	여행	brauciens	여행	N;ESS;MASC;SG	N
viela	물질	viela	물질	N;NOM;FEM;SG	N
sarkano	붉은	sarkana	붉+ㄴ	ADJ;ACC;MASC;SG	ADJ
zonde	탐사	zonde	탐사	N;NOM;FEM;SG	N
portāls	포털	portāls	포털	N;NOM;MASC;SG	N
parlaments	국회	parlaments	국회	N;NOM;MASC;SG	N
parlaments	국민의회	parlaments	국민의회	N;NOM;MASC;SG	N
parlaments	의회	parlaments	의회	N;NOM;MASC;SG	N
muzejā	박물관	muzejs	박물관	N;ESS;MASC;SG	N
asociācija	협회	asociācija	협회	N;NOM;FEM;SG	N
uzvarētājs	우승자	uzvarētājs	우승자	N;NOM;MASC;SG	N
uzvarētājs	승자	uzvarētājs	승자	N;NOM;MASC;SG	N
kartes	카드	karte	카드	N;NOM;FEM;PL	N
kartes	차트	karte	차트	N;NOM;FEM;PL	N
novērojumu	관찰	novērojums	관찰	N;ACC;MASC;SG	N
novērojumu	관측	novērojums	관측	N;ACC;MASC;SG	N
celtnes	건물	celtne	건물	N;NOM;FEM;PL	N
celtnes	건축물	celtne	건축물	N;NOM;FEM;PL	N
celtnes	건물들	celtne	건물+들	N;NOM;FEM;PL	N
celtnes	빌딩	celtne	빌딩	N;NOM;FEM;PL	N
rokas	무기	roka	무기	N;NOM;FEM;PL	N
avoti	출처	avots	출처	N;NOM;MASC;PL	N
zināšanas	지식인	zināšana	지식인	N;NOM;FEM;PL	N
zināšanas	지식	zināšana	지식	N;NOM;FEM;PL	N
portālā	포털	portāls	포털	N;ESS;MASC;SG	N
izglītība	교육학	izglītība	교육학	N;NOM;FEM;SG	N
izglītība	교육	izglītība	교육	N;NOM;FEM;SG	N
izglītība	학력	izglītība	학력	N;NOM;FEM;SG	N
elementi	세포	elements	세포	N;NOM;MASC;PL	N
elementi	원소	elements	원소	N;NOM;MASC;PL	N
degvielas	연료	degviela	연료	N;NOM;FEM;PL	N
degvielas	연료	degviela	연료	N;NOM;FEM;PL	N
stadionā	경기장	stadions	경기장	N;ESS;MASC;SG	N
stadionā	스타디움	stadions	스타디움	N;ESS;MASC;SG	N
materiāli	물질	materiāls	물질	N;NOM;MASC;PL	N
materiāli	재료	materiāls	재료	N;NOM;MASC;PL	N
materiāli	재료	materiāls	재료	N;NOM;MASC;PL	N
riteņbraukšanas	사이클	riteņbraukšana	사이클	N;NOM;FEM;SG	N
labs	좋다	labs	좋+다	ADJ;NOM;MASC;SG	ADJ
balts	하얗게	balts	하얗+게	ADJ;NOM;MASC;SG	ADJ
mainās	바뀌기	mainīties	바뀌+기	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
komplekss	복합체	komplekss	복합체	N;NOM;MASC;SG	N
atšķirības	차이	atšķirība	차이	N;NOM;FEM;PL	N
komisija	위원회	komisija	위원회	N;NOM;FEM;SG	N
krusts	십자가	krusts	십자가	N;NOM;MASC;SG	N
atmiņas	추억	atmiņas	추억	N;NOM;FEM	N
atmiņas	추억	atmiņas	추억	N;NOM;FEM	N
atmiņas	기억력	atmiņas	기억력	N;NOM;FEM	N
atmiņas	메모리	atmiņas	메모리	N;NOM;FEM	N
atmiņas	기억	atmiņas	기억	N;NOM;FEM	N
vakarā	저녁	vakars	저녁	N;ESS;MASC;SG	N
baterijas	전지	baterija	전지	N;NOM;FEM;PL	N
baterijas	배터리	baterija	배터리	N;NOM;FEM;PL	N
baterijas	전지	baterija	전지	N;NOM;FEM;PL	N
baterijas	배터리	baterija	배터리	N;NOM;FEM;PL	N
bumbas	폭탄	bumba	폭탄	N;NOM;FEM;PL	N
vēdera	복부	vēders	복부	N;GEN;MASC;SG	N
biedri	구성원	biedrs	구성원	N;NOM;MASC;PL	N
biedri	멤버들	biedrs	멤버+들	N;NOM;MASC;PL	N
pasaule	세상	pasaule	세상	N;NOM;FEM;SG	N
pasaule	세계	pasaule	세계	N;NOM;FEM;SG	N
publicēts	출판됨	publicēt	출판+되+ㄴ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
rumānijas	루마니아인	rumānija	루마니아인	N;NOM;FEM;PL	N
struktūras	구조물	struktūra	구조물	N;NOM;FEM;PL	N
struktūras	구조	struktūra	구조	N;NOM;FEM;PL	N
jautājums	질문	jautājums	질문	N;NOM;MASC;SG	N
konkurss	대회	konkurss	대회	N;NOM;MASC;SG	N
smagi	열심히	smags	열심히	ADV	ADV
jauni	젊은	jauns	젊+ㄴ	ADJ;NOM;MASC;PL	ADJ
apstiprināts	확인됨	apstiprināt	확인+되+ㄴ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
šaurums	해협	šaurums	해협	N;NOM;MASC;SG	N
spiediena	압력	spiediens	압력	N;GEN;MASC;SG	N
spiediena	압박	spiediens	압박	N;GEN;MASC;SG	N
sadarbības	협력	sadarbība	협력	N;NOM;FEM;PL	N
kvalitātes	화질	kvalitāte	화질	N;NOM;FEM;PL	N
kvalitātes	화질이	kvalitāte	화질+이	N;NOM;FEM;PL	N
pavadoņi	위성	pavadonis	위성	N;NOM;MASC;PL	N
dzīvības	생명	dzīvība	생명	N;NOM;FEM;PL	N
princis	왕자	princis	왕자	N;NOM;MASC;SG	N
lietotājs	사용자	lietotājs	사용자	N;NOM;MASC;SG	N
šķira	학급	šķirt	학급	N;NOM;FEM;SG	N
šķira	계급	šķirt	계급	N;NOM;FEM;SG	N
šķira	클래스	šķirt	클래스	N;NOM;FEM;SG	N
šķira	수업	šķirt	수업	N;NOM;FEM;SG	N
spārni	날개	spārns	날개	N;NOM;MASC;PL	N
ligzdas	소켓	ligtda	소켓	N;NOM;FEM;PL	N
ligzdas	소켓	ligtda	소켓	N;NOM;FEM;PL	N
bāka	등대	bākt	등대	N;NOM;FEM;SG	N
papīra	용지	papīrs	용지	N;GEN;MASC;SG	N
jautājumu	질문	jautājums	질문	N;ACC;MASC;SG	N
ciemats	마을	ciemats	마을	N;NOM;MASC;SG	N
sastāvdaļa	컴포넌트	sastāvdaļa	컴포넌트	N;NOM;FEM;SG	N
sastāvdaļa	구성요소	sastāvdaļa	구성+요소	N;NOM;FEM;SG	N
sastāvdaļa	재료	sastāvdaļa	재료	N;NOM;FEM;SG	N
krasts	해변	krasts	해변	N;NOM;MASC;SG	N
departaments	부서	departaments	부서	N;NOM;MASC;SG	N
ciparu	디지털	cipars	디지털	N;ACC;MASC;SG	N
cilmes	줄기	cilme	줄기	N;NOM;FEM;PL	N
iemesls	이유	iemesls	이유	N;NOM;MASC;SG	N
publiski	공개적으로	publiski	공개+적+으로	ADV	ADV
plūst	흐르는	plūst	흐르+는	V;POS;NFIN	V
komiteja	위원회	komiteja	위원회	N;NOM;FEM;SG	N
sadalījums	분석	sadalījums	분석	N;NOM;MASC;SG	N
sadalījums	할당	sadalījums	할당	N;NOM;MASC;SG	N
sadalījums	분포	sadalījums	분포	N;NOM;MASC;SG	N
sadalījums	분배	sadalījums	분배	N;NOM;MASC;SG	N
sadalījums	배포	sadalījums	배포	N;NOM;MASC;SG	N
sadalījums	배포판	sadalījums	배포판	N;NOM;MASC;SG	N
uzbūve	공사	uzbūve	공사	N;NOM;FEM;SG	N
uzbūve	건설	uzbūve	건설	N;NOM;FEM;SG	N
uzbūve	건축	uzbūve	건축	N;NOM;FEM;SG	N
uzbūve	구조물	uzbūve	구조물	N;NOM;FEM;SG	N
uzbūve	구조	uzbūve	구조	N;NOM;FEM;SG	N
naudu	돈이	nauda	돈+이	N;ACC;FEM;SG	N
ūdeņraža	수소	ūdeņradis	수소	N;GEN;MASC;SG	N
nozares	업종	nozare	업종	N;NOM;FEM;PL	N
nozares	산업	nozare	산업	N;NOM;FEM;PL	N
tanku	탱크	tanka	탱크	N;ACC;FEM;SG	N
tanku	전차	tanka	전차	N;ACC;FEM;SG	N
spēju	능력	spēja	능력	N;ACC;FEM;SG	N
spēju	능력자	spēja	능력자	N;ACC;FEM;SG	N
pakāpe	성적	pakāpe	성+적	N;NOM;FEM;SG	N
pakāpe	학년	pakāpe	학년	N;NOM;FEM;SG	N
metro	지하철	metrs	지하철	N	N
metro	지하철	metrs	지하철	N	N
vēlreiz	다시	vēlreiz	다시	ADV	ADV
vēlreiz	또다시	vēlreiz	또다시	ADV	ADV
josla	밴드	josla	밴드	N;NOM;FEM;SG	N
novietojums	직위	novietojums	직위	N;NOM;MASC;SG	N
novietojums	포지션	novietojums	포지션	N;NOM;MASC;SG	N
platformas	플랫폼	platforma	플랫폼	N;NOM;FEM;PL	N
rezultātus	결과	rezultāts	결과	N;ACC;MASC;PL	N
ķīmijas	화학	ķīmija	화학	N;NOM;FEM;PL	N
trimdā	망명	trimds	망명	N;ESS;MASC;SG	N
karavīrs	군인	karavīrs	군인	N;NOM;MASC;SG	N
karavīrs	병사	karavīrs	병사	N;NOM;MASC;SG	N
vienošanās	협약	vienošanās	협약	N;NOM;FEM;SG	N
vienošanās	협정	vienošanās	협정	N;NOM;FEM;SG	N
vienošanās	협정	vienošanās	협정	N;NOM;FEM;SG	N
vienošanās	합의	vienošanās	합의	N;NOM;FEM;SG	N
vienošanās	편곡	vienošanās	편곡	N;NOM;FEM;SG	N
darbinieki	직원	darbinieks	직원	N;NOM;MASC;PL	N
darbinieki	직원들	darbinieks	직원+들	N;NOM;MASC;PL	N
darbinieki	직원	darbinieks	직원	N;NOM;MASC;PL	N
darbinieki	직원들	darbinieks	직원+들	N;NOM;MASC;PL	N
musulmaņu	이슬람교	musulmana	이슬람교	N;GEN;MASC;PL	N
musulmaņu	무슬림	musulmana	무슬림	N;GEN;MASC;PL	N
slānis	계층	slānis	계층	N;NOM;MASC;SG	N
nodeva	요금	nodot	요금	N;NOM;FEM;SG	N
nodeva	수수료	nodot	수수료	N;NOM;FEM;SG	N
skatītāju	타겟	skatītājs	타산	N;ACC;MASC;SG	N
skatītāju	관객	skatītājs	관객	N;ACC;MASC;SG	N
reformu	개혁개방	reforma	개혁+개방	N;ACC;FEM;SG	N
reformu	개혁	reforma	개혁	N;ACC;FEM;SG	N
sieviete	여자	sieviete	여자	N;NOM;FEM;SG	N
sieviete	여성	sieviete	여성	N;NOM;FEM;SG	N
sieviete	여성	sieviete	여성	N;NOM;FEM;SG	N
politika	정책	politika	정책	N;NOM;FEM;SG	N
politika	방침	politika	방침	N;NOM;FEM;SG	N
politika	정치	politika	정치	N;NOM;FEM;SG	N
politika	정치학	politika	정치학	N;NOM;FEM;SG	N
politika	정책	politika	정책	N;NOM;FEM;SG	N
slimība	질환	slimība	질환	N;NOM;FEM;SG	N
slimība	질병	slimība	질병	N;NOM;FEM;SG	N
slimība	질환	slimība	질환	N;NOM;FEM;SG	N
slimība	질병	slimība	질병	N;NOM;FEM;SG	N
slimība	질병	slimība	질병	N;NOM;FEM;SG	N
mainīt	바뀌기	mainīt	바뀌+기	V;POS;NFIN	V
mainīt	바꾸기	mainīt	바꾸+기	V;POS;NFIN	V
veidošanās	형성	veidošanās	형성	N;NOM;FEM;SG	N
elektronu	전자	elektrons	전자	N;ACC;MASC;SG	N
astronoms	천문학자	astronoms	천문학자	N;NOM;MASC;SG	N
pilsonība	국적은	pilsonība	국적+은	N;NOM;FEM;SG	N
pilsonība	국적	pilsonība	국적	N;NOM;FEM;SG	N
pilsonība	시민	pilsonība	시민	N;NOM;FEM;SG	N
pilsonība	시민권	pilsonība	시민권	N;NOM;FEM;SG	N
zona	지대	zons	지대	N;NOM;FEM;SG	N
zona	영역	zons	영역	N;NOM;FEM;SG	N
noteikti	확실히	noteikti	확실+히	ADV	ADV
lidosta	공항	lidosta	공항	N;NOM;FEM;SG	N
lidosta	국제공항	lidosta	국제공항	N;NOM;FEM;SG	N
medaļa	메달	medaļa	메달	N;NOM;FEM;SG	N
kristiešu	기독교	kristiesis	기독교	N;GEN;MASC;PL	N
pēdas	발발	pēda	발발	N;NOM;FEM;PL	N
pēdas	트랙	pēda	트랙	N;NOM;FEM;PL	N
pēdas	자취	pēda	자취	N;NOM;FEM;PL	N
pēdas	흔적	pēda	흔적	N;NOM;FEM;PL	N
pievienots	추가되었습니다	pievienot	추가+되+었+습니다	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pievienots	추가됨	pievienot	추가+되+ㄴ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
pievienots	첨부된	pievienot	첨부+되+ㄴ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
tirgū	시장	tirgus	시장	N;ESS;MASC;SG	N
attālums	거리	attālums	거리	N;NOM;MASC;SG	N
kolonijas	식민지	kolonija	식민지	N;NOM;FEM;PL	N
kolonijas	식민지	kolonija	식민지	N;NOM;FEM;PL	N
koks	나무	koks	나무	N;NOM;MASC;SG	N
koks	목재	koks	목재	N;NOM;MASC;SG	N
koks	나무	koks	나무	N;NOM;MASC;SG	N
resursu	자원	resursi	자원	N;ACC;MASC	N
resursu	리소스	resursi	리소스	N;ACC;MASC	N
operācija	작동	operācija	작동	N;NOM;FEM;SG	N
operācija	작전	operācija	작전	N;NOM;FEM;SG	N
operācija	수술	operācija	수술	N;NOM;FEM;SG	N
operācija	외과	operācija	외+과	N;NOM;FEM;SG	N
apraksta	설명하기	apraksts	설명+하+기	V;FH;IND;3;POS;PRS;FIN;ACT	V
laba	좋다	laba	좋+다	ADJ;NOM;FEM;SG	ADJ
plaša	넓은	plaša	넓+ㄴ	ADJ;NOM;FEM;SG	ADJ
plaša	넓은	plaša	넓+ㄴ	ADJ;NOM;FEM;SG	ADJ
asins	혈액	asins	혈액	N;NOM;FEM;SG	N
notikumiem	이벤트	notikums	이벤트	N;DAT;MASC;PL	N
notikumiem	행사	notikums	행사	N;DAT;MASC;PL	N
izcelsme	출처	izcelsme	출처	N;NOM;FEM;SG	N
apstākļi	조건	apstāklis	조건	N;NOM;MASC;PL	N
programmatūras	소프트웨어	programmatūra	소프트웨어	N;NOM;FEM;PL	N
princips	원칙	princips	원칙	N;NOM;MASC;SG	N
princips	원리	princips	원리	N;NOM;MASC;SG	N
saturs	콘텐츠	saturs	콘텐츠	N;NOM;MASC;SG	N
saturs	컨텐츠	saturs	컨텐츠	N;NOM;MASC;SG	N
saturs	내용	saturs	내용	N;NOM;MASC;SG	N
saturs	목차	saturs	목차	N;NOM;MASC;SG	N
saturs	콘텐츠	saturs	콘텐츠	N;NOM;MASC;SG	N
saturs	내용	saturs	내용	N;NOM;MASC;SG	N
kontroles	통제	kontrole	통제	N;NOM;FEM;PL	N
kontroles	제어	kontrole	제어	N;NOM;FEM;PL	N
kontroles	통제	kontrole	통제	N;NOM;FEM;PL	N
kontroles	제어	kontrole	제어	N;NOM;FEM;PL	N
balsojums	투표	balsojums	투표	N;NOM;MASC;SG	N
balsojums	투표	balsojums	투표	N;NOM;MASC;SG	N
ierīces	기기	ierīce	기기	N;NOM;FEM;PL	N
ierīces	장치	ierīce	장치	N;NOM;FEM;PL	N
ierīces	가전제품	ierīce	가전+제품	N;NOM;FEM;PL	N
zilā	푸른	zils	푸르+ㄴ	ADJ;NOM;FEM;SG	ADJ
programmā	프로그램	programma	프로그램	N;ESS;FEM;SG	N
akcijas	주식	akcija	주식	N;NOM;FEM;PL	N
akcijas	공유	akcija	공유	N;NOM;FEM;PL	N
iestāde	기관	iestāde	기관	N;NOM;FEM;SG	N
iestāde	권위	iestāde	권위	N;NOM;FEM;SG	N
apkalpes	승무원	apkalpe	승무원	N;NOM;FEM;PL	N
virsnieku	장교	virsnieks	장교	N;ACC;MASC;SG	N
funkcija	함수	funkcija	함수	N;NOM;FEM;SG	N
gaiss	항공	gaiss	항공	N;NOM;MASC;SG	N
gaiss	공기	gaiss	공기	N;NOM;MASC;SG	N
saturu	콘텐츠	saturs	콘텐츠	N;ACC;MASC;SG	N
saturu	컨텐츠	saturs	컨텐츠	N;ACC;MASC;SG	N
saturu	내용	saturs	내용	N;ACC;MASC;SG	N
stundu	시간	stunda	시간	N;ACC;FEM;SG	N
daba	자연	daba	자연	N;NOM;FEM;SG	N
koncentrācijas	농도	koncentrācija	농도	N;NOM;FEM;PL	N
koncentrācijas	농도	koncentrācija	농도	N;NOM;FEM;PL	N
summa	금액	summa	금액	N;NOM;FEM;SG	N
summa	합계	summa	합계	N;NOM;FEM;SG	N
transports	교통수단	transports	교통+수단	N;NOM;MASC;SG	N
transports	운송	transports	운송	N;NOM;MASC;SG	N
transports	교통	transports	교통	N;NOM;MASC;SG	N
transports	교통수단	transports	교통+수단	N;NOM;MASC;SG	N
transports	운송	transports	운송	N;NOM;MASC;SG	N
transports	수송	transports	수송	N;NOM;MASC;SG	N
transports	교통	transports	교통	N;NOM;MASC;SG	N
vācieši	독일인	vācietis	독일인	N;NOM;MASC;PL	N
apvērsuma	쿠데타	apvērsums	쿠데타	N;GEN;MASC;SG	N
ceļi	노선	ceļš	노선	N;NOM;MASC;PL	N
diametrs	직경	diametrs	직경	N;NOM;MASC;SG	N
lēmums	의사결정	lēmums	의사+결정	N;NOM;MASC;SG	N
lēmums	결정	lēmums	결정	N;NOM;MASC;SG	N
alu	맥주	als	맥주	N;ACC;FEM;SG	N
hronikas	연대기	hronika	연대기	N;NOM;FEM;PL	N
shēma	배열	shēma	배열	N;NOM;FEM;SG	N
rudens	가을	rudens	가을	N;NOM;MASC;SG	N
pasažieri	승객	pasažieris	승객	N;NOM;MASC;PL	N
pasažieri	여객	pasažieris	여객	N;NOM;MASC;PL	N
pasažieri	승객	pasažieris	승객	N;NOM;MASC;PL	N
īsais	짧은	īss	짧+ㄴ	ADJ;NOM;MASC;SG	ADJ
slimnīcas	병원	slimnīca	병원	N;NOM;FEM;PL	N
štats	상태	štats	상태	N;NOM;MASC;SG	N
štats	국가	štats	국가	N;NOM;MASC;SG	N
izdevējs	출판사	izdevējs	출판사	N;NOM;MASC;SG	N
izdevējs	출판	izdevējs	출판	N;NOM;MASC;SG	N
ķieģeļu	벽돌	ķieģelis	벽돌	N;GEN;MASC;PL	N
saglabāt	저장하기	saglabāt	저장+하+기	V;POS;NFIN	V
dziļums	농도	dziļums	농도	N;NOM;MASC;SG	N
spēcīgs	강한	spēcīgs	강하+ㄴ	ADJ;NOM;MASC;SG	ADJ
vīrieši	남성	vīrietis	남성	N;NOM;MASC;PL	N
vīrieši	멘트	vīrietis	멘트	N;NOM;MASC;PL	N
vīrieši	남성	vīrietis	남성	N;NOM;MASC;PL	N
vīrieši	남자	vīrietis	남자	N;NOM;MASC;PL	N
vīrieši	남성	vīrietis	남성	N;NOM;MASC;PL	N
rūpnīcas	식물	rūpnīca	식물	N;NOM;FEM;PL	N
rūpnīcas	식물학	rūpnīca	식물학	N;NOM;FEM;PL	N
veikals	상점	veikals	상점	N;NOM;MASC;SG	N
veikals	쇼핑	veikals	쇼핑	N;NOM;MASC;SG	N
veikals	매장	veikals	매장	N;NOM;MASC;SG	N
veikals	상점	veikals	상점	N;NOM;MASC;SG	N
blīvums	밀도	blīvums	밀도	N;NOM;MASC;SG	N
augstskolas	대학	augstskola	대학	N;NOM;FEM;PL	N
fonds	파운데이션	fonds	파운데이션	N;NOM;MASC;SG	N
fonds	기금	fonds	기금	N;NOM;MASC;SG	N
fonds	펀드	fonds	펀드	N;NOM;MASC;SG	N
draugs	친구	draugs	친구	N;NOM;MASC;SG	N
māsas	자매들	māsa	자매+들	N;NOM;FEM;PL	N
sarakstu	목록	saraksts	목록	N;ACC;MASC;SG	N
sarakstu	명단	saraksts	명단	N;ACC;MASC;SG	N
jūs	당신은	jūs	당신+은	PRO;NOM;PL;2	PRO
jūs	당신	jūs	당신	PRO;NOM;PL;2	PRO
vecākiem	부모님	vecāks	부모님	N;DAT;MASC;PL	N
aizsardzība	보호	aizsardzība	보호	N;NOM;FEM;SG	N
aizsardzība	방위	aizsardzība	방위	N;NOM;FEM;SG	N
aizsardzība	국방	aizsardzība	국방	N;NOM;FEM;SG	N
aizsardzība	디펜스	aizsardzība	디펜스	N;NOM;FEM;SG	N
aizsardzība	방위	aizsardzība	방위	N;NOM;FEM;SG	N
aizsardzība	국방	aizsardzība	국방	N;NOM;FEM;SG	N
aizsardzība	디펜스	aizsardzība	디펜스	N;NOM;FEM;SG	N
likumi	법률	likums	법률	N;NOM;MASC;PL	N
beigas	종료	beigas	종료	N;NOM;FEM	N
pastāvēt	존재함	pastāvēt	존재+하+ㅁ	V;POS;NFIN	V
pieciem	다섯	pieci	다섯	NUM;DAT;MASC;PL	NUM
vārdnīca	용어	vārdnīca	용어	N;NOM;FEM;SG	N
vārdnīca	용어집	vārdnīca	용어집	N;NOM;FEM;SG	N
vārdnīca	어휘	vārdnīca	어휘	N;NOM;FEM;SG	N
augsnes	토양	augsne	토양	N;NOM;FEM;PL	N
satura	목차	saturs	목차	N;GEN;MASC;SG	N
satura	콘텐츠	saturs	콘텐츠	N;GEN;MASC;SG	N
satura	내용	saturs	내용	N;GEN;MASC;SG	N
balti	하얗게	balts	하얗+게	ADJ;NOM;MASC;PL	ADJ
diskusijas	논의	diskusija	논의	N;NOM;FEM;PL	N
diskusijas	논의	diskusija	논의	N;NOM;FEM;PL	N
zaudējumi	상실	zaudējums	상실	N;NOM;MASC;PL	N
zaudējumi	손실	zaudējums	손실	N;NOM;MASC;PL	N
zaudējumi	부상	zaudējums	부상	N;NOM;MASC;PL	N
zaudējumi	손실	zaudējums	손실	N;NOM;MASC;PL	N
cenu	가격	cena	가격	N;ACC;FEM;SG	N
formāts	포맷	formāts	포맷	N;NOM;MASC;SG	N
ekonomika	경제학	ekonomika	경제학	N;NOM;FEM;SG	N
ekonomika	경제	ekonomika	경제	N;NOM;FEM;SG	N
vētra	폭풍	vētra	폭풍	N;NOM;FEM;SG	N
jēdziens	개념	jēdziens	개념	N;NOM;MASC;SG	N
jēdziens	개념	jēdziens	개념	N;NOM;MASC;SG	N
atklāt	찾기	atklāt	찾+기	V;POS;NFIN	V
savienota	연결됨	savienot	연결+되+ㄴ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
dēli	아들들	dēli	아들+들	N;NOM;MASC;PL	N
pazīmes	특징	pazīme	특징	N;NOM;FEM;PL	N
pazīmes	기능	pazīme	기능	N;NOM;FEM;PL	N
plāns	계획	plāns	계획	N;NOM;MASC;SG	N
reliģijas	종교	reliģija	종교	N;NOM;FEM;PL	N
pārdots	팔렸다	pārdot	팔리+었+다	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
aktivitātes	활동	aktivitāte	활동	N;NOM;FEM;PL	N
aktivitātes	활동	aktivitāte	활동	N;NOM;FEM;PL	N
skotu	스카치	skots	스카치	N;ACC;MASC;SG	N
audio	오디오	audio	오디오	N	N
padomi	협의회	padome	협의회	N;ACC;FEM;SG	N
padomi	평의회	padome	평의회	N;ACC;FEM;SG	N
atjaunot	복원하기	atjaunot	복원+하+기	V;POS;NFIN	V
medību	사냥	medības	사냥	N;GEN;FEM	N
metāls	금속	metāls	금속	N;NOM;MASC;SG	N
viļņu	파동	vilnis	파동	N;ACC;MASC;SG	N
cars	자동차	cars	자동차	N;NOM;MASC;SG	N
cars	차량	cars	차량	N;NOM;MASC;SG	N
studenti	학생	students	학생	N;NOM;MASC;PL	N
studenti	학생들	students	학생+들	N;NOM;MASC;PL	N
studenti	유학생	students	유학생	N;NOM;MASC;PL	N
politikā	정책	politika	정책	N;ESS;FEM;SG	N
politikā	방침	politika	방침	N;ESS;FEM;SG	N
politikā	정치	politika	정치	N;ESS;FEM;SG	N
politikā	정치학	politika	정치학	N;ESS;FEM;SG	N
laikraksts	신문	laikraksts	신문	N;NOM;MASC;SG	N
ražotājs	제작자	ražotājs	제작자	N;NOM;MASC;SG	N
ražotājs	제조업체	ražotājs	제조업체	N;NOM;MASC;SG	N
ražotājs	제조사	ražotājs	제조사	N;NOM;MASC;SG	N
numurs	숫자	numurs	숫자	N;NOM;MASC;SG	N
numurs	번호	numurs	번호	N;NOM;MASC;SG	N
aktivitāte	활동	aktivitāte	활동	N;NOM;FEM;SG	N
dzeja	문학	dzeja	문학	N;NOM;FEM;SG	N
viļņa	파동	viļņa	파동	N;NOM;FEM;SG	N
svara	몸무게	svars	몸무+게	N;GEN;MASC;SG	N
svara	몸무게가	svars	몸무게+가	N;GEN;MASC;SG	N
svara	체중	svars	체중	N;GEN;MASC;SG	N
zirgi	말들	zirgs	말+들	N;NOM;MASC;PL	N
pievienota	추가되었습니다	pievienot	추가+되+었+습니다	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
pievienota	추가됨	pievienot	추가+되+ㄴ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
pievienota	첨부된	pievienot	첨부+되+ㄴ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
krustu	십자가	krustu	십자가	N;ACC;MASC;SG	N
labais	좋다	labs	좋+다	ADJ;NOM;MASC;SG	ADJ
ebreji	유대인	ebreji	유대+이+ㄴ	N;NOM;MASC;PL	N
bungas	드럼	bungas	들+요	N;NOM;FEM	N
