von	de	von	de	ADP	ADP
mehrfach	múltiplas	mehrfach	múltiplo	ADJ	ADJ;FEM;PL
mehrfach	múltiplos	mehrfach	múltiplo	ADJ	ADJ;MASC;PL
schutz	abrigo	schutz	abrigo	N	N;MASC;SG
schutz	protector	schutz	protector	N	N;MASC;SG
schutz	protetora	schutz	protetora	N	N;FEM;SG
schutz	protetor	schutz	protetor	N	N;MASC;SG
schutz	proteção	schutz	proteção	N	N;FEM;SG
schutz	protecção	schutz	protecção	N	N;FEM;SG
schutz	proteção	schutz	proteção	N	N;FEM;SG
schutz	protecção	schutz	protecção	N	N;FEM;SG
schutz	protecções	schutz	protecção	N	N;FEM;PL
lied	canção	lied	canção	N;NOM;NEUT;SG	N;FEM;SG
lied	song	lied	song	N;NOM;NEUT;SG	N;MASC;SG
eröffnet	inaugurado	eröffnen	inaugurar	V;V.PTCP	V;MASC;SG;V.PTCP
eröffnet	inaugurou	eröffnen	inaugurar	V;V.PTCP	V;IND;SG;3;PST;FIN
eröffnet	inaugurada	eröffnen	inaugurar	V;V.PTCP	V;FEM;SG;V.PTCP
eröffnet	aberta	eröffnen	abrir	V;V.PTCP	V;FEM;SG;V.PTCP
eröffnet	aberto	eröffnen	abrir	V;V.PTCP	V;MASC;SG;V.PTCP
eröffnet	abriu	eröffnen	abrir	V;V.PTCP	V;IND;SG;3;PST;FIN
eröffnet	abre	eröffnen	abrir	V;V.PTCP	V;IND;SG;3;PRS;FIN
erkennbar	identificável	erkennbar	identificável	ADJ	ADJ;MASC;SG
erkennbar	identificáveis	erkennbar	identificável	ADJ	ADJ;MASC;PL
erkennbar	visíveis	erkennbar	visível	ADJ	ADJ;MASC;PL
erkennbar	visível	erkennbar	visível	ADJ	ADJ;MASC;SG
erkennbar	reconhecível	erkennbar	reconhecível	ADJ	ADJ;MASC;SG
erkennbar	reconhecíveis	erkennbar	reconhecível	ADJ	ADJ;MASC;PL
erkennbar	reconhecível	erkennbar	reconhecível	ADJ	ADJ;MASC;SG
erkennbar	reconhecíveis	erkennbar	reconhecível	ADJ	ADJ;MASC;PL
jeweiligen	respectivas	jeweilig	respectivo	ADJ;NOM;MASC;PL	ADJ;FEM;PL
jeweiligen	respectivos	jeweilig	respectivo	ADJ;NOM;MASC;PL	ADJ;MASC;PL
entspricht	corresponde	entsprechen	corresponder	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
unten	abaixo	unten	abaixo	ADV	ADV
papst	papa	papst	papa	N;NOM;MASC;SG	N;MASC;SG
themen	sujeitos	them	sujeitar	V;FIN	V;MASC;PL;V.PTCP
zugleich	simultaneamente	zugleich	simultaneamente	ADV	ADV
regelmäßig	regulares	regelmäßig	regular	ADJ	ADJ;MASC;PL
regelmäßig	regular	regelmäßig	regular	ADJ	ADJ;MASC;SG
erschienen	compareceu	erscheinen	comparecer	V;V.PTCP	V;IND;SG;3;PST;FIN
erschienen	apareceu	erscheinen	aparecer	V;V.PTCP	V;IND;SG;3;PST;FIN
erschienen	apareceram	erscheinen	aparecer	V;V.PTCP	V;IND;PL;3;FIN
erschienen	lançado	erscheinen	lançar	V;V.PTCP	V;MASC;SG;V.PTCP
erschienen	libertado	erscheinen	libertar	V;V.PTCP	V;MASC;SG;V.PTCP
erschienen	liberado	erscheinen	liberar	V;V.PTCP	V;MASC;SG;V.PTCP
erschienen	liberada	erscheinen	liberar	V;V.PTCP	V;FEM;SG;V.PTCP
erschienen	divulgado	erscheinen	divulgar	V;V.PTCP	V;MASC;SG;V.PTCP
erschienen	solto	erscheinen	solto	V;V.PTCP	V;MASC;SG;V.PTCP
erschienen	reapareceu	erscheinen	reaparecer	V;V.PTCP	V;IND;SG;3;PST;FIN
erschienen	publicados	erscheinen	publicar	V;V.PTCP	V;MASC;PL;V.PTCP
erschienen	publicou	erscheinen	publicar	V;V.PTCP	V;IND;SG;3;PST;FIN
erschienen	publicadas	erscheinen	publicar	V;V.PTCP	V;FEM;PL;V.PTCP
erschienen	publicada	erscheinen	publicar	V;V.PTCP	V;FEM;SG;V.PTCP
erschienen	publicado	erscheinen	publicar	V;V.PTCP	V;MASC;SG;V.PTCP
folgt	segue	folgen	seguir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
folgt	seguir	folgen	seguir	V;IND;SG;3;PRS;FIN	V;NFIN
folgt	segue	folgen	seguir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ländern	länder	ländern	länder	N;PL	N;MASC;PL
ländern	países	ländern	país	N;PL	N;MASC;PL
größe	altura	groß	altura	N;NOM;FEM;SG	N;FEM;SG
größe	grandeza	groß	grandeza	N;NOM;FEM;SG	N;FEM;SG
größe	grandiosidade	groß	grandiosidade	N;NOM;FEM;SG	N;FEM;SG
größe	size	groß	sizer	N;NOM;FEM;SG	N;MASC;SG
größe	tamanho	groß	tamanho	N;NOM;FEM;SG	N;MASC;SG
größe	dimensão	groß	dimensão	N;NOM;FEM;SG	N;FEM;SG
weltweit	mundial	weltweit	mundial	ADJ	ADJ;MASC;SG
weltweit	global	weltweit	global	ADJ	ADJ;MASC;SG
weltweit	globais	weltweit	global	ADJ	ADJ;MASC;PL
offenbar	aparentemente	offenbar	aparentemente	ADV	ADV
offenbar	evidentemente	offenbar	evidentemente	ADV	ADV
offenbar	obviamente	offenbar	obviamente	ADV	ADV
spricht	fala	sprechen	falar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
spricht	falando	sprechen	falar	V;IND;SG;3;PRS;FIN	V;V.MSDR
hielt	realizada	halten	realizar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
hielt	realizado	halten	realizar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
hielt	segurou	halten	segurar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
hielt	durou	halten	durar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
philosophie	filosofia	philosophie	filosofia	N;NOM;FEM;SG	N;FEM;SG
vorher	anteriormente	vorher	anteriormente	ADV	ADV
vorher	antes	vorher	antes	ADV	ADV
auftrag	cessão	auftragen	cessão	N;MASC;SG	N;FEM;SG
auftrag	atribuição	auftragen	atribuição	N;MASC;SG	N;FEM;SG
auftrag	mandato	auftragen	mandato	N;MASC;SG	N;MASC;SG
auftrag	missão	auftragen	missão	N;MASC;SG	N;FEM;SG
auftrag	missao	auftragen	missao	N;MASC;SG	N;FEM;SG
auftrag	mission	auftragen	mission	N;MASC;SG	N;MASC;SG
auftrag	ordem	auftragen	ordem	N;MASC;SG	N;FEM;SG
auftrag	encomenda	auftragen	encomenda	N;MASC;SG	N;FEM;SG
verlor	perdido	verlieren	perder	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
verlor	perdida	verlieren	perder	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
verlor	perdeu	verlieren	perder	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
größere	maiores	groß	grande	ADJ;NOM;FEM;PL	ADJ;MASC;PL
größere	maiores	groß	grande	ADJ;NOM;FEM;PL	ADJ;MASC;PL
größere	maiores	groß	grande	ADJ;NOM;FEM;PL	ADJ;MASC;PL
gebracht	trouxeram	bringen	trouxer	V;V.PTCP	V;IND;PL;3;FIN
gebracht	trouxe	bringen	trazer	V;V.PTCP	V;IND;SG;3;PST;FIN
gebracht	trazido	bringen	trazer	V;V.PTCP	V;MASC;SG;V.PTCP
brücke	bridge	brücken	bridge	N;NOM;FEM;SG	N;MASC;SG
brücke	ponte	brücken	ponte	N;NOM;FEM;SG	N;FEM;SG
zerstört	destruídos	zerstören	destruir	V;V.PTCP	V;MASC;PL;V.PTCP
zerstört	destruído	zerstören	destruir	V;V.PTCP	V;MASC;SG;V.PTCP
zerstört	destruída	zerstören	destruir	V;V.PTCP	V;FEM;SG;V.PTCP
zerstört	arrasaram	zerstören	arrasar	V;V.PTCP	V;IND;PL;3;FIN
teilen	partilhar	teilen	partilhar	V;NFIN	V;NFIN
teilen	compartilhando	teilen	compartilhar	V;NFIN	V;V.MSDR
teilen	compartilhar	teilen	compartilhar	V;NFIN	V;NFIN
teilen	compartilhem	teilen	compartilher	V;NFIN	V;SBJV;PL;3;PRS;FIN
teilen	compartilhar	teilen	compartilhar	V;NFIN	V;NFIN
teilen	partilhar	teilen	partilhar	V;NFIN	V;NFIN
teilen	compartilhe	teilen	compartilhe	V;NFIN	V;SBJV;SG;3;PRS;FIN
teilen	dividir	teilen	dividir	V;NFIN	V;NFIN
teilen	dividir	teilen	dividir	V;NFIN	V;NFIN
teilen	divide	teilen	dividir	V;NFIN	V;IND;SG;3;PRS;FIN
nacht	noite	nacht	noite	N	N;FEM;SG
nacht	night	nacht	night	N	N;MASC;SG
versionen	lançamentos	versionen	lançamento	N;NOM;FEM;PL	N;MASC;PL
versionen	versões	versionen	versão	N;NOM;FEM;PL	N;FEM;PL
lesen	lidos	lesen	ler	V;NFIN	V;MASC;PL;V.PTCP
lesen	ler	lesen	ler	V;NFIN	V;NFIN
lesen	leia	lesen	ler	V;NFIN	V;SBJV;SG;3;PRS;FIN
lesen	lê	lesen	ler	V;NFIN	V;IND;SG;3;PRS;FIN
lesen	ler	lesen	ler	V;NFIN	V;NFIN
lesen	lendo	lesen	ler	V;NFIN	V;V.MSDR
idee	idéia	idee	idéia	N;NOM;FEM;SG	N;FEM;SG
idee	idea	idee	idea	N;NOM;FEM;SG	N;MASC;SG
idee	ideia	idee	ideia	N;NOM;FEM;SG	N;FEM;SG
eindeutig	inequívoca	eindeutig	inequívoco	ADJ	ADJ;FEM;SG
eindeutig	inequívoco	eindeutig	inequívoco	ADJ	ADJ;MASC;SG
eindeutig	inequívoca	eindeutig	inequívoco	ADJ	ADJ;FEM;SG
eindeutig	explícita	eindeutig	explícito	ADJ	ADJ;FEM;SG
eindeutig	explícitas	eindeutig	explícito	ADJ	ADJ;FEM;PL
eindeutig	explícitos	eindeutig	explícito	ADJ	ADJ;MASC;PL
eindeutig	explícito	eindeutig	explícito	ADJ	ADJ;MASC;SG
bestimmt	determinado	bestimmen	determinar	V;V.PTCP	V;MASC;SG;V.PTCP
bestimmt	determinada	bestimmen	determinar	V;V.PTCP	V;FEM;SG;V.PTCP
bestimmt	determinados	bestimmen	determinar	V;V.PTCP	V;MASC;PL;V.PTCP
bestimmt	destinado	bestimmen	destinar	V;V.PTCP	V;MASC;SG;V.PTCP
zweiter	segunda	zweit	segundo	ADJ	ADJ;FEM;SG
lebte	viveu	leben	viver	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
lebte	vivido	leben	viver	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
klein	pequenos	klein	pequeno	ADJ	ADJ;MASC;PL
klein	pequeno	klein	pequeno	ADJ	ADJ;MASC;SG
klein	pequena	klein	pequeno	ADJ	ADJ;FEM;SG
klein	pequenas	klein	pequeno	ADJ	ADJ;FEM;PL
klein	pequeno	klein	pequeno	ADJ	ADJ;MASC;SG
klein	pequena	klein	pequeno	ADJ	ADJ;FEM;SG
einführung	introdução	einführung	introdução	N;SG	N;FEM;SG
einführung	introdução	einführung	introdução	N;SG	N;FEM;SG
einführung	introdutória	einführung	introdutório	N;SG	N;FEM;SG
einführung	imposição	einführung	imposição	N;SG	N;FEM;SG
einführung	lançamento	einführung	lançamento	N;SG	N;MASC;SG
zuerst	primeiramente	zuerst	primeiramente	ADV	ADV
zuerst	primeiro	zuerst	primeiro	ADV	ADV
enzyklopädie	enciclopédia	enzyklopädie	enciclopédia	N;NOM;FEM;SG	N;FEM;SG
enzyklopädie	enciclopédia	enzyklopädie	enciclopédia	N;NOM;FEM;SG	N;FEM;SG
kind	infante	kind	infante	N;NOM;NEUT;SG	N;MASC;SG
kind	garoto	kind	garoto	N;NOM;NEUT;SG	N;MASC;SG
kind	moleque	kind	moleque	N;NOM;NEUT;SG	N;MASC;SG
kind	miúdo	kind	miúdo	N;NOM;NEUT;SG	N;MASC;SG
kind	kid	kind	kid	N;NOM;NEUT;SG	N;MASC;SG
kind	criança	kind	criança	N;NOM;NEUT;SG	N;FEM;SG
eingestellt	descontinuado	einstellen	descontinuar	V;V.PTCP	V;MASC;SG;V.PTCP
eingestellt	interrompido	einstellen	interromper	V;V.PTCP	V;MASC;SG;V.PTCP
eingestellt	contratados	einstellen	contratar	V;V.PTCP	V;MASC;PL;V.PTCP
eingestellt	contratou	einstellen	contratar	V;V.PTCP	V;IND;SG;3;PST;FIN
eingestellt	contratado	einstellen	contratar	V;V.PTCP	V;MASC;SG;V.PTCP
eingestellt	contratada	einstellen	contratar	V;V.PTCP	V;FEM;SG;V.PTCP
kleiner	pequenos	klein	pequeno	ADJ	ADJ;MASC;PL
kleiner	pequeno	klein	pequeno	ADJ	ADJ;MASC;SG
kleiner	pequena	klein	pequeno	ADJ	ADJ;FEM;SG
kleiner	pequenas	klein	pequeno	ADJ	ADJ;FEM;PL
kleiner	pequeno	klein	pequeno	ADJ	ADJ;MASC;SG
kleiner	pequena	klein	pequeno	ADJ	ADJ;FEM;SG
kleiner	menor	klein	pequeno	ADJ	ADJ;MASC;SG
kleiner	menor	klein	pequeno	ADJ	ADJ;MASC;SG
ganzen	inteiras	ganz	inteiro	ADJ;NOM;MASC;PL	ADJ;FEM;PL
erzielte	marcou	erzielen	marcar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
ost	oriente	ost	oriente	N;NOM;NEUT	N;MASC;SG
ost	leste	ost	leste	N;NOM;NEUT	N;MASC;SG
ost	east	ost	east	N;NOM;NEUT	N;MASC;SG
ost	ost	ost	ost	N;NOM;NEUT	N;MASC;SG
ost	orientais	ost	oriental	N;NOM;NEUT	N;MASC;PL
ost	leste	ost	leste	N;NOM;NEUT	N;MASC;SG
ost	eastern	ost	eastern	N;NOM;NEUT	N;MASC;SG
schriften	escritos	schreifen	escrever	V;FIN	V;MASC;PL;V.PTCP
fehlt	faltando	fehlen	faltar	V;IND;SG;3;PRS;FIN	V;V.MSDR
kurze	curtas	kurz	curto	ADJ;NOM;FEM;PL	ADJ;FEM;PL
gesagt	disse	sagen	dizer	V;V.PTCP	V;IND;SG;3;PST;FIN
gesagt	contada	sagen	contar	V;V.PTCP	V;FEM;SG;V.PTCP
kampf	battle	kampfen	battle	N;SG	N;MASC;SG
kampf	batalha	kampfen	batalha	N;SG	N;FEM;SG
kampf	combate	kampfen	combate	N;SG	N;MASC;SG
kampf	luta	kampfen	luta	N;SG	N;FEM;SG
kampf	confronto	kampfen	confronto	N;SG	N;MASC;SG
kampf	clash	kampfen	clash	N;SG	N;MASC;SG
kampf	luta	kampfen	luta	N;SG	N;FEM;SG
kampf	briga	kampfen	briga	N;SG	N;FEM;SG
kampf	combate	kampfen	combate	N;SG	N;MASC;SG
kampf	fight	kampfen	fight	N;SG	N;MASC;SG
vertreten	representada	vertreten	representar	V;V.PTCP	V;FEM;SG;V.PTCP
vertreten	representado	vertreten	representar	V;V.PTCP	V;MASC;SG;V.PTCP
vertreten	representados	vertreten	representar	V;V.PTCP	V;MASC;PL;V.PTCP
vertreten	representadas	vertreten	representar	V;V.PTCP	V;FEM;PL;V.PTCP
vertreten	representou	vertreten	representar	V;V.PTCP	V;IND;SG;3;PST;FIN
vertreten	representar	vertreten	representar	V;V.PTCP	V;NFIN
vertreten	representando	vertreten	representar	V;V.PTCP	V;V.MSDR
durchgeführt	conduzida	durchführen	conduzido	V;V.PTCP	V;FEM;SG;V.PTCP
durchgeführt	conduzido	durchführen	conduzir	V;V.PTCP	V;MASC;SG;V.PTCP
durchgeführt	realizada	durchführen	realizar	V;V.PTCP	V;FEM;SG;V.PTCP
durchgeführt	realizado	durchführen	realizar	V;V.PTCP	V;MASC;SG;V.PTCP
durchgeführt	implementado	durchführen	implementar	V;V.PTCP	V;MASC;SG;V.PTCP
durchgeführt	implementada	durchführen	implementar	V;V.PTCP	V;FEM;SG;V.PTCP
durchgeführt	implementadas	durchführen	implementar	V;V.PTCP	V;FEM;PL;V.PTCP
durchgeführt	implementados	durchführen	implementar	V;V.PTCP	V;MASC;PL;V.PTCP
beginnt	começa	beginnen	começar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
beginnt	inicia	beginnen	iniciar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
beginnt	começa	beginnen	começar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
beginnt	começar	beginnen	começar	V;IND;SG;3;PRS;FIN	V;NFIN
bringen	trazer	bringen	trazer	V;NFIN	V;NFIN
bringen	tragam	bringen	trazer	V;NFIN	V;SBJV;PL;3;PRS;FIN
bringen	traga	bringen	trazer	V;NFIN	V;SBJV;SG;3;PRS;FIN
bringen	traz	bringen	trazer	V;NFIN	V;IND;SG;3;PRS;FIN
bringen	trazendo	bringen	trazer	V;NFIN	V;V.MSDR
schwarz	negro	schwarz	negro	ADJ	ADJ;MASC;SG
fiel	caiu	fallen	cair	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
fiel	caíu	fallen	caíu	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
fiel	caído	fallen	cair	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
fiel	caída	fallen	caída	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
fiel	caiu	fallen	cair	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
fiel	largado	fallen	largar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
forschung	investigação	forschung	investigação	N;NOM;FEM;SG	N;FEM;SG
forschung	pesquisa	forschung	pesquisa	N;NOM;FEM;SG	N;FEM;SG
wald	madeira	wald	madeira	N;NOM;MASC;SG	N;FEM;SG
wald	floresta	wald	floresta	N;NOM;MASC;SG	N;FEM;SG
wald	bosque	wald	bosque	N;NOM;MASC;SG	N;MASC;SG
wald	woodland	wald	woodland	N;NOM;MASC;SG	N;MASC;SG
wald	floresta	wald	floresta	N;NOM;MASC;SG	N;FEM;SG
wald	bosque	wald	bosque	N;NOM;MASC;SG	N;MASC;SG
wald	forest	wald	forest	N;NOM;MASC;SG	N;MASC;SG
erfolge	sucessos	erfolge	sucesso	N;NOM;FEM;PL	N;MASC;PL
erfolge	êxitos	erfolge	êxito	N;NOM;FEM;PL	N;MASC;PL
erfolge	acertos	erfolge	acerto	N;NOM;FEM;PL	N;MASC;PL
erfolge	conquistas	erfolge	conquista	N;NOM;FEM;PL	N;FEM;PL
erfolge	realizações	erfolge	realização	N;NOM;FEM;PL	N;FEM;PL
erfolge	realizações	erfolge	realização	N;NOM;FEM;PL	N;FEM;PL
erfolge	vitórias	erfolge	vitória	N;NOM;FEM;PL	N;FEM;PL
erfolge	sucessos	erfolge	sucesso	N;NOM;FEM;PL	N;MASC;PL
löschung	apagamento	löschung	apagamento	N;NOM;FEM;SG	N;MASC;SG
löschung	anulação	löschung	anulação	N;NOM;FEM;SG	N;FEM;SG
löschung	cancelamento	löschung	cancelamento	N;NOM;FEM;SG	N;MASC;SG
löschung	eliminação	löschung	eliminação	N;NOM;FEM;SG	N;FEM;SG
löschung	exclusão	löschung	exclusão	N;NOM;FEM;SG	N;FEM;SG
löschung	apagamento	löschung	apagamento	N;NOM;FEM;SG	N;MASC;SG
löschung	supressão	löschung	supressão	N;NOM;FEM;SG	N;FEM;SG
besondere	especiais	besonder	especial	ADJ;NOM;FEM;PL	ADJ;MASC;PL
bekannten	conhecidas	bekannt	conhecido	ADJ;PL	ADJ;FEM;PL
bekannten	conhecidos	bekannt	conhecido	ADJ;PL	ADJ;MASC;PL
bekannten	conhecidos	bekannt	conhecido	ADJ;PL	ADJ;MASC;PL
bekannten	conhecidos	bekannt	conhecido	ADJ;PL	ADJ;MASC;PL
ergebnisse	conquistas	ergebnis	conquista	N;NOM;NEUT;PL	N;FEM;PL
ergebnisse	realizações	ergebnis	realização	N;NOM;NEUT;PL	N;FEM;PL
ergebnisse	saídas	ergebnis	saída	N;NOM;NEUT;PL	N;FEM;PL
ergebnisse	resultados	ergebnis	resultado	N;NOM;NEUT;PL	N;MASC;PL
ergebnisse	conclusões	ergebnis	conclusão	N;NOM;NEUT;PL	N;FEM;PL
ergebnisse	constatações	ergebnis	constatação	N;NOM;NEUT;PL	N;FEM;PL
ergebnisse	achados	ergebnis	achado	N;NOM;NEUT;PL	N;MASC;PL
ergebnisse	resultados	ergebnis	resultado	N;NOM;NEUT;PL	N;MASC;PL
verkauft	vendida	verkaufen	vender	V;V.PTCP	V;FEM;SG;V.PTCP
verkauft	vendido	verkaufen	vender	V;V.PTCP	V;MASC;SG;V.PTCP
verkauft	vendidos	verkaufen	vender	V;V.PTCP	V;MASC;PL;V.PTCP
verkauft	vendidas	verkaufen	vender	V;V.PTCP	V;FEM;PL;V.PTCP
verkauft	vendeu	verkaufen	vender	V;V.PTCP	V;IND;SG;3;PST;FIN
verkauft	vende	verkaufen	vender	V;V.PTCP	V;IND;SG;3;PRS;FIN
süd	süd	süd	süd	N;NOM;NEUT;SG	N;MASC;SG
süd	sul	süd	sul	N;NOM;NEUT;SG	N;MASC;SG
süd	southern	süd	southern	N;NOM;NEUT;SG	N;MASC;SG
süd	sul	süd	sul	N;NOM;NEUT;SG	N;MASC;SG
süd	south	süd	south	N;NOM;NEUT;SG	N;MASC;SG
zwölf	doze	zwölf	doze	NUM	NUM
gelten	aplicar	gelten	aplicar	V;NFIN	V;NFIN
gelten	aplique	gelten	aplique	V;NFIN	V;SBJV;SG;3;PRS;FIN
möglicherweise	talvez	möglicherweise	talvez	ADV	ADV
möglicherweise	talvez	möglicherweise	talvez	ADV	ADV
möglicherweise	possivelmente	möglicherweise	possivelmente	ADV	ADV
möglicherweise	potencialmente	möglicherweise	potencialmente	ADV	ADV
stieg	subiu	steigen	subir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
stieg	escalado	steigen	escalar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
stieg	escalou	steigen	escalar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
verliehen	emprestado	verleihen	emprestar	V;V.PTCP	V;MASC;SG;V.PTCP
verliehen	premiado	verleihen	premiar	V;V.PTCP	V;MASC;SG;V.PTCP
verliehen	concedido	verleihen	conceder	V;V.PTCP	V;MASC;SG;V.PTCP
verliehen	emprestou	verleihen	emprestar	V;V.PTCP	V;IND;SG;3;PST;FIN
guten	boa	gut	bom	ADJ;SG	ADJ;FEM;SG
guten	bom	gut	bom	ADJ;SG	ADJ;MASC;SG
betrieben	operado	betreiben	operar	V;V.PTCP	V;MASC;SG;V.PTCP
betrieben	operou	betreiben	operar	V;V.PTCP	V;IND;SG;3;PST;FIN
betrieben	operados	betreiben	operar	V;V.PTCP	V;MASC;PL;V.PTCP
suche	pesquisa	suchen	pesquisa	N;NOM;FEM;SG	N;FEM;SG
suche	busca	suchen	busca	N;NOM;FEM;SG	N;FEM;SG
suche	quest	suchen	quest	N;NOM;FEM;SG	N;MASC;SG
suche	demanda	suchen	demanda	N;NOM;FEM;SG	N;FEM;SG
breite	ampla	breit	ampla	ADJ;NOM;FEM;SG	ADJ;FEM;SG
breite	amplo	breit	amplo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
versuch	tenta	versuchen	tentar	V;IND;SG;3;FIN	V;IND;SG;3;PRS;FIN
versuch	tentar	versuchen	tentar	V;IND;SG;3;FIN	V;NFIN
versuch	experimenta	versuchen	experimentar	V;IND;SG;3;FIN	V;IND;SG;3;PRS;FIN
folgten	seguidos	folgen	seguir	V;IND;PL;3;PST;FIN	V;MASC;PL;V.PTCP
folgten	seguiram	folgen	seguir	V;IND;PL;3;PST;FIN	V;IND;PL;3;FIN
beziehungen	relações	beziehungen	relação	N;NOM;FEM;PL	N;FEM;PL
beziehungen	relacionamentos	beziehungen	relacionamento	N;NOM;FEM;PL	N;MASC;PL
beziehungen	relacionamentos	beziehungen	relacionamento	N;NOM;FEM;PL	N;MASC;PL
beziehungen	relações	beziehungen	relação	N;NOM;FEM;PL	N;FEM;PL
erfüllt	preenchidas	erfüllen	preencher	V;V.PTCP	V;FEM;PL;V.PTCP
erfüllt	cumprida	erfüllen	cumprir	V;V.PTCP	V;FEM;SG;V.PTCP
erfüllt	cumprido	erfüllen	cumprir	V;V.PTCP	V;MASC;SG;V.PTCP
erfüllt	conheceu	erfüllen	conhecer	V;V.PTCP	V;IND;SG;3;PST;FIN
erfüllt	conheci	erfüllen	conhecer	V;V.PTCP	V;IND;SG;1;PST;FIN
erfüllt	preenche	erfüllen	preencher	V;V.PTCP	V;IND;SG;3;PRS;FIN
erfüllt	reúne	erfüllen	reunir	V;V.PTCP	V;IND;SG;3;PRS;FIN
südlichen	sulista	südlich	sulista	ADJ;ACC;MASC;SG	ADJ;MASC;SG
südlichen	meridional	südlich	meridional	ADJ;ACC;MASC;SG	ADJ;MASC;SG
angegeben	listada	angeben	listar	V;V.PTCP	V;FEM;SG;V.PTCP
angegeben	listado	angeben	listar	V;V.PTCP	V;MASC;SG;V.PTCP
angegeben	enumerados	angeben	enumerar	V;V.PTCP	V;MASC;PL;V.PTCP
angegeben	listados	angeben	listar	V;V.PTCP	V;MASC;PL;V.PTCP
angegeben	indicou	angeben	indicar	V;V.PTCP	V;IND;SG;3;PST;FIN
angegeben	indicaram	angeben	indicar	V;V.PTCP	V;IND;PL;3;FIN
angegeben	indicado	angeben	indicar	V;V.PTCP	V;MASC;SG;V.PTCP
angegeben	indicada	angeben	indicar	V;V.PTCP	V;FEM;SG;V.PTCP
angegeben	indicados	angeben	indicar	V;V.PTCP	V;MASC;PL;V.PTCP
angegeben	especificada	angeben	especificar	V;V.PTCP	V;FEM;SG;V.PTCP
angegeben	especificado	angeben	especificar	V;V.PTCP	V;MASC;SG;V.PTCP
angegeben	especificadas	angeben	especificar	V;V.PTCP	V;FEM;PL;V.PTCP
angegeben	especificados	angeben	especificar	V;V.PTCP	V;MASC;PL;V.PTCP
technik	tech	technik	tech	N;SG	N;MASC;SG
technik	engenharia	technik	engenharia	N;SG	N;FEM;SG
technik	técnica	technik	técnica	N;SG	N;FEM;SG
technik	tecnologia	technik	tecnologia	N;SG	N;FEM;SG
technik	technics	technik	technic	N;SG	N;MASC;SG
größeren	maiores	groß	grande	ADJ	ADJ;MASC;PL
größeren	maior	groß	grande	ADJ	ADJ;MASC;SG
entdeckt	malhado	entdecken	malhar	V;V.PTCP	V;MASC;SG;V.PTCP
entdeckt	avistado	entdecken	avistar	V;V.PTCP	V;MASC;SG;V.PTCP
entdeckt	descobriram	entdecken	descobrir	V;V.PTCP	V;IND;PL;3;FIN
entdeckt	descoberto	entdecken	descobrir	V;V.PTCP	V;MASC;SG;V.PTCP
entdeckt	descobertos	entdecken	descobrir	V;V.PTCP	V;MASC;PL;V.PTCP
entdeckt	detectadas	entdecken	detectar	V;V.PTCP	V;FEM;PL;V.PTCP
entdeckt	detectada	entdecken	detectar	V;V.PTCP	V;FEM;SG;V.PTCP
entdeckt	detectado	entdecken	detectar	V;V.PTCP	V;MASC;SG;V.PTCP
entdeckt	detectados	entdecken	detectar	V;V.PTCP	V;MASC;PL;V.PTCP
entdeckt	descobre	entdecken	descobrir	V;V.PTCP	V;IND;SG;3;PRS;FIN
heimat	pátria	heimat	pátria	N;FEM;SG	N;FEM;SG
heimat	home	heimat	home	N;FEM;SG	N;MASC;SG
heimat	casa	heimat	casa	N;FEM;SG	N;FEM;SG
heimat	lar	heimat	lar	N;FEM;SG	N;MASC;SG
heimat	pátria	heimat	pátria	N;FEM;SG	N;FEM;SG
spielzeit	temporada	spielzeit	temporada	N;NOM;SG	N;FEM;SG
spielzeit	época	spielzeit	época	N;NOM;SG	N;FEM;SG
