एक	один	एक	один	NUM	NUM;NOM;MASC
मिली	нашла	मिल	найти	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
मिली	получила	मिल	получить	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
मिली	получил	मिल	получить	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
ग्राम	грамм	ग्राम	грамм	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
ग्राम	грамм	ग्राम	грамм	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शायद	вероятно	शायद	вероятно	ADV	ADV
देख	видишь	देख	видеть	V;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
देख	посмотреть	देख	смотреть	V;ACT	V;PFV;NFIN;ACT
लिंक	линк	लिंक	линк	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
लिंक	ссылка	लिंक	ссылка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
पाँच	пятеро	पाँच	пятеро	NUM	NUM;NOM
पाँच	пять	पाँच	пять	NUM	NUM;NOM
निर्देशक	режиссер	निर्देशक	режиссер	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
निर्देशक	режиссёр	निर्देशक	режиссёр	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
निर्देशक	директор	निर्देशक	директор	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
लक्षण	симптом	लक्षण	симпт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संपर्क	контакт	संपर्क	контакт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
वित्तीय	финансовая	वित्तीय	финансовый	ADJ;NOM	ADJ;NOM;FEM;SG
वित्तीय	финансовые	वित्तीय	финансовый	ADJ;NOM	ADJ;NOM;PL
महीने	месяц	महीना	месяц	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
सुरक्षित	безопасно	सुरक्षित	безопасный	ADJ	ADJ;NEUT;SG
सुरक्षित	безопасное	सुरक्षित	безопасный	ADJ	ADJ;NOM;NEUT;SG
पर्यावरण	окружение	पर्यावरण	окружение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
लगातार	непрерывно	लगातार	непрерывно	ADV	ADV
लगातार	постоянно	लगातार	постоянно	ADV	ADV
लगातार	непрерывно	लगातार	непрерывно	ADV	ADV
लगातार	последовательно	लगातार	последовательно	ADV	ADV
भूगोल	геометрия	भूगोल	геометрия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
भूगोल	глобус	भूगोल	глобус	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
भूगोल	географии	भूगोल	география	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
भूगोल	география	भूगोल	география	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
बेहतर	лучше	बेहतर	хороший	ADJ	ADJ;CMPR
बेहतर	получше	बेहतर	хороший	ADJ	ADJ;CMPR
मुख्यालय	штаб	मुख्यालय	штаб	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
लिपि	алфавит	लिपि	алфавит	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
लिपि	сценарий	लिपि	сценарий	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
एल्बम	альбом	एल्बम	альбый	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शीर्ष	верх	शीर्ष	верх	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शीर्ष	топ	शीर्ष	топ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संस्था	учреждение	संस्था	учреждение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
संस्था	институт	संस्था	институт	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
औद्योगिक	промышленный	औद्योगिक	промышленный	ADJ;NOM	ADJ;NOM;MASC;SG
औद्योगिक	промышленные	औद्योगिक	промышленный	ADJ;NOM	ADJ;NOM;PL
प्रधान	прайм	प्रधान	прай	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
प्रधान	премьер	प्रधान	премьер	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
प्रधान	шеф	प्रधान	шеф	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
प्रधान	начальник	प्रधान	начальник	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
प्रधान	вождь	प्रधान	вождь	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
नेता	лидеры	नेता	лидер	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;PL
नेता	руководители	नेता	руководитель	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;PL
संविधान	конституция	संविधान	конституция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
अनुमान	смета	अनुमान	смет	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
शीर्षक	заголовок	शीर्षक	заголовок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शीर्षक	подпись	शीर्षक	подпись	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
शीर्षक	заголовок	शीर्षक	заголовок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शीर्षक	заголовок	शीर्षक	заголовок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शीर्षक	заголовок	शीर्षक	заголовок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शीर्षक	название	शीर्षक	название	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
शीर्षक	титул	शीर्षक	титул	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अवसर	шанс	अवसर	шанс	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अवसर	возможность	अवसर	возможность	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
अंक	счёт	अंक	счет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अंक	счет	अंक	счет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अंक	очко	अंक	очко	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
शोध	исследование	शोध	исследование	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
हमेशा	всегда	हमेशा	всегда	ADV	ADV
जोखिम	риск	जोखिम	риск	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
जोखिम	опасность	जोखिम	опасность	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
तापमान	температура	तापमान	температура	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
तापमान	термометр	तापमान	термометр	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
शाखा	сектор	शाखा	сектор	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
शाखा	ветвь	शाखा	ветвь	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
शाखा	филиал	शाखा	филиал	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
प्रतीक	символ	प्रतीक	символ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
प्रतीक	значок	प्रतीक	значок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संदर्भ	судья	संदर्भ	судья	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
संदर्भ	ссылка	संदर्भ	ссылка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
संदर्भ	контекст	संदर्भ	контекст	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
चक्र	колесо	चक्र	колесо	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
चक्र	чакра	चक्र	чакр	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
चक्र	цикл	चक्र	цикл	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
गुण	атрибут	गुण	атрибут	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
गुण	свойство	गुण	свойство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
गुण	имущество	गुण	имущество	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
गुण	собственность	गुण	собственность	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
गुण	недвижимость	गुण	недвижимость	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
गुण	недвижимость	गुण	недвижимость	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
ग्रह	планета	ग्रह	планета	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
महल	дворец	महल	дворец	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
निधन	смерть	निधन	смерть	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
मिनट	минута	मिनट	минута	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
मिनट	мин	मिनट	минута	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
व्यवसाय	профессия	व्यवसाय	профессия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
व्यवसाय	бизнес	व्यवसाय	бизнес	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संरक्षण	сохранение	संरक्षण	сохранение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
संरक्षण	сохранение	संरक्षण	сохранение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
संरक्षण	защита	संरक्षण	защита	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
संरक्षण	охрана	संरक्षण	охрана	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
शो	шоу	शो	шоу	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
शो	показ	शो	показ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
प्रस्ताव	предложение	प्रस्ताव	предложение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्रस्ताव	предложение	प्रस्ताव	предложение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
रिपोर्ट	отчёт	रिपोर्ट	отчёт	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
रिपोर्ट	доклад	रिपोर्ट	доклад	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
रिपोर्ट	отчет	रिपोर्ट	отчет	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
अंग	орган	अंग	орган	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
हिस्से	часть	हिस्सा	часть	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
मुस्लिम	мусульманин	मुस्लिम	мусульманин	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
रिकॉर्ड	запись	रिकॉर्ड	запись	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
रिकॉर्ड	рекорд	रिकॉर्ड	рекорд	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
धातु	метал	धातु	метал	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
धातु	металл	धातु	металл	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
परिषद	совет	परिषद	совет	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
परिषद	конфедерация	परिषद	конфедерация	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
संघर्ष	антагонизм	संघर्ष	антагонизм	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संघर्ष	борьба	संघर्ष	борьба	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
संघर्ष	конфликт	संघर्ष	конфликт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संघर्ष	коллизия	संघर्ष	коллизия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
तकनीक	техника	तकनीक	техника	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
तकनीक	технология	तकनीक	технология	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
तकनीक	техника	तकनीक	техника	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
फल	фрукт	फल	фрукт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
फल	плод	फल	плод	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विवरण	описание	विवरण	описание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
विवरण	деталь	विवरण	деталь	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
शादी	брак	शादी	брак	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
शादी	свадьба	शादी	свадьба	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
पात्र	контейнер	पात्र	контейнер	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
वेब	web	वेब	веб	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
वेब	веб	वेब	веб	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संसद	парламент	संसद	парламент	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
सन्दर्भ	ссылка	संदर्भ	ссылка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सन्दर्भ	контекст	संदर्भ	контекст	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
परमाणु	атом	परमाणु	атом	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
आक्रमण	вторжение	आक्रमण	вторжение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
आक्रमण	нападение	आक्रमण	нападение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
आक्रमण	атака	आक्रमण	атака	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
कार	автомобиль	कार	автомобиль	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
कार	вагон	कार	вагон	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
कार	машина	कार	машина	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
जांच	зонд	जांच	зонд	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
जांच	следствие	जांच	следствие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
जांच	расследование	जांच	расследование	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
जांच	проверка	जांच	проверка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
जांच	тест	जांच	тест	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
जांच	испытание	जांच	испытание	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
आठ	восемь	आठ	восемь	NUM	NUM;NOM
अकादमी	академия	अकादमी	академия	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सतह	поверхность	सतह	поверхность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
अभियान	кампания	अभियान	кампания	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सिस्टम	система	सिस्टम	система	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
किनारे	край	किनारा	край	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
कार्बन	углерод	कार्बन	углерод	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
प्रतिक्रिया	реакция	प्रतिक्रिया	реакция	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
प्रतिक्रिया	отзыв	प्रतिक्रिया	отзыв	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
प्रतिक्रिया	реагирование	प्रतिक्रिया	реагирование	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
प्रतिक्रिया	реакция	प्रतिक्रिया	реакция	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
प्रतिक्रिया	ответ	प्रतिक्रिया	ответ	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
मौत	смерть	मौत	смерть	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
विवाद	спор	विवाद	спор	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
ग्रहण	затмение	ग्रहण	затмение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
मैदान	местность	मैदान	местность	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
मैदान	майдан	मैदान	майдан	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मैदान	основание	मैदान	основание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
विमान	авиация	विमान	авиация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विमान	авиации	विमान	авиация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विमान	авиация	विमान	авиация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विमान	самолет	विमान	самолет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विमान	самолёт	विमान	самолет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विमान	самолет	विमान	самолет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विमान	самолёт	विमान	самолет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
सक्षम	способные	सक्षम	способный	ADJ	ADJ;NOM;PL
सक्षम	способных	सक्षम	способный	ADJ	ADJ;GEN;PL
सक्षम	способная	सक्षम	способный	ADJ	ADJ;NOM;FEM;SG
सक्षम	способный	सक्षम	способный	ADJ	ADJ;NOM;MASC;SG
वातावरण	окружение	वातावरण	окружение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
वातावरण	атмосфера	वातावरण	атмосфера	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
लागत	цена	लागत	цена	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
लागत	стоимость	लागत	стоимость	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सीधे	прямо	सीधे	прямо	ADV	ADV
सीधे	напрямую	सीधे	напрямую	ADV	ADV
सीधे	непосредственно	सीधे	непосредственно	ADV	ADV
प्रेस	пресса	प्रेस	пресса	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
