ve	in	ve	in	CONJ	CONJ
etkinlik	dogodek	etkinlik	dogodek	N;NOM;SG;3	N;NOM;MASC;SG
etkinlik	prireditev	etkinlik	prireditev	N;NOM;SG;3	N;NOM;FEM;SG
etkinlik	dogodka	etkinlik	dogodek	N;NOM;SG;3	N;NOM;MASC;SG
merak	radovednost	merak	radovednost	N;NOM;SG;3	N;NOM;FEM;SG
merak	čudo	merak	čuda	N;NOM;SG;3	N;NOM;NEUT;SG
devriye	patrulja	devri	patruljati	N;NOM;SG;3	N;NOM;FEM;SG
sunucusu	strežnik	sunucu	strežnik	N;NOM;SG;3	N;NOM;MASC;SG
alışveriş	shop	alışveriş	shop	N;NOM;SG;3	N;NOM;MASC;SG
alışveriş	trgovina	alışveriş	trgovina	N;NOM;SG;3	N;NOM;FEM;SG
alışveriş	nakup	alışveriş	nakup	N;NOM;SG;3	N;NOM;MASC;SG
alışveriş	nakupovanje	alışveriş	nakupovanje	N;NOM;SG;3	N;NOM;NEUT;SG
uygulamalar	vloge	uygulama	vloga	N;NOM;PL;3	N;NOM;FEM;PL
uygulamalar	prošnje	uygulama	prošnja	N;NOM;PL;3	N;NOM;FEM;PL
uygulamalar	prijave	uygulama	prijava	N;NOM;PL;3	N;NOM;FEM;PL
uygulamalar	aplikacije	uygulama	aplikacija	N;NOM;PL;3	N;NOM;FEM;PL
uygulamalar	aplikacije	uygulama	aplikacija	N;NOM;PL;3	N;NOM;FEM;PL
sistemler	sistemi	sistem	sistem	N;NOM;PL;3	N;NOM;MASC;PL
güvenliği	varnost	güvenlik	varnost	N;NOM;SG;3	N;NOM;FEM;SG
tapınak	svetišče	tapınak	svetišče	N;NOM;SG;3	N;NOM;NEUT;SG
tapınak	tempelj	tapınak	tempelj	N;NOM;SG;3	N;NOM;MASC;SG
tapınak	hram	tapınak	hrama	N;NOM;SG;3	N;NOM;MASC;SG
tapınak	tabernakelj	tapınak	tabernakelj	N;NOM;SG;3	N;NOM;MASC;SG
topraklar	dežele	toprak	dežela	N;NOM;PL;3	N;NOM;FEM;PL
topraklar	tla	toprak	tla	N;NOM;PL;3	N;NOM;NEUT;PL
romantik	romantika	romantik	romantika	N;NOM;SG;3	N;NOM;FEM;SG
romantik	romanca	romantik	romanec	N;NOM;SG;3	N;NOM;FEM;SG
bahçesi	vrt	bahçe	vrt	N;NOM;SG;3	N;NOM;MASC;SG
bakanlar	ministri	bakan	minister	N;NOM;PL;3	N;NOM;MASC;PL
otobüs	bus	otobüs	bus	N;NOM;SG;3	N;NOM;MASC;SG
otobüs	avtobus	otobüs	avtobus	N;NOM;SG;3	N;NOM;MASC;SG
yeteneği	zmožnost	yetenek	zmožnost	N;NOM;SG;3	N;NOM;FEM;SG
yeteneği	sposobnost	yetenek	sposobnost	N;NOM;SG;3	N;NOM;FEM;SG
yatırım	vlaganje	yatırım	vlaganje	N;NOM;SG;3	N;NOM;NEUT;SG
yatırım	vlaganje	yatırım	vlaganje	N;NOM;SG;3	N;NOM;NEUT;SG
yatırım	naložba	yatırım	naložba	N;NOM;SG;3	N;NOM;FEM;SG
kurallar	pravila	kural	pravilo	N;NOM;PL;3	N;NOM;NEUT;PL
kurallar	predpisi	kural	predpis	N;NOM;PL;3	N;NOM;MASC;PL
kurallar	smernice	kural	smernica	N;NOM;PL;3	N;NOM;FEM;PL
tekniği	tehniko	teknik	tehnika	N;ACC;SG;3	N;ACC;FEM;SG
duygusal	čustvena	duygusal	čustven	ADJ	ADJ;NOM;FEM;SG
duygusal	čustveni	duygusal	čustven	ADJ	ADJ;NOM;MASC;PL
duygusal	čustvene	duygusal	čustven	ADJ	ADJ;NOM;FEM;PL
haberleri	novice	haber	novica	N;NOM;PL;3	N;NOM;FEM;PL
girişimi	poizkus	girişim	poizkus	N;NOM;SG;3	N;NOM;MASC;SG
girişimi	poskus	girişim	poskus	N;NOM;SG;3	N;NOM;MASC;SG
girişimi	pobuda	girişim	pobuda	N;NOM;SG;3	N;NOM;FEM;SG
dostluk	prijateljstvo	dostluk	prijateljstvo	N;NOM;SG;3	N;NOM;NEUT;SG
moon	mesec	moon	mesec	N;NOM;SG;3	N;NOM;MASC;SG
moon	luna	moon	luna	N;NOM;SG;3	N;NOM;FEM;SG
moon	luni	moon	luniti	N;NOM;SG;3	N;NOM;FEM;SG
teori	teorija	teori	teorija	N;NOM;SG;3	N;NOM;FEM;SG
direniş	upor	direniş	upor	N;NOM;SG;3	N;NOM;MASC;SG
direniş	odpornost	direniş	odpornost	N;NOM;SG;3	N;NOM;FEM;SG
direniş	odpor	direniş	odpor	N;NOM;SG;3	N;NOM;MASC;SG
direniş	upiranje	direniş	upiranje	N;NOM;SG;3	N;NOM;NEUT;SG
filosu	ladjevje	filo	ladjevje	N;NOM;SG;3	N;NOM;NEUT;SG
filosu	flota	filo	flot	N;NOM;SG;3	N;NOM;FEM;SG
fotoğrafları	fotografije	fotoğraf	fotografija	N;NOM;PL;3	N;NOM;FEM;PL
fotoğrafları	slike	fotoğraf	slika	N;NOM;PL;3	N;NOM;FEM;PL
sahnesi	scena	sahne	scena	N;NOM;SG;3	N;NOM;FEM;SG
sahnesi	prizor	sahne	prizor	N;NOM;SG;3	N;NOM;MASC;SG
sahnesi	prizorišče	sahne	prizorišče	N;NOM;SG;3	N;NOM;NEUT;SG
bahçe	vrtnarjenje	bahçe	vrtnarjenje	N;NOM;SG;3	N;NOM;NEUT;SG
bahçe	vrt	bahçe	vrt	N;NOM;SG;3	N;NOM;MASC;SG
oluşturuldu	ustvaril	oluş	ustvariti	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;V.PTCP
sözler	obljube	söz	obljuba	N;NOM;PL;3	N;NOM;FEM;PL
sözler	besede	söz	beseda	N;NOM;PL;3	N;NOM;FEM;PL
sözler	besedila	söz	besedilo	N;NOM;PL;3	N;NOM;NEUT;PL
finansal	finančno	finansal	finančen	ADJ	ADJ;NOM;NEUT;SG
finansal	finančna	finansal	finančen	ADJ	ADJ;NOM;FEM;SG
filipinler	filipini	filip	filipina	N;NOM;PL;3	N;NOM;MASC;PL
çocukluk	otroštvo	çocukluk	otroštvo	N;NOM;SG;3	N;NOM;NEUT;SG
veriler	podatki	veri	podatek	N;NOM;PL;3	N;NOM;MASC;PL
aileler	starši	aile	starš	N;NOM;PL;3	N;NOM;MASC;PL
aileler	družine	aile	družina	N;NOM;PL;3	N;NOM;FEM;PL
yöntemleri	metode	yöntem	metoda	N;NOM;PL;3	N;NOM;FEM;PL
salon	salon	salon	salon	N;NOM;SG;3	N;NOM;MASC;SG
salon	dvorana	salon	dvorana	N;NOM;SG;3	N;NOM;FEM;SG
salon	hodnik	salon	hodnik	N;NOM;SG;3	N;NOM;MASC;SG
ejderha	zmajev	ejderha	zmaj	N;NOM;SG;3	N;NOM;MASC;SG
ejderha	zmaj	ejderha	zmaj	N;NOM;SG;3	N;NOM;MASC;SG
telekom	telecom	telekom	teloc	N;NOM;SG;3	N;NOM;MASC;SG
bellek	pomnilnik	bellek	pomnilnik	N;NOM;SG;3	N;NOM;MASC;SG
bellek	spomin	bellek	spomin	N;NOM;SG;3	N;NOM;MASC;SG
bellek	spomina	bellek	spomin	N;NOM;SG;3	N;NOM;MASC;SG
torunu	vnukinja	torun	vnukinja	N;NOM;SG;3	N;NOM;FEM;SG
torunu	vnuka	torun	vnuk	N;NOM;SG;3	N;NOM;MASC;SG
torunu	vnuk	torun	vnuk	N;NOM;SG;3	N;NOM;MASC;SG
olasılık	verjetnost	olasılık	verjetnost	N;NOM;SG;3	N;NOM;FEM;SG
olasılık	možnost	olasılık	možnost	N;NOM;SG;3	N;NOM;FEM;SG
bağlantıları	povezave	bağlantı	povezava	N;NOM;PL;3	N;NOM;FEM;PL
bağlantıları	povezave	bağlantı	povezava	N;NOM;PL;3	N;NOM;FEM;PL
bağlantıları	priključki	bağlantı	priključek	N;NOM;PL;3	N;NOM;MASC;PL
tehlike	nevarnost	tehlike	nevarnost	N;NOM;SG;3	N;NOM;FEM;SG
sofya	sophio	sofya	sophia		
dersler	lekcije	ders	lekcija	N;NOM;PL;3	N;NOM;FEM;PL
dersler	predavanja	ders	predavanje	N;NOM;PL;3	N;NOM;NEUT;PL
dersler	tečaji	ders	tečaj	N;NOM;PL;3	N;NOM;MASC;PL
dersler	razredi	ders	razred	N;NOM;PL;3	N;NOM;MASC;PL
çarşamba	srede	çarşamba	sreda		
rightarm	rightarm	rightarm	rightarm		
satranç	šah	satranç	šah	N;NOM;SG;3	N;NOM;MASC;SG
düzensiz	neenotna	düzensiz	neenoten	ADJ	ADJ;NOM;FEM;SG
düzensiz	nepravilen	düzensiz	nepravilen	ADJ	ADJ;NOM;INDF;MASC;SG
düzensiz	nepravilnih	düzensiz	nepravilen	ADJ	ADJ;GEN;MASC;PL
tedavisi	obdelava	tedavi	obdelava	N;NOM;SG;3	N;NOM;FEM;SG
tedavisi	zdravljenje	tedavi	zdravljenje	N;NOM;SG;3	N;NOM;NEUT;SG
tedavisi	obravnava	tedavi	obravnava	N;NOM;SG;3	N;NOM;FEM;SG
maalesef	žal	maalesef	žal	ADV	ADV
bateri	boben	bateri	boben	N;NOM;SG;3	N;NOM;MASC;SG
meryem	madona	meryem	madon	N;NOM;SG;3	N;NOM;MASC;SG
meryem	mariam	meryem	mariam	N;NOM;SG;3	N;NOM;MASC;SG
meryem	marija	meryem	marija	N;NOM;SG;3	N;NOM;FEM;SG
savaşlar	vojne	savaş	vojna	N;NOM;PL;3	N;NOM;FEM;PL
savaşlar	bitke	savaş	bitka	N;NOM;PL;3	N;NOM;FEM;PL
geliştirmek	izboljšati	geliş	izboljšati	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;PFV;NFIN
geliştirmek	izboljša	geliş	izboljšati	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;PFV;IND;SG;3;PRS;FIN
extra	ekstra	extra	ekstra		
extra	extra	extra	extra		
matematikçi	matematik	matematikçi	matematik	N;NOM;SG;3	N;NOM;MASC;SG
tolga	tolga	tolga	tolg		
atış	met	atış	met		
adalar	otoki	ada	otok	N;NOM;PL;3	N;NOM;MASC;PL
misafir	gosta	misafir	gost	N;NOM;SG;3	N;NOM;MASC;SG
misafir	gostja	misafir	gostja	N;NOM;SG;3	N;NOM;FEM;SG
genişliği	širina	genişlik	širina	N;NOM;SG;3	N;NOM;FEM;SG
turistik	turistična	turistik	turističen	ADJ	ADJ;NOM;FEM;SG
turistik	turistični	turistik	turističen	ADJ	ADJ;NOM;MASC;SG
turistik	turistične	turistik	turističen	ADJ	ADJ;NOM;FEM;PL
turistik	turistično	turistik	turističen	ADJ	ADJ;NOM;NEUT;SG
katılmak	pridružil	kat	pridružiti	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;PFV;MASC;SG;V.PTCP
hediye	sedanjost	hedi	sedanjost	N;NOM;SG;3	N;NOM;FEM;SG
hediye	darilo	hedi	darilo	N;NOM;SG;3	N;NOM;NEUT;SG
doğmuş	rodil	doğ	roditi	V;PFV;NFH;IND;SG;3;POS;PST	V;MASC;SG;V.PTCP
şiirler	pesmi	şiir	pesem	N;NOM;PL;3	N;NOM;FEM;PL
şiirler	poezije	şiir	poezija	N;NOM;PL;3	N;NOM;FEM;PL
cumhuriyetçi	republikanec	cumhuriyetçi	republikanec	N;NOM;SG;3	N;NOM;MASC;SG
renkleri	barve	renk	barva	N;NOM;PL;3	N;NOM;FEM;PL
renkleri	barve	renk	barva	N;NOM;PL;3	N;NOM;FEM;PL
frekans	frekvenca	frekans	frekvenca	N;NOM;SG;3	N;NOM;FEM;SG
frekans	pogostost	frekans	pogostost	N;NOM;SG;3	N;NOM;FEM;SG
frekans	pogostnost	frekans	pogostnost	N;NOM;SG;3	N;NOM;FEM;SG
modelleri	modeli	model	model	N;NOM;PL;3	N;NOM;MASC;PL
yazık	skoda	yazık	skoda		
tüfek	puška	tüfek	puška	N;NOM;SG;3	N;NOM;FEM;SG
tüfek	puška	tüfek	puška	N;NOM;SG;3	N;NOM;FEM;SG
birlikler	enote	birlik	enota	N;NOM;PL;3	N;NOM;FEM;PL
birlikler	čete	birlik	četa	N;NOM;PL;3	N;NOM;FEM;PL
sözlüğü	slovar	sözlük	slovar	N;NOM;SG;3	N;NOM;MASC;SG
evler	domovi	ev	domov	N;NOM;PL;3	N;NOM;MASC;PL
evler	hiške	ev	hiška	N;NOM;PL;3	N;NOM;FEM;PL
evler	hiše	ev	hiša	N;NOM;PL;3	N;NOM;FEM;PL
büyüme	rastoče	büyü	rastoč		
sıcaklığı	temperaturo	sıcaklık	temperatura	N;ACC;SG;3	N;ACC;FEM;SG
sıcaklığı	toplino	sıcaklık	toplina	N;ACC;SG;3	N;ACC;FEM;SG
oluşumu	formacijo	oluş	formacija	N;ACC;SG;3	N;ACC;FEM;SG
point	točka	point	točka	N;NOM;SG;3	N;NOM;FEM;SG
point	point	point	point	N;NOM;SG;3	N;NOM;MASC;SG
bitti	končala	bit	končati	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;V.PTCP
yemekler	živila	yemek	živilo	N;NOM;PL;3	N;NOM;NEUT;PL
yemekler	živila	yemek	živilo	N;NOM;PL;3	N;NOM;NEUT;PL
yemekler	obroki	yemek	obrok	N;NOM;PL;3	N;NOM;MASC;PL
yemekler	posode	yemek	posoda	N;NOM;PL;3	N;NOM;FEM;PL
yemekler	jedi	yemek	jed	N;NOM;PL;3	N;NOM;FEM;PL
durumlar	situacije	durum	situacija	N;NOM;PL;3	N;NOM;FEM;PL
durumlar	statusi	durum	statusiti	N;NOM;PL;3	N;NOM;MASC;PL
atlet	športnik	atlet	športnik	N;NOM;SG;3	N;NOM;MASC;SG
elverişli	priročno	elverişli	priročen	ADJ	ADJ;NOM;NEUT;SG
elverişli	priročna	elverişli	priročen	ADJ	ADJ;NOM;FEM;SG
elverişli	ugodni	elverişli	ugoden	ADJ	ADJ;NOM;MASC;SG
elverişli	ugodno	elverişli	ugoden	ADJ	ADJ;NOM;NEUT;SG
banka	breg	banka	breg	N;NOM;SG;3	N;NOM;MASC;SG
banka	banka	banka	banka	N;NOM;SG;3	N;NOM;FEM;SG
fazlası	presežna	fazla	presežen	ADJ;NOM;SG;3	ADJ;NOM;FEM;SG
tamamlandı	končala	tamamla	končati	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;V.PTCP
dinamik	dinamična	dinamik	dinamičen	ADJ	ADJ;NOM;FEM;SG
dinamik	dinamični	dinamik	dinamičen	ADJ	ADJ;NOM;MASC;SG
dinamik	dinamičen	dinamik	dinamičen	ADJ	ADJ;NOM;INDF;MASC;SG
şarap	vino	şarap	vino	N;NOM;SG;3	N;NOM;NEUT;SG
vektör	vektor	vektör	vektor	N;NOM;SG;3	N;NOM;MASC;SG
ateşi	vročina	ateşi	vročina	N;NOM;SG;3	N;NOM;FEM;SG
mimarisi	arhitektura	mimari	arhitektura	N;NOM;SG;3	N;NOM;FEM;SG
kazananlar	zmagovalci	kazanan	zmagovalec	N;NOM;PL;3	N;NOM;MASC;PL
partiler	pogodbenice	parti	pogodbenica	N;NOM;PL;3	N;NOM;FEM;PL
partiler	zabave	parti	zabava	N;NOM;PL;3	N;NOM;FEM;PL
partiler	stranke	parti	stranka	N;NOM;PL;3	N;NOM;FEM;PL
semt	soseska	semt	sosesk	N;NOM;SG;3	N;NOM;FEM;SG
semt	soseska	semt	sosesk	N;NOM;SG;3	N;NOM;FEM;SG
semt	okrožje	semt	okrožje	N;NOM;SG;3	N;NOM;NEUT;SG
dayanışma	solidarnost	dayanışma	solidarnost	N;NOM;SG;3	N;NOM;FEM;SG
kahve	kava	kahve	kava	N;NOM;SG;3	N;NOM;FEM;SG
diyor	pravi	de	praviti	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
çevirisi	prevajanje	çevir	prevajanje	N;NOM;SG;3	N;NOM;NEUT;SG
çevirisi	prevod	çevir	prevod	N;NOM;SG;3	N;NOM;MASC;SG
gel	pridi	gel	pridi	V;PFV;IMP;SG;2;POS;PRS	V;PFV;IMP;SG;2;FIN
kategorisi	kategorija	kategori	kategorija	N;NOM;SG;3	N;NOM;FEM;SG
seçimler	volitve	seçim	volitev	N;NOM;PL;3	N;NOM;FEM;PL
seçimler	izbire	seçim	izbira	N;NOM;PL;3	N;NOM;FEM;PL
seçimler	volitve	seçim	volitev	N;NOM;PL;3	N;NOM;FEM;PL
görevler	naloge	görev	naloga	N;NOM;PL;3	N;NOM;FEM;PL
görevler	zaposlitve	görev	zaposlitev	N;NOM;PL;3	N;NOM;FEM;PL
görevler	misije	görev	misija	N;NOM;PL;3	N;NOM;FEM;PL
görevler	vloge	görev	vloga	N;NOM;PL;3	N;NOM;FEM;PL
afyon	afyon	afyon	afyon		
silahlar	pištole	silah	pištola	N;NOM;PL;3	N;NOM;FEM;PL
silahlar	topovi	silah	top	N;NOM;PL;3	N;NOM;MASC;PL
silahlar	puške	silah	puška	N;NOM;PL;3	N;NOM;FEM;PL
silahlar	pištole	silah	pištola	N;NOM;PL;3	N;NOM;FEM;PL
silahlar	roke	silah	roka	N;NOM;PL;3	N;NOM;FEM;PL
görüşler	mnenja	görüş	mnenje	N;NOM;PL;3	N;NOM;NEUT;PL
toplantı	nabiranje	toplantı	nabiranje	N;NOM;SG;3	N;NOM;NEUT;SG
toplantı	zbiranje	toplantı	zbiranje	N;NOM;SG;3	N;NOM;NEUT;SG
toplantı	seji	toplantı	seja	N;NOM;SG;3	N;NOM;FEM;SG
toplantı	srečanje	toplantı	srečanje	N;NOM;SG;3	N;NOM;NEUT;SG
toplantı	sestanek	toplantı	sestanek	N;NOM;SG;3	N;NOM;MASC;SG
ölmüş	preminil	öl	preminiti	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
ölmüş	umrl	öl	umreti	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
şartları	izrazi	şart	izraz	N;NOM;PL;3	N;NOM;MASC;PL
şartları	pogoji	şart	pogoj	N;NOM;PL;3	N;NOM;MASC;PL
sürgüne	izgnanstvu	sürgü	izgnanstvo	N;DAT;SG;3	N;DAT;NEUT;SG
diplomat	diplomat	diplomat	diplomat	N;NOM;SG;3	N;NOM;MASC;SG
ferdi	ferdi	ferdi	ferdi		
silahı	pištolo	silah	pištola	N;ACC;SG;3	N;ACC;FEM;SG
gazetecilik	novinarstvo	gazetecilik	novinarstvo	N;NOM;SG;3	N;NOM;NEUT;SG
haberler	novice	haber	novica	N;NOM;PL;3	N;NOM;FEM;PL
haberler	zgodbice	haber	zgodbica	N;NOM;PL;3	N;NOM;FEM;PL
haberler	zgodbe	haber	zgodba	N;NOM;PL;3	N;NOM;FEM;PL
nadiren	redkokdaj	nadiren	redkokdaj	ADV	ADV
nadiren	redko	nadiren	redko	ADV	ADV
sulu	sulu	sulu	sul		
şirketler	družbe	şirket	družba	N;NOM;PL;3	N;NOM;FEM;PL
şirketler	korporacije	şirket	korporacija	N;NOM;PL;3	N;NOM;FEM;PL
şirketler	podjetja	şirket	podjetje	N;NOM;PL;3	N;NOM;NEUT;PL
şirketler	družbe	şirket	družba	N;NOM;PL;3	N;NOM;FEM;PL
şirketler	podjetja	şirket	podjetje	N;NOM;PL;3	N;NOM;NEUT;PL
şirketler	podjetji	şirket	podjetje	N;NOM;PL;3	N;NOM;NEUT;PL
ermeniler	armenci	ermen	armenec	N;NOM;PL;3	N;NOM;MASC;PL
programlar	programi	program	program	N;NOM;PL;3	N;NOM;MASC;PL
programlar	programi	program	program	N;NOM;PL;3	N;NOM;MASC;PL
işlevi	funkcija	işlev	funkcija	N;NOM;SG;3	N;NOM;FEM;SG
seyyid	seyyed	seyyid	seyyed		
beach	plaža	beach	plaža	N;NOM;SG;3	N;NOM;FEM;SG
beach	obala	beach	obala	N;NOM;SG;3	N;NOM;FEM;SG
beach	beach	beach	beach	N;NOM;SG;3	N;NOM;MASC;SG
hlist	hlist	hlist	hlist		
çapı	premer	çapı	premer	N;NOM;SG;3	N;NOM;MASC;SG
sahili	obalo	sahili	obala	N;ACC;SG;3	N;ACC;FEM;SG
kurumsal	institucionalna	kurumsal	institucionalen	ADJ	ADJ;NOM;FEM;SG
kurumsal	institucionalni	kurumsal	institucionalen	ADJ	ADJ;NOM;MASC;SG
kurumsal	institucionalno	kurumsal	institucionalen	ADJ	ADJ;NOM;NEUT;SG
kurumsal	podjetniški	kurumsal	podjetniški	ADJ	ADJ;NOM;MASC;SG
cinayet	umor	cinayet	umor	N;NOM;SG;3	N;NOM;MASC;SG
cinayet	umori	cinayet	umor	N;NOM;SG;3	N;NOM;MASC;SG
cinayet	umor	cinayet	umor	N;NOM;SG;3	N;NOM;MASC;SG
farklılıklar	razlike	farklılık	razlika	N;NOM;PL;3	N;NOM;FEM;PL
reddetti	odklonil	reddet	odkloniti	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
haçlılar	križarji	haçlı	križar	N;NOM;PL;3	N;NOM;MASC;PL
mesleği	poklic	meslek	poklic	N;NOM;SG;3	N;NOM;MASC;SG
mesleği	poklic	meslek	poklic	N;NOM;SG;3	N;NOM;MASC;SG
üreticisi	proizvajalec	üretici	proizvajalec	N;NOM;SG;3	N;NOM;MASC;SG
üreticisi	izdelovalec	üretici	izdelovalec	N;NOM;SG;3	N;NOM;MASC;SG
papalık	papeštvo	papalık	papeštvo	N;NOM;SG;3	N;NOM;NEUT;SG
yönlendirme	preusmeri	yönlen	preusmer	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;PFV;IND;SG;3;PRS;FIN
yayınlar	publikacije	yayın	publikacija	N;NOM;PL;3	N;NOM;FEM;PL
danışmanı	svetovalec	danışman	svetovalec	N;NOM;SG;3	N;NOM;MASC;SG
danışmanı	svetovalec	danışman	svetovalec	N;NOM;SG;3	N;NOM;MASC;SG
danışmanı	svetovalec	danışman	svetovalec	N;NOM;SG;3	N;NOM;MASC;SG
bitkiler	rastline	bitki	rastlina	N;NOM;PL;3	N;NOM;FEM;PL
bitkiler	zelišča	bitki	zelišče	N;NOM;PL;3	N;NOM;NEUT;PL
benzerlik	podobnost	benzerlik	podobnost	N;NOM;SG;3	N;NOM;FEM;SG
benzerlik	podobnost	benzerlik	podobnost	N;NOM;SG;3	N;NOM;FEM;SG
kimliği	identiteta	kimlik	identiteta	N;NOM;SG;3	N;NOM;FEM;SG
suları	sokove	su	sok	N;ACC;PL;3	N;ACC;MASC;PL
hakaret	žalitev	hakaret	žalitev	N;NOM;SG;3	N;NOM;FEM;SG
hakaret	žalitev	hakaret	žalitev	N;NOM;SG;3	N;NOM;FEM;SG
kurtlar	volkovi	kurt	volkov	N;NOM;PL;3	N;NOM;MASC;PL
kurtlar	ličinke	kurt	ličinka	N;NOM;PL;3	N;NOM;FEM;PL
kurtlar	črvi	kurt	črv	N;NOM;PL;3	N;NOM;MASC;PL
karşılaştı	srečal	karşılaş	srečati	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
özgürlüğü	svobodo	özgürlük	svoboda	N;ACC;SG;3	N;ACC;FEM;SG
renault	renault	renault	renaulta	N;NOM;SG;3	N;NOM;MASC;SG
değerler	vrednosti	değer	vrednost	N;NOM;PL;3	N;NOM;FEM;PL
değerler	vrednote	değer	vrednota	N;NOM;PL;3	N;NOM;FEM;PL
yeğeni	nečak	yeğen	nečako	N;NOM;SG;3	N;NOM;MASC;SG
yeğeni	nečakinja	yeğen	nečakinja	N;NOM;SG;3	N;NOM;FEM;SG
stabilize	stabilizirati	stabilize	stabilizirati	V;PFV;IND;SG;POS;PRS	V;NFIN
burnu	rilec	burun	rilec	N;NOM;SG;3	N;NOM;MASC;SG
burnu	gobec	burun	gobec	N;NOM;SG;3	N;NOM;MASC;SG
burnu	ogrinjalo	burun	ogrinjalo	N;NOM;SG;3	N;NOM;NEUT;SG
burnu	rt	burun	rt	N;NOM;SG;3	N;NOM;MASC;SG
burnu	nos	burun	nos	N;NOM;SG;3	N;NOM;MASC;SG
kaçtı	pobegnila	kaç	pobegniti	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;V.PTCP
kaçtı	pobegnil	kaç	pobegniti	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
kaçtı	pobegnila	kaç	pobegniti	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;V.PTCP
kaçtı	pobegnil	kaç	pobegniti	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
renkler	barve	renk	barva	N;NOM;PL;3	N;NOM;FEM;PL
renkler	barve	renk	barva	N;NOM;PL;3	N;NOM;FEM;PL
aslı	asl	aslı	asl		
ordular	armade	ordu	armada	N;NOM;PL;3	N;NOM;FEM;PL
ordular	vojske	ordu	vojska	N;NOM;PL;3	N;NOM;FEM;PL
kurucuları	ustanovitelji	kurucu	ustanovitelj	N;NOM;PL;3	N;NOM;MASC;PL
sendromu	sindrom	sendromu	sindrom	N;NOM;SG;3	N;NOM;MASC;SG
projeleri	projekte	proje	projekt	N;ACC;PL;3	N;ACC;MASC;PL
volkanik	magmatska	volkanik	magmatski	ADJ	ADJ;NOM;FEM;SG
volkanik	vulkanskega	volkanik	vulkanski	ADJ	ADJ;GEN;NEUT;SG
yetenekli	nadarjena	yetenekli	nadarjen	ADJ	ADJ;NOM;FEM;SG
yetenekli	nadarjeni	yetenekli	nadarjen	ADJ	ADJ;NOM;MASC;PL
yetenekli	nadarjen	yetenekli	nadarjen	ADJ	ADJ;NOM;INDF;MASC;SG
yetenekli	talentiran	yetenekli	talentiran	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
yetenekli	nadarjena	yetenekli	nadarjen	ADJ	ADJ;NOM;FEM;SG
yetenekli	nadarjen	yetenekli	nadarjen	ADJ	ADJ;NOM;INDF;MASC;SG
yetenekli	usposobljenih	yetenekli	usposobljen	ADJ	ADJ;GEN;MASC;PL;V.PTCP
müslümanlar	muslimani	müslüman	musliman	N;NOM;PL;3	N;NOM;MASC;PL
müslümanlar	muslimani	müslüman	musliman	N;NOM;PL;3	N;NOM;MASC;PL
büyüyen	rastoče	büyü	rastoč		
gözleri	oči	göz	oči	N;NOM;PL;3	N;NOM;FEM;PL
açısal	kotni	açısal	kotniti	ADJ	ADJ;NOM;MASC;SG
binalar	stavbe	bina	stavba	N;NOM;PL;3	N;NOM;FEM;PL
binalar	poslopja	bina	poslopje	N;NOM;PL;3	N;NOM;NEUT;PL
binalar	zgradbe	bina	zgradba	N;NOM;PL;3	N;NOM;FEM;PL
biyografi	bio	biyografi	biti		
namlu	sod	namlu	soda	N;NOM;SG;3	N;NOM;MASC;SG
namlu	sodček	namlu	sodček	N;NOM;SG;3	N;NOM;MASC;SG
tarihçiler	zgodovinarji	tarihçi	zgodovinar	N;NOM;PL;3	N;NOM;MASC;PL
büyüdü	zrasel	büyü	zrasti	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
büyüdü	zrastel	büyü	zrasti	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
büyüdü	zrasel	büyü	zrasti	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
büyüdü	zrasla	büyü	zrasti	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;V.PTCP
simgesi	ikona	simge	ikona	N;NOM;SG;3	N;NOM;FEM;SG
avukatlık	odvetnik	avukatlık	odvetnik	N;NOM;SG;3	N;NOM;MASC;SG
avukatlık	pravnik	avukatlık	pravnik	N;NOM;SG;3	N;NOM;MASC;SG
