bagdad	bagdad	bagdar	bagdad	N	N;INDF;MASC;SG
insulto	insulta	insulto	insulta	N	N;DEF;FEM;SG
insulto	insultă	insulto	insulta	N	N;INDF;FEM;SG
enxeñeiro	inginer	enxeñeiro	inginer	N	N;INDF;MASC;SG
subiu	plecat	subiu	pleca	V	V;MASC;SG;V.PTCP
discursos	discursurile	discurso	discurs	N	N;DEF;FEM;PL
discursos	discursuri	discurso	discurs	N	N;INDF;FEM;PL
puideses	putea	poder	putea	V	V;IND;SG;3;IPFV;FIN
arrestar	arestati	arrestar	aresta	V	V;IND;PL;2;IPFV;FIN
confirmar	confirma	confirmar	confirma	V	V;IND;SG;3;IPFV;FIN
confirmar	confirmă	confirmar	confirma	V	V;IND;SG;3;PST;FIN
confirmar	confirm	confirmar	confirm	V	V;IND;SG;1;PRS;FIN
bañeira	cadă	bañeira	cădea	N	N;INDF;FEM;SG
bañeira	baie	bañeira	baie	N	N;INDF;FEM;SG
bañeira	bath	bañeira	bath	N	N;INDF;MASC;SG
quizá	poate	quizá	poate	ADV	ADV
quizá	poate	quizá	poate	ADV	ADV
pó	praful	pó	praf	N	N;DEF;MASC;SG
pó	praf	pó	praf	N	N;INDF;MASC;SG
gravadora	bandă	gravador	bandă	N	N;INDF;FEM;SG
gravadora	banda	gravador	bandă	N	N;DEF;FEM;SG
gravadora	casetă	gravador	casetă	N	N;INDF;FEM;SG
gravadora	recorder	gravador	recorder	N	N;INDF;MASC;SG
citas	citate	cita	citat	N	N;INDF;FEM;PL
medallas	medalii	medalla	medalie	N	N;INDF;FEM;PL
medallas	medaliile	medalla	medalie	N	N;DEF;FEM;PL
mova	mută	movo	muta	V	V;IND;SG;3;PST;FIN
mova	misca	movo	misca	V	V;IND;SG;3;IPFV;FIN
marabillas	minuni	marabilla	minun	N	N;INDF;FEM;PL
marabillas	minunile	marabilla	minună	N	N;DEF;FEM;PL
prometeu	promise	prometer	promite	V	V;IND;SG;3;PST;FIN
prometeu	promis	prometer	promite	V	V;MASC;SG;V.PTCP
prometeu	are	prometer	avea	V	V;IND;SG;3;PRS;FIN
troco	schimbare	troco	schimbare	N	N;INDF;FEM;SG
troco	schimbarea	troco	schimbare	N	N;DEF;FEM;SG
guindar	aruncă	guindar	arunca	V	V;IND;SG;3;PST;FIN
guindar	arunca	guindar	arunca	V	V;IND;SG;3;IPFV;FIN
explorador	explorer	explorador	explorer	N	N;INDF;MASC;SG
explorador	explorator	explorador	explorator	N	N;INDF;MASC;SG
explorador	ranger	explorador	ranger	N	N;INDF;MASC;SG
cafés	cafele	cafés	cafă	N	N;INDF;FEM;PL
cafés	cafenele	cafés	cafen	N	N;INDF;FEM;PL
lar	casă	lar	casă	N	N;INDF;FEM;SG
quixer	vrei	quixer	vrea	V	V;IND;SG;2;PRS;FIN
quixer	vreau	quixer	vrea	V	V;IND;SG;1;PRS;FIN
mula	catâr	mulo	catâr	N	N;INDF;MASC;SG
oliva	oliva	oliva	olivă	N	N;DEF;FEM;SG
banal	banal	banal	banal	ADJ	ADJ;INDF;MASC;SG
banal	banale	banal	banal	ADJ	ADJ;INDF;FEM;PL
banal	banală	banal	banal	ADJ	ADJ;INDF;FEM;SG
banal	ordinar	banal	ordinar	ADJ	ADJ;INDF;MASC;SG
banal	obișnuit	banal	obișnuit	ADJ	ADJ;INDF;MASC;SG
banal	ordinare	banal	ordinare	ADJ	ADJ;INDF;FEM;PL
banal	obișnuită	banal	obișnuit	ADJ	ADJ;INDF;FEM;SG
radios	radiouri	radio	radio	N	N;INDF;FEM;PL
