überlegungen	pensées	überlegungen	penser	V;NFIN	V;FEM;PL;PST;V.PTCP
trainiert	entraînée	trainieren	entraîner	V;V.PTCP	V;FEM;SG;PST;V.PTCP
trainiert	formés	trainieren	former	V;V.PTCP	V;MASC;PL;PST;V.PTCP
trainiert	entraîné	trainieren	entraîner	V;V.PTCP	V;MASC;SG;PST;V.PTCP
trainiert	formé	trainieren	former	V;V.PTCP	V;MASC;SG;PST;V.PTCP
angefangen	commencé	anfangen	commencer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
angefangen	démarré	anfangen	démarrer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
angefangen	commencée	anfangen	commencer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
angefangen	démarrer	anfangen	démarrer	V;V.PTCP	V;NFIN
angefangen	commencé	anfangen	commencer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
angefangen	commencée	anfangen	commencer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
exzellent	excellents	exzellent	excellent	ADJ	ADJ;MASC;PL
exzellent	excellente	exzellent	excellent	ADJ	ADJ;FEM;SG
exzellent	excellent	exzellent	excellent	ADJ	ADJ;MASC;SG
juristen	avocats	juristen	avocat	N;NOM;PL	N;MASC;PL
juristen	avocats	juristen	avocat	N;NOM;PL	N;MASC;PL
juristen	juristes	juristen	juriste	N;NOM;PL	N;MASC;PL
benötigen	requiert	benötigen	requérir	V;NFIN	V;IND;SG;3;PRS;FIN
benötigen	exige	benötigen	exiger	V;NFIN	V;IND;SG;3;PRS;FIN
benötigen	exigent	benötigen	exiger	V;NFIN	V;IND;PL;3;PRS;FIN
benötigen	nécessite	benötigen	nécessiter	V;NFIN	V;IND;SG;3;PRS;FIN
benötigen	exiger	benötigen	exiger	V;NFIN	V;NFIN
benötigen	requièrent	benötigen	requérir	V;NFIN	V;IND;PL;3;PRS;FIN
gespeichert	stocké	speichern	stocké	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gespeichert	stockés	speichern	stocker	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gespeichert	entreposé	speichern	entreposer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gespeichert	stockées	speichern	stocker	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gespeichert	enregistré	speichern	enregistrer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gespeichert	enregistrée	speichern	enregistrer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gespeichert	sauvés	speichern	sauver	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gespeichert	sauvé	speichern	sauver	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gespeichert	sauvegardé	speichern	sauvegarder	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gespeichert	enregistrés	speichern	enregistrer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gültige	valables	gültig	valable	ADJ;NOM;FEM;PL	ADJ;MASC;PL
gültige	valides	gültig	valide	ADJ;NOM;FEM;PL	ADJ;MASC;PL
gefasst	attrapée	fassen	attraper	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gefasst	pris	fassen	prendre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gefasst	attrapé	fassen	attraper	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gefasst	capturé	fassen	capturer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gefasst	capturés	fassen	capturer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gefasst	appréhendé	fassen	appréhender	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gefasst	appréhendés	fassen	appréhender	V;V.PTCP	V;MASC;PL;PST;V.PTCP
rechtfertigen	justifier	rechtfertigen	justifier	V;NFIN	V;NFIN
rechtfertigen	justifie	rechtfertigen	justifier	V;NFIN	V;IND;SG;3;PRS;FIN
rechtfertigen	justifient	rechtfertigen	justifier	V;NFIN	V;IND;PL;3;PRS;FIN
störung	dysfonctionnement	störung	dysfonctionnement	N;FEM;SG	N;MASC;SG
störung	perturbation	störung	perturbation	N;FEM;SG	N;FEM;SG
störung	interférence	störung	interférence	N;FEM;SG	N;FEM;SG
störung	ingérence	störung	ingérence	N;FEM;SG	N;FEM;SG
störung	perturbation	störung	perturbation	N;FEM;SG	N;FEM;SG
störung	dérangement	störung	dérangement	N;FEM;SG	N;MASC;SG
störung	désordre	störung	désordre	N;FEM;SG	N;MASC;SG
rekonstruktion	reconstitution	rekonstruktion	reconstitution	N;NOM;FEM;SG	N;FEM;SG
rekonstruktion	reconstruction	rekonstruktion	reconstruction	N;NOM;FEM;SG	N;FEM;SG
administratoren	administrateurs	administratoren	administrateur	N;NOM;PL	N;MASC;PL
administratoren	administrateurs	administratoren	administrateur	N;NOM;PL	N;MASC;PL
gelernt	appris	lernen	apprendre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gelernt	apprise	lernen	apprise	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gelernt	apprises	lernen	apprise	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gelernt	appris	lernen	apprendre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gelernt	apprises	lernen	apprise	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gelernt	apprise	lernen	apprise	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gefüllt	fourrés	füllen	fourré	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gefüllt	remplies	füllen	remplir	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gefüllt	remplis	füllen	remplir	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gefüllt	remplie	füllen	remplir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gefüllt	rempli	füllen	remplir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
marschall	marshall	marschall	marshall	ADJ	ADJ;MASC;SG
installation	montage	installation	montage	N;SG	N;MASC;SG
installation	installation	installation	installation	N;SG	N;FEM;SG
installation	installation	installation	installation	N;SG	N;FEM;SG
schöner	beau	schön	beau	ADJ	ADJ;MASC;SG
schöner	superbe	schön	superbe	ADJ	ADJ;MASC;SG
schöner	magnifiques	schön	magnifique	ADJ	ADJ;MASC;PL
schöner	magnifique	schön	magnifique	ADJ	ADJ;MASC;SG
schöner	belle	schön	beau	ADJ	ADJ;FEM;SG
schöner	sympa	schön	sympa	ADJ	ADJ;MASC;SG
schöner	gentil	schön	gentil	ADJ	ADJ;MASC;SG
schöner	joli	schön	joli	ADJ	ADJ;MASC;SG
schöner	jolie	schön	joli	ADJ	ADJ;FEM;SG
speichern	économiser	speichern	économiser	V;NFIN	V;NFIN
speichern	enregistrer	speichern	enregistrer	V;NFIN	V;NFIN
speichern	sauvegarder	speichern	sauvegarder	V;NFIN	V;NFIN
speichern	sauver	speichern	sauver	V;NFIN	V;NFIN
speichern	sauver	speichern	sauver	V;NFIN	V;NFIN
speichern	économiser	speichern	économiser	V;NFIN	V;NFIN
speichern	stocker	speichern	stocker	V;NFIN	V;NFIN
zurückkehren	retournant	zurückkehren	retourner	V;NFIN	V;PRS;V.PTCP
zurückkehren	revenant	zurückkehren	revenir	V;NFIN	V;PRS;V.PTCP
sprachlich	linguistique	sprachlich	linguistique	ADJ	ADJ;MASC;SG
freundlich	aimable	freundlich	aimable	ADJ	ADJ;MASC;SG
freundlich	amicale	freundlich	amical	ADJ	ADJ;FEM;SG
freundlich	sympathique	freundlich	sympathique	ADJ	ADJ;MASC;SG
freundlich	convivial	freundlich	convivial	ADJ	ADJ;MASC;SG
freundlich	amical	freundlich	amical	ADJ	ADJ;MASC;SG
vorschlagen	proposer	vorschlagen	proposer	V;NFIN	V;NFIN
vorschlagen	proposer	vorschlagen	proposer	V;NFIN	V;NFIN
vorschlagen	suggérez	vorschlagen	suggérer	V;NFIN	V;IMP;PL;2;PRS;FIN
vorschlagen	suggère	vorschlagen	suggérer	V;NFIN	V;IND;SG;3;PRS;FIN
vorschlagen	suggérer	vorschlagen	suggérer	V;NFIN	V;NFIN
portugiesisch	portugaise	portugiesisch	portugais	ADJ	ADJ;FEM;SG
portugiesisch	portugais	portugiesisch	portugais	ADJ	ADJ;MASC;SG
reduzieren	réduit	reduzieren	réduire	V;NFIN	V;MASC;SG;PST;V.PTCP
reduzieren	réduire	reduzieren	réduire	V;NFIN	V;NFIN
reduzieren	réduire	reduzieren	réduire	V;NFIN	V;NFIN
filmmusik	score	filmmusik	score	N	N;MASC;SG
filmmusik	partition	filmmusik	partition	N	N;FEM;SG
zuständige	compétentes	zuständig	compétent	ADJ;NOM;FEM;PL	ADJ;FEM;PL
zuständige	compétents	zuständig	compétent	ADJ;NOM;FEM;PL	ADJ;MASC;PL
verknüpft	liée	verknüpfen	lier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
verknüpft	lié	verknüpfen	lier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
verknüpft	relié	verknüpfen	relier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
verknüpft	liés	verknüpfen	lier	V;V.PTCP	V;MASC;PL;PST;V.PTCP
abgekürzt	abrégé	abkürzen	abréger	V;V.PTCP	V;MASC;SG;PST;V.PTCP
abgekürzt	abrégée	abkürzen	abrégé	V;V.PTCP	V;FEM;SG;PST;V.PTCP
wände	murs	wanden	mur	N;NOM;PL	N;MASC;PL
begleitung	surveillance	begleitung	surveillance	N;NOM;FEM;SG	N;FEM;SG
begleitung	accompagnement	begleitung	accompagnement	N;NOM;FEM;SG	N;MASC;SG
begleitung	accompagnateur	begleitung	accompagnateur	N;NOM;FEM;SG	N;MASC;SG
begleitung	escorte	begleitung	escorte	N;NOM;FEM;SG	N;FEM;SG
begleitung	escort	begleitung	escort	N;NOM;FEM;SG	N;FEM;SG
begleitung	accompagnement	begleitung	accompagnement	N;NOM;FEM;SG	N;MASC;SG
abwehr	défense	abwehr	défense	N;SG	N;FEM;SG
abwehr	défense	abwehr	défense	N;SG	N;FEM;SG
genres	genres	gen	genre	N;NOM;NEUT;PL	N;MASC;PL
genres	genres	gen	genre	N;NOM;NEUT;PL	N;MASC;PL
wiederholte	répétée	wiederholt	répéter	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
wiederholte	répété	wiederholt	répéter	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
landstraße	route	landstraße	route	N;NOM;FEM;SG	N;FEM;SG
landstraße	autoroute	landstraße	autoroute	N;NOM;FEM;SG	N;FEM;SG
stören	déranger	stören	déranger	V;NFIN	V;NFIN
stören	perturber	stören	perturber	V;NFIN	V;NFIN
kämpfer	guerrière	kämpfer	guerrière	ADJ	ADJ;FEM;SG
wünschen	souhaite	wünschen	souhaiter	V;NFIN	V;IND;SG;3;PRS;FIN
wünschen	souhaiter	wünschen	souhaiter	V;NFIN	V;NFIN
wünschen	souhaite	wünschen	souhaiter	V;NFIN	V;IND;SG;3;PRS;FIN
wünschen	désirant	wünschen	désirer	V;NFIN	V;PRS;V.PTCP
wünschen	souhaitant	wünschen	souhaiter	V;NFIN	V;PRS;V.PTCP
wünschen	souhaiter	wünschen	souhaiter	V;NFIN	V;NFIN
rosen	roses	rosen	rose	N;NOM;PL	N;FEM;PL
rosen	rosiers	rosen	rosier	N;NOM;PL	N;MASC;PL
beigetragen	contribué	beitragen	contribuer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
fassen	appréhender	fassen	appréhender	V;NFIN	V;NFIN
renommierten	renommés	renommiert	renommé	V;IND;PL;3;PST;FIN	V;MASC;PL;PST;V.PTCP
selbständig	indépendant	selbständig	indépendant	ADJ	ADJ;MASC;SG
selbständig	indépendante	selbständig	indépendant	ADJ	ADJ;FEM;SG
selbständig	indépendantes	selbständig	indépendant	ADJ	ADJ;FEM;PL
selbständig	indépendants	selbständig	indépendant	ADJ	ADJ;MASC;PL
meisterin	maitresse	meisterin	maitresse	N;NOM;FEM;SG	N;FEM;SG
meisterin	maîtresse	meisterin	maîtresse	N;NOM;FEM;SG	N;FEM;SG
jüngsten	récents	jung	récent	ADJ;PL	ADJ;MASC;PL
jüngsten	récentes	jung	récent	ADJ;PL	ADJ;FEM;PL
lehrerin	enseignante	lehrerin	enseignant	ADJ	ADJ;FEM;SG
nase	nez	nase	nez	N;SG	N;MASC;SG
nase	nez	nase	nez	N;SG	N;MASC;SG
fresken	fresques	fresken	fresque	N;NOM;PL	N;FEM;PL
doppelte	doubles	doppelt	double	ADJ;NOM;FEM;PL	ADJ;MASC;PL
gedeckt	couvert	decken	couvert	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gedeckt	couvertes	decken	couvert	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gedeckt	couverte	decken	couvrir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gedeckt	recouvert	decken	recouvrir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gedeckt	couverts	decken	couvrir	V;V.PTCP	V;MASC;PL;PST;V.PTCP
spendete	donné	spenden	donner	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
sauer	furieux	sauer	furieux	ADJ	ADJ;MASC;SG
sauer	furieuse	sauer	furieux	ADJ	ADJ;FEM;SG
sauer	aigre	sauer	aigre	ADJ	ADJ;MASC;SG
massive	massifs	massiv	massif	ADJ;NOM;FEM;PL	ADJ;MASC;PL
massive	massives	massiv	massif	ADJ;NOM;FEM;PL	ADJ;FEM;PL
kommende	prochains	kommend	prochain	ADJ;NOM;FEM;PL	ADJ;MASC;PL
kommende	prochaines	kommend	prochain	ADJ;NOM;FEM;PL	ADJ;FEM;PL
entfernte	retirée	entfernen	retirer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
entfernte	enlevé	entfernen	enlever	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
entfernte	retiré	entfernen	retirer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
entfernte	supprimée	entfernen	supprimer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
entfernte	supprimé	entfernen	supprimer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
betreten	entrer	betreten	entrer	V;NFIN	V;NFIN
betreten	entrez	betreten	entrer	V;NFIN	V;IMP;PL;2;PRS;FIN
betreten	saisir	betreten	saisir	V;NFIN	V;NFIN
betreten	saisissez	betreten	saisir	V;NFIN	V;IMP;PL;2;PRS;FIN
estnischen	estoniens	estnisch	estonien	ADJ;NOM;MASC;PL	ADJ;MASC;PL
