kategória	kategorija	kategória	kategorija	N;NOM;FEM;SG	N;NOM;FEM;SG
nemci	nemci	nemec	nemec	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
jazera	jezera	jazero	jezero	N;NOM;NEUT;PL	N;NOM;NEUT;PL
výstup	izhod	výstup	izhod	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
výstup	izhod	výstup	izhod	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
výstup	izpis	výstup	izpis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
slová	besede	slovo	beseda	N;NOM;NEUT;PL	N;NOM;FEM;PL
vesmíre	vesolju	vesmír	vesolje	N;INAN;DAT;MASC;SG	N;DAT;NEUT;SG
obsahujú	vsebujejo	obsahovať	vsebovati	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
obsahujú	vsebovati	obsahovať	vsebovati	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;NFIN
teploty	temperature	teplota	temperatura	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
teploty	temperature	teplota	temperatura	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
nástupca	naslednica	nástupca	naslednica	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
nástupca	naslednik	nástupca	naslednik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zomrela	umrla	zomrieť	umreti	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
zomrela	umrl	zomrieť	umreti	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
zostal	ostal	zostať	ostati	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
zostal	ostala	zostať	ostati	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
dostať	dobil	dostať	dobiti	V;PFV;POS;NFIN	V;PFV;MASC;SG;V.PTCP
dostať	dobi	dostať	dobiti	V;PFV;POS;NFIN	V;PFV;IND;SG;3;PRS;FIN
pravda	true	pravda	true	N;NOM;FEM;SG	N;NOM;MASC;SG
pravda	resnica	pravda	resnica	N;NOM;FEM;SG	N;NOM;FEM;SG
pravda	resnica	pravda	resnica	N;NOM;FEM;SG	N;NOM;FEM;SG
pracovník	delavec	pracovník	delavec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vysoko	visoko	vysoko	visoko	ADV	ADV
austrália	avstraliji	austráliť	avstralija	N;NOM;FEM;SG	N;NOM;FEM;SG
austrália	avstralija	austráliť	avstralij	N;NOM;FEM;SG	N;NOM;FEM;SG
vedľa	poleg	vedľa	poleg	ADP;GEN	ADP;GEN
ťažké	težka	ťažký	težek	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ťažké	težko	ťažký	težek	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ťažké	težko	ťažký	težek	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ťažké	težko	ťažký	težek	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ťažké	težka	ťažký	težek	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ťažké	težavna	ťažký	težaven	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ťažké	težko	ťažký	težek	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
fakt	dejstvo	fakt	dejstvo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
prekladateľ	prevajalec	prekladateľ	prevajalec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
doma	doma	doma	doma	ADV	ADV
doma	domov	doma	domov	ADV	ADV
rozdelenie	razčlenitev	rozdelenie	razčlenitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozdelenie	razdelitev	rozdelenie	razdelitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozdelenie	razdelek	rozdelenie	razdelek	N;NOM;NEUT;SG	N;NOM;MASC;SG
rozdelenie	delitev	rozdelenie	delitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozdelenie	deljenje	rozdelenie	deljenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
rozdelenie	oddelek	rozdelenie	oddelek	N;NOM;NEUT;SG	N;NOM;MASC;SG
rozdelenie	divizija	rozdelenie	divizija	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozdelenie	split	rozdelenie	split	N;NOM;NEUT;SG	N;NOM;MASC;SG
rozdelenie	razdelitev	rozdelenie	razdelitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozdelenie	porazdelitev	rozdelenie	porazdelitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozdelenie	distribucija	rozdelenie	distribucija	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozdelenie	razdeljevanje	rozdelenie	razdeljevanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
rozdelenie	razporeditev	rozdelenie	razporeditev	N;NOM;NEUT;SG	N;NOM;FEM;SG
ďalšia	naslednji	ďalší	naslednji	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
ďalšia	naslednja	ďalší	naslednji	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
metóda	metoda	metóda	metoda	N;NOM;FEM;SG	N;NOM;FEM;SG
cieľ	cilj	cieľ	cilj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
cieľ	nameri	cieľ	namera	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
cieľ	destinacija	cieľ	destinacija	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
cieľ	gol	cieľ	gol	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
cieľ	cilj	cieľ	cilj	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
cieľ	tarča	cieľ	tarča	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
ročný	letna	ročný	leten	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
ročný	letna	ročný	leten	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
ročný	letni	ročný	leten	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
mnohí	številni	mnoho	številen	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;PL
auto	car	auto	car	N;NOM;NEUT;SG	N;NOM;MASC;SG
auto	avto	auto	avto	N;NOM;NEUT;SG	N;NOM;MASC;SG
auto	avtomobil	auto	avtomobil	N;NOM;NEUT;SG	N;NOM;MASC;SG
auto	tovornjak	auto	tovornjak	N;NOM;NEUT;SG	N;NOM;MASC;SG
auto	kamion	auto	kamion	N;NOM;NEUT;SG	N;NOM;MASC;SG
auto	auto	auto	auta	N;NOM;NEUT;SG	N;NOM;MASC;SG
fáza	faza	fáza	faza	N;NOM;FEM;SG	N;NOM;FEM;SG
fáza	faza	fáza	faza	N;NOM;FEM;SG	N;NOM;FEM;SG
fáza	oder	fáza	oder	N;NOM;FEM;SG	N;NOM;MASC;SG
vrstvy	plasti	vrstva	plast	N;NOM;FEM;PL	N;NOM;FEM;PL
definitívne	definitivno	definitívne	definitivno	ADV	ADV
definitívne	zagotovo	definitívne	zagotovo	ADV	ADV
definitívne	dokončno	definitívne	dokončno	ADV	ADV
definitívne	dokončno	definitívne	dokončno	ADV	ADV
vytvorenie	stvaritev	vytvorenie	stvaritev	N;NOM;NEUT;SG	N;NOM;FEM;SG
vytvorenie	ustanovitev	vytvorenie	ustanovitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
vytvorenie	ustvarjanje	vytvorenie	ustvarjanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vytvorenie	ustvarjanje	vytvorenie	ustvarjanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
politiky	politiki	politika	politika	N;NOM;FEM;PL	N;NOM;MASC;PL
politiky	politike	politika	politika	N;NOM;FEM;PL	N;NOM;FEM;PL
politiky	police	politika	polica	N;NOM;FEM;PL	N;NOM;FEM;PL
politiky	politike	politika	politika	N;NOM;FEM;PL	N;NOM;FEM;PL
funguje	deluje	fungovať	delovati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
generácie	generacije	generácia	generacija	N;NOM;FEM;PL	N;NOM;FEM;PL
generácie	generacije	generácia	generacija	N;NOM;FEM;PL	N;NOM;FEM;PL
návrat	povratek	návrat	povratek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
návrat	povratek	návrat	povratek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
návrat	vrnitev	návrat	vrnitev	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
zbor	zbor	zbor	zbor	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zbor	korpus	zbor	korpus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
upravené	urejena	upravený	urejen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
upravené	prilagojena	upravený	prilagojen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
upravené	prilagojen	upravený	prilagojen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
upravené	prilagojeno	upravený	prilagojen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
upravené	prirejen	upravený	prirejen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
strely	rakete	strela	raketa	N;NOM;FEM;PL	N;NOM;FEM;PL
strely	izstrelki	strela	izstrelek	N;NOM;FEM;PL	N;NOM;MASC;PL
strely	streli	strela	streliti	N;NOM;FEM;PL	N;NOM;MASC;PL
stál	stal	stáť	stati	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
stál	stala	stáť	stati	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
útvary	oddelki	útvar	oddelek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
pomer	razmerje	pomer	razmerje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
poslanec	članica	poslanec	članica	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
poslanec	član	poslanec	član	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
poslanec	poslanec	poslanec	poslanec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
červený	rdeči	červený	rdeč	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
červený	rdeča	červený	rdeč	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
červený	rdeči	červený	rdeč	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
červený	rdeč	červený	rdeč	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
červený	rdeče	červený	rdeč	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
výskyt	pojav	výskyt	pojav	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
výskyt	incidenca	výskyt	incidenca	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
výskyt	pogostnost	výskyt	pogostnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
výskyt	pojavnost	výskyt	pojavnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
kapitán	stotnik	kapitán	stotnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kapitán	kapitan	kapitán	kapitan	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
revolúcie	revolucije	revolúcia	revolucija	N;NOM;FEM;PL	N;NOM;FEM;PL
revolúcie	revolucije	revolúcia	revolucija	N;NOM;FEM;PL	N;NOM;FEM;PL
ocenenie	vrednotenje	ocenenie	vrednotenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
ocenenie	nagrada	ocenenie	nagrada	N;NOM;NEUT;SG	N;NOM;FEM;SG
league	league	leaga	league	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
league	liga	leaga	liga	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
scenárista	scenarist	scenárista	scenarist	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
viktor	viktor	viktor	viktor	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
viktor	victor	viktor	victor	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
viktor	viktor	viktor	viktor	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
knižnica	knjižnica	knižnica	knjižnica	N;NOM;FEM;SG	N;NOM;FEM;SG
úspechy	dosežki	úspech	dosežek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
úspechy	uspehi	úspech	uspeh	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
bus	bus	bus	bus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
bus	avtobus	bus	avtobus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
tvare	oblika	tvar	oblika	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
prvok	gradnik	prvok	gradnik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prvok	lastnost	prvok	lastnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
prvok	značilnost	prvok	značilnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
prvok	element	prvok	element	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
dolné	spodnji	dolný	spodnji	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
dolné	spodnja	dolný	spodnji	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
koncert	koncert	koncert	koncert	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
poslanci	poslanci	poslanec	poslanec	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
poslanci	poslanci	poslanec	poslanec	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
poslanci	članice	poslanec	članica	N;ANIM;NOM;MASC;PL	N;NOM;FEM;PL
poslanci	člani	poslanec	član	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
najväčšia	največji	veľký	velik	ADJ;NOM;RL;FEM;SG	ADJ;NOM;DEF;RL;MASC;SG
najväčšia	največja	veľký	velik	ADJ;NOM;RL;FEM;SG	ADJ;NOM;RL;FEM;SG
najväčšia	največje	veľký	velik	ADJ;NOM;RL;FEM;SG	ADJ;NOM;RL;NEUT;SG
krídla	krila	krídlo	krilo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
krídla	krili	krídlo	krilo	N;NOM;NEUT;PL	N;NOM;MASC;PL
jasné	jasna	jasný	jasen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
jasné	jasno	jasný	jasen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
horné	zgornja	horný	zgornji	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
pomoci	pomoči	pomoc	pomoč	N;GEN;FEM;SG	N;GEN;FEM;SG
produkcia	izhod	produkcia	izhod	N;NOM;FEM;SG	N;NOM;MASC;SG
produkcia	izpis	produkcia	izpis	N;NOM;FEM;SG	N;NOM;MASC;SG
produkcia	proizvodnja	produkcia	proizvodnja	N;NOM;FEM;SG	N;NOM;FEM;SG
produkcia	pridelava	produkcia	pridelava	N;NOM;FEM;SG	N;NOM;FEM;SG
produkcia	produkcija	produkcia	produkcija	N;NOM;FEM;SG	N;NOM;FEM;SG
dcéry	hčere	dcéra	hči	N;NOM;FEM;PL	N;NOM;FEM;PL
dcéry	hčerke	dcéra	hčerka	N;NOM;FEM;PL	N;NOM;FEM;PL
literárny	literarni	literárny	literaren	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
obchod	shop	obchod	shop	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obchod	trgovina	obchod	trgovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
obchod	trgovina	obchod	trgovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
obchod	trgovanje	obchod	trgovanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
obchod	trgovina	obchod	trgovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
obchod	menjava	obchod	menjava	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
obchod	trgovina	obchod	trgovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
fyzika	fiziki	fyzika	fizika	N;NOM;FEM;SG	N;NOM;FEM;SG
fyzika	fizika	fyzika	fizik	N;NOM;FEM;SG	N;NOM;FEM;SG
písmeno	dopis	písmeno	dopis	N;NOM;NEUT;SG	N;NOM;MASC;SG
písmeno	črka	písmeno	črka	N;NOM;NEUT;SG	N;NOM;FEM;SG
písmeno	pismo	písmeno	pismo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
boje	borbe	boj	borba	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
boje	pretepi	boj	pretepiti	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
boje	bitke	boj	bitka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
písma	pisave	písmo	pisava	N;NOM;NEUT;PL	N;NOM;FEM;PL
kanadský	kanadska	kanadský	kanadski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
kanadský	kanadsko	kanadský	kanadski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
kanadský	kanadski	kanadský	kanadski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
slobody	svoboščine	sloboda	svoboščina	N;NOM;FEM;PL	N;NOM;FEM;PL
slobody	svobode	sloboda	svoboda	N;NOM;FEM;PL	N;NOM;FEM;PL
slobody	svoboščine	sloboda	svoboščina	N;NOM;FEM;PL	N;NOM;FEM;PL
západné	zahodna	západný	zahoden	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
západné	zahodna	západný	zahoden	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
západné	zahodni	západný	zahoden	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
samuel	samuel	samuel	samuel	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
listy	listi	list	list	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
listy	pisma	list	pismo	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
listy	črke	list	črka	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
listy	listi	list	list	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
ministerstvo	ministrstvo	ministerstvo	ministrstvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
využitie	uporaba	využitie	uporaba	N;NOM;NEUT;SG	N;NOM;FEM;SG
využitie	izkoriščenost	využitie	izkoriščenost	N;NOM;NEUT;SG	N;NOM;FEM;SG
využitie	izkoriščenost	využitie	izkoriščenost	N;NOM;NEUT;SG	N;NOM;FEM;SG
albumov	albumov	album	album	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
neustále	stalno	ustále	stalno	ADV	ADV
neustále	konstantno	ustále	konstanten	ADV	ADV
neustále	nenehno	ustále	nenehno	ADV	ADV
banky	bankami	banka	banka	N;NOM;FEM;PL	N;NOM;FEM;PL
banky	banke	banka	banka	N;NOM;FEM;PL	N;NOM;FEM;PL
banky	bučke	banka	bučka	N;NOM;FEM;PL	N;NOM;FEM;PL
energia	energija	energia	energija	N;NOM;FEM;SG	N;NOM;FEM;SG
energia	energetika	energia	energetika	N;NOM;FEM;SG	N;NOM;FEM;SG
sedlo	sedlo	sedlo	sedlo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
futbalisti	nogometaši	futbalista	nogometaš	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
náboženstvo	religija	náboženstvo	religija	N;NOM;NEUT;SG	N;NOM;FEM;SG
náboženstvo	vera	náboženstvo	vera	N;NOM;NEUT;SG	N;NOM;FEM;SG
lesy	gozdovi	les	gozd	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
lesy	gozdovi	les	gozd	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
variant	varianta	variant	variant	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
variant	različica	variant	različica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
úrovne	stopnje	úroveň	stopnja	N;NOM;FEM;PL	N;NOM;FEM;PL
úrovne	stopnje	úroveň	stopnja	N;NOM;FEM;PL	N;NOM;FEM;PL
úrovne	nivoji	úroveň	nivo	N;NOM;FEM;PL	N;NOM;MASC;PL
automobily	avtomobili	automobiť	avtomobil	N;NOM;FEM;PL	N;NOM;MASC;PL
automobily	avti	automobiť	avto	N;NOM;FEM;PL	N;NOM;MASC;PL
automobily	avtomobili	automobiť	avtomobil	N;NOM;FEM;PL	N;NOM;MASC;PL
kríž	križec	kríž	križec	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
kríž	križ	kríž	križ	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
kríž	cross	kríž	cross	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
chicago	chicago	chicago	chicag	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
dolný	spodnji	dolný	spodnji	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
dolný	spodnja	dolný	spodnji	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
vydané	izdana	vydané	izdan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
vydané	izdano	vydané	izdano	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
miery	stopnje	miera	stopnja	N;NOM;FEM;PL	N;NOM;FEM;PL
rímsky	rimska	rímsky	rimski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
pozornosť	pozornost	pozornosť	pozornost	N;NOM;FEM;SG	N;NOM;FEM;SG
asteroid	asteroid	asteroid	asteroid	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
dobrý	pridna	dobrý	pridno	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
dobrý	dober	dobrý	dober	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
švédsky	švedska	švédsky	švedska	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
švédsky	švedsko	švédsky	švedski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
švédsky	švedski	švédsky	švedski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
oficiálny	uradna	oficiálny	uraden	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
oficiálny	uradni	oficiálny	uraden	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
otázky	vprašanja	otázka	vprašanje	N;NOM;FEM;PL	N;NOM;NEUT;PL
otázky	vprašanja	otázka	vprašanje	N;NOM;FEM;PL	N;NOM;NEUT;PL
otázky	poizvedbe	otázka	poizvedba	N;NOM;FEM;PL	N;NOM;FEM;PL
dráha	steza	dráha	steza	N;NOM;FEM;SG	N;NOM;FEM;SG
britské	britanski	britský	britanski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
britské	britansko	britský	britanski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
zaradené	vključena	zaradený	vključen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
zaradené	vključen	zaradený	vključen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
zaradené	vključeno	zaradený	vključen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
predstaviteľ	zastopnik	predstaviteľ	zastopnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
predstaviteľ	predstavnik	predstaviteľ	predstavnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
majetok	posest	majetok	posest	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
majetok	posestvo	majetok	posestvo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
majetok	last	majetok	last	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
majetok	lastnost	majetok	lastnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
majetok	premoženje	majetok	premoženje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
majetok	lastnina	majetok	lastnina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
majetok	premoženje	majetok	premoženje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
vyhrala	zmagala	vyhrať	zmagati	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
vyhrala	zmagal	vyhrať	zmagati	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
víťazov	zmagovalce	víťaz	zmagovalec	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
vládol	vladal	vládnuť	vladati	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
vedecké	znanstvena	vedecký	znanstven	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
vedecké	znanstveno	vedecký	znanstven	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
basketbal	košarka	basketbať	košarka	N;NOM;FEM;SG	N;NOM;FEM;SG
každoročne	letno	každoročne	letno	ADV	ADV
každoročne	letno	každoročne	letno	ADV	ADV
rodičia	starši	rodič	starš	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
ciele	cilji	cieľ	cilj	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
ciele	cilji	cieľ	cilj	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
ciele	tarče	cieľ	tarča	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
ciele	cilji	cieľ	cilj	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
povstanie	vstaja	povstanie	vstajati	N;NOM;NEUT;SG	N;NOM;FEM;SG
povstanie	vstaja	povstanie	vstajati	N;NOM;NEUT;SG	N;NOM;FEM;SG
povstanie	upor	povstanie	upor	N;NOM;NEUT;SG	N;NOM;MASC;SG
schopnosti	sposobnosti	schopný	sposobnost	N;NOM;FEM;PL	N;NOM;FEM;PL
schopnosti	zmožnosti	schopný	zmožnost	N;NOM;FEM;PL	N;NOM;FEM;PL
schopnosti	zmožnosti	schopný	zmožnost	N;NOM;FEM;PL	N;NOM;FEM;PL
viliam	william	vila	william	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ruské	ruska	ruský	ruski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ruské	ruski	ruský	ruski	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
ruské	rusko	ruský	ruski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
stretol	srečal	stretnúť	srečati	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
stretol	spoznal	stretnúť	spoznati	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;V.PTCP
vec	stvar	vec	stvar	N;NOM;FEM;SG	N;NOM;FEM;SG
úpravy	spremembe	úprava	sprememba	N;NOM;FEM;PL	N;NOM;FEM;PL
