年	tahun	年	tahun	N	N;SG
連結	menyambung	連結	mensambung	V	V;SG;ACT
連結	menyambungkan	連結	mensambungkan	V	V;SG;ACT
連結	menghubungkan	連結	menhubungkan	V	V;SG;ACT
連結	terhubung	連結	terhubung	V	V;SG;PASS
連結	hubungkan	連結	hubungkan	V	V;SG;ACT
連結	terhubung	連結	terhubung	V	V;SG;PASS
設定	tetapkan	設定	tetapkan	V	V;SG;ACT
記者	reporter	記者	reporter	N	N;SG
記者	wartawan	記者	wartawan	N	N;SG
記者	jurnalis	記者	jurnalis	N	N;SG
記者	wartawan	記者	wartawan	N	N;SG
記者	wartawan	記者	wartawan	N	N;SG
記者	reporter	記者	reporter	N	N;SG
數量	kuantitas	數量	kuantitas	N	N;SG
數量	kuantitas	數量	kuantitas	N	N;SG
數量	jumlah	數量	jumlah	N	N;SG
星系	galaksi	星系	galaksi	N	N;SG
星系	galaksi	星系	galaksi	N	N;SG
假	salah	假	salah	N	N;SG
感	akal	感	akal	N	N;SG
感	indera	感	indera	N	N;SG
留下	tinggal	留下	tinggal	V	V;SG;ACT
程式	program	程式	program	N	N;SG
程式	program	程式	program	N	N;SG
步	langkah	步	langkah	N	N;SG
解釋	jelaskan	解釋	jelaskan	V	V;SG;ACT
解釋	menjelaskan	解釋	menjelaskan	V	V;SG;ACT
刀	pedang	刀	pedang	N	N;SG
刀	pisau	刀	pisau	N	N;SG
批評	mengkritik	批評	menkritik	V	V;SG;ACT
太子	pangeran	太子	pangeran	N	N;SG
檔案	berkas	檔案	berkas	N	N;SG
檔案	file	檔案	file	N	N;SG
檔案	arsip	檔案	arsip	N	N;SG
檔案	berkas	檔案	berkas	N	N;SG
檔案	file	檔案	file	N	N;SG
檔案	arsipkan	檔案	arsipkan	N	N;SG
檔案	arsip	檔案	arsip	N	N;SG
狗	anjing	狗	anjing	N	N;SG
狗	anjing	狗	anjing	N	N;SG
國會	parlemen	國會	parlemen	N	N;SG
國會	kongres	國會	kongres	N	N;SG
病毒	virus	病毒	virus	N	N
病毒	virus	病毒	virus	N	N
當選	terpilih	當選	terpilih	V	V;SG;PASS
計算	perhitungkan	計算	perhitungkan	V	V;SG;ACT
對手	rival	對手	rival	N	N
對手	saingan	對手	saingan	N	N;SG
對手	lawannya	對手	lawan	N	N;SG
對手	lawan	對手	lawan	N	N;SG;ACT
對手	lawannya	對手	lawan	N	N;SG
對手	rival	對手	rival	N	N
對手	saingan	對手	saingan	N	N;SG
對手	saingannya	對手	saingan	N	N;SG
對手	lawan	對手	lawan	N	N;SG;ACT
對手	lawannya	對手	lawan	N	N;SG
湯	sup	湯	sup	N	N;SG
艦隊	armada	艦隊	armada	N	N;SG
錢	uang	錢	uang	N	N;SG
碑	prasasti	碑	prasasti	N	N
碑	tugu	碑	tugu	N	N
碑	monumen	碑	monumen	N	N;SG
食用	dimakan	食用	dimakan	V	V;SG;PASS
棒球	bisbol	棒球	bisbol	N	N
中立	netralitas	中立	netralitas	N	N
質量	massa	質量	massa	N	N
質量	misa	質量	misa	N	N
質量	kualitas	質量	kualitas	N	N;SG
化石	fosil	化石	fosil	N	N;SG
化石	fosil	化石	fosil	N	N;SG
持有	menahan	持有	mentahan	V	V;SG;ACT
持有	memegang	持有	menpegang	V	V;SG;ACT
理解	dimengerti	理解	dimengerti	V	V;SG;PASS
理解	dipahami	理解	dipahami	V	V;SG;PASS
理解	memahami	理解	menpahami	V	V;SG;ACT
恆星	bintang	恆星	bintang	N	N;SG
恆星	bintang	恆星	bintang	N	N;SG
部長	menteri	部長	menteri	N	N;SG
挑戰	menantang	挑戰	mentantang	V	V;SG;ACT
挑戰	menantang	挑戰	mentantang	V	V;SG;ACT
東方	timur	東方	timur	N	N;SG
東方	timur	東方	timur	N	N;SG
羽毛	tangkis	羽毛	tangkis	N	N;SG
羽毛	badminton	羽毛	badminton	N	N
羽毛	bulutangkis	羽毛	bulutangkis	N	N
幾乎	hampir	幾乎	hampir	ADV	ADV
消失	menghilang	消失	menhilang	V	V;SG;ACT
例子	contoh	例子	contoh	N	N;SG
例子	contohnya	例子	contohnya	N	N
司令	komandan	司令	komandan	N	N;SG
司令	panglima	司令	panglima	N	N;SG
月球	rembulan	月球	rembulan	N	N;SG
月球	bulan	月球	bulan	N	N;SG
地圖	peta	地圖	peta	N	N;SG
地圖	peta	地圖	peta	N	N;SG
引用	dikutip	引用	dikutip	V	V;SG;PASS
引用	kutip	引用	kutip	V	V;SG;ACT
官員	pejabat	官員	pejabat	N	N;SG
請求	minta	請求	minta	V	V;SG;ACT
原子	atom	原子	atom	N	N;SG
原子	atom	原子	atom	N	N;SG
觀眾	pemirsa	觀眾	penpirsa	N	N;SG
觀眾	penonton	觀眾	pentonton	N	N;SG
觀眾	pemirsa	觀眾	penpirsa	N	N;SG
觀眾	penampil	觀眾	pentampil	N	N;SG
觀眾	pemirsa	觀眾	penpirsa	N	N;SG
觀眾	penonton	觀眾	pentonton	N	N;SG
進攻	menyerang	進攻	menserang	V	V;SG;ACT
貓	kucing	貓	kucing	N	N;SG
貓	kucing	貓	kucing	N	N;SG
測試	ujian	測試	ujian	N	N;SG
測試	pengujian	測試	penujian	N	N;SG
測試	tes	測試	tes	N	N;SG
測試	pengujian	測試	penujian	N	N;SG
測試	tes	測試	tes	N	N;SG
測試	pengujian	測試	penujian	N	N;SG
專業	professional	專業	professional	N	N
專業	profesi	專業	profesi	N	N;SG
專業	spesialisasi	專業	spesialisasi	N	N
旅遊	tur	旅遊	tur	N	N
旅遊	wisata	旅遊	wisata	N	N;SG
旅遊	perjalanan	旅遊	perjalanan	N	N;SG
旅遊	wisata	旅遊	wisata	N	N;SG
旅遊	pariwisata	旅遊	pariwisata	N	N;SG
旅遊	wisata	旅遊	wisata	N	N;SG
旅遊	wisatawan	旅遊	wisatawan	N	N;MASC;SG
旅遊	turis	旅遊	turis	N	N;SG
旅遊	traveling	旅遊	traveling	N	N
石油	oli	石油	oli	N	N
石油	minyak	石油	minyak	N	N;SG
需求	perlukan	需求	perlukan	N	N;SG
需求	kebutuhan	需求	kebutuhan	N	N;SG
需求	kebutuhan	需求	kebutuhan	N	N;SG
需求	permintaan	需求	permintaan	N	N;SG
內部	interior	內部	interior	N	N;SG
失	kalah	失	kalah	V	V;SG
失	tersesat	失	tersesat	V	V;SG;PASS
方言	dialek	方言	dialek	N	N
方言	dialek	方言	dialek	N	N
犯罪	kejahatan	犯罪	kejahatan	N	N;SG
犯罪	kriminalitas	犯罪	kriminalitas	N	N;SG
犯罪	pidana	犯罪	pidana	N	N
犯罪	kejahatan	犯罪	kejahatan	N	N;SG
犯罪	kriminal	犯罪	kriminal	N	N;SG
君主	monarki	君主	monarki	N	N;SG
君主	monarki	君主	monarki	N	N;SG
君主	kedaulatan	君主	kedaulatan	N	N;SG
公爵	adipati	公爵	adipati	N	N
降低	kurangi	降低	kurangi	V	V;SG;ACT
降低	mengurangi	降低	menkurangi	V	V;SG;ACT
降低	menurun	降低	menturun	V	V;SG;ACT
降低	berkurang	降低	berkurang	V	V;SG;ACT
私人	swasta	私人	swasta	ADJ	ADJ;SG
私人	pribadi	私人	pribadi	ADJ	ADJ;SG
軟體	software	軟體	software	N	N
每日	harian	每日	harian	N	N;SG
原始	primitif	原始	primitif	N	N
警告	peringatan	警告	peringatan	N	N;SG
警告	peringatan	警告	peringatan	N	N;SG
俱樂部	klub	俱樂部	klub	N	N;SG
俱樂部	klub	俱樂部	klub	N	N;SG
俱樂部	keriting	俱樂部	keriting	N	N;SG
敗	kekalahan	敗	kekalahan	N	N;SG
貿易	perdagangan	貿易	perdagangan	N	N;SG
貿易	trading	貿易	trading	N	N
貿易	perdagangan	貿易	perdagangan	N	N;SG
減少	kurangi	減少	kurangi	V	V;SG;ACT
減少	mengurangi	減少	menkurangi	V	V;SG;ACT
減少	kurangi	減少	kurangi	V	V;SG;ACT
減少	mengurangi	減少	menkurangi	V	V;SG;ACT
減少	menurun	減少	menturun	V	V;SG;ACT
減少	berkurang	減少	berkurang	V	V;SG;ACT
減少	berkurang	減少	berkurang	V	V;SG;ACT
減少	dikurangi	減少	dikurangi	V	V;SG;PASS
身體	bodi	身體	bodi	N	N;SG
身體	tubuh	身體	tubuh	N	N;SG
身體	badan	身體	badan	N	N;SG
碼頭	dermaga	碼頭	dermaga	N	N;SG
碼頭	dermaga	碼頭	dermaga	N	N;SG
碼頭	dermaga	碼頭	dermaga	N	N;SG
女	aktris	女	aktris	N	N;SG
恐怖	teror	恐怖	teror	N	N;SG
恐怖	horor	恐怖	horor	N	N
恐怖	horror	恐怖	horror	N	N
恐怖	kengerian	恐怖	kengerian	N	N;SG
柴油	diesel	柴油	diesel	N	N
園	taman	園	taman	N	N;SG
園	kebun	園	kebun	N	N;SG
生	lahir	生	lahir	V	V;SG;ACT
生	terlahir	生	terlahir	V	V;SG;PASS
生	dilahirkan	生	dilahirkan	V	V;SG;PASS
風格	gaya	風格	gaya	N	N;SG
風格	gaya	風格	gaya	N	N;SG
風格	style	風格	style	N	N
勝利	kemenangan	勝利	kemenangan	N	N;SG
勝利	kejayaan	勝利	kejayaan	N	N;SG
勝利	kemenangan	勝利	kemenangan	N	N;SG
邀請	mengundang	邀請	menundang	V	V;SG;ACT
邀請	mengundang	邀請	menundang	V	V;SG;ACT
邀請	diundang	邀請	diundang	V	V;SG;PASS
邀請	mengundang	邀請	menundang	V	V;SG;ACT
變化	mengubah	變化	menubah	V	V;SG;ACT
舞台	arena	舞台	arena	N	N;SG
舞台	gelanggang	舞台	gelanggang	N	N;SG
舞台	pentas	舞台	pentas	N	N
舞台	tahap	舞台	tahap	N	N;SG
舞台	panggung	舞台	panggung	N	N;SG
食物	makanan	食物	makanan	N	N;SG
食物	pangan	食物	pangan	N	N;SG
食物	makanan	食物	makanan	N	N;SG
延伸	meregang	延伸	menregang	V	V;SG;ACT
延伸	memperpanjang	延伸	menperpanjang	V	V;SG;ACT
延伸	diperluas	延伸	diperluas	V	V;SG;PASS
延伸	diperpanjang	延伸	diperpanjang	V	V;SG;PASS
延伸	memperpanjang	延伸	menperpanjang	V	V;SG;ACT
廠	tanaman	廠	tanaman	N	N;SG
廠	tumbuhan	廠	tumbuhan	N	N;SG
廠	pabrik	廠	pabrik	N	N;SG
意外	kecelakaan	意外	kecelakaan	N	N;SG
羽	bulu	羽	bulu	N	N;SG
前鋒	striker	前鋒	striker	N	N;SG
收費	tagihan	收費	tagihan	N	N;SG
收費	biaya	收費	biaya	N	N;SG
收費	tagihan	收費	tagihan	N	N;SG
收費	biaya	收費	biaya	N	N;SG
收費	tagih	收費	tagih	N	N;SG;ACT
收費	pengisian	收費	penisian	N	N;SG
收費	biaya	收費	biaya	N	N;SG
收費	biayanya	收費	biaya	N	N;SG
收費	pengisian	收費	penisian	N	N;SG
收費	biaya	收費	biaya	N	N;SG
巷	gang	巷	gang	N	N
圖書	pustaka	圖書	pustaka	N	N
圖書	perpustakaan	圖書	perpustakaan	N	N;SG
圖書	library	圖書	library	N	N;SG
圖書	pustaka	圖書	pustaka	N	N
圖書	perpustakaan	圖書	perpustakaan	N	N;SG
人生	kehidupan	人生	kehidupan	N	N;SG
人生	hidup	人生	hidup	N	N;SG
回應	merespons	回應	menrespons	V	V;SG;ACT
回應	merespon	回應	menrespon	V	V;SG;ACT
回應	menanggapi	回應	mentanggapi	V	V;SG;ACT
天文	astronomi	天文	astronomi	N	N;SG
天文	astronomi	天文	astronomi	N	N;SG
原創	orisinalitas	原創	orisinalitas	N	N;SG
原創	keasliannya	原創	keaslian	N	N;SG
地鐵	subway	地鐵	subway	N	N
先後	berturut	先後	berturut	ADV	ADV;SG;ACT
司法	keadilan	司法	keadilan	N	N;SG
花園	taman	花園	taman	N	N;SG
花園	kebun	花園	kebun	N	N;SG
花園	kebun	花園	kebun	N	N;SG
實驗	percobaan	實驗	percobaan	N	N;SG
實驗	eksperimen	實驗	eksperimen	N	N;SG
實驗	percobaan	實驗	percobaan	N	N;SG
實驗	eksperimen	實驗	eksperimen	N	N;SG
實驗	percobaan	實驗	percobaan	N	N;SG
實驗	eksperimen	實驗	eksperimen	N	N;SG
實驗	eksperimental	實驗	eksperimental	N	N
課程	kursus	課程	kursus	N	N;SG
課程	kursus	課程	kursus	N	N;SG
估計	memperkirakan	估計	menperkirakan	V	V;SG;ACT
估計	memperkirakan	估計	menperkirakan	V	V;SG;ACT
箱	boks	箱	boks	N	N;SG
箱	kotak	箱	kotak	N	N;SG
規劃	merencanakan	規劃	menrencanakan	V	V;SG;ACT
規劃	berencana	規劃	berrencana	V	V;SG;ACT
配置	konfigurasi	配置	konfigurasi	N	N;SG
配置	mengkonfigurasi	配置	menkonfigurasi	N	N;SG;ACT
後衛	bek	後衛	bek	N	N;SG
後衛	pembela	後衛	penbela	N	N;SG
國內	domestik	國內	domestik	N	N;SG
個	bulan	個	bulan	N	N;SG
現場	adegan	現場	adegan	N	N;SG
現場	scene	現場	scene	N	N
尤其	khususnya	尤其	khususnya	ADV	ADV
尤其	terutama	尤其	terutama	ADV	ADV;RL;SG
十字	lintas	十字	lintas	N	N;SG;ACT
十字	palang	十字	palang	N	N;SG;ACT
信仰	iman	信仰	iman	N	N;SG
信仰	keyakinan	信仰	keyakinan	N	N;SG
信仰	keimanan	信仰	keimanan	N	N;SG
信仰	kepercayaan	信仰	kepercayaan	N	N;SG
信仰	keyakinan	信仰	keyakinan	N	N;SG
信仰	kepercayaan	信仰	kepercayaan	N	N;SG
信仰	keyakinan	信仰	keyakinan	N	N;SG
反應	reaksi	反應	reaksi	N	N;SG
反應	reaksi	反應	reaksi	N	N;SG
反應	tanggapan	反應	tanggapan	N	N;SG
反應	reaksi	反應	reaksi	N	N;SG
反應	tanggapan	反應	tanggapan	N	N;SG
賞	hadiah	賞	hadiah	N	N;SG
賞	imbalan	賞	imbalan	N	N;SG
賞	pahala	賞	pahala	N	N;SG
賞	pahalanya	賞	pahala	N	N;SG
卒	bidak	卒	bidak	N	N;SG
卒	gadai	卒	gadai	N	N;SG;ACT
卒	pion	卒	pion	N	N;SG
卒	pegadaian	卒	pegadaian	N	N;SG
文明	peradaban	文明	peradaban	N	N;SG
價值	nilai	價值	nilai	N	N;SG
價值	nilai	價值	nilai	N	N;SG
案件	kasus	案件	kasus	N	N;SG
銷售	menjual	銷售	menjual	V	V;SG;ACT
銷售	dijual	銷售	dijual	V	V;SG;PASS
旅行	perjalanan	旅行	perjalanan	N	N;SG
旅行	wisata	旅行	wisata	N	N;SG
旅行	traveling	旅行	traveling	N	N
旅行	perjalanan	旅行	perjalanan	N	N;SG
考慮	mempertimbangkan	考慮	menpertimbangkan	V	V;SG;ACT
考慮	pertimbangkan	考慮	pertimbangkan	V	V;SG;ACT
步槍	senapan	步槍	senapan	N	N;SG
步槍	senapan	步槍	senapan	N	N;SG
機器	mesin	機器	mesin	N	N;SG
機器	mesin	機器	mesin	N	N;SG
通道	kanal	通道	kanal	N	N
通道	channel	通道	channel	N	N
通道	saluran	通道	saluran	N	N;SG
墨	tinta	墨	tinta	N	N;SG
疾病	penyakit	疾病	pensakit	N	N;SG
疾病	penyakit	疾病	pensakit	N	N;SG
疾病	penyakit	疾病	pensakit	N	N;SG
疾病	penyakit	疾病	pensakit	N	N;SG
含有	mengandung	含有	menkandung	V	V;SG;ACT
含有	berisi	含有	berisi	V	V;SG;ACT
英里	mil	英里	mil	N	N;SG
心理	psikologi	心理	psikologi	N	N;SG
心理	psikologis	心理	psikologis	N	N;SG
心理	psikologi	心理	psikologi	N	N;SG
心理	mental	心理	mental	N	N;SG
氣旋	siklon	氣旋	siklon	N	N
氣旋	topan	氣旋	topan	N	N;SG
生成	menghasilkan	生成	menhasilkan	V	V;SG;ACT
生成	menghasilkan	生成	menhasilkan	V	V;SG;ACT
生成	ciptakan	生成	ciptakan	V	V;SG;ACT
生成	hasilkan	生成	hasilkan	V	V;SG;ACT
生成	dihasilkan	生成	dihasilkan	V	V;SG;PASS
生成	menghasilkan	生成	menhasilkan	V	V;SG;ACT
每個	setiap	每個	setiap	DET	DET
每個	setiap	每個	setiap	DET	DET
每個	tiap	每個	tiap	DET	DET
嘴	mulut	嘴	mulut	N	N;SG
數位	digital	數位	digital	N	N;SG
協議	kesepakatan	協議	kesepakatan	N	N;SG
協議	perjanjian	協議	perjanjian	N	N;SG
協議	persetujuan	協議	persetujuan	N	N;SG
支流	tributaries	支流	tributaries	N	N
投降	menyerah	投降	menyerah	V	V;SG;ACT
蛋白	protein	蛋白	protein	N	N;SG
蛋白	protein	蛋白	protein	N	N;SG
條件	kondisional	條件	kondisional	N	N
條件	ketentuan	條件	ketentuan	N	N;SG
條件	syarat	條件	syarat	N	N;SG
條件	kondisi	條件	kondisi	N	N;SG
條件	syarat	條件	syarat	N	N;SG
條件	kondisi	條件	kondisi	N	N;SG
下降	jatuhkan	下降	jatuhkan	V	V;SG;ACT
名單	daftar	名單	daftar	N	N;SG
名單	list	名單	list	N	N
隊長	kapten	隊長	kapten	N	N
戲劇	drama	戲劇	drama	N	N;SG
戲劇	teater	戲劇	teater	N	N
戲劇	bioskop	戲劇	bioskop	N	N
戲劇	teater	戲劇	teater	N	N
戲劇	bioskop	戲劇	bioskop	N	N
創建	ciptakan	創建	ciptakan	V	V;SG;ACT
創建	membuat	創建	menbuat	V	V;SG;ACT
創建	membuat	創建	menbuat	V	V;SG;ACT
創建	menciptakan	創建	menciptakan	V	V;SG;ACT
創建	berkreasi	創建	berkreasi	V	V;SG;ACT
牙	gigi	牙	gigi	N	N;SG
牙	giginya	牙	gigi	N	N;SG
牙	gigi	牙	gigi	N	N;SG
吃	makanlah	吃	makan	V	V;SG;ACT
首席	ketua	首席	ketua	N	N;SG
首席	kepala	首席	kepala	N	N;SG
強烈	tegar	強烈	tegar	ADJ	ADJ;SG
強烈	kuat	強烈	kuat	ADJ	ADJ;SG
女人	wanita	女人	wanita	N	N;SG
女人	perempuan	女人	perempuan	N	N;SG
繼承	wariskan	繼承	wariskan	V	V;SG;ACT
繼承	mewarisi	繼承	menwarisi	V	V;SG;ACT
繼承	diwarisi	繼承	diwarisi	V	V;SG;PASS
資源	sumberdaya	資源	sumberdaya	N	N;SG
資源	sumberdaya	資源	sumberdaya	N	N;SG
平面	datar	平面	datar	N	N;SG
平面	pesawat	平面	pesawat	N	N;SG
重量	bobot	重量	bobot	N	N;SG
依然	masih	依然	masih	ADV	ADV
化學	kimiawi	化學	kimiawi	N	N;SG
化學	kimia	化學	kimia	N	N;SG
化學	kimia	化學	kimia	N	N;SG
房屋	rumah	房屋	rumah	N	N;SG
房屋	rumah	房屋	rumah	N	N;SG
共識	konsensus	共識	konsensus	N	N;SG
基金	fondasi	基金	fondasi	N	N;SG
基金	yayasan	基金	yayasan	N	N;SG
基金	pondasi	基金	pondasi	N	N;SG
基金	fondasi	基金	fondasi	N	N;SG
基金	yayasan	基金	yayasan	N	N;SG
老師	guru	老師	guru	N	N;SG
經紀	pialang	經紀	pialang	N	N;SG
經紀	broker	經紀	broker	N	N;SG
經紀	pialang	經紀	pialang	N	N;SG
經紀	broker	經紀	broker	N	N;SG
經紀	pialang	經紀	pialang	N	N;SG
經紀	broker	經紀	broker	N	N;SG
刻	ukiran	刻	ukiran	N	N;SG
合約	kontrak	合約	kontrak	N	N;SG
合約	kontrak	合約	kontrak	N	N;SG
平原	dataran	平原	dataran	N	N;SG
佔領	menempati	佔領	mentempati	V	V;SG;ACT
領導	memimpin	領導	menpimpin	V	V;SG;ACT
幸福	kebahagiaan	幸福	kebahagiaan	N	N;SG
幸福	kebahagian	幸福	kebahagian	N	N;SG
幸福	ibrahimovic	幸福	ibrahimovic	N	N;SG
弟弟	saudara	弟弟	saudara	N	N;SG
弟弟	kakak	弟弟	kakak	N	N;SG
引入	memperkenalkan	引入	menperkenalkan	V	V;SG;ACT
引入	perkenalkan	引入	perkenalkan	V	V;SG;ACT
引入	memperkenalkan	引入	menperkenalkan	V	V;SG;ACT
城堡	kastil	城堡	kastil	N	N
城堡	istana	城堡	istana	N	N;SG
城堡	benteng	城堡	benteng	N	N
影像	gambar	影像	gambar	N	N;SG
影像	citra	影像	citra	N	N;SG
影像	gambar	影像	gambar	N	N;SG
影像	image	影像	image	N	N
影像	citra	影像	citra	N	N;SG
影像	pencitraan	影像	pencitraan	N	N;SG
吻	kecupan	吻	kecupan	N	N;SG
吻	ciuman	吻	ciuman	N	N;SG
吻	ciuman	吻	ciuman	N	N;SG
火山	berapi	火山	berrapi	N	N;SG;ACT
火山	vulkanik	火山	vulkanik	N	N;SG
廟	kuil	廟	kuil	N	N;SG
腳	kaki	腳	kaki	N	N;SG
腳	kaki	腳	kaki	N	N;SG
產業	industri	產業	industri	N	N;SG
產業	industri	產業	industri	N	N;SG
產業	perkebunan	產業	perkebunan	N	N;SG
產業	perumahan	產業	penrumahan	N	N;SG
產業	estate	產業	estate	N	N
一致	kebulatan	一致	kebulatan	N	N;SG
裝置	perangkat	裝置	perangkat	N	N;SG
裝置	peranti	裝置	peranti	N	N;SG
裝置	pemasangan	裝置	penpasangan	N	N;SG
裝置	instalasi	裝置	instalasi	N	N;SG
裝置	perangkat	裝置	perangkat	N	N;SG
現象	fenomena	現象	fenomena	N	N;SG
現象	fenomena	現象	fenomena	N	N;SG
基	didasarkan	基	didasarkan	V	V;SG;PASS
基	berbasis	基	berbasis	V	V;SG;ACT
女孩	gadis	女孩	gadis	N	N;SG
女孩	gadis	女孩	gadis	N	N;SG
年輕	muda	年輕	muda	ADJ	ADJ;SG
早上	pagi	早上	pagi	N	N;SG
商品	produk	商品	produk	N	N;SG
商品	barangnya	商品	barang	N	N;SG
商品	barang	商品	barang	N	N;SG
商品	komoditi	商品	komoditi	N	N;SG
商品	komoditas	商品	komoditas	N	N;SG
商品	produk	商品	produk	N	N;SG
商品	dagangan	商品	dagangan	N	N;SG
商品	barang	商品	barang	N	N;SG
受傷	terluka	受傷	terluka	V	V;SG;PASS
狀況	status	狀況	status	N	N;SG
狀況	syarat	狀況	syarat	N	N;SG
狀況	kondisi	狀況	kondisi	N	N;SG
小組	panel	小組	panel	N	N;SG
年齡	usia	年齡	usia	N	N;SG
年齡	umur	年齡	umur	N	N;SG
年齡	usia	年齡	usia	N	N;SG
年齡	umur	年齡	umur	N	N;SG
地名	toponimi	地名	toponimi	N	N
嶺	perbukitan	嶺	perbukitan	N	N;SG
序	prolog	序	prolog	N	N
泥	lumpur	泥	lumpur	N	N;SG
研究	lulus	研究	lulus	V	V;SG
提及	menyebutkan	提及	mensebutkan	V	V;SG;ACT
提及	sebut	提及	sebut	V	V;SG;ACT
提及	sebutkan	提及	sebutkan	V	V;SG;ACT
訪問	kunjungi	訪問	kunjungi	V	V;SG;ACT
訪問	mengunjungi	訪問	menkunjungi	V	V;SG;ACT
訪問	berkunjung	訪問	berkunjung	V	V;SG;ACT
拳	kepalan	拳	kepalan	N	N;SG
拳	tinju	拳	tinju	N	N;SG
利益	minat	利益	minat	N	N;SG
最低	terendah	最低	terrendah	ADJ	ADJ;RL;SG
衛星	satelit	衛星	satelit	N	N;SG
衛星	satelit	衛星	satelit	N	N;SG
海上	laut	海上	laut	N	N;SG
正面	positif	正面	positif	N	N;SG
愛情	rpp	愛情	rpp	N	N;SG
愛情	cinta	愛情	cinta	N	N;SG
島嶼	pulau	島嶼	pulau	N	N;SG
島嶼	pulau	島嶼	pulau	N	N;SG
蟹	kepiting	蟹	kepiting	N	N;SG
蟹	kepiting	蟹	kepiting	N	N;SG
邨	perkebunan	邨	perkebunan	N	N;SG
邨	perumahan	邨	penrumahan	N	N;SG
邨	estate	邨	estate	N	N
忽略	abaikan	忽略	abaikan	V	V;SG;ACT
忽略	abaikan	忽略	abaikan	V	V;SG;ACT
忽略	diabaikan	忽略	diabaikan	V	V;SG;PASS
忽略	mengabaikan	忽略	menabaikan	V	V;SG;ACT
農業	pertanian	農業	pertanian	N	N;SG
農業	peternakan	農業	peternakan	N	N;SG
農業	pertanian	農業	pertanian	N	N;SG
農業	pertanian	農業	pertanian	N	N;SG
舞蹈	dansa	舞蹈	dansa	N	N;SG
舞蹈	tari	舞蹈	tari	N	N;SG
舞蹈	tarian	舞蹈	tarian	N	N;SG
民主	demokrat	民主	demokrat	N	N;SG
丸	pil	丸	pil	N	N;SG
衝突	konflik	衝突	konflik	N	N;SG
衝突	tawuran	衝突	tawuran	N	N;SG
衝突	bentrokan	衝突	bentrokan	N	N;SG
衝突	bentrokan	衝突	bentrokan	N	N;SG
衝突	konflik	衝突	konflik	N	N;SG
湖泊	danau	湖泊	danau	N	N;SG
湖泊	danau	湖泊	danau	N	N;SG
確認	terkonfirmasi	確認	terkonfirmasi	V	V;SG;PASS
確認	dikonfirmasi	確認	dikonfirmasi	V	V;SG;PASS
確認	dikonfirmasikan	確認	dikonfirmasikan	V	V;SG;PASS
確認	mengonfirmasi	確認	menkonfirmasi	V	V;SG;ACT
調整	menyesuaikan	調整	mensesuaikan	V	V;SG;ACT
調整	menyesuaikan	調整	mensesuaikan	V	V;SG;ACT
調整	sesuaikan	調整	sesuaikan	V	V;SG;ACT
崖	tebing	崖	tebing	N	N
崖	gertakan	崖	gertakan	N	N;SG
崖	tebing	崖	tebing	N	N
犬	anjing	犬	anjing	N	N;SG
犬	taring	犬	taring	N	N;SG
犬	anjing	犬	anjing	N	N;SG
編劇	penulis	編劇	pentulis	N	N;SG
粒子	partikel	粒子	partikel	N	N
粒子	partikulat	粒子	partikulat	N	N
粒子	partikel	粒子	partikel	N	N
婚姻	perkawinan	婚姻	perkawinan	N	N;SG
婚姻	nikah	婚姻	nikah	N	N;SG
婚姻	pernikahan	婚姻	pernikahan	N	N;SG
成本	biaya	成本	biaya	N	N;SG
成本	biaya	成本	biaya	N	N;SG
成本	biayanya	成本	biaya	N	N;SG
接收	menerima	接收	menterima	V	V;SG;ACT
接收	menerima	接收	menterima	V	V;SG;ACT
數字	figur	數字	figur	N	N;SG
數字	angka	數字	angka	N	N;SG
數字	tokoh	數字	tokoh	N	N;SG
數字	angka	數字	angka	N	N;SG
數字	nomor	數字	nomor	N	N;SG
數字	bilangan	數字	bilangan	N	N;SG
數字	bilangan	數字	bilangan	N	N;SG
數字	nomor	數字	nomor	N	N;SG
數字	angka	數字	angka	N	N;SG
第九	kesembilan	第九	kesembilan	NUM	NUM
通知	perhatikan	通知	perhatikan	V	V;SG;ACT
鼓	genderang	鼓	genderang	N	N;SG
鼓	drum	鼓	drum	N	N
鼓	genderang	鼓	genderang	N	N;SG
鼓	drum	鼓	drum	N	N
鼓	gendang	鼓	gendang	N	N
裝甲	armor	裝甲	armor	N	N
裝甲	zirah	裝甲	zirah	N	N
裝甲	zirah	裝甲	zirah	N	N
裝甲	armor	裝甲	armor	N	N
惡	kejahatan	惡	kejahatan	N	N;SG
政治	politisi	政治	politisi	N	N;SG
政治	politikus	政治	politikus	N	N;SG
政治	politisi	政治	politisi	N	N;SG
政治	politikus	政治	politikus	N	N;SG
上升	bangkit	上升	bangkit	V	V;SG;ACT
上升	bangkitlah	上升	bangkit	V	V;SG;ACT
上升	bangkit	上升	bangkit	V	V;SG;ACT
丈夫	suamiku	丈夫	suami	N	N;SG
丈夫	suaminya	丈夫	suami	N	N;SG
丈夫	suami	丈夫	suami	N	N;SG
黃金	emas	黃金	emas	N	N;SG
黃金	keemasan	黃金	keemasan	N	N;SG
黃金	emas	黃金	emas	N	N;SG
醫學	kedokteran	醫學	kedokteran	N	N;SG
醫學	obat	醫學	obat	N	N;SG
醫學	kedokteran	醫學	kedokteran	N	N;SG
醫學	medis	醫學	medis	N	N;SG
到	tiba	到	tiba	V	V;SG
到	tiba	到	tiba	V	V;SG
商人	pedagang	商人	pedagang	N	N;SG
商人	pebisnis	商人	pebisnis	N	N;SG
