med	koos	med	koos	ADV	ADV
fjernet	eemaldati	fjerne	eemaldama	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
vokser	kasvab	vokse	kasvama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
vokser	kasvavad	vokse	kasvama	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
vokser	kasvab	vokse	kasvama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
vokser	kasvab	vokse	kasvama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
vokser	kasvavad	vokse	kasvama	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
vokser	kasvama	vokse	kasvama	V;IND;PRS;FIN;ACT	V;IN+ALL;V.CVB;ACT
grader	kraadides	grad	kraad	N;INDF;MASC+FEM;PL	N;IN+ESS;PL
talrige	arvukad	talrig	arvukas	ADJ;PL	ADJ;NOM;PL
mad	toit	mad	toit	N;INDF;MASC+FEM;SG	N;NOM;SG
mad	toitu	mad	toit	N;INDF;MASC+FEM;SG	N;PRT;SG
mad	söök	mad	söök	N;INDF;MASC+FEM;SG	N;NOM;SG
industri	tööstus	industri	tööstus	N;INDF;MASC+FEM;SG	N;NOM;SG
industri	tööstuse	industri	tööstus	N;INDF;MASC+FEM;SG	N;GEN;SG
industri	tootmisharu	industri	tootmis_haru	N;INDF;MASC+FEM;SG	N;NOM;SG
kysten	kalda	kyste	kallas	N;DEF;MASC+FEM;SG	N;NOM;SG
kysten	kaldal	kyste	kallas	N;DEF;MASC+FEM;SG	N;AT+ESS
;SG
kysten	shore	kyste	shore	N;DEF;MASC+FEM;SG	N;NOM;SG
skoler	koole	skole	kool	N;INDF;MASC+FEM;PL	N;PRT;PL
skoler	koolid	skole	kool	N;INDF;MASC+FEM;PL	N;NOM;PL
flytte	liigub	flytte	liikuma	V;NFIN;ACT	V;IND;SG;3;PRS;FIN;ACT
deltager	osaleb	deltage	osalema	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
deltager	osalevad	deltage	osalema	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
deltager	osalen	deltage	osalema	V;IND;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN;ACT
deltager	osalema	deltage	osalema	V;IND;PRS;FIN;ACT	V;IN+ALL;V.CVB;ACT
frit	vabalt	frit	vabalt	ADV	ADV
overflade	pinnale	overflad	pind	N;INDF;MASC+FEM;SG	N;AT+ALL;SG
overflade	pind	overflad	pind	N;INDF;MASC+FEM;SG	N;NOM;SG
repræsenteret	esindas	repræsentere	esindama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
repræsenteret	esindatud	repræsentere	esindama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
designet	kavandatud	designe	kavandama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
tabt	eksinud	tabe	eksima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
tabt	kaotas	tabe	kaotama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
sygdom	haigus	sygdom	haigus	N;INDF;MASC+FEM;SG	N;NOM;SG
sygdom	haigus	sygdom	haigus	N;INDF;MASC+FEM;SG	N;NOM;SG
sygdom	haigus	sygdom	haigus	N;INDF;MASC+FEM;SG	N;NOM;SG
brigade	brigaad	brigade	brigaad	N;INDF;MASC+FEM;SG	N;NOM;SG
base	baasi	base	baas	N;INDF;MASC+FEM;SG	N;PRT;SG
base	baas	base	baas	N;INDF;MASC+FEM;SG	N;NOM;SG
base	alus	base	alus	N;INDF;MASC+FEM;SG	N;NOM;SG
læse	loe	læse	lugema	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
lag	kiht	lag	kiht	N;INDF;NEUT;SG	N;NOM;SG
lag	kihi	lag	kiht	N;INDF;NEUT;SG	N;GEN;SG
henviser	viitab	henvise	viitama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
fjerne	eemalda	fjerne	eemaldama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
klassisk	klassikalise	klassisk	klassikaline	ADJ;INDF;SG	ADJ;GEN;SG
klassisk	klassikaline	klassisk	klassikaline	ADJ;INDF;SG	ADJ;NOM;SG
klassisk	klassikaline	klassisk	klassikaline	ADJ;INDF;SG	ADJ;NOM;SG
gennemført	rakendatud	gennemføre	rakendama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
ligaen	league	liga	league	N;DEF;MASC+FEM;SG	N;NOM;SG
pave	paavst	pave	paavst	N;INDF;MASC+FEM;SG	N;NOM;SG
pave	pope	pave	pope	N;INDF;MASC+FEM;SG	N;NOM;SG
afstand	kaugus	afstand	kaugus	N;INDF;MASC+FEM;SG	N;NOM;SG
afstand	vahemaa	afstand	vahe_maa	N;INDF;MASC+FEM;SG	N;NOM;SG
afstand	vahemik	afstand	vahemik	N;INDF;MASC+FEM;SG	N;NOM;SG
afstand	vahemikus	afstand	vahemik	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
instrument	instrument	instrument	instrument	N;INDF;NEUT;SG	N;NOM;SG
instrument	pill	instrument	pill	N;INDF;NEUT;SG	N;NOM;SG
instrument	vahend	instrument	vahend	N;INDF;NEUT;SG	N;NOM;SG
fort	kindlus	fort	kindlus	N;INDF;MASC+FEM;SG	N;NOM;SG
fort	kindlus	fort	kindlus	N;INDF;MASC+FEM;SG	N;NOM;SG
fort	fort	fort	fort	N;INDF;MASC+FEM;SG	N;NOM;SG
ægtefælle	abikaasa	ægtefælle	abi_kaasa	N;INDF;MASC+FEM;SG	N;NOM;SG
tilsyneladende	ilmselt	tilsyneladende	ilmselt	ADV	ADV
tilsyneladende	nähtavasti	tilsyneladende	nähtavasti	ADV	ADV
tilsyneladende	näiliselt	tilsyneladende	näiliselt	ADV	ADV
ferdinand	ferdinand	ferdinand	ferdinand	N;INDF;MASC+FEM;SG	N;NOM;SG
windows	windows	windows	windows	N;INDF;MASC+FEM;SG	N;NOM;SG
udgivelse	avaldamise	udgivelse	avaldamine	N;INDF;MASC+FEM;SG	N;GEN;SG
udgivelse	avaldamine	udgivelse	avaldamine	N;INDF;MASC+FEM;SG	N;NOM;SG
udgivelse	avaldamine	udgivelse	avaldamine	N;INDF;MASC+FEM;SG	N;NOM;SG
mindste	väikseim	lille	väikseim	ADJ;DEF;RL	ADJ;NOM;RL;SG
organisationen	organisatsioon	organisation	organisatsioon	N;DEF;MASC+FEM;SG	N;NOM;SG
organisationen	organisatsioon	organisation	organisatsioon	N;DEF;MASC+FEM;SG	N;NOM;SG
bil	auto	bil	auto	N;INDF;MASC+FEM;SG	N;NOM;SG
bil	car	bil	car	N;INDF;MASC+FEM;SG	N;NOM;SG
forholdet	suhe	forhold	suhe	N;DEF;NEUT;SG	N;NOM;SG
forholdet	seos	forhold	seos	N;DEF;NEUT;SG	N;NOM;SG
rettigheder	õigused	rettighed	õigus	N;INDF;MASC+FEM;PL	N;NOM;PL
rettigheder	õigused	rettighed	õigus	N;INDF;MASC+FEM;PL	N;NOM;PL
ordre	tellimus	ordre	tellimus	N;INDF;MASC+FEM;SG	N;NOM;SG
ordre	järjekord	ordre	järje_kord	N;INDF;MASC+FEM;SG	N;NOM;SG
ordre	korraldus	ordre	korraldus	N;INDF;MASC+FEM;SG	N;NOM;SG
ordre	ordu	ordre	ordu	N;INDF;MASC+FEM;SG	N;NOM;SG
opmærksomhed	tähelepanu	opmærksomhed	tähele_panu	N;INDF;MASC+FEM;SG	N;PRT;SG
republikken	vabariik	republik	vaba_riik	N;DEF;MASC+FEM;SG	N;NOM;SG
transport	vedu	transport	vedu	N;INDF;MASC+FEM;SG	N;NOM;SG
transport	tõld	transport	tõld	N;INDF;MASC+FEM;SG	N;NOM;SG
transport	transport	transport	transport	N;INDF;MASC+FEM;SG	N;NOM;SG
transport	vedu	transport	vedu	N;INDF;MASC+FEM;SG	N;NOM;SG
transport	transport	transport	transport	N;INDF;MASC+FEM;SG	N;NOM;SG
gade	tänav	gade	tänav	N;INDF;MASC+FEM;SG	N;NOM;SG
sætter	seab	sætte	seadma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
vælge	valima	vælge	valima	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
vælge	vali	vælge	valima	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
vælge	vali	vælge	valima	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
vælge	valima	vælge	valima	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
køre	sõida	køre	sõitma	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
køre	sõitmas	køre	sõitma	V;NFIN;ACT	V;IN+ESS;V.CVB;ACT
køre	sõidab	køre	sõitma	V;NFIN;ACT	V;IND;SG;3;PRS;FIN;ACT
musikken	muusika	musik	muusika	N;DEF;MASC+FEM;SG	N;NOM;SG
væsentlig	hädavajalik	væsentlig	häda_vajalik	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
væsentlig	märkimisväärne	væsentlig	märkimis_väärne	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
gaden	tänav	gade	tänav	N;DEF;MASC+FEM;SG	N;NOM;SG
gymnasium	gümnaasium	gymnasium	gümnaasium	N;INDF;NEUT;SG	N;NOM;SG
premiere	esilinastus	premiere	esi_linastus	N;INDF;MASC+FEM;SG	N;NOM;SG
forskel	vahe	forskel	vahe	N;INDF;MASC+FEM;SG	N;NOM;SG
forskel	erinevus	forskel	erinevus	N;INDF;MASC+FEM;SG	N;NOM;SG
koncert	concerto	koncert	concerto	N;INDF;MASC+FEM;SG	N;NOM;SG
koncert	kontsert	koncert	kontsert	N;INDF;MASC+FEM;SG	N;NOM;SG
koncert	kontserdil	koncert	kontsert	N;INDF;MASC+FEM;SG	N;AT+ESS
;SG
planlagt	planeeritud	planlægge	planeerima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
planlagt	plaanitud	planlægge	plaanitud	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
planlagt	kavandatud	planlægge	kavandama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
parlamentet	parlament	parlament	parlament	N;DEF;NEUT;SG	N;NOM;SG
ændrede	muudetud	ændre	muutma	V;PL;PST;V.PTCP	V;PST;V.PTCP;PASS
ændrede	muutunud	ændre	muutuma	V;PL;PST;V.PTCP	V;PST;V.PTCP;ACT
svar	vastus	svar	vastus	N;INDF;NEUT;SG	N;NOM;SG
svar	vasta	svar	vastama	N;INDF;NEUT;SG	N;NOM;SG
svar	vastus	svar	vastus	N;INDF;NEUT;SG	N;NOM;SG
svar	vastus	svar	vastus	N;INDF;NEUT;SG	N;NOM;SG
svar	reageering	svar	reageering	N;INDF;NEUT;SG	N;NOM;SG
svar	reageerimine	svar	reageerimine	N;INDF;NEUT;SG	N;NOM;SG
naturlige	looduslikud	naturlig	looduslik	ADJ;PL	ADJ;NOM;PL
gård	talu	gård	talu	N;INDF;MASC+FEM;SG	N;NOM;SG
gård	farm	gård	farm	N;INDF;MASC+FEM;SG	N;NOM;SG
publikum	publik	publikum	publik	N;INDF;NEUT;SG	N;NOM;SG
publikum	rahvas	publikum	rahvas	N;INDF;NEUT;SG	N;NOM;SG
publikum	publik	publikum	publik	N;INDF;NEUT;SG	N;NOM;SG
hav	meri	hav	meri	N;INDF;NEUT;SG	N;NOM;SG
hav	mere	hav	meri	N;INDF;NEUT;SG	N;NOM;SG
hav	ookean	hav	ookean	N;INDF;NEUT;SG	N;NOM;SG
effekt	tõhusus	effekt	tõhusus	N;INDF;MASC+FEM;SG	N;NOM;SG
effekt	efektiivsus	effekt	efektiivsus	N;INDF;MASC+FEM;SG	N;NOM;SG
effekt	efekt	effekt	efekt	N;INDF;MASC+FEM;SG	N;NOM;SG
effekt	mõju	effekt	mõju	N;INDF;MASC+FEM;SG	N;NOM;SG
effekt	toime	effekt	toime	N;INDF;MASC+FEM;SG	N;NOM;SG
effekt	power	effekt	power	N;INDF;MASC+FEM;SG	N;NOM;SG
effekt	võimu	effekt	võim	N;INDF;MASC+FEM;SG	N;PRT;SG
effekt	võim	effekt	võim	N;INDF;MASC+FEM;SG	N;NOM;SG
effekt	võimsus	effekt	võimsus	N;INDF;MASC+FEM;SG	N;NOM;SG
effekt	jõud	effekt	jõud	N;INDF;MASC+FEM;SG	N;NOM;SG
kanalen	kanal	kanal	kana	N;DEF;MASC+FEM;SG	N;AT+ESS
;SG
repræsenterede	esindatud	repræsentere	esindama	V;PL;PST;V.PTCP	V;PST;V.PTCP;PASS
kæmpe	tohutu	kæmpe	tohutu	ADJ	ADJ;NOM;SG
kæmpe	hiiglaslik	kæmpe	hiiglaslik	ADJ	ADJ;NOM;SG
kæmpe	hiiglane	kæmpe	hiiglane	ADJ	ADJ;NOM;SG
kæmpe	hiiglaslik	kæmpe	hiiglaslik	ADJ	ADJ;NOM;SG
lejlighed	lame	lejlighed	lame	N;INDF;MASC+FEM;SG	N;NOM;SG
lejlighed	korteri	lejlighed	korter	N;INDF;MASC+FEM;SG	N;GEN;SG
lejlighed	korteris	lejlighed	korter	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
lejlighed	korter	lejlighed	korter	N;INDF;MASC+FEM;SG	N;NOM;SG
nødvendigt	vajalik	nødvendig	vajalik	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
bragte	tõi	bringe	tooma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
julius	julius	julius	julius	N;INDF;MASC+FEM;SG	N;NOM;SG
avisen	ajaleht	avis	aja_leht	N;DEF;MASC+FEM;SG	N;NOM;SG
jernbane	raudtee	jernbane	raud_tee	N;INDF;MASC+FEM;SG	N;NOM;SG
jernbane	rail	jernbane	rail	N;INDF;MASC+FEM;SG	N;NOM;SG
jernbane	raudtee	jernbane	raud_tee	N;INDF;MASC+FEM;SG	N;NOM;SG
retten	kohus	ret	kohus	N;DEF;MASC+FEM;SG	N;NOM;SG
stoffer	uimastid	stof	uimasti	N;INDF;NEUT;PL	N;NOM;PL
stoffer	narkootikumid	stof	narkootikum	N;INDF;NEUT;PL	N;NOM;PL
stoffer	ained	stof	aine	N;INDF;NEUT;PL	N;NOM;PL
menneske	inimene	menneske	inimene	N;INDF;NEUT;SG	N;NOM;SG
tvunget	sundis	tvinge	sundima	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
tvunget	sunnitud	tvinge	sundima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
blomster	lilli	blomst	lill	N;INDF;NEUT;PL	N;PRT;PL
blomster	lilled	blomst	lill	N;INDF;NEUT;PL	N;NOM;PL
digter	luuletaja	digte	luuletaja	N;INDF;MASC+FEM;SG	N;NOM;SG
digter	poeet	digte	poeet	N;INDF;MASC+FEM;SG	N;NOM;SG
lader	lubab	lade	lubama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
lader	laseb	lade	laskma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
elektrisk	elektriline	elektrisk	elektriline	ADJ;INDF;SG	ADJ;NOM;SG
elektrisk	elektriline	elektrisk	elektriline	ADJ;INDF;SG	ADJ;NOM;SG
bronze	pronks	bronze	pronks	N;INDF;MASC+FEM;SG	N;NOM;SG
polske	poola	polsk	poola	ADJ;PL	ADJ
statistik	statistika	statistik	statistika	N;INDF;MASC+FEM;SG	N;NOM;SG
christopher	christopher	christopher	christopher	N;INDF;MASC+FEM;SG	N;NOM;SG
kategorier	kategooriad	kategori	kategooria	N;INDF;MASC+FEM;PL	N;NOM;PL
anerkendt	tunnistas	anerkende	tunnistama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
fuldt	täis	fuldt	täis	ADV	ADV
bladet	ajakiri	blad	aja_kiri	N;DEF;NEUT;SG	N;NOM;SG
fjord	fjordi	fjord	fjord	N;INDF;MASC+FEM;SG	N;PRT;SG
påvirket	mõjutanud	påvirke	mõjutama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
påvirket	mõjutas	påvirke	mõjutama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
tradition	traditsioon	tradition	traditsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
opnået	saavutati	opnå	saavutama	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
opnået	saavutatud	opnå	saavutama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
roger	roger	roge	roger	N;INDF;MASC+FEM;SG	N;NOM;SG
modeller	mudelid	model	mudel	N;INDF;MASC+FEM;PL	N;NOM;PL
modeller	modellid	model	modell	N;INDF;MASC+FEM;PL	N;NOM;PL
åben	avatud	åben	avatud	ADJ;INDF;MASC+FEM;SG	ADJ;PST;V.PTCP;PASS
virkede	tundus	virke	tunduma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
stjerner	staarid	stjerne	staar	N;INDF;MASC+FEM;PL	N;NOM;PL
stjerner	tähed	stjerne	täht	N;INDF;MASC+FEM;PL	N;NOM;PL
stjerner	tähtede	stjerne	täht	N;INDF;MASC+FEM;PL	N;GEN;PL
dør	surra	dø	surema	V;IND;PRS;FIN;ACT	V;NFIN
dør	suremas	dø	surema	V;IND;PRS;FIN;ACT	V;IN+ESS;V.CVB;ACT
dør	sureb	dø	surema	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
kørte	jooksis	køre	jooksma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
kørte	sõitis	køre	sõitma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
omfang	rakendusala	omfang	rakendus_ala	N;INDF;NEUT;SG	N;NOM;SG
omfang	ulatus	omfang	ulatus	N;INDF;NEUT;SG	N;NOM;SG
omfang	ulatus	omfang	ulatus	N;INDF;NEUT;SG	N;NOM;SG
foretaget	tehtud	foretage	tegema	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
forfatteren	autor	forfatter	autor	N;DEF;MASC+FEM;SG	N;NOM;SG
opdaget	avastatud	opdage	avastama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
opdaget	avastasin	opdage	avastama	V;INDF;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
opdaget	avastas	opdage	avastama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
opdaget	märgatud	opdage	märkama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
opdaget	nähtud	opdage	nägema	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
opdaget	tuvastati	opdage	tuvastama	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
opdaget	tuvastatud	opdage	tuvastama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
opdaget	avastatud	opdage	avastama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
opdaget	avastati	opdage	avastama	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
brand	tuli	brand	tuli	N;INDF;MASC+FEM;SG	N;NOM;SG
brand	tulekahju	brand	tule_kahju	N;INDF;MASC+FEM;SG	N;NOM;SG
brand	tuld	brand	tuli	N;INDF;MASC+FEM;SG	N;PRT;SG
brand	brand	brand	brand	N;INDF;MASC+FEM;SG	N;NOM;SG
fløj	lendasid	flyve	lendama	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
fløj	lendas	flyve	lendama	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
færdig	lõpetatud	færdig	lõpetama	ADJ;INDF;MASC+FEM;SG	ADJ;PST;V.PTCP;PASS
deltagere	võistlejad	deltager	võistleja	N;INDF;MASC+FEM;PL	N;NOM;PL
deltagere	osalejad	deltager	osaleja	N;INDF;MASC+FEM;PL	N;NOM;PL
deltagere	osalejaid	deltager	osaleja	N;INDF;MASC+FEM;PL	N;PRT;PL
deltagere	osalejad	deltager	osaleja	N;INDF;MASC+FEM;PL	N;NOM;PL
interview	intervjuu	interview	intervjuu	N;INDF;NEUT;SG	N;NOM;SG
interview	intervjuud	interview	intervjuu	N;INDF;NEUT;SG	N;PRT;SG
interview	intervjuud	interview	intervjuu	N;INDF;NEUT;SG	N;PRT;SG
vol	vol	vol	vol	N;INDF;NEUT;SG	N;NOM;SG
preussen	preisimaa	preuss	preisi_maa	N;INDF;MASC+FEM;SG	N;NOM;SG
begivenheder	üritused	begivenhed	üritus	N;INDF;MASC+FEM;PL	N;NOM;PL
begivenheder	sündmused	begivenhed	sündmus	N;INDF;MASC+FEM;PL	N;NOM;PL
mængder	kogused	mængde	kogus	N;INDF;MASC+FEM;PL	N;NOM;PL
mængder	mahud	mængde	maht	N;INDF;MASC+FEM;PL	N;NOM;PL
bjørn	bjørn	bjørn	bjørn	N;INDF;MASC+FEM;SG	N;NOM;SG
bjørn	björn	bjørn	björn	N;INDF;MASC+FEM;SG	N;NOM;SG
bjørn	mõmmi	bjørn	mõmmi	N;INDF;MASC+FEM;SG	N;NOM;SG
bjørn	karu	bjørn	karu	N;INDF;MASC+FEM;SG	N;NOM;SG
front	rinne	front	rinne	N;INDF;MASC+FEM;SG	N;NOM;SG
nærmere	lähemale	nærmere	lähemale	ADV;CMPR	ADV
nærmere	lähemal	nærmere	lähemal	ADV;CMPR	ADV
nærmere	lähemalt	nærmere	lähemalt	ADV;CMPR	ADV
undervisning	õpetamine	undervisning	õpetamine	N;INDF;MASC+FEM;SG	N;NOM;SG
undervisning	õpetamise	undervisning	õpetamine	N;INDF;MASC+FEM;SG	N;GEN;SG
undervisning	haridus	undervisning	haridus	N;INDF;MASC+FEM;SG	N;NOM;SG
dato	kuupäev	dato	kuu_päev	N;INDF;MASC+FEM;SG	N;NOM;SG
mission	missioon	mission	missioon	N;INDF;MASC+FEM;SG	N;NOM;SG
kæmpede	võidelnud	kæmpe	võitlema	V;IND;PST;FIN;ACT	V;PST;V.PTCP;ACT
kæmpede	võitlesid	kæmpe	võitlema	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
skade	vigastus	skade	vigastus	N;INDF;MASC+FEM;SG	N;NOM;SG
skade	kahjustus	skade	kahjustus	N;INDF;MASC+FEM;SG	N;NOM;SG
skade	kahju	skade	kahju	N;INDF;MASC+FEM;SG	N;NOM;SG
sket	juhtus	ske	juhtuma	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
numre	numbrid	nummer	number	N;INDF;NEUT;PL	N;NOM;PL
bord	laua	bord	laud	N;INDF;NEUT;SG	N;GEN;SG
bord	laud	bord	laud	N;INDF;NEUT;SG	N;NOM;SG
bord	tabel	bord	tabel	N;INDF;NEUT;SG	N;NOM;SG
bord	juhatuse	bord	juhatus	N;INDF;NEUT;SG	N;GEN;SG
bord	juhatus	bord	juhatus	N;INDF;NEUT;SG	N;NOM;SG
bygger	ehitab	bygge	ehitama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
amsterdam	amsterdam	amsterdam	amsterdam	N;INDF;MASC+FEM;SG	N;NOM;SG
amsterdam	amsterdami	amsterdam	amsterdam	N;INDF;MASC+FEM;SG	N;NOM;SG
konkurrence	konkurents	konkurrence	konkurents	N;INDF;MASC+FEM;SG	N;NOM;SG
konkurrence	võistlus	konkurrence	võistlus	N;INDF;MASC+FEM;SG	N;NOM;SG
konkurrence	konkurentsi	konkurrence	konkurents	N;INDF;MASC+FEM;SG	N;PRT;SG
konkurrence	võistlus	konkurrence	võistlus	N;INDF;MASC+FEM;SG	N;NOM;SG
konkurrence	konkurss	konkurrence	konkurss	N;INDF;MASC+FEM;SG	N;NOM;SG
muligheder	võimalused	mulighed	võimalus	N;INDF;MASC+FEM;PL	N;NOM;PL
muligheder	võimalused	mulighed	võimalus	N;INDF;MASC+FEM;PL	N;NOM;PL
muligheder	valikud	mulighed	valik	N;INDF;MASC+FEM;PL	N;NOM;PL
produkter	tooted	produkt	toode	N;INDF;NEUT;PL	N;NOM;PL
association	assotsiatsioon	association	assotsiatsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
tilladelse	luba	tilladelse	luba	N;INDF;MASC+FEM;SG	N;NOM;SG
tilladelse	luba	tilladelse	luba	N;INDF;MASC+FEM;SG	N;NOM;SG
tilladelse	autentimine	tilladelse	autentimine	N;INDF;MASC+FEM;SG	N;NOM;SG
tilladelse	luba	tilladelse	luba	N;INDF;MASC+FEM;SG	N;NOM;SG
forfattere	kirjanikud	forfatter	kirjanik	N;INDF;MASC+FEM;PL	N;NOM;PL
forfattere	autorid	forfatter	autor	N;INDF;MASC+FEM;PL	N;NOM;PL
ungdom	noorus	ungdom	noorus	N;INDF;MASC+FEM;SG	N;NOM;SG
vinteren	talv	vinter	talv	N;DEF;MASC+FEM;SG	N;NOM;SG
sikkerhed	turvalisus	sikkerhed	turvalisus	N;INDF;MASC+FEM;SG	N;NOM;SG
sikkerhed	julgeolek	sikkerhed	julge_olek	N;INDF;MASC+FEM;SG	N;NOM;SG
sikkerhed	turva	sikkerhed	turva	N;INDF;MASC+FEM;SG	N;NOM;SG
sikkerhed	julgeoleku	sikkerhed	julge_olek	N;INDF;MASC+FEM;SG	N;NOM;SG
sikkerhed	turvalisus	sikkerhed	turvalisus	N;INDF;MASC+FEM;SG	N;NOM;SG
sikkerhed	ohutus	sikkerhed	ohutus	N;INDF;MASC+FEM;SG	N;NOM;SG
solen	päikest	sol	päike	N;DEF;MASC+FEM;SG	N;PRT;SG
solen	päike	sol	päike	N;DEF;MASC+FEM;SG	N;NOM;SG
perioder	perioodid	periode	periood	N;INDF;MASC+FEM;PL	N;NOM;PL
perioder	ajavahemikud	periode	aja_vahemik	N;INDF;MASC+FEM;PL	N;NOM;PL
virkeligheden	tegelikkus	virkelighed	tegelikkus	N;DEF;MASC+FEM;SG	N;NOM;SG
virkeligheden	reaalsus	virkelighed	reaalsus	N;DEF;MASC+FEM;SG	N;NOM;SG
situation	olukord	situation	olu_kord	N;INDF;MASC+FEM;SG	N;NOM;SG
situation	situatsioon	situation	situatsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
indiske	india	indisk	india	ADJ;PL	ADJ
varme	kuumus	varme	kuumus	N;INDF;MASC+FEM;SG	N;NOM;SG
varme	soojus	varme	soojus	N;INDF;MASC+FEM;SG	N;NOM;SG
varme	soojuse	varme	soojus	N;INDF;MASC+FEM;SG	N;GEN;SG
varme	hot	varme	hotm	N;INDF;MASC+FEM;SG	N;NOM;SG
tag	võtke	tage	võtma	V;IMP	V;IMP;PL;2;PRS;FIN;ACT
tag	võta	tage	võtma	V;IMP	V;IMP;SG;2;PRS;FIN;ACT
biler	autosid	bil	auto	N;INDF;MASC+FEM;PL	N;PRT;PL
biler	autod	bil	auto	N;INDF;MASC+FEM;PL	N;NOM;PL
hårdt	karm	hård	karm	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
hårdt	raske	hård	raske	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
hårdt	kõva	hård	kõva	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
hårdt	kõva	hård	kõva	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
hårdt	sitke	hård	sitke	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
hårdt	karm	hård	karm	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
