من	dari	مِن	dari	ADP	ADP
تحرير	mengedit	تَحرِير	mengedit	N;NOM;INDF;SG	N;SG
تغيير	perubahan	تَغيِير	perubahan	N;NOM;INDF;SG	N;SG
صوت	suaranya	صَوت	suara	N;NOM;INDF;SG	N;SG
صوت	audio	صَوت	audio	N;NOM;INDF;SG	N;SG
سوق	pasar	سُوق	pasar	N;NOM;INDF;SG	N;SG
النظر	pertimbangan	نَظَر	pertimbangan	N;NOM;DEF;SG	N;SG
المستوى	aras	مُستَوَى	aras	N;NOM;DEF;SG	N;SG
المستوى	level	مُستَوَى	level	N;NOM;DEF;SG	N
المستوى	tingkatan	مُستَوَى	tingkatan	N;NOM;DEF;SG	N;SG
المستوى	tingkat	مُستَوَى	tingkat	N;NOM;DEF;SG	N;SG
نسخة	salin	نُسخَة	salin	N;NOM;INDF;SG	N;SG;ACT
نسخة	salinan	نُسخَة	salinan	N;NOM;INDF;SG	N;SG
موضوع	topik	مَوضُوع	topik	N;NOM;INDF;SG	N;SG
موضوع	theme	مَوضُوع	theme	N;NOM;INDF;SG	N
موضوع	temanya	مَوضُوع	tema	N;NOM;INDF;SG	N;SG
موضوع	tema	مَوضُوع	tema	N;NOM;INDF;SG	N;SG
معدل	tarif	مُعَدَّل	tarif	N;NOM;INDF;SG	N;SG
معدل	nilai	مُعَدَّل	nilai	N;NOM;INDF;SG	N;SG
معدل	kurs	مُعَدَّل	kurs	N;NOM;INDF;SG	N;SG
معدل	laju	مُعَدَّل	laju	N;NOM;INDF;SG	N;SG
معدل	tingkat	مُعَدَّل	tingkat	N;NOM;INDF;SG	N;SG
معدل	modifikasi	مُعَدَّل	modifikasi	N;NOM;INDF;SG	N;SG
الفرق	bedanya	فِرقَة	beda	N;NOM;DEF;SG	N;SG
الفرق	perbedaan	فِرقَة	perbedaan	N;NOM;DEF;SG	N;SG
الفرق	tim	فِرقَة	tim	N;NOM;DEF;SG	N;SG
اللون	warna	لَون	warna	N;NOM;DEF;SG	N;SG
اللون	warna	لَون	warna	N;NOM;DEF;SG	N;SG
الدراسة	kajian	دِرَاسَة	kajian	N;NOM;DEF;SG	N;SG
الدراسة	studi	دِرَاسَة	studi	N;NOM;DEF;SG	N;SG
صحيفة	koran	صَحِيفَة	koran	N;NOM;INDF;SG	N;SG
المنظمة	organisasi	مُنَظَّمَة	organisasi	N;NOM;DEF;SG	N;SG
المنظمة	organisasi	مُنَظَّمَة	organisasi	N;NOM;DEF;SG	N;SG
الشرطة	polisi	شُرطَة	polisi	N;NOM;DEF;SG	N;SG
الشرطة	kepolisian	شُرطَة	kepolisian	N;NOM;DEF;SG	N;SG
قصيرة	singkat	قَصِير	singkat	ADJ;NOM;INDF;FEM;SG	ADJ;SG
قصيرة	pendek	قَصِير	pendek	ADJ;NOM;INDF;FEM;SG	ADJ;SG
السلة	keranjang	سَلَّة	keranjang	N;NOM;DEF;SG	N;SG
السلة	bakul	سَلَّة	bakul	N;NOM;DEF;SG	N;SG
دين	dekan	دِين	dekan	N;NOM;INDF;SG	N;SG
منتصف	pertengahan	مُنتَصَف	pertengahan	N;NOM;INDF;SG	N;SG
الساعة	jam	سَاعَة	jam	N;NOM;DEF;SG	N;SG
الساعة	jam	سَاعَة	jam	N;NOM;DEF;SG	N;SG
المثال	contoh	مِثَال	contoh	N;NOM;DEF;SG	N;SG
الهندسة	geometri	هَندَسَة	geometri	N;NOM;DEF;SG	N
الهندسة	teknik	هَندَسَة	teknik	N;NOM;DEF;SG	N;SG
الهندسة	rekayasa	هَندَسَة	rekayasa	N;NOM;DEF;SG	N;SG
جمع	mengumpulkan	جَمَع	menkumpulkan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
الصحة	kesehatan	صِحَّة	kesehatan	N;NOM;DEF;SG	N;SG
اللعب	putar	لَعب	putar	N;NOM;DEF;SG	N;SG
القارة	benua	قَارَّة	benua	N;NOM;DEF;SG	N;SG
العمليات	ops	عَمَلِيَّة	ops	N;NOM;DEF;PL	N
قيادة	kepemimpinan	قِيَادَة	kepemimpinan	N;NOM;INDF;SG	N;SG
قيادة	pimpinan	قِيَادَة	pimpinan	N;NOM;INDF;SG	N;SG
قيادة	perintah	قِيَادَة	perintah	N;NOM;INDF;SG	N;SG
مخرج	sutradara	مَخرَج	sutradara	N;NOM;INDF;SG	N;SG
مخرج	direktur	مَخرَج	direktur	N;NOM;INDF;SG	N;SG
ترجمة	terjemahan	تَرجَمَة	terjemahan	N;NOM;INDF;SG	N;SG
ترجمة	penerjemahan	تَرجَمَة	penterjemahan	N;NOM;INDF;SG	N;SG
متحف	musium	مَتحَف	musium	N;NOM;INDF;SG	N
دقيقة	menit	دَقِيقَة	menit	N;NOM;INDF;SG	N;SG
فرع	cabang	فَرع	cabang	N;NOM;INDF;SG	N;SG
فرع	ranting	فَرع	ranting	N;NOM;INDF;SG	N;SG
فرع	dahan	فَرع	dahan	N;NOM;INDF;SG	N;SG
الهدف	tujuan	هَدَف	tujuan	N;NOM;DEF;SG	N;SG
الهدف	targetkan	هَدَف	targetkan	N;NOM;DEF;SG	N;SG
الهدف	sasaran	هَدَف	sasaran	N;NOM;DEF;SG	N;SG
الهدف	target	هَدَف	target	N;NOM;DEF;SG	N;SG
الهدف	tujuan	هَدَف	tujuan	N;NOM;DEF;SG	N;SG
الهدف	gawang	هَدَف	gawang	N;NOM;DEF;SG	N;SG
الهدف	sasaran	هَدَف	sasaran	N;NOM;DEF;SG	N;SG
الهدف	gol	هَدَف	gol	N;NOM;DEF;SG	N;SG
البداية	permulaan	بِدَايَة	permulaan	N;NOM;DEF;SG	N;SG
الفن	seni	فَنّ	seni	N;NOM;DEF;SG	N;SG
الفن	kesenian	فَنّ	kesenian	N;NOM;DEF;SG	N;SG
حل	larutan	حَلّ	larutan	N;NOM;INDF;SG	N;SG
حل	solusi	حَلّ	solusi	N;NOM;INDF;SG	N;SG
نائب	deputi	نَائِب	deputi	N;NOM;INDF;SG	N;SG
سابقة	awalan	سَابِقَة	awalan	N;NOM;INDF;SG	N;SG
سابقة	prefiks	سَابِقَة	prefiks	N;NOM;INDF;SG	N
سابقة	preseden	سَابِقَة	preseden	N;NOM;INDF;SG	N;SG
الطيران	penerbangan	طَيَرَان	penterbangan	N;NOM;DEF;SG	N;SG
الطيران	aviasi	طَيَرَان	aviasi	N;NOM;DEF;SG	N
الطيران	terbang	طَيَرَان	terbang	N;NOM;DEF;SG	N;SG;ACT
الطيران	penerbangan	طَيَرَان	penterbangan	N;NOM;DEF;SG	N;SG
البيئة	lingkungan	بِيئَة	lingkungan	N;NOM;DEF;SG	N;SG
الاقتصاد	ekonomi	اِقتِصَاد	ekonomi	N;NOM;DEF;SG	N;SG
الاقتصاد	perekonomian	اِقتِصَاد	perekonomian	N;NOM;DEF;SG	N;SG
الاقتصاد	ekonomi	اِقتِصَاد	ekonomi	N;NOM;DEF;SG	N;SG
الطبيعي	alami	طَبِيعِيّ	alami	ADJ;NOM;DEF;MASC;SG	ADJ;SG
القمر	rembulan	قَمَر	rembulan	N;NOM;DEF;SG	N;SG
القمر	bulan	قَمَر	bulan	N;NOM;DEF;SG	N;SG
الموضوع	topik	مَوضُوع	topik	N;NOM;DEF;SG	N;SG
الموضوع	theme	مَوضُوع	theme	N;NOM;DEF;SG	N
الموضوع	temanya	مَوضُوع	tema	N;NOM;DEF;SG	N;SG
الموضوع	tema	مَوضُوع	tema	N;NOM;DEF;SG	N;SG
الموضوع	subyek	مَوضُوع	subyek	N;NOM;DEF;SG	N
الموضوع	subjek	مَوضُوع	subjek	N;NOM;DEF;SG	N;SG
الموضوع	perihal	مَوضُوع	perihal	N;NOM;DEF;SG	N
الصوت	suaranya	صَوت	suara	N;NOM;DEF;SG	N;SG
الصوت	audio	صَوت	audio	N;NOM;DEF;SG	N;SG
العين	mata	عَين	mata	N;NOM;DEF;SG	N;SG
موسيقى	musik	مُوسِيقِيّ	musik	N;NOM;INDF;SG	N;SG
التجارة	perdagangan	تِجَارَة	perdagangan	N;NOM;DEF;SG	N;SG
التجارة	perdagangan	تِجَارَة	perdagangan	N;NOM;DEF;SG	N;SG
التدريب	latihan	تَدرِيب	latihan	N;NOM;DEF;SG	N;SG
التدريب	pelatihan	تَدرِيب	penlatihan	N;NOM;DEF;SG	N;SG
التدريب	praktek	تَدرِيب	praktek	N;NOM;DEF;SG	N;SG
التدريب	latihan	تَدرِيب	latihan	N;NOM;DEF;SG	N;SG
التدريب	praktik	تَدرِيب	praktik	N;NOM;DEF;SG	N;SG
المباراة	permainan	مُبَارَاة	permainan	N;NOM;DEF;SG	N;SG
المباراة	game	مُبَارَاة	game	N;NOM;DEF;SG	N;SG
المباراة	korek	مُبَارَاة	korek	N;NOM;DEF;SG	N;SG;ACT
المباراة	pertandingan	مُبَارَاة	pertandingan	N;NOM;DEF;SG	N;SG
المباراة	kecocokan	مُبَارَاة	kecocokan	N;NOM;DEF;SG	N;SG
صغير	kecil	صَغِير	kecil	ADJ;NOM;INDF;MASC;SG	ADJ;SG
روايات	novel	رِوَايَة	novel	N;NOM;INDF;PL	N
التراث	pewaris	تُرَاث	penwaris	N;NOM;DEF;SG	N;SG
التراث	warisan	تُرَاث	warisan	N;NOM;DEF;SG	N;SG
التراث	warisan	تُرَاث	warisan	N;NOM;DEF;SG	N;SG
النسخة	versi	نُسخَة	versi	N;NOM;DEF;SG	N;SG
هدف	tujuan	هَدَف	tujuan	N;NOM;INDF;SG	N;SG
هدف	gawang	هَدَف	gawang	N;NOM;INDF;SG	N;SG
هدف	sasaran	هَدَف	sasaran	N;NOM;INDF;SG	N;SG
هدف	gol	هَدَف	gol	N;NOM;INDF;SG	N;SG
هدف	targetkan	هَدَف	targetkan	N;NOM;INDF;SG	N;SG
هدف	sasaran	هَدَف	sasaran	N;NOM;INDF;SG	N;SG
هدف	target	هَدَف	target	N;NOM;INDF;SG	N;SG
تطور	evolusi	تَطَوُّر	evolusi	N;NOM;INDF;SG	N;SG
الشاعر	penyair	شَاعِر	penyair	N;NOM;DEF;SG	N
الشاعر	pujangga	شَاعِر	pujangga	N;NOM;DEF;SG	N
عناصر	item	عُنصُر	item	N;NOM;INDF;PL	N
القدرة	kapabilitas	قُدرَة	kapabilitas	N;NOM;DEF;SG	N;SG
القدرة	kemampuan	قُدرَة	kemampuan	N;NOM;DEF;SG	N;SG
القدرة	kapasitas	قُدرَة	kapasitas	N;NOM;DEF;SG	N;SG
القدرة	kemampuan	قُدرَة	kemampuan	N;NOM;DEF;SG	N;SG
البلدة	kotamadya	بَلدَة	kotamadya	N;NOM;DEF;SG	N;SG
البلدة	kota	بَلدَة	kota	N;NOM;DEF;SG	N;SG
مسرحية	putar	مَسرَحِيّ	putar	N;NOM;INDF;SG	N;SG
السياسة	polis	سِيَاسَة	polis	N;NOM;DEF;SG	N;SG
السياسة	kebijakan	سِيَاسَة	kebijakan	N;NOM;DEF;SG	N;SG
السياسة	politik	سِيَاسَة	politik	N;NOM;DEF;SG	N;SG
مكتبة	library	مَكتَبَة	library	N;NOM;INDF;SG	N;SG
مكتبة	pustaka	مَكتَبَة	pustaka	N;NOM;INDF;SG	N
مكتبة	perpustakaan	مَكتَبَة	perpustakaan	N;NOM;INDF;SG	N;SG
الكاتب	penulis	كَاتِب	pentulis	N;NOM;DEF;SG	N;SG
الكاتب	pengarang	كَاتِب	penarang	N;NOM;DEF;SG	N;SG
الكاتب	penulis	كَاتِب	pentulis	N;NOM;DEF;SG	N;SG
الكاتب	pembuat	كَاتِب	penbuat	N;NOM;DEF;SG	N;SG
المؤتمر	konferensi	مُؤتَمَر	konferensi	N;NOM;DEF;SG	N;SG
المؤتمر	kongres	مُؤتَمَر	kongres	N;NOM;DEF;SG	N;SG
الجبل	gunung	جَبَل	gunung	N;NOM;DEF;SG	N;SG
الجبل	pegunungan	جَبَل	pegunungan	N;NOM;DEF;SG	N;SG
الخط	line	خَطّ	line	N;NOM;DEF;SG	N
الخط	baris	خَطّ	baris	N;NOM;DEF;SG	N;SG
الخط	font	خَطّ	font	N;NOM;DEF;SG	N
الخط	huruf	خَطّ	huruf	N;NOM;DEF;SG	N;SG
الرجل	cowok	رَجُل	cowok	N;NOM;DEF;SG	N
الرجل	pria	رَجُل	pria	N;NOM;DEF;SG	N;SG
الرجل	manusia	رَجُل	manusia	N;NOM;DEF;SG	N;SG
فرقة	band	فِرقَة	band	N;NOM;INDF;SG	N
فرقة	skuad	فِرقَة	skuad	N;NOM;INDF;SG	N;SG
فرقة	squad	فِرقَة	squad	N;NOM;INDF;SG	N
فرقة	regu	فِرقَة	regu	N;NOM;INDF;SG	N;SG
فرقة	pasukan	فِرقَة	pasukan	N;NOM;INDF;SG	N;SG
بلد	negara	بَلَد	negara	N;NOM;INDF;SG	N;SG
جعل	jadikan	جَعَل	jadikan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
جعل	membuat	جَعَل	menbuat	V;PFV;MASC;SG;3;ACT	V;SG;ACT
طاقة	tenaga	طَاقَة	tenaga	N;NOM;INDF;SG	N;SG
طاقة	energi	طَاقَة	energi	N;NOM;INDF;SG	N;SG
طاقة	tenaga	طَاقَة	tenaga	N;NOM;INDF;SG	N;SG
طاقة	kekuasaan	طَاقَة	kekuasaan	N;NOM;INDF;SG	N;SG
طاقة	kekuatan	طَاقَة	kekuatan	N;NOM;INDF;SG	N;SG
طاقة	daya	طَاقَة	daya	N;NOM;INDF;SG	N;SG
النار	api	نَار	api	N;NOM;DEF;SG	N;SG
النار	kebakaran	نَار	kebakaran	N;NOM;DEF;SG	N;SG
دليل	direktori	دَلِيل	direktori	N;NOM;INDF;SG	N;SG
دليل	buktinya	دَلِيل	bukti	N;NOM;INDF;SG	N;SG
دليل	bukti	دَلِيل	bukti	N;NOM;INDF;SG	N;SG
دليل	pembuktian	دَلِيل	penbuktian	N;NOM;INDF;SG	N;SG
دليل	manual	دَلِيل	manual	N;NOM;INDF;SG	N
دليل	pedoman	دَلِيل	pedoman	N;NOM;INDF;SG	N;SG
دليل	panduan	دَلِيل	panduan	N;NOM;INDF;SG	N;SG
دليل	pemandu	دَلِيل	penpandu	N;NOM;INDF;SG	N;SG
دليل	bukti	دَلِيل	bukti	N;NOM;INDF;SG	N;SG
حماية	lindungi	حِمَايَة	lindungi	N;NOM;INDF;SG	N;SG;ACT
حماية	perlindungan	حِمَايَة	perlindungan	N;NOM;INDF;SG	N;SG
حماية	proteksi	حِمَايَة	proteksi	N;NOM;INDF;SG	N;SG
دعم	dukungan	دَعم	dukungan	N;NOM;INDF;SG	N;SG
دعم	dukung	دَعم	dukung	N;NOM;INDF;SG	N;SG;ACT
دعم	mendukung	دَعم	mendukung	N;NOM;INDF;SG	N;SG;ACT
دعم	cadangan	دَعم	cadangan	N;NOM;INDF;SG	N;SG
خدمة	jasa	خِدمَة	jasa	N;NOM;INDF;SG	N;SG
خدمة	layanan	خِدمَة	layanan	N;NOM;INDF;SG	N;SG
خدمة	pelayanan	خِدمَة	penlayanan	N;NOM;INDF;SG	N;SG
حرارة	panasnya	حَرَارَة	panas	N;NOM;INDF;SG	N;SG
سرعة	kecepatan	سُرعَة	kecepatan	N;NOM;INDF;SG	N;SG
هندسة	geometri	هَندَسَة	geometri	N;NOM;INDF;SG	N
هندسة	teknik	هَندَسَة	teknik	N;NOM;INDF;SG	N;SG
هندسة	rekayasa	هَندَسَة	rekayasa	N;NOM;INDF;SG	N;SG
قرار	keputusan	قَرَار	keputusan	N;NOM;INDF;SG	N;SG
قرار	resolusi	قَرَار	resolusi	N;NOM;INDF;SG	N;SG
ستة	enam	سِتَّة	enam	NUM;NOM;INDF;MASC	NUM
التهاب	pegal	اِلتِهَاب	pegal	N;NOM;INDF;SG	N;SG
التهاب	radang	اِلتِهَاب	radang	N;NOM;INDF;SG	N
التهاب	peradangan	اِلتِهَاب	peradangan	N;NOM;INDF;SG	N
المحلي	lokal	مَحَلِّيّ	lokal	ADJ;NOM;DEF;MASC;SG	ADJ;SG
خمس	lima	خَمسَة	lima	NUM;NOM;INDF;FEM	NUM
ولدت	terlahir	وَلَد	terlahir	V;PFV;FEM;SG;3;PASS	V;SG;PASS
ولدت	dilahirkan	وَلَد	dilahirkan	V;PFV;FEM;SG;3;PASS	V;SG;PASS
ضغط	tekanan	ضَغط	tekanan	N;NOM;INDF;SG	N;SG
تشكل	berpose	شَكَّل	berpose	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG;ACT
المكان	tempat	مَكَان	tempat	N;NOM;DEF;SG	N;SG
المكان	lokasi	مَكَان	lokasi	N;NOM;DEF;SG	N;SG
مؤتمر	konferensi	مُؤتَمَر	konferensi	N;NOM;INDF;SG	N;SG
واسع	lebar	وَاسِع	lebar	ADJ;NOM;INDF;MASC;SG	ADJ;SG
طيران	penerbangan	طَيَرَان	penterbangan	N;NOM;INDF;SG	N;SG
طيران	aviasi	طَيَرَان	aviasi	N;NOM;INDF;SG	N
طيران	terbang	طَيَرَان	terbang	N;NOM;INDF;SG	N;SG;ACT
طيران	penerbangan	طَيَرَان	penterbangan	N;NOM;INDF;SG	N;SG
السبب	alasannya	سَبَب	alasan	N;NOM;DEF;SG	N;SG
السبب	alasan	سَبَب	alasan	N;NOM;DEF;SG	N;SG
السبب	penyebab	سَبَب	pensebab	N;NOM;DEF;SG	N;SG
الطفل	anakan	طِفل	anakan	N;NOM;DEF;SG	N;SG
الطفل	anak	طِفل	anak	N;NOM;DEF;SG	N;SG
البناء	bangunan	بِنَاء	bangunan	N;NOM;DEF;SG	N;SG
البناء	gedung	بِنَاء	gedung	N;NOM;DEF;SG	N;SG
البناء	pembangun	بِنَاء	penbangun	N;NOM;DEF;SG	N;SG
البناء	konstruksi	بِنَاء	konstruksi	N;NOM;DEF;SG	N;SG
البناء	pembangunan	بِنَاء	penbangunan	N;NOM;DEF;SG	N;SG
السوق	pasar	سُوق	pasar	N;NOM;DEF;SG	N;SG
يشير	mengindikasikan	أَشَار	menindikasikan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يشير	menandakan	أَشَار	mentandakan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يشير	menunjukkan	أَشَار	mentunjukkan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يشير	mengacu	أَشَار	menacu	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يشير	menunjuk	أَشَار	mentunjuk	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
البرلمان	parlemen	بَرلَمَان	parlemen	N;NOM;DEF;SG	N;SG
الوسط	pertengahan	وَسط	pertengahan	N;NOM;DEF;SG	N;SG
الوسط	pusat	وَسط	pusat	N;NOM;DEF;SG	N;SG
ريال	rial	رِيَال	rial	N;NOM;INDF;SG	N
معرفة	kenalan	مَعرِفَة	kenalan	N;NOM;INDF;SG	N;SG
معرفة	pengetahuan	مَعرِفَة	pengetahuan	N;NOM;INDF;SG	N;SG
الوضع	status	وَضع	status	N;NOM;DEF;SG	N;SG
الوضع	situasi	وَضع	situasi	N;NOM;DEF;SG	N;SG
الوضع	moda	وَضع	moda	N;NOM;DEF;SG	N;SG
الوضع	modus	وَضع	modus	N;NOM;DEF;SG	N;SG
القائد	komandan	قَائِد	komandan	N;NOM;DEF;SG	N;SG
القائد	panglima	قَائِد	panglima	N;NOM;DEF;SG	N;SG
تسمية	penamaan	تَسمِيَة	pennamaan	N;NOM;INDF;SG	N;SG
تسمية	label	تَسمِيَة	label	N;NOM;INDF;SG	N;SG
الظهور	penampilan	ظُهُور	pentampilan	N;NOM;DEF;SG	N;SG
الظهور	tampilan	ظُهُور	tampilan	N;NOM;DEF;SG	N;SG
الزراعة	peternakan	زِرَاعَة	peternakan	N;NOM;DEF;SG	N;SG
الزراعة	pertanian	زِرَاعَة	pertanian	N;NOM;DEF;SG	N;SG
الزراعة	pertanian	زِرَاعَة	pertanian	N;NOM;DEF;SG	N;SG
الزمن	kali	زَمَن	kali	N;NOM;DEF;SG	N;SG
الزمن	waktu	زَمَن	waktu	N;NOM;DEF;SG	N;SG
الزمن	waktunya	زَمَن	waktu	N;NOM;DEF;SG	N;SG
مواد	matre	مَادَّة	matre	N;NOM;INDF;PL	N
البرامج	software	بَرنَامَج	software	N;NOM;DEF;PL	N
الكتابة	tulis	كِتَابَة	tulis	N;NOM;DEF;SG	N;SG;ACT
الكتابة	penulisan	كِتَابَة	pentulisan	N;NOM;DEF;SG	N;SG
الكتابة	tulisan	كِتَابَة	tulisan	N;NOM;DEF;SG	N;SG
واسعة	lebar	وَاسِع	lebar	ADJ;NOM;INDF;FEM;SG	ADJ;SG
اختيار	seleksi	اِختِيَار	seleksi	N;NOM;INDF;SG	N;SG
اختيار	pemilihan	اِختِيَار	penpilihan	N;NOM;INDF;SG	N;SG
اختيار	pilihan	اِختِيَار	pilihan	N;NOM;INDF;SG	N;SG
القصة	cerita	قِصَّة	cerita	N;NOM;DEF;SG	N;SG
القصة	berita	قِصَّة	berita	N;NOM;DEF;SG	N;SG
القصة	kisah	قِصَّة	kisah	N;NOM;DEF;SG	N;SG
الجانب	sisi	جَانِب	sisi	N;NOM;DEF;SG	N;SG
الجانب	samping	جَانِب	samping	N;NOM;DEF;SG	N;SG
الجانب	aspek	جَانِب	aspek	N;NOM;DEF;SG	N;SG
حروب	peperangan	حَرب	peperangan	N;NOM;INDF;PL	N
الفنان	artis	فَنَّان	artis	N;NOM;DEF;SG	N;SG
الفنان	seniman	فَنَّان	seniman	N;NOM;DEF;SG	N;SG
القناة	kanal	قَنَاة	kanal	N;NOM;DEF;SG	N
القناة	terusan	قَنَاة	terusan	N;NOM;DEF;SG	N;SG
القناة	kanal	قَنَاة	kanal	N;NOM;DEF;SG	N
القناة	channel	قَنَاة	channel	N;NOM;DEF;SG	N
القناة	saluran	قَنَاة	saluran	N;NOM;DEF;SG	N;SG
درس	pelajaran	دَرس	pelajaran	N;NOM;INDF;SG	N;SG
رفع	angkat	رَفع	angkat	N;NOM;INDF;SG	N;SG;ACT
رفع	lift	رَفع	lift	N;NOM;INDF;SG	N
تنفيذ	implementasi	تَنفِيذ	implementasi	N;NOM;INDF;SG	N;SG
تنفيذ	pelaksanaan	تَنفِيذ	penlaksanaan	N;NOM;INDF;SG	N;SG
تنفيذ	penerapan	تَنفِيذ	penterapan	N;NOM;INDF;SG	N;SG
تنفيذ	eksekusi	تَنفِيذ	eksekusi	N;NOM;INDF;SG	N;SG
المسرح	teater	مَسرَح	teater	N;NOM;DEF;SG	N
المسرح	bioskop	مَسرَح	bioskop	N;NOM;DEF;SG	N
المسرح	teater	مَسرَح	teater	N;NOM;DEF;SG	N
المسرح	bioskop	مَسرَح	bioskop	N;NOM;DEF;SG	N
المسرح	pentas	مَسرَح	pentas	N;NOM;DEF;SG	N
المسرح	tahap	مَسرَح	tahap	N;NOM;DEF;SG	N;SG
المسرح	panggung	مَسرَح	panggung	N;NOM;DEF;SG	N;SG
رتبة	peringkat	رِتبَة	peringkat	N;NOM;INDF;SG	N;SG
رتبة	ranking	رِتبَة	ranking	N;NOM;INDF;SG	N
رتبة	pangkat	رِتبَة	pangkat	N;NOM;INDF;SG	N;SG
المعركة	pertempuran	مَعرَكَة	pertempuran	N;NOM;DEF;SG	N;SG
المعركة	peperangan	مَعرَكَة	peperangan	N;NOM;DEF;SG	N
التربية	pengasuhan	تَربِيَة	penkasuhan	N;NOM;DEF;SG	N;SG
التربية	pembiakan	تَربِيَة	penbiakan	N;NOM;DEF;SG	N;SG
التربية	pemuliaan	تَربِيَة	penmuliaan	N;NOM;DEF;SG	N;SG
التربية	edukasi	تَربِيَة	edukasi	N;NOM;DEF;SG	N;SG
التربية	pendidikan	تَربِيَة	pendidikan	N;NOM;DEF;SG	N;SG
نموذج	model	نَمُوذَج	model	N;NOM;INDF;SG	N;SG
عيد	lebaran	عِيد	lebaran	N;NOM;INDF;SG	N;SG
التقليدية	tradisional	تَقلِيدِيّ	tradisional	ADJ;NOM;DEF;FEM;SG	ADJ;SG
التقليدية	konvensional	تَقلِيدِيّ	konvensional	ADJ;NOM;DEF;FEM;SG	ADJ;SG
حق	kanan	حَقّ	kanan	N;NOM;INDF;SG	N;SG
تحليل	analisa	تَحلِيل	analisa	N;NOM;INDF;SG	N;SG
تحليل	analisis	تَحلِيل	analisis	N;NOM;INDF;SG	N;SG
تحليل	analisa	تَحلِيل	analisa	N;NOM;INDF;SG	N;SG
تحليل	analisis	تَحلِيل	analisis	N;NOM;INDF;SG	N;SG
رحلة	perjalanan	رِحلَة	perjalanan	N;NOM;INDF;SG	N;SG
اللعبة	permainan	لَعبَة	permainan	N;NOM;DEF;SG	N;SG
اللعبة	game	لَعبَة	game	N;NOM;DEF;SG	N;SG
علاج	penyembuh	عِلَاج	pensembuh	N;NOM;INDF;SG	N;SG
علاج	terapi	عِلَاج	terapi	N;NOM;INDF;SG	N;SG
علاج	pengobatan	عِلَاج	penobatan	N;NOM;INDF;SG	N;SG
علاج	perawatan	عِلَاج	penrawatan	N;NOM;INDF;SG	N;SG
التعاون	kolaborasi	تَعَاوُن	kolaborasi	N;NOM;DEF;SG	N;SG
التعاون	kerjasama	تَعَاوُن	kerjasama	N;NOM;DEF;SG	N;SG
كمية	kuantitas	كَمِّيَّة	kuantitas	N;NOM;INDF;SG	N;SG
كمية	jumlah	كَمِّيَّة	jumlah	N;NOM;INDF;SG	N;SG
السيطرة	kendali	سَيطَرَة	kendali	N;NOM;DEF;SG	N;SG
السيطرة	kontrol	سَيطَرَة	kontrol	N;NOM;DEF;SG	N;SG;ACT
السيطرة	pengendalian	سَيطَرَة	penkendalian	N;NOM;DEF;SG	N;SG
زمن	kali	زَمَن	kali	N;NOM;INDF;SG	N;SG
زمن	waktu	زَمَن	waktu	N;NOM;INDF;SG	N;SG
زمن	waktunya	زَمَن	waktu	N;NOM;INDF;SG	N;SG
يمثل	mewakili	مَثَّل	menwakili	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
قطاع	sektor	قِطَاع	sektor	N;NOM;INDF;SG	N;SG
النهاية	akhir	نِهَايَة	akhir	N;NOM;DEF;SG	N;SG
تقنية	teknologi	تَقنِيَّة	teknologi	N;NOM;INDF;SG	N;SG
تقنية	teknik	تَقنِيَّة	teknik	N;NOM;INDF;SG	N;SG
تقنية	teknologi	تَقنِيَّة	teknologi	N;NOM;INDF;SG	N;SG
عرف	jelaskan	عَرَف	jelaskan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
عرف	mendefinisikan	عَرَف	mendefinisikan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
عرف	tentukan	عَرَف	tentukan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
صلى	berdoalah	صَلَّى	berdoalah	V;PFV;MASC;SG;3;ACT	V;SG;ACT
صلى	berdoa	صَلَّى	berdoa	V;PFV;MASC;SG;3;ACT	V;SG;ACT
وسام	medal	وَسِيمَة	medal	N;NOM;INDF;SG	N
وسام	medali	وَسِيمَة	medali	N;NOM;INDF;SG	N;SG
الهجوم	serangan	هُجُوم	serangan	N;NOM;DEF;SG	N;SG
الهجوم	penyerangan	هُجُوم	penserangan	N;NOM;DEF;SG	N;SG
الهجوم	serbu	هُجُوم	serbu	N;NOM;DEF;SG	N;SG
الهجوم	serangan	هُجُوم	serangan	N;NOM;DEF;SG	N;SG
الهجوم	penyerangan	هُجُوم	penserangan	N;NOM;DEF;SG	N;SG
بحيرة	danau	بُحَيرَة	danau	N;NOM;INDF;SG	N;SG
تعلم	belajar	عَلِم	belajar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG
تعلم	pelajari	عَلِم	pelajari	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
