antropología	ανθρωπολογία	antropología	ανθρωπολογία	N;FEM;SG	N;NOM;FEM;SG
bebida	αναψυκτικό	bebida	αναψυκτικός	N;FEM;SG	N;NOM;NEUT;SG
bebida	ποτό	bebida	ποτό	N;FEM;SG	N;NOM;NEUT;SG
bebida	ρόφημα	bebida	ρόφημα	N;FEM;SG	N;NOM;NEUT;SG
rascacielos	ουρανοξύστες	rascacielos	ουρανοξύστης	N;MASC;PL	N;NOM;MASC;PL
aceptada	δεκτό	aceptado	δεκτός	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
aceptada	αποδεκτή	aceptado	αποδεκτός	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
aceptada	δεκτή	aceptado	δεκτός	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
aceptada	δεκτός	aceptado	δεκτός	ADJ;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
tiende	τείνει	tender	τείμαι	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
apoya	υποστηρίζει	apoyar	υποστηρίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
transforma	μετατρέψει	transformar	μετατρέπω	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
transforma	μεταμορφώνει	transformar	μεταμορφώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
élite	ελίτ	élite	ελίτ	N;FEM;SG	N;NOM;FEM;SG
pagina	σελίδα	pagina	σελίδα	N;FEM;SG	N;NOM;FEM;SG
pagina	σελιδα	pagina	σελιδα	N;FEM;SG	N;ACC;FEM;SG
negativo	αρνητικός	negativo	αρνητικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
negativo	αρνητικό	negativo	αρνητικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
negativo	αρνητική	negativo	αρνητικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
cordero	αρνάκι	cordero	αρνάκι	N;MASC;SG	N;NOM;NEUT;SG
cordero	αρνί	cordero	αρνί	N;MASC;SG	N;NOM;NEUT;SG
cordero	αρνί	cordero	αρνί	N;MASC;SG	N;NOM;NEUT;SG
andaluz	ανδαλουσίας	andaluz	ανδαλουσία	N;MASC;SG	N;GEN;FEM;SG
amparo	αμπάρο	amparo	αμπάρος	N;MASC;SG	N
provocar	προκαλώντας	provocar	προκαλώ	V;NFIN	V;IPFV;V.CVB;ACT
oscuridad	σκοτάδι	oscuridad	σκοτάδι	N;FEM;SG	N;NOM;NEUT;SG
oscuridad	σκούρο	oscuridad	σκούρος	N;FEM;SG	N;NOM;NEUT;SG
oscuridad	σκοτεινό	oscuridad	σκοτεινός	N;FEM;SG	N;NOM;NEUT;SG
oscuridad	σκοτάδι	oscuridad	σκοτάδι	N;FEM;SG	N;NOM;NEUT;SG
oscuridad	σκότος	oscuridad	σκότος	N;FEM;SG	N;NOM;NEUT;SG
oscuridad	αφάνεια	oscuridad	αφάνεια	N;FEM;SG	N;NOM;FEM;SG
caracol	σαλιγκάρι	caracol	σαλιγκάρι	N;MASC;SG	N;NOM;NEUT;SG
estatuas	αγάλματα	estatua	άγαλμα	N;FEM;PL	N;NOM;NEUT;PL
days	ημέρες	day	ημέρα	N	N;NOM;FEM;PL
days	μέρες	day	μέρα	N	N;NOM;FEM;PL
cazadores	κυνηγούς	cazador	κυνηγός	N;MASC;PL	N;ACC;MASC;PL
cazadores	κυνηγοί	cazador	κυνηγός	N;MASC;PL	N;NOM;MASC;PL
temple	ναός	temple	ναός	N;MASC;SG	N;NOM;MASC;SG
temple	ναό	temple	ναός	N;MASC;SG	N;ACC;MASC;SG
doctores	γιατροί	doctor	γιατρός	N;MASC;PL	N;NOM;MASC;PL
doctores	γιατρούς	doctor	γιατρός	N;MASC;PL	N;ACC;MASC;PL
doctores	ιατροί	doctor	ιατρός	N;MASC;PL	N;NOM;MASC;PL
trastorno	διαταραχή	trastorno	διαταραχή	N;MASC;SG	N;NOM;FEM;SG
trastorno	αταξία	trastorno	αταξία	N;MASC;SG	N;NOM;FEM;SG
restricciones	περιορισμούς	restricción	περιορισμός	N;FEM;PL	N;ACC;MASC;PL
restricciones	περιορισμοί	restricción	περιορισμός	N;FEM;PL	N;NOM;MASC;PL
restricciones	περιορισμοί	restricción	περιορισμός	N;FEM;PL	N;NOM;MASC;PL
capillas	παρεκκλήσια	capilla	παρεκκλήσιος	N;FEM;PL	N;NOM;NEUT;PL
traición	προδοσία	traición	προδοσία	N;FEM;SG	N;NOM;FEM;SG
traición	προδοσία	traición	προδοσία	N;FEM;SG	N;NOM;FEM;SG
traición	προδοσία	traición	προδοσία	N;FEM;SG	N;NOM;FEM;SG
amenazas	απειλές	amenaza	απειλή	N;FEM;PL	N;NOM;FEM;PL
suministro	εφοδιασμού	suministro	εφοδιασμός	N;MASC;SG	N;GEN;MASC;SG
suministro	εφοδιασμός	suministro	εφοδιασμός	N;MASC;SG	N;NOM;MASC;SG
rumores	φήμες	rumor	φήμη	N;MASC;PL	N;NOM;FEM;PL
rumores	φήμες	rumor	φήμη	N;MASC;PL	N;NOM;FEM;PL
sandra	σάντρα	sandra	σάντρα	N;FEM;SG	N;NOM;FEM;SG
sombrero	σομπρέρο	sombrero	σομπρέρο	N;MASC;SG	N;NOM;NEUT;SG
sombrero	καπέλο	sombrero	καπέλος	N;MASC;SG	N;NOM;NEUT;SG
sentir	νιώθω	sentir	νιώθω	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
sentir	νιώσε	sentir	νιώνω	V;NFIN	V;PFV;IND;SG;1;PST;FIN;ACT
armonía	αρμονία	armonía	αρμονία	N;FEM;SG	N;NOM;FEM;SG
amo	δάσκαλε	amar	δασκάλλω	V;IND;SG;1;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
cadáver	σωμα	cadáver	σωμα	N;MASC;SG	N;NOM;NEUT;SG
cadáver	πτώμα	cadáver	πτώμα	N;MASC;SG	N;NOM;NEUT;SG
cadáver	κορμί	cadáver	κορμί	N;MASC;SG	N;NOM;NEUT;SG
cadáver	σώμα	cadáver	σώμα	N;MASC;SG	N;NOM;NEUT;SG
cadáver	πτώμα	cadáver	πτώμα	N;MASC;SG	N;NOM;NEUT;SG
distingue	διακρίνει	distinguir	διακρίνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
obligación	υποχρέωση	obligación	υποχρέωση	N;FEM;SG	N;ACC;FEM;SG
soccer	ποδόσφαιρο	soccer	ποδόσφαιρος	N;SG	N;NOM;NEUT;SG
sweet	γλυκό	sweet	γλυκό	N	N;NOM;NEUT;SG
sweet	γλυκά	sweet	γλυκά	N	N;NOM;NEUT;PL
sweet	γλυκιά	sweet	γλυκιά	N	N;NOM;FEM;SG
distancias	αποστάσεις	distancia	απόσταση	N;FEM;PL	N;NOM;FEM;PL
bordes	σύνορα	borde	σύνορο	N;MASC;PL	N;NOM;NEUT;PL
bordes	συνορα	borde	σύνορο	N;MASC;PL	N;NOM;NEUT;PL
bordes	άκρες	borde	άκρα	N;MASC;PL	N;NOM;FEM;PL
fracción	κλάσμα	fracción	κλάσμα	N;FEM;SG	N;NOM;NEUT;SG
cintas	κορδέλες	cinta	κορδέλα	N;FEM;PL	N;NOM;FEM;PL
cintas	κασέτες	cinta	κασέτα	N;FEM;PL	N;NOM;FEM;PL
cintas	κασέτες	cinta	κασέτα	N;FEM;PL	N;NOM;FEM;PL
kenia	κένυας	kenia	κένυα	N;FEM;SG	N;GEN;FEM;SG
homosexualidad	ομοφυλοφιλία	homosexualidad	ομοφυλοφιλία	N;FEM;SG	N;NOM;FEM;SG
picos	καρφιά	pico	καρφιά	N;MASC;PL	N;NOM;NEUT;PL
picos	κορυφές	pico	κορυφή	N;MASC;PL	N;NOM;FEM;PL
picos	ράμφη	pico	ράμφη	N;MASC;PL	N;NOM;NEUT;PL
defensas	άμυνες	defensa	άμυνα	N;PL	N;NOM;FEM;PL
defensas	άμυνες	defensa	άμυνα	N;PL	N;NOM;FEM;PL
orquídeas	ορχιδέες	orquídea	ορχιδέας	N;FEM;PL	N;NOM;FEM;PL
agrega	προσθέτει	agregar	προσθέτω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
invitación	πρόσκληση	invitación	πρόσκληση	N;FEM;SG	N;ACC;FEM;SG
invitación	πρόσκληση	invitación	πρόσκληση	N;FEM;SG	N;ACC;FEM;SG
patagonia	παταγονία	patagonia	παταγονία	N;FEM;SG	N;NOM;FEM;SG
presentando	παρουσιάζοντας	presentar	παρουσιάζω	V;V.MSDR	V;IPFV;V.CVB;ACT
mágico	μαγική	mágico	μαγικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
mágico	μαγικό	mágico	μαγικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
mágico	μαγική	mágico	μαγικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
mágico	μαγικός	mágico	μαγικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
mágico	μαγικό	mágico	μαγικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
transmitir	εκπέμπει	transmitir	εκπέμπω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
transmitir	διαβιβάζει	transmitir	διαβιβάζω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
richter	ρίχτερ	richter	ρίχτερ	N;FEM;SG	N;NOM;MASC;SG
ritual	τελετουργικό	ritual	τελετουργικός	ADJ;SG	ADJ;NOM;NEUT;SG
exclusivo	αποκλειστική	exclusivo	αποκλειστικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
exclusivo	αποκλειστικός	exclusivo	αποκλειστικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
exclusivo	αποκλειστικό	exclusivo	αποκλειστικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
príncipes	πρίγκιπες	príncipe	πρίγκιπας	N;MASC;PL	N;NOM;FEM;PL
round	στρογγυλό	round	στρογγυλός	N;MASC;SG	N;NOM;NEUT;SG
round	γύρο	round	γύρος	N;MASC;SG	N;ACC;MASC;SG
round	γύρος	round	γύρος	N;MASC;SG	N;NOM;MASC;SG
muerta	νεκρός	muerto	νεκρός	ADJ;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
ritmos	ρυθμοί	ritmo	ρυθμός	N;MASC;PL	N;NOM;MASC;PL
ritmos	ρυθμούς	ritmo	ρυθμός	N;MASC;PL	N;ACC;MASC;PL
adicionalmente	επιπρόσθετα	adicionalmente	επιπρόσθετα	ADV	ADV
adicionalmente	επιπροσθέτως	adicionalmente	επιπροσθέτως	ADV	ADV
bebidas	ποτά	bebida	ποτά	N;FEM;PL	N;NOM;NEUT;PL
bebidas	ποτών	bebida	ποτό	N;FEM;PL	N;GEN;NEUT;PL
bebidas	ποτά	bebida	ποτά	N;FEM;PL	N;NOM;NEUT;PL
llanos	πεδιάδες	llano	πεδιάδα	N;MASC;PL	N;NOM;FEM;PL
stanford	στάνφορντ	stanford	στάνφορντ	N;MASC;SG	N;NOM;NEUT;SG
tallo	κοτσάνι	tallo	κοτσάνι	N;MASC;SG	N;NOM;NEUT;SG
expuesto	εκτεθειμένος	expuesto	εκτεθειμένος	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
expuesto	εκτεθειμένο	expuesto	εκτεθειμένος	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
incapaz	ανίκανος	incapaz	ανίκανος	ADJ;SG	ADJ;NOM;MASC;SG
aparatos	συσκευές	aparato	συσκευά	N;MASC;PL	N;NOM;FEM;PL
aparatos	συσκευές	aparato	συσκευά	N;MASC;PL	N;NOM;FEM;PL
aparatos	συσκευές	aparato	συσκευά	N;MASC;PL	N;NOM;FEM;PL
leon	λέων	leer	λέος	N	N;NOM;MASC;SG
leon	λίον	leer	λίον	N	N
arañas	αράχνες	araña	αράχνα	N;FEM;PL	N;NOM;FEM;PL
arañas	σπάιντερ	araña	σπάιντερ	N;FEM;PL	N
automática	αυτόματη	automático	αυτόματος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
automática	αυτόματος	automático	αύτομα	ADJ;FEM;SG	ADJ;NOM;MASC;SG
consciente	συνειδητή	consciente	συνειδητής	ADJ;SG	ADJ;NOM;FEM;SG
lola	λόλα	lola	λόλος	N;FEM;SG	N;NOM;FEM;SG
monje	μοναχός	monje	μοναχός	N;MASC;SG	N;NOM;MASC;SG
esencialmente	ουσιαστικά	esencialmente	ουσιαστικά	ADV	ADV
fragmento	θραύσμα	fragmento	θραύσμα	N;MASC;SG	N;NOM;NEUT;SG
fragmento	απόσπασμα	fragmento	απόσπασμα	N;MASC;SG	N;NOM;NEUT;SG
fragmento	θραύσμα	fragmento	θραύσμα	N;MASC;SG	N;NOM;NEUT;SG
nombra	διορίζει	nombra	διορίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
choque	σοκ	choque	σοκ	N;MASC;SG	N
choque	συντριβή	choque	συντριβός	N;MASC;SG	N;ACC;FEM;SG
choque	κρας	choque	κρας	N;MASC;SG	N;NEUT;SG
sierras	πριόνια	sierra	πριόνια	N;FEM;PL	N;NOM;NEUT;PL
comprender	κατάλαβε	comprender	καταλαβαίνω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
comprender	καταλάβετε	comprender	καταλαβατώ	V;NFIN	V;PFV;IND;PL;2;FIN;ACT
exacta	ακριβής	exacto	ακριβής	ADJ;FEM;SG	ADJ;NOM;MASC;SG
exacta	ακριβής	exacto	ακριβής	ADJ;FEM;SG	ADJ;NOM;MASC;SG
legislativa	νομοθετική	legislativo	νομοθετικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
legislativa	νομοθετικό	legislativo	νομοθετικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
romeo	ρωμαίο	romeo	Ρωμαίος	N;MASC;SG	N;ACC;MASC;SG
auditorio	κοινό	auditorio	κοινό	N;MASC;SG	N;NOM;NEUT;SG
auditorio	ακροατήριο	auditorio	ακροατήριο	N;MASC;SG	N;NOM;NEUT;SG
auditorio	κοινο	auditorio	κοινο	N;MASC;SG	N;NOM;NEUT;SG
auditorio	αμφιθέατρο	auditorio	αμφιθέατρο	N;MASC;SG	N;NOM;NEUT;SG
círculos	κύκλοι	círculo	κύκλος	N;MASC;PL	N;NOM;MASC;PL
círculos	κύκλους	círculo	κύκλος	N;MASC;PL	N;ACC;MASC;PL
entierro	ταφή	entierro	ταφής	N;MASC;SG	N;ACC;FEM;SG
entierro	κηδεία	entierro	κηδεία	N;MASC;SG	N;ACC;FEM;SG
trayecto	ταξιδι	trayecto	ταξιδι	N;MASC;SG	N;NOM;FEM;SG
trayecto	ταξίδι	trayecto	ταξίδι	N;MASC;SG	N;NOM;NEUT;SG
claves	πλήκτρα	clave	πλήκτρα	N;FEM;PL	N;NOM;NEUT;PL
claves	κλειδιά	clave	κλειδιά	N;FEM;PL	N;NOM;NEUT;PL
fragata	φρεγάτα	fragata	φρεγάτα	N;FEM;SG	N;NOM;FEM;SG
narrador	παραμυθάς	narrador	παραμυθάς	N;MASC;SG	N;NOM;MASC;SG
unir	ενωθείτε	unir	ενώνω	V;NFIN	V;PFV;IMP;PL;2;FIN;PASS
unir	ενώσει	unir	ενώνω	V;NFIN	V;PFV;NFIN;ACT
intermedio	ενδιάμεσος	intermedio	ενδιάμεσος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
luke	λουκ	luke	λουκ	N	N;NOM;NEUT;SG
luke	λούκ	luke	λούκ	N	N;NOM;NEUT;SG
mayormente	κυρίως	mayormente	κυρίως	ADV	ADV
mayormente	κυριως	mayormente	κυριως	ADV	ADV
computadoras	υπολογιστές	computador	υπολογιστής	N;FEM;PL	N;NOM;MASC;PL
computadoras	υπολογιστές	computador	υπολογιστής	N;FEM;PL	N;NOM;MASC;PL
sacrificio	θυσία	sacrificio	θυσία	N;MASC;SG	N;ACC;FEM;SG
intenciones	προθέσεις	intención	πρόθεση	N;FEM;PL	N;NOM;FEM;PL
promesa	υπόσχεση	promesa	υπόσχεση	N;FEM;SG	N;ACC;FEM;SG
promesa	ενέχυρο	promesa	ενέχυρος	N;FEM;SG	N;NOM;NEUT;SG
promesa	υπόσχεση	promesa	υπόσχεση	N;FEM;SG	N;ACC;FEM;SG
consultar	συμβουλευτείτε	consultar	συμβουλεύω	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
consultar	συμβουλεύεται	consultar	συμβουλεύω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
cilindros	κύλινδροι	cilindro	κύλινδρος	N;MASC;PL	N;NOM;MASC;PL
cilindros	κυλίνδρους	cilindro	κύλινδρος	N;MASC;PL	N;ACC;MASC;PL
raro	σπάνιος	raro	σπάνιος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
raro	σπάνιο	raro	σπάνιος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
raro	περίεργο	raro	περίεργος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
baterías	μπαταρίες	batería	μπαταρία	N;FEM;PL	N;NOM;FEM;PL
baterías	συσσωρευτές	batería	συσσωρευτής	N;FEM;PL	N;NOM;MASC;PL
abuso	κατάχρηση	abuso	κατάχρηση	N;MASC;SG	N;ACC;FEM;SG
abuso	κακοποίηση	abuso	κακοποίηση	N;MASC;SG	N;ACC;FEM;SG
receptores	δικαιούχοι	receptor	δικαιούχος	N;MASC;PL	N;NOM;MASC;PL
receptores	αποδέκτες	receptor	αποδέκτης	N;MASC;PL	N;NOM;MASC;PL
receptores	παραλήπτες	receptor	παραλήπτης	N;MASC;PL	N;NOM;MASC;PL
receptores	δέκτες	receptor	δέκτης	N;MASC;PL	N;NOM;MASC;PL
estrategias	στρατηγικές	estrategia	στρατηγικός	N;FEM;PL	N;NOM;FEM;PL
intersección	τομή	intersección	τομή	N;FEM;SG	N;NOM;FEM;SG
intersección	διασταύρωση	intersección	διασταύρωση	N;FEM;SG	N;ACC;FEM;SG
intersección	διακομιστής	intersección	διακομιστής	N;FEM;SG	N;NOM;MASC;SG
aumentando	αυξάνονται	aumentar	αυξάνω	V;V.MSDR	V;IPFV;IND;PL;3;PRS;FIN;PASS
aumentando	αυξάνεται	aumentar	αυξάνω	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;PASS
conquistar	κατακτήσει	conquistar	κατακτώ	V;NFIN	V;PFV;NFIN;ACT
almas	ψυχές	alma	ψυχή	N;FEM;PL	N;NOM;FEM;PL
superficies	επιφάνειες	superficie	επιφάνεια	N;FEM;PL	N;NOM;FEM;PL
fila	σειρά	fila	σειρά	N;FEM;SG	N;ACC;FEM;SG
fila	κουπί	fila	κουπί	N;FEM;SG	N;NOM;NEUT;SG
fila	ρόου	fila	ρόος	N;FEM;SG	N;VOC;MASC;SG
natalia	νατάλια	natalia	νατάλιο	N;FEM;SG	N;NOM;FEM;SG
natalia	νατάλια	natalia	νατάλιο	N;FEM;SG	N;NOM;FEM;SG
toque	άγγιγμα	toque	άγγιγμα	N;SG	N;NOM;NEUT;SG
toque	αφή	toque	αφή	N;SG	N;NOM;FEM;SG
deseos	επιθυμίες	deseo	επιθυμία	N;MASC;PL	N;NOM;FEM;PL
deseos	ευχές	deseo	ευχή	N;MASC;PL	N;NOM;FEM;PL
deseos	επιθυμίες	deseo	επιθυμία	N;MASC;PL	N;NOM;FEM;PL
brujas	μάγισσες	bruja	μάγισσα	N;FEM;PL	N;NOM;FEM;PL
brujas	μάγοι	bruja	μάγος	N;FEM;PL	N;NOM;MASC;PL
match	αντιστοιχία	match	αντιστοιχία	N;MASC;SG	N;NOM;FEM;SG
match	αγώνα	match	αγώνας	N;MASC;SG	N;ACC;MASC;SG
match	ταίριασμα	match	ταίριασμα	N;MASC;SG	N;NOM;NEUT;SG
match	αγώνας	match	αγώνας	N;MASC;SG	N;NOM;MASC;SG
transmite	διαβιβάζει	transmitir	διαβιβάζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
transmite	μεταδίδει	transmitir	μεταδίδω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
enfermo	άρρωστος	enfermo	άρρωστος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
enfermo	άρρωστος	enfermo	άρρωστος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
enfermo	άρρωστη	enfermo	άρρωστος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
enfermo	άρρωστο	enfermo	άρρωστος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
avanzado	προηγμένη	avanzado	προηγμένος	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
avanzado	προηγμένο	avanzado	προηγμένος	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
llamas	φλόγες	llama	φλόγος	N;FEM;PL	N;NOM;FEM;PL
llamas	φλόγες	llama	φλόγος	N;FEM;PL	N;NOM;FEM;PL
ortografía	ορθογραφία	ortografía	ορθογραφία	N;FEM;SG	N;NOM;FEM;SG
poniente	γουέστερος	poniente	γουέστερος	N;SG	N;NOM;NEUT;SG
caro	ακριβό	caro	ακριβός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
equipamiento	εξοπλισμού	equipamiento	εξοπλισμός	N;MASC;SG	N;GEN;MASC;SG
equipamiento	εξοπλισμός	equipamiento	εξοπλισμός	N;MASC;SG	N;NOM;MASC;SG
ingredientes	συστατικά	ingrediente	συστατικά	N;MASC;PL	N;NOM;NEUT;PL
párrafo	παράγραφο	párrafo	παράγραφο	N;MASC;SG	N;ACC;FEM;SG
párrafo	παράγραφος	párrafo	παράγραφος	N;MASC;SG	N;NOM;NEUT;SG
pizarro	πιζάρο	pizarro	πιζάρος	N;MASC;SG	N
reconocen	αναγνωρίσει	reconocer	αναγνωρίζω	V;IND;PL;3;PRS;FIN	V;PFV;NFIN;ACT
mago	μάγο	mago	μάγος	N;MASC;SG	N;ACC;MASC;SG
mago	μάγος	mago	μάγος	N;MASC;SG	N;NOM;MASC;SG
mago	μάγος	mago	μάγος	N;MASC;SG	N;NOM;MASC;SG
sustituir	αντικαταστήσει	sustituir	αντικαθιστώ	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
sustituir	αντικατέστησε	sustituir	αντικαθιστώ	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
montero	μοντέρο	montero	μοντέρο	N;MASC;SG	N
topónimo	τοπωνύμιο	topónimo	τοπωνύμιο	N;MASC;SG	N;NOM;NEUT;SG
extraña	ξένος	extraño	ξένος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
extraña	ξένο	extraño	ξένος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
extraña	περίεργο	extraño	περίεργος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
suicidio	αυτοκτονία	suicidio	αυτοκτονία	N;MASC;SG	N;ACC;FEM;SG
enormes	τεράστιες	enorme	τεράστιος	ADJ;PL	ADJ;NOM;FEM;PL
rompió	έσπασε	romper	σπάω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
asiento	κάθισμα	asiento	κάθισμα	N;MASC;SG	N;NOM;NEUT;SG
asiento	έδρα	asiento	έδρα	N;MASC;SG	N;NOM;FEM;SG
presos	κρατούμενοι	preso	κρατούμενος	N;MASC;PL	N;NOM;MASC;PL
presos	κρατούμενοι	preso	κρατούμενος	N;MASC;PL	N;NOM;MASC;PL
alerta	ειδοποίηση	alerta	ειδοποίηση	N;FEM;SG	N;NOM;FEM;SG
alerta	συναγερμός	alerta	συναγερμός	N;FEM;SG	N;NOM;MASC;SG
naturalista	φυσιοδίφης	naturalista	φυσιοδίφος	N;SG	N;NOM;MASC;SG
osorio	οσόριο	osorio	οσόριο	N;MASC;SG	N
rodea	περιβάλλει	rodear	περιβάλλω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
wide	ευρύ	wide	ευρύς	N	N;NOM;NEUT;SG
submarinos	υποβρύχια	submarino	υποβρύχιο	N;MASC;PL	N;NOM;NEUT;PL
submarinos	υποβρύχια	submarino	υποβρύχιο	N;MASC;PL	N;NOM;NEUT;PL
turca	τουρκικό	turco	τουρκικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
turca	τουρκική	turco	τουρκικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
bailarina	μπαλαρίνα	bailarino	μπαλαρίνα	N;FEM;SG	N;NOM;FEM;SG
bailarina	χορευτή	bailarino	χορευτός	N;FEM;SG	N;ACC;MASC;SG
bailarina	χορεύτρια	bailarino	χορεύτρια	N;FEM;SG	N;NOM;FEM;SG
bailarina	χορευτής	bailarino	χορευτής	N;FEM;SG	N;NOM;MASC;SG
expresó	εκφρασμένο	expresar	εκφράζω	V;IND;SG;3;PST;FIN	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
expresó	εξέφρασε	expresar	εκφράζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
nido	φωλιά	nido	φωλιός	N;MASC;SG	N;NOM;FEM;SG
reemplazar	αντικαταστήσει	reemplazar	αντικαθιστώ	V;NFIN	V;PFV;IND;SG;3;FIN;ACT
reemplazar	αντικατέστησε	reemplazar	αντικαθιστώ	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
aprendió	έμαθε	aprender	μαθαίνω	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;ACT
aprendió	μάθει	aprender	μαθαίνω	V;IND;SG;3;PST;FIN	V;PFV;NFIN;ACT
fibra	ίνα	fibra	ίνας	N;FEM;SG	N;DAT;FEM;SG
colaboraciones	συνεργασίες	colaboración	συνεργασία	N;FEM;PL	N;NOM;FEM;PL
colaboraciones	συνεργασίες	colaboración	συνεργασία	N;FEM;PL	N;NOM;FEM;PL
colaboraciones	συμπράξεις	colaboración	σύμπραξη	N;FEM;PL	N;NOM;FEM;PL
defendió	υπερασπίστηκε	defender	υπερασπίζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
secuencias	πλάνα	secuencia	πλάνα	N;FEM;PL	N;NOM;NEUT;PL
secuencias	ακολουθίες	secuencia	ακολουθία	N;FEM;PL	N;NOM;FEM;PL
donación	δωρεά	donación	δωραός	N;FEM;SG	N;NOM;FEM;SG
donación	δωρεά	donación	δωραός	N;FEM;SG	N;NOM;FEM;SG
acontecimiento	εκδήλωση	acontecimiento	εκδήλωση	N;MASC;SG	N;ACC;FEM;SG
acontecimiento	αγώνισμα	acontecimiento	αγώνισμα	N;MASC;SG	N;NOM;NEUT;SG
acontecimiento	γεγονός	acontecimiento	γεγονός	N;MASC;SG	N;NOM;NEUT;SG
acontecimiento	συμβάν	acontecimiento	συμβάν	N;MASC;SG	N;NOM;NEUT;SG
acompaña	συνοδεύει	acompañar	συνοδεύω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
acompaña	συνοδεύει	acompañar	συνοδεύω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
entregar	παραδώσω	entregar	παραδίδω	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
cohete	ρουκέτα	cohete	ρουκέτα	N;MASC;SG	N;NOM;FEM;SG
cohete	πύραυλος	cohete	πύραυλος	N;MASC;SG	N;NOM;MASC;SG
cohete	πύραυλο	cohete	πύραυλος	N;MASC;SG	N;NOM;NEUT;SG
