ve	oraz	ve	oraz	CONJ	CONJ
evlilik	ślub	evlilik	ślub	N;NOM;SG;3	N;NOM;MASC;SG
evlilik	wesele	evlilik	wesele	N;NOM;SG;3	N;NOM;NEUT;SG
derin	deep	derin	deep		
petrol	benzyny	petrol	benzyna		
petrol	oliwa	petrol	oliwa		
kuş	birdie	kuş	birdo		
online	online	o	onliny		
eşit	równe	eşit	równy		
eşit	równy	eşit	równy		
eşit	równi	eşit	równić		
teknoloji	tech	teknoloji	ten		
who	who	who	who		
kraliyet	royalty	kraliyet	royalt		
kraliyet	royal	kraliyet	royal		
ölü	martwe	ölü	martwy		
ölü	dead	ölü	dead		
milyar	miliard	milyar	miliard		
milyar	mld	milyar	mld		
milyar	miliardy	milyar	miliarda		
jones	jonesa	jones	jones		
onur	honor	onur	honor		
onur	onur	onur	onur		
onur	honor	onur	honor		
dokuz	dziewięciu	dokuz	dziewięć		
dokuz	nine	dokuz	niny		
dokuz	dziewięć	dokuz	dziewięć		
kalp	heart	kalp	heart		
bakış	przegląd	bakış	przegląd		
altay	altay	altay	altay		
millet	ludziska	millet	ludzisko		
millet	people	millet	peopło		
hot	hot	hot	hot		
koyu	dark	koyu	dark		
koyu	zatoki	koyu	zatok		
nokta	spot	nokta	spot		
nokta	dot	nokta	dot		
nokta	pkt	nokta	punkt		
nokta	point	nokta	point		
halil	halil	halil	halil		
halil	khalil	halil	khalil		
onlar	oni	o	on	PRO;NOM;PL;3	PRO;NOM;MASC;PL;3
modeli	wzór	model	wzór	N;NOM;SG;3	N;NOM;MASC;SG
modeli	model	model	model	N;NOM;SG;3	N;NOM;MASC;SG
modeli	modelka	model	modelka	N;NOM;SG;3	N;NOM;FEM;SG
plan	grafik	plan	grafik		
gösterdi	pokazało	göster	pokazać	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN;ACT
gösterdi	pokazał	göster	pokazać	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
gösterdi	wykazało	göster	wykazać	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN;ACT
gösterdi	pokazała	göster	pokazać	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
max	max	max	max		
max	maks	max	maks		
prix	prix	prix	prix		
akademik	akademickich	akademik	akademicki	ADJ	ADJ;GEN;MASC;PL
akademik	akademickie	akademik	akademicki	ADJ	ADJ;NOM;NEUT;SG
official	urzędnik	official	urzędnik	N;NOM;SG;3	N;NOM;MASC;SG
halka	ring	halka	ring		
çek	czech	çek	czech		
şarkılar	utwory	şarkı	utwór	N;NOM;PL;3	N;NOM;MASC;PL
üyeler	posłowie	üye	poseł	N;NOM;PL;3	N;NOM;MASC;PL
üyeler	członkowie	üye	członek	N;NOM;PL;3	N;NOM;MASC;PL
aracı	pośrednika	araç	pośrednik	N;ACC;SG;3	N;ACC;MASC;SG
billboard	billboard	billboard	billboard	N;NOM;SG;3	N;NOM;MASC;SG
ihtiyaç	potrzeby	ihtiyaç	potrzeba		
test	próby	test	próba		
zamanlar	czasy	zaman	czas	N;NOM;PL;3	N;NOM;MASC;PL
akademi	akademia	akadem	akademia	N;NOM;SG;3	N;NOM;FEM;SG
düz	prosto	düz	prosto		
düz	plain	düz	plain		
uzunluk	długość	uzunluk	długość	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	kuracja	tedavi	kuracja	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	lekarstwo	tedavi	lekarstwo	N;NOM;SG;3	N;NOM;NEUT;SG
tedavi	leczenie	tedavi	leczenie	N;NOM;SG;3	N;NOM;NEUT;SG
tedavi	terapia	tedavi	terapia	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	traktowanie	tedavi	traktować	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tedavi	leczenie	tedavi	leczenie	N;NOM;SG;3	N;NOM;NEUT;SG
tedavi	kuracja	tedavi	kuracja	N;NOM;SG;3	N;NOM;FEM;SG
tedavi	leczenie	tedavi	leczenie	N;NOM;SG;3	N;NOM;NEUT;SG
dvd	dvd	iv	dvd		
dvd	dvd	iv	dvd		
karmaşık	złożone	karmaşık	złożyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
karmaşık	złożona	karmaşık	złożyć	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
karmaşık	złożony	karmaşık	złożyć	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
karmaşık	skomplikowane	karmaşık	skomplikować	ADJ	ADJ;NOM;NEUT;SG
karmaşık	skomplikowany	karmaşık	skomplikować	ADJ	ADJ;NOM;MASC;SG
karmaşık	skomplikowana	karmaşık	skomplikowany	ADJ	ADJ;NOM;FEM;SG
karmaşık	skomplikowane	karmaşık	skomplikować	ADJ	ADJ;NOM;NEUT;SG
football	football	football	football		
football	futbol	football	futbol		
ağ	web	ağ	web		
ağ	net	ağ	net		
ağ	netto	ağ	netto		
ağ	sieci	ağ	sieć		
ağ	network	ağ	network		
balık	ryb	balık	ryb		
yaşlı	starsza	yaşlı	stary	ADJ	ADJ;NOM;CMPR;FEM;SG
yaşlı	starszy	yaşlı	stary	ADJ	ADJ;NOM;CMPR;MASC;SG
yaşlı	stary	yaşlı	stary	ADJ	ADJ;NOM;MASC;SG
yaşlı	starsza	yaşlı	stary	ADJ	ADJ;NOM;CMPR;FEM;SG
yaşlı	starsze	yaşlı	stary	ADJ	ADJ;NOM;CMPR;NEUT;SG
yaşlı	starsi	yaşlı	stary	ADJ	ADJ;NOM;CMPR;MASC;PL
yaşlı	starszy	yaşlı	stary	ADJ	ADJ;NOM;CMPR;MASC;SG
geçersiz	null	geçersiz	null		
basın	prasy	basın	prasa		
çelik	stal	çelik	stal		
genovese	genovese	genove	genoves		
tasarım	design	tas	design		
haçlı	crusader	haçlı	crusader		
hücre	cela	hücre	cela		
hücre	ogniwa	hücre	ogniwy		
aslan	leo	aslan	leo		
devletler	stany	devlet	stany	N;NOM;PL;3	N;NOM;MASC;PL
tour	zwiedzanie	tour	zwiedzać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tour	wycieczka	tour	wycieczka	N;NOM;SG;3	N;NOM;FEM;SG
papa	pope	papa	pope		
derecesi	stopień	derece	stopień	N;NOM;SG;3	N;NOM;MASC;SG
young	young	young	young		
gruplar	zespoły	grup	zespół	N;NOM;PL;3	N;NOM;MASC;PL
filmler	folie	film	fola	N;NOM;PL;3	N;NOM;FEM;PL
filmler	filmy	film	film	N;NOM;PL;3	N;NOM;MASC;PL
filmler	filmy	film	film	N;NOM;PL;3	N;NOM;MASC;PL
kurt	kurta	kurt	kurta		
kurt	wolf	kurt	wolf		
ağaç	wood	ağaç	wood		
ağaç	drewna	ağaç	drewna		
hareketler	akcje	hareket	akcja	N;NOM;PL;3	N;NOM;FEM;PL
hareketler	czyny	hareket	czyn	N;NOM;PL;3	N;NOM;MASC;PL
hareketler	ruchy	hareket	ruch	N;NOM;PL;3	N;NOM;MASC;PL
hareketler	ruchy	hareket	ruch	N;NOM;PL;3	N;NOM;MASC;PL
birleşmiş	united	birleş	united		
state	state	state	staty		
başkent	stolicy	başkent	stolica		
başkent	capital	başkent	capital		
tank	tank	tank	tank		
mardin	mardin	mardin	mardina		
komitesi	komisja	komite	komisja	N;NOM;SG;3	N;NOM;FEM;SG
komitesi	komitet	komite	komitet	N;NOM;SG;3	N;NOM;MASC;SG
edebiyatı	literaturę	edebiyat	literatura	N;ACC;SG;3	N;ACC;FEM;SG
odası	komnata	oda	komnata	N;NOM;SG;3	N;NOM;FEM;SG
odası	komora	oda	komora	N;NOM;SG;3	N;NOM;FEM;SG
odası	izba	oda	izba	N;NOM;SG;3	N;NOM;FEM;SG
ödüller	nagrody	ödül	nagroda	N;NOM;PL;3	N;NOM;FEM;PL
ödüller	nagrody	ödül	nagroda	N;NOM;PL;3	N;NOM;FEM;PL
ödüller	nagrody	ödül	nagroda	N;NOM;PL;3	N;NOM;FEM;PL
tepe	tepe	tepe	tepy		
tepe	hill	tepe	hill		
tepe	hills	tepe	hills		
alma	alma	al	alma		
oscar	oskara	oscar	oskara		
servisi	służba	servi	służba	N;NOM;SG;3	N;NOM;FEM;SG
servisi	obsługa	servi	obsługa	N;NOM;SG;3	N;NOM;FEM;SG
servisi	serwis	servi	serwis	N;NOM;SG;3	N;NOM;MASC;SG
sıcaklık	temperatura	sıcaklık	temperatura	N;NOM;SG;3	N;NOM;FEM;SG
geç	skip	geç	skip		
adım	step	adım	step		
bronz	brąz	bronz	brąz		
brown	brown	brown	browna		
brown	brąz	brown	brąz		
ulaştı	osiągnął	ulaş	osiągnąć	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
scott	scotta	scott	scottać		
şeyh	szejk	şeyh	szejk		
şeyh	szajch	şeyh	szajch		
şeyh	szejk	şeyh	szejk		
getirdi	przyniósł	getir	przynieść	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
yazılım	oprogramowanie	yazılım	oprogramowanie	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
topluluk	society	topluluk	societa		
karısı	żona	karı	żona	N;NOM;SG;3	N;NOM;FEM;SG
matematik	matematyka	matematik	matematyka	N;NOM;SG;3	N;NOM;FEM;SG
matematik	matematyka	matematik	matematyka	N;NOM;SG;3	N;NOM;FEM;SG
matematik	matematyka	matematik	matematyka	N;NOM;SG;3	N;NOM;FEM;SG
kat	warstw	kat	warstwo		
kat	kat	kat	kat		
hızı	speed	hız	speed		
arazi	land	arazi	land		
hedef	target	hedef	target		
bbc	bbc	bbc	bbc		
takımlar	garnitury	takım	garnitura	N;NOM;PL;3	N;NOM;MASC;PL
takımlar	kombinezony	takım	kombinezon	N;NOM;PL;3	N;NOM;MASC;PL
takımlar	zespoły	takım	zespół	N;NOM;PL;3	N;NOM;MASC;PL
takımlar	ekipy	takım	ekipa	N;NOM;PL;3	N;NOM;FEM;PL
kılıç	blade	kılıç	blady		
ağrı	ararat	ağrı	ararat		
teorisi	teoria	teori	teoria	N;NOM;SG;3	N;NOM;FEM;SG
mary	maryja	mary	maryj		
mary	maryi	mary	mary		
numara	trick	numar	trick		
kimya	chemii	kimya	chemia		
yarım	pół	yarım	pół		
yarım	połowa	yarım	połowy		
kuvvet	force	kuvvet	forka		
değişiklikler	modyfikacje	değişiklik	modyfikacja	N;NOM;PL;3	N;NOM;FEM;PL
türkler	turcy	türk	turca	N;NOM;PL;3	N;NOM;MASC;PL
kalma	tos	kal	tos		
kanun	prawa	kanun	prawo		
otomobil	samochód	otomobil	samochód	N;NOM;SG;3	N;NOM;MASC;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;NOM;NEUT;SG
otomobil	samochód	otomobil	samochód	N;NOM;SG;3	N;NOM;MASC;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;NOM;NEUT;SG
batman	batman	bat	batman		
kutusu	pole	kutu	pole	N;NOM;SG;3	N;NOM;NEUT;SG
kutusu	pudełko	kutu	pudełko	N;NOM;SG;3	N;NOM;NEUT;SG
kutusu	skrzynia	kutu	skrzyniać	N;NOM;SG;3	N;NOM;FEM;SG
kutusu	ramka	kutu	ramka	N;NOM;SG;3	N;NOM;FEM;SG
kutusu	skrzynka	kutu	skrzynka	N;NOM;SG;3	N;NOM;FEM;SG
dönüş	zamian	dönüş	zamian		
dönüş	powrót	dönüş	powrót		
dönüş	spin	dönüş	spina		
zafer	chwały	zafer	chwały		
zafer	glory	zafer	glora		
html	html	html	htąl		
ufak	mała	ufak	mały		
ufak	male	ufak	male		
hata	pomyłka	hata	pomyłka		
hata	bug	hata	bug		
buffy	buffy	buffy	buffa		
çekti	wyciągnął	çek	wyciągnąć	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
microsoft	microsoft	microsoft	microsoft		
satış	sprzedaż	satış	sprzedaż		
satış	sprzedaży	satış	sprzedaż		
satış	sprzedaży	satış	sprzedaż		
satış	sprzedaż	satış	sprzedaż		
küresel	global	küresel	global		
reality	reality	reality	realit		
hız	speed	hız	speed		
toplu	mass	toplu	massy		
tarzı	style	tarz	style		
sekreteri	sekretarza	sekreter	sekretarz	N;ACC;SG;3	N;ACC;MASC;SG
düştü	spadł	düş	spaść	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
düştü	spadła	düş	spaść	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
düştü	upadła	düş	upaść	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
düştü	upadł	düş	upaść	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
desteği	wsparcia	destek	wsparcie	N;NOM;SG;3	N;NOM;NEUT;SG
desteği	wsparcie	destek	wesprzeć	N;NOM;SG;3	N;NOM;NEUT;SG
desteği	wspieranie	destek	wspierać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
işaret	marka	işaret	marka		
şeker	cukierki	şeker	cukierka		
şeker	candy	şeker	candy		
şeker	cukierek	şeker	cukierka		
şeker	sugar	şeker	sugar		
karanlık	dark	karanlık	dark		
başarısız	nieudane	başarısız	nieudany	ADJ	ADJ;NOM;NEUT;SG
başarısız	nieudane	başarısız	nieudany	ADJ	ADJ;NOM;NEUT;SG
başarısız	nieskuteczne	başarısız	nieskuteczny	ADJ	ADJ;NOM;NEUT;SG
fox	lisie	fox	lisa		
fox	fox	fox	fox		
fox	lis	fox	lis		
dolu	full	dolu	full		
dolu	pełne	dolu	pełny		
üstün	superior	üst	superior		
set	set	set	set		
başlangıç	start	başlangıç	start		
prens	prince	prens	prinka		
arnavutluk	albania	arnavutluk	albania	N;NOM;SG;3	N;NOM;FEM;SG
hanım	dama	hanım	dam		
ilişki	relacja	ilişki	relacja	N;NOM;SG;3	N;NOM;FEM;SG
ilişki	związek	ilişki	związek	N;NOM;SG;3	N;NOM;MASC;SG
ilişki	stosunek	ilişki	stosunek	N;NOM;SG;3	N;NOM;MASC;SG
ilişki	relacja	ilişki	relacja	N;NOM;SG;3	N;NOM;FEM;SG
birim	unit	birim	unit		
cumhurbaşkanlığı	prezydencja	cumhurbaşkanlığı	prezydencja	N;NOM;SG;3	N;NOM;FEM;SG
kaliteli	jakości	kaliteli	jakość		
kasaba	town	kasaba	town		
zayıf	chude	zayıf	chudy		
zayıf	slim	zayıf	slem		
rum	rumu	rum	rum		
rum	rum	rum	rum		
öykü	story	öykü	stora		
kahraman	hero	kahraman	hero		
lewis	lewis	lewis	lewis		
lewis	lewisa	lewis	lewis		
köprüsü	most	köprü	most	N;NOM;SG;3	N;NOM;MASC;SG
köprüsü	mostek	köprü	mostek	N;NOM;SG;3	N;NOM;MASC;SG
yılların	lat	yıl	rok	N;GEN;PL;3	N;GEN;MASC;PL
bakan	ministrze	bak	minister		
er	private	er	privaty		
ağırlık	waga	ağırlık	waga		
hall	hala	hall	hala		
hall	hall	hall	hall		
kurgu	montaż	kurgu	montaż		
kurgu	fiction	kurgu	fiction		
sınırlı	limited	sınırlı	limited		
carl	carla	carl	carlać		
rize	rize	riz	rize		
başkanlık	prezydencja	başkanlık	prezydencja	N;NOM;SG;3	N;NOM;FEM;SG
demiryolu	kolei	demiryolu	kolej		
finali	finał	finali	finał	N;NOM;SG;3	N;NOM;MASC;SG
kütüphanesi	biblioteka	kütüphane	biblioteka	N;NOM;SG;3	N;NOM;FEM;SG
tipik	zazwyczaj	tipik	zazwyczaj		
tipik	zwykle	tipik	zwykle		
tipik	typowo	tipik	typowo		
tipik	typowo	tipik	typowo		
air	powietrze	air	powietrze	N;NOM;SG;3	N;NOM;NEUT;SG
bot	bot	bot	bot		
bot	boot	bot	boot		
bot	but	bot	but		
bot	łodzi	bot	łódź		
bot	łódź	bot	łódź		
dev	gigant	dev	gigant		
dev	olbrzymie	dev	olbrzymi		
dev	ogr	dev	ogr		
dev	dev	dev	dev		
sözleri	teksty	söz	tekst	N;NOM;PL;3	N;NOM;MASC;PL
mağlup	pokonany	mağlup	pokonać	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
mağlup	pokonani	mağlup	pokonać	ADJ	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
mağlup	przegrany	mağlup	przegrany	ADJ	ADJ;NOM;MASC;SG
yarış	race	yarış	raka		
yarış	racing	yarış	racing		
şehristanı	hrabstwo	şehristan	hrabstwo	N;NOM;SG;3	N;NOM;NEUT;SG
şehristanı	okręg	şehristan	okręg	N;NOM;SG;3	N;NOM;MASC;SG
war	war	war	war		
sanatsal	artystyczna	sanatsal	artystyczny	ADJ	ADJ;NOM;FEM;SG
sanatsal	artystyczne	sanatsal	artystyczny	ADJ	ADJ;NOM;NEUT;SG
sanatsal	artystyczny	sanatsal	artystyczny	ADJ	ADJ;NOM;MASC;SG
kütle	mass	kütle	massy		
bay	zatoki	bay	zatok		
hat	line	hat	liny		
sırp	serbem	sırp	serb		
sırp	serbsko	sırp	serbsko		
altıncı	szóste	altıncı	szósty		
sesi	objętość	ses	objętość	N;NOM;SG;3	N;NOM;FEM;SG
sesi	głos	ses	głos	N;NOM;SG;3	N;NOM;MASC;SG
yerler	lokale	yer	lokał	N;NOM;PL;3	N;NOM;MASC;PL
yerler	miejsca	yer	miejsce	N;NOM;PL;3	N;NOM;NEUT;PL
yerler	lokalizacje	yer	lokalizacja	N;NOM;PL;3	N;NOM;FEM;PL
yerler	miejsca	yer	miejsce	N;NOM;PL;3	N;NOM;NEUT;PL
brian	briana	brian	briana		
ila	ila	ila	ila		
sürümü	wersję	sürü	wersja	N;ACC;SG;3	N;ACC;FEM;SG
buğday	zboża	buğday	zboże		
buğday	ziarna	buğday	ziarny		
buğday	ziarno	buğday	ziarno		
düşman	wroga	düşman	wróg		
düşman	wrogie	düşman	wrogi		
mali	financial	mali	financial		
mali	mali	mali	mala		
hristiyan	chrześcijanin	hristiyan	chrześcijanin	N;NOM;SG;3	N;NOM;MASC;SG
hristiyan	christian	hristiyan	christianin	N;NOM;SG;3	N;NOM;MASC;SG
tehdit	groźby	tehdit	groźba		
tehdit	gróźb	tehdit	gróźb		
tehdit	groźby	tehdit	groźba		
taylor	taylor	taylo	taylor		
teklif	oferta	teklif	oferty	N;NOM;SG;3	N;NOM;FEM;SG
teklif	wniosek	teklif	wniosek	N;NOM;SG;3	N;NOM;MASC;SG
teklif	propozycja	teklif	propozycja	N;NOM;SG;3	N;NOM;FEM;SG
teklif	oferta	teklif	oferty	N;NOM;SG;3	N;NOM;FEM;SG
ayak	stopa	ayak	stopa	N;NOM;SG;3	N;NOM;FEM;SG
lider	leader	lider	leader		
vadisi	doliny	vadi	dolina		
vadisi	valley	vadi	valley		
vadisi	dolina	vadi	dolinać		
vadisi	dolinie	vadi	dolin		
sıradan	casual	sıradan	casual		
sıklıkla	czesto	sıklık	czesto		
bağımsızlık	niezależność	bağımsızlık	niezależność	N;NOM;SG;3	N;NOM;FEM;SG
remix	remix	remix	remin		
drama	drama	dra	drama		
fen	fen	fen	fen		
fen	nauki	fen	nauka		
orkestra	orchestral	orkestra	orchestrala		
kulesi	wieża	kule	wieża	N;NOM;SG;3	N;NOM;FEM;SG
atom	atomowa	atom	atomowy		
atom	atom	atom	atom		
entertainment	entertainment	entertainment	entertainment		
entertainment	rozrywki	entertainment	rozrywka		
şampiyonluk	mistrzostwo	şampiyonluk	mistrzostwo	N;NOM;SG;3	N;NOM;NEUT;SG
death	death	death	death		
bayrak	flag	bayrak	flag		
bayrak	flag	bayrak	flag		
mühendislik	maszynownia	mühendislik	maszynownia	N;NOM;SG;3	N;NOM;FEM;SG
mühendislik	inżynieria	mühendislik	inżynierie	N;NOM;SG;3	N;NOM;FEM;SG
oyunlar	mecze	oyun	mecz	N;NOM;PL;3	N;NOM;MASC;PL
performansı	wykonanie	performans	wykonać	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
performansı	skuteczność	performans	skuteczność	N;NOM;SG;3	N;NOM;FEM;SG
dedi	powiedział	de	powiedzieć	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
çocuklar	chłopcy	çocuk	chłopiec	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	chłopaki	çocuk	chłopak	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	dzieci	çocuk	dziecko	N;NOM;PL;3	N;NOM;NEUT;PL
çocuklar	dzieciaki	çocuk	dzieciak	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	faceci	çocuk	facet	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	chłopaki	çocuk	chłopak	N;NOM;PL;3	N;NOM;MASC;PL
çocuklar	dzieci	çocuk	dziecko	N;NOM;PL;3	N;NOM;NEUT;PL
paralel	równoległego	paralel	równoległy	ADJ	ADJ;ACC;MASC;SG
paralel	równoległych	paralel	równoległy	ADJ	ADJ;GEN;MASC;PL
erişim	zasięg	erişim	zasięg	N;NOM;SG;3	N;NOM;MASC;SG
zeki	mądrze	zeki	mądrze		
zeki	smart	zeki	smart		
rıza	riza	rız	riza		
last	last	last	last		
last	ostatnia	last	ostatni		
kelimesi	słowo	kelime	słowo	N;NOM;SG;3	N;NOM;NEUT;SG
köprü	bridge	köprü	bridgy		
köprü	conn	köprü	conn		
istedi	zapytała	iste	zapytać	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
istedi	poprosił	iste	poprosić	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
istedi	zapytał	iste	zapytać	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
vergi	opodatkowanie	vergi	opodatkowanie	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
dikey	portret	dikey	portret		
serdar	serdar	serdar	serdar		
hastalık	choroba	hastalık	choroba	N;NOM;SG;3	N;NOM;FEM;SG
hastalık	choroba	hastalık	choroba	N;NOM;SG;3	N;NOM;FEM;SG
hastalık	choroba	hastalık	choroba	N;NOM;SG;3	N;NOM;FEM;SG
ing	ing	ing	ingy		
eşlik	eskortę	eşlik	eskorta		
eşlik	eskorta	eşlik	eskort		
içeriği	zawartość	içerik	zawartość	N;NOM;SG;3	N;NOM;FEM;SG
içeriği	zawartość	içerik	zawartość	N;NOM;SG;3	N;NOM;FEM;SG
like	like	like	lik		
devamı	more	devam	more		
royal	royal	royal	royal		
arthur	arturze	arthur	artura		
bayan	dama	bayan	dam		
konuşma	mowa	konuş	mowa		
madonna	madonny	madon	madonny		
dolar	dolar	dolar	dolar	N;NOM;SG;3	N;NOM;MASC;SG
sıvı	płynne	sıv	płynny		
bob	bob	bob	bob		
bob	boba	bob	boba		
akşam	wieczór	akşam	wieczór	N;NOM;SG;3	N;NOM;MASC;SG
bayrağı	flaga	bayrak	flaga	N;NOM;SG;3	N;NOM;FEM;SG
kuru	sucha	kuru	suchy		
kuru	suche	kuru	suchy		
kuru	sucho	kuru	sucho		
kuru	suszone	kuru	susić		
kuru	kuru	kuru	kur		
akım	potok	akım	potok		
akım	stream	akım	stream		
yolları	sposoby	yol	sposób	N;NOM;PL;3	N;NOM;MASC;PL
yolları	szlaki	yol	szlak	N;NOM;PL;3	N;NOM;MASC;PL
times	times	times	times		
mal	mal	mal	mala		
geriye	wstecz	geri	wstecz		
geriye	wstecz	geri	wstecz		
vermiş	dał	ver	dać	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
kartal	orła	kartal	orzeł		
kartal	eagle	kartal	eagle		
kartal	eagles	kartal	eagles		
line	line	line	liny		
tatlı	słodki	tatlı	słodki		
tatlı	słodko	tatlı	słodko		
tatlı	sweet	tatlı	sweet		
tatlı	słodki	tatlı	słodki		
tatlı	słodko	tatlı	słodko		
tel	tel	tel	tel		
temsilcisi	przedstawiciel	temsilci	przedstawiciel	N;NOM;SG;3	N;NOM;MASC;SG
temsilcisi	przedstawiciel	temsilci	przedstawiciel	N;NOM;SG;3	N;NOM;MASC;SG
green	greene	gre	greć		
green	zieleń	gre	zieleń		
green	zielony	gre	zielony		
green	zielono	gre	zielono		
green	zielona	gre	zielony		
green	zielone	gre	zielony		
anti	anty	anti	ant		
men	men	men	men		
çiçek	kwiecie	çiçek	kwiecie		
dead	martwe	dead	martwy		
dead	dead	dead	dead		
artan	artan	art	artan		
maden	ruda	maden	rudy		
maden	rudy	maden	ruda		
maden	kopalni	maden	kopalnia		
gökhan	gökhan	gökhan	gökhan		
song	pieśń	song	pieśń		
song	song	song	song		
özellikler	cechy	özellik	cecha	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	funkcje	özellik	funkcja	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	specyfikacje	özellik	specyfikacja	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	cechy	özellik	cecha	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	atrybuty	özellik	atrybut	N;NOM;PL;3	N;NOM;MASC;PL
kaptan	cap	kaptan	cap		
cezayir	algieria	cezayir	algieria		
kars	kars	kars	karsa		
başlığı	nagłówka	başlık	nagłówka	N;NOM;SG;3	N;NOM;NEUT;SG
yağmur	rain	yağmur	raina		
kanat	skrzydeł	kanat	skrzydło		
kanat	wing	kanat	wing		
kulüpler	kluby	kulüp	klub	N;NOM;PL;3	N;NOM;MASC;PL
festival	festival	festival	festival		
festival	fest	festival	fest		
iskender	aleksandra	iskende	aleksandra		
may	maja	may	mieć		
may	maj	may	maj		
dersleri	lekcje	ders	lekcja	N;NOM;PL;3	N;NOM;FEM;PL
dersleri	zajęcia	ders	zajęcia	N;NOM;PL;3	N;NOM;NEUT;PL
yağ	oliwa	yağ	oliwa		
yağ	gruba	yağ	gruba		
yağ	grubo	yağ	grubo		
yağ	fat	yağ	fato		
yağ	gruby	yağ	gruby		
tony	tony	tony	ton		
nato	nato	nato	nato		
kolordu	korpus	kolor	korpus	N;NOM;SG;3	N;NOM;MASC;SG
isimler	imiona	isim	imię	N;NOM;PL;3	N;NOM;NEUT;PL
isimler	nazwiska	isim	nazwisko	N;NOM;PL;3	N;NOM;NEUT;PL
isimler	rzeczowniki	isim	rzeczownik	N;NOM;PL;3	N;NOM;MASC;PL
taraf	side	taraf	sidy		
kolu	ręka	kol	ręka		
tarihçi	historyk	tarihçi	historyk	N;NOM;SG;3	N;NOM;MASC;SG
tarihçi	kronikarz	tarihçi	kronikarz	N;NOM;SG;3	N;NOM;MASC;SG
yukarıdaki	powyżej	yukarıdakiki	powyżej		
california	kalifornii	california	kalifornia		
california	california	california	california		
california	kalifornia	california	kalifornia		
charlie	charlie	charlie	charlie		
charlie	charliego	charlie	charlić		
mutlu	zadowolona	mutlu	zadowolony	ADJ	ADJ;NOM;FEM;SG
mutlu	szczęśliwi	mutlu	szczęśliwy	ADJ	ADJ;NOM;MASC;PL
mutlu	szczęśliwa	mutlu	szczęśliwy	ADJ	ADJ;NOM;FEM;SG
mutlu	szczęśliwy	mutlu	szczęśliwy	ADJ	ADJ;NOM;MASC;SG
mutlu	zadowolony	mutlu	zadowolony	ADJ	ADJ;NOM;MASC;SG
gök	sky	gök	ska		
gök	nieba	gök	niebo		
gök	nieba	gök	niebo		
nehir	rzeki	nehir	rzeka		
nehir	river	nehir	river		
nuri	nuri	nuri	nuri		
kahverengi	brown	kahverengi	browna		
