dorme	sueño	dorme	sueño	N	N;MASC;SG
pau	palo	pau	palo	N	N;MASC;SG
filliña	letra	filliña	letra	N	N;FEM;SG
filliña	carta	filliña	carta	N	N;FEM;SG
filliña	chica	filliña	chica	N	N;FEM;SG
filliña	niña	filliña	niña	N	N;FEM;SG
filliña	muchacha	filliña	muchacha	N	N;FEM;SG
excusas	pretextos	excusa	pretexto	N	N;MASC;PL
excusas	excusas	excusa	excusa	N	N;FEM;PL
insolente	insolente	insolente	insolente	ADJ	ADJ;SG
mineral	minerales	mineral	mineral	N	N;PL
mineral	mena	mineral	mena	N	N;FEM;SG
cantaba	canta	cantar	cantar	V	V;IND;SG;3;PRS;FIN
cantaba	canten	cantar	cantar	V	V;IMP;PL;3;FIN
cantaba	cantar	cantar	cantar	V	V;NFIN
cantaba	cantó	cantar	cantar	V	V;IND;SG;3;PST;FIN
cantaba	cantaba	cantar	cantar	V	V;IND;SG;3;IPFV;FIN
tentaron	intenté	tentar	intentar	V	V;IND;SG;1;PST;FIN
anarquista	anarquista	anarquista	anarquista	N	N;SG
anarquista	anarquistas	anarquista	anarquista	N	N;PL
escribo	escribe	escribir	escribir	V	V;IND;SG;3;PRS;FIN
escribo	escribo	escribir	escribir	V	V;IND;SG;1;PRS;FIN
escribo	escribir	escribir	escribir	V	V;NFIN
escribo	escriba	escribir	escribir	V	V;IMP;SG;3;FIN
revolucionarios	revolucionarios	revolucionario	revolucionario	N	N;MASC;PL
irlandeses	irlanda	irlander	irlanda	N	N;FEM;SG
irlandeses	irlandeses	irlander	irlandés	N	N;MASC;PL
irlandeses	irish	irlander	irish	N	N
irlandeses	irlandés	irlander	irlandés	N	N;MASC;SG
fodidos	are	foder	are	N	N
artillería	artillería	artillería	artillería	N	N;FEM;SG
terroristas	terroristas	terrorista	terrorista	N	N;PL
terroristas	terrorista	terrorista	terrorista	N	N;SG
ambulancias	ambulancias	ambulancia	ambulancia	N	N;FEM;PL
fodendo	pinche	foder	pinche	V	V;SBJV;SG;3;PRS;FIN
punk	punk	punk	punk	N	N;SG
condesa	condesa	condesa	condesar	N	N;FEM;SG
comuneiros	comuneros	comuneiro	comunero	N	N;MASC;PL
profes	profesores	profe	profesor	N	N;MASC;PL
profes	docentes	profe	docente	N	N;PL
profes	maestras	profe	maestro	N	N;FEM;PL
profes	maestros	profe	maestro	N	N;MASC;PL
asteroides	asteroides	asteroide	asteroid	N	N;MASC;PL
asteroides	asteroide	asteroide	asteroide	N	N;MASC;SG
asteroides	asteroides	asteroide	asteroid	N	N;MASC;PL
desexaba	quería	desexar	querer	V	V;IND;SG;3;IPFV;FIN
ensina	enseña	ensinar	enseñar	V	V;IND;SG;3;PRS;FIN
solucionar	resuelva	solucionar	resolver	V	V;IMP;SG;3;FIN
solucionar	solucionar	solucionar	solucionar	V	V;NFIN
solucionar	resolver	solucionar	resolver	V	V;NFIN
solucionar	resuelve	solucionar	resolver	V	V;IND;SG;3;PRS;FIN
ángeles	angeles	ángele	angel	N	N;MASC;PL
doenzas	enfermedades	doenza	enfermedad	N	N;FEM;PL
hormona	hormonas	hormona	hormona	N	N;FEM;PL
hormona	hormona	hormona	hormona	N	N;FEM;SG
doutores	doctores	doutor	doctor	N	N;MASC;PL
doutores	medicos	doutor	medico	N	N;MASC;PL
doutores	médicos	doutor	médico	N	N;MASC;PL
cambiando	cambiar	cambiar	cambiar	V	V;NFIN
cambiando	cambiando	cambiar	cambiar	V	V;V.MSDR
tocamos	juegue	tocar	jugar	V	V;IMP;SG;3;FIN
tocamos	juega	tocar	jugar	V	V;IND;SG;3;PRS;FIN
tocamos	jugar	tocar	jugar	V	V;NFIN
tocamos	reproducir	tocar	reproducir	V	V;NFIN
bendición	bendición	bendición	bendición	N	N;FEM;SG
incribles	asombroso	incrible	asombroso	ADJ	ADJ;MASC;SG
incribles	sorprendente	incrible	sorprendente	ADJ	ADJ;SG
incribles	increíble	incrible	increíble	ADJ	ADJ;SG
incribles	increible	incrible	increible	ADJ	ADJ;SG
incribles	increible	incrible	increible	ADJ	ADJ;SG
má	bad	má	bad	N	N;MASC;SG
inspiración	inspiración	inspiración	inspiración	N	N;FEM;SG
gráfica	gráfico	gráfico	gráfico	ADJ	ADJ;MASC;SG
gráfica	gráfica	gráfico	gráfico	ADJ	ADJ;FEM;SG
gráfica	gráfica	gráfico	gráfico	ADJ	ADJ;FEM;SG
gráfica	gráfico	gráfico	gráfico	ADJ	ADJ;MASC;SG
estudamos	estudiar	estudar	estudiar	V	V;NFIN
estudamos	estudia	estudar	estudiar	V	V;IND;SG;3;PRS;FIN
sabia	sabían	sabia	saber	V	V;IND;PL;3;IPFV;FIN
sabia	sabia	sabia	sabio	V	V;IND;SG;3;PRS;FIN
sabia	sabía	sabia	saber	V	V;IND;SG;3;IPFV;FIN
sabia	conocía	sabia	conocer	V	V;IND;SG;3;IPFV;FIN
sabia	sabia	sabia	sabio	V	V;IND;SG;3;PRS;FIN
ministerio	ministerios	ministerio	ministerio	N	N;MASC;PL
ministerio	cancillería	ministerio	cancillería	N	N;FEM;SG
ministerio	ministerio	ministerio	ministerio	N	N;MASC;SG
ministerio	oficinas	ministerio	oficina	N	N;FEM;PL
ministerio	oficina	ministerio	oficina	N	N;FEM;SG
ministerio	office	ministerio	office	N	N;SG
ministerio	despacho	ministerio	despacho	N	N;MASC;SG
pensaría	piensen	pensar	pensar	V	V;IMP;PL;3;FIN
pensaría	piensa	pensar	pensar	V	V;IND;SG;3;PRS;FIN
pensaría	piense	pensar	pensar	V	V;IMP;SG;3;FIN
pensaría	pensar	pensar	pensar	V	V;NFIN
nostalxia	nostalgia	nostalxia	nostalgia	N	N;FEM;SG
existía	estaba	existir	estar	V	V;IND;SG;3;IPFV;FIN
seguise	estaba	seguir	estar	V	V;IND;SG;3;IPFV;FIN
seguise	dejemos	seguir	dejar	V	V;IMP;PL;1;FIN
seguise	tomar	seguir	tomar	V	V;NFIN
seguise	toma	seguir	tomar	V	V;IND;SG;3;PRS;FIN
seguise	tome	seguir	tomar	V	V;IMP;SG;3;FIN
poemas	poemas	poema	poema	N	N;MASC;PL
coñecedes	conozca	coñecede	conocer	V	V;IMP;SG;3;FIN
coñecedes	saber	coñecede	saber	V	V;NFIN
coñecedes	sepa	coñecede	saber	V	V;IMP;SG;3;FIN
coñecedes	sé	coñecede	saber	V	V;IND;SG;1;PRS;FIN
ducias	docenas	ducia	docena	N	N;FEM;PL
ducias	decenas	ducia	decena	N	N;FEM;PL
ensaios	juicios	ensalo	juicio	N	N;MASC;PL
ensaios	ensayos	ensalo	ensayo	N	N;MASC;PL
supremo	supremos	supremo	supremo	N	N;MASC;PL
supremo	suprema	supremo	supremo	N	N;FEM;SG
táboa	cuadro	táboa	cuadro	N	N;MASC;SG
táboa	mesa	táboa	mesa	N	N;FEM;SG
táboa	tabla	táboa	tabla	N	N;FEM;SG
errada	equivocado	errada	equivocado	ADJ	ADJ;MASC;SG;V.PTCP
errada	equivocados	errada	equivocado	ADJ	ADJ;MASC;PL;V.PTCP
errada	incorrecto	errada	incorrecto	ADJ	ADJ;MASC;SG
illamento	aislamiento	illamento	aislamiento	N	N;MASC;SG
baratos	baratos	barato	barato	N	N;MASC;PL
peculiar	peculiar	peculiar	peculiar	ADJ	ADJ;SG
peculiar	peculiares	peculiar	peculiar	ADJ	ADJ;PL
aparellos	dispositivos	aparello	dispositivo	N	N;MASC;PL
aparellos	aparatos	aparello	aparato	N	N;MASC;PL
corporal	corporal	corporal	corporal	ADJ	ADJ;SG
negociacións	negociaciones	negociación	negociación	N	N;FEM;PL
competición	concurso	competición	concurso	N	N;MASC;SG
competición	competición	competición	competición	N	N;FEM;SG
competición	competencia	competición	competencia	N	N;FEM;SG
finxir	fingir	finxir	fingir	V	V;NFIN
finxir	pretender	finxir	pretender	V	V;NFIN
fainos	make	faino	maker	N	N
tenden	tienden	tender	tender	V	V;IND;PL;3;PRS;FIN
posicións	poses	posición	pose	N	N;FEM;PL
posicións	posiciones	posición	posición	N	N;FEM;PL
posicións	posturas	posición	postura	N	N;FEM;PL
aplicar	aplicar	aplicar	aplicar	V	V;NFIN
aplicar	aplica	aplicar	aplicar	V	V;IND;SG;3;PRS;FIN
aplicar	aplique	aplicar	aplicar	V	V;SBJV;SG;3;FIN
positiva	positivos	positivo	positivo	ADJ	ADJ;MASC;PL
positiva	positivo	positivo	positivo	ADJ	ADJ;MASC;SG
positiva	positiva	positivo	positivo	ADJ	ADJ;FEM;SG
positiva	positivas	positivo	positivo	ADJ	ADJ;FEM;PL
sufrín	sufrió	sufrín	sufrir	V	V;IND;SG;3;PST;FIN
sufrín	sufrieron	sufrín	sufrir	V	V;IND;PL;3;PST;FIN
seriamente	seriamente	seriamente	seriamente	ADV	ADV
ecuación	ecuación	ecuación	ecuación	N	N;FEM;SG
axudas	ayuda	axuda	ayuda	N	N;FEM;SG
típica	típico	típico	típico	ADJ	ADJ;MASC;SG
típica	típicas	típico	típico	ADJ	ADJ;FEM;PL
típica	típica	típico	típico	ADJ	ADJ;FEM;SG
típica	típicos	típico	típico	ADJ	ADJ;MASC;PL
deixara	tenía	deixar	tener	V	V;IND;SG;3;IPFV;FIN
deixara	tuvo	deixar	tener	V	V;IND;SG;3;PST;FIN
deixara	dejemos	deixar	dejar	V	V;IMP;PL;1;FIN
xenocidio	genocidio	xenocidio	genocidio	N	N;MASC;SG
racial	raciales	racial	racial	ADJ	ADJ;PL
racial	racial	racial	racial	ADJ	ADJ;SG
nixeria	nigeria	nixeria	nigeria	N	N;FEM;SG
casco	casco	casco	casco	N	N;MASC;SG
casco	cascos	casco	casco	N	N;MASC;PL
deberan	deberia	deber	deberia	V	V;IND;SG;3;PRS;FIN
deberan	debiera	deber	deber	V	V;SBJV;SG;3;IPFV;FIN
africana	africana	africano	africano	ADJ	ADJ;FEM;SG
africana	africanas	africano	africano	ADJ	ADJ;FEM;PL
africana	africano	africano	africano	ADJ	ADJ;MASC;SG
paisaxes	paisajes	paisaxe	paisaje	N	N;MASC;PL
imitar	imita	imitar	imitir	V	V;IND;SG;3;PRS;FIN
imitar	imitar	imitar	imitar	V	V;NFIN
fragmentos	fragmentos	fragmento	fragmento	N	N;MASC;PL
atrapar	atrapar	atrapar	atrapar	V	V;NFIN
morrían	murió	morrer	morir	V	V;IND;SG;3;PST;FIN
morrían	murio	morrer	murio	V	V;IND;SG;1;PRS;FIN
morrían	murieron	morrer	morir	V	V;IND;PL;3;PST;FIN
existente	existente	existente	existente	ADJ	ADJ;SG
existente	existentes	existente	existente	ADJ	ADJ;PL
electrónica	electrónicos	electrónico	electrónico	ADJ	ADJ;MASC;PL
electrónica	electrónico	electrónico	electrónico	ADJ	ADJ;MASC;SG
electrónica	electrónica	electrónico	electrónico	ADJ	ADJ;FEM;SG
electrónica	electrónicas	electrónico	electrónico	ADJ	ADJ;FEM;PL
eficacia	eficacia	eficacia	eficacia	N	N;FEM;SG
eficacia	eficiencia	eficacia	eficiencia	N	N;FEM;SG
eficacia	eficacia	eficacia	eficacia	N	N;FEM;SG
debuxar	dibujar	debuxar	dibujar	V	V;NFIN
debuxar	dibuja	debuxar	dibuja	V	V;IND;SG;3;PRS;FIN
debuxar	dibujar	debuxar	dibujar	V	V;NFIN
debuxar	dibujando	debuxar	dibujar	V	V;V.MSDR
balea	ballenas	balea	ballena	N	N;FEM;PL
balea	ballena	balea	ballena	N	N;FEM;SG
balea	whale	balea	whale	N	N;MASC;SG
tráxico	trágica	tráxico	trágico	ADJ	ADJ;FEM;SG
tráxico	trágicos	tráxico	trágico	ADJ	ADJ;MASC;PL
tráxico	trágicas	tráxico	trágico	ADJ	ADJ;FEM;PL
tráxico	trágico	tráxico	trágico	ADJ	ADJ;MASC;SG
rexeita	rehúsa	rexeitar	rehúsa	V	V;IND;SG;3;PRS;FIN
rexeita	rechaza	rexeitar	rechazar	V	V;IND;SG;3;PRS;FIN
biolóxico	biológica	biolóxico	biológico	ADJ	ADJ;FEM;SG
biolóxico	biológicas	biolóxico	biológico	ADJ	ADJ;FEM;PL
biolóxico	biológicos	biolóxico	biológico	ADJ	ADJ;MASC;PL
biolóxico	biológico	biolóxico	biológico	ADJ	ADJ;MASC;SG
abren	abrir	abren	abrir	V	V;NFIN
abren	abre	abren	abrir	V	V;IND;SG;3;PRS;FIN
abren	abra	abren	abrir	V	V;IMP;SG;3;FIN
variedade	variedad	variedade	variedad	N	N;FEM;SG
caribe	caribeños	caribe	caribeño	N	N;MASC;PL
caribe	caribe	caribe	caribe	N	N;MASC;SG
recuperación	recuperación	recuperación	recuperación	N	N;FEM;SG
recuperación	valorización	recuperación	valorización	N	N;FEM;SG
contaminación	polución	contaminación	polución	N	N;FEM;SG
contaminación	contaminación	contaminación	contaminación	N	N;FEM;SG
pedazos	trozos	pedazo	trozo	N	N;MASC;PL
pedazos	piezas	pedazo	pieza	N	N;FEM;PL
pedazos	pedazos	pedazo	pedazos	N	N;MASC;PL
bases	bases	base	base	N	N;PL
bases	fundamentos	base	fundamento	N	N;MASC;PL
minte	mentir	minte	mentir	V	V;NFIN
minte	mintiendo	minte	mintender	V	V;V.MSDR
minte	mientes	minte	miente	V	V;IND;PL;2;PRS;FIN
minte	mentir	minte	mentir	V	V;NFIN
minte	miente	minte	miente	V	V;IND;SG;3;PRS;FIN
exercicios	ejercicios	exercicio	ejercicio	N	N;MASC;PL
lixeiramente	levemente	lixeiramente	levemente	ADV	ADV
lixeiramente	ligeramente	lixeiramente	ligeramente	ADV	ADV
ventos	viento	vento	viento	N	N;MASC;SG
ventos	vientos	vento	viento	N	N;MASC;PL
atopen	encontrar	atopar	encontrar	V	V;NFIN
atopen	encuentra	atopar	encontrar	V	V;IND;SG;3;PRS;FIN
atopen	encuentre	atopar	encontrar	V	V;SBJV;SG;3;PRS;FIN
fundación	fundación	fundación	fundación	N	N;FEM;SG
fundación	cimientos	fundación	cimiento	N	N;MASC;PL
construir	construya	construir	construir	V	V;IMP;SG;3;FIN
construir	construir	construir	construir	V	V;NFIN
construir	construye	construir	construir	V	V;IND;SG;3;PRS;FIN
construir	construyendo	construir	construir	V	V;V.MSDR
farrapos	trapos	farrapo	trapo	N	N;MASC;PL
farrapos	harapos	farrapo	harapo	N	N;MASC;PL
tarda	toma	tarda	tomar	V	V;IND;SG;3;PRS;FIN
traballaban	trabajó	traballar	trabajar	V	V;IND;SG;3;PST;FIN
traballaban	funcionó	traballar	funcionar	V	V;IND;SG;3;PST;FIN
traballaban	trabajando	traballar	trabajar	V	V;V.MSDR
traballaban	funcionando	traballar	funcionar	V	V;V.MSDR
traballaban	trabajar	traballar	trabajar	V	V;NFIN
tiveran	tener	ter	tener	V	V;NFIN
tiveran	tengan	ter	tener	V	V;IMP;PL;3;PRS;FIN
tiveran	tienen	ter	tener	V	V;IND;PL;3;PRS;FIN
tiveran	tenía	ter	tener	V	V;IND;SG;3;IPFV;FIN
tiveran	tuvo	ter	tener	V	V;IND;SG;3;PST;FIN
ainda	todavía	ainda	todavía	ADV	ADV
ainda	aún	ainda	aún	ADV	ADV
usala	usar	usalar	usar	V	V;NFIN
usala	utilizar	usalar	utilizar	V	V;NFIN
optimista	optimista	optimista	optimista	ADJ	ADJ;SG
optimista	optimistas	optimista	optimista	ADJ	ADJ;PL
medran	crecen	medrar	crecer	V	V;IND;PL;3;PRS;FIN
medran	crecer	medrar	crecer	V	V;NFIN
medran	crece	medrar	crecer	V	V;IND;SG;3;PRS;FIN
cadela	perrita	cadela	perrita	N	N;FEM;SG
cadela	perro	cadela	perro	N	N;MASC;SG
cadela	perros	cadela	perro	N	N;MASC;PL
cadela	perra	cadela	perra	N	N;FEM;SG
cadela	puta	cadela	puta	N	N;FEM;SG
cadela	bitch	cadela	bitch	N	N
cadela	zorra	cadela	zorra	N	N;FEM;SG
encantaríame	amar	encantaríame	amar	V	V;NFIN
perigos	peligros	perigo	peligro	N	N;MASC;PL
intencións	intenciones	intención	intención	N	N;FEM;PL
cursos	cursos	curso	curso	N	N;MASC;PL
cursos	seminarios	curso	seminario	N	N;MASC;PL
herbas	césped	herba	césped	N	N;MASC;SG
herbas	hierba	herba	hierba	N	N;FEM;SG
herbas	hierbas	herba	hierba	N	N;FEM;PL
computadora	computadora	computar	computador	N	N;FEM;SG
computadora	ordenador	computar	ordenador	N	N;MASC;SG
computadora	informática	computar	informática	N	N;FEM;SG
computadora	computadoras	computar	computador	N	N;FEM;PL
computadora	ordenadores	computar	ordenador	N	N;MASC;PL
contactar	contactar	contactar	contactar	V	V;NFIN
contactar	contacta	contactar	contacta	V	V;IND;SG;3;PRS;FIN
arquitecto	arquitecto	arquitecto	arquitecto	N	N;MASC;SG
arquitecto	arquitectos	arquitecto	arquitecto	N	N;MASC;PL
catedral	catedral	catedral	catedral	N	N;FEM;SG
comparar	comparar	comparar	comparar	V	V;NFIN
comparar	compare	comparar	comparar	V	V;IMP;SG;3;FIN
comparar	compara	comparar	comparar	V	V;IND;SG;3;PRS;FIN
manexar	manejar	manexar	manejar	V	V;NFIN
española	española	español	español	ADJ	ADJ;FEM;SG
xogador	player	xogador	player	N	N;SG
xogador	reproductor	xogador	reproductor	N	N;MASC;SG
xogador	jugador	xogador	jugador	N	N;MASC;SG
xogador	jugadora	xogador	jugadora	N	N;FEM;SG
xogador	jugador	xogador	jugador	N	N;MASC;SG
xogador	apostador	xogador	apostador	N	N;MASC;SG
computadores	informática	computador	informática	N	N;FEM;SG
computadores	computadores	computador	computador	N	N;MASC;PL
computadores	computadoras	computador	computador	N	N;FEM;PL
computadores	ordenadores	computador	ordenador	N	N;MASC;PL
durmía	duerma	durmía	duerma	V	V;SBJV;SG;3;FIN
durmía	duerme	durmía	dormir	V	V;IND;SG;3;PRS;FIN
durmía	dormir	durmía	dormir	V	V;NFIN
durmía	durmió	durmía	dormir	V	V;IND;SG;3;PST;FIN
durmía	dormía	durmía	dormir	V	V;IND;SG;3;IPFV;FIN
bacteria	bacteria	bacteria	bacteria	N	N;FEM;SG
bacteria	bacteria	bacteria	bacteria	N	N;FEM;SG
bacteria	bacterias	bacteria	bacteria	N	N;FEM;PL
entren	conseguir	entren	conseguir	V	V;NFIN
entren	consigue	entren	conseguir	V	V;IND;SG;3;PRS;FIN
entren	obtener	entren	obtener	V	V;NFIN
entren	obtenga	entren	obtener	V	V;SBJV;SG;3;PRS;FIN
parentes	parientes	parente	pariente	N	N;PL
parentes	familiares	parente	familiar	N	N;MASC;PL
bailes	bailes	baile	bail	N	N;MASC;PL
bailes	danzas	baile	danza	N	N;FEM;PL
empezaron	comenzó	empezar	comenzar	V	V;IND;SG;3;PST;FIN
empezaron	comenzado	empezar	comenzar	V	V;MASC;SG;PST;V.PTCP
estadio	estadio	estadio	estadio	N	N;MASC;SG
estadio	stadium	estadio	stadium	N	N;MASC;SG
estadio	arena	estadio	arena	N	N;FEM;SG
estadio	estadio	estadio	estadio	N	N;MASC;SG
intentos	intentos	intento	intento	N	N;MASC;PL
intentos	tentativas	intento	tentativa	N	N;FEM;PL
fósemos	estaban	fósemo	estar	V	V;IND;PL;3;IPFV;FIN
obstáculos	obstáculos	obstáculo	obstáculo	N	N;MASC;PL
obstáculos	obstáculo	obstáculo	obstáculo	N	N;MASC;SG
sinxelamente	sencillamente	sinxelamente	sencillamente	ADV	ADV
sinxelamente	simplemente	sinxelamente	simplemente	ADV	ADV
sinxelamente	solo	sinxelamente	solo	ADV	ADV
sinxelamente	simplemente	sinxelamente	simplemente	ADV	ADV
sinxelamente	sólo	sinxelamente	sólo	ADV	ADV
variedades	variedades	variedade	variedad	N	N;FEM;PL
estupidez	estupidez	estupidez	estupidez	N	N;FEM;SG
hamburguesa	hamburguesa	hamburguesa	hamburguesa	N	N;FEM;SG
hamburguesa	hamburguesas	hamburguesa	hamburguesa	N	N;FEM;PL
deitados	lechos	deitado	lecho	N	N;MASC;PL
deitados	sofás	deitado	sofá	N	N;MASC;PL
deitados	sillones	deitado	sillón	N	N;MASC;PL
razas	razas	raza	raza	N	N;FEM;PL
razas	carreras	raza	carrera	N	N;FEM;PL
razas	lluvia	raza	lluvia	N	N;FEM;SG
razas	lluvias	raza	lluvia	N	N;FEM;PL
declarou	declaró	declarar	declarar	V	V;IND;SG;3;PST;FIN
pulmón	pulmones	pulmón	pulmón	N	N;MASC;PL
pulmón	lung	pulmón	lung	N	N
pulmón	pulmón	pulmón	pulmón	N	N;MASC;SG
detectar	detectar	detectar	detectar	V	V;NFIN
detectar	detecta	detectar	detectar	V	V;IND;SG;3;PRS;FIN
cambiará	cambiar	cambiar	cambiar	V	V;NFIN
cambiará	cambia	cambiar	cambiar	V	V;IND;SG;3;PRS;FIN
catástrofe	catástrofe	catástrofe	catástrofe	N	N;FEM;SG
descuberta	descubierto	descuberta	descubrir	V	V;MASC;SG;PST;V.PTCP
descuberta	descubrió	descuberta	descubrir	V	V;IND;SG;3;PST;FIN
voluntario	voluntarios	voluntario	voluntario	N	N;MASC;PL
ombro	hombro	ombro	hombro	N	N;MASC;SG
ombro	hombros	ombro	hombro	N	N;MASC;PL
sentenza	frase	sentenza	frase	N	N;FEM;SG
sentenza	sentencia	sentenza	sentencia	N	N;FEM;SG
moralmente	moralmente	moral	moralmente	ADV	ADV
cambiamos	cambió	cambiar	cambiar	V	V;IND;SG;3;PST;FIN
cambiamos	cambiar	cambiar	cambiar	V	V;NFIN
cambiamos	cambia	cambiar	cambiar	V	V;IND;SG;3;PRS;FIN
comparado	comparó	comparar	comparar	V	V;IND;SG;3;PST;FIN
entendedes	entienda	entendede	entender	V	V;IMP;SG;3;FIN
entendedes	comprenda	entendede	comprender	V	V;IMP;SG;3;FIN
entendedes	comprender	entendede	comprender	V	V;NFIN
entendedes	entiende	entendede	entender	V	V;IND;SG;3;PRS;FIN
entendedes	entender	entendede	entender	V	V;NFIN
hoxendía	today	hoxender	today	N	N
creador	creador	creador	creador	N	N;MASC;SG
feixóns	judías	feixón	judía	N	N;FEM;PL
feixóns	habichuelas	feixón	habichuela	N	N;FEM;PL
feixóns	frijoles	feixón	frijol	N	N;MASC;PL
feixóns	frijol	feixón	frijol	N	N;MASC;SG
feixóns	granos	feixón	grano	N	N;MASC;PL
