من	от	مِن	от	ADP	ADP
الفلسفة	философията	فَلسَفَة	философия	N;NOM;DEF;SG	N;DEF;FEM;SG
وجهة	дестинация	وِجهَة	дестинация	N;NOM;INDF;SG	N;INDF;FEM;SG
وجهة	направление	وِجهَة	направление	N;NOM;INDF;SG	N;INDF;NEUT;SG
وجهة	местоназначение	وِجهَة	местоназначение	N;NOM;INDF;SG	N;INDF;NEUT;SG
وجهة	посока	وِجهَة	посока	N;NOM;INDF;SG	N;INDF;FEM;SG
متلازمة	синдром	مُتَلَازِم	синдром	N;NOM;INDF;SG	N;INDF;MASC;SG
ساحة	арена	سَاحَة	арена	N;NOM;INDF;SG	N;INDF;FEM;SG
ساحة	двор	سَاحَة	двор	N;NOM;INDF;SG	N;INDF;MASC;SG
الجو	времето	جَوّ	време	N;NOM;DEF;SG	N;DEF;NEUT;SG
المكتب	бюрото	مَكتَب	бюро	N;NOM;DEF;SG	N;DEF;NEUT;SG
المكتب	офисът	مَكتَب	офис	N;NOM;DEF;SG	N;DEF;MASC;SG
المكتب	офиса	مَكتَب	офис	N;NOM;DEF;SG	N;DEF;MASC;SG
الباب	вратата	بَاب	врата	N;NOM;DEF;SG	N;DEF;FEM;SG
المشاكل	бедите	مُشكِلَة	беда	N;NOM;DEF;PL	N;DEF;FEM;PL
المشاكل	проблемите	مُشكِلَة	проблем	N;NOM;DEF;PL	N;DEF;MASC;PL
حرف	писмо	حَرف	писмо	N;NOM;INDF;SG	N;INDF;NEUT;SG
حرف	буква	حَرف	буква	N;NOM;INDF;SG	N;INDF;FEM;SG
تشغيل	игра	تَشغِيل	игра	N;NOM;INDF;SG	N;INDF;FEM;SG
تشغيل	тичане	تَشغِيل	тичане	N;NOM;INDF;SG	N;INDF;NEUT;SG
تشغيل	бягане	تَشغِيل	бягане	N;NOM;INDF;SG	N;INDF;NEUT;SG
اختبار	изпитване	اِختِبَار	изпитване	N;NOM;INDF;SG	N;INDF;NEUT;SG
اختبار	тест	اِختِبَار	тест	N;NOM;INDF;SG	N;INDF;MASC;SG
اختبار	изпитване	اِختِبَار	изпитване	N;NOM;INDF;SG	N;INDF;NEUT;SG
اختبار	тестване	اِختِبَار	тестване	N;NOM;INDF;SG	N;INDF;NEUT;SG
القطاع	сектора	قِطَاع	сектор	N;NOM;DEF;SG	N;DEF;MASC;SG
تحسين	усъвършенстване	تَحسِين	усъвършенстване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تحسين	подобряване	تَحسِين	подобряване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تحسين	подобрение	تَحسِين	подобрение	N;NOM;INDF;SG	N;INDF;NEUT;SG
تحسين	оптимизиране	تَحسِين	оптимизиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
تحسين	оптимизация	تَحسِين	оптимизация	N;NOM;INDF;SG	N;INDF;FEM;SG
تحسين	подобряване	تَحسِين	подобряване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تحسين	подобряване	تَحسِين	подобряване	N;NOM;INDF;SG	N;INDF;NEUT;SG
طلاب	студенти	طَالِب	студент	N;NOM;INDF;PL	N;INDF;MASC;PL
طلاب	ученици	طَالِب	ученик	N;NOM;INDF;PL	N;INDF;MASC;PL
التلفزيون	телевизията	تِلفِزيُون	телевизия	N;NOM;DEF;SG	N;DEF;FEM;SG
مشاركة	споделяне	مُشَارَكَة	споделяне	N;NOM;INDF;SG	N;INDF;NEUT;SG
مشاركة	споделяне	مُشَارَكَة	споделяне	N;NOM;INDF;SG	N;INDF;NEUT;SG
مشاركة	дял	مُشَارَكَة	дял	N;NOM;INDF;SG	N;INDF;MASC;SG
القلعة	замъка	قَلعَة	замъкам	N;NOM;DEF;SG	N;DEF;MASC;SG
القلعة	замъкът	قَلعَة	замък	N;NOM;DEF;SG	N;DEF;MASC;SG
القلعة	крепостта	قَلعَة	крепост	N;NOM;DEF;SG	N;DEF;FEM;SG
مستويات	нива	مُستَوَى	ниво	N;NOM;INDF;PL	N;INDF;NEUT;PL
مستويات	равнища	مُستَوَى	равнище	N;NOM;INDF;PL	N;INDF;NEUT;PL
صباح	сабах	صَبَاح	сабах	N;NOM;INDF;SG	N;INDF;MASC;SG
صباح	утро	صَبَاح	утро	N;NOM;INDF;SG	N;INDF;NEUT;SG
صباح	сутрин	صَبَاح	сутрин	N;NOM;INDF;SG	N;INDF;FEM;SG
النتيجة	резултата	نَتِيجَة	резултат	N;NOM;DEF;SG	N;DEF;MASC;SG
المنتجات	продуктите	مُنتَج	продукт	N;NOM;DEF;PL	N;DEF;MASC;PL
مقال	есе	مَقَال	есе	N;NOM;INDF;SG	N;INDF;NEUT;SG
مقال	статия	مَقَال	статия	N;NOM;INDF;SG	N;INDF;FEM;SG
مقال	член	مَقَال	член	N;NOM;INDF;SG	N;INDF;MASC;SG
ابنة	дъще	اِبنَة	дъще	N;NOM;INDF;SG	N;INDF;FEM;SG
ابنة	дъщеря	اِبنَة	дъщеря	N;NOM;INDF;SG	N;INDF;FEM;SG
طرابلس	триполи	طَرَابُلُس	трипол	N;NOM;INDF;SG	N;INDF;MASC;SG
تسمح	позволява	سَمَح	позволявам-(си)	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
تسمح	допуска	سَمَح	допускам	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
تسمح	разрешава	سَمَح	разрешавам	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
اللواء	бригадата	لِوَاء	бригада	N;NOM;DEF;SG	N;DEF;FEM;SG
قمة	топ	قِمَّة	топ	N;NOM;INDF;SG	N;INDF;MASC;SG
قمة	връх	قِمَّة	връх	N;NOM;INDF;SG	N;INDF;MASC;SG
قمة	пика	قِمَّة	пикам	N;NOM;INDF;SG	N;INDF;FEM;SG
قمة	пик	قِمَّة	пик	N;NOM;INDF;SG	N;INDF;MASC;SG
المسلمون	мюсюлманите	مُسلِم	мюсюлманин	N;NOM;DEF;PL	N;DEF;MASC;PL
مسافة	дистанция	مَسَافَة	дистанция	N;NOM;INDF;SG	N;INDF;FEM;SG
مسافة	разстояние	مَسَافَة	разстояние	N;NOM;INDF;SG	N;INDF;NEUT;SG
محطات	станции	مَحَطَّة	станция	N;NOM;INDF;PL	N;INDF;FEM;PL
ساعات	часове	سَاعَة	час	N;NOM;INDF;PL	N;INDF;MASC;PL
ساعات	часовници	سَاعَة	часовник	N;NOM;INDF;PL	N;INDF;MASC;PL
قليل	малка	قَلِيل	малък	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
قليل	малък	قَلِيل	малък	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
جدول	маса	جَدوَل	маса	N;NOM;INDF;SG	N;INDF;FEM;SG
جدول	масичка	جَدوَل	масичка	N;NOM;INDF;SG	N;INDF;FEM;SG
جدول	таблица	جَدوَل	таблица	N;NOM;INDF;SG	N;INDF;FEM;SG
جدول	график	جَدوَل	график	N;NOM;INDF;SG	N;INDF;MASC;SG
جدول	разписание	جَدوَل	разписание	N;NOM;INDF;SG	N;INDF;NEUT;SG
اتجاه	тенденция	اِتِّجَاه	тенденция	N;NOM;INDF;SG	N;INDF;FEM;SG
اتجاه	посока	اِتِّجَاه	посока	N;NOM;INDF;SG	N;INDF;FEM;SG
باكستان	пакистан	بَاكِستَان	пакистан	N;NOM;INDF;SG	N;INDF;MASC;SG
تدريب	обучение	تَدرِيب	обучение	N;NOM;INDF;SG	N;INDF;NEUT;SG
تدريب	тренировка	تَدرِيب	тренировка	N;NOM;INDF;SG	N;INDF;FEM;SG
تدريب	тренировка	تَدرِيب	тренировка	N;NOM;INDF;SG	N;INDF;FEM;SG
تدريب	практика	تَدرِيب	практика	N;NOM;INDF;SG	N;INDF;FEM;SG
بنية	структура	بِنيَة	структура	N;NOM;INDF;SG	N;INDF;FEM;SG
بنية	конструкция	بِنيَة	конструкция	N;NOM;INDF;SG	N;INDF;FEM;SG
قطعة	късче	قِطعَة	късче	N;NOM;INDF;SG	N;INDF;NEUT;SG
قطعة	парченце	قِطعَة	парченце	N;NOM;INDF;SG	N;INDF;NEUT;SG
قطعة	парче	قِطعَة	парче	N;NOM;INDF;SG	N;INDF;NEUT;SG
الرسالة	съобщението	رِسَالَة	съобщение	N;NOM;DEF;SG	N;DEF;NEUT;SG
القراءة	четенето	قِرَاءَة	четене	N;NOM;DEF;SG	N;DEF;NEUT;SG
صحة	здраве	صِحَّة	здраве	N;NOM;INDF;SG	N;INDF;NEUT;SG
صحة	здравеопазване	صِحَّة	здравеопазване	N;NOM;INDF;SG	N;INDF;NEUT;SG
صحة	валидност	صِحَّة	валидност	N;NOM;INDF;SG	N;INDF;FEM;SG
القدر	съдбата	قَدر	съдба	N;NOM;DEF;SG	N;DEF;FEM;SG
القدر	съдбата	قَدر	съдба	N;NOM;DEF;SG	N;DEF;FEM;SG
عكس	обръщане	عَكس	обръщане	N;NOM;INDF;SG	N;INDF;NEUT;SG
دينية	религиозен	دِينِيّ	религиозен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
دينية	религиозна	دِينِيّ	религиозен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
سباقات	надбягвания	سِبَاقَة	надбягване	N;NOM;INDF;PL	N;INDF;NEUT;PL
سباقات	състезания	سِبَاقَة	състезание	N;NOM;INDF;PL	N;INDF;NEUT;PL
سباقات	раси	سِبَاقَة	раса	N;NOM;INDF;PL	N;INDF;FEM;PL
سباقات	надбягвания	سِبَاقَة	надбягване	N;NOM;INDF;PL	N;INDF;NEUT;PL
سباقات	състезания	سِبَاقَة	състезание	N;NOM;INDF;PL	N;INDF;NEUT;PL
بسيطة	прост	بَسِيط	прост	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
بسيطة	проста	بَسِيط	прост	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
هجوم	атака	هُجُوم	атака	N;NOM;INDF;SG	N;INDF;FEM;SG
سفر	пътуване	سَفَر	пътуване	N;NOM;INDF;SG	N;INDF;NEUT;SG
سفر	пътуване	سَفَر	пътуване	N;NOM;INDF;SG	N;INDF;NEUT;SG
سفر	пътуване	سَفَر	пътуване	N;NOM;INDF;SG	N;INDF;NEUT;SG
النقاط	кредитите	نُقطَة	кредит	N;NOM;DEF;PL	N;DEF;MASC;PL
طبيعة	естество	طَبِيعَة	естество	N;NOM;INDF;SG	N;INDF;NEUT;SG
طبيعة	природа	طَبِيعَة	природа	N;NOM;INDF;SG	N;INDF;FEM;SG
مشاريع	проекти	مَشرُوع	проект	N;NOM;INDF;PL	N;INDF;MASC;PL
جيد	добър	جَيِّد	добър	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
المسيحيين	християните	مَسِيحِيّ	християнин	N;ACC;DEF;PL	N;DEF;MASC;PL
لواء	бригада	لِوَاء	бригада	N;NOM;INDF;SG	N;INDF;FEM;SG
لواء	генерал	لِوَاء	генерал	N;NOM;INDF;SG	N;INDF;MASC;SG
مقبرة	гроб	مُقبِر	гроб	N;NOM;INDF;SG	N;INDF;MASC;SG
مقبرة	гробница	مُقبِر	гробница	N;NOM;INDF;SG	N;INDF;FEM;SG
مقبرة	гробище	مُقبِر	гробище	N;NOM;INDF;SG	N;INDF;NEUT;SG
مقبرة	гробище	مُقبِر	гробище	N;NOM;INDF;SG	N;INDF;NEUT;SG
مراجعة	преглед	مُرَاجَعَة	преглед	N;NOM;INDF;SG	N;INDF;MASC;SG
مراجعة	преразглеждане	مُرَاجَعَة	преразглеждане	N;NOM;INDF;SG	N;INDF;NEUT;SG
مراجعة	ревизия	مُرَاجَعَة	ревизия	N;NOM;INDF;SG	N;INDF;FEM;SG
مراجعة	преработка	مُرَاجَعَة	преработка	N;NOM;INDF;SG	N;INDF;FEM;SG
مراجعة	преразглеждане	مُرَاجَعَة	преразглеждане	N;NOM;INDF;SG	N;INDF;NEUT;SG
الدماغ	мозъка	دِمَاغ	мозък	N;NOM;DEF;SG	N;DEF;MASC;SG
التطور	еволюцията	تَطَوُّر	еволюция	N;NOM;DEF;SG	N;DEF;FEM;SG
القوانين	правилата	قَانُون	правило	N;NOM;DEF;PL	N;DEF;NEUT;PL
قاعة	зала	قَاعَة	зала	N;NOM;INDF;SG	N;INDF;FEM;SG
السجن	затворът	سَجن	затвор	N;NOM;DEF;SG	N;DEF;MASC;SG
السجن	затвора	سَجن	затвор	N;NOM;DEF;SG	N;DEF;MASC;SG
خطة	план	خُطَّة	план	N;NOM;INDF;SG	N;INDF;MASC;SG
وصول	пристигане	وُصُول	пристигане	N;NOM;INDF;SG	N;INDF;NEUT;SG
زوجة	жена	زَوجَة	жена	N;NOM;INDF;SG	N;INDF;FEM;SG
زوجة	съпруга	زَوجَة	съпруга	N;NOM;INDF;SG	N;INDF;FEM;SG
تجربة	експеримент	تَجرِبَة	експеримент	N;NOM;INDF;SG	N;INDF;MASC;SG
تجربة	преживяване	تَجرِبَة	преживяване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تجربة	опит	تَجرِبَة	опит	N;NOM;INDF;SG	N;INDF;MASC;SG
تجربة	изживяване	تَجرِبَة	изживяване	N;NOM;INDF;SG	N;INDF;NEUT;SG
معالم	етапи	مَعلَم	етапя	N;NOM;INDF;PL	N;INDF;MASC;PL
معالم	забележителности	مَعلَم	забележителност	N;NOM;INDF;PL	N;INDF;FEM;PL
مبان	сгради	مَبَّان	сграда	N;NOM;INDF;PL	N;INDF;FEM;PL
خليج	залив	خَلِيج	залив	N;NOM;INDF;SG	N;INDF;MASC;SG
خليج	бей	خَلِيج	бей	N;NOM;INDF;SG	N;INDF;MASC;SG
خليج	залив	خَلِيج	залив	N;NOM;INDF;SG	N;INDF;MASC;SG
خليج	bay	خَلِيج	bay	N;NOM;INDF;SG	N;INDF;MASC;SG
عودة	завръщане	عَودَة	завръщане	N;NOM;INDF;SG	N;INDF;NEUT;SG
عودة	връщане	عَودَة	връщане	N;NOM;INDF;SG	N;INDF;NEUT;SG
عودة	завръщане	عَودَة	завръщане	N;NOM;INDF;SG	N;INDF;NEUT;SG
عودة	гръб	عَودَة	гръб	N;NOM;INDF;SG	N;INDF;MASC;SG
الظروف	условията	ظَرف	условие	N;NOM;DEF;PL	N;DEF;NEUT;PL
الظروف	обстоятелствата	ظَرف	обстоятелство	N;NOM;DEF;PL	N;DEF;NEUT;PL
عدن	идън	عَدَن	идън	N;NOM;INDF;SG	N;INDF;MASC;SG
عدن	едем	عَدَن	едем	N;NOM;INDF;SG	N;INDF;MASC;SG
السلسلة	веригата	سِلسِلَة	верига	N;NOM;DEF;SG	N;DEF;FEM;SG
ضعف	слабост	ضُعف	слабост	N;NOM;INDF;SG	N;INDF;FEM;SG
اجتماعية	социален	اِجتِمَاعِيّ	социален	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
اجتماعية	социална	اِجتِمَاعِيّ	социален	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
قراءة	четене	قِرَاءَة	четене	N;NOM;INDF;SG	N;INDF;NEUT;SG
قراءة	четене	قِرَاءَة	четене	N;NOM;INDF;SG	N;INDF;NEUT;SG
ينتج	произвежда	أَنتَج	произвеждам	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
الصناعة	промишлеността	صِنَاعَة	промишленост	N;NOM;DEF;SG	N;DEF;FEM;SG
المستخدمين	потребителите	مُستَخدِم	потребител	N;ACC;DEF;PL	N;DEF;MASC;PL
المكتبة	библиотеката	مَكتَبَة	библиотека	N;NOM;DEF;SG	N;DEF;FEM;SG
ماء	вода	مَاء	вода	N;NOM;INDF;SG	N;INDF;FEM;SG
الصحف	вестниците	صَحِيفَة	вестник	N;NOM;DEF;PL	N;DEF;MASC;PL
البحيرة	езерото	بُحَيرَة	езеро	N;NOM;DEF;SG	N;DEF;NEUT;SG
قوانين	правила	قَانُون	правило	N;NOM;INDF;PL	N;INDF;NEUT;PL
قوانين	закони	قَانُون	закон	N;NOM;INDF;PL	N;INDF;MASC;PL
حفل	парти	حَفل	парта	N;NOM;INDF;SG	N;INDF;NEUT;SG
حفل	купон	حَفل	купон	N;NOM;INDF;SG	N;INDF;MASC;SG
حفل	партия	حَفل	партия	N;NOM;INDF;SG	N;INDF;FEM;SG
حفل	концерт	حَفل	концерт	N;NOM;INDF;SG	N;INDF;MASC;SG
عالمية	универсален	عَالَمِيّ	универсален	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
عالمية	универсална	عَالَمِيّ	универсален	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
عالمية	глобална	عَالَمِيّ	глобален	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
عالمية	глобален	عَالَمِيّ	глобален	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
رد	отговори	رَدّ	отговоря	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
طبيب	лекар	طبيب	лекар	N;NOM;INDF;SG	N;INDF;MASC;SG
طبيب	докторе	طبيب	доктор	N;NOM;INDF;SG	N;INDF;MASC;SG
فشل	неуспех	فَشَل	неуспех	N;NOM;INDF;SG	N;INDF;MASC;SG
فشل	неизправност	فَشَل	неизправност	N;NOM;INDF;SG	N;INDF;FEM;SG
فشل	провал	فَشَل	провал	N;NOM;INDF;SG	N;INDF;MASC;SG
فشل	неуспех	فَشَل	неуспех	N;NOM;INDF;SG	N;INDF;MASC;SG
فشل	повреда	فَشَل	повреда	N;NOM;INDF;SG	N;INDF;FEM;SG
فلسفة	философия	فَلسَفَة	философия	N;NOM;INDF;SG	N;INDF;FEM;SG
التفاعل	взаимодействието	تَفَاعُل	взаимодействие	N;NOM;DEF;SG	N;DEF;NEUT;SG
التفاعل	годежът	تَفَاعُل	годеж	N;NOM;DEF;SG	N;DEF;MASC;SG
محافظات	провинции	مُحَافِظَة	провинция	N;NOM;INDF;PL	N;INDF;FEM;PL
الهجرة	имиграцията	هِجرَة	имиграция	N;NOM;DEF;SG	N;DEF;FEM;SG
الهجرة	миграцията	هِجرَة	миграция	N;NOM;DEF;SG	N;DEF;FEM;SG
المعارك	битките	مَعرَكَة	битка	N;NOM;DEF;PL	N;DEF;FEM;PL
المبنى	сградата	مَبنَى	сграда	N;NOM;DEF;SG	N;DEF;FEM;SG
علامات	белези	عَلَامَة	белеза	N;NOM;INDF;PL	N;INDF;FEM;PL
علامات	маркировки	عَلَامَة	маркировка	N;NOM;INDF;PL	N;INDF;FEM;PL
علامات	марки	عَلَامَة	марка	N;NOM;INDF;PL	N;INDF;FEM;PL
علامات	етикети	عَلَامَة	етикет	N;NOM;INDF;PL	N;INDF;MASC;PL
علامات	табели	عَلَامَة	табел	N;NOM;INDF;PL	N;INDF;MASC;PL
علامات	признаци	عَلَامَة	признак	N;NOM;INDF;PL	N;INDF;MASC;PL
علامات	знаци	عَلَامَة	знак	N;NOM;INDF;PL	N;INDF;MASC;PL
الوادي	каньона	وَادِي	каньон	N;NOM;DEF;SG	N;DEF;MASC;SG
الوادي	долината	وَادِي	долина	N;NOM;DEF;SG	N;DEF;FEM;SG
فروع	клонове	فَرع	клон	N;NOM;INDF;PL	N;INDF;MASC;PL
فروع	клонки	فَرع	клонка	N;NOM;INDF;PL	N;INDF;FEM;PL
فروع	клони	فَرع	клон	N;NOM;INDF;PL	N;INDF;MASC;PL
محكمة	съд	مَحكَمَة	съд	N;NOM;INDF;SG	N;INDF;MASC;SG
محكمة	корт	مَحكَمَة	корт	N;NOM;INDF;SG	N;INDF;MASC;SG
شجرة	трий	شُجرَة	трий	N;NOM;INDF;SG	N;INDF;FEM;SG
شجرة	дръвче	شُجرَة	дръвче	N;NOM;INDF;SG	N;INDF;NEUT;SG
شجرة	дърво	شُجرَة	дърво	N;NOM;INDF;SG	N;INDF;NEUT;SG
علامة	табела	عَلَامَة	табел	N;NOM;INDF;SG	N;INDF;FEM;SG
علامة	знак	عَلَامَة	знак	N;NOM;INDF;SG	N;INDF;MASC;SG
علامة	отбелязване	عَلَامَة	отбелязване	N;NOM;INDF;SG	N;INDF;NEUT;SG
بيئة	среда	بِيئَة	среда	N;NOM;INDF;SG	N;INDF;FEM;SG
ميدالية	медал	مِيدَالِيَّة	медал	N;NOM;INDF;SG	N;INDF;MASC;SG
الحيوان	животното	حَيَان	животно	N;NOM;DEF;SG	N;DEF;NEUT;SG
العمارة	архитектурата	العمارة	архитектура	N;NOM;DEF;SG	N;DEF;FEM;SG
محلية	локална	مَحَلِّيّ	локален	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
محلية	местна	مَحَلِّيّ	местен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
منتجات	продукти	مُنتَج	продукт	N;NOM;INDF;PL	N;INDF;MASC;PL
منتجات	продукти	مُنتَج	продукт	N;NOM;INDF;PL	N;INDF;MASC;PL
ربع	тримесечие	رُبع	тримесечие	N;NOM;INDF;SG	N;INDF;NEUT;SG
ثمانية	осем	ثَمَانِيَة	осем	NUM;NOM;INDF;MASC	NUM;INDF;PL
فنون	изкуства	فَنّ	изкуство	N;NOM;INDF;PL	N;INDF;NEUT;PL
خلق	създаде	خَلَق	създам	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
حرية	свобода	حُرِّيَّة	свобода	N;NOM;INDF;SG	N;INDF;FEM;SG
سفينة	кораб	سَفِينَة	кораб	N;NOM;INDF;SG	N;INDF;MASC;SG
سفينة	съд	سَفِينَة	съд	N;NOM;INDF;SG	N;INDF;MASC;SG
سفينة	кораб	سَفِينَة	кораб	N;NOM;INDF;SG	N;INDF;MASC;SG
السيارة	колата	سَيَّارَة	кола	N;NOM;DEF;SG	N;DEF;FEM;SG
السرطان	ракът	سَرَطَان	рак	N;NOM;DEF;SG	N;DEF;MASC;SG
السطح	повърхността	سَطح	повърхност	N;NOM;DEF;SG	N;DEF;FEM;SG
السطح	покривът	سَطح	покрив	N;NOM;DEF;SG	N;DEF;MASC;SG
