この	هذا	この	هٰذَا	DET	DET;NOM;MASC;SG
職業	مهن	職業	مهن	N	N;NOM;INDF;PL
職業	المهنة	職業	مُهَنِّئ	N	N;NOM;DEF;SG
職業	مهنة	職業	مِهنَة	N	N;NOM;INDF;SG
職業	المهن	職業	مِهنَة	N	N;NOM;DEF;PL
職業	مهن	職業	مهن	N	N;NOM;INDF;PL
職業	احتلال	職業	اِحتِلَال	N	N;NOM;INDF;SG
職業	الاحتلال	職業	اِحتِلَال	N	N;NOM;DEF;SG
職業	المهنة	職業	مُهَنِّئ	N	N;NOM;DEF;SG
製品	المنتج	製品	مُنتَج	N	N;NOM;DEF;SG
製品	منتجات	製品	مُنتَج	N	N;NOM;INDF;PL
製品	منتج	製品	مُنتَج	N	N;NOM;INDF;SG
製品	المنتجات	製品	مُنتَج	N	N;NOM;DEF;PL
製品	منتجات	製品	مُنتَج	N	N;NOM;INDF;PL
製品	المنتجات	製品	مُنتَج	N	N;NOM;DEF;PL
速度	السرعة	速度	سُرعَة	N	N;NOM;DEF;SG
速度	سرعة	速度	سُرعَة	N	N;NOM;INDF;SG
電子	الالكترون	電子	اَلكتِرَون	N	N;NOM;DEF;SG
電子	الالكترونات	電子	الالكترونات	N	N;NOM;DEF;PL
徒歩	المشي	徒歩	مُشِيّ	N	N;NOM;DEF;SG
アイドル	عاطل	アイドル	عاطل	N	N;NOM;INDF;SG
仕事	الوظيفة	仕事	وَظِيفَة	N	N;NOM;DEF;SG
仕事	وظيفة	仕事	وَظِيفَة	N	N;NOM;INDF;SG
仕事	الشغل	仕事	شُغل	N	N;NOM;DEF;SG
仕事	عمل	仕事	عَمَل	N	N;NOM;INDF;SG
仕事	العمل	仕事	عَمَل	N	N;NOM;DEF;SG
仕事	عمل	仕事	عَمَل	N	N;NOM;INDF;SG
連盟	الاتحاد	連盟	اِتِّحَاد	N	N;NOM;DEF;SG
政策	السياسات	政策	سِيَاسَة	N	N;NOM;DEF;PL
政策	السياسة	政策	سِيَاسَة	N	N;NOM;DEF;SG
政策	سياسة	政策	سِيَاسَة	N	N;NOM;INDF;SG
政治家	سياسيين	政治家	سِيَاسِيّ	N	N;NOM;INDF;PL
政治家	السياسيين	政治家	سِيَاسِيّ	N	N;NOM;DEF;PL
政治家	الساسة	政治家	سَاسَة	N	N;NOM;DEF;PL
メディア	الاعلام	メディア	إِعلَام	N	N;NOM;DEF;SG
メディア	اعلام	メディア	إِعلَام	N	N;NOM;INDF;SG
図書館	المكتبات	図書館	مَكتَبَة	N	N;NOM;DEF;PL
図書館	مكتبات	図書館	مُكتَبَّات	N	N;NOM;INDF;PL
図書館	مكتبة	図書館	مَكتَبَة	N	N;NOM;INDF;SG
図書館	المكتبة	図書館	مَكتَبَة	N	N;NOM;DEF;SG
艦隊	الاسطول	艦隊	أُسطُول	N	N;NOM;DEF;SG
艦隊	اسطول	艦隊	أُسطُول	N	N;NOM;INDF;SG
強い	قويا	強い	قَوِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
強い	قوية	強い	قَوِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
強い	قوي	強い	قَوِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
バージョン	النسخة	バージョン	نُسخَة	N	N;NOM;DEF;SG
バージョン	اصدار	バージョン	إِصدَار	N	N;NOM;INDF;SG
バージョン	الاصدار	バージョン	إِصدَار	N	N;NOM;DEF;SG
バージョン	اصدارات	バージョン	إِصدَار	N	N;NOM;INDF;PL
バージョン	الاصدارات	バージョン	إِصدَار	N	N;NOM;DEF;PL
ポイント	النقاط	ポイント	نُقطَة	N	N;NOM;DEF;PL
ポイント	نقاط	ポイント	نُقطَة	N	N;NOM;INDF;PL
ポイント	نقطة	ポイント	نُقطَة	N	N;NOM;INDF;SG
ポイント	النقطة	ポイント	نُقطَة	N	N;NOM;DEF;SG
旅客	المسافر	旅客	مُسَافِر	N	N;NOM;DEF;SG
旅客	الراكب	旅客	رَاكِب	N	N;NOM;DEF;SG
旅客	راكب	旅客	رَاكِب	N	N;NOM;INDF;SG
旅客	مسافر	旅客	مُسَافِر	N	N;NOM;INDF;SG
方針	السياسات	方針	سِيَاسَة	N	N;NOM;DEF;PL
方針	السياسة	方針	سِيَاسَة	N	N;NOM;DEF;SG
方針	سياسة	方針	سِيَاسَة	N	N;NOM;INDF;SG
方針	سياسات	方針	سِيَاسَة	N	N;NOM;INDF;PL
方針	السياسات	方針	سِيَاسَة	N	N;NOM;DEF;PL
タイム	وقت	タイム	وَقت	N	N;NOM;INDF;SG
タイム	الزمن	タイム	زَمَن	N	N;NOM;DEF;SG
タイム	الوقت	タイム	وَقت	N	N;NOM;DEF;SG
タイム	زمن	タイム	زَمَن	N	N;NOM;INDF;SG
タイム	الزمان	タイム	زَمَان	N	N;NOM;DEF;SG
基準	معايير	基準	مِعيَار	N	N;NOM;INDF;PL
基準	المقاييس	基準	مِقيَاس	N	N;NOM;DEF;PL
基準	المعايير	基準	مِعيَار	N	N;NOM;DEF;PL
基準	المعيار	基準	مِعيَار	N	N;NOM;DEF;SG
基準	معيار	基準	مُعِير	N	N;NOM;INDF;SG
基準	معايير	基準	مِعيَار	N	N;NOM;INDF;PL
基準	المعايير	基準	مِعيَار	N	N;NOM;DEF;PL
メーカー	الصانع	メーカー	صَانِع	N	N;NOM;DEF;SG
メーカー	مصنع	メーカー	مَصنَع	N	N;NOM;INDF;SG
メーカー	المصنع	メーカー	مَصنَع	N	N;NOM;DEF;SG
障害	الاعاقة	障害	إِعَاقَة	N	N;NOM;DEF;SG
障害	العجز	障害	عَجز	N	N;NOM;DEF;SG
障害	عجز	障害	عَجز	N	N;NOM;INDF;SG
障害	اعاقة	障害	إِعَاقَة	N	N;NOM;INDF;SG
ホテル	الفندق	ホテル	فُندُق	N	N;NOM;DEF;SG
ホテル	فندق	ホテル	فُندُق	N	N;NOM;INDF;SG
ホテル	فنادق	ホテル	فُندُق	N	N;NOM;INDF;PL
ホテル	الفنادق	ホテル	فُندُق	N	N;NOM;DEF;PL
仕様	مواصفات	仕様	مُوَاصَفَة	N	N;NOM;INDF;PL
仕様	المواصفات	仕様	مُوَاصَفَة	N	N;NOM;DEF;PL
仕様	مواصفات	仕様	مُوَاصَفَة	N	N;NOM;INDF;PL
仕様	المواصفات	仕様	مُوَاصَفَة	N	N;NOM;DEF;PL
仕様	مواصفات	仕様	مُوَاصَفَة	N	N;NOM;INDF;PL
仕様	المواصفات	仕様	مُوَاصَفَة	N	N;NOM;DEF;PL
将軍	عام	将軍	عَام	N	N;NOM;INDF;SG
将軍	لواء	将軍	لِوَاء	N	N;NOM;INDF;SG
将軍	اللواء	将軍	لِوَاء	N	N;NOM;DEF;SG
将軍	الجنرال	将軍	جِنِرَال	N	N;NOM;DEF;SG
ビデオ	بالفيديو	ビデオ	بالفيديو	N	N;NOM;DEF;SG
ビデオ	الفيديو	ビデオ	الفيديو	N	N;NOM;DEF;SG
ビデオ	فيديو	ビデオ	فِيدِيُو	N	N;NOM;INDF;SG
商業	تجارة	商業	تِجَارَة	N	N;NOM;INDF;SG
商業	التجارة	商業	تِجَارَة	N	N;NOM;DEF;SG
殺人	القتل	殺人	قَتل	N	N;NOM;DEF;SG
スタイル	الانماط	スタイル	إِنمَاط	N	N;NOM;DEF;PL
スタイル	انماط	スタイル	نَمَط	N	N;NOM;INDF;PL
スタイル	الاساليب	スタイル	أُسلُوب	N	N;NOM;DEF;PL
スタイル	اساليب	スタイル	أُسلُوب	N	N;NOM;INDF;PL
スタイル	اسلوب	スタイル	أُسلُوب	N	N;NOM;INDF;SG
スタイル	النمط	スタイル	نَمَط	N	N;NOM;DEF;SG
スタイル	الاسلوب	スタイル	أُسلُوب	N	N;NOM;DEF;SG
リング	الخاتم	リング	خَاتِم	N	N;NOM;DEF;SG
リング	الحلقات	リング	حَلقَة	N	N;NOM;DEF;PL
リング	خواتم	リング	خُوَاتِم	N	N;NOM;INDF;PL
リング	حلقات	リング	حَلقَة	N	N;NOM;INDF;PL
リング	الخواتم	リング	خَاتِم	N	N;NOM;DEF;PL
マーク	العلامة	マーク	عَلَامَة	N	N;NOM;DEF;SG
マーク	علامة	マーク	عَلَامَة	N	N;NOM;INDF;SG
宣言	تعلن	宣言	أَعلَن	V	V;IPFV;FEM;IND;SG;3;FIN;PASS
宣言	اعلن	宣言	أَعلَن	V	V;PFV;MASC;SG;3;ACT
宣言	يعلن	宣言	أَعلَن	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
キング	الملك	キング	مَلِك	N	N;NOM;DEF;SG
ハイ	عال	ハイ	عَالِي	N	N;NOM;INDF;SG
ベル	الجرس	ベル	جَرَس	N	N;NOM;DEF;SG
ベル	جرس	ベル	جَرَس	N	N;NOM;INDF;SG
地震	زلزال	地震	زِلزَال	N	N;NOM;INDF;SG
地震	الزلزال	地震	زِلزَال	N	N;NOM;DEF;SG
地震	الزلازل	地震	زَلِيل	N	N;NOM;DEF;PL
博物館	المتاحف	博物館	مُتَاحَف	N	N;NOM;DEF;PL
博物館	المتحف	博物館	مَتحَف	N	N;NOM;DEF;SG
博物館	متحف	博物館	مَتحَف	N	N;NOM;INDF;SG
週間	اسبوعا	週間	أُسبُوع	N	N;ACC;INDF;SG
週間	الاسبوع	週間	أُسبُوع	N	N;NOM;DEF;SG
週間	اسبوع	週間	أُسبُوع	N	N;NOM;INDF;SG
週間	الاسابيع	週間	أُسبُوع	N	N;NOM;DEF;PL
週間	اسابيع	週間	أُسبُوع	N	N;NOM;INDF;PL
機構	الالية	機構	الالية	N	N;NOM;DEF;SG
機構	الية	機構	الية	N	N;NOM;DEF;SG
定義	عرف	定義	عَرَف	V	V;PFV;MASC;SG;3;ACT
天皇	الامبراطور	天皇	أَمبِرَاطُور	N	N;NOM;DEF;SG
日本人	الياباني	日本人	يَابَانِيّ	N	N;NOM;DEF;SG
日本人	يابانيون	日本人	يَابَانِيّ	N	N;NOM;INDF;PL
学部	الكليات	学部	كُلِّيَّة	N	N;NOM;DEF;PL
学部	كليات	学部	كُلِّيَّة	N	N;NOM;INDF;PL
学部	كلية	学部	كُلِّيَّة	N	N;NOM;INDF;SG
学部	الكلية	学部	كُلِّيَّة	N	N;NOM;DEF;SG
性格	شخصية	性格	شَخصِيَّة	N	N;NOM;INDF;SG
性格	شخصية	性格	شَخصِيَّة	N	N;NOM;INDF;SG
ユニット	وحدات	ユニット	وَحدَة	N	N;NOM;INDF;PL
ユニット	الوحدات	ユニット	وَحدَة	N	N;NOM;DEF;PL
ユニット	وحدة	ユニット	وَحدَة	N	N;NOM;INDF;SG
ユニット	الوحدة	ユニット	وَحدَة	N	N;NOM;DEF;SG
ピアノ	البيانو	ピアノ	بِيَانُو	N	N;NOM;DEF;SG
良い	خير	良い	خَير	ADJ	ADJ;NOM;INDF;MASC;SG
良い	جيد	良い	جَيِّد	ADJ	ADJ;NOM;INDF;MASC;SG
レベル	المستويات	レベル	مُستَوَى	N	N;NOM;DEF;PL
レベル	مستويات	レベル	مُستَوَى	N	N;NOM;INDF;PL
レベル	مستوى	レベル	مُستَوَى	N	N;NOM;INDF;SG
レベル	المستوى	レベル	مُستَوَى	N	N;NOM;DEF;SG
達成	حققت	達成	حَقَّق	V	V;PFV;FEM;SG;3;ACT
見る	ترى	見る	رَأَى	V	V;IPFV;FEM;IND;SG;3;FIN;ACT
空間	مساحة	空間	مِسَاحَة	N	N;NOM;INDF;SG
空間	الفضاء	空間	فَضَاء	N	N;NOM;DEF;SG
空間	فضاء	空間	فَضَاء	N	N;NOM;INDF;SG
空間	حيز	空間	حَيِّز	N	N;NOM;INDF;SG
同	مماثل	同	مُمَاثِل	ADJ	ADJ;NOM;INDF;MASC;SG
同	متطابقة	同	مُتَطَابِق	ADJ	ADJ;NOM;INDF;FEM;SG
ライト	الخفيفة	ライト	خَفِيف	N	N;NOM;DEF;SG
ライト	ضوء	ライト	ضَوء	N	N;NOM;INDF;SG
ライト	النور	ライト	النور	N	N;NOM;DEF;SG
ライト	اضواء	ライト	ضَوء	N	N;NOM;INDF;PL
ライト	الاضواء	ライト	ضَوء	N	N;NOM;DEF;PL
ライト	اضاءة	ライト	إِضَاءَة	N	N;NOM;INDF;SG
ライト	الانوار	ライト	نَارِي	N	N;NOM;DEF;PL
ヒット	يضرب	ヒット	ضَرَب	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
ブルー	الازرق	ブルー	أَزرَق	N	N;NOM;DEF;SG
ブルー	زرقاء	ブルー	زَرِيق	N	N;NOM;INDF;PL
ガス	الغاز	ガス	غَاز	N	N;NOM;DEF;SG
ガス	غاز	ガス	غَاز	N	N;NOM;INDF;SG
ガス	غازات	ガス	غَاز	N	N;NOM;INDF;PL
作業	العمل	作業	عَمَل	N	N;NOM;DEF;SG
作業	عمل	作業	عَمَل	N	N;NOM;INDF;SG
貨物	حمولة	貨物	حُمُولَة	N	N;NOM;INDF;SG
貨物	الشحن	貨物	شَحن	N	N;NOM;DEF;SG
貨物	شحنة	貨物	شَحنَة	N	N;NOM;INDF;SG
貨物	شحن	貨物	شَحن	N	N;NOM;INDF;SG
貨物	الحمولة	貨物	حُمُولَة	N	N;NOM;DEF;SG
貨物	بضائع	貨物	بِضَاعَة	N	N;NOM;INDF;PL
貨物	البضاعة	貨物	بِضَاعَة	N	N;NOM;DEF;SG
貨物	سلع	貨物	سِلعَة	N	N;NOM;INDF;PL
貨物	البضائع	貨物	بِضَاعَة	N	N;NOM;DEF;PL
貨物	السلع	貨物	سِلعَة	N	N;NOM;DEF;PL
貨物	بضائع	貨物	بِضَاعَة	N	N;NOM;INDF;PL
市場	سوق	市場	سُوق	N	N;NOM;INDF;SG
市場	السوق	市場	سُوق	N	N;NOM;DEF;SG
通算	العمر	通算	عُمر	N	N;NOM;DEF;SG
サイズ	احجام	サイズ	حَجم	N	N;NOM;INDF;PL
サイズ	القياسات	サイズ	قِيَاسَة	N	N;NOM;DEF;PL
サイズ	المقاسات	サイズ	مَقَاس	N	N;NOM;DEF;PL
サイズ	الابعاد	サイズ	بُعد	N	N;NOM;DEF;PL
サイズ	ابعاد	サイズ	ابعاد	N	N;NOM;INDF;SG
サイズ	المقاس	サイズ	مَقَاس	N	N;NOM;DEF;SG
サイズ	الحجم	サイズ	حَجم	N	N;NOM;DEF;SG
サイズ	حجم	サイズ	حَجم	N	N;NOM;INDF;SG
翻訳	ترجم	翻訳	تَرجَم	V	V;PFV;MASC;SG;3;ACT
コード	شفرة	コード	شَفرَة	N	N;NOM;INDF;SG
コード	الكود	コード	الكود	N	N;NOM;DEF;SG
コード	رمز	コード	رَمز	N	N;NOM;INDF;SG
コード	الرمز	コード	رَمز	N	N;NOM;DEF;SG
安全	امنة	安全	امنة	ADJ	ADJ;NOM;INDF;FEM;SG
被害	الاضرار	被害	ضَرَر	N	N;NOM;DEF;PL
被害	اضرار	被害	ضَرَر	N	N;NOM;INDF;PL
被害	ضرر	被害	ضَرَّر	N	N;NOM;INDF;SG
被害	الضرر	被害	ضَرر	N	N;NOM;DEF;SG
商品	البضاعة	商品	بِضَاعَة	N	N;NOM;DEF;SG
商品	سلع	商品	سِلعَة	N	N;NOM;INDF;PL
商品	البضائع	商品	بِضَاعَة	N	N;NOM;DEF;PL
商品	السلع	商品	سِلعَة	N	N;NOM;DEF;PL
商品	بضائع	商品	بِضَاعَة	N	N;NOM;INDF;PL
商品	منتجات	商品	مُنتَج	N	N;NOM;INDF;PL
商品	المنتجات	商品	مُنتَج	N	N;NOM;DEF;PL
商品	السلعة	商品	سُلعَة	N	N;NOM;DEF;SG
商品	سلعة	商品	سِلعَة	N	N;NOM;INDF;SG
商品	البضاعة	商品	بِضَاعَة	N	N;NOM;DEF;SG
商品	البضائع	商品	بِضَاعَة	N	N;NOM;DEF;PL
商品	بضاعة	商品	بِضَاعَة	N	N;NOM;INDF;SG
商品	بضائع	商品	بِضَاعَة	N	N;NOM;INDF;PL
詳細	مفصلة	詳細	مُفَصَّل	N	N;NOM;INDF;SG
詳細	المفصل	詳細	مُفَصَّل	N	N;NOM;DEF;SG
詳細	تفاصيل	詳細	تَفصِيل	N	N;NOM;INDF;PL
詳細	التفاصيل	詳細	تَفصِيل	N	N;NOM;DEF;PL
詳細	للتفاصيل	詳細	للتفاصيل	N	N;GEN;DEF;SG
備考	الملاحظات	備考	مُلَاحَظَة	N	N;NOM;DEF;PL
備考	ملاحظات	備考	مُلَاحَظَة	N	N;NOM;INDF;PL
備考	الملاحظات	備考	مُلَاحَظَة	N	N;NOM;DEF;PL
備考	ملاحظات	備考	مُلَاحَظَة	N	N;NOM;INDF;PL
単位	وحدات	単位	وَحدَة	N	N;NOM;INDF;PL
単位	الوحدات	単位	وَحدَة	N	N;NOM;DEF;PL
単位	وحدة	単位	وَحدَة	N	N;NOM;INDF;SG
単位	الوحدة	単位	وَحدَة	N	N;NOM;DEF;SG
機械	ماكينة	機械	مَاكِينَة	N	N;NOM;INDF;SG
機械	الالة	機械	إِلَا	N	N;NOM;DEF;SG
機械	الماكينة	機械	مَاكِينَة	N	N;NOM;DEF;SG
機械	الالات	機械	آلَة	N	N;NOM;DEF;PL
機械	الاليات	機械	أَلِيّ	N	N;NOM;DEF;PL
機械	الالات	機械	آلَة	N	N;NOM;DEF;PL
機械	الات	機械	إِلَّا	N	N;NOM;INDF;SG
機械	ماكينات	機械	مَاكِينَة	N	N;NOM;INDF;PL
地元	المحليون	地元	مَحَلِّيّ	N	N;NOM;DEF;PL
出版社	الناشر	出版社	نَاشِر	N	N;NOM;DEF;SG
革命	ثورة	革命	ثَورَة	N	N;NOM;INDF;SG
革命	الثورة	革命	ثَورَة	N	N;NOM;DEF;SG
軌道	مدار	軌道	مَدَار	N	N;NOM;INDF;SG
軌道	المدار	軌道	مَدَار	N	N;NOM;DEF;SG
農業	الزراعة	農業	زِرَاعَة	N	N;NOM;DEF;SG
農業	زراعة	農業	زِرَاعَة	N	N;NOM;INDF;SG
農業	الزراعة	農業	زِرَاعَة	N	N;NOM;DEF;SG
農業	زراعة	農業	زِرَاعَة	N	N;NOM;INDF;SG
条約	معاهدات	条約	مُعَاهِدَة	N	N;NOM;INDF;PL
条約	المعاهدات	条約	مُعَاهِدَة	N	N;NOM;DEF;PL
条約	المعاهدة	条約	مُعَاهَدَة	N	N;NOM;DEF;SG
条約	معاهدة	条約	مُعَاهَدَة	N	N;NOM;INDF;SG
理論	نظرية	理論	نَظَرِيَّة	N	N;NOM;INDF;SG
成長	ينمو	成長	نَمَا	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
生物	بيولوجي	生物	بيولوجي	N	N;NOM;INDF;SG
生物	الكائن	生物	كَائِن	N	N;NOM;DEF;SG
理解	فهم	理解	فَهِم	V	V;PFV;MASC;SG;3;ACT
戦士	المحارب	戦士	مَحرِب	N	N;NOM;DEF;SG
戦士	محارب	戦士	مُحَارِب	N	N;NOM;INDF;SG
戦士	المحاربين	戦士	مُحَارِب	N	N;NOM;DEF;PL
戦士	محاربين	戦士	مُحَارِب	N	N;NOM;INDF;PL
戦士	المحاربون	戦士	مُحَارِب	N	N;NOM;DEF;PL
ジャンル	النوع	ジャンル	نَوع	N	N;NOM;DEF;SG
実験	التجارب	実験	تَجرِبَة	N	N;NOM;DEF;PL
実験	تجارب	実験	تَجرِبَة	N	N;NOM;INDF;PL
実験	التجربة	実験	تَجرِبَة	N	N;NOM;DEF;SG
実験	تجربة	実験	تَجرِبَة	N	N;NOM;INDF;SG
出力	ناتج	出力	نَاتِج	N	N;NOM;INDF;SG
出力	الناتج	出力	نَاتِج	N	N;NOM;DEF;SG
出力	الاخراج	出力	خَرَج	N	N;NOM;DEF;SG
出力	النواتج	出力	نَاتِج	N	N;NOM;DEF;PL
出力	نواتج	出力	نَاتِج	N	N;NOM;INDF;PL
出力	النواتج	出力	نَاتِج	N	N;NOM;DEF;PL
師団	شعبة	師団	شُعبَة	N	N;NOM;INDF;SG
師団	الشعبة	師団	شُعبَة	N	N;NOM;DEF;SG
主催	استضاف	主催	استضاف	V	V;PFV;MASC;SG;3;ACT
主催	استضافت	主催	اِستَضَاف	V	V;PFV;FEM;SG;3;ACT
統一	وحدة	統一	وَحدَة	N	N;NOM;INDF;SG
統一	الوحدة	統一	وَحدَة	N	N;NOM;DEF;SG
統一	التوحيد	統一	تَوحِيد	N	N;NOM;DEF;SG
統一	توحيد	統一	تَوحِيد	N	N;NOM;INDF;SG
ブランド	الماركات	ブランド	مَاركَة	N	N;NOM;DEF;PL
ブランド	ماركة	ブランド	مَاركَة	N	N;NOM;INDF;SG
首都	العاصمة	首都	عَاصِمَة	N	N;NOM;DEF;SG
首都	عاصمة	首都	عَاصِمَة	N	N;NOM;INDF;SG
破壊	دمر	破壊	دَمَّر	V	V;PFV;MASC;SG;3;ACT
スタジアム	استاد	スタジアム	استاد	N	N;NOM;INDF;SG
スタジアム	ملعب	スタジアム	مَلعَب	N	N;NOM;INDF;SG
スタジアム	الملعب	スタジアム	مَلعَب	N	N;NOM;DEF;SG
土地	اراضي	土地	أَرض	N	N;NOM;INDF;PL
土地	اراض	土地	أَرض	N	N;NOM;INDF;PL
土地	الاراضي	土地	أَرض	N	N;NOM;DEF;PL
土地	اراض	土地	أَرض	N	N;NOM;INDF;PL
土地	الارض	土地	أَرض	N	N;NOM;DEF;SG
土地	الاراضي	土地	أَرض	N	N;NOM;DEF;PL
捜査	التحقيقات	捜査	تَحقِيق	N	N;NOM;DEF;PL
捜査	التحقيق	捜査	تَحقِيق	N	N;NOM;DEF;SG
捜査	تحقيق	捜査	تَحقِيق	N	N;NOM;INDF;SG
兄弟	الاخوان	兄弟	أَخ	N	N;NOM;DEF;PL
兄弟	الاخوة	兄弟	أُخُوَّة	N	N;NOM;DEF;SG
兄弟	اخوة	兄弟	أُخُوَّة	N	N;NOM;INDF;SG
戦隊	سرب	戦隊	سَرب	N	N;NOM;INDF;SG
戦隊	السرب	戦隊	سِرب	N	N;NOM;DEF;SG
メジャー	الرائد	メジャー	رَائِد	N	N;NOM;DEF;SG
イメージ	الصور	イメージ	الصور	N	N;NOM;DEF;PL
イメージ	صور	イメージ	صُورَة	N	N;NOM;INDF;PL
イメージ	صورة	イメージ	صُورَة	N	N;NOM;INDF;SG
イメージ	الصورة	イメージ	صُورَة	N	N;NOM;DEF;SG
軍事	الجيش	軍事	جَيش	N	N;NOM;DEF;SG
カラー	لون	カラー	لَون	N	N;NOM;INDF;SG
カラー	الالوان	カラー	لَون	N	N;NOM;DEF;PL
カラー	اللون	カラー	لَون	N	N;NOM;DEF;SG
カラー	الوان	カラー	لَون	N	N;NOM;DEF;SG
カラー	الوان	カラー	لَون	N	N;NOM;DEF;SG
カラー	الالوان	カラー	لَون	N	N;NOM;DEF;PL
カラー	لون	カラー	لَون	N	N;NOM;INDF;SG
カラー	اللون	カラー	لَون	N	N;NOM;DEF;SG
カラー	الوان	カラー	لَون	N	N;NOM;DEF;SG
カラー	الالوان	カラー	لَون	N	N;NOM;DEF;PL
チャンネル	قنوات	チャンネル	قَنَاة	N	N;NOM;INDF;PL
チャンネル	القنوات	チャンネル	قَنَاة	N	N;NOM;DEF;PL
チャンネル	قناة	チャンネル	قَنَاة	N	N;NOM;INDF;SG
チャンネル	القناة	チャンネル	قَنَاة	N	N;NOM;DEF;SG
ドラフト	المسودة	ドラフト	مُسَوَّدَة	N	N;NOM;DEF;SG
ドラフト	مسودة	ドラフト	مُسَوَّدَة	N	N;NOM;INDF;SG
西部	الغرب	西部	غَرب	N	N;NOM;DEF;SG
西部	غربا	西部	غَرب	N	N;ACC;INDF;SG
西部	غرب	西部	غَرب	N	N;NOM;INDF;SG
セット	ضبط	セット	ضَبط	N	N;NOM;INDF;SG
セット	تعيين	セット	تَعيِين	N	N;NOM;INDF;SG
動物	حيوانات	動物	حيوانات	N	N;NOM;INDF;PL
動物	الحيوانات	動物	حَيَوَان	N	N;NOM;DEF;PL
動物	الحيوان	動物	حَيَان	N	N;NOM;DEF;SG
動物	حيوان	動物	حيوان	N	N;NOM;INDF;SG
住民	المقيم	住民	مُقِيم	N	N;NOM;DEF;SG
住民	مقيم	住民	مُقَيَّم	N	N;NOM;INDF;SG
住民	المقيمون	住民	مُقَيَّم	N	N;NOM;DEF;PL
住民	السكان	住民	سَاكِن	N	N;NOM;DEF;PL
住民	المقيمون	住民	مُقَيَّم	N	N;NOM;DEF;PL
民族	الاثنية	民族	اِثنِيّ	N	N;NOM;DEF;SG
資本	العاصمة	資本	عَاصِمَة	N	N;NOM;DEF;SG
資本	عاصمة	資本	عَاصِمَة	N	N;NOM;INDF;SG
テンプレート	نماذج	テンプレート	نَمُوذَج	N	N;NOM;INDF;PL
テンプレート	قوالب	テンプレート	قَالَب	N	N;NOM;INDF;PL
テンプレート	القوالب	テンプレート	قَالِب	N	N;NOM;DEF;PL
テンプレート	قالب	テンプレート	قَالِب	N	N;NOM;INDF;SG
テンプレート	القالب	テンプレート	قَالِب	N	N;NOM;DEF;SG
選択	اختر	選択	آخِت	V	V;MASC;IMP;SG
選択	اختار	選択	اِختَار	V	V;PFV;MASC;SG;3;ACT
選択	حدد	選択	حَدَّد	V	V;PFV;MASC;SG;3;ACT
選択	اختر	選択	آخِت	V	V;MASC;IMP;SG
失敗	تفشل	失敗	شَشَل	V	V;IPFV;FEM;IND;SG;3;FIN;ACT
失敗	فشلت	失敗	فَشِل	V	V;PFV;FEM;SG;3;ACT
標準	المعيار	標準	مِعيَار	N	N;NOM;DEF;SG
標準	معيار	標準	مُعِير	N	N;NOM;INDF;SG
ワン	احد	ワン	أَحَد	N	N;NOM;INDF;SG
タレント	مواهب	タレント	مَوهِب	N	N;NOM;INDF;PL
