for	für	for	für	ADP	ADP
forlag	verlag	forlag	verliegen	N;INDF;NEUT;SG	N;NOM;MASC;SG
forlag	verlag	forlag	verliegen	N;INDF;NEUT;SG	N;NOM;MASC;SG
mark	marke	mark	marken	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
produceret	hergestellt	producere	herstellen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
produceret	gefertigt	producere	fertigen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
produceret	produziert	producere	produzieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
produceret	hergestellt	producere	herstellen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
produceret	erzeugt	producere	erzeugen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
ledelse	führung	ledelse	führung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ledelse	geschäftsführung	ledelse	geschäftsführung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ledelse	unternehmensführung	ledelse	unternehmensführung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ledelse	regierungsführung	ledelse	regierungsführung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ledelse	unternehmensführung	ledelse	unternehmensführung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
britisk	britisch	britisk	britisch	ADJ;INDF;SG	ADJ
sluttede	beendet	slutte	beenden	V;IND;PST;FIN;ACT	V;V.PTCP
sluttede	geendet	slutte	geenden	V;IND;PST;FIN;ACT	V;V.PTCP
sluttede	beendete	slutte	beenden	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
sluttede	endete	slutte	enden	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
omfattende	umfassender	omfattende	umfassend	ADJ	ADJ
omfattende	umfassende	omfattende	umfassend	ADJ	ADJ;NOM;FEM;PL
omfattende	umfangreiche	omfattende	umfangreich	ADJ	ADJ;NOM;FEM;PL
omfattende	umfassend	omfattende	umfassend	ADJ	ADJ
omfattende	umfangreichen	omfattende	umfangreich	ADJ	ADJ
omfattende	umfangreiche	omfattende	umfangreich	ADJ	ADJ;NOM;FEM;PL
omfattende	umfassend	omfattende	umfassend	ADJ	ADJ
omfattende	umfangreiches	omfattende	umfangreich	ADJ	ADJ;NOM;NEUT;SG
omfattende	umfassende	omfattende	umfassend	ADJ	ADJ;NOM;FEM;PL
etableret	gegründet	etablere	gründen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
etableret	eingerichtet	etablere	einrichten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
etableret	etablierte	etablere	etablieren	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
etableret	etabliert	etablere	etablieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
alene	allein	alene	allein	ADV	ADV
alene	alleine	alene	alleine	ADV	ADV
hustru	ehefrau	hustru	ehefrau	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hustru	frau	hustru	frau	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
turneringen	wettkampf	turnering	wettkampf	N;DEF;MASC+FEM;SG	N
dyr	tier	dyr	Tier	N;INDF;NEUT;SG	N;NOM;NEUT;SG
stemme	abstimmung	stemme	abstimmung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
nordisk	nordischen	nordisk	nordisch	ADJ;INDF;SG	ADJ
nordisk	nordeuropa	nordisk	nordeuropa	ADJ;INDF;SG	ADJ
nordisk	nordischen	nordisk	nordisch	ADJ;INDF;SG	ADJ
historien	erzählung	historie	erzählung	N;DEF;MASC+FEM;SG	N;FEM;SG
mente	bedeutete	mene	bedeuten	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mente	meinte	mene	meinen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mente	meinten	mene	meint	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
længe	lange	længe	lange	ADV	ADV
bane	spur	bane	spur	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
solgt	verkauft	sælge	verkaufen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
solgt	verkaufte	sælge	verkaufen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
interesse	zinssatz	interesse	zinssatz	N;INDF;MASC+FEM;SG	N;SG
endelig	endlich	endelig	endlich	ADV	ADV
endelig	schließlich	endelig	schließlich	ADV	ADV
link	link	link	link	N;INDF;NEUT;SG	N;SG
link	verknüpfung	link	verknüpfang	N;INDF;NEUT;SG	N;SG
royal	königliches	royal	königlich	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
royal	königlich	royal	königlich	ADJ;INDF;MASC+FEM;SG	ADJ
sker	passiert	ske	passieren	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sker	geschieht	ske	geschehen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sker	geschehen	ske	geschehen	V;IND;PRS;FIN;ACT	V;V.PTCP
sker	passiert	ske	passieren	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
soldater	soldaten	soldat	soldat	N;INDF;MASC+FEM;PL	N;PL
skabe	erstellen	skabe	erstellen	V;NFIN;ACT	V;NFIN
skabe	erschaffen	skabe	erschaffen	V;NFIN;ACT	V;V.PTCP
skabe	schaffen	skabe	schaffen	V;NFIN;ACT	V;NFIN
skabe	erzeugen	skabe	erzeugen	V;NFIN;ACT	V;NFIN
udtryk	ausdruck	udtryk	ausdruck	N;INDF;NEUT;SG	N;SG
udtryk	ausdruck	udtryk	ausdruck	N;INDF;NEUT;SG	N;SG
fri	frei	fri	frei	ADJ;INDF;MASC+FEM;SG	ADJ
fri	kostenlos	fri	kostenlos	ADJ;INDF;MASC+FEM;SG	ADJ
ende	ende	ende	ende	N;INDF;MASC+FEM;SG	N;ACC;NEUT;SG
væk	weg	væk	weg	ADV	ADV
væk	weg	væk	weg	ADV	ADV
siger	sagen	sige	sagen	V;IND;PRS;FIN;ACT	V;NFIN
siger	sagt	sige	sagen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vinde	gewinnen	vinde	gewinnen	V;NFIN;ACT	V;NFIN
vinde	gewinnen	vinde	gewinnen	V;NFIN;ACT	V;NFIN
blå	blaue	blå	blau	ADJ;PL	ADJ;NOM;FEM;PL
blå	blau	blå	blau	ADJ;PL	ADJ
blå	blauen	blå	blau	ADJ;PL	ADJ
lærer	erlernen	lære	erlernen	V;IND;PRS;FIN;ACT	V;NFIN
lærer	lernen	lære	lernen	V;IND;PRS;FIN;ACT	V;NFIN
sejr	sieg	sejr	seigen	N;INDF;MASC+FEM;SG	N;NOM;SG
dræbt	umgebracht	dræbe	umbringen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
dræbt	tötete	dræbe	töten	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
dræbt	getötet	dræbe	töten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
dræbt	ermordet	dræbe	ermorden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
lagt	legte	lægge	legen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
lagt	gelegt	lægge	legen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
specielt	besonders	specielt	besonders	ADV	ADV
specielt	insbesondere	specielt	insbesondere	ADV	ADV
specielt	besonders	specielt	besonders	ADV	ADV
specielt	vorallem	specielt	vorallem	ADV	ADV
specielt	insbesondere	specielt	insbesondere	ADV	ADV
specielt	besonders	specielt	besonders	ADV	ADV
alligevel	dennoch	alligevel	dennoch	ADV	ADV
alligevel	trotzdem	alligevel	trotzdem	ADV	ADV
alligevel	gleichwohl	alligevel	gleichwohl	ADV	ADV
alligevel	nichtsdestotrotz	alligevel	nichtsdestotrotz	ADV	ADV
alligevel	jedenfalls	alligevel	jedenfalls	ADV	ADV
alligevel	egal	alligevel	egal	ADV	ADV
alligevel	trotzdem	alligevel	trotzdem	ADV	ADV
alligevel	ohnehin	alligevel	ohnehin	ADV	ADV
alligevel	sowieso	alligevel	sowieso	ADV	ADV
alligevel	noch	alligevel	noch	ADV	ADV
alligevel	doch	alligevel	doch	ADV	ADV
alligevel	trotzdem	alligevel	trotzdem	ADV	ADV
alligevel	dennoch	alligevel	dennoch	ADV	ADV
spillere	spielern	spiller	spielern	N;INDF;MASC+FEM;PL	N;PL
italienske	italienischer	italiensk	italienisch	ADJ;PL	ADJ
italienske	italienischen	italiensk	italienisch	ADJ;PL	ADJ;NOM;MASC;PL
italienske	italienisch	italiensk	italienisch	ADJ;PL	ADJ
italienske	italienische	italiensk	italienisch	ADJ;PL	ADJ;NOM;FEM;PL
valg	auswahl	valg	auswahl	N;INDF;NEUT;SG	N;NOM;SG
valg	auswahl	valg	auswahl	N;INDF;NEUT;SG	N;NOM;SG
træk	verlosung	træk	verlosung	N;INDF;NEUT;SG	N;SG
udover	außerdem	udover	außerdem	ADV	ADV
ønskede	gewünscht	ønske	wünschen	V;PL;PST;V.PTCP	V;V.PTCP
ønskede	gewünscht	ønske	wünschen	V;PL;PST;V.PTCP	V;V.PTCP
ønskede	gesucht	ønske	suchen	V;PL;PST;V.PTCP	V;V.PTCP
ønskede	gewollt	ønske	wollen	V;PL;PST;V.PTCP	V;V.PTCP
ønskede	gewünscht	ønske	wünschen	V;PL;PST;V.PTCP	V;V.PTCP
ønskede	wünschten	ønske	wünschen	V;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
fortæller	sagt	fortælle	sagen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
fortæller	erzählt	fortælle	erzählen	V;IND;PRS;FIN;ACT	V;V.PTCP
militære	militärische	militær	militärisch	ADJ;PL	ADJ;NOM;FEM;PL
militære	militär	militær	militär	ADJ;PL	ADJ
militære	militärisch	militær	militärisch	ADJ;PL	ADJ
delstat	staat	delstat	staaen	N;INDF;MASC+FEM;SG	N
chef	chef	chef	chef	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
chef	chef	chef	chef	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
russisk	russisch	russisk	russisch	ADJ;INDF;SG	ADJ
forsøgte	versuchte	forsøge	versuchen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
forsøgte	versucht	forsøge	versuchen	V;IND;PST;FIN;ACT	V;V.PTCP
forsøgte	versuchten	forsøge	versuchen	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
forsøgte	versuchte	forsøge	versuchen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
forsøgte	versuchten	forsøge	versuchen	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
forsøgte	versucht	forsøge	versuchen	V;IND;PST;FIN;ACT	V;V.PTCP
forsøgte	ausprobiert	forsøge	ausprobieren	V;IND;PST;FIN;ACT	V;V.PTCP
selskab	firma	selskab	firma	N;INDF;NEUT;SG	N;NOM;FEM;SG
slået	schlagen	slå	schlagen	V;INDF;SG;PST;V.PTCP	V;NFIN
slået	geschlagen	slå	schlagen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
slået	verprügelt	slå	verprügeln	V;INDF;SG;PST;V.PTCP	V;V.PTCP
slået	besiegt	slå	besiegen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
slået	geschlagen	slå	schlagen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
slået	geschlagen	slå	schlagen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
slået	besiegen	slå	besiegen	V;INDF;SG;PST;V.PTCP	V;NFIN
slået	besiegte	slå	besiegen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
slået	besiegt	slå	besiegen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
foran	vorne	foran	vorne	ADV	ADV
foran	vorn	foran	vorn	ADV	ADV
opstod	entstand	opstå	entstehen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
opstod	entstanden	opstå	entstehen	V;IND;PST;FIN;ACT	V;V.PTCP
handler	handeln	handle	handeln	V;IND;PRS;FIN;ACT	V;NFIN
handler	schauspielern	handle	schauspielern	V;IND;PRS;FIN;ACT	V;NFIN
sikre	sichern	sikre	sichern	V;NFIN;ACT	V;NFIN
sikre	sicherstellen	sikre	sicherstellen	V;NFIN;ACT	V;NFIN
sikre	sorgen	sikre	sorgen	V;NFIN;ACT	V;NFIN
sikre	gewährleisten	sikre	gewährleisten	V;NFIN;ACT	V;NFIN
deltagelse	beteiligung	deltagelse	Beteiligung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
deltagelse	mitwirkung	deltagelse	mitwirkung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
faldt	verringert	falde	verringern	V;IND;PST;FIN;ACT	V;V.PTCP
faldt	zurückgegangen	falde	zurückgehen	V;IND;PST;FIN;ACT	V;V.PTCP
faldt	reduziert	falde	reduzieren	V;IND;PST;FIN;ACT	V;V.PTCP
faldt	gefallen	falde	fallen|gefallen	V;IND;PST;FIN;ACT	V;V.PTCP
faldt	fiel	falde	fallen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
faldt	gestürzt	falde	stürzen	V;IND;PST;FIN;ACT	V;V.PTCP
faldt	fielen	falde	fallen	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
faldt	fiel	falde	fallen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
faldt	fallengelassen	falde	fallenlassen	V;IND;PST;FIN;ACT	V;V.PTCP
faldt	abgeworfen	falde	abwerfen	V;IND;PST;FIN;ACT	V;V.PTCP
sort	schwarzer	sort	schwarz	ADJ;INDF;SG	ADJ
sort	schwarz	sort	schwarz	ADJ;INDF;SG	ADJ
sort	schwarzen	sort	schwarz	ADJ;INDF;SG	ADJ
sort	vielzahl	sort	vielzahl	ADJ;INDF;SG	ADJ
sort	abwechslung	sort	abwechslung	ADJ;INDF;SG	ADJ
vis	ansicht	vis	ansechen	N;INDF;MASC+FEM;SG	N
vis	show	vis	show	N;INDF;MASC+FEM;SG	N
generelt	insgesamt	generel	insgesamt	ADV	ADV
romerske	römischen	romersk	römisch	ADJ;PL	ADJ;NOM;PL
romerske	römische	romersk	römisch	ADJ;PL	ADJ;NOM;FEM;PL
magt	leistung	magt	leistung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
magt	stromversorgung	magt	stromversorgung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
slog	geschlagen	slå	schlagen	V;IND;PST;FIN;ACT	V;V.PTCP
dagen	tag	dag	tagen	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
dagen	tages	dag	tagen	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
skov	wald	skov	wald	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
skov	wald	skov	wald	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
skov	wald	skov	wald	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
samling	sammlung	samling	sammlung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
samling	zusammenstellung	samling	zusammenstellung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
samling	erstellung	samling	Erstellung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
samling	montage	samling	montag	N;INDF;MASC+FEM;SG	N;NOM;SG
samling	versammlung	samling	versammlung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
samling	sammlung	samling	sammlung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
samling	erhebung	samling	Erhebung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
gud	gottes	gud	gott	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
gud	gott	gud	gott	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kommuner	gemeinden	kommune	gemeinden	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
kommuner	gemeinden	kommune	gemeinden	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
voksede	wuchs	vokse	wachsen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
stat	staat	stat	staaen	N;INDF;MASC+FEM;SG	N
ændret	änderte	ændre	ändern	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
ændret	geändert	ændre	ändern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
ændret	verändert	ændre	verändern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
ændret	abgeändert	ændre	abändern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
ændret	modifiziert	ændre	modifizieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
ændret	geändert	ændre	ändern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
ændret	verändert	ændre	verändern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
ændret	abgeändert	ændre	abändern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
ændret	geändert	ændre	ändern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
bor	leben	bo	leben	V;IND;PRS;FIN;ACT	V;NFIN
bor	wohnen	bo	wohnen	V;IND;PRS;FIN;ACT	V;NFIN
bor	lebe	bo	leben	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
bor	bohren	bo	bohren	V;IND;PRS;FIN;ACT	V;NFIN
bor	bohrungen	bo	bohringen	V;IND;PRS;FIN;ACT	V;NFIN
studerede	untersucht	studere	untersuchen	V;IND;PST;FIN;ACT	V;V.PTCP
studerede	studierte	studere	studieren	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
studerede	studiert	studere	studieren	V;IND;PST;FIN;ACT	V;V.PTCP
allierede	verbündeten	alliere	verbünden	V;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
allierede	alliierten	alliere	alliiert	V;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
allierede	verbündeten	alliere	verbünden	V;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
allierede	alliierten	alliere	alliiert	V;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
allierede	verbündeten	alliere	verbünden	V;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
vigtig	wichtig	vigtig	wichtig	ADJ;INDF;MASC+FEM;SG	ADJ
vigtig	wichtiges	vigtig	wichtig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
vigtig	wichtiger	vigtig	wichtig	ADJ;INDF;MASC+FEM;SG	ADJ
vigtig	wichtigen	vigtig	wichtig	ADJ;INDF;MASC+FEM;SG	ADJ
faktisk	eigentlich	faktisk	eigentlich	ADV	ADV
tilsvarende	vergleichbar	tilsvarende	vergleichbar	ADJ	ADJ
tilsvarende	ähnliche	tilsvarende	ähnlich	ADJ	ADJ;NOM;FEM;PL
tilsvarende	ähnliches	tilsvarende	ähnlich	ADJ	ADJ;NOM;NEUT;SG
tilsvarende	ähnlich	tilsvarende	ähnlich	ADJ	ADJ
tilsvarende	ähnlichen	tilsvarende	ähnlich	ADJ	ADJ
tilsvarende	gleichwertig	tilsvarende	gleichwertig	ADJ	ADJ
tilsvarende	äquivalent	tilsvarende	äquivalent	ADJ	ADJ
tilsvarende	gleichwertige	tilsvarende	gleichwertig	ADJ	ADJ;NOM;FEM;PL
tilsvarende	gleichwertiges	tilsvarende	gleichwertig	ADJ	ADJ;NOM;NEUT;SG
tilsvarende	entsprechung	tilsvarende	entsprechung	ADJ	ADJ
tilsvarende	entsprechend	tilsvarende	entsprechend	ADJ	ADJ
tilsvarende	dementsprechend	tilsvarende	dementsprechend	ADJ	ADJ
tilsvarende	entsprechenden	tilsvarende	entsprechend	ADJ	ADJ
tilsvarende	entsprechender	tilsvarende	entsprechend	ADJ	ADJ
tilsvarende	entsprechende	tilsvarende	entsprechend	ADJ	ADJ;NOM;FEM;PL
tilsvarende	ähnlich	tilsvarende	ähnlich	ADJ	ADJ
inde	innen	inde	innen	ADV	ADV
inde	innerhalb	inde	innerhalb	ADV	ADV
begynder	fängt	begynde	fängen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
begynder	beginnt	begynde	beginnen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
begynder	starten	begynde	start	V;IND;PRS;FIN;ACT	V;NFIN
begynder	angefangen	begynde	anfangen	V;IND;PRS;FIN;ACT	V;V.PTCP
begynder	startet	begynde	starten	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
begynder	fängt	begynde	fängen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
begynder	beginnt	begynde	beginnen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
eksempler	beispiele	eksempel	beispiel	N;INDF;NEUT;PL	N;NOM;PL
eksempler	fallbeispiele	eksempel	fallbeispiele	N;INDF;NEUT;PL	N;NOM;PL
udviklede	entwickelt	udvikle	entwickeln	V;PL;PST;V.PTCP	V;V.PTCP
udviklede	entwickelten	udvikle	entwickeln	V;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
udviklede	entwickelt	udvikle	entwickeln	V;PL;PST;V.PTCP	V;V.PTCP
udviklede	entwickelten	udvikle	entwickeln	V;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
fandtes	bestanden	fande	bestehen	V;IND;PRS;FIN;PASS	V;V.PTCP
fandtes	existiert	fande	existieren	V;IND;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
højt	hoch	høj	hoch	ADJ;INDF;NEUT;SG	ADJ
højt	lautes	høj	laut	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
højt	laute	høj	laut	ADJ;INDF;NEUT;SG	ADJ
højt	lauter	høj	laut	ADJ;INDF;NEUT;SG	ADJ
skabt	geschaffen	skabe	schaffen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
skabt	erzeugt	skabe	erzeugen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
skabt	erstellt	skabe	erstellen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
skabt	erschaffen	skabe	erschaffen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
skabt	erstellte	skabe	erstellt	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
slag	kampf	slag	kampfen	N;INDF;NEUT;SG	N;SG
slag	schlacht	slag	schlacht	N;INDF;NEUT;SG	N;NOM;FEM;SG
status	status	status	status	N;INDF;MASC+FEM;SG	N
gælder	gilt	gælde	gelten	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
udført	erledigt	udføre	erledigen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
udført	getan	udføre	tun	V;INDF;SG;PST;V.PTCP	V;V.PTCP
udført	gemacht	udføre	machen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
udført	geschafft	udføre	schaffen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
udført	exportiert	udføre	exportieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
udført	exportieren	udføre	exportieren	V;INDF;SG;PST;V.PTCP	V;NFIN
udført	ausgeführt	udføre	ausführen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
udført	durchgeführt	udføre	durchführen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
udført	ausgeführt	udføre	ausführen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	gewährte	tildele	gewährt	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
tildelt	bewilligt	tildele	bewilligen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	gewährt	tildele	gewähren|währen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	erteilt	tildele	erteilen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	stattgegeben	tildele	stattgeben	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	zurückgeführt	tildele	zurückführen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	zugeordnet	tildele	zuordnen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	zurückzuführen	tildele	zurückführen	V;INDF;SG;PST;V.PTCP	V;NFIN
tildelt	zugewiesen	tildele	zuweisen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	zugeschrieben	tildele	zuschreiben	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	verliehen	tildele	verleihen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	zugewiesen	tildele	zuweisen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	zugeteilt	tildele	zuteilen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	zugeordnet	tildele	zuordnen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	zugewiesen	tildele	zuweisen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	zugeteilt	tildele	zuteilen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	zugewiesen	tildele	zuweisen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tildelt	zugeteilt	tildele	zuteilen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
italiensk	italienischer	italiensk	italienisch	ADJ;INDF;SG	ADJ
italiensk	italienisch	italiensk	italienisch	ADJ;INDF;SG	ADJ
græsk	griechisch	græsk	griechisch	ADJ;INDF;SG	ADJ
enheder	einheiten	enhed	einheit	N;INDF;MASC+FEM;PL	N;PL
enheder	einheiten	enhed	einheit	N;INDF;MASC+FEM;PL	N;PL
enheder	geräte	enhed	geräten	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
våben	pistolen	våben	pistol	N;INDF;NEUT;PL	N;NOM;PL
våben	gewehre	våben	gewehr	N;INDF;NEUT;PL	N;NOM;PL
våben	kanonen	våben	kanon	N;INDF;NEUT;PL	N;NOM;FEM;PL
spor	gleise	spor	gleis	N;INDF;NEUT;SG	N
klar	bereit	klar	bereit	ADJ;INDF;MASC+FEM;SG	ADJ
klar	fertig	klar	fertig	ADJ;INDF;MASC+FEM;SG	ADJ
klar	klar	klar	klar	ADJ;INDF;MASC+FEM;SG	ADJ
klar	deutlich	klar	deutlich	ADJ;INDF;MASC+FEM;SG	ADJ
venner	freundinnen	ven	freundinnen	N;INDF;MASC+FEM;PL	N;NOM;PL
venner	freunde	ven	freund	N;INDF;MASC+FEM;PL	N;NOM;PL
størrelse	größe	størrelse	groß	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rejste	gereist	rejse	reisen	V;PL;PST;V.PTCP	V;V.PTCP
rejste	verreist	rejse	verreisen	V;PL;PST;V.PTCP	V;V.PTCP
rejste	gereist	rejse	reisen	V;PL;PST;V.PTCP	V;V.PTCP
rejste	reisten	rejse	reisen	V;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
lys	beleuchtung	lys	beleuchtung	N;INDF;NEUT;SG	N;SG
ekstra	zusätzliches	ekstra	zusätzlich	ADJ	ADJ;NOM;NEUT;SG
ekstra	zusätzlichen	ekstra	zusätzlich	ADJ	ADJ
ekstra	zusätzliche	ekstra	zusätzlich	ADJ	ADJ;NOM;FEM;PL
stift	steif	stiv	steif	ADJ;INDF;NEUT;SG	ADJ
stift	starre	stiv	starr	ADJ;INDF;NEUT;SG	ADJ
stift	steif	stiv	steif	ADJ;INDF;NEUT;SG	ADJ
stift	starr	stiv	starr	ADJ;INDF;NEUT;SG	ADJ
åbnede	eröffnet	åbne	eröffnen	V;IND;PST;FIN;ACT	V;V.PTCP
åbnede	geöffnet	åbne	öffnen	V;IND;PST;FIN;ACT	V;V.PTCP
åbnede	öffnete	åbne	öffnen	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
produktion	ausgabe	produktion	ausgeben	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
