for	pre	for	pre	ADP	ADP;ACC
representerer	reprezentuje	representere	reprezentovať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
fred	pokoj	fred	pokoj	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
fred	mier	fred	mier	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
fred	mieru	fred	mier	N;INDF;MASC;SG	N;ACC;FEM;SG
klassisk	klasický	klassisk	klasický	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
klassisk	klasická	klassisk	klasický	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
klassisk	klasické	klassisk	klasický	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
klassisk	klasická	klassisk	klasický	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
klassisk	klasický	klassisk	klasický	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
klassisk	klasické	klassisk	klasický	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
tilknytning	príslušnosť	tilknytning	príslušnosť	N;INDF;FEM;SG	N;NOM;FEM;SG
nedre	nižšia	nedre	nízky	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
kristiansand	kristiansand	kristiansand	kristiansand	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
omtale	revízia	omtale	revízia	N;INDF;FEM;SG	N;NOM;FEM;SG
omtale	preskúmanie	omtale	preskúmanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
omtale	zmienka	omtale	zmienka	N;INDF;FEM;SG	N;NOM;FEM;SG
møter	stretáva	møte	stretávať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
møter	splní	møte	splniť	V;IND;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
møter	stretne	møte	stretnúť	V;IND;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
møter	spĺňa	møte	spĺňať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
selskap	firma	selskap	firm	N;INDF;NEUT;SG	N;NOM;FEM;SG
selskap	spoločnosť	selskap	spoločnosť	N;INDF;NEUT;SG	N;NOM;FEM;SG
finnmark	finnmark	finnmark	finnmark	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
ungdom	mládež	ungdom	mládež	N;INDF;MASC;SG	N;NOM;FEM;SG
ungdom	mladosť	ungdom	mladosť	N;INDF;MASC;SG	N;NOM;FEM;SG
ungdom	mládeže	ungdom	mládež	N;INDF;MASC;SG	N;NOM;FEM;SG
innflytelse	ovplyvnenie	innflytels	ovplyvnenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
innflytelse	ovplyvňovanie	innflytels	ovplyvňovanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
innflytelse	vplyv	innflytels	vplyv	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
innhold	obsahu	innhold	obsah	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
innhold	obsah	innhold	obsah	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
innhold	obsahu	innhold	obsah	N;INDF;NEUT;SG	N;INAN;GEN;MASC;SG
innhold	obsah	innhold	obsah	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
innhold	obsahom	innhold	obsah	N;INDF;NEUT;SG	N;INAN;INS;MASC;SG
innsats	úsilie	innsats	úsilie	N;INDF;MASC;SG	N;NOM;NEUT;SG
innsats	snaha	innsats	snaha	N;INDF;MASC;SG	N;NOM;FEM;SG
innsats	úsilie	innsats	úsilie	N;INDF;MASC;SG	N;NOM;NEUT;SG
innsats	snahu	innsats	snaha	N;INDF;MASC;SG	N;ACC;FEM;SG
sammenheng	kontextu	sammenheng	kontext	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
sammenheng	kontext	sammenheng	kontext	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
sammenheng	kontexte	sammenheng	kontext	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
former	formuláre	form	formulár	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
former	formy	form	forma	N;INDF;FEM;PL	N;NOM;FEM;PL
former	tvary	form	tvar	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
former	tvarov	form	tvar	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
kone	manželku	kone	manželka	N;INDF;FEM;SG	N;ACC;FEM;SG
kone	žena	kone	žena	N;INDF;FEM;SG	N;NOM;FEM;SG
kone	manželka	kone	manželka	N;INDF;FEM;SG	N;NOM;FEM;SG
drift	posun	drift	posun	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
regissert	cielený	regissere	cielený	ADJ;INDF;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
regissert	namierené	regissere	namierený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
episode	epizóda	episode	epizóda	N;INDF;MASC;SG	N;NOM;FEM;SG
kjøpte	kúpila	kjøpe	kúpiť	V;IND;PST;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
kjøpte	kúpil	kjøpe	kúpiť	V;IND;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
svg	svg	svg	svg	N	N;NOM;FEM;SG
studenter	študenti	studenter	študent	N;INDF;FEM;PL	N;ANIM;NOM;MASC;PL
studenter	žiaci	studenter	žiak	N;INDF;FEM;PL	N;ANIM;NOM;MASC;PL
studenter	študentky	studenter	študentka	N;INDF;FEM;PL	N;NOM;FEM;PL
studenter	študentov	studenter	študent	N;INDF;FEM;PL	N;ANIM;ACC;MASC;PL
uttrykk	výraz	uttrykk	výraz	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
uttrykk	vyjadrenie	uttrykk	vyjadrenie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
formen	tvar	form	tvar	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
formen	tvare	form	tvar	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
riket	ríša	rike	ríša	N;DEF;NEUT;SG	N;NOM;FEM;SG
innført	zavedená	innføre	zavedený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
innført	zavedené	innføre	zavedený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
innført	zavedený	innføre	zavedený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
tekster	textov	tekst	text	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
tekster	znenia	tekst	znenie	N;INDF;FEM;PL	N;NOM;NEUT;PL
tekster	texty	tekst	text	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
tekster	textov	tekst	text	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
tekster	texty	tekst	text	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
endring	zmena	endring	zmena	N;INDF;FEM;SG	N;NOM;FEM;SG
økt	relácia	økt	relácia	N;INDF;FEM;SG	N;NOM;FEM;SG
økt	sedenie	økt	sedenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
økt	zasadnutie	økt	zasadnutie	N;INDF;FEM;SG	N;NOM;NEUT;SG
økt	zvýšenie	økt	zvýšenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
timer	hodín	time	hodiny	N;INDF;FEM;PL	N;GEN;FEM;PL
timer	hodiny	time	hodina	N;INDF;FEM;PL	N;NOM;FEM;PL
telemark	telemark	telemark	telemark	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
viss	určité	viss	určitý	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
piano	piano	piano	piano	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
piano	klavír	piano	klavír	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
effekt	efekt	effekt	efekt	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
effekt	účinok	effekt	účinok	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
effekt	vplyv	effekt	vplyv	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
song	pesnička	song	pesnička	N;INDF;MASC;SG	N;NOM;FEM;SG
song	pieseň	song	pieseň	N;INDF;MASC;SG	N;NOM;FEM;SG
song	skladba	song	skladba	N;INDF;MASC;SG	N;NOM;FEM;SG
sitter	posedenie	sitter	posedenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
sitter	sedenie	sitter	sedenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
sitter	rokovanie	sitter	rokovanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
skøyter	korčule	skøyte	korčula	N;INDF;NEUT;PL	N;NOM;FEM;PL
bakken	zemi	bakke	zem	N;DEF;MASC;SG	N;DAT;FEM;SG
bakken	zem	bakke	zem	N;DEF;MASC;SG	N;NOM;FEM;SG
militær	vojenský	militær	vojenský	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
militær	vojenské	militær	vojenský	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
sterke	silní	sterk	silný	ADJ;PL	ADJ;ANIM;NOM;MASC;PL
rød	červenú	rød	červený	N;INDF;NEUT;SG	N;ACC;FEM;SG
sjanger	žáner	sjanger	žáner	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
energi	energia	energi	energia	N;INDF;MASC;SG	N;NOM;FEM;SG
energi	energy	energi	energ	N;INDF;MASC;SG	N;NOM;FEM;SG
energi	energiu	energi	energia	N;INDF;MASC;SG	N;ACC;FEM;SG
energi	energetika	energi	energetika	N;INDF;MASC;SG	N;NOM;FEM;SG
hær	armáda	hær	armáda	N;INDF;MASC;SG	N;NOM;FEM;SG
hær	vojsko	hær	vojsko	N;INDF;MASC;SG	N;NOM;NEUT;SG
solgte	predal	solgje	predať	V;IND;PST;FIN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
internasjonalt	medzinárodný	internasjonal	medzinárodný	ADJ;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
internasjonalt	medzinárodná	internasjonal	medzinárodný	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
internasjonalt	medzinárodné	internasjonal	medzinárodný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
pinyin	pinyin	pinyin	pinyin	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
union	únia	union	únia	N;INDF;MASC;SG	N;NOM;FEM;SG
wales	walesu	wales	wales	N;INDF;SG	N;INAN;GEN;MASC;SG
perioder	doby	periode	doby	N;INDF;MASC;SG	N;GEN;FEM;SG
grunnlag	základ	grunnlag	základ	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
spill	zápas	spill	zápas	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
spill	hra	spill	hra	N;INDF;NEUT;SG	N;NOM;FEM;SG
ledende	vedúca	ledende	vedúci	N;INDF;MASC;SG	N;NOM;FEM;SG
ledende	vedúcu	ledende	vedúca	N;INDF;MASC;SG	N;ACC;FEM;SG
fungerer	funguje	fungere	fungovať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
fungerer	pracuje	fungere	pracovať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
start	začiatok	start	začiatok	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
start	zaciatok	start	zaciatok	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
start	štart	start	štart	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
materiale	materiál	materiale	materiál	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
starter	štartuje	starte	štartovať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
starter	začne	starte	začať	V;IND;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
starter	začína	starte	začínať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
starter	začína	starte	začínať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
starter	začíname	starte	začínať	V;IND;PRS;FIN	V;IPFV;IND;PL;1;POS;PRS;FIN
begrenset	limited	begrens	limited	N;DEF;NEUT;SG	N;NOM;FEM;SG
wien	viedeň	wien	viedeň	N	N;INAN;NOM;MASC;SG
wien	vienna	wien	vienny	N	N;NOM;FEM;SG
inkluderer	zahrnúť	inkludere	zahrnúť	V;IND;PRS;FIN	V;PFV;POS;NFIN
inkluderer	zahrňuje	inkludere	zahrňovať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
inkluderer	zahŕňa	inkludere	zahŕňať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
inkluderer	zahrnuje	inkludere	zahrnúť	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
brann	oheň	brann	oheň	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
brann	požiar	brann	požiar	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
dekket	kryté	dekk	krytý	N;DEF;NEUT;SG	N;NOM;NEUT;SG
hertug	vojvoda	hertug	vojvoda	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
ludvig	ludvig	ludvig	ludvig	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
lansert	spustený	lansere	spustený	ADJ;INDF;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
lansert	spustené	lansere	spustený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lansert	spustená	lansere	spustený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
jack	jacka	jack	jack	N;INDF;MASC;SG	N;ANIM;ACC;FEM;SG
ødelagt	zničený	ødeleggje	zničený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
ødelagt	zničené	ødeleggje	zničený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ødelagt	zničená	ødeleggje	zničený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ødelagt	zničená	ødeleggje	zničený	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
regissør	riaditeľka	regissør	riaditeľka	N;INDF;MASC;SG	N;NOM;FEM;SG
regissør	réžia	regissør	réžia	N;INDF;MASC;SG	N;NOM;FEM;SG
regissør	riaditeľ	regissør	riaditeľ	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
oxford	oxforde	oxford	oxford	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
religiøse	náboženských	religiøs	náboženský	ADJ;PL	ADJ;GEN;MASC;PL
verker	bolí	verke	byť	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
mat	jedlo	mat	jedlo	N;INDF;MASC;SG	N;NOM;NEUT;SG
tett	hustý	tett	hustý	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
tett	husté	tett	hustý	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
tett	hustá	tett	hustý	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
dømt	odsúdený	dømme	odsúdený	ADJ;INDF;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
dømt	odsúdená	dømme	odsúdený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dømt	odsúdený	dømme	odsúdený	ADJ;INDF;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
dømt	odsúdená	dømme	odsúdený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dømt	odsúdené	dømme	odsúdený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dømt	odsúdený	dømme	odsúdený	ADJ;INDF;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
dømt	odsúdená	dømme	odsúdený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dømt	odsúdené	dømme	odsúdený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dømt	posudzované	dømme	posudzovaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dømt	súdený	dømme	súdený	ADJ;INDF;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
media	médií	medium	médieť	N;DEF;NEUT;PL	N;GEN;FEM;PL
media	médiá	medium	médiať	N;DEF;NEUT;PL	N;NOM;NEUT;PL
media	média	medium	média	N;DEF;NEUT;PL	N;NOM;NEUT;PL
hall	hala	hall	hať	N;INDF;MASC;SG	N;NOM;FEM;SG
hall	sála	hall	sála	N;INDF;MASC;SG	N;NOM;FEM;SG
hall	sieň	hall	sieň	N;INDF;MASC;SG	N;NOM;FEM;SG
bevart	zachované	bevare	zachovaný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bevart	konzervované	bevare	konzervovaný	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
behov	potreba	behov	potreba	N;INDF;NEUT;SG	N;NOM;FEM;SG
skiller	oddeľuje	skille	oddeľovať	V;IND;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
lista	lista	liste	list	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
distrikt	obvod	distrikt	obvod	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
distrikt	okrsok	distrikt	okrsok	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
mary	mária	mary	máriť	N;INDF;FEM;SG	N;NOM;FEM;SG
femte	piaty	femte	piaty	ADJ;DEF;SG	ADJ;INAN;NOM;MASC;SG
femte	piata	femte	piata	ADJ;DEF;SG	ADJ;NOM;FEM;SG
femte	piate	femte	piaty	ADJ;DEF;SG	ADJ;NOM;NEUT;SG
argentina	argentíne	argentin	argentína	N;INDF;MASC;SG	N;NOM;FEM;SG
argentina	argentína	argentin	argentína	N;INDF;MASC;SG	N;NOM;FEM;SG
skape	vytvárať	skape	vytvárať	V;IMP;NFIN	V;IPFV;POS;NFIN
skape	vytvorte	skape	vytvoriť	V;IMP;NFIN	V;PFV;IMP;PL;2;POS;FIN
skape	vytvoriť	skape	vytvoriť	V;IMP;NFIN	V;PFV;POS;NFIN
lagene	vrstiev	lage	vrstva	N;DEF;FEM;PL	N;GEN;FEM;PL
lagene	vrstvy	lage	vrstva	N;DEF;FEM;PL	N;NOM;FEM;PL
lagene	tímov	lage	tím	N;DEF;FEM;PL	N;INAN;GEN;MASC;PL
lagene	tímy	lage	tím	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
zealand	zéland	zealand	zéland	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
program	programe	program	program	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
program	program	program	program	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
oppdrag	poslanie	oppdrag	poslanie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
oppdrag	misia	oppdrag	misia	N;INDF;NEUT;SG	N;NOM;FEM;SG
oppdrag	poslaním	oppdrag	poslanie	N;INDF;NEUT;SG	N;INS;NEUT;SG
oppdrag	poslanie	oppdrag	poslanie	N;INDF;NEUT;SG	N;NOM;NEUT;SG
avhengig	závislý	avhengig	závislý	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
avhengig	závislé	avhengig	závislý	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
kardinal	kardinál	kardinal	kardinál	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
versjonen	verzia	versjon	verzia	N;DEF;MASC;SG	N;NOM;FEM;SG
versjonen	verziu	versjon	verzia	N;DEF;MASC;SG	N;ACC;FEM;SG
senter	centrum	senter	centrum	N;INDF;NEUT;SG	N;NOM;NEUT;SG
senter	centre	senter	centrum	N;INDF;NEUT;SG	N;NOM;NEUT;SG
senter	center	senter	center	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
senter	stred	senter	stred	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
senter	huba	senter	huba	N;INDF;NEUT;SG	N;NOM;FEM;SG
senter	náboj	senter	náboj	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
senter	centrum	senter	centrum	N;INDF;NEUT;SG	N;NOM;NEUT;SG
senter	centre	senter	centrum	N;INDF;NEUT;SG	N;NOM;NEUT;SG
senter	stredisko	senter	stredisko	N;INDF;NEUT;SG	N;NOM;NEUT;SG
senter	stred	senter	stred	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
ansvar	zodpovednosť	ansvar	zodpovednosť	N;INDF;NEUT;SG	N;NOM;FEM;SG
ansvar	zodpovednosť	ansvar	zodpovednosť	N;INDF;NEUT;SG	N;NOM;FEM;SG
lot	predstieral	la	predstierať	V;IMP;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
medlemmene	poslanci	medlem	poslanec	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
medlemmene	členovia	medlem	člen	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
medlemmene	členov	medlem	člen	N;DEF;MASC;PL	N;ANIM;ACC;MASC;PL
økonomi	ekonomika	økonomi	ekonomika	N;INDF;MASC;SG	N;NOM;FEM;SG
økonomi	hospodárstvo	økonomi	hospodárstvo	N;INDF;MASC;SG	N;NOM;NEUT;SG
økonomi	ekonomika	økonomi	ekonomika	N;INDF;MASC;SG	N;NOM;FEM;SG
økonomi	hospodárstvo	økonomi	hospodárstvo	N;INDF;MASC;SG	N;NOM;NEUT;SG
økonomi	hospodárnosť	økonomi	hospodárnosť	N;INDF;MASC;SG	N;NOM;FEM;SG
elv	rieke	elv	rieka	N;INDF;FEM;SG	N;DAT;FEM;SG
elv	rieka	elv	rieka	N;INDF;FEM;SG	N;NOM;FEM;SG
arthur	artuša	arthur	artuša	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
arthur	arthur	arthur	arthur	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
arthur	artuš	arthur	artuš	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
samfunnet	spolok	samfunn	spolok	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
samfunnet	spoločnosť	samfunn	spoločnosť	N;DEF;NEUT;SG	N;NOM;FEM;SG
samfunnet	spoločenstvo	samfunn	spoločenstvo	N;DEF;NEUT;SG	N;NOM;NEUT;SG
samfunnet	komunita	samfunn	komunita	N;DEF;NEUT;SG	N;NOM;FEM;SG
award	ocenenie	award	ocenenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
award	zadanie	award	zadanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
tyrkia	moriak	tyrki	moriak	N;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
tyrkia	turecku	tyrki	turecko	N;INDF;NEUT;SG	N;DAT;MASC;SG
tyrkia	turecka	tyrki	turecko	N;INDF;NEUT;SG	N;NOM;FEM;SG
brev	dopis	brev	dopis	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
brev	písmeno	brev	písmeno	N;INDF;NEUT;SG	N;NOM;NEUT;SG
brev	list	brev	list	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
gård	farma	gård	farma	N;INDF;MASC;SG	N;NOM;FEM;SG
gård	farme	gård	farm	N;INDF;MASC;SG	N;DAT;FEM;SG
gård	farmu	gård	farm	N;INDF;MASC;SG	N;ACC;FEM;SG
profesjonell	odborná	profesjonell	odborný	ADJ;INDF;SG	ADJ;NOM;FEM;SG
profesjonell	profesionálny	profesjonell	profesionálny	ADJ;INDF;SG	ADJ;ANIM;NOM;MASC;SG
profesjonell	profesionálna	profesjonell	profesionálny	ADJ;INDF;SG	ADJ;NOM;FEM;SG
behandling	liečenie	behandling	liečenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
behandling	zaobchádzanie	behandling	zaobchádzanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
behandling	spracovanie	behandling	spracovanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
behandling	ošetrenie	behandling	ošetrenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
behandling	liečba	behandling	liečba	N;INDF;FEM;SG	N;NOM;FEM;SG
råd	poradenstvo	råd	poradenstvo	N;INDF;FEM;SG	N;NOM;NEUT;SG
råd	rada	råd	rád	N;INDF;FEM;SG	N;NOM;FEM;SG
råd	radu	råd	rada	N;INDF;FEM;SG	N;ACC;FEM;SG
vedtatt	prijatý	vedta	prijatý	ADJ;INDF;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
vedtatt	prijaté	vedta	prijatý	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
vedtatt	prijatá	vedta	prijatý	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
overført	prenesené	overføre	prenesený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
overført	prenášané	overføre	prenášaný	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
overført	prevedená	overføre	prevedený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
overført	prevedený	overføre	prevedený	ADJ;INDF;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
overført	presunuté	overføre	presunutý	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
overført	prenesené	overføre	prenesený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
overført	prevedené	overføre	prevedený	ADJ;INDF;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fritt	voľné	fri	voľný	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
fritt	slobodný	fri	slobodný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
fritt	voľný	fri	voľný	ADJ;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
samfunn	spolok	samfunn	spolok	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
samfunn	spoločnosť	samfunn	spoločnosť	N;INDF;NEUT;SG	N;NOM;FEM;SG
samfunn	spoločenstvo	samfunn	spoločenstvo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
samfunn	komunita	samfunn	komunita	N;INDF;NEUT;SG	N;NOM;FEM;SG
texas	texasu	texas	texasa	N;INDF;SG	N;INAN;GEN;MASC;SG
texas	texase	texas	texasa	N;INDF;SG	N;INAN;NOM;MASC;SG
rang	hodnosť	rang	hodnosť	N;INDF;MASC;SG	N;NOM;FEM;SG
sjef	šéf	sjef	šéf	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
sjef	šéfka	sjef	šéfky	N;INDF;MASC;SG	N;NOM;FEM;SG
virksomhet	podnikanie	virksomhet	podnikanie	N;INDF;MASC;SG	N;NOM;NEUT;SG
