この	cette	この	ce	DET	DET;FEM;SG
再	cv	再	cv	N	N;MASC;SG
ミニ	mini	ミニ	mini	N	N;MASC;SG
機器	appareil	機器	appareil	N	N;MASC;SG
機器	dispositif	機器	dispositif	N	N;MASC;SG
機器	périphérique	機器	périphérique	N	N;MASC;SG
機器	équipements	機器	équipement	N	N;MASC;PL
機器	équipement	機器	équipement	N	N;MASC;SG
機器	equipements	機器	equipement	N	N;MASC;PL
機器	matériel	機器	matériel	N	N;MASC;SG
機器	equipement	機器	equipement	N	N;MASC;SG
機器	dispositifs	機器	dispositif	N	N;MASC;PL
機器	appareils	機器	appareil	N	N;MASC;PL
プロダクション	production	プロダクション	production	N	N;FEM;SG
スタッフ	personnel	スタッフ	personnel	N	N;MASC;SG
プログラム	programme	プログラム	programme	N	N;MASC;SG
プログラム	programme	プログラム	programme	N	N;MASC;SG
プログラム	programmes	プログラム	programme	N	N;MASC;PL
アカデミー	académie	アカデミー	académie	N	N;FEM;SG
アカデミー	academy	アカデミー	academy	N	N;SG
アカデミー	académies	アカデミー	académie	N	N;FEM;PL
司会	modérateur	司会	modérateur	N	N;MASC;SG
司会	animateur	司会	animateur	N	N;MASC;SG
司会	animatrice	司会	animateur	N	N;FEM;SG
司会	présentateur	司会	présentateur	N	N;MASC;SG
合意	accepté	合意	accepter	V	V;MASC;SG;PST;V.PTCP
合意	convenu	合意	convenu	V	V;MASC;SG;PST;V.PTCP
二	deux	二	deux	NUM	NUM
改善	améliorer	改善	améliorer	V	V;NFIN
改善	améliorez	改善	améliorer	V	V;IMP;PL;2;PRS;FIN
改善	améliore	改善	améliorer	V	V;IND;SG;3;PRS;FIN
改善	améliorer	改善	améliorer	V	V;NFIN
文書	document	文書	document	N	N;MASC;SG
文書	documents	文書	document	N	N;MASC;PL
世代	génération	世代	génération	N	N;FEM;SG
世代	générations	世代	génération	N	N;FEM;PL
世代	générations	世代	génération	N	N;FEM;PL
ネットワーク	reseau	ネットワーク	reseau	N	N;MASC;SG
ネットワーク	réseaux	ネットワーク	réseau	N	N;MASC;PL
ネットワーク	réseau	ネットワーク	réseau	N	N;MASC;SG
ネットワーク	réseaux	ネットワーク	réseau	N	N;MASC;PL
審査	revue	審査	revue	N	N;FEM;SG
審査	examen	審査	examen	N	N;MASC;SG
審査	révision	審査	révision	N	N;FEM;SG
審査	examen	審査	examen	N	N;MASC;SG
重量	poids	重量	poids	N	N;MASC;SG
観測	observés	観測	observer	V	V;MASC;PL;PST;V.PTCP
観測	observée	観測	observer	V	V;FEM;SG;PST;V.PTCP
観測	observées	観測	observer	V	V;FEM;PL;PST;V.PTCP
観測	observé	観測	observer	V	V;MASC;SG;PST;V.PTCP
観測	observer	観測	observer	V	V;NFIN
観測	observant	観測	observer	V	V;PRS;V.PTCP
会場	lieu	会場	lieu	N	N;MASC;SG
会場	lieux	会場	lieu	N	N;MASC;PL
プレイヤー	joueurs	プレイヤー	joueur	N	N;MASC;PL
プレイヤー	joueur	プレイヤー	joueur	N	N;MASC;SG
プレイヤー	lecteur	プレイヤー	lecteur	N	N;MASC;SG
プレイヤー	joueurs	プレイヤー	joueur	N	N;MASC;PL
河川	fleuve	河川	fleuve	N	N;MASC;SG
河川	rivière	河川	rivière	N	N;FEM;SG
河川	fleuves	河川	fleuve	N	N;MASC;PL
河川	rivières	河川	rivière	N	N;FEM;PL
クイズ	questionnaire	クイズ	questionnaire	N	N;MASC;SG
クイズ	quiz	クイズ	quiz	N	N;MASC;SG
巨大	énormes	巨大	énorme	ADJ	ADJ;MASC;PL
巨大	immense	巨大	immense	ADJ	ADJ;MASC;SG
巨大	énorme	巨大	énorme	ADJ	ADJ;MASC;SG
巨大	enorme	巨大	enorme	ADJ	ADJ;MASC;SG
巨大	géante	巨大	géant	ADJ	ADJ;FEM;SG
伝統	tradition	伝統	tradition	N	N;FEM;SG
伝統	traditions	伝統	tradition	N	N;FEM;PL
伝統	traditions	伝統	tradition	N	N;FEM;PL
ナイト	chevalier	ナイト	chevalier	N	N;MASC;SG
ナイト	chevaliers	ナイト	chevalier	N	N;MASC;PL
ナイト	soirée	ナイト	soirée	N	N;FEM;SG
ナイト	nuit	ナイト	nuit	N	N;FEM;SG
ナイト	soir	ナイト	soir	N	N;MASC;SG
区分	catégorie	区分	catégorie	N	N;FEM;SG
区分	catégories	区分	catégorie	N	N;FEM;PL
旅行	voyager	旅行	voyager	V	V;NFIN
旅行	voyageant	旅行	voyager	V	V;PRS;V.PTCP
旅行	voyager	旅行	voyager	V	V;NFIN
後継	successeurs	後継	successeur	N	N;MASC;PL
月曜	lundi	月曜	lundi	N	N;MASC;SG
月曜	lundis	月曜	lundis	N	N;MASC;PL
比較	comparez	比較	comparer	V	V;IMP;PL;2;PRS;FIN
比較	compare	比較	comparer	V	V;IND;SG;3;PRS;FIN
比較	comparons	比較	comparon	V	V;IMP;PL;1;PRS;FIN
比較	comparer	比較	comparer	V	V;NFIN
貴族	noblesse	貴族	noblesse	N	N;FEM;SG
向上	améliorez	向上	améliorer	V	V;IMP;PL;2;PRS;FIN
向上	améliore	向上	améliorer	V	V;IND;SG;3;PRS;FIN
向上	améliorer	向上	améliorer	V	V;NFIN
バトル	bataille	バトル	bataille	N	N;FEM;SG
バトル	combat	バトル	combat	N	N;MASC;SG
日曜	dimanches	日曜	dimanche	N	N;MASC;PL
日曜	dimanche	日曜	dimanche	N	N;MASC;SG
ダンス	danse	ダンス	danse	N	N;FEM;SG
ダンス	danse	ダンス	danse	N	N;FEM;SG
ダンス	danses	ダンス	danse	N	N;FEM;PL
資格	qualifications	資格	qualification	N	N;FEM;PL
資格	qualifications	資格	qualification	N	N;FEM;PL
資格	qualification	資格	qualification	N	N;FEM;SG
実現	réalisé	実現	réaliser	V	V;MASC;SG;PST;V.PTCP
ミサイル	missiles	ミサイル	missile	N	N;MASC;PL
ミサイル	missiles	ミサイル	missile	N	N;MASC;PL
ミサイル	missile	ミサイル	missile	N	N;MASC;SG
文章	phrase	文章	phrase	N	N;FEM;SG
文章	sentence	文章	sentence	N	N;FEM;SG
文章	peine	文章	peine	N	N;FEM;SG
到着	arrivée	到着	arriver	V	V;FEM;SG;PST;V.PTCP
到着	arriver	到着	arriver	V	V;NFIN
到着	arrivées	到着	arriver	V	V;FEM;PL;PST;V.PTCP
到着	arriver	到着	arriver	V	V;NFIN
到着	arrivant	到着	arriver	V	V;PRS;V.PTCP
到着	arrivées	到着	arriver	V	V;FEM;PL;PST;V.PTCP
平和	pacifique	平和	pacifique	ADJ	ADJ;MASC;SG
平和	paisible	平和	paisible	ADJ	ADJ;MASC;SG
平和	pacifiques	平和	pacifique	ADJ	ADJ;MASC;PL
平和	paisibles	平和	paisible	ADJ	ADJ;MASC;PL
一度	jadis	一度	jadis	ADV	ADV
集合	ensembles	集合	ensemble	N	N;MASC;PL
コンサート	concert	コンサート	concert	N	N;MASC;SG
コンサート	concerts	コンサート	concert	N	N;MASC;PL
回転	tournant	回転	tourner	V	V;PRS;V.PTCP
回転	tourner	回転	tourner	V	V;NFIN
回転	pivoter	回転	pivoter	V	V;NFIN
ロボット	robots	ロボット	robot	N	N;MASC;PL
ロボット	robot	ロボット	robot	N	N;MASC;SG
ロボット	robots	ロボット	robot	N	N;MASC;PL
歩兵	infanterie	歩兵	infanterie	N	N;FEM;SG
青年	jeunesse	青年	jeunesse	N	N;FEM;SG
小惑星	astéroïdes	小惑星	astéroïde	N	N;MASC;PL
小惑星	astéroïde	小惑星	astéroïde	N	N;MASC;SG
小惑星	astéroïdes	小惑星	astéroïde	N	N;MASC;PL
小惑星	astéroïde	小惑星	astéroïde	N	N;MASC;SG
用語	terme	用語	terme	N	N;MASC;SG
用語	termes	用語	terme	N	N;MASC;PL
用語	terminologie	用語	terminologie	N	N;FEM;SG
前身	prédécesseur	前身	prédécesseur	N	N;MASC;SG
前身	précurseur	前身	précurseur	N	N;MASC;SG
前身	prédécesseurs	前身	prédécesseur	N	N;MASC;PL
姉妹	soeurs	姉妹	soeur	N	N;FEM;PL
姉妹	sœurs	姉妹	sœur	N	N;FEM;PL
姉妹	soeur	姉妹	soeur	N	N;FEM;SG
姉妹	sœur	姉妹	sœur	N	N;FEM;SG
小さな	petit	小さな	petit	ADJ	ADJ;MASC;SG
小さな	petits	小さな	petit	ADJ	ADJ;MASC;PL
小さな	petites	小さな	petit	ADJ	ADJ;FEM;PL
小さな	petite	小さな	petit	ADJ	ADJ;FEM;SG
テン	rte	テン	rte	N	N;MASC;SG
適用	postuler	適用	postuler	V	V;NFIN
適用	appliquer	適用	appliquer	V	V;NFIN
適用	appliquez	適用	appliquer	V	V;IMP;PL;2;PRS;FIN
イオン	ions	イオン	ion	N	N;MASC;PL
イオン	ions	イオン	ion	N	N;MASC;PL
仲間	camarade	仲間	camarade	N	N;MASC;SG
ジャック	valet	ジャック	valet	N	N;MASC;SG
ジャック	vérin	ジャック	vérin	N	N;MASC;SG
ソロ	soliste	ソロ	soliste	N	N;MASC;SG
フィールド	champ	フィールド	champ	N	N;MASC;SG
フィールド	domaine	フィールド	domaine	N	N;MASC;SG
フィールド	domaines	フィールド	domaine	N	N;MASC;PL
フィールド	champs	フィールド	champ	N	N;MASC;PL
キロ	kilomètres	キロ	kilomètre	N	N;MASC;PL
キロ	kilomètre	キロ	kilomètre	N	N;MASC;SG
キロ	kilométrage	キロ	kilométrage	N	N;MASC;SG
キロ	kilo	キロ	kilo	N	N;MASC;SG
論文	thèses	論文	thèse	N	N;FEM;PL
論文	thèse	論文	thèse	N	N;FEM;SG
休止	sursis	休止	sursis	V	V;MASC;SG;PST;V.PTCP
休止	suspendre	休止	suspendre	V	V;NFIN
休止	suspendu	休止	suspendre	V	V;MASC;SG;PST;V.PTCP
休止	interrompre	休止	interrompre	V	V;NFIN
休止	suspendre	休止	suspendre	V	V;NFIN
属する	appartiennent	属する	appartenir	V	V;IND;PL;3;PRS;FIN
属する	appartenir	属する	appartenir	V	V;NFIN
レポート	reportage	レポート	reportage	N	N;MASC;SG
レポート	rapport	レポート	rapport	N	N;MASC;SG
レポート	rapports	レポート	rapport	N	N;MASC;PL
レポート	reportages	レポート	reportage	N	N;MASC;PL
レポート	reportage	レポート	reportage	N	N;MASC;SG
レポート	signalement	レポート	signalement	N	N;MASC;SG
レポート	rapports	レポート	rapport	N	N;MASC;PL
レポート	reportages	レポート	reportage	N	N;MASC;PL
要素	éléments	要素	élément	N	N;MASC;PL
要素	eléments	要素	elément	N	N;MASC;PL
要素	element	要素	element	N	N;MASC;SG
要素	élément	要素	élément	N	N;MASC;SG
市町村	communes	市町村	commune	N	N;FEM;PL
市町村	municipalités	市町村	municipalité	N	N;FEM;PL
市町村	municipalité	市町村	municipalité	N	N;FEM;SG
ブリ	bri	ブリ	bri	N	N;MASC;SG
衛星	satellite	衛星	satellite	N	N;MASC;SG
性能	performance	性能	performance	N	N;FEM;SG
性能	performances	性能	performance	N	N;FEM;PL
性能	rendement	性能	rendement	N	N;MASC;SG
カメラ	appareil	カメラ	appareil	N	N;MASC;SG
カメラ	caméra	カメラ	caméra	N	N;FEM;SG
カメラ	appareils	カメラ	appareil	N	N;MASC;PL
カメラ	caméras	カメラ	caméra	N	N;FEM;PL
役割	rôle	役割	rôle	N	N;MASC;SG
役割	rôles	役割	rôle	N	N;MASC;PL
ティー	tee	ティー	tee	N	N;MASC;SG
改良	améliorés	改良	améliorer	V	V;MASC;PL;PST;V.PTCP
改良	améliorées	改良	améliorer	V	V;FEM;PL;PST;V.PTCP
改良	améliorée	改良	améliorer	V	V;FEM;SG;PST;V.PTCP
改良	amélioré	改良	améliorer	V	V;MASC;SG;PST;V.PTCP
講師	conférencier	講師	conférencier	N	N;MASC;SG
講師	formateurs	講師	formateur	N	N;MASC;PL
講師	moniteurs	講師	moniteur	N	N;MASC;PL
講師	instructeurs	講師	instructeur	N	N;MASC;PL
講師	moniteur	講師	moniteur	N	N;MASC;SG
講師	instructeur	講師	instructeur	N	N;MASC;SG
読み	lisez	読む	lire	V	V;IMP;PL;2;PRS;FIN
読み	lire	読む	lire	V	V;NFIN
読み	lis	読む	lire	V	V;IND;SG;1;PRS;FIN
コレクション	collections	コレクション	collection	N	N;FEM;PL
コレクション	ramassage	コレクション	ramassage	N	N;MASC;SG
コレクション	recouvrement	コレクション	recouvrement	N	N;MASC;SG
コレクション	recueil	コレクション	recueil	N	N;MASC;SG
コレクション	collection	コレクション	collection	N	N;FEM;SG
コレクション	collecte	コレクション	collecte	N	N;FEM;SG
犯罪	délit	犯罪	délit	N	N;MASC;SG
犯罪	délinquance	犯罪	délinquance	N	N;FEM;SG
犯罪	criminalité	犯罪	criminalité	N	N;FEM;SG
犯罪	crime	犯罪	crime	N	N;MASC;SG
大陸	continent	大陸	continent	N	N;MASC;SG
大陸	continents	大陸	continent	N	N;MASC;PL
画面	screen	画面	screen	N	N;MASC;SG
画面	ecran	画面	ecran	N	N;MASC;SG
画面	écran	画面	écran	N	N;MASC;SG
医師	médecin	医師	médecin	N	N;MASC;SG
医師	physicien	医師	physicien	N	N;MASC;SG
医師	docteurs	医師	docteur	N	N;MASC;PL
医師	médecins	医師	médecin	N	N;MASC;PL
医師	médecins	医師	médecin	N	N;MASC;PL
医師	médecin	医師	médecin	N	N;MASC;SG
医師	docteur	医師	docteur	N	N;MASC;SG
国会	parlement	国会	parlement	N	N;MASC;SG
国会	diète	国会	diète	N	N;FEM;SG
国会	régime	国会	régime	N	N;MASC;SG
インタビュー	entrevue	インタビュー	entrevue	N	N;FEM;SG
インタビュー	entretien	インタビュー	entretien	N	N;MASC;SG
インタビュー	interview	インタビュー	interview	N	N;FEM;SG
インタビュー	entretiens	インタビュー	entretien	N	N;MASC;PL
インタビュー	interviews	インタビュー	interview	N	N;FEM;PL
マガジン	revue	マガジン	revue	N	N;FEM;SG
マガジン	magazine	マガジン	magazine	N	N;MASC;SG
マガジン	magasine	マガジン	magasine	N	N;MASC;SG
生命	vie	生命	vie	N	N;FEM;SG
コミュニティ	communautés	コミュニティ	communauté	N	N;FEM;PL
コミュニティ	collectivités	コミュニティ	collectivité	N	N;FEM;PL
コミュニティ	communaute	コミュニティ	communaute	N	N;FEM;SG
コミュニティ	communauté	コミュニティ	communauté	N	N;FEM;SG
コミュニティ	collectivité	コミュニティ	collectivité	N	N;FEM;SG
弁護士	avocats	弁護士	avocat	N	N;MASC;PL
弁護士	avocats	弁護士	avocat	N	N;MASC;PL
弁護士	juristes	弁護士	juriste	N	N;MASC;PL
弁護士	avocat	弁護士	avocat	N	N;MASC;SG
弁護士	juriste	弁護士	juriste	N	N;MASC;SG
弁護士	avocate	弁護士	avocat	N	N;FEM;SG
危険	dangereux	危険	dangereux	ADJ	ADJ;MASC;SG
危険	dangereuse	危険	dangereux	ADJ	ADJ;FEM;SG
危険	dangereuses	危険	dangereux	ADJ	ADJ;FEM;PL
健康	sain	健康	sain	ADJ	ADJ;MASC;SG
健康	saine	健康	sain	ADJ	ADJ;FEM;SG
設備	commodités	設備	commodité	N	N;FEM;PL
設備	équipements	設備	équipement	N	N;MASC;PL
設備	installations	設備	installation	N	N;FEM;PL
価格	tarifs	価格	tarif	N	N;MASC;PL
価格	prix	価格	prix	N	N;MASC;SG
価格	prix	価格	prix	N	N;MASC;SG
価格	tarif	価格	tarif	N	N;MASC;SG
価格	tarification	価格	tarification	N	N;FEM;SG
アニメーション	animation	アニメーション	animation	N	N;FEM;SG
アニメーション	animations	アニメーション	animation	N	N;FEM;PL
アニメーション	animations	アニメーション	animation	N	N;FEM;PL
参考	référence	参考	référence	N	N;FEM;SG
工学	ingénierie	工学	ingénierie	N	N;FEM;SG
工学	génie	工学	génie	N	N;MASC;SG
タン	bronzage	タン	bronzage	N	N;MASC;SG
母親	mères	母親	mère	N	N;FEM;PL
母親	mère	母親	mère	N	N;FEM;SG
母親	mere	母親	merer	N	N;FEM;SG
母親	maman	母親	maman	N	N;FEM;SG
専攻	majors	専攻	major	N	N;MASC;PL
専攻	major	専攻	major	N	N;MASC;SG
専攻	commandant	専攻	commandant	N	N;MASC;SG
ドア	porte	ドア	porte	N	N;FEM;SG
ドア	portes	ドア	porte	N	N;FEM;PL
順位	classements	順位	classement	N	N;MASC;PL
数学	mathématiques	数学	mathématique	N	N;FEM;PL
数学	maths	数学	math	N	N;MASC;PL
数学	mathématiques	数学	mathématique	N	N;FEM;PL
配給	rationnement	配給	rationnement	N	N;MASC;SG
配給	ration	配給	ration	N	N;FEM;SG
配給	rations	配給	ration	N	N;FEM;PL
信号	signaux	信号	signal	N	N;MASC;PL
信号	signaux	信号	signal	N	N;MASC;PL
信号	clignotant	信号	clignoter	N	N;MASC;SG
信号	signal	信号	signal	N	N;MASC;SG
ドン	don	ドン	don	N	N;MASC;SG
あまり	légèrement	あまり	légèrement	ADV	ADV
ゴール	buts	ゴール	but	N	N;MASC;PL
ゴール	objectifs	ゴール	objectif	N	N;MASC;PL
ゴール	objectif	ゴール	objectif	N	N;MASC;SG
ゴール	but	ゴール	but	N	N;MASC;SG
金融	financement	金融	financement	N	N;MASC;SG
金融	finances	金融	finance	N	N;FEM;PL
金融	finance	金融	finance	N	N;FEM;SG
ミス	miss	ミス	miss	N	N;FEM;SG
ミス	melle	ミス	melle	N	N;FEM;SG
ミス	mlle	ミス	mlle	N	N;FEM;SG
周囲	périmètre	周囲	périmètre	N	N;MASC;SG
動画	vidéo	動画	vidéo	N	N;MASC;SG
動画	vidéos	動画	vidéo	N	N;FEM;PL
動画	video	動画	video	N	N;FEM;SG
動画	vidéos	動画	vidéo	N	N;FEM;PL
広告	annonces	広告	annonce	N	N;FEM;PL
広告	publicités	広告	publicité	N	N;FEM;PL
広告	publicité	広告	publicité	N	N;FEM;SG
広告	publicités	広告	publicité	N	N;FEM;PL
広告	publicité	広告	publicité	N	N;FEM;SG
広告	annonce	広告	annonce	N	N;FEM;SG
幕府	bakufu	幕府	bakufu	N	N;MASC;SG
幕府	shogunat	幕府	shogunat	N	N;MASC;SG
実行	exécuter	実行	exécuter	V	V;NFIN
実行	exécute	実行	exécuter	V	V;IND;SG;3;PRS;FIN
始める	démarrer	始める	démarrer	V	V;NFIN
始める	commencer	始める	commencer	V	V;NFIN
始める	commencez	始める	commencer	V	V;IMP;PL;2;PRS;FIN
始める	commencer	始める	commencer	V	V;NFIN
チャンピオン	championne	チャンピオン	champion	N	N;FEM;SG
チャンピオン	champion	チャンピオン	champion	N	N;MASC;SG
チャンピオン	champions	チャンピオン	champion	N	N;MASC;PL
日記	revues	日記	revue	N	N;FEM;PL
日記	revue	日記	revue	N	N;FEM;SG
日記	journal	日記	journal	N	N;MASC;SG
日記	journal	日記	journal	N	N;MASC;SG
日記	agenda	日記	agenda	N	N;MASC;SG
日記	carnets	日記	carnet	N	N;MASC;PL
セル	cellules	セル	cellule	N	N;FEM;PL
セル	cellule	セル	cellule	N	N;FEM;SG
セル	cellules	セル	cellule	N	N;FEM;PL
有効	valables	有効	valable	ADJ	ADJ;MASC;PL
有効	valide	有効	valide	ADJ	ADJ;MASC;SG
有効	valable	有効	valable	ADJ	ADJ;MASC;SG
有効	valides	有効	valide	ADJ	ADJ;MASC;PL
歌詞	paroles	歌詞	parole	N	N;FEM;PL
サイ	rhinocéros	サイ	rhinocéros	N	N;MASC;SG
サイ	rhinocéros	サイ	rhinocéros	N	N;MASC;SG
サイ	rhino	サイ	rhino	N	N;MASC;SG
パワー	puissance	パワー	puissance	N	N;FEM;SG
アーティスト	artistes	アーティスト	artiste	N	N;MASC;PL
アーティスト	artiste	アーティスト	artiste	N	N;MASC;SG
アーティスト	artistes	アーティスト	artiste	N	N;MASC;PL
食品	nourriture	食品	nourriture	N	N;FEM;SG
食品	alimentation	食品	alimentation	N	N;FEM;SG
ステーション	station	ステーション	station	N	N;FEM;SG
ステーション	gare	ステーション	gare	N	N;FEM;SG
戦艦	cuirassé	戦艦	cuirassé	N	N;MASC;SG
騎士	chevalier	騎士	chevalier	N	N;MASC;SG
騎士	chevaliers	騎士	chevalier	N	N;MASC;PL
騎士	knights	騎士	knight	N	N;MASC;PL
騎士	chevaliers	騎士	chevalier	N	N;MASC;PL
音声	voix	音声	voix	N	N;FEM;SG
音声	audio	音声	audio	N	N;MASC;SG
音声	discours	音声	discours	N	N;MASC;SG
音声	allocution	音声	allocution	N	N;FEM;SG
遺産	héritage	遺産	héritage	N	N;MASC;SG
遺産	patrimoine	遺産	patrimoine	N	N;MASC;SG
権利	droits	権利	droit	N	N;MASC;PL
学習	appris	学習	apprendre	V	V;MASC;SG;PST;V.PTCP
学習	apprise	学習	apprise	V	V;FEM;SG;PST;V.PTCP
学習	apprises	学習	apprise	V	V;FEM;PL;PST;V.PTCP
学習	apprendre	学習	apprendre	V	V;NFIN
学習	apprenez	学習	apprendre	V	V;IMP;PL;2;PRS;FIN
学習	apprendre	学習	apprendre	V	V;NFIN
学習	apprends	学習	apprendre	V	V;IND;SG;1;PRS;FIN
バンク	banques	バンク	banque	N	N;FEM;PL
バンク	banque	バンク	banque	N	N;FEM;SG
スコア	score	スコア	score	N	N;MASC;SG
スコア	partition	スコア	partition	N	N;FEM;SG
スコア	partitions	スコア	partition	N	N;FEM;PL
スコア	scores	スコア	score	N	N;MASC;PL
スペース	espaces	スペース	espace	N	N;MASC;PL
スペース	espace	スペース	espace	N	N;MASC;SG
人生	vie	人生	vie	N	N;FEM;SG
証券	titres	証券	titre	N	N;MASC;PL
ウェブ	site	ウェブ	site	N	N;MASC;SG
ウェブ	sites	ウェブ	site	N	N;MASC;PL
コピー	copiez	コピー	copiez	V	V;IMP;PL;2;PRS;FIN
コピー	copier	コピー	copier	V	V;NFIN
コピー	copier	コピー	copier	V	V;NFIN
ステークス	enjeu	ステークス	enjeu	N	N;MASC;SG
ステークス	enjeux	ステークス	enjeu	N	N;MASC;PL
ステークス	piquets	ステークス	piquet	N	N;MASC;PL
エピソード	épisodes	エピソード	épisode	N	N;MASC;PL
エピソード	épisode	エピソード	épisode	N	N;MASC;SG
エピソード	episode	エピソード	episoder	N	N;MASC;SG
イラスト	illustrations	イラスト	illustration	N	N;FEM;PL
イラスト	illustration	イラスト	illustration	N	N;FEM;SG
すでに	déjà	すでに	déjà	ADV	ADV
収容	engagement	収容	engagement	N	N;MASC;SG
収容	détention	収容	détention	N	N;FEM;SG
収容	rétention	収容	rétention	N	N;FEM;SG
希望	espère	希望	espérer	V	V;IND;SG;3;PRS;FIN
希望	espérer	希望	espérer	V	V;NFIN
航空機	aéronefs	航空機	aéronef	N	N;MASC;PL
航空機	avion	航空機	avion	N	N;MASC;SG
航空機	avions	航空機	avion	N	N;MASC;PL
マシン	machine	マシン	machine	N	N;FEM;SG
練習	pratiques	練習	pratique	N	N;FEM;PL
ソフトウェア	logiciel	ソフトウェア	logiciel	N	N;MASC;SG
ソフトウェア	logiciels	ソフトウェア	logiciel	N	N;MASC;PL
燃料	carburant	燃料	carburant	N	N;MASC;SG
燃料	combustibles	燃料	combustible	N	N;MASC;PL
燃料	carburants	燃料	carburant	N	N;MASC;PL
古い	ancienne	古い	ancien	ADJ	ADJ;FEM;SG
古い	anciens	古い	ancien	ADJ	ADJ;MASC;PL
古い	ancien	古い	ancien	ADJ	ADJ;MASC;SG
古い	vieux	古い	vieux	ADJ	ADJ;MASC;SG
古い	vieille	古い	vieux	ADJ	ADJ;FEM;SG
撤退	retraits	撤退	retrait	V	V;MASC;PL;PST;V.PTCP
領域	région	領域	région	N	N;FEM;SG
領域	zone	領域	zone	N	N;FEM;SG
領域	domaine	領域	domaine	N	N;MASC;SG
司令官	commandeur	司令官	commandeur	N	N;MASC;SG
司令官	commandant	司令官	commandant	N	N;MASC;SG
防御	défense	防御	défense	N	N;FEM;SG
防御	défense	防御	défense	N	N;FEM;SG
天使	anges	天使	ange	N	N;MASC;PL
