css	css	css	css	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
frekvens	pogostost	frekve	pogostost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
frekvens	pogostnost	frekve	pogostnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
opad	navzgor	opad	navzgor	ADV	ADV
opad	navzgor	opad	navzgor	ADV	ADV
præsidenter	predsednikov	præsident	predsednik	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
præsidenter	predsedniki	præsident	predsednik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
monumenter	spomenikov	monument	spomenik	N;INDF;NEUT;PL	N;GEN;MASC;PL
patienten	bolnik	patient	bolnik	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
patienten	pacient	patient	pacient	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
hannibal	hannibal	hannibal	hannibal	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
købes	kupi	købe	kupa	V;IND;PRS;NFIN;PASS	V;PFV;IND;SG;3;PRS;FIN
købes	kupiš	købe	kupiti	V;IND;PRS;NFIN;PASS	V;PFV;IND;SG;2;PRS;FIN
købes	kupil	købe	kupiti	V;IND;PRS;NFIN;PASS	V;PFV;MASC;SG;V.PTCP
købes	kupil	købe	kupiti	V;IND;PRS;NFIN;PASS	V;PFV;MASC;SG;V.PTCP
indvandring	priseljevanje	indvandring	priseljevanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
indvandring	priseljevanja	indvandring	priseljevanje	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
indvandring	selitev	indvandring	selitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
indvandring	migracija	indvandring	migracija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
derby	derbi	derby	derbi	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
helte	heroji	helt	hero	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
helte	junaki	helt	junak	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
helte	heroje	helt	heroja	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
helte	junake	helt	junak	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
helte	junakov	helt	junak	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
mønt	kovanec	mønt	kovanec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
myspace	myspace	myspace	myspac	N;INDF;NEUT;SG	N;NOM;MASC;SG
step	korak	step	korak	N;INDF;NEUT;SG	N;NOM;MASC;SG
forhandle	pogajati	forhandle	pogajati	V;NFIN;ACT	V;IPFV;NFIN
seværdigheder	zanimivosti	seværdighed	zanimivost	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
seværdigheder	znamenitosti	seværdighed	znamenitost	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
parterne	pogodbenice	part	pogodbenica	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
parterne	zabave	part	zabava	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
parterne	stranke	part	stranka	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
underkategorier	podkategorije	underkategorium	podkategorija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
indtjening	zaslužek	indtjening	zaslužek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tyk	debel	tyk	debel	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
tyk	debela	tyk	debela	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
bachelor	samec	bachelor	samec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
grafik	umetnina	grafik	umetnina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
forældet	zastarela	forælde	zastareti	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
forældet	zastarela	forælde	zastareti	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
fantasi	domišljija	fantasi	domišljija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fantasi	domišljijo	fantasi	domišljija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
fantasi	domišljija	fantasi	domišljija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fantasi	fantazijo	fantasi	fantazija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
fantasi	fantazija	fantasi	fantazija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rostock	rostock	rostock	rostock	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mos	mos	mos	mos	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mos	moss	mos	moss	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
farvel	nasvidenje	farvel	nasvidenje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
aluminium	aluminijev	aluminium	aluminijev	N;INDF;NEUT;SG	N;NOM;MASC;SG
aluminium	aluminij	aluminium	aluminija	N;INDF;NEUT;SG	N;NOM;MASC;SG
aluminium	aluminija	aluminium	aluminija	N;INDF;NEUT;SG	N;NOM;MASC;SG
aluminium	aluminij	aluminium	aluminija	N;INDF;NEUT;SG	N;NOM;MASC;SG
ukrainsk	ukrajinski	ukrainsk	ukrajinski	ADJ;INDF;SG	ADJ;NOM;MASC;SG
rosen	rosen	rose	rosen	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
kollega	kolegica	kollega	kolegica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kollega	sodelavec	kollega	sodelavec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kollega	sodelavka	kollega	sodelavka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kollega	sodelavec	kollega	sodelavec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
udbygning	razširitev	udbygning	razširitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udbygning	širjenje	udbygning	širjenje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
udbygning	širitev	udbygning	širitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
lokaliteter	lokacij	lokalitet	lokacija	N;INDF;MASC+FEM;PL	N;GEN;FEM;PL
lokaliteter	lokacije	lokalitet	lokacija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
usikker	negotova	usikker	negotov	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
usikker	negotov	usikker	negot	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
usikker	negotovo	usikker	negotov	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
usikker	negotova	usikker	negotov	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
usikker	nezanesljiv	usikker	nezanesljiv	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
usikker	negotovo	usikker	negotov	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
usikker	negotov	usikker	negot	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
usikker	negotova	usikker	negotov	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
usikker	negotov	usikker	negot	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
videoer	videi	video	videi	N;INDF;NEUT;PL	N;NOM;MASC;PL
videoer	videe	video	videe	N;INDF;NEUT;PL	N;ACC;MASC;PL
tungere	težji	tung	težek	ADJ;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
tungere	težja	tung	težek	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
reagerer	reagira	reagere	reagirati	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
reagerer	reagiral	reagere	reagirati	V;IND;PRS;FIN;ACT	V;MASC;SG;V.PTCP
bordet	preglednica	bord	preglednica	N;DEF;NEUT;SG	N;NOM;FEM;SG
bordet	razpredelnica	bord	razpredelnica	N;DEF;NEUT;SG	N;NOM;FEM;SG
bordet	miza	bord	miza	N;DEF;NEUT;SG	N;NOM;FEM;SG
bordet	tabela	bord	tabela	N;DEF;NEUT;SG	N;NOM;FEM;SG
uddrag	odlomek	uddrag	odlomek	N;INDF;NEUT;SG	N;NOM;MASC;SG
uddrag	izvleček	uddrag	izvleček	N;INDF;NEUT;SG	N;NOM;MASC;SG
uddrag	izvleček	uddrag	izvleček	N;INDF;NEUT;SG	N;NOM;MASC;SG
uddrag	ekstrakt	uddrag	ekstrakt	N;INDF;NEUT;SG	N;NOM;MASC;SG
rimelig	pravično	rimelig	pravičen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
rimelig	razumen	rimelig	razumen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
tilstande	načini	tilstand	način	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
ødelæggelse	opustošenje	ødelæggelse	opustošenje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ødelæggelse	razdejanje	ødelæggelse	razdejanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ødelæggelse	uničenje	ødelæggelse	uničenje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ødelæggelse	uničevanje	ødelæggelse	uničevanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sæder	sedeže	sæde	sedež	N;INDF;NEUT;PL	N;ACC;MASC;PL
sæder	sedeži	sæde	sedež	N;INDF;NEUT;PL	N;NOM;MASC;PL
hang	obesili	hænge	obesiti	V;IMP	V;PFV;MASC;PL;V.PTCP
tænkning	razmišljanje	tænkning	razmišljanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tænkning	razmišljanja	tænkning	razmišljanje	N;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
bismarck	bismarck	bismarck	bismarck	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
indretning	dekor	indretning	dekor	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
indretning	postavitev	indretning	postavitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
indretning	razpored	indretning	razpored	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
indretning	razporeditev	indretning	razporeditev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
stabilitet	obstojnost	stabilitet	obstojnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
stabilitet	stabilnost	stabilitet	stabilnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tilhørsforhold	pripadnost	tilhørsforhold	pripadnost	N;INDF;NEUT;SG	N;NOM;FEM;SG
tilhørsforhold	afiniteto	tilhørsforhold	afiniteta	N;INDF;NEUT;SG	N;ACC;FEM;SG
straffe	kazni	straffe	kazen	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
straffe	kazni	straffe	kazen	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
straffe	sankcije	straffe	sankcija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
krigere	vojščaki	krig	vojščak	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
krigere	bojevniki	krig	bojevnik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
krigere	bojevnike	krig	bojevnik	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
krigere	borci	krig	borec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
jefferson	jefferson	jefferson	jefferson	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
aps	aps	aps	aps	N;INDF;NEUT;SG	N;NOM;MASC;SG
francesco	francesco	francesco	francesco	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
kommercielt	komercialno	kommercielt	komercialen	ADV	ADV
kommercielt	komercialno	kommercielt	komercialen	ADV	ADV
ekspeditioner	odprave	ekspedition	odprava	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
menigheden	kongregacija	menighed	kongregacija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
ørkenen	puščava	ørken	puščava	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
ørkenen	puščavi	ørken	puščava	N;DEF;MASC+FEM;SG	N;DAT;FEM;SG
hurtigste	najhitrejša	hurtigst	uter	ADJ;DEF;RL	ADJ;NOM;RL;FEM;SG
hurtigste	najhitrejši	hurtigst	hiter	ADJ;DEF;RL	ADJ;NOM;DEF;RL;MASC;SG
værelse	sobo	værelse	soba	N;INDF;NEUT;SG	N;ACC;FEM;SG
værelse	soba	værelse	soba	N;INDF;NEUT;SG	N;NOM;FEM;SG
gudinde	boginjo	gudinde	boginja	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
gudinde	boginja	gudinde	boginja	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
flok	množica	flok	množica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
flok	čreda	flok	čreda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
flok	krdelo	flok	krdeti	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
flok	jato	flok	jato	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
flok	čreda	flok	čreda	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
flok	jata	flok	jata	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
produktioner	produkcije	produktion	produkcija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
dawn	zoro	dawn	zora	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
dawn	zora	dawn	zora	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
gennemsnitlig	povprečna	gennemsnitlig	povprečen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
gennemsnitlig	povprečno	gennemsnitlig	povprečen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
klostre	samostanov	kloster	samostan	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
katedralen	katedrala	katedral	katedrala	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
katedralen	katedrali	katedral	katedrala	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
katedralen	katedralo	katedral	katedrala	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
grundstof	element	grundstof	element	N;INDF;NEUT;SG	N;NOM;MASC;SG
blokere	blokira	blok	blokirati	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
rimeligt	pravično	rimelig	pravičen	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
rimeligt	razumen	rimelig	razumen	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
distance	oddaljenost	distance	oddaljenost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
distance	razdalja	distance	razdaljati	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
stab	vbod	stab	vbod	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
negativt	negativno	negativt	negativen	ADV	ADV
efterladte	preživele	efterlade	preživeti	V;PL;PST;V.PTCP	V;PFV;FEM;PL;V.PTCP
efterladte	preživeli	efterlade	preživeti	V;PL;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
kompliceret	zapletena	kompliceret	zapleten	ADJ;INDF;SG	ADJ;NOM;FEM;SG
kompliceret	zapleteno	kompliceret	zapleten	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
kompliceret	kompleksna	kompliceret	kompleksen	ADJ;INDF;SG	ADJ;NOM;FEM;SG
kompliceret	zapleten	kompliceret	zapleten	ADJ;INDF;SG	ADJ;NOM;INDF;MASC;SG
kompliceret	zapletena	kompliceret	zapleten	ADJ;INDF;SG	ADJ;NOM;FEM;SG
kompliceret	zapleteno	kompliceret	zapleten	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
bonus	bonus	bonus	bonus	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
giuseppe	jožef	giuseppe	jožef	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
østlig	vzhodna	østlig	vzhoden	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
grupperne	skupine	gruppe	skupina	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
grupperne	skupin	gruppe	skupina	N;DEF;MASC+FEM;PL	N;GEN;FEM;PL
grupperne	skupinami	gruppe	skupina	N;DEF;MASC+FEM;PL	N;DAT;FEM;PL
sejlads	plovba	sejlads	plovba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sejlads	navigacijo	sejlads	navigacija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
sejlads	navigacija	sejlads	navigacija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sejlads	plovba	sejlads	plovba	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sejlads	jadranje	sejlads	jadranje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
oplyst	prižgal	oplyse	prižgati	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
gemme	reši	gemme	reša	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
gemme	shrani	gemme	shraniti	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
eugen	eugen	eugen	eugen	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
serv	servis	serv	servis	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
skovene	gozdov	skov	gozd	N;DEF;MASC+FEM;PL	N;GEN;MASC;PL
skovene	gozdovi	skov	gozd	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
medie	media	medie	media	N;INDF;NEUT;SG	N;NOM;MASC;SG
medie	gojišče	medie	gojišče	N;INDF;NEUT;SG	N;NOM;NEUT;SG
gene	gen	gene	gen	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
violinist	violinist	violinist	violinist	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fisher	fisher	fishe	fisher	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
styr	krmilo	styr	krmilo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
fester	pogodbenice	fest	pogodbenica	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
fester	zabave	fest	zabava	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
fester	stranke	fest	stranka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
boks	box	boks	box	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
boks	zaboj	boks	zaboj	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
boks	škatlica	boks	škatlica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
boks	škatla	boks	škatla	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
boks	škatlo	boks	škatla	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
overlevet	preživela	overleve	preživeti	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
overlevet	preživel	overleve	preživeti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
muhammad	muhammad	muhammad	muhammad	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
muhammad	mohamed	muhammad	mohamed	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
relief	lajšanje	relief	lajšanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
relief	oprostitev	relief	oprostitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
relief	olajšanje	relief	olajšanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
fejre	praznuje	fejre	praznovati	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
fejre	praznujemo	fejre	praznovati	V;NFIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
fejre	praznujemo	fejre	praznovati	V;NFIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
dimensioner	mere	dimension	mera	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
dimensioner	dimenzije	dimension	dimenzija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
severin	severin	severin	severina	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
journalisten	novinarka	journalist	novinarka	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
journalisten	novinarja	journalist	novinar	N;DEF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
journalisten	novinar	journalist	novinar	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
radioen	radia	radio	radio	N;DEF;MASC+FEM;SG	N;GEN;MASC;SG
radioen	radio	radio	radio	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
metallica	metallica	metallica	metallica	N;INDF;NEUT;SG	N;NOM;FEM;SG
organisere	organizirati	organisere	organizirati	V;NFIN;ACT	V;NFIN
organisere	organizira	organisere	organizirati	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
organisere	organizirajo	organisere	organizirati	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
gaderne	ulice	gade	ulica	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
gaderne	ceste	gade	cesta	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
udnyttelse	izkoriščanje	udnyttelse	izkoriščanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
udnyttelse	izkoriščenost	udnyttelse	izkoriščenost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
annie	annie	annie	annie	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
stabile	stabilni	stabil	stabilen	ADJ;PL	ADJ;NOM;MASC;PL
kamera	fotoaparat	kamera	fotoaparat	N;INDF;NEUT;SG	N;NOM;MASC;SG
kamera	kamera	kamera	kamera	N;INDF;NEUT;SG	N;NOM;FEM;SG
kamera	kamero	kamera	kamera	N;INDF;NEUT;SG	N;ACC;FEM;SG
regnede	deževati	regne	deževati	V;IND;PST;FIN;ACT	V;IPFV;NFIN
internt	interno	internt	interno	ADV	ADV
internt	interno	internt	interno	ADV	ADV
flash	flash	flash	flahh	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
flash	blisk	flash	blisk	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
udtrykke	izraziti	udtrykke	izraziti	V;NFIN;ACT	V;PFV;NFIN
challenge	izziv	challenge	izziv	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
metaller	kovine	metal	kovina	N;INDF;NEUT;PL	N;NOM;FEM;PL
metaller	kovin	metal	kovina	N;INDF;NEUT;PL	N;NOM;FEM;PL
metaller	kovine	metal	kovina	N;INDF;NEUT;PL	N;NOM;FEM;PL
metaller	kovin	metal	kovina	N;INDF;NEUT;PL	N;NOM;FEM;PL
søjler	stebri	søjle	steber	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
søjler	stolpci	søjle	stolpec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
søjler	stebri	søjle	steber	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
tilskud	subvencijo	tilskud	subvencija	N;INDF;NEUT;SG	N;ACC;FEM;SG
dreje	obrača	dreje	obračati	V;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
alla	alla	alla	alla	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
gravsten	nagrobnik	gravst	nagrobnik	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
gravsten	nagrobnik	gravst	nagrobnik	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
maskinen	mašina	maskine	mašina	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
maskinen	stroj	maskine	stroj	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
graf	graf	graf	graf	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
graf	graf	graf	graf	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tynd	suha	tynd	suh	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
tynd	suh	tynd	suh	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
tynd	tanka	tynd	tanek	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
tynd	tanek	tynd	tanek	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
kære	draga	kære	drag	ADJ;DEF;SG	ADJ;NOM;FEM;SG
styrmand	krmar	styrmand	krmar	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
styrmand	pilot	styrmand	pilot	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
koncentration	zbranost	koncentration	zbranost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
koncentration	koncentracijo	koncentration	koncentracija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
koncentration	koncentracija	koncentration	koncentracija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
motivet	motiv	motiv	motiv	N;DEF;NEUT;SG	N;NOM;MASC;SG
kunstige	umetne	kunstig	umeten	ADJ;PL	ADJ;NOM;FEM;PL
katolikker	katoliki	katolik	katolika	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
fangerne	zaporniki	fange	zapornik	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
fangerne	ujetniki	fange	ujetnik	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
samarbejdede	sodeloval	samarbejde	sodelovati	V;IND;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
konventionen	konvencija	konvention	konvencija	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
konventionen	konvencijo	konvention	konvencija	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
guddommelige	božanske	guddommelig	božanski	ADJ;PL	ADJ;NOM;FEM;PL
nabo	sosedo	nabo	soseda	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
nabo	sosed	nabo	sosed	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
nabo	sosed	nabo	sosed	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
artister	umetniki	artist	umetnik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
striber	črte	stribe	črta	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
striber	proge	stribe	proga	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
pokémon	pokemon	pokémon	pokemon	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hviler	počiva	hvile	počivati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
hviler	počival	hvile	počivati	V;IND;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
innovation	inovativnost	innovation	inovativnost	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
june	junij	jun	junij	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
june	junija	jun	junij	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
godkendelse	odobritev	godkendelse	odobritev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
godkendelse	dovoljenje	godkendelse	dovoljenje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
godkendelse	pooblastilo	godkendelse	pooblastilo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
godkendelse	odobritev	godkendelse	odobritev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
triumf	zmagoslavje	triumf	zmagoslavje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
vogn	voziček	vogn	voziček	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vogn	vagon	vogn	vagon	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vogn	voz	vogn	voz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vogn	voziček	vogn	voziček	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vogn	prevoz	vogn	prevoz	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vogn	kočija	vogn	kočija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
