پُف	puff	پُف	puff		
تقلُّص	skurcz	تقلُّص	skurcz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تقلید	imitacja	تقلید	imitacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تقلیدکرنا	obserwuj	تقلیدکرنا	obserwować	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
تقلیدکرنا	śledź	تقلیدکرنا	śledź	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
تقلیدکرنا	naśladować	تقلیدکرنا	naśladować	V;NFIN	V;IPFV;NFIN;ACT
تقویت	siła	تقویت	siła	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تقویت	wytrzymałość	تقویت	wytrzymałość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تقویت	umocnienie	تقویت	umocnienie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تقویت	wzmocnienie	تقویت	wzmocnić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تقویت	wzmacnianie	تقویت	wzmacniać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تقویت	zapewnienie	تقویت	zapewnić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تقویت	wsparcia	تقویت	wsparcie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تقویت	wsparcie	تقویت	wesprzeć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تقویت	wspieranie	تقویت	wspierać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تقویت	wzmocnienie	تقویت	wzmocnić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تقویت	wzmacnianie	تقویت	wzmacniać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تکاثُر	dobrobyt	تکاثُر	dobrobyt	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تکاثُر	liczebność	تکاثُر	liczebność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تکاثُف	grubość	تکاثُف	grubość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تکان	napaści	تکان	napaść		
تکان	bump	تکان	bumpa		
تکان	napaści	تکان	napaść		
تکان	bump	تکان	bumpa		
تکبُّر	arogancja	تکبُّر	arogancja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تکبُّر	duma	تکبُّر	duma	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تکبیری	powiększające	تکبیری	powiększać	ADJ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
تکثیر	zwiększenie	تکثیر	zwiększyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
تکثیر	wzrost	تکثیر	wzrost	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تکثیر	nadmiar	تکثیر	nadmiar	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تکثیر	nadwyżka	تکثیر	nadwyżka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تکثیر	mnożenie	تکثیر	mnożyć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تکذیب	sprzeczność	تکذیب	sprzeczność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تکرار	spór	تکرار	spór	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تکرار	kłótnia	تکرار	kłótnia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تکرار	argument	تکرار	argument	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تکرار	powtórzenia	تکرار	powtórzyć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تکرار	powtarzanie	تکرار	powtarzać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تکرار	spór	تکرار	spór	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تکرار	kłótnia	تکرار	kłótnia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تکرار	argument	تکرار	argument	N;NOM;MASC;SG;3	N;NOM;MASC;SG
تکرار	powtórzenia	تکرار	powtórzyć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
تکرار	powtarzanie	تکرار	powtarzać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
تکریم	poszanowanie	تکریم	poszanowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
