ve	ja	ve	ja	CONJ	CONJ
türler	lajit	tür	laji	N;NOM;PL;3	N;NOM;PL
türler	tyypit	tür	tyyppi	N;NOM;PL;3	N;NOM;PL
başarılar	saavutukset	başarı	saavutus	N;NOM;PL;3	N;NOM;PL
başarılar	saavutukset	başarı	saavutus	N;NOM;PL;3	N;NOM;PL
politikaları	käytännöt	politika	käytäntö	N;NOM;PL;3	N;NOM;PL
uyumlu	yhteensopivia	uyumlu	yhteen#sopiva	ADJ	ADJ;PRT;PL
uyumlu	yhteensopiva	uyumlu	yhteen#sopiva	ADJ	ADJ;NOM;SG
yönetilen	valvottu	yönet	valvoa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
yönetilen	hallittu	yönet	hallita	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
lakers	lakers	lakers	lakers	N;NOM;SG;3	N;NOM;SG
corporation	corporation	corporation	corporation	N;NOM;SG;3	N;NOM;SG
araçlar	ajoneuvot	araç	ajo#neuvo	N;NOM;PL;3	N;NOM;PL
araçlar	välineet	araç	väline	N;NOM;PL;3	N;NOM;PL
araçlar	työkalut	araç	työ#kalu	N;NOM;PL;3	N;NOM;PL
otel	motelli	otel	motelli	N;NOM;SG;3	N;NOM;SG
otel	hotelli	otel	hotelli	N;NOM;SG;3	N;NOM;SG
tanımı	määrittely	tanım	määrittely	N;NOM;SG;3	N;NOM;SG
tanımı	määritelmä	tanım	määritelmä	N;NOM;SG;3	N;NOM;SG
askerlik	armeija	askerlik	armeija	N;NOM;SG;3	N;NOM;SG
askerlik	sotilas	askerlik	sotilas	N;NOM;SG;3	N;NOM;SG
dağlar	vuoret	dağ	vuori	N;NOM;PL;3	N;NOM;PL
örümcek	hämähäkki	örü	hämähäkki	N;NOM;SG;3	N;NOM;SG
davranış	käyttäytyminen	davranış	käyttäytyminen	N;NOM;SG;3	N;NOM;SG
davranış	käytös	davranış	käytös	N;NOM;SG;3	N;NOM;SG
davranış	asenne	davranış	asenne	N;NOM;SG;3	N;NOM;SG
davranış	käyttäytyminen	davranış	käyttäytyminen	N;NOM;SG;3	N;NOM;SG
davranış	käytös	davranış	käytös	N;NOM;SG;3	N;NOM;SG
davranış	käytös	davranış	käytös	N;NOM;SG;3	N;NOM;SG
akımı	virta	akım	virta	N;NOM;SG;3	N;NOM;SG
akımı	puro	akım	puro	N;NOM;SG;3	N;NOM;SG
akımı	stream	akım	stream	N;NOM;SG;3	N;NOM;SG
kütüphane	kirjasto	kütüphane	kirjasto	N;NOM;SG;3	N;NOM;SG
hastalıkları	sairaudet	hastalık	sairaus	N;NOM;PL;3	N;NOM;PL
hastalıkları	taudit	hastalık	tauti	N;NOM;PL;3	N;NOM;PL
karakterleri	hahmot	karakter	hahmo	N;NOM;PL;3	N;NOM;PL
karakterleri	merkit	karakter	merkki	N;NOM;PL;3	N;NOM;PL
sürüldü	karkotettu	sür	karkottaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
sürüldü	karkotettu	sür	karkottaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
hazırlanmış	valmisteltu	hazırla	valmistella	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
hazırlanmış	valmistettu	hazırla	valmistaa	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
hazırlanmış	valmistetut	hazırla	valmistaa	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
tutuklandı	pidätetty	tutukla	pidättää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
tutuklandı	pidätettynä	tutukla	pidättää	V;PFV;IND;SG;3;POS;PST;PASS	V;FRML;SG;V.PTCP;PASS
tutuklandı	pidätettiin	tutukla	pidättää	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
romalılar	roomalaiset	romalı	roomalainen	N;NOM;PL;3	N;NOM;PL
organizasyon	järjestö	organizasyon	järjestö	N;NOM;SG;3	N;NOM;SG
organizasyon	organisaatio	organizasyon	organisaatio	N;NOM;SG;3	N;NOM;SG
organizasyon	järjestö	organizasyon	järjestö	N;NOM;SG;3	N;NOM;SG
organizasyon	organisaatio	organizasyon	organisaatio	N;NOM;SG;3	N;NOM;SG
yükseklik	korkeus	yükseklik	korkeus	N;NOM;SG;3	N;NOM;SG
yükseklik	heights	yükseklik	heights	N;NOM;SG;3	N;NOM;SG
yükseklik	korkeus	yükseklik	korkeus	N;NOM;SG;3	N;NOM;SG
yükseklik	pituus	yükseklik	pituus	N;NOM;SG;3	N;NOM;SG
yükseklik	korkeus	yükseklik	korkeus	N;NOM;SG;3	N;NOM;SG
istenen	pyydetty	iste	pyytää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
istenen	haettu	iste	hakea	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
istenen	pyydetyt	iste	pyytää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
istenen	haluttu	iste	haluta	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
istenen	toivottu	iste	toivoa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
geçirmek	kuluttaa	geçir	kuluttaa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
geçirmek	viettää	geçir	viettää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;FIN;ACT
etkinlik	toiminta	etkinlik	toiminta	N;NOM;SG;3	N;NOM;SG
etkinlik	aktiivisuus	etkinlik	aktiivisuus	N;NOM;SG;3	N;NOM;SG
etkinlik	toiminto	etkinlik	toiminto	N;NOM;SG;3	N;NOM;SG
etkinlik	tapahtuma	etkinlik	tapahtuma	N;NOM;SG;3	N;NOM;SG
merak	utelias	merak	utelias	N;NOM;SG;3	N;NOM;SG
merak	uteliaisuus	merak	uteliaisuus	N;NOM;SG;3	N;NOM;SG
merak	ihme	merak	ihme	N;NOM;SG;3	N;NOM;SG
sunuldu	esiteltiin	sun	esitellä	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
sunuldu	esitelty	sun	esitellä	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
devriye	partio	devri	partio	N;NOM;SG;3	N;NOM;SG
açısı	kulma	açı	kylmä	N;NOM;SG;3	N;NOM;SG
sunulan	esitelty	sun	esitellä	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
sunucusu	juontaja	sunucu	juontaja	N;NOM;SG;3	N;NOM;SG
sunucusu	palvelin	sunucu	palvella	N;NOM;SG;3	N;NOM;SG
alışveriş	kauppa	alışveriş	kauppa	N;NOM;SG;3	N;NOM;SG
alışveriş	shop	alışveriş	shop	N;NOM;SG;3	N;NOM;SG
alışveriş	osto	alışveriş	osto	N;NOM;SG;3	N;NOM;SG
alışveriş	hankinta	alışveriş	hankkinta	N;NOM;SG;3	N;NOM;SG
alışveriş	ostaminen	alışveriş	ostaminen	N;NOM;SG;3	N;NOM;SG
uygulamalar	sovellukset	uygulama	sovellus	N;NOM;PL;3	N;NOM;PL
uygulamalar	hakemukset	uygulama	hakemus	N;NOM;PL;3	N;NOM;PL
uygulamalar	sovellukset	uygulama	sovellus	N;NOM;PL;3	N;NOM;PL
sistemler	järjestelmät	sistem	järjestelmä	N;NOM;PL;3	N;NOM;PL
güvenliği	turvallisuus	güvenlik	turvallisuus	N;NOM;SG;3	N;NOM;SG
tapınak	temppeli	tapınak	temppeli	N;NOM;SG;3	N;NOM;SG
romantik	romanssi	romantik	romanssi	N;NOM;SG;3	N;NOM;SG
romantik	romantikko	romantik	romantikko	N;NOM;SG;3	N;NOM;SG
bahçesi	puutarha	bahçe	puu#tarha	N;NOM;SG;3	N;NOM;SG
bakanlar	ministerit	bakan	ministeri	N;NOM;PL;3	N;NOM;PL
otobüs	bussi	otobüs	bussi	N;NOM;SG;3	N;NOM;SG
oluşturulmuş	muodostettu	oluş	muodostaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
oluşturulmuş	muodostettiin	oluş	muodostaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
oluşturulmuş	luotu	oluş	luoda	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
oluşturulmuş	tuotettu	oluş	tuottaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
atıldı	karkotettu	at	karkottaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
atıldı	erotettu	at	erottaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
yeteneği	kyky	yetenek	kyky	N;NOM;SG;3	N;NOM;SG
yatırım	sijoitus	yatırım	sijoitus	N;NOM;SG;3	N;NOM;SG
yatırım	sijoittaminen	yatırım	sijoittaminen	N;NOM;SG;3	N;NOM;SG
yatırım	investointi	yatırım	investointi	N;NOM;SG;3	N;NOM;SG
yatırım	sijoitus	yatırım	sijoitus	N;NOM;SG;3	N;NOM;SG
yatırım	investointi	yatırım	investointi	N;NOM;SG;3	N;NOM;SG
kurallar	säännöt	kural	sääntö	N;NOM;PL;3	N;NOM;PL
kurallar	suuntaviivat	kural	suunta#viiva	N;NOM;PL;3	N;NOM;PL
kurallar	ohjeet	kural	ohje	N;NOM;PL;3	N;NOM;PL
duygusal	tunteellinen	duygusal	tunteellinen	ADJ	ADJ;NOM;SG
duygusal	tunteellinen	duygusal	tunteellinen	ADJ	ADJ;NOM;SG
haberleri	uutiset	haber	uutinen	N;NOM;PL;3	N;NOM;PL
girişimi	aloite	girişim	aloite	N;NOM;SG;3	N;NOM;SG
dostluk	ystävyys	dostluk	ystävyys	N;NOM;SG;3	N;NOM;SG
moon	kuu	moon	kuu	N;NOM;SG;3	N;NOM;SG
beklenen	odotettavissa	bekle	odottaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IN+ESS;PL;V.PTCP;PASS
beklenen	odotettu	bekle	odottaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
beklenen	odotetaan	bekle	odottaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN;PASS
beklenen	odotettavissa	bekle	odottaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IN+ESS;PL;V.PTCP;PASS
beklenen	odotettu	bekle	odottaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
teori	teoria	teori	teoria	N;NOM;SG;3	N;NOM;SG
direniş	tabi	direniş	tabi	N;NOM;SG;3	N;NOM;SG
direniş	kestävyys	direniş	kestävyys	N;NOM;SG;3	N;NOM;SG
direniş	vastustus	direniş	vastustus	N;NOM;SG;3	N;NOM;SG
direniş	vastarinta	direniş	vasta#rinta	N;NOM;SG;3	N;NOM;SG
filosu	laivue	filo	laivue	N;NOM;SG;3	N;NOM;SG
filosu	kalusto	filo	kalusto	N;NOM;SG;3	N;NOM;SG
filosu	laivasto	filo	laivasto	N;NOM;SG;3	N;NOM;SG
fotoğrafları	valokuvat	fotoğraf	valo#kuva	N;NOM;PL;3	N;NOM;PL
fotoğrafları	kuvat	fotoğraf	kuva	N;NOM;PL;3	N;NOM;PL
sahnesi	kohtaus	sahne	kohtaus	N;NOM;SG;3	N;NOM;SG
bahçe	puutarhanhoito	bahçe	puu#tarha#hoito	N;NOM;SG;3	N;NOM;SG
bahçe	puutarha	bahçe	puu#tarha	N;NOM;SG;3	N;NOM;SG
tanımlanan	määritetty	tanımla	määrittää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
tanımlanan	määritelty	tanımla	määritellä	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
oluşturuldu	luotu	oluş	luoda	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
oluşturuldu	luotiin	oluş	luoda	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
oluşturuldu	luotu	oluş	luoda	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
oluşturuldu	tuotettu	oluş	tuottaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
sözler	lupaukset	söz	lupaus	N;NOM;PL;3	N;NOM;PL
sözler	sanat	söz	sana	N;NOM;PL;3	N;NOM;PL
sözler	sanat	söz	sana	N;NOM;PL;3	N;NOM;PL
finansal	taloudellista	finansal	taloudellinen	ADJ	ADJ;PRT;SG
filipinler	filippiinit	filip	fili#ppiini	N;NOM;PL;3	N;NOM;PL
çocukluk	lapsuus	çocukluk	lapsuus	N;NOM;SG;3	N;NOM;SG
veriler	tiedot	veri	tieto	N;NOM;PL;3	N;NOM;PL
aileler	vanhemmat	aile	vanhempi	N;NOM;PL;3	N;NOM;PL
aileler	perheet	aile	perhe	N;NOM;PL;3	N;NOM;PL
yöntemleri	menetelmät	yöntem	menetelmä	N;NOM;PL;3	N;NOM;PL
salon	lounge	salon	lounge	N;NOM;SG;3	N;NOM;SG
salon	aula	salon	aula	N;NOM;SG;3	N;NOM;SG
salon	sali	salon	sali	N;NOM;SG;3	N;NOM;SG
salon	halli	salon	halli	N;NOM;SG;3	N;NOM;SG
ejderha	lohikäärme	ejderha	lohi#käärme	N;NOM;SG;3	N;NOM;SG
destekleyen	tuetaan	destekle	tukea	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PRS;FIN;PASS
destekleyen	tukee	destekle	tukea	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
telekom	telekom	telekom	telekom	N;NOM;SG;3	N;NOM;SG
bellek	muisto	bellek	muisto	N;NOM;SG;3	N;NOM;SG
bellek	muisti	bellek	muistaa	N;NOM;SG;3	N;NOM;SG
torunu	lapsenlapsi	torun	lapsen#lapsi	N;NOM;SG;3	N;NOM;SG
torunu	pojanpoika	torun	pojan#poika	N;NOM;SG;3	N;NOM;SG
torunu	lapsenlapsi	torun	lapsen#lapsi	N;NOM;SG;3	N;NOM;SG
olasılık	todennäköisyys	olasılık	toden#näköisyys	N;NOM;SG;3	N;NOM;SG
olasılık	mahdollisuus	olasılık	mahdollisuus	N;NOM;SG;3	N;NOM;SG
bağlantıları	linkit	bağlantı	linkki	N;NOM;PL;3	N;NOM;PL
bağlantıları	yhteydet	bağlantı	yhteys	N;NOM;PL;3	N;NOM;PL
bağlantıları	yhteydet	bağlantı	yhteys	N;NOM;PL;3	N;NOM;PL
bağlantıları	liitännät	bağlantı	liitää	N;NOM;PL;3	N;NOM;PL
tehlike	vaara	tehlike	vaara	N;NOM;SG;3	N;NOM;SG
dersler	tunnit	ders	tunti	N;NOM;PL;3	N;NOM;PL
dersler	kurssit	ders	kurssi	N;NOM;PL;3	N;NOM;PL
dersler	kurssit	ders	kurssi	N;NOM;PL;3	N;NOM;PL
dersler	tunnit	ders	tunti	N;NOM;PL;3	N;NOM;PL
dersler	luokat	ders	luokka	N;NOM;PL;3	N;NOM;PL
yapıyor	tekemässä	yap	tehdä	V;PROG;IND;SG;3;POS;INFM;PRS	V;IN+ESS;SG;NFIN;ACT
yapıyor	tekee	yap	tehdä	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
satranç	shakki	satranç	shakki	N;NOM;SG;3	N;NOM;SG
korunması	suojelee	korun	suojella	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
korunması	suojella	korun	suojella	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
düzensiz	epäsäännöllinen	düzensiz	epä#säännöllinen	ADJ	ADJ;NOM;SG
tedavisi	hoito	tedavi	hoito	N;NOM;SG;3	N;NOM;SG
tedavisi	käsittely	tedavi	käsittely	N;NOM;SG;3	N;NOM;SG
tedavisi	kohtelu	tedavi	kohtelu	N;NOM;SG;3	N;NOM;SG
maalesef	valitettavasti	maalesef	valitettavasti	ADV	ADV
maalesef	valitettavasti	maalesef	valitettavasti	ADV	ADV
eklenen	lisätty	ekle	lisätä	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
meryem	madonna	meryem	madontaa	N;NOM;SG;3	N;NOM;SG
meryem	mariam	meryem	mariam	N;NOM;SG;3	N;NOM;SG
meryem	maija	meryem	maija	N;NOM;SG;3	N;NOM;SG
savaşlar	sodat	savaş	sota	N;NOM;PL;3	N;NOM;PL
savaşlar	taistelut	savaş	taistelu	N;NOM;PL;3	N;NOM;PL
matematikçi	matemaatikko	matematikçi	matemaatikko	N;NOM;SG;3	N;NOM;SG
adalar	saaret	ada	saari	N;NOM;PL;3	N;NOM;PL
misafir	vieras	misafir	vieras	N;NOM;SG;3	N;NOM;SG
genişliği	leveys	genişlik	leveys	N;NOM;SG;3	N;NOM;SG
hediye	lahja	hedi	lahja	N;NOM;SG;3	N;NOM;SG
hediye	arvonta	hedi	arvonta	N;NOM;SG;3	N;NOM;SG
hediye	lahja	hedi	lahja	N;NOM;SG;3	N;NOM;SG
doğmuş	syntynyt	doğ	syntyä	V;PFV;NFH;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
doğmuş	syntyi	doğ	syntyä	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
cumhuriyetçi	republikaani	cumhuriyetçi	republikaani	N;NOM;SG;3	N;NOM;SG
renkleri	värit	renk	väri	N;NOM;PL;3	N;NOM;PL
renkleri	värit	renk	väri	N;NOM;PL;3	N;NOM;PL
frekans	esiintyvyys	frekans	esiintyvyys	N;NOM;SG;3	N;NOM;SG
frekans	taajuus	frekans	taajuus	N;NOM;SG;3	N;NOM;SG
frekans	esiintymistiheys	frekans	esiintyä#tiheys	N;NOM;SG;3	N;NOM;SG
frekans	tiheys	frekans	tiheys	N;NOM;SG;3	N;NOM;SG
frekans	yleisyys	frekans	yleisyys	N;NOM;SG;3	N;NOM;SG
modelleri	mallit	model	malli	N;NOM;PL;3	N;NOM;PL
ulaşmak	saavuttaa	ulaş	saavuttaa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
tüfek	haulikko	tüfek	haulikko	N;NOM;SG;3	N;NOM;SG
tüfek	kivääri	tüfek	kivääri	N;NOM;SG;3	N;NOM;SG
birlikler	yksiköt	birlik	yksikkö	N;NOM;PL;3	N;NOM;PL
birlikler	joukot	birlik	joukko	N;NOM;PL;3	N;NOM;PL
sözlüğü	sanakirja	sözlük	sana#kirja	N;NOM;SG;3	N;NOM;SG
tasarlanmış	suunniteltiin	tasarla	suunnitella	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;IND;PST;FIN;PASS
tasarlanmış	suunnitellut	tasarla	suunnitella	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
tasarlanmış	suunniteltu	tasarla	suunnitella	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
airlines	airlines	airlines	airlines	N;NOM;SG;3	N;NOM;SG
eklemek	lisätään	ekle	lisätä	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;PASS
evler	talot	ev	talo	N;NOM;PL;3	N;NOM;PL
yazmak	kirjoittaa	yaz	kirjoittaa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
çıkmaya	tapailla	çık	tapailla	V;PFV;DAT;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
point	kohta	point	kohta	N;NOM;SG;3	N;NOM;SG
point	piste	point	piste	N;NOM;SG;3	N;NOM;SG
point	point	point	pointa	N;NOM;SG;3	N;NOM;SG
bitti	päättynyt	bit	päättyä	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
bitti	tehty	bit	tehdä	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
yemekler	elintarvikkeet	yemek	elin#tarvike	N;NOM;PL;3	N;NOM;PL
yemekler	elintarvikkeet	yemek	elin#tarvike	N;NOM;PL;3	N;NOM;PL
yemekler	ateriat	yemek	ateria	N;NOM;PL;3	N;NOM;PL
yemekler	astiat	yemek	astia	N;NOM;PL;3	N;NOM;PL
durumlar	tilanteet	durum	tilanne	N;NOM;PL;3	N;NOM;PL
atlet	urheilija	atlet	urheilija	N;NOM;SG;3	N;NOM;SG
elverişli	kätevä	elverişli	kätevä	ADJ	ADJ;NOM;SG
elverişli	kätevää	elverişli	kätevä	ADJ	ADJ;PRT;SG
elverişli	myönteinen	elverişli	myönteinen	ADJ	ADJ;NOM;SG
elverişli	suotuisa	elverişli	suotu	ADJ	ADJ;NOM;SG
elverişli	suotuisat	elverişli	suotua	ADJ	ADJ;NOM;PL
banka	pankki	banka	pankki	N;NOM;SG;3	N;NOM;SG
tamamlandı	suoritettu	tamamla	suorittaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
oynuyor	pelaamassa	oyna	pelata	V;PROG;IND;SG;3;POS;INFM;PRS	V;IN+ESS;SG;NFIN;ACT
oynuyor	leikkii	oyna	leikkiä	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
dinamik	dynaamisia	dinamik	dynaaminen	ADJ	ADJ;PRT;PL
dinamik	dynaamiset	dinamik	dynaaminen	ADJ	ADJ;NOM;PL
dinamik	dynaaminen	dinamik	dynaaminen	ADJ	ADJ;NOM;SG
şarap	viini	şarap	viini	N;NOM;SG;3	N;NOM;SG
vektör	vektori	vektör	vektori	N;NOM;SG;3	N;NOM;SG
ateşi	kuume	ateşi	kuume	N;NOM;SG;3	N;NOM;SG
berabere	tasapeli	beraber	tasa#peli	N;NOM;SG;3	N;NOM;SG
berabere	solmio	beraber	solmio	N;NOM;SG;3	N;NOM;SG
yazıldı	kirjoitettu	yaz	kirjoittaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
mimarisi	arkkitehtuuri	mimari	arkkitehtuuri	N;NOM;SG;3	N;NOM;SG
kazananlar	voittajat	kazanan	voittaja	N;NOM;PL;3	N;NOM;PL
partiler	osapuolet	parti	osa#puoli	N;NOM;PL;3	N;NOM;PL
partiler	asianosaiset	parti	asian#osainen	N;NOM;PL;3	N;NOM;PL
partiler	puolueet	parti	puolue	N;NOM;PL;3	N;NOM;PL
semt	naapurusto	semt	naapurusto	N;NOM;SG;3	N;NOM;SG
semt	naapurusto	semt	naapurusto	N;NOM;SG;3	N;NOM;SG
semt	piiri	semt	piiri	N;NOM;SG;3	N;NOM;SG
semt	piirikunta	semt	piiri#kunta	N;NOM;SG;3	N;NOM;SG
dayanışma	solidaarisuus	dayanışma	solidaarisuus	N;NOM;SG;3	N;NOM;SG
kahve	kahvi	kahve	kahvi	N;NOM;SG;3	N;NOM;SG
görünüyor	näyttää	görün	näyttää	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
görünüyor	ilmestyy	görün	ilmestyä	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
adaylığı	nimittäminen	adaylık	nimittäminen	N;NOM;SG;3	N;NOM;SG
diyor	sanoo	de	sanoa	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
çevirisi	käännös	çevir	käännös	N;NOM;SG;3	N;NOM;SG
çevirisi	kääntäminen	çevir	kääntäminen	N;NOM;SG;3	N;NOM;SG
kurtarmak	pelastaa	kurtar	pelastaa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
kurtarmak	säästää	kurtar	säästää	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;FIN;ACT
kurtarmak	tallennetaan	kurtar	tallentaa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;PASS
kategorisi	kategoria	kategori	kategori	N;NOM;SG;3	N;NOM;SG
kategorisi	luokka	kategori	luokka	N;NOM;SG;3	N;NOM;SG
seçimler	vaalit	seçim	vaali	N;NOM;PL;3	N;NOM;PL
seçimler	valinnat	seçim	valinta	N;NOM;PL;3	N;NOM;PL
seçimler	vaalit	seçim	vaali	N;NOM;PL;3	N;NOM;PL
görevler	tehtävät	görev	tehtävä	N;NOM;PL;3	N;NOM;PL
görevler	työt	görev	työ	N;NOM;PL;3	N;NOM;PL
görevler	työpaikat	görev	työ#paikka	N;NOM;PL;3	N;NOM;PL
görevler	tehtävät	görev	tehtävä	N;NOM;PL;3	N;NOM;PL
görevler	roolit	görev	rooli	N;NOM;PL;3	N;NOM;PL
sattı	myi	sat	myydä	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
sattı	myyty	sat	myydä	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
silahlar	aseet	silah	ase	N;NOM;PL;3	N;NOM;PL
silahlar	pistoolit	silah	pistooli	N;NOM;PL;3	N;NOM;PL
silahlar	tykit	silah	tykki	N;NOM;PL;3	N;NOM;PL
silahlar	aseet	silah	ase	N;NOM;PL;3	N;NOM;PL
silahlar	käsivarret	silah	käsi#varsi	N;NOM;PL;3	N;NOM;PL
silahlar	kädet	silah	käsi	N;NOM;PL;3	N;NOM;PL
silahlar	aseet	silah	ase	N;NOM;PL;3	N;NOM;PL
görüşler	lausunnot	görüş	lausunto	N;NOM;PL;3	N;NOM;PL
görüşler	mielipiteet	görüş	mieli#pide	N;NOM;PL;3	N;NOM;PL
toplantı	kokoontuminen	toplantı	kokoontuminen	N;NOM;SG;3	N;NOM;SG
toplantı	tapaaminen	toplantı	tapaaminen	N;NOM;SG;3	N;NOM;SG
toplantı	kokous	toplantı	kokous	N;NOM;SG;3	N;NOM;SG
ölmüş	edesmennyt	öl	edes#mennä	V;PFV;NFH;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
ölmüş	kuollut	öl	kuolla	V;PFV;NFH;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
şartları	termit	şart	termi	N;NOM;PL;3	N;NOM;PL
şartları	ehdot	şart	ehto	N;NOM;PL;3	N;NOM;PL
adresi	osoite	adres	osoite	N;NOM;SG;3	N;NOM;SG
diplomat	diplomaatti	diplomat	diplomaatti	N;NOM;SG;3	N;NOM;SG
bağlandı	liitetty	bağla	liittää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
bağlandı	kiinnitetty	bağla	kiinnittää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
bağlandı	kytketty	bağla	kytkeä	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
bağlandı	yhdistetty	bağla	yhdistää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
bağlandı	liitetty	bağla	liittää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
