से	vom	से	vom		
धातु	metallverarbeitung	धातु	metallverarbeitung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
परिषद	rat	परिषद	rat	N;NOM;FEM;SG;3	N
संघर्ष	kampf	संघर्ष	kampfen	N;NOM;MASC;SG;3	N;SG
तकनीक	technik	तकनीक	technik	N;NOM;FEM;SG;3	N;SG
तकनीक	technik	तकनीक	technik	N;NOM;FEM;SG;3	N;SG
तकनीक	technik	तकनीक	technik	N;NOM;FEM;SG;3	N;SG
विवरण	beschreibung	विवरण	Beschreibung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
शादी	hochzeit	शादी	hochzeit	N;NOM;FEM;SG;3	N;NOM;FEM;SG
शादी	hochzeit	शादी	hochzeit	N;NOM;FEM;SG;3	N;NOM;FEM;SG
शादी	trauung	शादी	trauung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
सन्दर्भ	zusammenhang	संदर्भ	zusammenhang	N;NOM;MASC;SG;3	N
परमाणु	molekül	परमाणु	molekül	N;NOM;MASC;SG;3	N;SG
आक्रमण	angriff	आक्रमण	angreifen	N;NOM;MASC;SG;3	N
आक्रमण	anschlag	आक्रमण	anschlagen	N;NOM;MASC;SG;3	N;SG
कार	auto	कार	auto	N;NOM;FEM;SG;3	N;NOM;SG
कार	autovermietung	कार	autovermietung	N;NOM;FEM;SG;3	N;NOM;MASC;SG
जांच	untersuchung	जांच	untersuchung	N;NOM;FEM;SG;3	N;SG
जांच	test	जांच	test	N;NOM;FEM;SG;3	N
जांच	prüfung	जांच	prüfung	N;NOM;FEM;SG;3	N;SG
पत्थर	steine	पत्थर	stein	N;NOM;MASC;PL;3	N
आठ	acht	आठ	acht	NUM	NUM
अकादमी	akademie	अकादमी	akademie	N;NOM;FEM;SG;3	N;NOM;FEM;SG
सतह	fläche	सतह	fläche	N;NOM;FEM;SG;3	N;NOM;FEM;SG
अभियान	kampagne	अभियान	kampagne	N;NOM;MASC;SG;3	N;NOM;FEM;SG
अभियान	kampagne	अभियान	kampagne	N;NOM;MASC;SG;3	N;NOM;FEM;SG
घोषित	deklaration	घोषित	deklaration	ADJ	ADJ
लिखी	geschrieben	लिख	schreiben	V;PFV;FEM;SG;V.PTCP;ACT	V;V.PTCP
सिस्टम	system	सिस्टम	system	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
सिस्टम	systeme	सिस्टम	system	N;NOM;MASC;SG;3	N;NOM
सिस्टम	system	सिस्टम	system	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
गणित	mathe	गणित	mathen		
गणित	mathe	गणित	mathen		
मौत	todesstrafe	मौत	todesstraf	N;NOM;FEM;SG;3	N;NOM;FEM;SG
माँ	mamas	माँ	mamas		
माँ	müttern	माँ	müttern		
माँ	maa	माँ	maa		
माँ	mum	माँ	mum		
माँ	mutti	माँ	mutti		
माँ	mutter	माँ	mutter		
माँ	mutter	माँ	mutter		
मैदान	gelände	मैदान	gelände	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
सक्षम	eingeschaltet	सक्षम	einschalten	ADJ	ADJ;V.PTCP
सक्षम	aktiviert	सक्षम	aktivieren	ADJ	ADJ;V.PTCP
सक्षम	fähige	सक्षम	fähige	ADJ	ADJ;NOM;FEM;PL
सक्षम	fähig	सक्षम	fähig	ADJ	ADJ
सक्षम	fähiger	सक्षम	fähiger	ADJ	ADJ
वातावरण	umwelt	वातावरण	umwelt	N;NOM;MASC;SG;3	N;NOM;FEM;SG
वातावरण	umgebung	वातावरण	Umgebung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सीधे	gerade	सीधे	gerade	ADV	ADV
रोमन	römer	रोमन	rom		
मील	meile	मील	meil	N;NOM;MASC;SG;3	N;NOM;SG
अज्ञात	unbekanntes	अज्ञात	unbekannt	ADJ	ADJ;NOM;NEUT;SG
अज्ञात	unbekannter	अज्ञात	unbekannt	ADJ	ADJ
अज्ञात	unbekannte	अज्ञात	unbekannt	ADJ	ADJ;NOM;FEM;PL
अज्ञात	unbekannt	अज्ञात	unbekannt	ADJ	ADJ
अज्ञात	anonymen	अज्ञात	anonymen	ADJ	ADJ;MASC;SG
रेखा	linie	रेखा	linie	N;NOM;FEM;SG;3	N
रेखा	strecke	रेखा	strecken	N;NOM;FEM;SG;3	N;SG
राशि	betrag	राशि	betragen	N;NOM;FEM;SG;3	N
दृष्टिकोण	konzept	दृष्टिकोण	konzept	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
दृष्टिकोण	ansatz	दृष्टिकोण	ansatz	N;NOM;MASC;SG;3	N;SG
हवा	brise	हवा	brese	N;NOM;FEM;SG;3	N;NOM;FEM;SG
नागरिक	bürgerbeteiligung	नागरिक	bürgerbeteiligung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
अस्तित्व	dasein	अस्तित्व	dasein	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
गंभीर	ernsthafte	गंभीर	ernsthaft	ADJ	ADJ;NOM;FEM;PL
गंभीर	schwerwiegend	गंभीर	schwerwiegend	ADJ	ADJ
गंभीर	ernsthaft	गंभीर	ernsthaft	ADJ	ADJ
गंभीर	ernste	गंभीर	ernst	ADJ	ADJ;NOM;SG
गंभीर	kritischen	गंभीर	kritisch	ADJ	ADJ
गंभीर	kritische	गंभीर	kritisch	ADJ	ADJ;NOM;FEM;PL
गंभीर	kritisch	गंभीर	kritisch	ADJ	ADJ
गंभीर	kritischer	गंभीर	kritisch	ADJ	ADJ
गंभीर	kritisches	गंभीर	kritisch	ADJ	ADJ;NOM;NEUT;SG
समझ	verstehen	समझ	verstehen	V;ACT	V;NFIN
समझ	verstehe	समझ	verstehen	V;ACT	V;IND;SG;3;PRS;FIN
समझ	begreifen	समझ	begreifen	V;ACT	V;NFIN
समझ	verstanden	समझ	verstehen	V;ACT	V;V.PTCP
समझ	begreifen	समझ	begreifen	V;ACT	V;NFIN
समझ	verstehen	समझ	verstehen	V;ACT	V;NFIN
आदेश	mandat	आदेश	mandat	N;NOM;MASC;SG;3	N;NOM;SG
आदेश	auftrag	आदेश	auftragen	N;NOM;MASC;SG;3	N;MASC;SG
आदेश	ordnung	आदेश	ordnung	N;NOM;MASC;SG;3	N
आदेश	auftrag	आदेश	auftragen	N;NOM;MASC;SG;3	N;MASC;SG
आदेश	bestellung	आदेश	bestellung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
अंदर	innen	अंदर	innen	ADV;NOM;MASC;SG;3	ADV
अंदर	innerhalb	अंदर	innerhalb	ADV;NOM;MASC;SG;3	ADV
छह	sechs	छह	sechs	NUM	NUM
भाषाएँ	programmiersprachen	भाषा	programmiersprachen	N;NOM;FEM;PL;3	N;NOM;FEM;PL
भाषाएँ	fremdsprachen	भाषा	fremdsprachen	N;NOM;FEM;PL;3	N;NOM;FEM;PL
भुगतान	auszahlung	भुगतान	auszahlung	N;NOM;MASC;SG;3	N;SG
भुगतान	bezahlung	भुगतान	Bezahlung	N;NOM;MASC;SG;3	N;SG
भुगतान	zahlung	भुगतान	zahlung	N;NOM;MASC;SG;3	N;FEM;SG
हत्या	anschlag	हत्या	anschlagen	N;NOM;FEM;SG;3	N;SG
हत्या	attentat	हत्या	attentaben	N;NOM;FEM;SG;3	N;NOM;SG
दिखाया	gezeigt	दिखा	zeigen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
दिखाया	zeigte	दिखा	zeigen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
पवित्र	heilig	पवित्र	heilig	ADJ	ADJ
पवित्र	heilige	पवित्र	heilig	ADJ	ADJ;NOM;FEM;PL
पवित्र	heiligen	पवित्र	heilig	ADJ	ADJ
पवित्र	heiliger	पवित्र	heilig	ADJ	ADJ
पवित्र	heilig	पवित्र	heilig	ADJ	ADJ
पवित्र	heilige	पवित्र	heilig	ADJ	ADJ;NOM;FEM;PL
पवित्र	heiligen	पवित्र	heilig	ADJ	ADJ
पवित्र	heiliges	पवित्र	heilig	ADJ	ADJ;NOM;NEUT;SG
पवित्र	heiliger	पवित्र	heilig	ADJ	ADJ
विभाजित	geteilte	विभाजित	geteilt	ADJ	ADJ;NOM;FEM;PL
इकाई	einheit	इकाई	einheit	N;NOM;FEM;SG;3	N;NOM;FEM;SG
आए	gekommen	आ	kommen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
आए	kam	आ	kommen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
संग्रहालय	museum	संग्रहालय	museum	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
जीता	gewinnt	जीत	winnen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
जीता	gewonnen	जीत	gewinnen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
जीता	gewann	जीत	gewinnen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
मुद्रा	währung	मुद्रा	währung	N;NOM;FEM;SG;3	N;NOM;SG
मुद्रा	pose	मुद्रा	pose	N;NOM;FEM;SG;3	N;NOM;SG
मुद्रा	geld	मुद्रा	geld	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
संचार	mitteilung	संचार	mitteilung	N;NOM;MASC;SG;3	N;FEM;SG
प्रसारण	ausstrahlung	प्रसारण	ausstrahlung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रसारण	ausstrahlung	प्रसारण	ausstrahlung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
नियमित	regulär	नियमित	regulär	ADJ;NOM	ADJ
नियमित	regelmäßige	नियमित	regelmäßig	ADJ;NOM	ADJ;NOM;FEM;PL
नियमित	reguläre	नियमित	regulär	ADJ;NOM	ADJ;NOM;FEM;PL
नियमित	regelmäßiger	नियमित	regelmäßig	ADJ;NOM	ADJ
नियमित	regelmäßig	नियमित	regelmäßig	ADJ;NOM	ADJ
व्याख्या	auswertung	व्याख्या	auswertung	N;NOM;FEM;SG;3	N;FEM;SG
व्याख्या	erklärung	व्याख्या	erklärung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
शेष	restliche	शेष	restlich	ADJ	ADJ;NOM;FEM;PL
शेष	übrige	शेष	übrig	ADJ	ADJ;NOM;FEM;PL
शेष	übrig	शेष	übrig	ADJ	ADJ
शेष	verbleibenden	शेष	verbleibend	ADJ	ADJ;PL
शेष	verbleibende	शेष	verbleibend	ADJ	ADJ;NOM;FEM;PL
शेष	linke	शेष	linker	ADJ	ADJ;NOM;FEM;PL
शेष	linker	शेष	link	ADJ	ADJ
शेष	linken	शेष	link	ADJ	ADJ;MASC;PL
दावा	beanspruchung	दावा	beanspruchung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
दावा	anspruch	दावा	anspruch	N;NOM;MASC;SG;3	N
दिवस	tag	दिवस	tagen	N;NOM;MASC;SG;3	N;NOM;MASC;SG
दिवस	tages	दिवस	tagen	N;NOM;MASC;SG;3	N;NOM;MASC;SG
विरुद्ध	gegen	विरुद्ध	gegen	ADP	ADP
परीक्षा	test	परीक्षा	test	N;NOM;FEM;SG;3	N
परीक्षा	prüfung	परीक्षा	prüfung	N;NOM;FEM;SG;3	N;SG
परीक्षा	untersuchung	परीक्षा	untersuchung	N;NOM;FEM;SG;3	N;SG
परीक्षा	prüfung	परीक्षा	prüfung	N;NOM;FEM;SG;3	N;SG
परीक्षा	prüfung	परीक्षा	prüfung	N;NOM;FEM;SG;3	N;SG
पाई	kuchen	पा	kuchen	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
भविष्य	zukunft	भविष्य	zukunft	N;NOM;MASC;SG;3	N
बिक्री	verkäufe	बिक्री	verkaufen	N;NOM;FEM;SG;3	N;NOM
बिक्री	verkauf	बिक्री	verkaufen	N;NOM;FEM;SG;3	N
बिक्री	umsatz	बिक्री	umsatz	N;NOM;FEM;SG;3	N;NOM;MASC;SG
बिक्री	verkauf	बिक्री	verkaufen	N;NOM;FEM;SG;3	N
अच्छे	guter	अच्छा	gut	ADJ;NOM;MASC;PL	ADJ;NOM;MASC
अच्छे	gut	अच्छा	gut	ADJ;NOM;MASC;PL	ADJ
तुम	ihr	तुम	ihr	PRO;NOM;SG;3	PRO;NOM;MASC;SG
तुम	sie	तुम	sie	PRO;NOM;SG;3	PRO;NOM;FEM;SG;3
बोर्ड	vorstand	बोर्ड	vorstehen	N;NOM;MASC;SG;3	N;SG
नियुक्त	engagiert	नियुक्त	engagiert	ADJ	ADJ;V.PTCP
संसार	welt	संसार	welt	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रतिनिधित्व	darstellung	प्रतिनिधित्व	darstellung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रतिनिधित्व	vertretung	प्रतिनिधित्व	vertretung	N;NOM;MASC;SG;3	N;FEM;SG
प्रेरित	motiviert	प्रेरित	motivieren	ADJ	ADJ;V.PTCP
समारोह	trauung	समारोह	trauung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
मस्तिष्क	gehirn	मस्तिष्क	gehern	N;NOM;MASC;SG;3	N;NOM;SG
घरेलू	inländische	घरेलू	inländisch	ADJ;NOM	ADJ;NOM;FEM;PL
घरेलू	inländischen	घरेलू	inländisch	ADJ;NOM	ADJ
प्रायः	normalerweise	प्रायः	normalerweise	ADV	ADV
प्रायः	üblicherweise	प्रायः	üblicherweise	ADV	ADV
प्रायः	meist	प्रायः	meist	ADV	ADV
प्रायः	oft	प्रायः	oft	ADV	ADV
प्रायः	oftmals	प्रायः	oftmals	ADV	ADV
मौसम	spielzeit	मौसम	spielzeit	N;NOM;MASC;SG;3	N;NOM;SG
मौसम	saison	मौसम	saison	N;NOM;MASC;SG;3	N;NOM;FEM;SG
भावना	gefühl	भावना	Gefühl	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
भावना	empfindung	भावना	empfindung	N;NOM;FEM;SG;3	N;SG
भावना	gefühl	भावना	Gefühl	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
भावना	geistes	भावना	geist	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
गुणवत्ता	qualität	गुणवत्ता	qualität	N;NOM;FEM;SG;3	N
खाना	nahrung	खाना	nahrung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
मिले	gefunden	मिल	finden	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
मिले	fand	मिल	finden	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
मिले	getroffen	मिल	treffen|triefen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
मिले	traf	मिल	treffen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
मिले	erfüllt	मिल	erfüllen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
निर्वाचित	gewählte	निर्वाचित	gewählt	ADJ	ADJ;NOM;FEM;SG
निर्वाचित	gewählten	निर्वाचित	gewählt	ADJ	ADJ;PL
निर्वाचित	gewählter	निर्वाचित	gewählter	ADJ	ADJ
सिद्धान्त	grundsätze	सिद्धान्त	grundsätze	N;NOM;MASC;SG;3	N;NOM;FEM;SG
विरोधी	feindlich	विरोधी	feindlich	ADJ	ADJ
विरोधी	feindlichen	विरोधी	feindlich	ADJ	ADJ
विरोधी	feindselig	विरोधी	feindselig	ADJ	ADJ
विरोधी	gegenspieler	विरोधी	gegenspiel	ADJ	ADJ
विरोधी	gegensätze	विरोधी	gegensatz	ADJ	ADJ;NOM;PL
घाटी	tal	घाटी	tal	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
नियंत्रित	kontrollierter	नियंत्रित	kontrollierter	ADJ	ADJ
नियंत्रित	kontrollierte	नियंत्रित	kontrolliert	ADJ	ADJ;NOM;SG
पशु	tier	पशु	Tier	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
प्रमाण	nachweise	प्रमाण	nachweise	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रमाण	nachweis	प्रमाण	nachweis	N;NOM;MASC;SG;3	N
प्रमाण	nachweise	प्रमाण	nachweise	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रमाण	nachweis	प्रमाण	nachweis	N;NOM;MASC;SG;3	N
रसायन	chemie	रसायन	chemie	N;NOM;MASC;SG;3	N;NOM;FEM
रसायन	chemie	रसायन	chemie	N;NOM;MASC;SG;3	N;NOM;FEM
रसायन	chemie	रसायन	chemie	N;NOM;MASC;SG;3	N;NOM;FEM
क्षेत्रफल	fläche	क्षेत्रफल	fläche	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रभावी	wirksam	प्रभावी	wirksam	ADJ	ADJ
प्रभावी	effektiver	प्रभावी	effektiv	ADJ	ADJ
प्रभावी	effektive	प्रभावी	effektiv	ADJ	ADJ;NOM;FEM;PL
प्रभावी	effektiv	प्रभावी	effektiv	ADJ	ADJ
प्रभावी	wirksame	प्रभावी	wirksam	ADJ	ADJ;NOM;FEM;PL
विज्ञापन	werbung	विज्ञापन	werbung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
विज्ञापन	werbung	विज्ञापन	werbung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
विज्ञापन	werbespot	विज्ञापन	werbespon	N;NOM;MASC;SG;3	N;NOM;SG
विज्ञापन	werbung	विज्ञापन	werbung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
विज्ञापन	werbung	विज्ञापन	werbung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
व्यावसायिक	berufsausbildung	व्यावसायिक	berufsausbildung	ADJ;NOM	ADJ
व्यावसायिक	berufliche	व्यावसायिक	beruflich	ADJ;NOM	ADJ;NOM;FEM;PL
व्यावसायिक	beruflichen	व्यावसायिक	beruflich	ADJ;NOM	ADJ
क्रांति	revolution	क्रांति	revolution	N;NOM;FEM;SG;3	N;NOM;FEM;SG
अधीन	under	अधीन	under		
शुद्ध	pure	शुद्ध	pur		
तीसरे	dritter	तीसरा	dritt	ADJ;ACC;MASC;SG	ADJ
तीसरे	dritten	तीसरा	dritt	ADJ;ACC;MASC;SG	ADJ;ACC;MASC;SG
कार्यालय	werk	कार्यालय	werk	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
कार्यालय	arbeit	कार्यालय	arbeit	N;NOM;MASC;SG;3	N;NOM;FEM;SG
कार्यालय	geschäftsstelle	कार्यालय	geschäftsstelle	N;NOM;MASC;SG;3	N;NOM;FEM;SG
कार्यालय	amt	कार्यालय	amt	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
परिवहन	transport	परिवहन	transporen	N;NOM;MASC;SG;3	N
संदेश	mitteilung	संदेश	mitteilung	N;NOM;MASC;SG;3	N;FEM;SG
मार	tötet	मार	töten	V;ACT	V;IND;SG;3;PRS;FIN
मार	töten	मार	töten	V;ACT	V;NFIN
मार	erschlagen	मार	erschlagen	V;ACT	V;V.PTCP
मार	tötet	मार	töten	V;ACT	V;IND;SG;3;PRS;FIN
मार	töten	मार	töten	V;ACT	V;NFIN
परिचय	einleitung	परिचय	einleitung	N;NOM;MASC;SG;3	N;SG
परिचय	einführung	परिचय	einführung	N;NOM;MASC;SG;3	N;SG
परिचय	einleitung	परिचय	einleitung	N;NOM;MASC;SG;3	N;SG
उत्पत्ति	herkunft	उत्पत्ति	herkunft	N;NOM;FEM;SG;3	N;NOM;FEM;SG
भौगोलिक	geographische	भौगोलिक	geographisch	ADJ;NOM	ADJ;NOM;FEM;PL
भौगोलिक	geographisch	भौगोलिक	geographisch	ADJ;NOM	ADJ
भौगोलिक	räumlich	भौगोलिक	räumlich	ADJ;NOM	ADJ
भौगोलिक	geografische	भौगोलिक	geografisch	ADJ;NOM	ADJ;NOM;FEM;PL
भौगोलिक	geografischen	भौगोलिक	geografisch	ADJ;NOM	ADJ
भौगोलिक	geografischen	भौगोलिक	geografisch	ADJ;NOM	ADJ
भौगोलिक	geographische	भौगोलिक	geographisch	ADJ;NOM	ADJ;NOM;FEM;PL
भौगोलिक	geographisch	भौगोलिक	geographisch	ADJ;NOM	ADJ
भौगोलिक	geografische	भौगोलिक	geografisch	ADJ;NOM	ADJ;NOM;FEM;PL
भौगोलिक	geographischen	भौगोलिक	geographisch	ADJ;NOM	ADJ;NOM;PL
उपस्थित	anwesend	उपस्थित	anwesend	ADJ	ADJ
उपस्थित	vorhanden	उपस्थित	vorhanden	ADJ	ADJ
उपस्थित	geschenk	उपस्थित	geschenk	ADJ	ADJ
परिवर्तित	modifizierte	परिवर्तित	modifizieren	ADJ	ADJ;SG
परिवर्तित	umgerechnet	परिवर्तित	umgerechnet	ADJ	ADJ
स्वर	vokal	स्वर	vokal	N;NOM;MASC;SG;3	N
लाइन	linie	लाइन	linie	N;NOM;FEM;SG;3	N
लाइन	strecke	लाइन	strecken	N;NOM;FEM;SG;3	N;SG
प्रश्न	abfrage	प्रश्न	abfrage	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रश्न	frage	प्रश्न	frage	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रश्न	fragestellung	प्रश्न	fragestellung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
आलोचना	kritik	आलोचना	kritik	N;NOM;FEM;SG;3	N
जालस्थल	website	जालस्थल	websit	N;NOM;MASC;SG;3	N;SG
पुरानी	altstadt	पुराना	altstadt	ADJ;FEM;SG	ADJ
पुरानी	alter	पुराना	alt	ADJ;FEM;SG	ADJ
पुरानी	alt	पुराना	alt	ADJ;FEM;SG	ADJ
पुरानी	älteren	पुराना	alt	ADJ;FEM;SG	ADJ
पुरानी	älter	पुराना	alt	ADJ;FEM;SG	ADJ
पुरानी	älteres	पुराना	alt	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
पुरानी	älterer	पुराना	alt	ADJ;FEM;SG	ADJ
पसंद	auswahl	पसंद	auswahl	N;NOM;FEM;SG;3	N;NOM;SG
पसंद	likes	पसंद	likes	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
सुझाव	empfehlung	सुझाव	empfehlung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
लिखने	schreiben	लिख	schreiben	V;NFIN;ACT	V;NFIN
लिखने	schreibe	लिख	schreibe	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
विभाजन	partition	विभाजन	partition	N;NOM;MASC;SG;3	N;SG
विभाजन	partitionen	विभाजन	partitionen	N;NOM;MASC;SG;3	N
विभाजन	teilung	विभाजन	teilung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
विशेषता	qualität	विशेषता	qualität	N;NOM;FEM;SG;3	N
विशेषता	funktion	विशेषता	Funktion	N;NOM;FEM;SG;3	N;SG
कड़ी	verbindung	कडा	verbindung	ADJ;NOM;FEM;SG	ADJ
कड़ी	verlinkung	कडा	verlinkung	ADJ;NOM;FEM;SG	ADJ
क्षेत्रीय	regionalen	क्षेत्रीय	regional	ADJ;NOM	ADJ;NOM;MASC;PL
क्षेत्रीय	regional	क्षेत्रीय	regional	ADJ;NOM	ADJ
