que	你	que	你	PRO	PRO;2
absolutamente	絕對	absolutamente	絕對	ADV	ADV
pasaba	花費	pasar	花費	V	V
informe	報告	informe	報告	N	N
informe	文件	informe	文件	N	N
informe	檔案	informe	檔案	N	N
chamamos	致電	chamar	致電	V	V
chamamos	打電	chamar	打電	V	V
chamamos	呼叫	chamar	呼叫	V	V
redor	周圍	redor	周圍	N	N
consciencia	良知	consciencia	良知	N	N
consciencia	良心	consciencia	良心	N	N
consciencia	知覺	consciencia	知覺	N	N
consciencia	意識	consciencia	意識	N	N
usa	利用	usar	利用	V	V
usa	使用	usar	使用	V	V
usa	使用	usar	使用	V	V
dentes	牙	dente	牙	N	N
dentes	牙齒	dente	牙齒	N	N
dentes	牙刷	dente	牙刷	N	N
dentes	牙	dente	牙	N	N
dentes	牙齒	dente	牙齒	N	N
máquinas	機械	máquina	機械	N	N
máquinas	機	máquina	機	N	N
máquinas	機器	máquina	機器	N	N
máquinas	機器	máquina	機器	N	N
máquinas	槽	máquina	槽	N	N
vítimas	傷亡	vítima	傷亡	N	N
escapar	逃離	escapar	逃離	V	V
escapar	獲取	escapar	獲取	V	V
escapar	獲得	escapar	獲得	V	V
escapar	得到	escapar	得到	V	V
escapar	出局	escapar	出局	V	V
escapar	跑步	escapar	跑步	V	V
escapar	運行	escapar	運行	V	V
deixan	休假	deixar	休假	V	V
deixan	離開	deixar	離開	V	V
deixan	停止	deixar	停止	V	V
deixan	讓	deixar	讓	V	V;CAUS
deixan	退出	deixar	退出	V	V
limpar	清除	limpar	清除	V	V
limpar	清潔	limpar	清潔	V	V
limpar	清潔	limpar	清潔	V	V
limpar	清洗	limpar	清洗	V	V
aceiro	鋼鐵	aceiro	鋼鐵	N	N
aceiro	鋼	aceiro	鋼	N	N
bágoas	淚水	bágoa	淚水	N	N
bágoas	淚	bágoa	淚	N	N
bágoas	眼淚	bágoa	眼淚	N	N
vaise	將	vaise	將	V	V;CAUS
cidadán	市民	cidadán	市民	N	N
cidadán	公民	cidadán	公民	N	N
fareino	將	fareino	將	V	V;CAUS
vémonos	見	vémono	見	V	V
rock	岩	rock	岩	N	N
rock	岩石	rock	岩石	N	N
rock	石頭	rock	石頭	N	N
rock	搖滾	rock	搖滾	N	N
rock	周圍	rock	周圍	N	N
praza	平方	praza	平方	N	N
praza	方塊	praza	方塊	N	N
praza	方形	praza	方形	N	N
praza	廣場	praza	廣場	N	N
praza	地方	praza	地方	N	N
praza	地點	praza	地點	N	N
praza	憲法	praza	憲法	N	N
souben	找到	souber	找到	V	V
souben	發現	souber	發現	V	V
escolas	學校	escola	學校	N	N
cambia	改變	cambiar	改變	V	V
cambia	變更	cambiar	變更	V	V
cambia	變	cambiar	變	V	V
cambia	變更	cambiar	變更	V	V
cambia	變動	cambiar	變動	V	V
cambia	變化	cambiar	變化	V	V
directamente	直接	directamente	直接	ADV	ADV
directamente	直直	directamente	直直	ADV	ADV
fixera	完成	facer	完成	V	V
seguros	信心	seguro	信心	N	N
seguros	自信	seguro	自信	N	N
seguros	安全	seguro	安全	N	N
seguros	保險	seguro	保險	N	N
seguros	保險	seguro	保險	N	N
sentes	感受	sente	感受	V	V
privado	私人	privado	私人	ADJ	ADJ
lección	教訓	lección	教訓	N	N
lección	課	lección	課	N	N
faremos	將	facer	將	V	V;CAUS
castelo	城堡	castelo	城堡	N	N
castelo	城	castelo	城	N	N
seguen	跟	seguir	跟	V	V
comprender	理解	comprender	理解	V	V
comprender	諒解	comprender	諒解	V	V
serei	將	ser	將	V	V;CAUS
enferma	病	enferma	病	N	N
enferma	病	enferma	病	N	N
granxa	農場	granxa	農場	N	N
granxa	農舍	granxa	農舍	N	N
granxa	穀	granxa	穀	N	N
consigo	你	consigo	你	PRO	PRO;2
cine	電影	cinir	電影	N	N
cine	影片	cinir	影片	N	N
cine	電影	cinir	電影	N	N
cine	電影	cinir	電影	N	N
cine	電影	cinir	電影	N	N
cine	戲院	cinir	戲院	N	N
retrato	畫像	retrato	畫像	N	N
retrato	肖像	retrato	肖像	N	N
retrato	照片	retrato	照片	N	N
retrato	圖片	retrato	圖片	N	N
gloria	榮耀	gloria	榮耀	N	N
gloria	光榮	gloria	光榮	N	N
feridos	傷	ferido	傷	N	N
feridos	負傷	ferido	負傷	N	N
feridos	男性	ferido	男性	N	N
feridos	男人	ferido	男人	N	N
feridos	男子	ferido	男子	N	N
salón	房間	salón	房間	N	N
salón	房	salón	房	N	N
salón	廳	salón	廳	N	N
salón	大廳	salón	大廳	N	N
salón	繪圖	salón	繪圖	N	N
salón	圖畫	salón	圖畫	N	N
salón	繪畫	salón	繪畫	N	N
salón	沙龍	salón	沙龍	N	N
iguais	相同	igual	相同	ADJ	ADJ
función	功能	función	功能	N	N
función	職能	función	職能	N	N
función	函數	función	函數	N	N
anxo	天使	anxo	天使	N	N
recursos	資源	recurso	資源	N	N
mediante	透過	mediante	透過	ADP	ADP
mediante	通過	mediante	通過	ADP	ADP
termos	術語	ter	術語	N	N
termos	條款	ter	條款	N	N
produtos	商品	produto	商品	N	N
produtos	產品	produto	產品	N	N
agasallo	禮物	agasallo	禮物	N	N
agasallo	禮品	agasallo	禮品	N	N
agasallo	天賦	agasallo	天賦	N	N
agasallo	現任	agasallo	現任	N	N
pasan	通行	pasar	通行	V	V
pasan	花費	pasar	花費	V	V
morren	垂死	morrer	垂死	V	V
comercio	貿易	comercio	貿易	N	N
comercio	商務	comercio	商務	N	N
comercio	商業	comercio	商業	N	N
recordo	記憶	recordo	記憶	N	N
recordo	記憶	recordo	記憶	N	N
recordo	記憶	recordo	記憶	N	N
leste	東	leste	東	N	N
leste	東部	leste	東部	N	N
leste	東方	leste	東方	N	N
leste	東區	leste	東區	N	N
leste	東方	leste	東方	N	N
leste	東部	leste	東部	N	N
responsabilidade	責任	responsabilidade	責任	N	N
amo	戀愛	amo	戀愛	N	N
amo	愛情	amo	愛情	N	N
amo	主人	amo	主人	N	N
amo	大師	amo	大師	N	N
amo	師父	amo	師父	N	N
amo	師傅	amo	師傅	N	N
impostos	稅務	imposto	稅務	N	N
impostos	稅	imposto	稅	N	N
impostos	稅	imposto	稅	N	N
impostos	稅金	imposto	稅金	N	N
impostos	稅務	imposto	稅務	N	N
impostos	稅	imposto	稅	N	N
impostos	稅	imposto	稅	N	N
impostos	稅款	imposto	稅款	N	N
madeira	木	madeira	木	N	N
madeira	木材	madeira	木材	N	N
madeira	木頭	madeira	木頭	N	N
madeira	木質	madeira	木質	N	N
madeira	木	madeira	木	N	N
ganas	感覺	gano	感覺	N	N
vehículo	車輛	vehículo	車輛	N	N
vehículo	台階	vehículo	台階	N	N
vehículo	步驟	vehículo	步驟	N	N
vehículo	步	vehículo	步	N	N
santo	神聖	santo	神聖	ADJ	ADJ
guapa	漂亮	guapa	漂亮	N	N
guapa	美女	guapa	美女	N	N
guapa	美麗	guapa	美麗	N	N
guapa	漂亮	guapa	漂亮	N	N
coitelo	刀	coitelo	刀	N	N
coitelo	刀子	coitelo	刀子	N	N
coitelo	小刀	coitelo	小刀	N	N
veñan	獲取	vir	獲取	V	V
veñan	獲得	vir	獲得	V	V
veñan	得到	vir	得到	V	V
maría	處	maría	處	N	N
herba	草	herba	草	N	N
herba	草地	herba	草地	N	N
herba	草叢	herba	草叢	N	N
herba	乾草	herba	乾草	N	N
herba	雜草	herba	雜草	N	N
tumba	墳	tumbar	墳	N	N
tumba	墓	tumbar	墓	N	N
tumba	墳	tumbar	墳	N	N
tumba	墳	tumbar	墳	N	N
tumba	墓	tumbar	墓	N	N
tumba	墓穴	tumbar	墓穴	N	N
líder	領袖	líder	領袖	N	N
líder	排	líder	排	N	N
paciente	病患	paciente	病患	N	N
paciente	患者	paciente	患者	N	N
paciente	病人	paciente	病人	N	N
aberto	營業	abrir	營業	V	V
aberto	開啟	abrir	開啟	V	V
aberto	開放	abrir	開放	V	V
toca	播放	toca	播放	V	V
toca	玩	toca	玩	V	V
toca	播放	toca	播放	V	V
recoller	收集	recoller	收集	V	V
recoller	挑選	recoller	挑選	V	V
cincuenta	五十	cincuenta	五十	NUM	NUM
civís	民事	civir	民事	N	N
civís	平民	civir	平民	N	N
cortar	削減	cortar	削減	V	V
cortar	剪	cortar	剪	V	V
cortar	割	cortar	割	V	V
cortar	切割	cortar	切割	V	V
cortar	削減	cortar	削減	V	V
traballaba	使用	traballar	使用	V	V
familiar	熟悉	familiar	熟悉	ADJ	ADJ
ministro	大臣	ministro	大臣	N	N
ministro	部長	ministro	部長	N	N
ministro	總理	ministro	總理	N	N
estaremos	將	estar	將	V	V;CAUS
obter	獲取	obter	獲取	V	V
obter	獲得	obter	獲得	V	V
obter	得到	obter	得到	V	V
unidade	股	unidade	股	N	N
unidade	單元	unidade	單元	N	N
unidade	單位	unidade	單位	N	N
unidade	團	unidade	團	N	N
peso	重量	peso	重量	N	N
peso	體重	peso	體重	N	N
peso	份量	peso	份量	N	N
grupos	群組	grupo	群組	N	N
grupos	團體	grupo	團體	N	N
onda	波長	onda	波長	N	N
onda	浪潮	onda	浪潮	N	N
onda	波	onda	波	N	N
onda	波浪	onda	波浪	N	N
responder	回答	responder	回答	V	V
lavar	洗滌	lavar	洗滌	V	V
lavar	洗	lavar	洗	V	V
lavar	洗洗	lavar	洗洗	V	V
lavar	洗	lavar	洗	V	V
lavar	洗衣	lavar	洗衣	V	V
avións	飛機	avión	飛機	N	N
sentimento	感	sentimento	感	N	N
sentimento	感覺	sentimento	感覺	N	N
ensinar	展示	ensinar	展示	V	V
ensinar	顯示	ensinar	顯示	V	V
sábado	星期	sábado	星期	N	N
sábado	週六	sábado	週六	N	N
piso	平面	piso	平面	N	N
piso	公寓	piso	公寓	N	N
piso	下限	piso	下限	N	N
piso	地板	piso	地板	N	N
piso	地面	piso	地面	N	N
piso	公寓	piso	公寓	N	N
bico	吻	bico	吻	N	N
bico	親	bico	親	N	N
bico	親親	bico	親親	N	N
bico	親吻	bico	親吻	N	N
praia	沙灘	praia	沙灘	N	N
praia	海灘	praia	海灘	N	N
cigarro	香煙	cigarro	香煙	N	N
cigarro	煙	cigarro	煙	N	N
cigarro	煙	cigarro	煙	N	N
cigarro	吸煙	cigarro	吸煙	N	N
cigarro	煙霧	cigarro	煙霧	N	N
cigarro	雪茄	cigarro	雪茄	N	N
medicina	醫療	medicina	醫療	N	N
medicina	醫務	medicina	醫務	N	N
medicina	醫學	medicina	醫學	N	N
medicina	學校	medicina	學校	N	N
medicina	藥品	medicina	藥品	N	N
medicina	藥物	medicina	藥物	N	N
medicina	醫學	medicina	醫學	N	N
medicina	藥	medicina	藥	N	N
medicina	醫藥	medicina	醫藥	N	N
partida	比賽	partida	比賽	N	N
partida	遊戲	partida	遊戲	N	N
partida	憑證	partida	憑證	N	N
partida	證書	partida	證書	N	N
paixón	熱情	paixón	熱情	N	N
paixón	激情	paixón	激情	N	N
paixón	激情	paixón	激情	N	N
programas	方案	programa	方案	N	N
programas	程式	programa	程式	N	N
mellorar	改進	mellorar	改進	V	V
mellorar	改善	mellorar	改善	V	V
distintos	不同	distinto	不同	ADJ	ADJ
deserto	沙漠	deserto	沙漠	N	N
deserto	荒漠	deserto	荒漠	N	N
deserto	荒涼	deserto	荒涼	N	N
dedos	手指	dedo	手指	N	N
noutro	某處	noutro	某處	N	N
vaso	玻璃	vaso	玻璃	N	N
cámaras	鏡頭	cámara	鏡頭	N	N
cámaras	相機	cámara	相機	N	N
cámaras	相機	cámara	相機	N	N
faise	完成	faise	完成	V	V
efectos	特效	efecto	特效	N	N
efectos	效應	efecto	效應	N	N
efectos	效果	efecto	效果	N	N
efectos	特效	efecto	特效	N	N
efectos	效果	efecto	效果	N	N
efectos	效應	efecto	效應	N	N
paxaros	鳥類	paxar	鳥類	N	N
paxaros	鳥	paxar	鳥	N	N
paxaros	鳥兒	paxar	鳥兒	N	N
detalles	細節	detalle	細節	N	N
detalles	詳情	detalle	詳情	N	N
detalles	細節	detalle	細節	N	N
detalles	詳細	detalle	詳細	N	N
detalles	詳情	detalle	詳情	N	N
sono	睡眠	sono	睡眠	N	N
agradable	很好	agradable	很好	ADJ	ADJ
cabezas	頭	cabeza	頭	N	N
cabezas	頭部	cabeza	頭部	N	N
cabezas	彈頭	cabeza	彈頭	N	N
virá	將	vir	將	V	V;CAUS
sentín	感受	sentir	感受	V	V
deixas	讓	deixar	讓	V	V;CAUS
deixas	休假	deixar	休假	V	V
deixas	離開	deixar	離開	V	V
mirada	眼神	mirada	眼神	N	N
mirada	眼睛	mirada	眼睛	N	N
mirada	眼	mirada	眼	N	N
mirada	眼	mirada	眼	N	N
mirada	眼睛	mirada	眼睛	N	N
chame	致電	chame	致電	V	V
chame	打電	chame	打電	V	V
chame	呼叫	chame	呼叫	V	V
coello	野兔	coello	野兔	N	N
coello	兔	coello	兔	N	N
coello	兔子	coello	兔子	N	N
outeiro	山	outeiro	山	N	N
outeiro	山坡	outeiro	山坡	N	N
funeral	葬禮	funeral	葬禮	N	N
funeral	儀式	funeral	儀式	N	N
funeral	紀念	funeral	紀念	N	N
quede	留	quedar	留	V	V
quede	留下	quedar	留下	V	V
quede	留下	quedar	留下	V	V
quede	站立	quedar	站立	V	V
quede	站	quedar	站	V	V
axúdame	幫助	axúdame	幫助	V	V
axúdame	幫忙	axúdame	幫忙	V	V
esposas	手銬	esposo	手銬	N	N
esposas	袖口	esposo	袖口	N	N
esposas	手銬	esposo	手銬	N	N
coñecemento	知識	coñecemento	知識	N	N
marca	標記	marca	標記	N	N
marca	標記	marca	標記	N	N
marca	品牌	marca	品牌	N	N
humor	幽默	humor	幽默	N	N
humor	心境	humor	心境	N	N
humor	心情	humor	心情	N	N
humor	情緒	humor	情緒	N	N
humor	幽默	humor	幽默	N	N
políticos	政治	político	政治	N	N
políticos	政界	político	政界	N	N
políticos	政客	político	政客	N	N
políticos	政治	político	政治	N	N
delito	犯罪	delito	犯罪	N	N
delito	終	delito	終	N	N
delito	結尾	delito	結尾	N	N
números	數字	número	數字	N	N
números	數字	número	數字	N	N
números	數	número	數	N	N
números	號碼	número	號碼	N	N
números	編號	número	編號	N	N
calidade	素質	calidade	素質	N	N
calidade	品質	calidade	品質	N	N
calidade	優質	calidade	優質	N	N
calidade	質量	calidade	質量	N	N
calidade	等級	calidade	等級	N	N
calidade	年級	calidade	年級	N	N
perdemos	失	perder	失	V	V
perdemos	輸	perder	輸	V	V
perdemos	輸	perder	輸	V	V
perdemos	遺失	perder	遺失	V	V
perdemos	迷失	perder	迷失	V	V
perdemos	輸	perder	輸	V	V
principios	早期	principio	早期	N	N
principios	原則	principio	原則	N	N
principios	標準	principio	標準	N	N
vivía	生活	vivir	生活	V	V
vivía	直播	vivir	直播	V	V
ouvir	聽著	ouvir	聽著	V	V
clientes	客戶	cliente	客戶	N	N
clientes	顧客	cliente	顧客	N	N
clientes	客戶	cliente	客戶	N	N
noxento	惡心	noxento	惡心	N	N
campaña	拉票	campaña	拉票	N	N
armadura	盔甲	armadura	盔甲	N	N
armadura	裝甲	armadura	裝甲	N	N
armadura	盔甲	armadura	盔甲	N	N
armadura	裝甲	armadura	裝甲	N	N
reloxo	鐘	reloxo	鐘	N	N
reloxo	時鐘	reloxo	時鐘	N	N
reloxo	手錶	reloxo	手錶	N	N
reloxo	祖父	reloxo	祖父	N	N
trouxo	帶	trouxo	帶	V	V
dicirche	說	dicirchar	說	V	V
trigo	玉米	trigo	玉米	N	N
mediodía	正午	mediodía	正午	N	N
mediodía	中午	mediodía	中午	N	N
mediodía	午	mediodía	午	N	N
mediodía	午飯	mediodía	午飯	N	N
mediodía	正午	mediodía	正午	N	N
mediodía	中午	mediodía	中午	N	N
mediodía	下午	mediodía	下午	N	N
mediodía	午	mediodía	午	N	N
bandeira	旗幟	bandeira	旗幟	N	N
bandeira	國旗	bandeira	國旗	N	N
bandeira	旗	bandeira	旗	N	N
bandeira	旗子	bandeira	旗子	N	N
sal	食鹽	sal	食鹽	N	N
sal	鹽	sal	鹽	N	N
reinos	王國	reino	王國	N	N
sentía	感受	sentía	感受	V	V
peito	胸	peito	胸	N	N
peito	胸部	peito	胸部	N	N
peito	乳房	peito	乳房	N	N
peito	胸	peito	胸	N	N
peito	胸部	peito	胸部	N	N
peito	胸膛	peito	胸膛	N	N
peito	胸口	peito	胸口	N	N
guste	喜歡	guste	喜歡	V	V
guste	享受	guste	享受	V	V
policías	警方	policía	警方	N	N
policías	警務	policía	警務	N	N
policías	警察	policía	警察	N	N
diario	白天	diario	白天	N	N
diario	每日	diario	每日	N	N
diario	日記	diario	日記	N	N
ledicia	快樂	ledicia	快樂	N	N
ledicia	喜悅	ledicia	喜悅	N	N
ledicia	歡樂	ledicia	歡樂	N	N
ledicia	幸福	ledicia	幸福	N	N
escenario	舞台	escenario	舞台	N	N
escenario	階段	escenario	階段	N	N
escenario	情景	escenario	情景	N	N
texto	文字	texto	文字	N	N
texto	案文	texto	案文	N	N
sombra	影	sombra	影	N	N
sombra	影子	sombra	影子	N	N
sombra	陰影	sombra	陰影	N	N
sombra	暗影	sombra	暗影	N	N
sombra	陰影	sombra	陰影	N	N
cae	墜落	caer	墜落	V	V
senado	元老	senado	元老	N	N
preocupa	擔憂	preocupo	擔憂	V	V
preocupa	擔心	preocupo	擔心	V	V
preocupa	憂慮	preocupo	憂慮	V	V
preocupa	擔憂	preocupo	擔憂	V	V
controlar	控制	controlar	控制	V	V
controlar	控制	controlar	控制	V	V
vacas	奶牛	vaca	奶牛	N	N
vacas	牛	vaca	牛	N	N
vacas	奶牛	vaca	奶牛	N	N
vacas	母牛	vaca	母牛	N	N
vacas	牛	vaca	牛	N	N
fronteira	邊界	fronteira	邊界	N	N
fronteira	邊框	fronteira	邊框	N	N
fronteira	邊境	fronteira	邊境	N	N
fronteira	邊界	fronteira	邊界	N	N
fronteira	邊疆	fronteira	邊疆	N	N
fronteira	前	fronteira	前	N	N
fronteira	邊境	fronteira	邊境	N	N
parella	夫妻	parella	夫妻	N	N
parella	情侶	parella	情侶	N	N
parella	夫婦	parella	夫婦	N	N
parella	團隊	parella	團隊	N	N
parella	球隊	parella	球隊	N	N
parella	隊伍	parella	隊伍	N	N
parella	伴侶	parella	伴侶	N	N
parella	夥伴	parella	夥伴	N	N
parella	搭檔	parella	搭檔	N	N
desexa	祝願	desexar	祝願	V	V
desexa	喜歡	desexar	喜歡	V	V
desexa	祝願	desexar	祝願	V	V
asasinos	刺客	asasino	刺客	N	N
talento	人	talento	人	N	N
talento	人	talento	人	N	N
talento	天才	talento	天才	N	N
talento	天賦	talento	天賦	N	N
videoxogos	視訊	videoxogos	視訊	N	N
videoxogos	影片	videoxogos	影片	N	N
videoxogos	遊戲	videoxogos	遊戲	N	N
videoxogos	比賽	videoxogos	比賽	N	N
videoxogos	遊戲	videoxogos	遊戲	N	N
antigos	古代	antigo	古代	N	N
antigos	老了	antigo	老了	N	N
tradición	傳統	tradición	傳統	N	N
sección	病房	sección	病房	N	N
venres	星期	venre	星期	N	N
venres	週	venre	週	N	N
xantar	吃	xantar	吃	V	V
xantar	吃	xantar	吃	V	V
tira	扔	tir	扔	V	V
tira	丟	tir	丟	V	V
tira	下降	tir	下降	V	V
tira	獲取	tir	獲取	V	V
tira	獲得	tir	獲得	V	V
tira	得到	tir	得到	V	V
agradábel	很好	agradábel	很好	ADJ	ADJ
depresión	抑鬱	depresión	抑鬱	N	N
depresión	沮喪	depresión	沮喪	N	N
depresión	抑鬱	depresión	抑鬱	N	N
depresión	鬱悶	depresión	鬱悶	N	N
medicamentos	藥品	medicamento	藥品	N	N
medicamentos	藥物	medicamento	藥物	N	N
medicamentos	毒品	medicamento	毒品	N	N
medicamentos	藥物	medicamento	藥物	N	N
medicamentos	藥品	medicamento	藥品	N	N
medicamentos	藥物	medicamento	藥物	N	N
medicamentos	醫學	medicamento	醫學	N	N
medicamentos	藥	medicamento	藥	N	N
medicamentos	醫藥	medicamento	醫藥	N	N
chegaron	抵達	chegar	抵達	V	V
chegaron	到	chegar	到	V	V
cores	色	cora	色	N	N
cores	彩色	cora	彩色	N	N
cores	顏色	cora	顏色	N	N
cores	色彩	cora	色彩	N	N
cores	顏色	cora	顏色	N	N
cores	色彩	cora	色彩	N	N
cores	顏色	cora	顏色	N	N
cores	色彩	cora	色彩	N	N
usamos	利用	usar	利用	V	V
usamos	使用	usar	使用	V	V
usamos	使用	usar	使用	V	V
usamos	使用	usar	使用	V	V
expresión	表情	expresión	表情	N	N
expresión	講話	expresión	講話	N	N
expresión	演講	expresión	演講	N	N
expresión	語音	expresión	語音	N	N
cadeira	椅	cadeira	椅	N	N
cadeira	椅子	cadeira	椅子	N	N
notas	等級	nota	等級	N	N
notas	成績	nota	成績	N	N
acadar	獲取	acadar	獲取	V	V
acadar	獲得	acadar	獲得	V	V
acadar	得到	acadar	得到	V	V
limpa	乾淨	limpo	乾淨	ADJ	ADJ
intelixencia	智慧	intelixencia	智慧	N	N
intelixencia	情報	intelixencia	情報	N	N
intelixencia	智力	intelixencia	智力	N	N
funcionar	出局	funcionar	出局	V	V
oxalá	祝願	oxal	祝願	V	V
vaiamos	讓	vaiar	讓	V	V;CAUS
vaiamos	獲取	vaiar	獲取	V	V
vaiamos	獲得	vaiar	獲得	V	V
vaiamos	得到	vaiar	得到	V	V
acaso	只	acaso	只	ADV	ADV
revista	雜誌	revista	雜誌	N	N
revista	日誌	revista	日誌	N	N
revista	日刊	revista	日刊	N	N
revista	日記	revista	日記	N	N
revista	期刊	revista	期刊	N	N
quitar	刪除	quitar	刪除	V	V
quitar	移除	quitar	移除	V	V
quitar	關閉	quitar	關閉	V	V
fortuna	財富	fortuna	財富	N	N
alcalde	市長	alcalde	市長	N	N
alcalde	鎮長	alcalde	鎮長	N	N
veciños	鄰	veciño	鄰	N	N
veciños	鄰居	veciño	鄰居	N	N
veciños	門	veciño	門	N	N
veciños	鄰國	veciño	鄰國	N	N
veciños	鄰居	veciño	鄰居	N	N
libras	磅	libra	磅	N	N
ovos	蛋	ovo	蛋	N	N
ovos	雞蛋	ovo	雞蛋	N	N
ovos	卵	ovo	卵	N	N
choiva	雨	choiva	雨	N	N
choiva	下雨	choiva	下雨	N	N
choiva	雨水	choiva	雨水	N	N
choiva	雨水	choiva	雨水	N	N
declaración	宣言	declaración	宣言	N	N
roubo	盜竊	roubo	盜竊	N	N
roubo	竊案	roubo	竊案	N	N
roubo	盜竊	roubo	盜竊	N	N
ladróns	賊	ladrón	賊	N	N
ladróns	盜賊	ladrón	盜賊	N	N
cona	地獄	cona	地獄	N	N
cona	陰戶	cona	陰戶	N	N
coñecemos	遇見	coñecer	遇見	V	V
crea	創建	crear	創建	V	V
falarei	聊	falar	聊	V	V
falarei	將	falar	將	V	V;CAUS
distinto	不同	distinto	不同	ADJ	ADJ
mostra	樣品	mostra	樣品	N	N
mostra	抽樣	mostra	抽樣	N	N
mostra	樣本	mostra	樣本	N	N
compromiso	妥協	compromiso	妥協	N	N
compromiso	折衷	compromiso	折衷	N	N
compromiso	認捐	compromiso	認捐	N	N
contido	內容	contido	內容	N	N
mentiras	謊言	mentira	謊言	N	N
mentiras	謊言	mentira	謊言	N	N
empresas	公司	empresa	公司	N	N
teoría	理論	teoría	理論	N	N
teoría	論	teoría	論	N	N
tranquila	輕鬆	tranquila	輕鬆	ADJ	ADJ
tranquila	簡單	tranquila	簡單	ADJ	ADJ
novela	小說	novelar	小說	N	N
falan	聊	falar	聊	V	V
paxaro	鳥	paxaro	鳥	N	N
conxunto	集	conxunto	集	N	N
conxunto	關節	conxunto	關節	N	N
bar	酒吧	bar	酒吧	N	N
bar	酒館	bar	酒館	N	N
bar	酒吧	bar	酒吧	N	N
enviar	送出	enviar	送出	V	V
presión	壓力	presión	壓力	N	N
presión	氣壓	presión	氣壓	N	N
ritmo	速率	ritmo	速率	N	N
ritmo	率	ritmo	率	N	N
ritmo	利率	ritmo	利率	N	N
ritmo	韻律	ritmo	韻律	N	N
ritmo	節奏	ritmo	節奏	N	N
ritmo	節拍	ritmo	節拍	N	N
corazóns	心	corazón	心	N	N
corazóns	紅心	corazón	紅心	N	N
quieto	站	quieto	站	N	N
beneficios	福利	beneficio	福利	N	N
beneficios	盈利	beneficio	盈利	N	N
beneficios	營利	beneficio	營利	N	N
nuclear	核	nuclear	核	N	N
nuclear	核子	nuclear	核子	N	N
botas	靴	bota	靴	N	N
botas	靴子	bota	靴子	N	N
botas	皮鞋	bota	皮鞋	N	N
botas	鞋	bota	鞋	N	N
botas	鞋子	bota	鞋子	N	N
testemuñas	證人	testemuña	證人	N	N
testemuñas	證人	testemuña	證人	N	N
testemuñas	熊	testemuña	熊	N	N
piedade	慈悲	piedade	慈悲	N	N
piedade	仁慈	piedade	仁慈	N	N
posibilidade	可能	posibilidade	可能	N	N
posibilidade	機會	posibilidade	機會	N	N
vivindo	生活	vivir	生活	V	V
vivindo	直播	vivir	直播	V	V
almorzo	午	almorzo	午	N	N
almorzo	午飯	almorzo	午飯	N	N
almorzo	早餐	almorzo	早餐	N	N
