村	마을	村	마을	N	N
或	아마도	或	아마도	ADV	ADV
或	아마	或	아마	ADV	ADV
或	아마도	或	아마도	ADV	ADV
或	아마	或	아마	ADV	ADV
煤炭	석탄	煤炭	석탄	N	N
真空	진공	真空	진공	N	N
鬥士	전투기	鬥士	전투기	N	N
星空	항성	星空	항성	N	N
蔬菜	채소	蔬菜	채소	N	N
蔬菜	야채	蔬菜	야채	N	N
蔬菜	채소	蔬菜	채소	N	N
蔬菜	야채	蔬菜	야채	N	N
索引	인덱싱	索引	인덱싱	N	N
木材	나무	木材	나무	N	N
木材	목재	木材	목재	N	N
唱歌	노래	唱歌	노래	N	N
唱歌	노래	唱歌	노래	N	N
模特	모델	模特	모델	N	N
模特	모형	模特	모형	N	N
模特	모델링	模特	모델링	N	N
閃電	라이트닝	閃電	라이트닝	N	N
閃電	번개	閃電	번개	N	N
儀器	계측기	儀器	계측기	N	N
儀器	계측	儀器	계측	N	N
儀器	악기	儀器	악기	N	N
儀器	계기	儀器	계기	N	N
儀器	악기	儀器	악기	N	N
儀器	인스트루먼트	儀器	인스트프랑트	N	N
抽象	추상화	抽象	추상화	N	N
抽象	추상	抽象	추상	N	N
抽象	추상화	抽象	추상화	N	N
抽象	추상	抽象	추상	N	N
保健	의료	保健	의료	N	N
魔術	마술	魔術	마술	N	N
魔術	마법	魔術	마법	N	N
流動	모빌리티	流動	모빌리티	N	N
連線	연결하기	連線	연결+하+기	V	V
電壓	전압	電壓	전압	N	N
專屬	독점	專屬	독점	N	N
專屬	단독	專屬	단독	N	N
相機	사진기	相機	사진기	N	N
土著	토착	土著	토착	N	N
家鄉	출신지	家鄉	출신지	N	N
巡航	크루즈	巡航	크루즈	N	N
巡航	크루즈	巡航	크루즈	N	N
無敵	천하무적	無敵	천하무적	N	N
體操	체조	體操	체조	N	N
廟宇	신전	廟宇	신전	N	N
廟宇	사원	廟宇	사원	N	N
欠	신세	欠	신세		
照明	조명	照明	조명	N	N
照明	조명	照明	조명	N	N
行銷	마케팅	行銷	마케팅	N	N
查詢	쿼리	查詢	쿼리	N	N
查詢	검색어	查詢	검색+어	N	N
查詢	쿼리	查詢	쿼리	N	N
語音	목소리	語音	목소리	N	N
語音	음성	語音	음성	N	N
語音	연설	語音	연설	N	N
語音	음성	語音	음성	N	N
甲板	갑판	甲板	갑판	N	N
甲板	갑판	甲板	갑판	N	N
話題	주제	話題	주제	N	N
行業	업종	行業	업종	N	N
行業	산업	行業	산업	N	N
行業	업계	行業	업계	N	N
行業	산업	行業	산업	N	N
詞彙	용어	詞彙	용어	N	N
詞彙	용어집	詞彙	용어집	N	N
詞彙	어휘	詞彙	어휘	N	N
售出	팔렸다	售出	팔리+었+다	V	V
肖像	초상화	肖像	초상화	N	N
肖像	인물	肖像	인물	N	N
肖像	초상화	肖像	초상화	N	N
旗幟	배너	旗幟	배너	N	N
旗幟	깃발	旗幟	깃발	N	N
旗幟	국기	旗幟	국기	N	N
旗幟	플래그	旗幟	플래그	N	N
旗幟	플래그	旗幟	플래그	N	N
旗幟	깃발	旗幟	깃발	N	N
負面	부정적	負面	부정+적	N	N
負面	음성	負面	음성	N	N
關心	케어	關心	케+어	N	N
早晨	아침	早晨	아침	N	N
神學	신학	神學	신학	N	N
訴訟	소송	訴訟	소송	N	N
訴訟	소송	訴訟	소송	N	N
訴訟	소송	訴訟	소송	N	N
現代	현대	現代	현대	N	N
現代	근대	現代	근대	N	N
旅程	여행	旅程	여행	N	N
公墓	묘지	公墓	묘지	N	N
公墓	묘지	公墓	묘지	N	N
船舶	선박	船舶	선박	N	N
嬰兒	영아	嬰兒	영아	N	N
嬰兒	영아	嬰兒	영아	N	N
帆船	요트	帆船	요트	N	N
毀滅	파괴	毀滅	파괴	N	N
毀滅	파괴	毀滅	파괴	N	N
客棧	여관	客棧	여관	N	N
讀書	독서	讀書	독서	N	N
選票	득표	選票	득표	N	N
選票	투표	選票	투표	N	N
入場	입구	入場	입구	N	N
科目	과목	科目	과목	N	N
董事	보드	董事	보드	N	N
董事	게시판	董事	게시판	N	N
董事	이사회	董事	이사회	N	N
時常	자주	時常	자주	ADV	ADV
水庫	저수지	水庫	저수+지	N	N
水庫	저수지	水庫	저수+지	N	N
收益	수익	收益	수익	N	N
收益	수입	收益	수입	N	N
收益	수익금	收益	수익금	N	N
收益	수익	收益	수익	N	N
小隊	분대	小隊	분대	N	N
小隊	스쿼드	小隊	스쿼드	N	N
見習	지망생	見習	지망생	N	N
準確	정확도	準確	정확도	N	N
金錢	돈이	金錢	돈+이	N	N
主人	주인공	主人	주인공	N	N
亮度	밝기	亮度	밝+기	N	N
襪	양말	襪	양말	N	N
導師	가정교사	導師	가정교사	N	N
導師	멘토링	導師	멘토링	N	N
包裝	포장	包裝	포장	N	N
包裝	포장	包裝	포장	N	N
包裝	포장	包裝	포장	N	N
包裝	포장	包裝	포장	N	N
義務	의무	義務	의무	N	N
義務	의무	義務	의무	N	N
煙	담배	煙	담배	N	N
煙	연기	煙	연기	N	N
煙	담배	煙	담배	N	N
煙	담배	煙	담배	N	N
鑽	훈련	鑽	훈련	N	N
情景	시나리오는	情景	시나리오+는	N	N
想像	상상력	想像	상상력	N	N
傳輸	변속기	傳輸	변속기	N	N
傳輸	전송	傳輸	전송	N	N
節奏	리듬	節奏	리듬	N	N
民俗	민속	民俗	민속	N	N
民俗	민속	民俗	민속	N	N
瞬間	순간	瞬間	순간	N	N
郵政	게시	郵政	게시	N	N
郵政	게시물	郵政	게시물	N	N
郵政	우편	郵政	우편	N	N
繪製	그리기	繪製	그리+기	V	V
差別	차이	差別	차이	N	N
獎牌	메달	獎牌	메달	N	N
獎牌	메달	獎牌	메달	N	N
鼓手	드러머	鼓手	드러데	N	N
陶瓷	도자기	陶瓷	도자기	N	N
陶瓷	도자기	陶瓷	도자기	N	N
容器	용기	容器	용기	N	N
哺乳	간호	哺乳	간호	N	N
目	목적지는	目	목적지+는	N	N
目	목적지	目	목적지	N	N
目	목적지	目	목적지	N	N
咒	철자	咒	철자	N	N
咒	저주	咒	저주	N	N
滑冰	스케이팅	滑冰	스케이팅	N	N
滑冰	스케이트보드	滑冰	스케이트보드	N	N
底下	아래쪽	底下	아래+쪽	N	N
底下	아래	底下	아래	N	N
成份	재료	成份	재료	N	N
成份	재료	成份	재료	N	N
成份	성분	成份	성분	N	N
淚	눈물이	淚	눈물+이	N	N
別名	별칭	別名	별칭	N	N
別名	별칭	別名	별칭	N	N
釣魚	낚시	釣魚	낚시	N	N
細節	세부사항	細節	세부+사항	N	N
細節	상세	細節	상세	N	N
細節	세부사항	細節	세부+사항	N	N
賠償	배상	賠償	배상	N	N
賠償	보상	賠償	보상	N	N
滑雪	스키	滑雪	스키	N	N
滑雪	스키	滑雪	스키	N	N
常數	상수	常數	상수	N	N
常數	상수	常數	상수	N	N
摩托	오토바이	摩托	오토바이	N	N
家用	가구	家用	가구	N	N
家用	국내	家用	국내	N	N
罪犯	범죄자	罪犯	범죄자	N	N
罪犯	범죄자	罪犯	범죄자	N	N
罪犯	범죄자	罪犯	범죄자	N	N
導彈	미사일	導彈	미사+이+ㄹ	N	N
導彈	유도탄	導彈	유도탄	N	N
導彈	미사일	導彈	미사+이+ㄹ	N	N
電梯	상승	電梯	상승	N	N
電梯	승강기	電梯	승강기	N	N
電梯	승강기	電梯	승강기	N	N
王妃	공주님	王妃	공주님	N	N
不當	부적절한	不當	부적절+하+ㄴ	V	V
心情	공감	心情	공감	N	N
語法	문법	語法	문법	N	N
語法	구문	語法	구문	N	N
語法	문법	語法	문법	N	N
橄欖	축구	橄欖	축구	N	N
橄欖	미식축구	橄欖	미식+축구	N	N
橄欖	풋볼	橄欖	풋볼	N	N
橄欖	럭비	橄欖	럭비	N	N
農場	농장	農場	농장	N	N
農場	농장이	農場	농장+이	N	N
農場	농장	農場	농장	N	N
生理	생리학	生理	생리학	N	N
現金	캐시	現金	캐시	N	N
現金	현금	現金	현금	N	N
頭髮	머리카락	頭髮	머리카락	N	N
頭髮	머리	頭髮	머리	N	N
頭髮	머리카락이	頭髮	머리카락+이	N	N
整修	수리	整修	수리	N	N
罕見	희귀	罕見	희귀	N	N
家長	부모님	家長	부모님	N	N
家長	부모님	家長	부모님	N	N
集團	육군	集團	육군	N	N
集團	군대	集團	군대	N	N
司長	감독	司長	감독	N	N
玉米	옥수수	玉米	옥수수	N	N
泵	펌프	泵	펌프	N	N
泵	펌프	泵	펌프	N	N
辯論	논쟁	辯論	논쟁	N	N
辯論	논쟁	辯論	논쟁	N	N
補助	보조금	補助	보조금	N	N
補助	보조금	補助	보조금	N	N
信託	신탁	信託	신탁	N	N
不便	불편함	不便	불편+하+ㅁ	V	V
不便	불편한	不便	불편+하+ㄴ	V	V
作物	농작물이	作物	농작물+이	N	N
作物	농작물	作物	농작물	N	N
作物	곡물	作物	곡물	N	N
作物	농작물	作物	농작물	N	N
桌面	데스크톱	桌面	데스크톱	N	N
桌面	데스크톱	桌面	데스크톱	N	N
桌面	데스크탑	桌面	데스크탑	N	N
跳舞	무용	跳舞	무용	N	N
疫苗	백신	疫苗	백신	N	N
疫苗	백신	疫苗	백신	N	N
干擾	간섭	干擾	간섭	N	N
精度	정밀도	精度	정밀+도	N	N
精度	정밀	精度	정밀	N	N
精度	정확도	精度	정확도	N	N
精度	정밀도	精度	정밀+도	N	N
精度	정확성	精度	정확성	N	N
講師	강사	講師	강사	N	N
講師	강사	講師	강사	N	N
單車	사이클	單車	사이클	N	N
單車	자전거	單車	자전거	N	N
單車	자전거	單車	자전거	N	N
景觀	풍경	景觀	풍경	N	N
景觀	조경	景觀	조경	N	N
景觀	경관	景觀	경관	N	N
景觀	풍경	景觀	풍경	N	N
犧牲	희생	犧牲	희생	N	N
犧牲	희생	犧牲	희생	N	N
實質	본질	實質	본질	N	N
實質	물질	實質	물질	N	N
塑料	성형	塑料	성형	N	N
汽油	가솔린	汽油	가솔린	N	N
汽油	가스	汽油	가스	N	N
汽油	가솔린	汽油	가솔린	N	N
難民	난민	難民	난민	N	N
難民	난민	難民	난민	N	N
報名	입학하기	報名	입학+하+기	V	V
毒品	약물	毒品	약물	N	N
毒品	의약품	毒品	의약품	N	N
毒品	약품	毒品	약품	N	N
毒品	마약	毒品	마약	N	N
賊	도둑들	賊	도둑+들	N	N
商標	상표권	商標	상표권	N	N
商標	상표	商標	상표	N	N
商標	상표	商標	상표	N	N
實踐	연습생	實踐	연습생	N	N
實踐	연습	實踐	연습	N	N
天鵝	백조	天鵝	백조	N	N
天鵝	백조	天鵝	백조	N	N
受損	손상된	受損	손상+되+ㄴ	V	V
音效	소리	音效	소리	N	N
染	염색	染	염색	N	N
實用	실무	實用	실무	N	N
實用	실용적	實用	실용+적	N	N
實用	실용	實用	실용	N	N
實用	유틸리티	實用	유틸리티	N	N
水星	수성은	水星	수성+은	N	N
水星	수성	水星	수성	N	N
心靈	마음	心靈	마음	N	N
遺跡	잔해	遺跡	잔+하+어	N	N
遺跡	폐허	遺跡	폐허	N	N
約會	데이트	約會	데이트	N	N
約會	연애	約會	연애	N	N
約會	데이트	約會	데이트	N	N
緊張	긴장감	緊張	긴장감	N	N
緊張	긴장	緊張	긴장	N	N
滿意	만족도	滿意	만족+도	N	N
囚犯	포로	囚犯	포로	N	N
囚犯	죄수	囚犯	죄수	N	N
底盤	섀시	底盤	섀시	N	N
影子	그림자	影子	그림자	N	N
影子	그림자	影子	그림자	N	N
緩慢	느린	緩慢	느리+ㄴ	ADJ	ADJ
緩慢	느리게	緩慢	느리+게	ADJ	ADJ
產量	수익	產量	수익	N	N
產量	생산	產量	생산	N	N
產量	제작	產量	제작	N	N
報章	신문	報章	신문	N	N
報章	신문	報章	신문	N	N
死神	죽음	死神	죽음	N	N
死神	사망	死神	사망	N	N
緊	타이트	緊	타이트		
廣義	일반화	廣義	일반화	N	N
摘要	추상화	摘要	추상화	N	N
摘要	추상	摘要	추상	N	N
讚	좋아한	讚	좋아하+ㄴ		
檢驗	테스트	檢驗	테스트	N	N
檢驗	검사	檢驗	검사	N	N
檢驗	시험	檢驗	시험	N	N
火災	화재	火災	화재	N	N
火災	불화	火災	불화	N	N
尺度	저울	尺度	저우+ㄹ	N	N
客人	참석자	客人	참석자	N	N
客人	참석자	客人	참석자	N	N
客人	손님들	客人	손님+들	N	N
精確	정확도	精確	정확도	N	N
精確	정밀도	精確	정밀+도	N	N
精確	정밀	精確	정밀	N	N
護理	간호	護理	간호	N	N
護理	케어	護理	케+어	N	N
鬥爭	투쟁	鬥爭	투쟁	N	N
檢測	탐지	檢測	탐지	N	N
檢測	감지	檢測	감+지	N	N
檢測	검출	檢測	검출	N	N
牛奶	우유	牛奶	우유	N	N
棕色	갈색	棕色	갈색	N	N
署長	관리자	署長	관리자	N	N
面具	마스크	面具	마스크	N	N
面具	마스크	面具	마스크	N	N
效能	효율성	效能	효율성	N	N
豪華	명품	豪華	명품	N	N
簽證	비자	簽證	비자	N	N
就業	고용	就業	고용	N	N
電動	전기	電動	전기	N	N
戀人	연인	戀人	연인	N	N
戀人	연인들	戀人	연인+들	N	N
指派	할당된	指派	할당+되+ㄴ	V	V
毒性	독성	毒性	독성	N	N
毒性	독성	毒性	독성	N	N
賭	베팅	賭	베팅	N	N
翅膀	날개	翅膀	날개	N	N
寬度	너비	寬度	너비	N	N
寬度	너비	寬度	너비	N	N
激素	호르몬	激素	호르몬	N	N
激素	호르몬	激素	호르몬	N	N
盟友	연합군	盟友	연합군	N	N
盟友	연합국	盟友	연합국	N	N
男生	소년	男生	소년	N	N
男生	소년들	男生	소년+들	N	N
男生	보이즈	男生	보이즈	N	N
鍵盤	키보드	鍵盤	키보드	N	N
鍵盤	키보드	鍵盤	키보드	N	N
奴隸	노예	奴隸	노예	N	N
奴隸	노예제	奴隸	노예제	N	N
休閒	레저	休閒	레저	N	N
犯人	포로	犯人	포로	N	N
犯人	죄수	犯人	죄수	N	N
服飾	의류	服飾	의류	N	N
服飾	옷장	服飾	옷장	N	N
服飾	복장	服飾	복장	N	N
恐懼	공포	恐懼	공포	N	N
恐懼	공포증	恐懼	공포증	N	N
數千	수천	數千	수천	NUM	NUM
徽章	위젯	徽章	위젯	N	N
徽章	명함	徽章	명함	N	N
徽章	위젯	徽章	위젯	N	N
暴動	폭동	暴動	폭동	N	N
暴動	폭동	暴動	폭동	N	N
瀏覽	둘러보기	瀏覽	둘러보+기	V	V
瀏覽	보기	瀏覽	보+기	V	V
瀏覽	보기	瀏覽	보+기	V	V
姊姊	여동생	姊姊	여동생	N	N
核	핵무기	核	핵무기	N	N
貸款	융자	貸款	융자	N	N
貸款	대출	貸款	대출	N	N
貸款	대출	貸款	대출	N	N
常規	일상	常規	일상	N	N
創業	시작	創業	시작	N	N
開心	행복	開心	행복	N	N
高潮	클라이맥스	高潮	클라이맥스	N	N
特工	요원	特工	요원	N	N
特工	대리인	特工	대리+이+ㄴ	N	N
汞	수성은	汞	수성+은	N	N
汞	수성	汞	수성	N	N
趨勢	추세	趨勢	추세	N	N
趨勢	경향	趨勢	경향	N	N
時光	시간	時光	시간	N	N
爛	썩어	爛	썩+어		
年紀	연령	年紀	연령	N	N
年紀	나이	年紀	나이	N	N
聊天	채팅	聊天	채팅	N	N
聊天	채팅	聊天	채팅	N	N
災難	재난	災難	재난	N	N
災難	재난	災難	재난	N	N
災難	재난	災難	재난	N	N
媒介	미디어	媒介	미디어	N	N
媒介	미디어	媒介	미디어	N	N
媒介	중간	媒介	중간	N	N
叔叔	삼촌	叔叔	삼촌	N	N
叔叔	아저씨	叔叔	아저씨	N	N
業界	업계	業界	업계	N	N
業界	산업	業界	산업	N	N
少校	전공	少校	전공	N	N
肺	폐지	肺	폐지	N	N
廣播	라디오방송	廣播	라디오방송	N	N
故鄉	출신지	故鄉	출신지	N	N
極端	익스트림	極端	익스트림		
極端	극한	極端	극한		
心理	심리학	心理	심리학	N	N
大氣	대기	大氣	대기	N	N
恨	증오	恨	증오	N	N
恨	혐오	恨	혐오	N	N
決鬥	결투	決鬥	결투	N	N
提取	풀기	提取	풀+기	V	V
善意	친선	善意	친선	N	N
革新	혁신	革新	혁신	N	N
革新	혁신	革新	혁신	N	N
傍晚	저녁	傍晚	저녁	N	N
格局	패턴	格局	패턴	N	N
格局	패턴	格局	패턴	N	N
字幕	자막	字幕	자막	N	N
字幕	부제	字幕	부제	N	N
幽靈	유령	幽靈	유령	N	N
渦輪	터보	渦輪	터보	N	N
眼鏡	안경	眼鏡	안경	N	N
版面	배치	版面	배치	N	N
濃度	농도	濃度	농도	N	N
濃度	농도	濃度	농도	N	N
漏	누출	漏	누출	N	N
中性	중립성	中性	중립성	N	N
中性	중성	中性	중성	N	N
中性	중립성	中性	중립성	N	N
天生	출생	天生	출생	N	N
天生	탄생	天生	탄생	N	N
流派	장르	流派	장르	N	N
流派	장르	流派	장르	N	N
語言	언어학	語言	언어학	N	N
石頭	석기	石頭	석기	N	N
魔力	마술	魔力	마술	N	N
魔力	마법	魔力	마법	N	N
飲料	음료	飲料	음료	N	N
飲料	음료수	飲料	음료수	N	N
飲料	음료	飲料	음료	N	N
飲料	음료수	飲料	음료수	N	N
名次	순위	名次	순위	N	N
幾何	기하학	幾何	기하학	N	N
幾何	기하학	幾何	기하학	N	N
曲線	커브	曲線	커브	N	N
條紋	줄무늬	條紋	줄무늬	N	N
海灘	해변	海灘	해변	N	N
海灘	해변	海灘	해변	N	N
馬匹	말들	馬匹	말+들	N	N
硬體	하드웨어	硬體	하드웨어	N	N
娃娃	인형	娃娃	인형	N	N
娃娃	인형	娃娃	인형	N	N
專注	집중하기	專注	집중+하+기	V	V
住戶	가구	住戶	가구	N	N
住戶	가구	住戶	가구	N	N
實習	인턴	實習	인턴	N	N
實習	인턴	實習	인턴	N	N
秋天	가을	秋天	가을	N	N
教科	교과서	教科	교과서	N	N
教科	교과서	教科	교과서	N	N
教科	교과서	教科	교과서	N	N
細菌	세균	細菌	세균	N	N
細菌	박테리아	細菌	박테리아	N	N
細菌	세균	細菌	세균	N	N
立體	스테레오	立體	스테레오	N	N
傾斜	기울기	傾斜	기울+기	V	V
傾斜	기울여	傾斜	기울이+어	V	V
人質	인질	人質	인질	N	N
人質	인질	人質	인질	N	N
稀有	희귀	稀有	희귀	N	N
炸	튀김	炸	튀김	N	N
上次	마지막	上次	마지막	N	N
信件	편지	信件	편지	N	N
信件	편지	信件	편지	N	N
信件	편지	信件	편지	N	N
信件	우편	信件	우편	N	N
近日	최근	近日	최근	N	N
主機	주최	主機	주최	N	N
主機	메인프레임	主機	메인프레임	N	N
主機	주최	主機	주최	N	N
主機	호스팅	主機	호스팅	N	N
主機	주최	主機	주최	N	N
蛋白質	단백질	蛋白質	단백질	N	N
蛋白質	단백질	蛋白質	단백질	N	N
罷工	파업	罷工	파업	N	N
罷工	파업	罷工	파업	N	N
屋頂	지붕	屋頂	지붕	N	N
陰謀	플롯	陰謀	플롯	N	N
夏日	여름	夏日	여름	N	N
白天	하루	白天	하루	N	N
糧食	음식	糧食	음식	N	N
糧食	식량	糧食	식량	N	N
糧食	식품	糧食	식품	N	N
糧食	곡식	糧食	곡식	N	N
強迫	충동	強迫	충동		
文法	문법	文法	문법	N	N
俘虜	포로	俘虜	포로	N	N
俘虜	포로	俘虜	포로	N	N
殭屍	좀비	殭屍	좀비		
護士	간호사	護士	간호사	N	N
護士	간호	護士	간호	N	N
立體	스테레오	立體	스테레오	N	N
海關	관세	海關	관세	N	N
海關	관습	海關	관습	N	N
裙	드레스	裙	드레스	N	N
菩薩	부처	菩薩	부처	N	N
菩薩	부처님	菩薩	부처+님	N	N
珊瑚	암초	珊瑚	암초	N	N
立方	정육면체	立方	정육+면체	N	N
爬	오르기	爬	오르+기	V	V
脂	지방	脂	지방	N	N
十字	십자가	十字	십자가	N	N
空白	간격	空白	간격	N	N
人道	인류	人道	인류	N	N
相鄰	인접한	相鄰	인접+하+ㄴ	V	V
監禁	감금	監禁	감금	N	N
票價	운임	票價	운임	N	N
票價	운임	票價	운임	N	N
管家	가정부	管家	가정부	N	N
水塘	저수지	水塘	저수+지	N	N
水塘	저수지	水塘	저수+지	N	N
音響	스테레오	音響	스테레오	N	N
太空	우주선	太空	우주선	N	N
決心	해결	決心	해결	N	N
罰	페널티	罰	페널티	N	N
個案	케이스	個案	케이스	N	N
個案	사례	個案	사례	N	N
官僚	관료제	官僚	관료제	N	N
官僚	관료	官僚	관료	N	N
官僚	관료	官僚	관료	N	N
暑假	여름	暑假	여름	N	N
炒	튀김	炒	튀김	N	N
燃油	연료	燃油	연료	N	N
仲裁	중재	仲裁	중재	N	N
胃	위장	胃	위장	N	N
姑娘	소녀	姑娘	소녀	N	N
模組	모듈	模組	모듈	N	N
洞穴	동굴	洞穴	동굴	N	N
洞穴	동굴	洞穴	동굴	N	N
游泳	수영장	游泳	수영장	N	N
權威	권위	權威	권위	N	N
樣本	표본	樣本	표본	N	N
樣本	샘플링	樣本	샘플링	N	N
樣本	샘플	樣本	샘플	N	N
樣本	샘플	樣本	샘플	N	N
住房	주택	住房	주택	N	N
住房	숙소	住房	숙소	N	N
惡意	악성	惡意	악성	N	N
惡意	악의	惡意	악+의	N	N
渠道	채널	渠道	채널	N	N
旅館	호텔	旅館	호텔	N	N
旅館	호텔	旅館	호텔	N	N
動物	동물원	動物	동물원	N	N
動物	동물원	動物	동물원	N	N
本質	본질	本質	본질	N	N
也	아마도	也	아마도	ADV	ADV
也	아마	也	아마	ADV	ADV
村	마을	村	마을	N	N
村	마을	村	마을	N	N
節日	축제	節日	축제	N	N
節日	축제	節日	축제	N	N
節日	휴일	節日	휴일	N	N
節日	명절	節日	명절	N	N
節日	연휴	節日	연휴	N	N
節日	휴가	節日	휴가	N	N
節日	공휴일	節日	공휴+이+ㄹ	N	N
節日	휴일	節日	휴일	N	N
節日	연휴	節日	연휴	N	N
節日	공휴일	節日	공휴+이+ㄹ	N	N
節日	명절	節日	명절	N	N
共產	공산주의자	共產	공산주의자	N	N
共產	공산주의	共產	공산주의	N	N
瓷	도자기	瓷	도자기	N	N
心跳	박동	心跳	박동	N	N
史前	선사시대	史前	선사시대	N	N
禮物	선물	禮物	선물	N	N
禮物	선물	禮物	선물	N	N
里程	이정표	里程	이정표	N	N
工藝	공예	工藝	공예	N	N
工藝	공예	工藝	공예	N	N
商用	상용	商用	상용	N	N
商用	상업용	商用	상업용	N	N
商用	상업	商用	상업	N	N
先驅	개척자	先驅	개척자	N	N
先驅	선구자	先驅	선구자	N	N
先知	예언자	先知	예언자	N	N
產物	제품	產物	제품	N	N
法學	법학	法學	법학	N	N
美容	미녀	美容	미녀	N	N
美容	미용	美容	미용	N	N
美容	미모	美容	미모	N	N
年表	연대기	年表	연대기	N	N
配件	악세사리	配件	악세사리	N	N
配件	악세사리	配件	악세사리	N	N
寒冷	춥다	寒冷	춥+다	ADJ	ADJ
寒冷	차가운	寒冷	차갑+ㄴ	ADJ	ADJ
數學	수학자	數學	수학자	N	N
靴	부트	靴	부트	N	N
靴	부츠	靴	부츠	N	N
靴	부팅	靴	부팅	N	N
靴	장화	靴	장화	N	N
靴	부츠	靴	부츠	N	N
手冊	메뉴얼	手冊	메뉴얼	N	N
手冊	설명서	手冊	설명서	N	N
手冊	수동	手冊	수동	N	N
手冊	설명서	手冊	설명서	N	N
手冊	매뉴얼	手冊	매뉴얼	N	N
整數	정수형	整數	정수형	N	N
濫用	남용	濫用	남용	N	N
濫用	악용	濫用	악용	N	N
濫用	학대	濫用	학대	N	N
濫用	남용	濫用	남용	N	N
濫用	악용	濫用	악용	N	N
汁	주스	汁	주스	N	N
汁	쥬스	汁	쥬스	N	N
小吃	스낵	小吃	스낵	N	N
小吃	간식	小吃	간식	N	N
小吃	스낵	小吃	스낵	N	N
小吃	간식	小吃	간식	N	N
地理	지리학	地理	지리학	N	N
地理	지리	地理	지리	N	N
夾	클립	夾	클립	N	N
貨車	트럭	貨車	트럭	N	N
熱情	열정	熱情	열정	N	N
熱情	열정	熱情	열정	N	N
境界	왕국	境界	왕국	N	N
天天	일상	天天	일상	N	N
噪音	소음	噪音	소음	N	N
噪音	소음	噪音	소음	N	N
尿	오줌	尿	오줌	N	N
尿	오줌	尿	오줌	N	N
尿	오줌	尿	오줌	N	N
電源	전력	電源	전력	N	N
電源	권력	電源	권력	N	N
學員	연수생	學員	연수생	N	N
矮星	난쟁이	矮星	난쟁+이	N	N
構想	개념	構想	개념	N	N
帳戶	계좌	帳戶	계좌	N	N
帳戶	계정	帳戶	계정	N	N
公國	공국	公國	공국	N	N
公國	공국	公國	공국	N	N
靈感	영감	靈感	영감	N	N
靈感	영감	靈感	영감	N	N
靈感	영감을	靈感	영감+을	N	N
哲學	철학자	哲學	철학자	N	N
哲學	철학자들	哲學	철학자+들	N	N
哲學	철학자	哲學	철학자	N	N
哲學	철학	哲學	철학	N	N
財政	재무부	財政	재무부	N	N
制裁	제재	制裁	제재	N	N
制裁	제재	制裁	제재	N	N
刺客	암살	刺客	암살	N	N
刺客	암살자	刺客	암살자	N	N
刺客	암살자	刺客	암살자	N	N
刺客	암살	刺客	암살	N	N
手稿	사본	手稿	사본	N	N
櫻井	사쿠라이	櫻井	사쿠라이		
外面	바깥	外面	바깥	N	N
替換	바꾸기	替換	바꾸+기	V	V
精密	정교	精密	정교	N	N
精密	정밀도	精密	정밀+도	N	N
精密	정밀	精密	정밀	N	N
輕鬆	쉬운	輕鬆	쉽+ㄴ	ADJ	ADJ
輕鬆	쉬워	輕鬆	쉽+어	ADJ	ADJ
輕鬆	아쉬운	輕鬆	아쉽+ㄴ	ADJ	ADJ
友情	우정	友情	우정	N	N
友情	우정	友情	우정	N	N
引述	인용된	引述	인용+되+ㄴ	V	V
引述	따옴표	引述	따옴표	V	V
引述	따옴표	引述	따옴표	V	V
反正	어쨌거나	反正	어찌하+었+거나		
繼承	상속인	繼承	상속+이+ㄴ	V	V
繼承	상속인	繼承	상속+이+ㄴ	V	V
導航	탐색	導航	탐색	N	N
導航	탐색기	導航	탐색기	N	N
導航	탐색	導航	탐색	N	N
鵰	독수리	鵰	독수리	N	N
吞	삼킬	吞	삼키+ㄹ		
冶金	금속공학	冶金	금속공학	N	N
冶金	금속	冶金	금속	N	N
代數	대수	代數	대수	N	N
代數	대수적	代數	대수+적	N	N
代數	대수	代數	대수	N	N
代數	대수학	代數	대수학	N	N
偶爾	가끔	偶爾	가끔	ADV	ADV
偶爾	때때로	偶爾	때때로	ADV	ADV
部族	부족	部族	부족	N	N
氣氛	대기	氣氛	대기	N	N
糧	곡식	糧	곡식	N	N
姿態	몸짓	姿態	몸짓	N	N
姿態	제스처	姿態	제스처	N	N
姿態	자세	姿態	자세	N	N
財富	재산	財富	재산	N	N
分泌	분비	分泌	분비	N	N
廢物	낭비	廢物	낭비	N	N
廢物	폐기물	廢物	폐기물	N	N
廢物	폐기물	廢物	폐기물	N	N
大乘	대승불교	大乘	대승불교	N	N
度量	지표	度量	지표	N	N
度量	측정	度量	측정	N	N
度量	측정	度量	측정	N	N
氦	헬륨	氦	헬륨	N	N
畜牧	가축	畜牧	가축	N	N
鯨魚	고래	鯨魚	고래	N	N
鯨魚	고래	鯨魚	고래	N	N
處	기질	處	기질	N	N
海事	해병대	海事	해병대	N	N
結尾	종료	結尾	종료	N	N
胸部	흉부	胸部	흉부	N	N
胸部	가슴이	胸部	가슴+이	N	N
胸部	가슴	胸部	가슴	N	N
胸部	유방	胸部	유방	N	N
胸部	가슴	胸部	가슴	N	N
左側	좌파	左側	좌파	N	N
業	소유자	業	소유자	N	N
業	소유자	業	소유자	N	N
喜好	환경설정	喜好	환경+설정	N	N
纖維	섬유	纖維	섬유	N	N
海港	항구	海港	항구	N	N
海港	항구	海港	항구	N	N
