serena	serena	serna	serena	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
pozvání	inbjudan	pozvání	inbjuda	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
veronika	veronika	veronika	veronik	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyrobeny	tillverkade	vyrobený	tillverkad	ADJ;INAN;PL;POS;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
vyrobeny	tillverkade	vyrobený	tillverkad	ADJ;INAN;PL;POS;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
vyrobeny	gjorda	vyrobený	göra	ADJ;INAN;PL;POS;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
dolina	dolina	dolina	dolin	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
popření	nekande	popření	nekande	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
popření	förnekelse	popření	förnekelse	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
výroční	årlig	výroční	årlig	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
výroční	årligt	výroční	årligt	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
prodává	säljer	prodávat	sälja	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
psáno	skrivet	psaný	skriva	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
psáno	skrivit	psaný	skriva	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
psáno	skriftligt	psaný	skriftlig	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
xml	xml	xml	xml	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
url	url	url	url	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
url	webbadress	url	webbadress	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
okolnosti	omständigheterna	okolnost	omständighet	N;NOM;FEM;PL;POS	N;NOM;DEF;MASC+FEM;PL
okolnosti	omständigheter	okolnost	omständighet	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
okolnosti	omständigheterna	okolnost	omständighet	N;NOM;FEM;PL;POS	N;NOM;DEF;MASC+FEM;PL
okolnosti	omständigheter	okolnost	omständighet	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
liška	räven	liška	räv	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
liška	räv	liška	räv	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
peří	fjäderdräkt	peří	fjäderdräkt	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
peří	fjäder	peří	fjäda	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
pocity	förnimmelser	pocit	förnimmelse	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
pocity	känslor	pocit	känsla	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
sopka	vulkan	sopka	vulkan	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
potraviny	matvaror	potravina	matvaror	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
potraviny	matvaror	potravina	matvaror	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
kult	kult	kult	kult	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
kult	sekt	kult	sek	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
kůry	bark	kůra	bark	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
kůry	barken	kůra	bark	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
kovové	metalliska	kovový	metallisk	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
trubka	pipe	trubka	pipe	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
trubka	rör	trubka	röra	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
trubka	pipa	trubka	pipa	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
trubka	rör	trubka	röra	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
trubka	tub	trubka	tub	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
trubka	trumpet	trubka	trump	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
reklama	reklam	reklama	reklam	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
reklama	annonsering	reklama	annonsering	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
reklama	annons	reklama	annon	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
reklama	reklam	reklama	reklam	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
reklama	annonsering	reklama	annonsering	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
matematika	matte	matematika	matte	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
matematika	matematik	matematika	matematik	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
matematika	matematik	matematika	matematik	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
matematika	matte	matematika	matte	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
matematika	matematik	matematika	matematik	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
návod	manual	návod	manual	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
návod	handbok	návod	handbok	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
pohyby	rörelser	pohyb	rörelse	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
pohyby	rörelser	pohyb	rörelse	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
pohyby	förflyttningar	pohyb	förflyttning	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
poškozen	skadat	poškozený	skada	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
poškozen	skadad	poškozený	skada	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
poškozen	korrupt	poškozený	korrupt	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
poškozen	korrumperad	poškozený	korrumperad	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
poškozen	förstörd	poškozený	förstöra	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
true	sanna	true	sanna	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
true	sant	true	sant	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
true	true	true	true	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
oddělené	åtskilda	oddělený	åtskilja	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;PL;PST;V.PTCP
oddělené	separerade	oddělený	separera	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;PL;PST;V.PTCP
oddělené	avskilda	oddělený	avskild	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;PL;PST;V.PTCP
oddělené	separata	oddělený	separat	ADJ;NOM;NEUT;PL;POS	ADJ;NOM;PL
vyhláška	stadga	vyhláška	stadga	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyhláška	förordning	vyhláška	förordning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyhláška	föreskrift	vyhláška	föreskrift	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyhláška	dekret	vyhláška	dekr	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
neštěstí	otur	neštěstí	otur	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
neštěstí	olycka	neštěstí	olycka	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
neštěstí	katastrof	neštěstí	katastrof	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
neštěstí	katastrofen	neštěstí	katastrofen	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
loví	jagar	lovit	jaga	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
velvyslanectví	ambassad	velvyslanectví	ambassad	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
velvyslanectví	ambassaden	velvyslanectví	ambassad	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
ovlivnit	påverkar	ovlivnit	påverka	V;PFV;POS;NFIN	V;IND;PRS;FIN;ACT
ovlivnit	påverka	ovlivnit	påverka	V;PFV;POS;NFIN	V;IMP;FIN;ACT
ovlivnit	påverka	ovlivnit	påverka	V;PFV;POS;NFIN	V;IMP;FIN;ACT
svobodná	enda	svobodný	enda	ADJ;NOM;FEM;SG;POS	ADJ;NOM
svobodná	ensamstående	svobodný	ensamstående	ADJ;NOM;FEM;SG;POS	ADJ;NOM
svobodná	enstaka	svobodný	enstaka	ADJ;NOM;FEM;SG;POS	ADJ;NOM
kovy	metaller	kov	metall	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
sinclair	sinclair	sinclair	sincla	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
zobrazí	visar	zobrazit	visa	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
architektonické	arkitektoniska	architektonický	arkitektonisk	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
inteligentní	intelligent	inteligentní	intelligent	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
tyčinky	pinnar	tyčinka	pinnar	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
tyčinky	käppar	tyčinka	käpp	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
zimy	vintrar	zima	vintra	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
rozložení	fördelning	rozložení	fördelning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
rozložení	distribution	rozložení	distribution	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
rozložení	layout	rozložení	layout	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
finance	finanser	finance	finans	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
finance	finanser	finance	finans	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
finance	finanserna	finance	finans	N;NOM;FEM;PL;POS	N;NOM;DEF;MASC+FEM;PL
finance	finanser	finance	finans	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
norma	norm	norma	norm	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
norma	standarden	norma	standard	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
norma	standard	norma	standard	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
příkazy	kommandon	příkaz	kommandon	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
příkazy	beställningar	příkaz	beställning	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
napsali	skrev	napsat	skriva	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;IMP;PST;FIN;ACT
opakované	repetitiva	opakovaný	repetitiv	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
čluny	båtar	člun	båta	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
čluny	pråmar	člun	pråma	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
zpíval	sjöng	zpívat	sjöng	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IMP;FIN;ACT
zpíval	sjungit	zpívat	sjunga	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.CVB;ACT
dovnitř	inomhus	dovnitř	inomhus	ADV	ADV
dovnitř	inne	dovnitř	inne	ADV	ADV
pravdy	sanningar	pravda	sanning	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
soukromí	sekretess	soukromí	sekretess	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
soukromí	privatliv	soukromí	privatliv	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
soukromí	integritet	soukromí	integritet	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
soukromí	avskildhet	soukromí	avskildhet	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
podlaží	våningen	podlaží	våning	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
podlaží	våning	podlaží	våning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
podlaží	golv	podlaží	golv	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
podlaží	golvet	podlaží	golv	N;NOM;NEUT;SG;POS	N;NOM;DEF;NEUT;SG
luk	båge	louka	båge	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
luk	bog	louka	bog	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
vzory	modeller	vzor	modell	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
vzory	modellerna	vzor	modell	N;INAN;NOM;MASC;PL;POS	N;NOM;DEF;MASC+FEM;PL
vzory	förlagor	vzor	förlaga	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
vzory	konstruktioner	vzor	konstruktion	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
podpořit	stötta	podpořit	stötta	V;PFV;POS;NFIN	V;NFIN;ACT
podpořit	stödja	podpořit	stödja	V;PFV;POS;NFIN	V;IMP;FIN;ACT
olympic	olympic	olympic	olympic	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
zraněn	skadad	zraněný	skada	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zraněn	sårad	zraněný	såra	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zraněn	skadad	zraněný	skada	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
volná	gratis	volný	gratis	ADJ;NOM;FEM;SG;POS	ADJ;NOM
volná	fri	volný	fri	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
volná	ledig	volný	ledig	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
temné	mörka	temný	mörka	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
řádek	line	řádek	line	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
řádek	linje	řádek	linje	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
řádek	rad	řádek	rad	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
řádek	raden	řádek	rad	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
řádek	rad	řádek	rad	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
řádek	row	řádek	row	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
pokorný	ödmjuk	pokorný	ödmjuk	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
studuje	studerar	studovat	studera	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
posun	shift	posun	shift	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
potvrzeno	bekräftad	potvrzený	bekräftad	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
potvrzeno	bekräftat	potvrzený	bekräftad	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
slabé	svaga	slabý	svag	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
tmavé	mörkt	tmavý	mörk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
tmavé	mörk	tmavý	mörk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
sedmý	sjunde	sedmý	sju	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM
rajón	torv	rajón	torv	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
obdobné	likartade	obdobný	likartad	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
obdobné	liknande	obdobný	liknande	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PRS;V.PTCP
zvýšené	ökad	zvýšený	öka	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zvýšené	ökat	zvýšený	öka	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zvýšené	förhöjt	zvýšený	förhöja	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zvýšené	upphöjd	zvýšený	upphöjd	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zvýšené	förhöjt	zvýšený	förhöja	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zvýšené	förhöjd	zvýšený	förhöjd	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pokrok	progress	pokrok	progress	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
pokrok	förlopp	pokrok	förlopp	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
plavby	kryssningar	plavba	kryssning	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
ověření	autentisering	ověření	autentisering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
ověření	verifiering	ověření	verifiering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
ověření	validering	ověření	validering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
ověření	verifiering	ověření	verifiering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
ověření	verifikation	ověření	verifikation	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
vzestup	uppstigning	vzestup	uppstigning	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
vzestup	upphov	vzestup	upphov	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
provedeno	avklarat	provedený	avklara	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
provedeno	färdig	provedený	färdig	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
náhodně	slumpmässigt	náhodně	slumpmässig	ADV;POS	ADV
náhodně	slumpmässigt	náhodně	slumpmässig	ADV;POS	ADV
náhodně	oavsiktligt	náhodně	oavsiktlig	ADV;POS	ADV
oslavy	högtider	oslava	högtid	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
oslavy	festligheter	oslava	festlighet	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
zrychlení	acceleration	zrychlení	acceleration	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
útočiště	tillflyktsort	útočiště	tillflyktsort	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
útočiště	fristad	útočiště	fristad	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
útočiště	helgedom	útočiště	helgedom	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
útočiště	tillflykt	útočiště	tillflykt	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
útočiště	tillflyktsort	útočiště	tillflyktsort	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
útočiště	fristad	útočiště	fristad	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
čekat	väntar	čekat	vänta	V;IPFV;POS;NFIN	V;IND;PRS;FIN;ACT
organismy	organismer	organismus	organism	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
leonardo	leonardo	leonardo	leonardo	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
váže	binder	vázat	binda	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
začleňování	integrering	začleňování	integrering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
začleňování	inkludering	začleňování	inkludering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
začleňování	integration	začleňování	integration	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
mor	pest	mor	pest	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
mor	pesten	mor	pest	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
mor	pest	mor	pest	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
jedině	bara	jedině	bara	ADV;POS	ADV
jedině	enbart	jedině	enbart	ADV;POS	ADV
jedině	endast	jedině	endast	ADV;POS	ADV
přírodovědec	naturforskare	přírodovědec	naturforskare	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
obrat	helomvändning	obrat	helomvändning	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
obrat	omsättningen	obrat	omsättning	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
obrat	omsättning	obrat	omsättning	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
doklady	handlingar	doklad	handling	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
doklady	tidningar	doklad	tidning	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
atlantis	atlantis	atlantis	atlantis	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
zásahy	interventioner	zásah	intervention	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
zásahy	ingripanden	zásah	ingripande	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
zásahy	interventioner	zásah	intervention	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
plošiny	plattformar	plošin	plattform	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
sestavy	församlingar	sestava	församling	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
sestavy	rutiner	sestava	rutin	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
mlýny	fabriker	mlýn	fabrik	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
nejdéle	längst	dlouho	länge	ADV;RL;POS	ADV;RL
partner	kompanjon	partner	kompanjon	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
partner	partner	partner	partner	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
konkurenční	konkurrenskraftigt	konkurenční	konkurrenskraftig	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
konkurenční	konkurrenskraftig	konkurenční	konkurrenskraftig	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
konkurenční	konkurrerande	konkurenční	konkurrerande	ADJ;NOM;MASC;SG;POS	ADJ;NOM;PRS;V.PTCP
transformace	omvandling	transformace	omvandling	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
transformace	förvandling	transformace	förvandling	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
profesionál	professionell	profesionál	professionell	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
odpověděl	svarade	odpovědět	svara	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
odpověděl	svarade	odpovědět	svara	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
odpověděl	svarade	odpovědět	svara	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
zpravodaj	nyhetsbrevet	zpravodaj	nyhetsbrev	N;ANIM;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
zpravodaj	nyhetsbrev	zpravodaj	nyhetsbrev	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
zpravodaj	bulletin	zpravodaj	bulletin	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
zpravodaj	rapportör	zpravodaj	rapportör	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
přeložen	förflyttad	přeložený	förflyttad	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
přeložen	överfört	přeložený	överföra	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
přeložen	överförd	přeložený	överförd	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sdělení	kommunikation	sdělení	kommunikation	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
sdělení	meddelande	sdělení	meddelande	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
sdělení	kommunikation	sdělení	kommunikation	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
pruh	stripe	pruh	stripe	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
piloti	piloter	pilot	pilot	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
deutscher	deutscher	deutscher	deutscher	N;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
muhammad	muhammad	muhammad	muhammad	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
hop	hop	hop	hop	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
superpohár	supercup	superpohár	supercup	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
konfederace	konfederationen	konfederace	konfederation	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
