com	مع	com	مَعَ	ADP	ADP;ACC
saída	المخرج	saída	مُخرِج	N;FEM;SG	N;NOM;DEF;SG
saída	مخرج	saída	مَخرَج	N;FEM;SG	N;NOM;INDF;SG
duração	مدة	duração	مُدَّة	N;FEM;SG	N;NOM;INDF;SG
duração	المدة	duração	مُدَّة	N;FEM;SG	N;NOM;DEF;SG
parceria	الشراكة	parceria	شِرَاكَة	N;FEM;SG	N;NOM;DEF;SG
parceria	شراكة	parceria	شِرَاكَة	N;FEM;SG	N;NOM;INDF;SG
assumiu	افترضت	assumir	اِفتَرَض	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
navios	السفن	navio	سَفِينَة	N;MASC;PL	N;NOM;DEF;PL
animal	الحيوان	animal	حَيَان	N;MASC;SG	N;NOM;DEF;SG
animal	حيوان	animal	حيوان	N;MASC;SG	N;NOM;INDF;SG
diferença	الفرق	diferença	فِرقَة	N;FEM;SG	N;NOM;DEF;SG
diferença	اختلاف	diferença	اِختِلَاف	N;FEM;SG	N;NOM;INDF;SG
diferença	الاختلاف	diferença	اِختِلَاف	N;FEM;SG	N;NOM;DEF;SG
aqueles	هؤلاء	aquele	هٰذَا	DET;MASC;PL	DET;NOM;MASC;PL
profissionais	محترفين	profissional	مُحتَرِف	N;MASC;PL	N;NOM;INDF;PL
profissionais	محترفون	profissional	مُحتَرَف	N;MASC;PL	N;NOM;INDF;PL
encontro	اجتماع	encontro	اِجتِمَاع	N;MASC;SG	N;NOM;INDF;SG
encontro	لقاء	encontro	لِقَاء	N;MASC;SG	N;NOM;INDF;SG
encontro	الاجتماع	encontro	اِجتِمَاع	N;MASC;SG	N;NOM;DEF;SG
encontro	الجلسة	encontro	جَلسَة	N;MASC;SG	N;NOM;DEF;SG
encontro	لقاء	encontro	لِقَاء	N;MASC;SG	N;NOM;INDF;SG
permaneceu	بقيت	permanecer	بَقِي	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
coronel	عقيد	coronel	عَقِيد	N;MASC;SG	N;NOM;INDF;SG
coronel	العقيد	coronel	عَقِيد	N;MASC;SG	N;NOM;DEF;SG
velha	قديمة	velho	قَدِيم	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
velha	قديم	velho	قَدِيم	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
velha	القديم	velho	قَدِيم	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
estudou	درست	estudar	دَرَس	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
galáxia	مجرة	galáxia	مِجرَة	N;FEM;SG	N;NOM;INDF;SG
galáxia	المجرة	galáxia	مَجرَة	N;FEM;SG	N;NOM;DEF;SG
dança	الرقص	dança	رَقص	N;FEM;SG	N;NOM;DEF;SG
dança	رقص	dança	رَقص	N;FEM;SG	N;NOM;INDF;SG
dança	رقصة	dança	رَقصَة	N;FEM;SG	N;NOM;INDF;SG
dança	الرقص	dança	رَقص	N;FEM;SG	N;NOM;DEF;SG
dança	رقص	dança	رَقص	N;FEM;SG	N;NOM;INDF;SG
deixando	يغادر	deixar	غَادَر	V;V.MSDR	V;IPFV;MASC;IND;SG;3;FIN;ACT
completa	كامل	completo	كَامِل	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
completa	كاملة	completo	كَامِل	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
movimentos	حركات	movimento	حَرَكَة	N;MASC;PL	N;NOM;INDF;PL
movimentos	التحركات	movimento	تَحَرُّك	N;MASC;PL	N;NOM;DEF;PL
movimentos	الحركات	movimento	حَرَكَة	N;MASC;PL	N;NOM;DEF;PL
movimentos	الحركات	movimento	حَرَكَة	N;MASC;PL	N;NOM;DEF;PL
movimentos	التحركات	movimento	تَحَرُّك	N;MASC;PL	N;NOM;DEF;PL
movimentos	الحركات	movimento	حَرَكَة	N;MASC;PL	N;NOM;DEF;PL
sinal	الاشارة	sinal	إِشَارَة	N;MASC;SG	N;NOM;DEF;SG
sinal	اشارة	sinal	إِشَارَة	N;MASC;SG	N;NOM;INDF;SG
sinal	علامة	sinal	عَلَامَة	N;MASC;SG	N;NOM;INDF;SG
sinal	اشارة	sinal	إِشَارَة	N;MASC;SG	N;NOM;INDF;SG
sinal	التوقيع	sinal	تَوقِيع	N;MASC;SG	N;NOM;DEF;SG
league	الدوري	leagar	دَورِيّ	N;MASC;SG	N;NOM;DEF;SG
reforma	الاصلاح	reforma	إِصلَاح	N;FEM;SG	N;NOM;DEF;SG
reforma	تقاعد	reforma	تَقَاعُد	N;FEM;SG	N;NOM;INDF;SG
reforma	التقاعد	reforma	تَقَاعُد	N;FEM;SG	N;NOM;DEF;SG
reforma	اصلاح	reforma	إِصلَاح	N;FEM;SG	N;NOM;INDF;SG
reforma	الاصلاح	reforma	إِصلَاح	N;FEM;SG	N;NOM;DEF;SG
voltar	عاد	voltar	عَاد	V;NFIN	V;PFV;MASC;SG;3;ACT
voltar	ارجع	voltar	أَرجَع	V;NFIN	V;PFV;MASC;SG;3;ACT
voltar	ظهر	voltar	ظَهَر	V;NFIN	V;PFV;MASC;SG;3;ACT
solução	حل	solução	حَلّ	N;FEM;SG	N;NOM;INDF;SG
solução	الحل	solução	حَلّ	N;FEM;SG	N;NOM;DEF;SG
processos	عمليات	processo	عَمَلِيَّة	N;MASC;PL	N;NOM;INDF;PL
processos	الحالات	processo	حَالَة	N;MASC;PL	N;NOM;DEF;PL
processos	حالات	processo	حَالَة	N;MASC;PL	N;NOM;INDF;PL
processos	القضايا	processo	قَضِيَّة	N;MASC;PL	N;NOM;DEF;PL
processos	قضايا	processo	قَضِيَّة	N;MASC;PL	N;NOM;INDF;PL
instrumento	صك	instrumento	صَكّ	N;MASC;SG	N;NOM;INDF;SG
instrumento	الصك	instrumento	صَكّ	N;MASC;SG	N;NOM;DEF;SG
inferior	اقل	inferior	أَقَلّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
contato	للاتصال	contato	للاتصال	N;MASC;SG	N;NOM;DEF;SG
contato	اتصال	contato	اِتِّصَال	N;MASC;SG	N;NOM;INDF;SG
contato	الاتصال	contato	اِتِّصَال	N;MASC;SG	N;NOM;DEF;SG
contato	التواصل	contato	تَوَاصُل	N;MASC;SG	N;NOM;DEF;SG
escolha	الاختيار	escolha	اِختِيَار	N;FEM;SG	N;NOM;DEF;SG
escolha	اختيار	escolha	اِختِيَار	N;FEM;SG	N;NOM;INDF;SG
escolha	خيار	escolha	خِيَار	N;FEM;SG	N;NOM;INDF;SG
escolha	اختيار	escolha	اِختِيَار	N;FEM;SG	N;NOM;INDF;SG
escolha	الاختيار	escolha	اِختِيَار	N;FEM;SG	N;NOM;DEF;SG
escolha	الخيار	escolha	خِيَار	N;FEM;SG	N;NOM;DEF;SG
críticas	مراجعات	crítica	مُرَاجَعَة	N;FEM;PL	N;NOM;INDF;PL
críticas	المراجعات	crítica	مُرَاجِعَة	N;FEM;PL	N;NOM;DEF;PL
críticas	الاستعراضات	crítica	اِستِعرَاض	N;FEM;PL	N;NOM;DEF;PL
críticas	انتقادات	crítica	اِنتِقَاد	N;FEM;PL	N;NOM;INDF;PL
críticas	الانتقادات	crítica	اِنتِقَاد	N;FEM;PL	N;NOM;DEF;PL
críticas	انتقادات	crítica	اِنتِقَاد	N;FEM;PL	N;NOM;INDF;PL
críticas	الانتقادات	crítica	اِنتِقَاد	N;FEM;PL	N;NOM;DEF;PL
setor	قطاع	setor	قِطَاع	N;MASC;SG	N;NOM;INDF;SG
setor	القطاع	setor	قِطَاع	N;MASC;SG	N;NOM;DEF;SG
trono	العرش	trono	عَرش	N;MASC;SG	N;NOM;DEF;SG
queda	سقوط	queda	سُقُوط	N;FEM;SG	N;NOM;INDF;SG
queda	السقوط	queda	سُقُوط	N;FEM;SG	N;NOM;DEF;SG
queda	الخريف	queda	خَرِيف	N;FEM;SG	N;NOM;DEF;SG
crise	الازمة	crise	أَزمَة	N;FEM;SG	N;NOM;DEF;SG
crise	ازمة	crise	أَزمَة	N;FEM;SG	N;NOM;INDF;SG
obter	احصل	obter	احصل	V;NFIN	V;MASC;IMP;SG
obter	احضر	obter	اِحضَرّ	V;NFIN	V;PFV;MASC;SG;3;ACT
levar	اخذ	levar	أَخذ	V;NFIN	V;PFV;MASC;SG;3;ACT
royal	الملكي	royal	مَلَكِيّ	N;MASC;SG	N;NOM;DEF;SG
encontrado	وجد	encontrar	وَجَد	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
encontrado	خلصت	encontrar	خَلَّص	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
encontrado	وجدت	encontrar	وَجَد	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
encontrado	واجهت	encontrar	وَاجَه	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
quinto	خامس	quinto	خَامِس	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
quinto	الخامس	quinto	خَامِس	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
quinto	الخامسة	quinto	خَامِس	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
hall	القاعة	hall	قَاعَة	N;MASC;SG	N;NOM;DEF;SG
hall	قاعة	hall	قَاعَة	N;MASC;SG	N;NOM;INDF;SG
hall	صالة	hall	صَالَة	N;MASC;SG	N;NOM;INDF;SG
record	تسجيل	record	تَسجِيل	N;FEM;SG	N;NOM;INDF;SG
record	السجل	record	سِجِلّ	N;FEM;SG	N;NOM;DEF;SG
biografia	سيرة	biografia	سِيرَة	N;FEM;SG	N;NOM;INDF;SG
apagar	يحذف	apagar	حَذَف	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
apagar	احذف	apagar	أَحذَف	V;NFIN	V;PFV;MASC;SG;3;ACT
apagar	تحذف	apagar	حَذَف	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
apagar	حذف	apagar	حَذف	V;NFIN	V;PFV;MASC;SG;3;ACT
núcleo	النواة	núcleo	نَوَاة	N;MASC;SG	N;NOM;DEF;SG
núcleo	الصميم	núcleo	صَمِيم	N;MASC;SG	N;NOM;DEF;SG
núcleo	النواة	núcleo	نَوَاة	N;MASC;SG	N;NOM;DEF;SG
núcleo	نواة	núcleo	نَوَاة	N;MASC;SG	N;NOM;INDF;SG
núcleo	النواة	núcleo	نَوَاة	N;MASC;SG	N;NOM;DEF;SG
núcleo	نواة	núcleo	نَوَاة	N;MASC;SG	N;NOM;INDF;SG
grécia	اليونان	grécia	يُونَان	N;FEM;SG	N;NOM;DEF;SG
espanhola	الاسبانية	espanhola	إِسبَانِيَّة	N;FEM;SG	N;NOM;DEF;SG
fazenda	المزرعة	fazenda	مَزرَعَة	N;FEM;SG	N;NOM;DEF;SG
fazenda	مزرعة	fazenda	مَزرَعَة	N;FEM;SG	N;NOM;INDF;SG
band	فرقة	band	فِرقَة	N;MASC;SG	N;NOM;INDF;SG
band	الفرقة	band	فِرقَة	N;MASC;SG	N;NOM;DEF;SG
dólares	الدولارات	dólar	دُولَار	N;MASC;PL	N;NOM;DEF;PL
dólares	دولارات	dólar	دُولَار	N;MASC;PL	N;NOM;INDF;PL
ato	التصرف	ato	تَصَرُّف	N;MASC;SG	N;NOM;DEF;SG
ato	الفعل	ato	فِعل	N;MASC;SG	N;NOM;DEF;SG
ato	التمثيل	ato	تَمثِيل	N;MASC;SG	N;NOM;DEF;SG
serviu	خدمت	servir	خَدَم	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
championship	البطولة	championship	بُطُولَة	N;MASC;SG	N;NOM;DEF;SG
championship	بطولة	championship	بُطُولَة	N;MASC;SG	N;NOM;INDF;SG
resistência	مقاومة	resistência	مُقَاوَمَة	N;FEM;SG	N;NOM;INDF;SG
resistência	المقاومة	resistência	مُقَاوَمَة	N;FEM;SG	N;NOM;DEF;SG
acidente	حادث	acidente	حَادِث	N;MASC;SG	N;NOM;INDF;SG
acidente	الحادث	acidente	حَادِث	N;MASC;SG	N;NOM;DEF;SG
acidente	حادثة	acidente	حَادِث	N;MASC;SG	N;NOM;INDF;SG
acidente	تحطم	acidente	تَحَطُّم	N;MASC;SG	N;NOM;INDF;SG
debate	مناقشة	debate	مُنَاقَشَة	N;MASC;SG	N;NOM;INDF;SG
debate	المناظرة	debate	مُنَاظَرَة	N;MASC;SG	N;NOM;DEF;SG
debate	نقاش	debate	نِقَاش	N;MASC;SG	N;NOM;INDF;SG
debate	المناقشة	debate	مُنَاقَشَة	N;MASC;SG	N;NOM;DEF;SG
indivíduos	افراد	indivíduo	فَرد	N;MASC;PL	N;NOM;INDF;PL
indivíduos	الافراد	indivíduo	فَرد	N;MASC;PL	N;NOM;DEF;PL
conclusão	الاكتمال	conclusão	اِكتِمَال	N;FEM;SG	N;NOM;DEF;SG
conclusão	الانجاز	conclusão	إِنجَاز	N;FEM;SG	N;NOM;DEF;SG
conclusão	اكمال	conclusão	إِكمَال	N;FEM;SG	N;NOM;INDF;SG
conclusão	الخلاصة	conclusão	خَلَاصَة	N;FEM;SG	N;NOM;DEF;SG
conclusão	خاتمة	conclusão	خاتمة	N;FEM;SG	N;NOM;INDF;SG
conclusão	الخاتمة	conclusão	خَاتِم	N;FEM;SG	N;NOM;DEF;SG
conclusão	الختام	conclusão	خِتَام	N;FEM;SG	N;NOM;DEF;SG
conclusão	استنتاج	conclusão	اِستِنتَاج	N;FEM;SG	N;NOM;INDF;SG
conclusão	الاستنتاج	conclusão	اِستِنتَاج	N;FEM;SG	N;NOM;DEF;SG
instituições	مؤسسات	instituição	مُؤَسَّسَة	N;FEM;PL	N;NOM;INDF;PL
instituições	المؤسسات	instituição	مُؤَسَّسَة	N;FEM;PL	N;NOM;DEF;PL
torres	ابراج	torres	إِبرَاج	N;FEM;PL	N;NOM;INDF;PL
leis	قوانين	lei	قَانُون	N;FEM;PL	N;NOM;INDF;PL
leis	القوانين	lei	قَانُون	N;FEM;PL	N;NOM;DEF;PL
décadas	عقودا	década	عَقد	N;FEM;PL	N;ACC;INDF;PL
décadas	عقود	década	عَقد	N;FEM;PL	N;NOM;INDF;PL
recebe	تستلم	receber	اِستَلَم	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
recebe	تستقبل	receber	اِستَقبَل	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
recebe	يستلم	receber	اِستَلَم	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
recebe	يستقبل	receber	اِستَقبَل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
recebe	تتلقى	receber	تَلَقَّى	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
recebe	يتلقى	receber	تَلَقَّى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
surgiu	برز	surgir	برز	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
facto	حقيقة	facto	حَقِيقَة	N;MASC;SG	N;NOM;INDF;SG
células	الخلايا	célula	خَلِيَّة	N;FEM;PL	N;NOM;DEF;PL
células	الزنزانات	célula	زِنزَان	N;FEM;PL	N;NOM;DEF;PL
células	خلايا	célula	خَلِيَّة	N;FEM;PL	N;NOM;INDF;PL
game	لعبة	game	لُعبَة	N;MASC;SG	N;NOM;INDF;SG
game	مباراة	game	مُبَارَاة	N;MASC;SG	N;NOM;INDF;SG
game	المباراة	game	مُبَارَاة	N;MASC;SG	N;NOM;DEF;SG
game	اللعبة	game	لَعبَة	N;MASC;SG	N;NOM;DEF;SG
crime	جناية	crime	جِنَايَة	N;MASC;SG	N;NOM;INDF;SG
crime	جريمة	crime	جَرِيمَة	N;MASC;SG	N;NOM;INDF;SG
crime	الجريمة	crime	جَرِيمَة	N;MASC;SG	N;NOM;DEF;SG
possibilidade	احتمال	possibilidade	اِحتِمَال	N;FEM;SG	N;NOM;INDF;SG
possibilidade	الاحتمال	possibilidade	اِحتِمَال	N;FEM;SG	N;NOM;DEF;SG
possibilidade	امكانية	possibilidade	إِمكَانِيَّة	N;FEM;SG	N;NOM;INDF;SG
retorno	عودة	retorno	عَودَة	N;MASC;SG	N;NOM;INDF;SG
retorno	العودة	retorno	عَودَة	N;MASC;SG	N;NOM;DEF;SG
retorno	عودة	retorno	عَودَة	N;MASC;SG	N;NOM;INDF;SG
afirmou	صرح	afirmar	صَرَّح	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
estudantes	طلاب	estudante	طَالِب	N;MASC;PL	N;NOM;INDF;PL
estudantes	التلاميذ	estudante	تِلمِيذ	N;MASC;PL	N;NOM;DEF;PL
estudantes	الطلاب	estudante	طَالِب	N;MASC;PL	N;NOM;DEF;PL
estudantes	طلبة	estudante	طَالِب	N;MASC;PL	N;NOM;INDF;PL
estudantes	الطلبة	estudante	طَالِب	N;MASC;PL	N;NOM;DEF;PL
japonesa	الياباني	japonesa	يَابَانِيّ	N;FEM;SG	N;NOM;DEF;SG
pesquisas	بحوث	pesquisa	بَحث	N;FEM;PL	N;NOM;INDF;PL
pesquisas	الابحاث	pesquisa	بَحث	N;FEM;PL	N;NOM;DEF;PL
pesquisas	ابحاث	pesquisa	بَحث	N;FEM;PL	N;NOM;INDF;PL
pesquisas	البحوث	pesquisa	بَحث	N;FEM;PL	N;NOM;DEF;PL
ramos	الفروع	ramo	فَرع	N;MASC;PL	N;NOM;DEF;PL
ramos	فروع	ramo	فَرع	N;MASC;PL	N;NOM;INDF;PL
brown	البني	brown	بَنِّيّ	N;MASC;SG	N;NOM;DEF;SG
brown	بنية	brown	بِنيَة	N;MASC;SG	N;NOM;INDF;SG
definição	التعريف	definição	تَعرِيف	N;FEM;SG	N;NOM;DEF;SG
definição	تعريف	definição	تَعرِيف	N;FEM;SG	N;NOM;INDF;SG
músico	موسيقي	músico	مُوسِيقِيّ	N;MASC;SG	N;NOM;INDF;SG
realização	الوفاء	realização	وَفَاء	N;FEM;SG	N;NOM;DEF;SG
rótulo	تسمية	rótulo	تَسمِيَة	N;MASC;SG	N;NOM;INDF;SG
rótulo	التسمية	rótulo	تَسمِيَة	N;MASC;SG	N;NOM;DEF;SG
pan	عموم	pan	عُمُوم	N;MASC;SG	N;NOM;INDF;SG
expansão	التوسع	expansão	تَوَسُّع	N;FEM;SG	N;NOM;DEF;SG
expansão	التوسع	expansão	تَوَسُّع	N;FEM;SG	N;NOM;DEF;SG
expansão	التوسيع	expansão	تَوسِيع	N;FEM;SG	N;NOM;DEF;SG
expansão	توسع	expansão	تَوَسُّع	N;FEM;SG	N;NOM;INDF;SG
expansão	توسيع	expansão	تَوسِيع	N;FEM;SG	N;NOM;INDF;SG
chegada	وصول	chegada	وُصُول	N;FEM;SG	N;NOM;INDF;SG
chegada	الوصول	chegada	وُصُول	N;FEM;SG	N;NOM;DEF;SG
segundos	ثواني	segundo	ثُوَانِيّ	N;MASC;PL	N;NOM;INDF;PL
segundos	الثواني	segundo	ثُوَانِيّ	N;MASC;PL	N;NOM;DEF;PL
segundos	ثوان	segundo	ثَانِيَة	N;MASC;PL	N;NOM;INDF;PL
estatuto	الوضع	estatuto	وَضع	N;MASC;SG	N;NOM;DEF;SG
estatuto	الحالة	estatuto	حَالَة	N;MASC;SG	N;NOM;DEF;SG
estatuto	حالة	estatuto	حَالَة	N;MASC;SG	N;NOM;INDF;SG
medalhas	ميداليات	medalha	مِيدَالِيَات	N;FEM;PL	N;NOM;INDF;PL
assuntos	الشؤون	assunto	شَأن	N;MASC;PL	N;NOM;DEF;PL
assuntos	شؤون	assunto	شَأن	N;MASC;PL	N;NOM;INDF;PL
agricultura	الزراعة	agricultura	زِرَاعَة	N;FEM;SG	N;NOM;DEF;SG
agricultura	زراعة	agricultura	زِرَاعَة	N;FEM;SG	N;NOM;INDF;SG
agricultura	الزراعة	agricultura	زِرَاعَة	N;FEM;SG	N;NOM;DEF;SG
agricultura	زراعة	agricultura	زِرَاعَة	N;FEM;SG	N;NOM;INDF;SG
utilização	الاستعمال	utilização	اِستِعمَال	N;FEM;SG	N;NOM;DEF;SG
utilização	الاستخدام	utilização	اِستِخدَام	N;FEM;SG	N;NOM;DEF;SG
utilização	استعمال	utilização	اِستِعمَال	N;FEM;SG	N;NOM;INDF;SG
utilização	الاستعمال	utilização	اِستِعمَال	N;FEM;SG	N;NOM;DEF;SG
utilização	استخدام	utilização	اِستِخدَام	N;FEM;SG	N;NOM;INDF;SG
utilização	الاستخدام	utilização	اِستِخدَام	N;FEM;SG	N;NOM;DEF;SG
questões	المسائل	questão	مَسأَلَة	N;FEM;PL	N;NOM;DEF;PL
questões	قضايا	questão	قَضِيَّة	N;FEM;PL	N;NOM;INDF;PL
questões	القضايا	questão	قَضِيَّة	N;FEM;PL	N;NOM;DEF;PL
questões	مسائل	questão	مَسأَلَة	N;FEM;PL	N;NOM;INDF;PL
questões	مشكلات	questão	مُشكِلَة	N;FEM;PL	N;NOM;INDF;PL
questões	الاسئلة	questão	سُؤَال	N;FEM;PL	N;NOM;DEF;PL
questões	اسئلة	questão	سُؤَال	N;FEM;PL	N;NOM;INDF;PL
fotografia	صورة	fotografia	صُورَة	N;FEM;SG	N;NOM;INDF;SG
fotografia	الصورة	fotografia	صُورَة	N;FEM;SG	N;NOM;DEF;SG
fotografia	صورة	fotografia	صُورَة	N;FEM;SG	N;NOM;INDF;SG
fotografia	الصورة	fotografia	صُورَة	N;FEM;SG	N;NOM;DEF;SG
fotografia	التصوير	fotografia	تَصوِير	N;FEM;SG	N;NOM;DEF;SG
fotografia	تصوير	fotografia	تَصوِير	N;FEM;SG	N;NOM;INDF;SG
provas	البراهين	prova	البراهين	N;FEM;PL	N;NOM;DEF;PL
provas	ادلة	prova	دَلِيل	N;FEM;PL	N;NOM;INDF;PL
dinastia	سلالة	dinastia	سِلَالَة	N;FEM;SG	N;NOM;INDF;SG
dinastia	السلالة	dinastia	سِلَالَة	N;FEM;SG	N;NOM;DEF;SG
gelo	الثلج	gelo	ثَلج	N;MASC;SG	N;NOM;DEF;SG
design	تصميم	design	تَصمِيم	N;MASC;SG	N;NOM;INDF;SG
design	التصميم	design	تَصمِيم	N;MASC;SG	N;NOM;DEF;SG
materiais	المواد	material	مَادَّة	N;MASC;PL	N;NOM;DEF;PL
materiais	مواد	material	مَادَّة	N;MASC;PL	N;NOM;INDF;PL
materiais	المواد	material	مَادَّة	N;MASC;PL	N;NOM;DEF;PL
materiais	مواد	material	مَادَّة	N;MASC;PL	N;NOM;INDF;PL
franco	الفرنك	franco	فَرَنك	N;MASC;SG	N;NOM;DEF;SG
franco	فرنك	franco	فرنك	N;MASC;SG	N;NOM;INDF;SG
cenas	المشاهد	cena	مَشهَد	N;FEM;PL	N;NOM;DEF;PL
cenas	الكواليس	cena	كُولِيس	N;FEM;PL	N;NOM;DEF;PL
cenas	مشاهد	cena	مَشهَد	N;FEM;PL	N;NOM;INDF;PL
atuação	الاداء	atuação	أَدَاء	N;FEM;SG	N;NOM;DEF;SG
atuação	اداء	atuação	أَدَاء	N;FEM;SG	N;NOM;INDF;SG
atuação	التمثيل	atuação	تَمثِيل	N;FEM;SG	N;NOM;DEF;SG
atuação	بالنيابة	atuação	بالنيابة	N;FEM;SG	N;NOM;DEF;SG
atuação	تمثيل	atuação	تَمثِيل	N;FEM;SG	N;NOM;INDF;SG
west	الغرب	west	غَرب	N;MASC;SG	N;NOM;DEF;SG
west	غربا	west	غَرب	N;MASC;SG	N;ACC;INDF;SG
west	غرب	west	غَرب	N;MASC;SG	N;NOM;INDF;SG
instrumentos	صكوك	instrumento	صَكّ	N;MASC;PL	N;NOM;INDF;PL
instrumentos	الصكوك	instrumento	صَكّ	N;MASC;PL	N;NOM;DEF;PL
instrumentos	الالات	instrumento	آلَة	N;MASC;PL	N;NOM;DEF;PL
vendas	المبيعات	venda	مَبِيعَات	N;FEM;PL	N;NOM;DEF;PL
vendas	مبيعات	venda	مَبِيعَات	N;FEM;PL	N;NOM;INDF;PL
símbolo	رمز	símbolo	رَمز	N;MASC;SG	N;NOM;INDF;SG
símbolo	الرمز	símbolo	رَمز	N;MASC;SG	N;NOM;DEF;SG
símbolo	رمزا	símbolo	رَمز	N;MASC;SG	N;ACC;INDF;SG
oceano	المحيط	oceano	مُحِيط	N;MASC;SG	N;NOM;DEF;SG
negócios	الاعمال	negócio	عَمَل	N;MASC;PL	N;NOM;DEF;PL
posse	حيازة	posse	حِيَازَة	N;FEM;SG	N;NOM;INDF;SG
posse	الحيازة	posse	حِيَازَة	N;FEM;SG	N;NOM;DEF;SG
posse	الاستحواذ	posse	اِستِحوَاذ	N;FEM;SG	N;NOM;DEF;SG
posse	امتلاك	posse	اِمتِلَاك	N;FEM;SG	N;NOM;INDF;SG
posse	تنصيب	posse	تَنصِيب	N;FEM;SG	N;NOM;INDF;SG
posse	تدشين	posse	تَدشِين	N;FEM;SG	N;NOM;INDF;SG
posse	ملكية	posse	مِلكِيَّة	N;FEM;SG	N;NOM;INDF;SG
posse	الملكية	posse	مِلكِيَّة	N;FEM;SG	N;NOM;DEF;SG
destino	الاتجاه	destino	اِتِّجَاه	N;MASC;SG	N;NOM;DEF;SG
destino	وجهة	destino	وِجهَة	N;MASC;SG	N;NOM;INDF;SG
destino	المقصد	destino	مُقَصَّد	N;MASC;SG	N;NOM;DEF;SG
destino	الوجهة	destino	وِجهَة	N;MASC;SG	N;NOM;DEF;SG
destino	القدر	destino	قَدر	N;MASC;SG	N;NOM;DEF;SG
destino	قدر	destino	قَدر	N;MASC;SG	N;NOM;INDF;SG
destino	المصير	destino	مَصِير	N;MASC;SG	N;NOM;DEF;SG
destino	القدر	destino	قَدر	N;MASC;SG	N;NOM;DEF;SG
destino	مصير	destino	مَصِير	N;MASC;SG	N;NOM;INDF;SG
destino	المصير	destino	مَصِير	N;MASC;SG	N;NOM;DEF;SG
publico	الجمهور	publico	جُمهُور	N;MASC;SG	N;NOM;DEF;SG
publico	عام	publico	عَام	N;MASC;SG	N;NOM;INDF;SG
publico	العامة	publico	عَامَّة	N;MASC;SG	N;NOM;DEF;SG
wrestling	مصارعة	wrestling	مُصَارَعَة	N;MASC;SG	N;NOM;INDF;SG
wrestling	المصارعة	wrestling	مُصَارَعَة	N;MASC;SG	N;NOM;DEF;SG
produzida	انتج	produzir	أَنتَج	V;FEM;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
coroa	الذيل	coroa	ذَيل	N;FEM;SG	N;NOM;DEF;SG
coroa	التاج	coroa	تَاج	N;FEM;SG	N;NOM;DEF;SG
introdução	مقدمة	introdução	مُقَدِّمَة	N;FEM;SG	N;NOM;INDF;SG
introdução	المقدمة	introdução	مُقَدَّمَة	N;FEM;SG	N;NOM;DEF;SG
introdução	مقدمة	introdução	مُقَدِّمَة	N;FEM;SG	N;NOM;INDF;SG
motivos	دواعي	motivo	دَاعِي	N;MASC;PL	N;NOM;INDF;PL
motivos	الاسباب	motivo	سَبَب	N;MASC;PL	N;NOM;DEF;PL
motivos	بواعث	motivo	بَاعِثَة	N;MASC;PL	N;NOM;INDF;PL
motivos	الدوافع	motivo	دَافِع	N;MASC;PL	N;NOM;DEF;PL
motivos	دوافع	motivo	دَافِع	N;MASC;PL	N;NOM;INDF;PL
aldeia	قرية	aldeia	قَريَة	N;FEM;SG	N;NOM;INDF;SG
aldeia	القرية	aldeia	قَريَة	N;FEM;SG	N;NOM;DEF;SG
coleção	مجموعة	coleção	مَجمُوعَة	N;FEM;SG	N;NOM;INDF;SG
coleção	المجموعة	coleção	مَجمُوعَة	N;FEM;SG	N;NOM;DEF;SG
