sonra	اذن	sonra	إِذَن	ADV	ADV
teklif	العطاء	teklif	عَطَاء	N;NOM;SG;3	N;NOM;DEF;SG
teklif	الاقتراح	teklif	اِقتِرَاح	N;NOM;SG;3	N;NOM;DEF;SG
teklif	اقتراح	teklif	اِقتِرَاح	N;NOM;SG;3	N;NOM;INDF;SG
teklif	مقترح	teklif	مُقتَرَح	N;NOM;SG;3	N;NOM;INDF;SG
teklif	المزايدة	teklif	مُزَايَدَة	N;NOM;SG;3	N;NOM;DEF;SG
teklif	العرض	teklif	عَرض	N;NOM;SG;3	N;NOM;DEF;SG
ayak	القدم	ayak	قَدَم	N;NOM;SG;3	N;NOM;DEF;SG
ayak	القدم	ayak	قَدَم	N;NOM;SG;3	N;NOM;DEF;SG
girer	يدخل	gir	دَخَل	V;IPFV;IND;SG;3;POS	V;IPFV;MASC;IND;SG;3;FIN;ACT
bağımsızlık	استقلال	bağımsızlık	اِستِقلَال	N;NOM;SG;3	N;NOM;INDF;SG
bağımsızlık	الاستقلال	bağımsızlık	اِستِقلَال	N;NOM;SG;3	N;NOM;DEF;SG
kulesi	البرج	kule	بُرج	N;NOM;SG;3	N;NOM;DEF;SG
kulesi	برج	kule	بُرج	N;NOM;SG;3	N;NOM;INDF;SG
şampiyonluk	البطولة	şampiyonluk	بُطُولَة	N;NOM;SG;3	N;NOM;DEF;SG
şampiyonluk	بطولة	şampiyonluk	بُطُولَة	N;NOM;SG;3	N;NOM;INDF;SG
mühendislik	الهندسة	mühendislik	هَندَسَة	N;NOM;SG;3	N;NOM;DEF;SG
mühendislik	هندسة	mühendislik	هَندَسَة	N;NOM;SG;3	N;NOM;INDF;SG
oyunlar	المسرحيات	oyun	مَسرَحِيّ	N;NOM;PL;3	N;NOM;DEF;PL
oyunlar	مسرحيات	oyun	مَسرَحِيّ	N;NOM;PL;3	N;NOM;INDF;PL
oyunlar	المباريات	oyun	مُبَارَاة	N;NOM;PL;3	N;NOM;DEF;PL
oyunlar	الالعاب	oyun	لَعب	N;NOM;PL;3	N;NOM;DEF;PL
oyunlar	مباريات	oyun	مُبَارَاة	N;NOM;PL;3	N;NOM;INDF;PL
performansı	الاداء	performans	أَدَاء	N;NOM;SG;3	N;NOM;DEF;SG
performansı	اداء	performans	أَدَاء	N;NOM;SG;3	N;NOM;INDF;SG
dedi	قالت	de	قَال	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
dedi	قال	de	قَال	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;3;ACT
dedi	قالو	de	قَالُو	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;3;ACT
çocuklar	الاولاد	çocuk	وَلَد	N;NOM;PL;3	N;NOM;DEF;PL
çocuklar	فتيان	çocuk	فتيان	N;NOM;PL;3	N;NOM;INDF;PL
çocuklar	الاولاد	çocuk	وَلَد	N;NOM;PL;3	N;NOM;DEF;PL
çocuklar	الاطفال	çocuk	طِفل	N;NOM;PL;3	N;NOM;DEF;PL
çocuklar	شباب	çocuk	شَبّ	N;NOM;PL;3	N;NOM;INDF;PL
çocuklar	رجال	çocuk	رَجُل	N;NOM;PL;3	N;NOM;INDF;PL
çocuklar	الاطفال	çocuk	طِفل	N;NOM;PL;3	N;NOM;DEF;PL
facebook	الفيسبوك	facebook	الفيسبوك	N;NOM;SG;3	N;NOM;DEF;SG
paralel	متوازية	paralel	مُتَوَازِي	ADJ	ADJ;NOM;INDF;FEM;SG
paralel	موازية	paralel	مُوَازِي	ADJ	ADJ;NOM;INDF;FEM;SG
erişim	النفاذ	erişim	نَفَاذ	N;NOM;SG;3	N;NOM;DEF;SG
erişim	الوصول	erişim	وُصُول	N;NOM;SG;3	N;NOM;DEF;SG
erişim	الوصول	erişim	وُصُول	N;NOM;SG;3	N;NOM;DEF;SG
kelimesi	كلمة	kelime	كَلِمَة	N;NOM;SG;3	N;NOM;INDF;SG
kelimesi	الكلمة	kelime	كَلِمَة	N;NOM;SG;3	N;NOM;DEF;SG
istedi	سالت	iste	سَال	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;ACT
vergi	الضريبة	vergi	ضَرِيبَة	N;NOM;SG;3	N;NOM;DEF;SG
vergi	الضريبة	vergi	ضَرِيبَة	N;NOM;SG;3	N;NOM;DEF;SG
vergi	ضريبة	vergi	ضَرِيبَة	N;NOM;SG;3	N;NOM;INDF;SG
hastalık	المرض	hastalık	مَرَض	N;NOM;SG;3	N;NOM;DEF;SG
hastalık	المرض	hastalık	مَرَض	N;NOM;SG;3	N;NOM;DEF;SG
hastalık	مرض	hastalık	مَرَض	N;NOM;SG;3	N;NOM;INDF;SG
hastalık	المرض	hastalık	مَرَض	N;NOM;SG;3	N;NOM;DEF;SG
içeriği	محتوى	içerik	مُحتَوَى	N;NOM;SG;3	N;NOM;INDF;SG
içeriği	المحتوى	içerik	المحتوى	N;NOM;SG;3	N;NOM;DEF;SG
içeriği	المضمون	içerik	المضمون	N;NOM;SG;3	N;NOM;DEF;SG
dolar	دولار	dolar	دُولَار	N;NOM;SG;3	N;NOM;INDF;SG
dolar	الدولار	dolar	دُولَار	N;NOM;SG;3	N;NOM;DEF;SG
dolar	دولار	dolar	دُولَار	N;NOM;SG;3	N;NOM;INDF;SG
akşam	المساء	akşam	مَسَاء	N;NOM;SG;3	N;NOM;DEF;SG
akşam	مساء	akşam	مَسَاء	N;NOM;SG;3	N;NOM;INDF;SG
eklendi	اضيفت	ekle	أَضَاف	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
bayrağı	العلم	bayrak	عِلم	N;NOM;SG;3	N;NOM;DEF;SG
yolları	مسارات	yol	مَسَار	N;NOM;PL;3	N;NOM;INDF;PL
yolları	المسارات	yol	مَسَار	N;NOM;PL;3	N;NOM;DEF;PL
yolları	السبل	yol	سَبِيل	N;NOM;PL;3	N;NOM;DEF;PL
yolları	سبل	yol	سَبِيل	N;NOM;PL;3	N;NOM;INDF;PL
yolları	طرق	yol	طَرِيقَة	N;NOM;PL;3	N;NOM;INDF;PL
yolları	دروب	yol	دَرب	N;NOM;PL;3	N;NOM;INDF;PL
yolları	طرق	yol	طَرِيقَة	N;NOM;PL;3	N;NOM;INDF;PL
vermiş	اعطى	ver	أَعطَى	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;SG;3;ACT
vermiş	اعطيت	ver	أَعطَى	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;SG;3;PASS
temsilcisi	مندوب	temsilci	مَندُوب	N;NOM;SG;3	N;NOM;INDF;SG
temsilcisi	الممثل	temsilci	مُمَثِّل	N;NOM;SG;3	N;NOM;DEF;SG
temsilcisi	ممثل	temsilci	مُمَثِّل	N;NOM;SG;3	N;NOM;INDF;SG
özellikler	الملامح	özellik	مَلَامِح	N;NOM;PL;3	N;NOM;DEF;PL
özellikler	سمات	özellik	سِمَّة	N;NOM;PL;3	N;NOM;INDF;PL
özellikler	السمات	özellik	سَمَة	N;NOM;PL;3	N;NOM;DEF;PL
özellikler	الميزات	özellik	مِيزَة	N;NOM;PL;3	N;NOM;DEF;PL
özellikler	ميزات	özellik	مِيزَة	N;NOM;PL;3	N;NOM;INDF;PL
özellikler	مواصفات	özellik	مُوَاصَفَة	N;NOM;PL;3	N;NOM;INDF;PL
özellikler	المواصفات	özellik	مُوَاصَفَة	N;NOM;PL;3	N;NOM;DEF;PL
özellikler	خصائص	özellik	خَصِيصَة	N;NOM;PL;3	N;NOM;INDF;PL
özellikler	الخصائص	özellik	خَصِيصَة	N;NOM;PL;3	N;NOM;DEF;PL
özellikler	صفات	özellik	صِفَة	N;NOM;PL;3	N;NOM;INDF;PL
özellikler	السمات	özellik	سَمَة	N;NOM;PL;3	N;NOM;DEF;PL
özellikler	الصفات	özellik	صِفَة	N;NOM;PL;3	N;NOM;DEF;PL
özellikler	سمات	özellik	سِمَّة	N;NOM;PL;3	N;NOM;INDF;PL
özellikler	خصائص	özellik	خَصِيصَة	N;NOM;PL;3	N;NOM;INDF;PL
özellikler	خواص	özellik	خَوَاص	N;NOM;PL;3	N;NOM;INDF;PL
özellikler	الخصائص	özellik	خَصِيصَة	N;NOM;PL;3	N;NOM;DEF;PL
özellikler	الممتلكات	özellik	مُمتَلَكَات	N;NOM;PL;3	N;NOM;DEF;PL
özellikler	الخواص	özellik	خَوَاص	N;NOM;PL;3	N;NOM;DEF;PL
işletim	التشغيل	işle	تَشغِيل	N;NOM;SG;3	N;NOM;DEF;SG
başlığı	اللقب	başlık	لَقَب	N;NOM;SG;3	N;NOM;DEF;SG
başlığı	العنوان	başlık	عُنوَان	N;NOM;SG;3	N;NOM;DEF;SG
başlığı	عنوان	başlık	عُنوَان	N;NOM;SG;3	N;NOM;INDF;SG
binlerce	الاف	binlerce	أَلف	NUM	NUM;NOM;INDF;PL
kulüpler	نوادي	kulüp	نوادي	N;NOM;PL;3	N;NOM;INDF;PL
kulüpler	اندية	kulüp	نَادِي	N;NOM;PL;3	N;NOM;INDF;PL
kulüpler	الاندية	kulüp	نَادِي	N;NOM;PL;3	N;NOM;DEF;PL
kulüpler	النوادي	kulüp	نَادِي	N;NOM;PL;3	N;NOM;DEF;PL
dersleri	الدروس	ders	دَرس	N;NOM;PL;3	N;NOM;DEF;PL
dersleri	دروس	ders	دَرس	N;NOM;PL;3	N;NOM;INDF;PL
dersleri	الفصول	ders	فَصل	N;NOM;PL;3	N;NOM;DEF;PL
dersleri	صفوف	ders	صَفّ	N;NOM;PL;3	N;NOM;INDF;PL
dersleri	الصفوف	ders	صَفّ	N;NOM;PL;3	N;NOM;DEF;PL
dersleri	فصول	ders	فَصل	N;NOM;PL;3	N;NOM;INDF;PL
isimler	اسماء	isim	اِسم	N;NOM;PL;3	N;NOM;INDF;PL
isimler	الاسماء	isim	اِسم	N;NOM;PL;3	N;NOM;DEF;PL
madalyası	وسام	madalya	وَسِيمَة	N;NOM;SG;3	N;NOM;INDF;SG
madalyası	الميدالية	madalya	مِيدَالِيَّة	N;NOM;SG;3	N;NOM;DEF;SG
madalyası	ميدالية	madalya	مِيدَالِيَّة	N;NOM;SG;3	N;NOM;INDF;SG
gönderildi	ارسلت	gönder	أَرسَل	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;PASS
tarihçi	المؤرخ	tarihçi	مُؤَرَّخ	N;NOM;SG;3	N;NOM;DEF;SG
mutlu	سعيدة	mutlu	سَعِيد	ADJ	ADJ;NOM;INDF;FEM;SG
bölümler	الحلقات	bölüm	حَلقَة	N;NOM;PL;3	N;NOM;DEF;PL
bölümler	حلقات	bölüm	حَلقَة	N;NOM;PL;3	N;NOM;INDF;PL
bölümler	الاقسام	bölüm	قِسم	N;NOM;PL;3	N;NOM;DEF;PL
bölümler	اقسام	bölüm	قِسم	N;NOM;PL;3	N;NOM;INDF;PL
bölümler	الفصول	bölüm	فَصل	N;NOM;PL;3	N;NOM;DEF;PL
bölümler	فصول	bölüm	فَصل	N;NOM;PL;3	N;NOM;INDF;PL
bölümler	الادارات	bölüm	إِدَارَة	N;NOM;PL;3	N;NOM;DEF;PL
bölümler	الاقسام	bölüm	قِسم	N;NOM;PL;3	N;NOM;DEF;PL
bölümler	ادارات	bölüm	إِدَارَة	N;NOM;PL;3	N;NOM;INDF;PL
varlığı	التواجد	varlık	تَوَاجُد	N;NOM;SG;3	N;NOM;DEF;SG
varlığı	الوجود	varlık	وُجُود	N;NOM;SG;3	N;NOM;DEF;SG
oda	غرفة	oda	غُرفَة	N;NOM;SG;3	N;NOM;INDF;SG
oda	الغرفة	oda	غُرفَة	N;NOM;SG;3	N;NOM;DEF;SG
oda	حجرة	oda	حُجرَة	N;NOM;SG;3	N;NOM;INDF;SG
okuma	قرات	oku	قَرَّة	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;3;ACT
museum	المتحف	museum	مَتحَف	N;NOM;SG;3	N;NOM;DEF;SG
museum	متحف	museum	مَتحَف	N;NOM;SG;3	N;NOM;INDF;SG
bulur	يجد	bul	وَجَد	V;IPFV;IND;SG;3;POS	V;IPFV;MASC;IND;SG;3;FIN;ACT
bulur	يعثر	bul	عَثَر	V;IPFV;IND;SG;3;POS	V;IPFV;MASC;IND;SG;3;FIN;ACT
bulur	يخلص	bul	خَلَص	V;IPFV;IND;SG;3;POS	V;IPFV;MASC;IND;SG;3;FIN;ACT
karakterler	احرف	karak	احرف	N;NOM;PL;3	N;NOM;INDF;PL
karakterler	الشخصيات	karak	شَخصِيَّة	N;NOM;PL;3	N;NOM;DEF;PL
karakterler	شخصيات	karak	شَخصِيَّة	N;NOM;PL;3	N;NOM;INDF;PL
alanlar	ميادين	alan	مَيَادِين	N;NOM;PL;3	N;NOM;INDF;PL
alanlar	الحقول	alan	حَقل	N;NOM;PL;3	N;NOM;DEF;PL
alanlar	حقول	alan	حَقل	N;NOM;PL;3	N;NOM;INDF;PL
alanlar	الميادين	alan	مَيدَان	N;NOM;PL;3	N;NOM;DEF;PL
alanlar	المجالات	alan	مَجَال	N;NOM;PL;3	N;NOM;DEF;PL
alanlar	مجالات	alan	مَجَال	N;NOM;PL;3	N;NOM;INDF;PL
alanlar	مناطق	alan	مِنطَقَة	N;NOM;PL;3	N;NOM;INDF;PL
alanlar	المناطق	alan	مِنطَقَة	N;NOM;PL;3	N;NOM;DEF;PL
oyunculuk	التمثيل	oyunculuk	تَمثِيل	N;NOM;SG;3	N;NOM;DEF;SG
oyunculuk	بالنيابة	oyunculuk	بالنيابة	N;NOM;SG;3	N;NOM;DEF;SG
oyunculuk	تمثيل	oyunculuk	تَمثِيل	N;NOM;SG;3	N;NOM;INDF;SG
villa	الفيلا	villa	الفيلا	N;NOM;SG;3	N;NOM;DEF;SG
villa	فيلا	villa	فِيلَّا	N;NOM;SG;3	N;NOM;INDF;SG
seyahat	سفر	seyahat	سَفَر	N;NOM;SG;3	N;NOM;INDF;SG
seyahat	السفر	seyahat	سَفَر	N;NOM;SG;3	N;NOM;DEF;SG
seyahat	الرحلة	seyahat	رِحلَة	N;NOM;SG;3	N;NOM;DEF;SG
seyahat	رحلة	seyahat	رِحلَة	N;NOM;SG;3	N;NOM;INDF;SG
seyahat	سفر	seyahat	سَفَر	N;NOM;SG;3	N;NOM;INDF;SG
seyahat	السفر	seyahat	سَفَر	N;NOM;SG;3	N;NOM;DEF;SG
seyahat	سفر	seyahat	سَفَر	N;NOM;SG;3	N;NOM;INDF;SG
seyahat	مسافر	seyahat	مُسَافِر	N;NOM;SG;3	N;NOM;INDF;SG
seyahat	السفر	seyahat	سَفَر	N;NOM;SG;3	N;NOM;DEF;SG
özgürlük	حرية	özgürlük	حُرِّيَّة	N;NOM;SG;3	N;NOM;INDF;SG
özgürlük	الحرية	özgürlük	حُرِّيَّة	N;NOM;SG;3	N;NOM;DEF;SG
hizmetleri	خدمات	hizmet	خِدمَة	N;NOM;PL;3	N;NOM;INDF;PL
hizmetleri	الخدمات	hizmet	خِدمَة	N;NOM;PL;3	N;NOM;DEF;PL
kapısı	البوابة	kapı	بَوَّابَة	N;NOM;SG;3	N;NOM;DEF;SG
kapısı	بوابة	kapı	بَوَّابَة	N;NOM;SG;3	N;NOM;INDF;SG
şikayet	الابلاغ	şikayet	إِبلَاغ	N;NOM;SG;3	N;NOM;DEF;SG
şikayet	التقرير	şikayet	تَقرِير	N;NOM;SG;3	N;NOM;DEF;SG
şikayet	تقرير	şikayet	تَقرِير	N;NOM;SG;3	N;NOM;INDF;SG
şikayet	بلاغ	şikayet	بَلَغ	N;NOM;SG;3	N;NOM;INDF;SG
şikayet	الشكوى	şikayet	شَكوَى	N;NOM;SG;3	N;NOM;DEF;SG
şikayet	شكوى	şikayet	شَكوَى	N;NOM;SG;3	N;NOM;INDF;SG
şikayet	الابلاغ	şikayet	إِبلَاغ	N;NOM;SG;3	N;NOM;DEF;SG
şikayet	ابلاغ	şikayet	إِبلَاغ	N;NOM;SG;3	N;NOM;INDF;SG
öğrenciler	طلاب	öğrenci	طَالِب	N;NOM;PL;3	N;NOM;INDF;PL
öğrenciler	التلاميذ	öğrenci	تِلمِيذ	N;NOM;PL;3	N;NOM;DEF;PL
öğrenciler	الطلاب	öğrenci	طَالِب	N;NOM;PL;3	N;NOM;DEF;PL
öğrenciler	طلبة	öğrenci	طَالِب	N;NOM;PL;3	N;NOM;INDF;PL
öğrenciler	الطلبة	öğrenci	طَالِب	N;NOM;PL;3	N;NOM;DEF;PL
kaydetti	لوحظ	kaydet	لَاحَظ	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;3;PASS
galibiyet	فوز	galibiyet	فَوز	N;NOM;SG;3	N;NOM;INDF;SG
galibiyet	الفوز	galibiyet	فَوز	N;NOM;SG;3	N;NOM;DEF;SG
elektron	الالكترون	elektron	اَلكتِرَون	N;NOM;SG;3	N;NOM;DEF;SG
fabrikası	مصنع	fabrikası	مَصنَع	N;NOM;SG;3	N;NOM;INDF;SG
fabrikası	المصنع	fabrikası	مَصنَع	N;NOM;SG;3	N;NOM;DEF;SG
kullanmak	استعمل	kullan	اِستَعمَل	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;3;ACT
kullanmak	استخدم	kullan	اِستَخدَم	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;3;ACT
açılış	الفتح	açılış	فَتح	N;NOM;SG;3	N;NOM;DEF;SG
açılış	الافتتاح	açılış	اِفتِتَاح	N;NOM;SG;3	N;NOM;DEF;SG
açılış	افتتاح	açılış	اِفتِتَاح	N;NOM;SG;3	N;NOM;INDF;SG
numarası	عدد	numara	عَدَد	N;NOM;SG;3	N;NOM;INDF;SG
numarası	العدد	numara	عَدَد	N;NOM;SG;3	N;NOM;DEF;SG
numarası	الرقم	numara	رَقم	N;NOM;SG;3	N;NOM;DEF;SG
numarası	رقم	numara	رَقم	N;NOM;SG;3	N;NOM;INDF;SG
kalabalık	الحشد	kalabalık	حَشد	N;NOM;SG;3	N;NOM;DEF;SG
kalabalık	جمهور	kalabalık	جُمهُور	N;NOM;SG;3	N;NOM;INDF;SG
kalabalık	حشد	kalabalık	حَشد	N;NOM;SG;3	N;NOM;INDF;SG
makale	مقالة	makale	مَقَالَة	N;NOM;SG;3	N;NOM;INDF;SG
makale	مقال	makale	مَقَال	N;NOM;SG;3	N;NOM;INDF;SG
makale	المقالة	makale	مُقَال	N;NOM;SG;3	N;NOM;DEF;SG
makale	المادة	makale	مَادَّة	N;NOM;SG;3	N;NOM;DEF;SG
politikası	السياسة	politikası	سِيَاسَة	N;NOM;SG;3	N;NOM;DEF;SG
politikası	سياسة	politikası	سِيَاسَة	N;NOM;SG;3	N;NOM;INDF;SG
örneği	مثال	örnek	مِثَال	N;NOM;SG;3	N;NOM;INDF;SG
örneği	المثال	örnek	مِثَال	N;NOM;SG;3	N;NOM;DEF;SG
yöntem	منهجية	yöntem	مُنهَجِيّ	N;NOM;SG;3	N;NOM;INDF;SG
yöntem	المنهجية	yöntem	مَنهَجِيّ	N;NOM;SG;3	N;NOM;DEF;SG
yöntem	طريقة	yöntem	طَرِيقَة	N;NOM;SG;3	N;NOM;INDF;SG
yöntem	الطريقة	yöntem	طَرِيقَة	N;NOM;SG;3	N;NOM;DEF;SG
yöntem	اسلوب	yöntem	أُسلُوب	N;NOM;SG;3	N;NOM;INDF;SG
yöntem	الاسلوب	yöntem	أُسلُوب	N;NOM;SG;3	N;NOM;DEF;SG
tarafsız	محايدة	tarafsız	مُحَايَدَة	ADJ	ADJ;NOM;INDF;FEM;SG
tarafsız	نزيهة	tarafsız	نَزِيهَة	ADJ	ADJ;NOM;INDF;FEM;SG
mesafe	المسافة	mesafe	مَسَافَة	N;NOM;SG;3	N;NOM;DEF;SG
mesafe	البعد	mesafe	بُعد	N;NOM;SG;3	N;NOM;DEF;SG
mesafe	مسافة	mesafe	مَسَافَة	N;NOM;SG;3	N;NOM;INDF;SG
mesafe	النطاق	mesafe	نِطَاق	N;NOM;SG;3	N;NOM;DEF;SG
mesafe	مدى	mesafe	مَدَى	N;NOM;SG;3	N;NOM;INDF;SG
mesafe	المدى	mesafe	مَدَى	N;NOM;SG;3	N;NOM;DEF;SG
mesafe	نطاق	mesafe	نِطَاق	N;NOM;SG;3	N;NOM;INDF;SG
mezarlığı	مقبرة	mezarlık	مُقبِر	N;NOM;SG;3	N;NOM;INDF;SG
mezarlığı	المقبرة	mezarlık	مُقبِر	N;NOM;SG;3	N;NOM;DEF;SG
mezarlığı	مقبرة	mezarlık	مُقبِر	N;NOM;SG;3	N;NOM;INDF;SG
mezarlığı	المقبرة	mezarlık	مُقبِر	N;NOM;SG;3	N;NOM;DEF;SG
köpek	الكلب	köpek	كُلب	N;NOM;SG;3	N;NOM;DEF;SG
köpek	كلب	köpek	كُلب	N;NOM;SG;3	N;NOM;INDF;SG
kredi	ائتمان	kredi	اِئتِمَان	N;NOM;SG;3	N;NOM;INDF;SG
kredi	الائتمان	kredi	اِئتِمَان	N;NOM;SG;3	N;NOM;DEF;SG
kredi	رصيد	kredi	رَصِيد	N;NOM;SG;3	N;NOM;INDF;SG
kredi	قرض	kredi	قَرض	N;NOM;SG;3	N;NOM;INDF;SG
kredi	القرض	kredi	قَرض	N;NOM;SG;3	N;NOM;DEF;SG
kapı	البوابة	kapı	بَوَّابَة	N;NOM;SG;3	N;NOM;DEF;SG
kapı	بوابة	kapı	بَوَّابَة	N;NOM;SG;3	N;NOM;INDF;SG
kapı	باب	kapı	بَاب	N;NOM;SG;3	N;NOM;INDF;SG
kapı	الباب	kapı	بَاب	N;NOM;SG;3	N;NOM;DEF;SG
ağırlığı	الوزن	ağırlık	وَزن	N;NOM;SG;3	N;NOM;DEF;SG
ağırlığı	وزن	ağırlık	وَزن	N;NOM;SG;3	N;NOM;INDF;SG
diller	لغات	dil	لُغَة	N;NOM;PL;3	N;NOM;INDF;PL
diller	اللغات	dil	لُغَة	N;NOM;PL;3	N;NOM;DEF;PL
önemi	الاهمية	önem	أَهَمِّيَّة	N;NOM;SG;3	N;NOM;DEF;SG
önemi	اهمية	önem	أَهَمِّيَّة	N;NOM;SG;3	N;NOM;INDF;SG
önemi	دلالة	önem	دَلَالَة	N;NOM;SG;3	N;NOM;INDF;SG
önemi	الاهمية	önem	أَهَمِّيَّة	N;NOM;SG;3	N;NOM;DEF;SG
önemi	اهمية	önem	أَهَمِّيَّة	N;NOM;SG;3	N;NOM;INDF;SG
sandalye	الكرسي	sandalye	كُرسِيّ	N;NOM;SG;3	N;NOM;DEF;SG
sokak	الشارع	sokak	شَارِع	N;NOM;SG;3	N;NOM;DEF;SG
sokak	شارع	sokak	شَارِع	N;NOM;SG;3	N;NOM;INDF;SG
sokak	الزقاق	sokak	زِقَاق	N;NOM;SG;3	N;NOM;DEF;SG
karayolu	الطريق	karayolu	طَرِيق	N;NOM;SG;3	N;NOM;DEF;SG
karayolu	طريق	karayolu	طَرِيق	N;NOM;SG;3	N;NOM;INDF;SG
kraliçe	ملكة	kraliçe	مَلِكَة	N;NOM;SG;3	N;NOM;INDF;SG
kraliçe	الملكة	kraliçe	مَلِكَة	N;NOM;SG;3	N;NOM;DEF;SG
konular	مواضيع	konu	مَوضُوع	N;NOM;PL;3	N;NOM;INDF;PL
konular	موضوعات	konu	موضوعات	N;NOM;PL;3	N;NOM;INDF;PL
konular	المواضيع	konu	مَوضُوع	N;NOM;PL;3	N;NOM;DEF;PL
konular	الموضوعات	konu	مَوضُوع	N;NOM;PL;3	N;NOM;DEF;PL
konular	مواضيع	konu	مَوضُوع	N;NOM;PL;3	N;NOM;INDF;PL
konular	موضوعات	konu	موضوعات	N;NOM;PL;3	N;NOM;INDF;PL
konular	المواضيع	konu	مَوضُوع	N;NOM;PL;3	N;NOM;DEF;PL
konular	الموضوعات	konu	مَوضُوع	N;NOM;PL;3	N;NOM;DEF;PL
konular	خيوط	konu	خيوط	N;NOM;PL;3	N;NOM;INDF;PL
konular	الخيوط	konu	خَيط	N;NOM;PL;3	N;NOM;DEF;PL
matematiksel	رياضية	matematiksel	رِيَاضِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
fikri	الفكرة	fikir	فِكرَة	N;NOM;SG;3	N;NOM;DEF;SG
fikri	فكرة	fikir	فِكرَة	N;NOM;SG;3	N;NOM;INDF;SG
sorunlar	الاضطرابات	sorun	اِضطِرَاب	N;NOM;PL;3	N;NOM;DEF;PL
sorunlar	المشاكل	sorun	مُشكِلَة	N;NOM;PL;3	N;NOM;DEF;PL
sorunlar	مشاكل	sorun	مُشكِلَة	N;NOM;PL;3	N;NOM;INDF;PL
sorunlar	مشكلات	sorun	مُشكِلَة	N;NOM;PL;3	N;NOM;INDF;PL
sorunlar	المشكلات	sorun	مُشكِلَة	N;NOM;PL;3	N;NOM;DEF;PL
sorunlar	المشاكل	sorun	مُشكِلَة	N;NOM;PL;3	N;NOM;DEF;PL
sorunlar	المسائل	sorun	مَسأَلَة	N;NOM;PL;3	N;NOM;DEF;PL
sorunlar	قضايا	sorun	قَضِيَّة	N;NOM;PL;3	N;NOM;INDF;PL
sorunlar	القضايا	sorun	قَضِيَّة	N;NOM;PL;3	N;NOM;DEF;PL
sorunlar	مسائل	sorun	مَسأَلَة	N;NOM;PL;3	N;NOM;INDF;PL
sorunlar	مشكلات	sorun	مُشكِلَة	N;NOM;PL;3	N;NOM;INDF;PL
programları	برامج	program	بَرنَامَج	N;NOM;PL;3	N;NOM;INDF;PL
programları	البرامج	program	بَرنَامَج	N;NOM;PL;3	N;NOM;DEF;PL
programları	برامج	program	بَرنَامَج	N;NOM;PL;3	N;NOM;INDF;PL
programları	البرامج	program	بَرنَامَج	N;NOM;PL;3	N;NOM;DEF;PL
kitaplar	الكتب	kitap	كِتَاب	N;NOM;PL;3	N;NOM;DEF;PL
stratejik	استراتيجيا	stratejik	إِسترَاتِيجِيَا	ADJ	ADJ;ACC;INDF;MASC;SG
stratejik	الاستراتيجي	stratejik	إِسترَاتِيجِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
stratejik	استراتيجي	stratejik	إِسترَاتِيجِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
askerler	قوات	asker	قُوَّة	N;NOM;PL;3	N;NOM;INDF;PL
askerler	القوات	asker	قُوَّة	N;NOM;PL;3	N;NOM;DEF;PL
askerler	جنود	asker	جُندِيّ	N;NOM;PL;3	N;NOM;INDF;PL
askerler	الجنود	asker	جُندِيّ	N;NOM;PL;3	N;NOM;DEF;PL
fonksiyonu	الوظيفة	fonksiyon	وَظِيفَة	N;NOM;SG;3	N;NOM;DEF;SG
fonksiyonu	الدالة	fonksiyon	دَالَة	N;NOM;SG;3	N;NOM;DEF;SG
fonksiyonu	دالة	fonksiyon	دَالَة	N;NOM;SG;3	N;NOM;INDF;SG
fonksiyonu	وظيفة	fonksiyon	وَظِيفَة	N;NOM;SG;3	N;NOM;INDF;SG
daire	شقة	daire	شَقَّة	N;NOM;SG;3	N;NOM;INDF;SG
daire	الدائرة	daire	دَائِرَة	N;NOM;SG;3	N;NOM;DEF;SG
daire	دائرة	daire	دَائِرَة	N;NOM;SG;3	N;NOM;INDF;SG
daire	شقة	daire	شَقَّة	N;NOM;SG;3	N;NOM;INDF;SG
daire	الشقة	daire	شَقَّة	N;NOM;SG;3	N;NOM;DEF;SG
daire	شقه	daire	شَقه	N;NOM;SG;3	N;NOM;INDF;SG
daire	شقق	daire	شَقَّق	N;NOM;SG;3	N;NOM;INDF;SG
ilişkisi	علاقة	ilişki	عَلَاقَة	N;NOM;SG;3	N;NOM;INDF;SG
ilişkisi	العلاقة	ilişki	عَلَاقَة	N;NOM;SG;3	N;NOM;DEF;SG
