van	از	van	از	ADP	ADP
mogelijke	ممکن	mogelijk	ممکن	ADJ	ADJ
tijden	زمانهای	tijd	زمان	N;PL	N;PL
tijden	دفعات	tijd	دفعه	N;PL	N;PL
zijde	سیلک	zijde	سیلک	N;MASC+FEM;SG	N;SG
zijde	ابریشم	zijde	ابریشم	N;MASC+FEM;SG	N;SG
zijde	پرنیان	zijde	پرنی	N;MASC+FEM;SG	N;SG
zijde	ابریشمی	zijde	ابریشمی	N;MASC+FEM;SG	N;SG
zijde	حریر	zijde	None	N;MASC+FEM;SG	N;SG
zijde	پهلو	zijde	پهلو	N;MASC+FEM;SG	N;SG
zijde	طرف	zijde	طرف	N;MASC+FEM;SG	N;SG
kwaliteit	کیفیتی	kwaliteit	کیفیت	N;MASC+FEM;SG	N;SG
kwaliteit	کیفیت	kwaliteit	کیفیت	N;MASC+FEM;SG	N;SG
kerken	کلیساها	kerk	کلیسا	N;PL	N;PL
kerken	کلیساهای	kerk	کلیسا	N;PL	N;PL
uitgave	ورژن	uitgave	ورژن	N;MASC+FEM;SG	N;SG
uitvoering	اعدام	uitvoering	None	N;MASC+FEM;SG	N;SG
uitvoering	اعدامی	uitvoering	اعدامی	N;MASC+FEM;SG	N;SG
uitvoering	اجرا	uitvoering	اجرا	N;MASC+FEM;SG	N;SG
uitvoering	اجرای	uitvoering	اجرا	N;MASC+FEM;SG	N;SG
uitvoering	اعدامش	uitvoering	اعدامش	N;MASC+FEM;SG	N;SG
schilder	نقاش	schilder	نقاش	N;MASC+FEM;SG	N;SG
economie	اقتصاد	economie	اقتصاد	N;MASC+FEM;SG	N;SG
economie	اقتصاد	economie	اقتصاد	N;MASC+FEM;SG	N;SG
ziekte	بیماری	ziekte	بیماری	N;MASC+FEM;SG	N;SG
ziekte	بیماری	ziekte	بیماری	N;MASC+FEM;SG	N;SG
ziekte	ناخوشی	ziekte	ناخوشی	N;MASC+FEM;SG	N;SG
ziekte	مرضی	ziekte	مرضی	N;MASC+FEM;SG	N;SG
ziekte	بیماری	ziekte	بیماری	N;MASC+FEM;SG	N;SG
kunstenaar	هنرمند	kunstenaar	هنرمند	N;MASC+FEM;SG	N;SG
kunstenaar	artist	kunstenaar	None	N;MASC+FEM;SG	N;SG
kunstenaar	هنرمندی	kunstenaar	هنرمند	N;MASC+FEM;SG	N;SG
pro	پرو	pro	پرو	N;MASC+FEM;SG	N;SG
pro	pro	pro	pro	N;MASC+FEM;SG	N;SG
hall	هال	hall	هال	N;MASC+FEM;SG	N;SG
hall	تالار	hall	تالار	N;MASC+FEM;SG	N;SG
verkeer	ترافیک	verkeer	ترافیک	N;NEUT;SG	N;SG
verkeer	ترافیکی	verkeer	ترافیکی	N;NEUT;SG	N;SG
uitspraak	تلفظ	uitspraak	تلفظ	N;MASC+FEM;SG	N;SG
eenheid	همبستگی	eenheid	همبستگی	N;MASC+FEM;SG	N;SG
eenheid	وحدت	eenheid	وحدت	N;MASC+FEM;SG	N;SG
eenheid	اتحاد	eenheid	اتحاد	N;MASC+FEM;SG	N;SG
eenheid	یگان	eenheid	یهان	N;MASC+FEM;SG	N;SG
eenheid	یکای	eenheid	یکا	N;MASC+FEM;SG	N;SG
eenheid	واحد	eenheid	واحد	N;MASC+FEM;SG	N;SG
eenheid	یکا	eenheid	یکا	N;MASC+FEM;SG	N;SG
ridder	شوالیه	ridder	شوالیه	N;MASC+FEM;SG	N;SG
ridder	نایت	ridder	نایت	N;MASC+FEM;SG	N;SG
bijdrage	سهم	bijdrage	سهم	N;MASC+FEM;SG	N;SG
revolutie	انقلابی	revolutie	انقلاب	N;MASC+FEM;SG	N;SG
revolutie	انقلاب	revolutie	انقلاب	N;MASC+FEM;SG	N;SG
slechte	بد	slecht	بد	ADJ	ADJ
geschikt	مناسب	geschikt	مناسب	ADJ	ADJ
geschikt	درخور	geschikt	درخور	ADJ	ADJ
geschikt	مناسب	geschikt	مناسب	ADJ	ADJ
blauwe	آبی	blauw	آبی	ADJ	ADJ
mary	ماری	mary	None	N;MASC+FEM;SG	N;SG
mary	مریم	mary	مریم	N;MASC+FEM;SG	N;SG
mary	مری	mary	None	N;MASC+FEM;SG	N;SG
juan	خوان	juan	خوان	N;MASC+FEM;SG	N;SG
juan	خوآن	juan	خوآن	N;MASC+FEM;SG	N;SG
fout	اشتباه	fout	اشتباه	N;MASC+FEM;SG	N;SG
fout	نادرست	fout	نادرست	N;MASC+FEM;SG	N;SG
fout	اشتباه	fout	اشتباه	N;MASC+FEM;SG	N;SG
fout	خطای	fout	خطا	N;MASC+FEM;SG	N;SG
fout	خطا	fout	خطا	N;MASC+FEM;SG	N;SG
kamp	اردوگاه	kamp	اردوگاه	N;NEUT;SG	N;SG
kamp	اردو	kamp	اردو	N;NEUT;SG	N;SG
kamp	کمپ	kamp	کمپ	N;NEUT;SG	N;SG
kunstschilder	نقاش	kunstschilder	نقاش	N;MASC+FEM;SG	N;SG
ontmoeting	ملاقات	ontmoeting	ملاقات	N;MASC+FEM;SG	N;SG
ontmoeting	جلسه	ontmoeting	جلسه	N;MASC+FEM;SG	N;SG
ontmoeting	دیدار	ontmoeting	دیدار	N;MASC+FEM;SG	N;SG
ontmoeting	رویارویی	ontmoeting	رویارویی	N;MASC+FEM;SG	N;SG
ontmoeting	دیدار	ontmoeting	دیدار	N;MASC+FEM;SG	N;SG
academie	آکادمی	academie	آکادمی	N;MASC+FEM;SG	N;SG
academie	فرهنگستان	academie	فرهنگست	N;MASC+FEM;SG	N;SG
gedrag	رفتاری	gedrag	رفتار	N;NEUT;SG	N;SG
gedrag	سیرت	gedrag	سیرت	N;NEUT;SG	N;SG
gedrag	رفتار	gedrag	رفتار	N;NEUT;SG	N;SG
gedrag	رفتاری	gedrag	رفتار	N;NEUT;SG	N;SG
gedrag	رفتار	gedrag	رفتار	N;NEUT;SG	N;SG
arthur	آرتور	arthur	آرتور	N;MASC+FEM;SG	N;SG
natuurlijke	طبیعی	natuurlijk	طبیعی	ADJ	ADJ
egypte	مصر	egypt	مصر	N;NEUT;SG	N;SG
oog	چشم	oog	چشم	N;NEUT;SG	N;SG
oog	چشمی	oog	چشم	N;NEUT;SG	N;SG
sumatra	سوماترا	sumatra	سوماترا	N;MASC+FEM;SG	N;SG
bond	باند	bond	باند	N;MASC+FEM;SG	N;SG
bond	پیوند	bond	پیوند	N;MASC+FEM;SG	N;SG
vogels	پرندگان	vogel	پرنده	N;PL	N;PL
kanaal	کانال	kanaal	None	N;NEUT;SG	N;SG
kanaal	مجرا	kanaal	None	N;NEUT;SG	N;SG
kanaal	مجرای	kanaal	None	N;NEUT;SG	N;SG
kanaal	کانال	kanaal	None	N;NEUT;SG	N;SG
kanaal	مجرا	kanaal	None	N;NEUT;SG	N;SG
kanaal	مجرای	kanaal	None	N;NEUT;SG	N;SG
kanaal	چنل	kanaal	چنل	N;NEUT;SG	N;SG
kanaal	channel	kanaal	channel	N;NEUT;SG	N;SG
voorstel	خواستگاری	voorstel	None	N;NEUT;SG	N;SG
christian	کریستین	christian	کریستین	N;MASC+FEM;SG	N;SG
christian	کریستیان	christian	کریستی	N;MASC+FEM;SG	N;SG
christian	مسیحی	christian	مسیحی	N;MASC+FEM;SG	N;SG
christian	کریستن	christian	کریستن	N;MASC+FEM;SG	N;SG
oceaan	اقیانوس	oceaan	None	N;MASC+FEM;SG	N;SG
oceaan	اقیانوسی	oceaan	اقیانوسی	N;MASC+FEM;SG	N;SG
verzameling	مجموعۀ	verzameling	مجموعۀ	N;MASC+FEM;SG	N;SG
verzameling	مجموعه	verzameling	مجموعه	N;MASC+FEM;SG	N;SG
ring	حلقه	ring	حلقه	N;MASC+FEM;SG	N;SG
ring	رینگ	ring	None	N;MASC+FEM;SG	N;SG
ring	انگشتر	ring	انگشتر	N;MASC+FEM;SG	N;SG
ton	تن	ton	تن	N;MASC+FEM;SG	N;SG
ton	تن	ton	تن	N;MASC+FEM;SG	N;SG
carlos	کارلوس	carlos	کارلوس	N;MASC+FEM;SG	N;SG
carlos	اوس	carlos	اوس	N;MASC+FEM;SG	N;SG
reis	مسافرت	reis	مسافرت	N;MASC+FEM;SG	N;SG
reis	travel	reis	travel	N;MASC+FEM;SG	N;SG
reis	سفر	reis	سفر	N;MASC+FEM;SG	N;SG
reis	سفر	reis	سفر	N;MASC+FEM;SG	N;SG
reis	سفری	reis	سفر	N;MASC+FEM;SG	N;SG
reis	مسافرت	reis	مسافرت	N;MASC+FEM;SG	N;SG
tempel	پرستشگاه	tempel	پرستشگاه	N;MASC+FEM;SG	N;SG
tempel	عبادتگاه	tempel	عبادتگاه	N;MASC+FEM;SG	N;SG
tempel	معبد	tempel	None	N;MASC+FEM;SG	N;SG
tempel	تمپل	tempel	تمپل	N;MASC+FEM;SG	N;SG
discipline	انضباط	discipline	انضباط	N;MASC+FEM;SG	N;SG
toekomst	future	toekomst	future	N;MASC+FEM;SG	N;SG
toekomst	آینده	toekomst	آینده	N;MASC+FEM;SG	N;SG
luchthaven	فرودگاه	luchthaven	فرودگاه	N;MASC+FEM;SG	N;SG
ziekenhuis	بیمارستان	ziekenhuis	بیمارستان	N;NEUT;SG	N;SG
ziekenhuis	بیمارستانی	ziekenhuis	بیمارستان	N;NEUT;SG	N;SG
ziekenhuis	بیمارستان	ziekenhuis	بیمارستان	N;NEUT;SG	N;SG
liefde	دوست	liefde	دوست	N;MASC+FEM;SG	N;SG
liefde	عشق	liefde	عشق	N;MASC+FEM;SG	N;SG
liefde	عشقی	liefde	None	N;MASC+FEM;SG	N;SG
liefde	عاشق	liefde	عاشق	N;MASC+FEM;SG	N;SG
structuur	ساختار	structuur	ساختار	N;MASC+FEM;SG	N;SG
structuur	سازه	structuur	سازه	N;MASC+FEM;SG	N;SG
gezin	فامیل	gezin	فامیل	N;NEUT;SG	N;SG
gezin	خانوادگی	gezin	خانوادگی	N;NEUT;SG	N;SG
gezin	خانواده	gezin	خانواده	N;NEUT;SG	N;SG
populair	پرطرفدار	populair	پرطرفدار	ADJ	ADJ
handel	بازرگانی	handel	بازرگانی	N;MASC+FEM;SG	N;SG
handel	تجارت	handel	تجارت	N;MASC+FEM;SG	N;SG
handel	تجارت	handel	تجارت	N;MASC+FEM;SG	N;SG
francisco	فرانسیسکو	francisco	فرانسیسکو	N;MASC+FEM;SG	N;SG
francisco	فرانچسکو	francisco	فرانچسکو	N;MASC+FEM;SG	N;SG
steve	استیو	steve	استیو	N;MASC+FEM;SG	N;SG
redenen	دلایل	reden	دلیل	N;PL	N;PL
openbaar	عمومی	openbaar	عمومی	ADJ	ADJ
openbaar	علنی	openbaar	None	ADJ	ADJ
prinses	پرنسس	prinses	پرنسس	N;MASC+FEM;SG	N;SG
prinses	شاهدخت	prinses	شاهدخت	N;MASC+FEM;SG	N;SG
speciaal	ویژه	speciaal	ویژه	ADJ	ADJ
boom	درخت	boom	درخت	N;MASC+FEM;SG	N;SG
boom	درختی	boom	درخت	N;MASC+FEM;SG	N;SG
boom	بوم	boom	بوم	N;MASC+FEM;SG	N;SG
brittannië	بریتانیا	brittannië	None	N;NEUT;SG	N;SG
big	بیگ	big	بیگ	N;MASC+FEM;SG	N;SG
big	b	big	b	N;MASC+FEM;SG	N;SG
big	بزرگی	big	بزرگی	N;MASC+FEM;SG	N;SG
achtergrond	زمینه	achtergrond	زمینه	N;MASC+FEM;SG	N;SG
washington	واشینگتون	washington	واشینگتون	N;MASC+FEM;SG	N;SG
washington	واشنگتون	washington	واشنگتون	N;MASC+FEM;SG	N;SG
washington	واشینگتن	washington	واشینگتن	N;MASC+FEM;SG	N;SG
washington	واشنگتن	washington	واشنگتن	N;MASC+FEM;SG	N;SG
young	جوان	young	جوان	N;MASC+FEM;SG	N;SG
young	یانگ	young	یانگ	N;MASC+FEM;SG	N;SG
young	جوون	young	جوون	N;MASC+FEM;SG	N;SG
young	یونگ	young	یونگ	N;MASC+FEM;SG	N;SG
gevraagd	پرسید	vraag	پرسید#پرس	V;V.PTCP	V;SG;3;PST
gevraagd	پرسیدند	vraag	پرسید#پرس	V;V.PTCP	V;PL;3;PST
gordon	گوردون	gordon	گوردون	N;MASC+FEM;SG	N;SG
titels	عناوین	titel	عناوین	N;PL	N;PL
snelheid	سرعت	snelheid	سرعت	N;MASC+FEM;SG	N;SG
uefa	یوفا	uefa	یوفا	N;MASC+FEM;SG	N;SG
gerard	جرارد	rarden	جرارد	N;MASC+FEM;SG	N;SG
jazz	جاز	jazz	جاز	N;MASC+FEM;SG	N;SG
blad	برگی	blad	برگی	N;NEUT;SG	N;SG
blad	برگ	blad	برگ	N;NEUT;SG	N;SG
winter	وینتر	winter	وینتر	N;MASC+FEM;SG	N;SG
winter	زمستان	winter	زمستان	N;MASC+FEM;SG	N;SG
winter	زمستون	winter	زمستون	N;MASC+FEM;SG	N;SG
winter	زمستانی	winter	زمستانی	N;MASC+FEM;SG	N;SG
voet	پای	voet	پا	N;MASC+FEM;SG	N;SG
voet	فوت	voet	فوت	N;MASC+FEM;SG	N;SG
voet	پیاده	voet	پیاده	N;MASC+FEM;SG	N;SG
voet	پا	voet	پا	N;MASC+FEM;SG	N;SG
groen	سبز	groen	سبز	ADJ	ADJ
kenmerken	مشخصات	kenmerk	مشخصه	N;PL	N;PL
kenmerken	ویژگیها	kenmerk	ویژگی	N;PL	N;PL
kenmerken	ویژگیهای	kenmerk	ویژگی	N;PL	N;PL
journalist	خبرنگار	journalist	خبرنگار	N;MASC+FEM;SG	N;SG
journalist	گزارشگر	journalist	None	N;MASC+FEM;SG	N;SG
www	www	www	www	N;MASC+FEM;SG	N;SG
treinen	قطارها	trein	قطار	N;PL	N;PL
treinen	متقاضیان	trein	متقاضی	N;PL	N;PL
meerderheid	اکثریت	meerderheid	اکثریت	N;MASC+FEM;SG	N;SG
concert	کنسرت	concert	کنسرت	N;NEUT;SG	N;SG
kapitein	کاپیتان	kapitein	کاپیت	N;MASC+FEM;SG	N;SG
kapitein	سروان	kapitein	سروان	N;MASC+FEM;SG	N;SG
kapitein	ناخدا	kapitein	ناخدا	N;MASC+FEM;SG	N;SG
otto	اوتو	otto	اوتو	N;MASC+FEM;SG	N;SG
otto	اتو	otto	اتو	N;MASC+FEM;SG	N;SG
otto	آتو	otto	آتو	N;MASC+FEM;SG	N;SG
hoek	گوشه	hoek	گوشه	N;MASC+FEM;SG	N;SG
hoek	زاویۀ	hoek	زاویۀ	N;MASC+FEM;SG	N;SG
hoek	زاویه	hoek	زاویه	N;MASC+FEM;SG	N;SG
lees	بخوان	lezen	None	V;SG;PRS;FIN	V;IMP;SG;2
lees	خوانده	lezen	خواند#خوان	V;SG;PRS;FIN	V;SG;3;V.PTCP
probeerde	آزموده	proberen	آزموده	V;SG;PST;FIN	V;SG;3;V.PTCP
rio	ریو	rio	ریو	N;MASC+FEM;SG	N;SG
onafhankelijk	مستقل	onafhankelijk	مستقل	ADJ	ADJ
onafhankelijk	مستقل	onafhankelijk	مستقل	ADJ	ADJ
armen	بازوها	arm	بازو	N;PL	N;PL
stenen	سنگها	steen	سنگ	N;PL	N;PL
stenen	آجرهای	steen	آجر	N;PL	N;PL
stenen	سنگها	steen	سنگ	N;PL	N;PL
theorie	نظریه	theorie	نظریه	N;MASC+FEM;SG	N;SG
theorie	تئوری	theorie	تئوری	N;MASC+FEM;SG	N;SG
theorie	فرضیه	theorie	فرضیه	N;MASC+FEM;SG	N;SG
kabinet	کابینه	kabinet	کابینه	N;NEUT;SG	N;SG
kabinet	کابینت	kabinet	کابینت	N;NEUT;SG	N;SG
gang	دالان	gang	دال	N;MASC+FEM;SG	N;SG
edward	ادوارد	edward	ادوارد	N;MASC+FEM;SG	N;SG
trein	قطار	trein	قطار	N;MASC+FEM;SG	N;SG
hard	دشوار	hard	دشوار	ADJ	ADJ
hard	سختگیر	hard	None	ADJ	ADJ
hard	خشن	hard	None	ADJ	ADJ
zilver	نقره	zilver	نقره	N;NEUT;SG	N;SG
zilver	سیمین	zilver	سیمین	N;NEUT;SG	N;SG
zilver	سیلور	zilver	سیلور	N;NEUT;SG	N;SG
commonscat	commonscat	commonscat	None	N;MASC+FEM;SG	N;SG
effect	ضربه	effect	ضربه	N;NEUT;SG	N;SG
effect	اصابت	effect	اصابت	N;NEUT;SG	N;SG
effect	برخوردی	effect	برخوردی	N;NEUT;SG	N;SG
effect	برخورد	effect	برخورد	N;NEUT;SG	N;SG
effect	اثر	effect	اثر	N;NEUT;SG	N;SG
effect	جلوه	effect	جلوه	N;NEUT;SG	N;SG
effect	تأثیر	effect	تأثیر	N;NEUT;SG	N;SG
turkije	ترکیه	turkije	ترکیه	N;NEUT;SG	N;SG
turkije	ترکی	turkije	ترکی	N;NEUT;SG	N;SG
turkije	بوقلمون	turkije	بوقلمون	N;NEUT;SG	N;SG
twintig	بیست	twintig	بیست	NUM	NUM
antwoord	پاسخگویی	antwoord	پاسخگویی	N;NEUT;SG	N;SG
antwoord	جواب	antwoord	جواب	N;NEUT;SG	N;SG
antwoord	پاسخ	antwoord	پاسخ	N;NEUT;SG	N;SG
antwoord	پاسخ	antwoord	پاسخ	N;NEUT;SG	N;SG
advocaat	وکالت	advocaat	وکالت	N;MASC+FEM;SG	N;SG
advocaat	وکیل	advocaat	وکیل	N;MASC+FEM;SG	N;SG
producten	محصولاتی	product	محصول	N;PL	N;PL
producten	محصولات	product	محصول	N;PL	N;PL
wapens	سلاح	wapen	سلاح	N;PL	N;PL
wapens	بازوها	wapen	بازو	N;PL	N;PL
noemt	میخواند	noemen	خواند#خوان	V;SG;PRS;FIN	V;SG;3;PRS
noemt	بخواند	noemen	خواند#خوان	V;SG;PRS;FIN	V;SBJV;SG;3;PRS
roger	روژه	roog	روژه	N;MASC+FEM;SG	N;SG
roger	راجر	roog	راجر	N;MASC+FEM;SG	N;SG
coach	coach	coach	coach	N;MASC+FEM;SG	N;SG
coach	دلیجان	coach	دلیج	N;MASC+FEM;SG	N;SG
coach	مربیگری	coach	None	N;MASC+FEM;SG	N;SG
coach	مربی	coach	مربی	N;MASC+FEM;SG	N;SG
schrijft	مینویسد	schrijven	نمود#آ	V;SG;PRS;FIN	V;SG;3;PRS
grootte	اندازۀ	grootte	اندازۀ	N;MASC+FEM;SG	N;SG
grootte	اندازه	grootte	اندازه	N;MASC+FEM;SG	N;SG
opening	افتتاحیه	opening	افتتاحیه	N;MASC+FEM;SG	N;SG
opening	افتتاح	opening	افتتاح	N;MASC+FEM;SG	N;SG
river	ریور	river	ریور	N;MASC+FEM;SG	N;SG
river	رودخانه	river	رودخانه	N;MASC+FEM;SG	N;SG
bad	b	bad	b	N;NEUT;SG	N;SG
bad	حمام	bad	None	N;NEUT;SG	N;SG
nou	خب	nou	خب	ADV	ADV
nou	خوب	nou	خوب	ADV	ADV
verslag	گزارش	verslag	گزارش	N;NEUT;SG	N;SG
code	کد	code	کرد#کن	N;MASC+FEM;SG	N;SG
ernst	شدت	ernst	شدت	N;MASC+FEM;SG	N;SG
ernst	جدیت	ernst	جدیت	N;MASC+FEM;SG	N;SG
ernst	جدیت	ernst	جدیت	N;MASC+FEM;SG	N;SG
ernst	ارنست	ernst	ارنست	N;MASC+FEM;SG	N;SG
ernst	ارنست	ernst	ارنست	N;MASC+FEM;SG	N;SG
zichtbaar	نمایان	zichtbaar	نمایان	ADJ	ADJ
jongen	جوانک	jongen	جوانک	N;MASC+FEM;SG	N;SG
jongen	پسر	jongen	پسر	N;MASC+FEM;SG	N;SG
jongen	کید	jongen	کرد#کن	N;MASC+FEM;SG	N;SG
luitenant	ستوان	luitenant	ستوان	N;MASC+FEM;SG	N;SG
instrumenten	آلات	instrument	آلات	N;PL	N;PL
verslagen	داستانها	verslag	داستان	N;PL	N;PL
verslagen	گزارشها	verslag	گزارش	N;PL	N;PL
voedsel	غذایی	voedsel	غذا	N;NEUT;SG	N;SG
voedsel	خوراک	voedsel	خوراک	N;NEUT;SG	N;SG
voedsel	غذا	voedsel	غذا	N;NEUT;SG	N;SG
steen	سنگ	steen	سنگ	N;MASC+FEM;SG	N;SG
steen	استون	steen	استون	N;MASC+FEM;SG	N;SG
steen	سنگی	steen	سنگی	N;MASC+FEM;SG	N;SG
steen	سنگسار	steen	سنگسار	N;MASC+FEM;SG	N;SG
steen	سنگی	steen	سنگی	N;MASC+FEM;SG	N;SG
steen	صخره	steen	None	N;MASC+FEM;SG	N;SG
steen	راک	steen	راک	N;MASC+FEM;SG	N;SG
bibliotheek	کتابخانه	bibliotheek	کتابخانه	N;MASC+FEM;SG	N;SG
doelpunten	اهداف	doelpunt	هدف	N;PL	N;PL
mooi	زیبا	mooi	زیبا	ADJ	ADJ
mooi	قشنگ	mooi	None	ADJ	ADJ
mooi	قشنگ	mooi	None	ADJ	ADJ
achtste	هشتم	acht	هشتم	ADJ	ADJ
achtste	هشتمین	acht	هشتم	ADJ	ADJ;RL
blauw	آبی	blauw	آبی	ADJ	ADJ
increment	نمو	increment	نمو	N;NEUT;SG	N;SG
mike	مایک	mike	مایک	N;MASC+FEM;SG	N;SG
dorpen	روستاها	dorp	روستا	N;PL	N;PL
dorpen	روستاهای	dorp	روستا	N;PL	N;PL
victor	ویکتور	victor	ویکتور	N;MASC+FEM;SG	N;SG
praktijk	تمرین	praktijk	تمرین	N;MASC+FEM;SG	N;SG
gelegenheid	مناسبت	gelegenheid	مناسب	N;MASC+FEM;SG	N;SG
gelegenheid	فرصتی	gelegenheid	فرصت	N;MASC+FEM;SG	N;SG
gelegenheid	فرصت	gelegenheid	فرصت	N;MASC+FEM;SG	N;SG
techniek	مهندسی	techniek	مهندسی	N;MASC+FEM;SG	N;SG
techniek	تکنیک	techniek	تکنیک	N;MASC+FEM;SG	N;SG
complex	هرات	complex	هرات	N;NEUT;SG	N;SG
kandidaat	کاندید	kandidaat	کاند#کان	N;MASC+FEM;SG	N;SG
kandidaat	نامزد	kandidaat	نامزد	N;MASC+FEM;SG	N;SG
kandidaat	کاندیدای	kandidaat	کاندیدا	N;MASC+FEM;SG	N;SG
studies	مطالعات	studie	مطالعه	N;PL	N;PL
vóór	پیش	voor	پیش	ADP	ADP
promotie	ترویج	promotie	ترویج	N;MASC+FEM;SG	N;SG
promotie	ارتقاء	promotie	ارتقاءء	N;MASC+FEM;SG	N;SG
promotie	ترفیع	promotie	ترفیع	N;MASC+FEM;SG	N;SG
promotie	تبلیغ	promotie	تبلیغ	N;MASC+FEM;SG	N;SG
promotie	ارتقای	promotie	ارتقا	N;MASC+FEM;SG	N;SG
promotie	ارتقا	promotie	ارتقا	N;MASC+FEM;SG	N;SG
functies	ویژگیها	functie	ویژگی	N;PL	N;PL
functies	ویژگیهای	functie	ویژگی	N;PL	N;PL
zevende	هفتم	zeven	هفتم	ADJ	ADJ
middenvelder	هافبک	middenvelder	None	N;MASC+FEM;SG	N;SG
temperatuur	دما	temperatuur	دما	N;MASC+FEM;SG	N;SG
temperatuur	دما	temperatuur	دما	N;MASC+FEM;SG	N;SG
schade	جراحت	schade	جراحت	N;MASC+FEM;SG	N;SG
schade	آزاری	schade	آزاری	N;MASC+FEM;SG	N;SG
schade	زخم	schade	زخم	N;MASC+FEM;SG	N;SG
schade	صدمه	schade	صدمه	N;MASC+FEM;SG	N;SG
schade	آسیب	schade	آسیب	N;MASC+FEM;SG	N;SG
leeuw	شیر	leeuw	شیر	N;MASC+FEM;SG	N;SG
keuze	انتخاب	keuze	انتخاب	N;MASC+FEM;SG	N;SG
krant	روزنامه	krant	روزنامه	N;MASC+FEM;SG	N;SG
onderdelen	قطعات	onderdeel	قطعه	N;PL	N;PL
onderdelen	قطعات	onderdeel	قطعه	N;PL	N;PL
onderdelen	اجزای	onderdeel	اجزا	N;PL	N;PL
loopbaan	حرفه	loopbaan	None	N;MASC+FEM;SG	N;SG
loopbaan	شغل	loopbaan	شغل	N;MASC+FEM;SG	N;SG
heren	آقایان	heer	آقا	N;PL	N;PL
heren	آقایون	heer	آقایون	N;PL	N;PL
stemming	رای	stemming	None	N;MASC+FEM;SG	N;SG
stemming	رای	stemming	None	N;MASC+FEM;SG	N;SG
stemming	حالت	stemming	حالت	N;MASC+FEM;SG	N;SG
stemming	حوصله	stemming	حوصله	N;MASC+FEM;SG	N;SG
tip	نکته	tip	نکته	N;MASC+FEM;SG	N;SG
tip	نوک	tip	None	N;MASC+FEM;SG	N;SG
tip	انعام	tip	انعام	N;MASC+FEM;SG	N;SG
uitzondering	استثنا	uitzondering	استثنا	N;MASC+FEM;SG	N;SG
uitzondering	استثنای	uitzondering	استثنای	N;MASC+FEM;SG	N;SG
são	سائو	são	سائو	N;MASC+FEM;SG	N;SG
joden	یهودیان	jood	یهودی	N;PL	N;PL
post	نامۀ	post	نامۀ	N;MASC+FEM;SG	N;SG
post	نامه	post	نامه	N;MASC+FEM;SG	N;SG
post	پست	post	پست	N;MASC+FEM;SG	N;SG
post	پستی	post	پستی	N;MASC+FEM;SG	N;SG
post	post	post	post	N;MASC+FEM;SG	N;SG
zei	گفت	zeggen	گفت#گو	V;SG;PST;FIN	V;SG;3;PST
moord	ترور	moord	ترور	N;MASC+FEM;SG	N;SG
moord	قتل	moord	قتل	N;MASC+FEM;SG	N;SG
normaal	نرمال	normaal	نرمال	ADJ	ADJ
normaal	عادی	normaal	عادی	ADJ	ADJ
normaal	معمولی	normaal	معمولی	ADJ	ADJ
normaal	طبیعی	normaal	طبیعی	ADJ	ADJ
fabriek	کارخانه	fabriek	کارخانه	N;MASC+FEM;SG	N;SG
wetenschap	علمی	wetenschap	علمی	N;MASC+FEM;SG	N;SG
wetenschap	علم	wetenschap	علم	N;MASC+FEM;SG	N;SG
state	حالت	state	حالت	N;MASC+FEM;SG	N;SG
state	استیت	state	استیت	N;MASC+FEM;SG	N;SG
state	دولت	state	دولت	N;MASC+FEM;SG	N;SG
state	وضعیت	state	وضعیت	N;MASC+FEM;SG	N;SG
state	ایالت	state	ایالت	N;MASC+FEM;SG	N;SG
video	ویدیویی	video	ویدیویی	N;MASC+FEM;SG	N;SG
video	ویدئویی	video	ویدئویی	N;MASC+FEM;SG	N;SG
video	ویدیوی	video	ویدیو	N;MASC+FEM;SG	N;SG
video	ویدئو	video	ویدئو	N;MASC+FEM;SG	N;SG
video	ویدیو	video	ویدیو	N;MASC+FEM;SG	N;SG
video	ویدئوی	video	ویدئوی	N;MASC+FEM;SG	N;SG
eric	اریک	eric	اریک	N;MASC+FEM;SG	N;SG
definitie	تعریف	definitie	تعریف	N;MASC+FEM;SG	N;SG
cornelis	کورنلیوس	cornelis	کورنلیوس	N;MASC+FEM;SG	N;SG
software	نرمافزار	softwaar	نرمافزار	N;MASC+FEM;SG	N;SG
fusie	ادغام	fusie	None	N;MASC+FEM;SG	N;SG
fusie	تلفیق	fusie	None	N;MASC+FEM;SG	N;SG
fusie	همجوشی	fusie	همجوشی	N;MASC+FEM;SG	N;SG
zon	آفتاب	zon	آفتاب	N;MASC+FEM;SG	N;SG
zon	خورشید	zon	خورشید	N;MASC+FEM;SG	N;SG
zon	سون	zon	سون	N;MASC+FEM;SG	N;SG
zon	آفتاب	zon	آفتاب	N;MASC+FEM;SG	N;SG
methode	متد	methode	متد	N;MASC+FEM;SG	N;SG
methode	روش	methode	روش	N;MASC+FEM;SG	N;SG
uitleg	شرح	uitleg	شرح	N;MASC+FEM;SG	N;SG
toepassing	کاربردی	toepassing	کاربردی	N;MASC+FEM;SG	N;SG
toepassing	کاربرد	toepassing	کاربرد	N;MASC+FEM;SG	N;SG
patrick	پاتریک	patrick	پاتریک	N;MASC+FEM;SG	N;SG
dynastie	دودمان	dynastie	دودم	N;MASC+FEM;SG	N;SG
dynastie	سلسله	dynastie	سلسله	N;MASC+FEM;SG	N;SG
ajax	آژاکس	ajax	آژاکس	N;NEUT;SG	N;SG
