krateret	cráter	kratere	cráter	N;DEF;NEUT;SG	N;MASC;SG
paradis	paraiso	paradis	paraiso	N;INDF;NEUT;SG	N;MASC;SG
paradis	paraíso	paradis	paraíso	N;INDF;NEUT;SG	N;MASC;SG
paradis	paradise	paradis	paradise	N;INDF;NEUT;SG	N;SG
svømmer	nadando	svømme	nadar	V;IND;PRS;FIN;ACT	V;V.MSDR
svømmer	nadar	svømme	nadar	V;IND;PRS;FIN;ACT	V;NFIN
maine	maine	maine	maine	N;INDF;MASC+FEM;SG	N;MASC;SG
helikoptere	helicópteros	helikopter	helicóptero	N;INDF;MASC+FEM;PL	N;MASC;PL
moderat	moderado	moderat	moderado	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
moderat	moderada	moderat	moderado	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG;V.PTCP
brændende	ardiendo	brænde	arder	V;PRS;V.PTCP	V;V.MSDR
brændende	quema	brænde	quema	V;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
brændende	quemando	brænde	quemar	V;PRS;V.PTCP	V;V.MSDR
brændende	quemar	brænde	quemar	V;PRS;V.PTCP	V;NFIN
købmænd	comerciantes	købmand	comerciante	N;INDF;MASC+FEM;PL	N;PL
købmænd	mercaderes	købmand	mercader	N;INDF;MASC+FEM;PL	N;MASC;PL
kontinent	continente	kontinent	continente	N;INDF;NEUT;SG	N;MASC;SG
baser	bases	base	base	N;INDF;MASC+FEM;PL	N;PL
baser	fundamentos	base	fundamento	N;INDF;MASC+FEM;PL	N;MASC;PL
gemt	salvó	gemme	salvar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
tang	tang	tang	tang	N;INDF;MASC+FEM;SG	N;MASC;SG
tang	alga	tang	alga	N;INDF;MASC+FEM;SG	N;MASC;SG
tang	fórceps	tang	fórcep	N;INDF;MASC+FEM;SG	N;MASC;SG
opretter	crear	oprette	crear	V;IND;PRS;FIN;ACT	V;NFIN
opretter	crean	oprette	crear	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
opretter	crear	oprette	crear	V;IND;PRS;FIN;ACT	V;NFIN
opretter	creando	oprette	crear	V;IND;PRS;FIN;ACT	V;V.MSDR
forkerte	equivocados	forkert	equivocado	ADJ;PL	ADJ;MASC;PL;V.PTCP
affald	desperdicio	affald	desperdicio	N;INDF;NEUT;SG	N;MASC;SG
affald	residuo	affald	residuo	N;INDF;NEUT;SG	N;MASC;SG
maximilian	maximiliano	maximilian	maximiliano	N;INDF;MASC+FEM;SG	N;MASC;SG
positioner	posiciones	position	posición	N;INDF;MASC+FEM;PL	N;FEM;PL
positioner	posturas	position	postura	N;INDF;MASC+FEM;PL	N;FEM;PL
lægen	medico	læge	medico	N;DEF;MASC+FEM;SG	N;MASC;SG
lægen	médico	læge	médico	N;DEF;MASC+FEM;SG	N;MASC;SG
lægen	doctora	læge	doctora	N;DEF;MASC+FEM;SG	N;FEM;SG
lægen	doctor	læge	doctor	N;DEF;MASC+FEM;SG	N;MASC;SG
taktik	táctica	taktik	táctica	N;INDF;MASC+FEM;SG	N;FEM;SG
taktik	táctica	taktik	táctica	N;INDF;MASC+FEM;SG	N;FEM;SG
munden	mouth	mund	mouth	N;DEF;MASC+FEM;SG	N
munden	desembocadura	mund	desembocadura	N;DEF;MASC+FEM;SG	N;FEM;SG
munden	boca	mund	boca	N;DEF;MASC+FEM;SG	N;FEM;SG
kæmpet	luchó	kæmpe	luchar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
kæmpet	luchó	kæmpe	luchar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
arkiveret	presentó	arkivere	presentar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
demonstrationer	protestas	demonstration	protesta	N;INDF;MASC+FEM;PL	N;FEM;PL
demonstrationer	manifestaciones	demonstration	manifestación	N;INDF;MASC+FEM;PL	N;FEM;PL
demonstrationer	demostraciones	demonstration	demostración	N;INDF;MASC+FEM;PL	N;FEM;PL
rocky	rocky	rocky	rocky	N;INDF;MASC+FEM;SG	N
afviser	rechaza	afvise	rechazar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
bemærkede	observó	bemærket	observar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
bemærkede	señalado	bemærket	señalar	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
sorg	pena	sorg	pena	N;INDF;MASC+FEM;SG	N;FEM;SG
sorg	tristeza	sorg	tristeza	N;INDF;MASC+FEM;SG	N;FEM;SG
sorg	tristeza	sorg	tristeza	N;INDF;MASC+FEM;SG	N;FEM;SG
sorg	pena	sorg	pena	N;INDF;MASC+FEM;SG	N;FEM;SG
sorg	duelo	sorg	duelo	N;INDF;MASC+FEM;SG	N;MASC;SG
sorg	luto	sorg	luto	N;INDF;MASC+FEM;SG	N;MASC;SG
edith	edith	edith	edith	N;INDF;MASC+FEM;SG	N;FEM;SG
anseelse	fama	anseelse	fama	N;INDF;MASC+FEM;SG	N;FEM;SG
anseelse	renombre	anseelse	renombre	N;INDF;MASC+FEM;SG	N;MASC;SG
anseelse	reputación	anseelse	reputación	N;INDF;MASC+FEM;SG	N;FEM;SG
smed	tiró	smide	tirar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
malere	pintores	male	pintor	N;INDF;MASC+FEM;PL	N;MASC;PL
absolutte	absolutas	absolutte	absoluto	ADJ;PL	ADJ;FEM;PL
absolutte	absolutos	absolutte	absoluto	ADJ;PL	ADJ;MASC;PL
aske	ceniza	aske	cenizar	N;INDF;NEUT;SG	N;FEM;SG
kardinal	cardenal	kardinal	cardenal	N;INDF;MASC+FEM;SG	N;MASC;SG
kulturarv	patrimonio	kulturarv	patrimonio	N;INDF;MASC+FEM;SG	N;MASC;SG
kulturarv	herencia	kulturarv	herencia	N;INDF;MASC+FEM;SG	N;FEM;SG
kulturarv	heritage	kulturarv	heritage	N;INDF;MASC+FEM;SG	N;MASC;SG
regime	régimen	regime	régimen	N;INDF;NEUT;SG	N;MASC;SG
regime	régimen	regime	régimen	N;INDF;NEUT;SG	N;MASC;SG
alliancen	alliance	alliance	alliance	N;DEF;MASC+FEM;SG	N;SG
alliancen	alianza	alliance	alianza	N;DEF;MASC+FEM;SG	N;FEM;SG
afskediget	desestimó	afskedige	desestimar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
udfordringer	desafíos	udfordring	desafío	N;INDF;MASC+FEM;PL	N;MASC;PL
udfordringer	retos	udfordring	reto	N;INDF;MASC+FEM;PL	N;MASC;PL
protein	proteína	protein	proteína	N;INDF;NEUT;SG	N;FEM;SG
netværket	network	netværk	network	N;DEF;NEUT;SG	N;SG
netværket	red	netværk	red	N;DEF;NEUT;SG	N;FEM;SG
klipper	rocks	klippe	rocks	N;INDF;MASC+FEM;PL	N;MASC
klipper	rocas	klippe	roca	N;INDF;MASC+FEM;PL	N;FEM;PL
klipper	piedras	klippe	piedra	N;INDF;MASC+FEM;PL	N;FEM;PL
ekspansion	ampliación	ekspansion	ampliación	N;INDF;MASC+FEM;SG	N;FEM;SG
ekspansion	expansión	ekspansion	expansión	N;INDF;MASC+FEM;SG	N;FEM;SG
genetisk	genética	genetisk	genético	ADJ;INDF;SG	ADJ;FEM;SG
genetisk	genético	genetisk	genético	ADJ;INDF;SG	ADJ;MASC;SG
tømmer	maderas	tømme	madera	N;INDF;MASC+FEM;PL	N;FEM;PL
tømmer	maderas	tømme	madera	N;INDF;MASC+FEM;PL	N;FEM;PL
hellig	sagrado	hellig	sagrado	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
hellig	sagrada	hellig	sagrado	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
tempo	ritmo	tempo	ritmo	N;INDF;NEUT;SG	N;MASC;SG
tempo	pace	tempo	pacer	N;INDF;NEUT;SG	N
tempo	tempo	tempo	tempo	N;INDF;NEUT;SG	N;MASC;SG
talsmand	vocero	talsmand	vocero	N;INDF;MASC+FEM;SG	N;MASC;SG
talsmand	portavoz	talsmand	portavoz	N;INDF;MASC+FEM;SG	N;SG
talsmand	vocero	talsmand	vocero	N;INDF;MASC+FEM;SG	N;MASC;SG
talsmand	portavoz	talsmand	portavoz	N;INDF;MASC+FEM;SG	N;SG
ibm	ibm	ibm	ir	N;INDF;MASC+FEM;SG	N;SG
digtere	poetas	digter	poeta	N;INDF;MASC+FEM;PL	N;MASC;PL
vang	vang	vang	vang	N;INDF;NEUT;SG	N;MASC;SG
udtrykt	expresó	udtrykke	expresar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
indkomst	ingreso	indkomst	ingreso	N;INDF;MASC+FEM;SG	N;MASC;SG
indkomst	renta	indkomst	renta	N;INDF;MASC+FEM;SG	N;FEM;SG
faldne	caídos	falden	caído	ADJ;PL	ADJ;MASC;PL;V.PTCP
tegneserie	comic	tegneserie	comic	N;INDF;MASC+FEM;SG	N;MASC;SG
tegneserie	historieta	tegneserie	historieta	N;INDF;MASC+FEM;SG	N;FEM;SG
tegneserie	cómic	tegneserie	cómic	N;INDF;MASC+FEM;SG	N;MASC;SG
tegneserie	caricatura	tegneserie	caricatura	N;INDF;MASC+FEM;SG	N;FEM;SG
bedrifter	holdings	bedrifter	holdings	N;INDF;MASC+FEM;PL	N
bedrifter	explotaciones	bedrifter	explotación	N;INDF;MASC+FEM;PL	N;FEM;PL
bedrifter	tenencias	bedrifter	tenencia	N;INDF;MASC+FEM;PL	N;FEM;PL
bedrifter	participaciones	bedrifter	participación	N;INDF;MASC+FEM;PL	N;FEM;PL
bedrifter	logros	bedrifter	logro	N;INDF;MASC+FEM;PL	N;MASC;PL
bedrifter	realizaciones	bedrifter	realización	N;INDF;MASC+FEM;PL	N;FEM;PL
koalition	coalición	koalition	coalición	N;INDF;MASC+FEM;SG	N;FEM;SG
indstillede	cesó	indstille	cesar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
indstillede	cesaron	indstille	cesar	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
forever	forever	foreve	forever	N;INDF;MASC+FEM;SG	N;SG
dynamo	dynamo	dynamo	dynamo	N;INDF;MASC+FEM;SG	N;MASC;SG
dynamo	dinamo	dynamo	dinamo	N;INDF;MASC+FEM;SG	N;MASC;SG
perron	andén	perron	andén	N;INDF;MASC+FEM;SG	N;MASC;SG
perron	plataforma	perron	plataforma	N;INDF;MASC+FEM;SG	N;FEM;SG
blok	bloque	blok	bloque	N;INDF;MASC+FEM;SG	N;MASC;SG
blok	bloqueo	blok	bloqueo	N;INDF;MASC+FEM;SG	N;MASC;SG
blok	cuadra	blok	cuadra	N;INDF;MASC+FEM;SG	N;FEM;SG
klinisk	clínicamente	klinisk	clínicamente	ADV	ADV
word	word	word	word	N;INDF;MASC+FEM;SG	N
word	palabra	word	palabra	N;INDF;MASC+FEM;SG	N;FEM;SG
allmusic	allmusic	allmusic	allmusic	N;INDF;NEUT;SG	N;MASC;SG
manuskripter	manuscritos	manuskript	manuscrito	N;INDF;NEUT;PL	N;MASC;PL
manuskripter	guiones	manuskript	guión	N;INDF;NEUT;PL	N;MASC;PL
manuskripter	scripts	manuskript	script	N;INDF;NEUT;PL	N;MASC;PL
koppel	koppel	koppel	koppel	N;INDF;MASC+FEM;SG	N
pligt	duty	pligt	duty	N;INDF;MASC+FEM;SG	N
pligt	obligación	pligt	obligación	N;INDF;MASC+FEM;SG	N;FEM;SG
onsdag	miércoles	onsdag	miércoles	N;INDF;MASC+FEM;SG	N
biologi	biología	biologi	biología	N;INDF;MASC+FEM;SG	N;FEM;SG
gult	amarilla	gult	amarillo	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
gult	amarillo	gult	amarillo	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
palme	palme	palme	palme	N;INDF;MASC+FEM;SG	N;MASC;SG
palme	palmera	palme	palmera	N;INDF;MASC+FEM;SG	N;FEM;SG
palme	palma	palme	palma	N;INDF;MASC+FEM;SG	N;FEM;SG
frekvens	periodicidad	frekve	periodicidad	N;INDF;MASC+FEM;SG	N;FEM;SG
frekvens	frecuencia	frekve	frecuencia	N;INDF;MASC+FEM;SG	N;FEM;SG
præsidenter	presidentes	præsident	presidente	N;INDF;MASC+FEM;PL	N;MASC;PL
monumenter	monumentos	monument	monumento	N;INDF;NEUT;PL	N;MASC;PL
patienten	paciente	patient	paciente	N;DEF;MASC+FEM;SG	N;SG
hannibal	hannibal	hannibal	hannibal	N;INDF;MASC+FEM;SG	N;SG
købes	compro	købe	compro	V;IND;PRS;NFIN;PASS	V;IND;SG;2;PRS;FIN
købes	comprar	købe	comprar	V;IND;PRS;NFIN;PASS	V;NFIN
indvandring	inmigración	indvandring	inmigración	N;INDF;MASC+FEM;SG	N;FEM;SG
indvandring	migración	indvandring	migración	N;INDF;MASC+FEM;SG	N;FEM;SG
indvandring	emigración	indvandring	emigración	N;INDF;MASC+FEM;SG	N;FEM;SG
derby	derby	derby	derby	N;INDF;MASC+FEM;SG	N;MASC;SG
derby	derbi	derby	derbi	N;INDF;MASC+FEM;SG	N;MASC;SG
helte	heroes	helt	heroe	N;INDF;MASC+FEM;PL	N;MASC;PL
helte	héroes	helt	héroe	N;INDF;MASC+FEM;PL	N;MASC;PL
mønt	moneda	mønt	moneda	N;INDF;MASC+FEM;SG	N;FEM;SG
myspace	myspace	myspace	myspace	N;INDF;NEUT;SG	N;MASC;SG
step	escalón	step	escalón	N;INDF;NEUT;SG	N;MASC;SG
step	step	step	step	N;INDF;NEUT;SG	N
step	paso	step	paso	N;INDF;NEUT;SG	N;MASC;SG
forhandle	negocian	forhandle	negociar	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
forhandle	negociar	forhandle	negociar	V;NFIN;ACT	V;NFIN
forhandle	negocia	forhandle	negociar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
forhandle	negociando	forhandle	negociar	V;NFIN;ACT	V;V.MSDR
forhandle	negociar	forhandle	negociar	V;NFIN;ACT	V;NFIN
seværdigheder	atracciones	seværdighed	atracción	N;INDF;MASC+FEM;PL	N;FEM;PL
indeholdende	conteniendo	indeholde	contener	V;PRS;V.PTCP	V;V.MSDR
parterne	fiestas	part	fiesta	N;DEF;MASC+FEM;PL	N;FEM;PL
underkategorier	subcategorías	underkategorium	subcategor	N;INDF;MASC+FEM;PL	N;FEM;PL
tyk	espeso	tyk	espeso	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
tyk	gruesa	tyk	grueso	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
tyk	espesa	tyk	espeso	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
tyk	grueso	tyk	grueso	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
fejde	enemistad	fejde	enemistad	N;INDF;MASC+FEM;SG	N;FEM;SG
fejde	feudo	fejde	feudo	N;INDF;MASC+FEM;SG	N;MASC;SG
bachelor	licenciatura	bachelor	licenciatura	N;INDF;MASC+FEM;SG	N;FEM;SG
bachelor	bachelor	bachelor	bachelor	N;INDF;MASC+FEM;SG	N;MASC;SG
bachelor	bachiller	bachelor	bachiller	N;INDF;MASC+FEM;SG	N;MASC;SG
bachelor	soltero	bachelor	soltero	N;INDF;MASC+FEM;SG	N;MASC;SG
grafik	arte	grafik	arte	N;INDF;MASC+FEM;SG	N;SG
fantasi	imaginación	fantasi	imaginación	N;INDF;MASC+FEM;SG	N;FEM;SG
fantasi	fantasy	fantasi	fantasy	N;INDF;MASC+FEM;SG	N;MASC
fantasi	fantasia	fantasi	fantasia	N;INDF;MASC+FEM;SG	N;FEM;SG
fantasi	fantasía	fantasi	fantasía	N;INDF;MASC+FEM;SG	N;FEM;SG
rostock	rostock	rostock	rostock	N;INDF;MASC+FEM;SG	N;MASC;SG
mos	musgo	mos	musgo	N;INDF;MASC+FEM;SG	N;MASC;SG
mos	moss	mos	moss	N;INDF;MASC+FEM;SG	N
farvel	despedida	farvel	despedida	N;INDF;NEUT;SG	N;FEM;SG
farvel	despedida	farvel	despedida	N;INDF;NEUT;SG	N;FEM;SG
isle	isle	isle	isle	N;INDF;MASC+FEM;SG	N;MASC;SG
gennemgået	examinó	gennemgå	examinar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
aluminium	aluminio	aluminium	aluminio	N;INDF;NEUT;SG	N;MASC;SG
aluminium	aluminio	aluminium	aluminio	N;INDF;NEUT;SG	N;MASC;SG
ukrainsk	ucraniana	ukrainsk	ucraniano	ADJ;INDF;SG	ADJ;FEM;SG
ukrainsk	ucraniano	ukrainsk	ucraniano	ADJ;INDF;SG	ADJ;MASC;SG
opfatter	percibe	opfatte	percibir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
rosen	rosen	rose	rosar	N;DEF;MASC+FEM;SG	N;SG
kollega	colega	kollega	colega	N;INDF;MASC+FEM;SG	N;SG
udbygning	ampliación	udbygning	ampliación	N;INDF;MASC+FEM;SG	N;FEM;SG
udbygning	expansión	udbygning	expansión	N;INDF;MASC+FEM;SG	N;FEM;SG
lokaliteter	localidades	lokalitet	localidad	N;INDF;MASC+FEM;PL	N;FEM;PL
lokaliteter	sitios	lokalitet	sitio	N;INDF;MASC+FEM;PL	N;MASC;PL
lokaliteter	emplazamientos	lokalitet	emplazamiento	N;INDF;MASC+FEM;PL	N;MASC;PL
lokaliteter	localizaciones	lokalitet	localización	N;INDF;MASC+FEM;PL	N;FEM;PL
lokaliteter	ubicaciones	lokalitet	ubicación	N;INDF;MASC+FEM;PL	N;FEM;PL
lokaliteter	lugares	lokalitet	lugar	N;INDF;MASC+FEM;PL	N;MASC;PL
lokaliteter	localidades	lokalitet	localidad	N;INDF;MASC+FEM;PL	N;FEM;PL
herskede	reinó	herske	reinar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
usikker	insegura	usikker	insegurar	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
usikker	inseguro	usikker	inseguro	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
usikker	incierta	usikker	incierto	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
usikker	incierto	usikker	incierto	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
usikker	insegura	usikker	insegurar	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
usikker	inseguro	usikker	inseguro	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
usikker	insegura	usikker	insegurar	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
usikker	inseguro	usikker	inseguro	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
videoer	vídeos	video	vídeo	N;INDF;NEUT;PL	N;MASC;PL
videoer	videos	video	video	N;INDF;NEUT;PL	N;MASC;PL
reagerer	reacciona	reagere	reaccionar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
reagerer	reaccionando	reagere	reaccionar	V;IND;PRS;FIN;ACT	V;V.MSDR
reagerer	reaccionar	reagere	reaccionar	V;IND;PRS;FIN;ACT	V;NFIN
reagerer	responde	reagere	responder	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
reagerer	reacciona	reagere	reaccionar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
reagerer	reaccionar	reagere	reaccionar	V;IND;PRS;FIN;ACT	V;NFIN
reagerer	reaccionan	reagere	reaccionar	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
bordet	cuadro	bord	cuadro	N;DEF;NEUT;SG	N;MASC;SG
bordet	mesa	bord	mesa	N;DEF;NEUT;SG	N;FEM;SG
bordet	tabla	bord	tabla	N;DEF;NEUT;SG	N;FEM;SG
uddrag	fragmento	uddrag	fragmento	N;INDF;NEUT;SG	N;MASC;SG
uddrag	extracto	uddrag	extracto	N;INDF;NEUT;SG	N;MASC;SG
uddrag	extracto	uddrag	extracto	N;INDF;NEUT;SG	N;MASC;SG
rimelig	justa	rimelig	justo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
rimelig	razonable	rimelig	razonable	ADJ;INDF;MASC+FEM;SG	ADJ;SG
tilstande	modos	tilstand	modos	N;INDF;MASC+FEM;PL	N;MASC;PL
ødelæggelse	devastación	ødelæggelse	devastación	N;INDF;MASC+FEM;SG	N;FEM;SG
ødelæggelse	destrucción	ødelæggelse	destrucción	N;INDF;MASC+FEM;SG	N;FEM;SG
sæder	escaños	sæde	escaño	N;INDF;NEUT;PL	N;MASC;PL
sæder	asientos	sæde	asiento	N;INDF;NEUT;PL	N;MASC;PL
lander	aterriza	land	aterrizar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
lander	aterrizando	land	aterrizar	V;IND;PRS;FIN;ACT	V;V.MSDR
lander	aterrizar	land	aterrizar	V;IND;PRS;FIN;ACT	V;NFIN
kids	kids	kids	kids	N;INDF;NEUT;SG	N
hang	colgando	hænge	colgar	V;IMP	V;V.MSDR
fjerner	eliminando	fjerne	eliminar	V;IND;PRS;FIN;ACT	V;V.MSDR
fjerner	quitando	fjerne	quitar	V;IND;PRS;FIN;ACT	V;V.MSDR
fjerner	elimina	fjerne	eliminar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
fjerner	quita	fjerne	quitar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
fjerner	remueve	fjerne	remove	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
korset	corsé	kors	corsar	N;DEF;NEUT;SG	N;MASC;SG
tænkning	pensamiento	tænkning	pensamiento	N;INDF;MASC+FEM;SG	N;MASC;SG
bismarck	bismarck	bismarck	bismarck	N;INDF;MASC+FEM;SG	N;MASC;SG
indretning	decoración	indretning	decoración	N;INDF;MASC+FEM;SG	N;FEM;SG
indretning	disposición	indretning	disposición	N;INDF;MASC+FEM;SG	N;FEM;SG
stabilitet	estabilidad	stabilitet	estabilidad	N;INDF;MASC+FEM;SG	N;FEM;SG
tilhørsforhold	afiliación	tilhørsforhold	afiliación	N;INDF;NEUT;SG	N;FEM;SG
tilhørsforhold	filiación	tilhørsforhold	filiación	N;INDF;NEUT;SG	N;FEM;SG
tilhørsforhold	afinidad	tilhørsforhold	afinidad	N;INDF;NEUT;SG	N;FEM;SG
straffe	penas	straffe	pena	N;INDF;MASC+FEM;PL	N;FEM;PL
straffe	castigos	straffe	castigo	N;INDF;MASC+FEM;PL	N;MASC;PL
straffe	sanciones	straffe	sanción	N;INDF;MASC+FEM;PL	N;FEM;PL
straffe	penalizaciones	straffe	penalización	N;INDF;MASC+FEM;PL	N;FEM;PL
straffe	castigos	straffe	castigo	N;INDF;MASC+FEM;PL	N;MASC;PL
psykiske	psicológicas	psykisk	psicológico	ADJ;PL	ADJ;FEM;PL
psykiske	psicológicos	psykisk	psicológico	ADJ;PL	ADJ;MASC;PL
psykiske	mentales	psykisk	mental	ADJ;PL	ADJ;PL
krigere	warriors	krig	warriors	N;INDF;MASC+FEM;PL	N;PL
krigere	guerreros	krig	guerrero	N;INDF;MASC+FEM;PL	N;MASC;PL
krigere	combatientes	krig	combatiente	N;INDF;MASC+FEM;PL	N;PL
krigere	luchadores	krig	luchador	N;INDF;MASC+FEM;PL	N;MASC;PL
krigere	fighters	krig	fighter	N;INDF;MASC+FEM;PL	N
krigere	boxeadores	krig	boxeador	N;INDF;MASC+FEM;PL	N;MASC;PL
jefferson	jefferson	jefferson	jefferson	N;INDF;MASC+FEM;SG	N;MASC;SG
aps	llc	aps	llc	N;INDF;NEUT;SG	N;SG
aps	aps	aps	aps	N;INDF;NEUT;SG	N
francesco	francesco	francesco	francesco	N;INDF;MASC+FEM;SG	N;MASC;SG
kommercielt	comercialmente	kommercielt	comercialmente	ADV	ADV
ekspeditioner	expediciones	ekspedition	expedición	N;INDF;MASC+FEM;PL	N;FEM;PL
menigheden	congregación	menighed	congregación	N;DEF;MASC+FEM;SG	N;FEM;SG
ørkenen	desierto	ørken	desierto	N;DEF;MASC+FEM;SG	N;MASC;SG
værelse	sala	værelse	sala	N;INDF;NEUT;SG	N;FEM;SG
værelse	habitación	værelse	habitación	N;INDF;NEUT;SG	N;FEM;SG
connecticut	connecticut	connecticut	connecticut	N;INDF;MASC+FEM;SG	N;MASC;SG
gudinde	diosa	gudinde	diosa	N;INDF;MASC+FEM;SG	N;FEM;SG
flok	muchedumbre	flok	muchedumbre	N;INDF;MASC+FEM;SG	N;FEM;SG
flok	multitud	flok	multitud	N;INDF;MASC+FEM;SG	N;FEM;SG
flok	rebaño	flok	rebaño	N;INDF;MASC+FEM;SG	N;MASC;SG
flok	manada	flok	manada	N;INDF;MASC+FEM;SG	N;FEM;SG
flok	rebaño	flok	rebaño	N;INDF;MASC+FEM;SG	N;MASC;SG
flok	bandada	flok	bandada	N;INDF;MASC+FEM;SG	N;FEM;SG
produktioner	producciones	produktion	producción	N;INDF;MASC+FEM;PL	N;FEM;PL
dawn	alba	dawn	alba	N;INDF;MASC+FEM;SG	N;FEM;SG
dawn	dawn	dawn	dawn	N;INDF;MASC+FEM;SG	N;SG
dawn	amanecer	dawn	amanecer	N;INDF;MASC+FEM;SG	N;MASC;SG
klostre	monasterios	kloster	monasterio	N;INDF;MASC+FEM;PL	N;MASC;PL
katedralen	catedral	katedral	catedral	N;DEF;MASC+FEM;SG	N;FEM;SG
grundstof	elemento	grundstof	elemento	N;INDF;NEUT;SG	N;MASC;SG
blokere	bloqueando	blok	bloquear	V;NFIN;ACT	V;V.MSDR
blokere	bloquear	blok	bloquear	V;NFIN;ACT	V;NFIN
blokere	bloquear	blok	bloquear	V;NFIN;ACT	V;NFIN
rimeligt	justa	rimelig	justo	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
rimeligt	razonable	rimelig	razonable	ADJ;INDF;NEUT;SG	ADJ;SG
tdr	tdr	tdr	tdr	N;INDF;NEUT;SG	N;SG
distance	distancia	distance	distancia	N;INDF;MASC+FEM;SG	N;FEM;SG
kompliceret	compleja	kompliceret	complejo	ADJ;INDF;SG	ADJ;FEM;SG
kompliceret	complejo	kompliceret	complejo	ADJ;INDF;SG	ADJ;MASC;SG
kompliceret	complicado	kompliceret	complicado	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
kompliceret	complicada	kompliceret	complicado	ADJ;INDF;SG	ADJ;FEM;SG;V.PTCP
bonus	bonus	bonus	bonu	N;INDF;MASC+FEM;SG	N
bonus	bono	bonus	bono	N;INDF;MASC+FEM;SG	N;MASC;SG
bonus	bonificación	bonus	bonificación	N;INDF;MASC+FEM;SG	N;FEM;SG
østlig	oriental	østlig	oriental	ADJ;INDF;MASC+FEM;SG	ADJ;SG
grupperne	grupos	gruppe	grupo	N;DEF;MASC+FEM;PL	N;MASC;PL
grupperne	agrupaciones	gruppe	agrupación	N;DEF;MASC+FEM;PL	N;FEM;PL
sejlads	navegación	sejlads	navegación	N;INDF;MASC+FEM;SG	N;FEM;SG
sejlads	navegación	sejlads	navegación	N;INDF;MASC+FEM;SG	N;FEM;SG
sejlads	velero	sejlads	velero	N;INDF;MASC+FEM;SG	N;MASC;SG
sejlads	vela	sejlads	vela	N;INDF;MASC+FEM;SG	N;FEM;SG
gemme	ahorrar	gemme	ahorrar	V;NFIN;ACT	V;NFIN
gemme	guardar	gemme	guardar	V;NFIN;ACT	V;NFIN
gemme	salvar	gemme	salvar	V;NFIN;ACT	V;NFIN
gemme	ahorra	gemme	ahorra	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
jeanne	juana	jeanne	juana	N;INDF;MASC+FEM;SG	N;FEM;SG
