van	從	van	從	ADP	ADP
advocaat	律師	advocaat	律師	N;MASC+FEM;SG	N
producten	商品	product	商品	N;PL	N
producten	產品	product	產品	N;PL	N
kiezen	選擇	kiezen	選擇	V;NFIN	V
wapens	武器	wapen	武器	N;PL	N
wapens	兵器	wapen	兵器	N;PL	N
wapens	槍支	wapen	槍支	N;PL	N
wapens	槍械	wapen	槍械	N;PL	N
wapens	軍	wapen	軍	N;PL	N
noemt	提及	noemen	提及	V;SG;PRS;FIN	V
coach	教練	coach	教練	N;MASC+FEM;SG	N
grootte	大小	grootte	大小	N;MASC+FEM;SG	N
grootte	體積	grootte	體積	N;MASC+FEM;SG	N
grootte	尺寸	grootte	尺寸	N;MASC+FEM;SG	N
river	河	river	河	N;MASC+FEM;SG	N
river	江河	river	江河	N;MASC+FEM;SG	N
river	河流	river	河流	N;MASC+FEM;SG	N
bad	壞	bad	壞	N;NEUT;SG	N
bad	浴	bad	浴	N;NEUT;SG	N
verboden	禁止	verboden	禁止	V;V.PTCP	V
verboden	違禁	verboden	違禁	V;V.PTCP	V
verboden	禁止	verboden	禁止	V;V.PTCP	V
verslag	報告	verslag	報告	N;NEUT;SG	N
code	密碼	code	密碼	N;MASC+FEM;SG	N
code	編碼	code	編碼	N;MASC+FEM;SG	N
code	碼	code	碼	N;MASC+FEM;SG	N
jongen	男孩	jongen	男孩	N;MASC+FEM;SG	N
jongen	小孩	jongen	小孩	N;MASC+FEM;SG	N
luitenant	中尉	luitenant	中尉	N;MASC+FEM;SG	N
lager	更低	laag	更低	ADJ;CMPR	ADJ
lager	較低	laag	較低	ADJ;CMPR	ADJ
instrumenten	儀器	instrument	儀器	N;PL	N
instrumenten	樂器	instrument	樂器	N;PL	N
instrumenten	文書	instrument	文書	N;PL	N
vliegen	飛行	vliegen	飛行	V;NFIN	V
verslagen	故事	verslag	故事	N;PL	N
verslagen	動態	verslag	動態	N;PL	N
verslagen	報告	verslag	報告	N;PL	N
voedsel	糧食	voedsel	糧食	N;NEUT;SG	N
voedsel	食品	voedsel	食品	N;NEUT;SG	N
voedsel	食物	voedsel	食物	N;NEUT;SG	N
steen	石	steen	石	N;MASC+FEM;SG	N
steen	石頭	steen	石頭	N;MASC+FEM;SG	N
steen	岩	steen	岩	N;MASC+FEM;SG	N
steen	岩石	steen	岩石	N;MASC+FEM;SG	N
steen	石頭	steen	石頭	N;MASC+FEM;SG	N
steen	搖滾	steen	搖滾	N;MASC+FEM;SG	N
bibliotheek	圖書	bibliotheek	圖書	N;MASC+FEM;SG	N
verplaatst	感動	verplaatsen	感動	V;V.PTCP	V
doelpunten	目標	doelpunt	目標	N;PL	N
mooi	很好	mooi	很好	ADJ	ADJ
vissen	捕撈	vissen	捕撈	V;NFIN	V
vissen	捕魚	vissen	捕魚	V;NFIN	V
increment	增量	increment	增量	N;NEUT;SG	N
super	超級	super	超級	ADJ	ADJ
wegen	公路	weg	公路	N;PL	N
wegen	道路	weg	道路	N;PL	N
stoppen	退出	stoppen	退出	V;NFIN	V
stoppen	停止	stoppen	停止	V;NFIN	V
dorpen	鄉村	dorp	鄉村	N;PL	N
dorpen	村	dorp	村	N;PL	N
praktijk	實踐	praktijk	實踐	N;MASC+FEM;SG	N
gelegenheid	場合	gelegenheid	場合	N;MASC+FEM;SG	N
gelegenheid	機遇	gelegenheid	機遇	N;MASC+FEM;SG	N
gelegenheid	機會	gelegenheid	機會	N;MASC+FEM;SG	N
techniek	工程	techniek	工程	N;MASC+FEM;SG	N
techniek	工程	techniek	工程	N;MASC+FEM;SG	N
techniek	技術	techniek	技術	N;MASC+FEM;SG	N
techniek	技巧	techniek	技巧	N;MASC+FEM;SG	N
functies	函數	functie	函數	N;PL	N
functies	功能	functie	功能	N;PL	N
functies	特色	functie	特色	N;PL	N
functies	特徵	functie	特徵	N;PL	N
functies	特點	functie	特點	N;PL	N
temperatuur	氣溫	temperatuur	氣溫	N;MASC+FEM;SG	N
temperatuur	溫度	temperatuur	溫度	N;MASC+FEM;SG	N
temperatuur	體溫	temperatuur	體溫	N;MASC+FEM;SG	N
temperatuur	氣溫	temperatuur	氣溫	N;MASC+FEM;SG	N
temperatuur	溫度	temperatuur	溫度	N;MASC+FEM;SG	N
schade	損傷	schade	損傷	N;MASC+FEM;SG	N
schade	損傷	schade	損傷	N;MASC+FEM;SG	N
schade	損壞	schade	損壞	N;MASC+FEM;SG	N
schade	損害	schade	損害	N;MASC+FEM;SG	N
schade	損壞	schade	損壞	N;MASC+FEM;SG	N
schade	損害	schade	損害	N;MASC+FEM;SG	N
leeuw	獅	leeuw	獅	N;MASC+FEM;SG	N
leeuw	獅子	leeuw	獅子	N;MASC+FEM;SG	N
krant	報紙	krant	報紙	N;MASC+FEM;SG	N
krant	報	krant	報	N;MASC+FEM;SG	N
krant	報章	krant	報章	N;MASC+FEM;SG	N
onderdelen	部件	onderdeel	部件	N;PL	N
onderdelen	元件	onderdeel	元件	N;PL	N
loopbaan	職業	loopbaan	職業	N;MASC+FEM;SG	N
loopbaan	職業	loopbaan	職業	N;MASC+FEM;SG	N
hit	命中	hit	命中	N;MASC+FEM;SG	N
stemming	心境	stemming	心境	N;MASC+FEM;SG	N
stemming	心情	stemming	心情	N;MASC+FEM;SG	N
stemming	情緒	stemming	情緒	N;MASC+FEM;SG	N
indruk	印象	indruk	印象	N;MASC+FEM;SG	N
post	郵件	post	郵件	N;MASC+FEM;SG	N
post	郵寄	post	郵寄	N;MASC+FEM;SG	N
post	信件	post	信件	N;MASC+FEM;SG	N
post	郵政	post	郵政	N;MASC+FEM;SG	N
moord	凶	moord	凶	N;MASC+FEM;SG	N
moord	凶	moord	凶	N;MASC+FEM;SG	N
moord	暗殺	moord	暗殺	N;MASC+FEM;SG	N
fabriek	廠	fabriek	廠	N;MASC+FEM;SG	N
fabriek	工廠	fabriek	工廠	N;MASC+FEM;SG	N
wetenschap	科學	wetenschap	科學	N;MASC+FEM;SG	N
state	國家	state	國家	N;MASC+FEM;SG	N
state	州	state	州	N;MASC+FEM;SG	N
video	視訊	video	視訊	N;MASC+FEM;SG	N
video	影片	video	影片	N;MASC+FEM;SG	N
definitie	定義	definitie	定義	N;MASC+FEM;SG	N
software	軟體	softwaar	軟體	N;MASC+FEM;SG	N
zon	太陽	zon	太陽	N;MASC+FEM;SG	N
zon	陽光	zon	陽光	N;MASC+FEM;SG	N
zon	陽光	zon	陽光	N;MASC+FEM;SG	N
methode	方法	methode	方法	N;MASC+FEM;SG	N
methode	辦法	methode	辦法	N;MASC+FEM;SG	N
methode	方式	methode	方式	N;MASC+FEM;SG	N
dynastie	朝代	dynastie	朝代	N;MASC+FEM;SG	N
dynastie	王朝	dynastie	王朝	N;MASC+FEM;SG	N
vermoord	被	vermoorden	被	V;V.PTCP	V;PASS
bier	啤酒	bier	啤酒	N;NEUT;SG	N
viool	琴	viool	琴	N;MASC+FEM;SG	N
viool	提琴	viool	提琴	N;MASC+FEM;SG	N
tak	分行	tak	分行	N;MASC+FEM;SG	N
tak	分支	tak	分支	N;MASC+FEM;SG	N
monumenten	古蹟	monument	古蹟	N;PL	N
senator	議員	senator	議員	N;MASC+FEM;SG	N
traject	軌跡	traject	軌跡	N;NEUT;SG	N
bewoners	居民	bewoner	居民	N;PL	N
brown	棕	brown	棕	N;MASC+FEM;SG	N
brown	褐	brown	褐	N;MASC+FEM;SG	N
brown	棕色	brown	棕色	N;MASC+FEM;SG	N
paleis	皇宮	paleis	皇宮	N;NEUT;SG	N
paleis	宮殿	paleis	宮殿	N;NEUT;SG	N
paleis	王宮	paleis	王宮	N;NEUT;SG	N
paleis	宮廷	paleis	宮廷	N;NEUT;SG	N
paleis	宮	paleis	宮	N;NEUT;SG	N
bladeren	樹葉	blad	樹葉	N;PL	N
bladeren	葉子	blad	葉子	N;PL	N
hoeveelheid	數量	hoeveelheid	數量	N;MASC+FEM;SG	N
hoeveelheid	量	hoeveelheid	量	N;MASC+FEM;SG	N
netwerk	網路	netwerk	網路	N;NEUT;SG	N
netwerk	網	netwerk	網	N;NEUT;SG	N
sluiten	關閉	sluiten	關閉	V;NFIN	V
sluiten	閉幕	sluiten	閉幕	V;NFIN	V
scholen	學校	school	學校	N;PL	N
bijnaam	暱稱	bijnaam	暱稱	N;MASC+FEM;SG	N
bijnaam	綽號	bijnaam	綽號	N;MASC+FEM;SG	N
eten	吃	eten	吃	V;NFIN	V
eten	飲食	eten	飲食	V;NFIN	V
eten	進食	eten	進食	V;NFIN	V
eten	吃	eten	吃	V;NFIN	V
eten	吃	eten	吃	V;NFIN	V
joe	丈	joe	丈	N;MASC+FEM;SG	N
filosofie	哲學	filosofie	哲學	N;MASC+FEM;SG	N
filosofie	理念	filosofie	理念	N;MASC+FEM;SG	N
gevolgen	特效	gevolg	特效	N;PL	N
gevolgen	效應	gevolg	效應	N;PL	N
gevolgen	效果	gevolg	效果	N;PL	N
gevolgen	後果	gevolg	後果	N;PL	N
wind	風	wind	風	N;MASC+FEM;SG	N
kader	框架	kader	框架	N;NEUT;SG	N
kader	幀	kader	幀	N;NEUT;SG	N
kader	框框	kader	框框	N;NEUT;SG	N
kader	框架	kader	框架	N;NEUT;SG	N
kader	框	kader	框	N;NEUT;SG	N
vrijheid	自由	vrijheid	自由	N;MASC+FEM;SG	N
sporen	曲目	spoor	曲目	N;PL	N
sporen	軌道	spoor	軌道	N;PL	N
sporen	痕跡	spoor	痕跡	N;PL	N
golden	黃金	golden	黃金	N;PL	N
golden	金色	golden	金色	N;PL	N
centimeter	公分	centimeter	公分	N;MASC+FEM;SG	N
centimeter	釐米	centimeter	釐米	N;MASC+FEM;SG	N
centimeter	英吋	centimeter	英吋	N;MASC+FEM;SG	N
centimeter	釐米	centimeter	釐米	N;MASC+FEM;SG	N
song	歌曲	song	歌曲	N;MASC+FEM;SG	N
song	首歌	song	首歌	N;MASC+FEM;SG	N
song	歌	song	歌	N;MASC+FEM;SG	N
solo	獨唱	solo	獨唱	N;MASC+FEM;SG	N
non	尼姑	non	尼姑	N;MASC+FEM;SG	N
schilderij	畫	schilderij	畫	N;NEUT;SG	N
schilderij	油畫	schilderij	油畫	N;NEUT;SG	N
schilderij	繪畫	schilderij	繪畫	N;NEUT;SG	N
blok	區塊	blok	區塊	N;NEUT;SG	N
vermogen	能力	vermogen	能力	N;NEUT;SG	N
vermogen	電力	vermogen	電力	N;NEUT;SG	N
vermogen	電源	vermogen	電源	N;NEUT;SG	N
vermogen	動力	vermogen	動力	N;NEUT;SG	N
vermogen	權力	vermogen	權力	N;NEUT;SG	N
gebeurtenissen	事件	gebeurtenis	事件	N;PL	N
gebeurtenissen	活動	gebeurtenis	活動	N;PL	N
versies	版本	versiezen	版本	N;PL	N
provincies	省份	provincie	省份	N;PL	N
provincies	各省	provincie	各省	N;PL	N
provincies	各州	provincie	各州	N;PL	N
provincies	各縣	provincie	各縣	N;PL	N
das	領結	das	領結	N;MASC+FEM;SG	N
das	平局	das	平局	N;MASC+FEM;SG	N
das	領帶	das	領帶	N;MASC+FEM;SG	N
das	獾	das	獾	N;MASC+FEM;SG	N
bieden	投標	bieden	投標	V;NFIN	V
bieden	出價	bieden	出價	V;NFIN	V
bieden	投標	bieden	投標	V;NFIN	V
bieden	出價	bieden	出價	V;NFIN	V
bieden	競標	bieden	競標	V;NFIN	V
stam	部族	stam	部族	N;MASC+FEM;SG	N
stam	部落	stam	部落	N;MASC+FEM;SG	N
stam	莖	stam	莖	N;MASC+FEM;SG	N
stam	株	stam	株	N;MASC+FEM;SG	N
artiesten	藝術	artiest	藝術	N;PL	N
artiesten	藝人	artiest	藝人	N;PL	N
twijfel	疑問	twijfel	疑問	N;MASC+FEM;SG	N
hout	木	hout	木	N;NEUT;SG	N
hout	木材	hout	木材	N;NEUT;SG	N
hout	木頭	hout	木頭	N;NEUT;SG	N
hout	木材	hout	木材	N;NEUT;SG	N
rij	划	rij	划	N;MASC+FEM;SG	N
rij	排	rij	排	N;MASC+FEM;SG	N
rand	邊緣	rand	邊緣	N;MASC+FEM;SG	N
personages	字元	personage	字元	N;PL	N
personages	角色	personage	角色	N;PL	N
enorme	巨大	enorm	巨大	ADJ	ADJ
verzet	阻力	verzet	阻力	N;NEUT;SG	N
verzet	電阻	verzet	電阻	N;NEUT;SG	N
staart	尾巴	staart	尾巴	N;MASC+FEM;SG	N
staart	尾	staart	尾	N;MASC+FEM;SG	N
brief	信	brief	信	N;MASC+FEM;SG	N
brief	字母	brief	字母	N;MASC+FEM;SG	N
brief	信函	brief	信函	N;MASC+FEM;SG	N
brief	信件	brief	信件	N;MASC+FEM;SG	N
rekening	帳號	rekening	帳號	N;MASC+FEM;SG	N
rekening	帳戶	rekening	帳戶	N;MASC+FEM;SG	N
fase	階段	fase	階段	N;MASC+FEM;SG	N
fase	舞台	fase	舞台	N;MASC+FEM;SG	N
fase	階段	fase	階段	N;MASC+FEM;SG	N
behandeling	治療	behandeling	治療	N;MASC+FEM;SG	N
hits	命中	hits	命中	N;PL	N
beleid	政策	beleid	政策	N;NEUT;SG	N
beleid	政策	beleid	政策	N;NEUT;SG	N
hectare	公頃	hectare	公頃	N;MASC+FEM;SG	N
hectare	英畝	hectare	英畝	N;MASC+FEM;SG	N
hectare	公頃	hectare	公頃	N;MASC+FEM;SG	N
hectare	英畝	hectare	英畝	N;MASC+FEM;SG	N
windows	窗	windows	窗	N;PL	N
rollen	卷	rol	卷	N;PL	N
rollen	作用	rol	作用	N;PL	N
rollen	角色	rol	角色	N;PL	N
rollen	捲	rol	捲	N;PL	N
rollen	卷	rol	卷	N;PL	N
verspreid	分布	verspreiden	分布	V;V.PTCP	V
verspreid	傳播	verspreiden	傳播	V;V.PTCP	V
verspreid	散播	verspreiden	散播	V;V.PTCP	V
verspreid	分散	verspreiden	分散	V;V.PTCP	V
noordoosten	東北	noordoosten	東北	N;NEUT;SG	N
leren	學習	leren	學習	V;NFIN	V
leren	學習	leren	學習	V;NFIN	V
storm	暴風	storm	暴風	N;MASC+FEM;SG	N
storm	風暴	storm	風暴	N;MASC+FEM;SG	N
storm	暴風	storm	暴風	N;MASC+FEM;SG	N
bezoekers	遊客	bezoeker	遊客	N;PL	N
bezoekers	訪客	bezoeker	訪客	N;PL	N
bezoekers	訪客	bezoeker	訪客	N;PL	N
tonen	展示	tonen	展示	V;NFIN	V
tonen	顯示	tonen	顯示	V;NFIN	V
metro	地鐵	metro	地鐵	N;MASC+FEM;SG	N
metro	捷運	metro	捷運	N;MASC+FEM;SG	N
metro	地鐵	metro	地鐵	N;MASC+FEM;SG	N
toegekend	准予	toekennen	准予	V;V.PTCP	V
toegekend	授予	toekennen	授予	V;V.PTCP	V
data	日期	data	日期	N;MASC+FEM;SG	N
data	資料	data	資料	N;MASC+FEM;SG	N
industrie	工業	industrie	工業	N;MASC+FEM;SG	N
industrie	產業	industrie	產業	N;MASC+FEM;SG	N
industrie	行業	industrie	行業	N;MASC+FEM;SG	N
industrie	業界	industrie	業界	N;MASC+FEM;SG	N
muur	壁	muur	壁	N;MASC+FEM;SG	N
muur	牆壁	muur	牆壁	N;MASC+FEM;SG	N
muur	圍牆	muur	圍牆	N;MASC+FEM;SG	N
muur	牆	muur	牆	N;MASC+FEM;SG	N
meisje	女生	meisje	女生	N;NEUT;SG	N
meisje	姑娘	meisje	姑娘	N;NEUT;SG	N
meisje	女孩	meisje	女孩	N;NEUT;SG	N
been	腿	been	腿	N;NEUT;SG	N
modellen	模型	model	模型	N;PL	N
modellen	模特	model	模特	N;PL	N
modellen	型號	model	型號	N;PL	N
modellen	模特	model	模特	N;PL	N
kunstenaars	藝術	kunstenaar	藝術	N;PL	N
kunstenaars	藝人	kunstenaar	藝人	N;PL	N
gezicht	臉	gezicht	臉	N;NEUT;SG	N
gezicht	臉部	gezicht	臉部	N;NEUT;SG	N
erfgoed	遺產	erfgoed	遺產	N;NEUT;SG	N
racing	賽車	racing	賽車	N;MASC+FEM;SG	N
veroordeeld	判刑	veroordelen	判刑	V;V.PTCP	V
veroordeeld	定罪	veroordelen	定罪	V;V.PTCP	V
lagere	更低	laag	更低	ADJ;CMPR	ADJ
lagere	較低	laag	較低	ADJ;CMPR	ADJ
argumenten	論證	argument	論證	N;PL	N
argumenten	參數	argument	參數	N;PL	N
argumenten	論點	argument	論點	N;PL	N
sterrenbeeld	星座	sterrenbeeld	星座	N;NEUT;SG	N
tuin	園	tuin	園	N;MASC+FEM;SG	N
tuin	園林	tuin	園林	N;MASC+FEM;SG	N
tuin	花園	tuin	花園	N;MASC+FEM;SG	N
tuin	園藝	tuin	園藝	N;MASC+FEM;SG	N
betaald	付費	betalen	付費	V;V.PTCP	V
eigenschappen	特徵	eigenschap	特徵	N;PL	N
eigenschappen	特性	eigenschap	特性	N;PL	N
eigenschappen	特點	eigenschap	特點	N;PL	N
eigenschappen	屬性	eigenschap	屬性	N;PL	N
eigenschappen	屬性	eigenschap	屬性	N;PL	N
symfonie	交響	symfonie	交響	N;MASC+FEM;SG	N
symfonie	交響	symfonie	交響	N;MASC+FEM;SG	N
generatie	世代	generatie	世代	N;MASC+FEM;SG	N
vergelijking	方程	vergelijking	方程	N;MASC+FEM;SG	N
vergelijking	方程	vergelijking	方程	N;MASC+FEM;SG	N
body	屍體	body	屍體	N;MASC+FEM;SG	N
body	體	body	體	N;MASC+FEM;SG	N
body	身體	body	身體	N;MASC+FEM;SG	N
taak	任務	taak	任務	N;MASC+FEM;SG	N
boerderij	農場	boerderij	農場	N;MASC+FEM;SG	N
operatie	手術	operatie	手術	N;MASC+FEM;SG	N
operatie	行動	operatie	行動	N;MASC+FEM;SG	N
operatie	手術	operatie	手術	N;MASC+FEM;SG	N
operatie	外科	operatie	外科	N;MASC+FEM;SG	N
verdediger	後衛	verdediger	後衛	N;MASC+FEM;SG	N
machine	機械	machine	機械	N;MASC+FEM;SG	N
machine	機	machine	機	N;MASC+FEM;SG	N
machine	機器	machine	機器	N;MASC+FEM;SG	N
bill	法案	bill	法案	N;MASC+FEM;SG	N
gewijzigd	修改	wijzigen	修改	V;V.PTCP	V
zetels	席位	zetel	席位	N;PL	N
zetels	座位	zetel	座位	N;PL	N
parish	教區	parish	教區	N;NEUT;SG	N
duel	決鬥	duel	決鬥	N;NEUT;SG	N
duel	決戰	duel	決戰	N;NEUT;SG	N
priester	祭司	priester	祭司	N;MASC+FEM;SG	N
assistent	助手	assistent	助手	N;MASC+FEM;SG	N
assistent	助理	assistent	助理	N;MASC+FEM;SG	N
zus	姐姐	zus	姐姐	N;MASC+FEM;SG	N
zus	姊姊	zus	姊姊	N;MASC+FEM;SG	N
zus	妹妹	zus	妹妹	N;MASC+FEM;SG	N
zus	姐姐	zus	姐姐	N;MASC+FEM;SG	N
zus	姐妹	zus	姐妹	N;MASC+FEM;SG	N
zus	姊妹	zus	姊妹	N;MASC+FEM;SG	N
zus	姊姊	zus	姊姊	N;MASC+FEM;SG	N
geest	鬼	geest	鬼	N;MASC+FEM;SG	N
geest	鬼	geest	鬼	N;MASC+FEM;SG	N
geest	幽靈	geest	幽靈	N;MASC+FEM;SG	N
geest	精靈	geest	精靈	N;MASC+FEM;SG	N
geest	頭腦	geest	頭腦	N;MASC+FEM;SG	N
geest	心靈	geest	心靈	N;MASC+FEM;SG	N
geest	精神	geest	精神	N;MASC+FEM;SG	N
bekendheid	名流	bekendheid	名流	N;MASC+FEM;SG	N
bekendheid	名人	bekendheid	名人	N;MASC+FEM;SG	N
bekendheid	名望	bekendheid	名望	N;MASC+FEM;SG	N
bekendheid	名氣	bekendheid	名氣	N;MASC+FEM;SG	N
hill	山	hill	山	N;MASC+FEM;SG	N
elf	十一	elf	十一	NUM	NUM
eenvoudig	簡單	eenvoudig	簡單	ADJ	ADJ
eenvoudig	輕鬆	eenvoudig	輕鬆	ADJ	ADJ
eenvoudig	簡單	eenvoudig	簡單	ADJ	ADJ
première	首映	première	首映	N;MASC+FEM;SG	N
aansluiting	從屬	aansluiting	從屬	N;MASC+FEM;SG	N
musical	音樂	musical	音樂	N;MASC+FEM;SG	N
musical	音樂	musical	音樂	N;MASC+FEM;SG	N
vliegtuig	飛機	vliegtuig	飛機	N;NEUT;SG	N
vliegtuig	平面	vliegtuig	平面	N;NEUT;SG	N
vliegtuig	飛機	vliegtuig	飛機	N;NEUT;SG	N
vliegtuig	飛機	vliegtuig	飛機	N;NEUT;SG	N
eisen	要求	eisen	要求	V;NFIN	V
eisen	要求	eisen	要求	V;NFIN	V
eisen	需求	eisen	需求	V;NFIN	V
eisen	要求	eisen	要求	V;NFIN	V
astronoom	天文	astronoom	天文	N;MASC+FEM;SG	N
ingang	入場	ingang	入場	N;MASC+FEM;SG	N
ingang	入口	ingang	入口	N;MASC+FEM;SG	N
product	商品	product	商品	N;NEUT;SG	N
product	產品	product	產品	N;NEUT;SG	N
product	產物	product	產物	N;NEUT;SG	N
burgers	市民	burger	市民	N;PL	N
burgers	公民	burger	公民	N;PL	N
burgers	平民	burger	平民	N;PL	N
zetel	座位	zetel	座位	N;MASC+FEM;SG	N
dvd	dvd	dvd	dvd	N;MASC+FEM;SG	N
geluid	聲音	geluid	聲音	N;NEUT;SG	N
geluid	音效	geluid	音效	N;NEUT;SG	N
geluid	噪聲	geluid	噪聲	N;NEUT;SG	N
geluid	噪音	geluid	噪音	N;NEUT;SG	N
geluid	音訊	geluid	音訊	N;NEUT;SG	N
onderscheid	區分	onderscheid	區分	N;NEUT;SG	N
onderscheid	區別	onderscheid	區別	N;NEUT;SG	N
vloot	艦隊	vloot	艦隊	N;MASC+FEM;SG	N
vloot	船隊	vloot	船隊	N;MASC+FEM;SG	N
vloot	車隊	vloot	車隊	N;MASC+FEM;SG	N
landbouw	農業	landbouw	農業	N;MASC+FEM;SG	N
slot	槽	slot	槽	N;NEUT;SG	N
bloemen	花	bloem	花	N;PL	N
bloemen	鮮花	bloem	鮮花	N;PL	N
bloemen	花卉	bloem	花卉	N;PL	N
bloemen	花兒	bloem	花兒	N;PL	N
bloemen	花朵	bloem	花朵	N;PL	N
medailles	獎章	medaille	獎章	N;PL	N
medailles	勳章	medaille	勳章	N;PL	N
medailles	獎牌	medaille	獎牌	N;PL	N
dertig	三十	dertig	三十	NUM	NUM
champions	冠軍	champion	冠軍	N;PL	N
bovenste	最高	boven	最高	ADJ;RL	ADJ
zestig	六十	zestig	六十	NUM	NUM
verklaring	宣言	verklaring	宣言	N;MASC+FEM;SG	N
graf	墳	graf	墳	N;NEUT;SG	N
graf	墓	graf	墓	N;NEUT;SG	N
graf	墓穴	graf	墓穴	N;NEUT;SG	N
graf	墳	graf	墳	N;NEUT;SG	N
graf	墓	graf	墓	N;NEUT;SG	N
graf	墳	graf	墳	N;NEUT;SG	N
letters	信	letter	信	N;PL	N
letters	字母	letter	字母	N;PL	N
letters	信件	letter	信件	N;PL	N
gedichten	詩	gedicht	詩	N;PL	N
gedichten	詩歌	gedicht	詩歌	N;PL	N
gedichten	詩	gedicht	詩	N;PL	N
gedichten	詩歌	gedicht	詩歌	N;PL	N
leerlingen	學生	leerling	學生	N;PL	N
leerlingen	學徒	leerling	學徒	N;PL	N
voordeel	優點	voordeel	優點	N;NEUT;SG	N
voordeel	優勢	voordeel	優勢	N;NEUT;SG	N
onafhankelijkheid	獨立	onafhankelijkheid	獨立	N;MASC+FEM;SG	N
kunsten	藝術	kunst	藝術	N;PL	N
passen	適合	passen	適合	V;NFIN	V
licentie	執照	licentie	執照	N;MASC+FEM;SG	N
licentie	執照	licentie	執照	N;MASC+FEM;SG	N
licentie	駕照	licentie	駕照	N;MASC+FEM;SG	N
grondgebied	領地	grondgebied	領地	N;NEUT;SG	N
grondgebied	領土	grondgebied	領土	N;NEUT;SG	N
beroemde	著名	beroemd	著名	ADJ	ADJ
computer	電腦	computer	電腦	N;MASC+FEM;SG	N
schaal	比例尺	schaal	比例尺	N;MASC+FEM;SG	N
schaal	規模	schaal	規模	N;MASC+FEM;SG	N
gedwongen	被	dwingen	被	V;V.PTCP	V;PASS
eenheden	單元	eenheid	單元	N;PL	N
eenheden	單位	eenheid	單位	N;PL	N
bomen	樹	boom	樹	N;PL	N
bomen	樹木	boom	樹木	N;PL	N
gescheiden	分居	scheiden	分居	V;V.PTCP	V
gescheiden	離異	scheiden	離異	V;V.PTCP	V
gescheiden	離婚	scheiden	離婚	V;V.PTCP	V
gescheiden	分離	scheiden	分離	V;V.PTCP	V
kaarten	地圖	kaarten	地圖	N;PL	N
bloed	血液	bloed	血液	N;NEUT;SG	N
bloed	血	bloed	血	N;NEUT;SG	N
bloed	血跡	bloed	血跡	N;NEUT;SG	N
bloed	鮮血	bloed	鮮血	N;NEUT;SG	N
aanvallen	襲擊	aanval	襲擊	N;PL	N
aanvallen	癲癇	aanval	癲癇	N;PL	N
aanvallen	襲擊	aanval	襲擊	N;PL	N
verbeterd	改進	verbeteren	改進	V;V.PTCP	V
verbeterd	改善	verbeteren	改善	V;V.PTCP	V
verbeterd	改良	verbeteren	改良	V;V.PTCP	V
verbeterd	強化	verbeteren	強化	V;V.PTCP	V
verbeterd	加強	verbeteren	加強	V;V.PTCP	V
verbeterd	增強	verbeteren	增強	V;V.PTCP	V
initiatief	倡議	initiatief	倡議	N;NEUT;SG	N
traditie	傳統	traditie	傳統	N;MASC+FEM;SG	N
hoorn	牛角	hoorn	牛角	N;MASC+FEM;SG	N
hoorn	喇叭	hoorn	喇叭	N;MASC+FEM;SG	N
hoorn	號角	hoorn	號角	N;MASC+FEM;SG	N
feiten	事實	feit	事實	N;PL	N
zuidwesten	西南	zuidwesten	西南	N;NEUT;SG	N
slachtoffers	傷亡	slachtoffer	傷亡	N;PL	N
ervaring	經驗	ervaring	經驗	N;MASC+FEM;SG	N
ervaring	體驗	ervaring	體驗	N;MASC+FEM;SG	N
ervaring	體驗	ervaring	體驗	N;MASC+FEM;SG	N
ervaring	經驗	ervaring	經驗	N;MASC+FEM;SG	N
rust	鐵鏽	rust	鐵鏽	N;MASC+FEM;SG	N
rust	生鏽	rust	生鏽	N;MASC+FEM;SG	N
rust	鏽	rust	鏽	N;MASC+FEM;SG	N
officier	官	officier	官	N;MASC+FEM;SG	N
officier	軍官	officier	軍官	N;MASC+FEM;SG	N
kroon	冠	kroon	冠	N;MASC+FEM;SG	N
kroon	皇冠	kroon	皇冠	N;MASC+FEM;SG	N
angel	天使	angel	天使	N;MASC+FEM;SG	N
jou	你	jou	你	PRO;ACC;2	PRO;2
baby	嬰兒	baby	嬰兒	N;MASC+FEM;SG	N
baby	寶貝	baby	寶貝	N;MASC+FEM;SG	N
baby	寶寶	baby	寶寶	N;MASC+FEM;SG	N
hamburg	漢堡	hamburg	漢堡	N;NEUT;SG	N
bossen	樹林	bossen	樹林	N;PL	N
bossen	森林	bossen	森林	N;PL	N
bossen	森林	bossen	森林	N;PL	N
aangewezen	指定	aanwijzen	指定	V;V.PTCP	V
plein	平方	plein	平方	N;NEUT;SG	N
plein	方塊	plein	方塊	N;NEUT;SG	N
plein	方形	plein	方形	N;NEUT;SG	N
plein	廣場	plein	廣場	N;NEUT;SG	N
symbool	符號	symbool	符號	N;NEUT;SG	N
meester	主人	meester	主人	N;MASC+FEM;SG	N
meester	大師	meester	大師	N;MASC+FEM;SG	N
meester	師父	meester	師父	N;MASC+FEM;SG	N
meester	師傅	meester	師傅	N;MASC+FEM;SG	N
missie	任務	missie	任務	N;MASC+FEM;SG	N
jouw	你	jou	你	PRO;ACC;2	PRO;2
buitenland	國外	buitenland	國外	N;NEUT;SG	N
instrument	儀器	instrument	儀器	N;NEUT;SG	N
instrument	樂器	instrument	樂器	N;NEUT;SG	N
instrument	文書	instrument	文書	N;NEUT;SG	N
instrument	工具	instrument	工具	N;NEUT;SG	N
afkomst	世系	afkomst	世系	N;MASC+FEM;SG	N
